"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","p53","PI3K","TGFb","TNFa","Trail","VEGF","WNT"
"R3388_YZ_27",4261.59527425754,304.380778869676,2329.90779435123,6991.79013144046,8186.31624115808,2044.69852022446,9095.39142376799,4630.33110849284,-3398.71985106186,3051.88758565893,8943.76882679624,195.589285414433,-259.807600636844,657.282336066578
"R3388_YZ_28",4113.35327472448,321.380205973851,2489.26903536739,7468.18337341709,8511.59147165288,1891.91546475054,9063.78124027939,4584.00198291517,-3501.30051682924,3256.86622554561,8952.52548854195,194.72406305419,-145.698132487534,622.703874356079
"R3388_YZ_29",4204.4423590297,366.855390837771,2514.38270338888,7227.95498640357,8421.02446423498,2023.5843422176,8881.30466749025,4808.4411722821,-3506.70749226202,3159.85794583588,8905.98030256754,175.956570210694,-235.787678588434,622.746231657258
"R3388_YZ_30",4201.52060055284,333.884516636479,2570.81150994486,7578.91014075392,8450.26287714255,1963.0326640015,9231.37007948086,4852.40173228328,-3422.67119690259,3421.31312696579,9290.84805283233,208.084261458865,-270.734293389489,668.286145654306
"R3388_YZ_31",3981.3862736535,247.761320657304,2422.23715358131,7532.06860683398,7927.98718911361,1832.80536602387,8522.06632536808,4583.23741149371,-3435.43163704764,3412.62565694085,8477.21036658675,193.598715682344,-252.174240375809,642.063800059969
"R3388_YZ_32",4227.43980184386,241.033323207891,2449.90681733889,7303.44455465141,8082.53071833817,1781.34016198284,8861.23288342275,4842.56929278914,-3446.43781903993,3283.53108533477,8822.13278297933,206.488008045129,-198.641907757601,687.645986890451
"R3388_YZ_33",4130.19602989166,312.680472362334,2313.94519243072,7333.80321506524,7627.47001389684,1995.30078543347,8376.27064047369,4634.55631525044,-3487.44449088969,3250.34730778375,8423.16375996968,170.910804468996,-219.449683865909,605.287663539934
"R3388_YZ_34",4187.80759221187,203.001733236565,2340.01755181812,7300.92588146921,8160.6469874824,1802.27682897785,8561.21634279989,4636.39790523188,-3499.76112083465,3227.17911961071,8512.24064103773,195.610481435137,-203.343709877414,638.468848931409
"R3388_YZ_35",4004.20873105649,262.127178803314,2506.98963818826,6977.54110392127,8435.01239003654,1883.9663809145,9208.30449708703,4489.65123736487,-3394.68524534053,3377.26907964049,8912.23717136218,221.414852557692,-252.654456666819,618.000472087865
"R3388_YZ_36",4097.39715256939,377.683370532747,2507.80991989705,7559.71659580072,7688.27583344839,2035.54919182732,8565.42596031381,4728.11935072553,-3465.76964715046,3371.04419560795,8590.00505931684,176.941862052368,-116.953681657816,643.855130025929
"R3388_YZ_37",4184.68995341116,257.223970611157,2448.64986600637,7465.23066669259,7996.64724755632,1864.3639625694,9253.18379657487,4544.96867083326,-3457.54555463805,3343.87225764225,9260.5572630326,192.998147174844,-213.045544039765,684.373891230897
"R3388_YZ_38",4133.8387416471,229.180387481977,2430.65179891901,7266.30226657346,8768.0319816354,1799.32044258121,9000.91578942539,4603.31870309694,-3493.79369029378,3099.71596367074,8873.67736044637,194.477138377286,-278.858798063979,671.274841383649
"R3388_YZ_39",4151.79883908023,251.487220901113,2330.37840006397,7018.9657694603,8388.95867757517,1897.05190551257,9001.88370113683,4608.9784580067,-3398.81364551124,3232.59027769939,8826.44773325762,182.413147578233,-236.592771948762,629.427232860756
"R3388_YZ_40",3857.8209269263,304.102276486586,2472.46407988346,7717.65246017357,8594.69564446227,1871.78516240154,9424.99453087708,4591.34772237899,-3415.95901958392,2953.66187905073,9185.05974386625,197.926219581707,-44.5317727024685,612.109589769718
"R3388_YZ_41",4252.7851526374,201.528263905378,2378.57383595744,7008.55647681499,8378.91712453363,1894.64940643423,8811.43850287005,4588.34903757347,-3489.99498179932,3164.40289759546,8644.82472948703,200.003715918274,-277.529055817653,622.313295387053
"R3388_YZ_42",4079.35365044102,331.025853117075,2575.43028290943,7017.32655882192,7804.55201333279,1934.83657882546,8757.86691136338,4679.19886215734,-3401.40916797284,3201.20874816684,8619.66854919245,164.168329643014,-262.982134837168,633.546503444448
"R3388_YZ_43",4249.31959440995,301.112378851067,2598.32563710638,7080.01033262887,7817.8114847241,1888.01454771161,8930.61253018373,4671.40460078428,-3474.37505202511,3197.85871405983,8829.20264799128,180.048895684512,-247.035400008916,641.669751401655
"R3388_YZ_44",4105.06254710233,205.157445645352,2431.58605883777,7447.85938830919,7826.87673181836,1816.87966896982,8706.54085534663,4549.06500375891,-3474.37185145582,3199.86969555813,8566.38648609804,171.192572728821,-209.146541761052,637.377860341408
"R3388_YZ_47",4153.85880717862,270.875771721425,2365.75570768789,7170.89506015729,7470.84099330965,1993.42937438905,8384.06194735778,4568.26159492634,-3461.81444143442,3219.14105115974,8186.37689481802,165.950760585304,-256.856916489841,606.544950794829
"R3388_YZ_48",4195.29965637596,335.648779298923,2644.56110338504,7473.0397907378,7667.31355963421,1859.25947731091,9500.29937049044,4547.74742059273,-3362.32867711271,3549.34273494834,9369.13744010545,174.355406903733,-239.932700525159,655.43571347921
"R3388_YZ_49",4130.72229986571,296.730521015486,2303.22502392779,7419.1779690515,8762.02509976647,1925.67540153247,8697.95022497296,4598.71645603192,-3452.26676237369,3161.23562808714,8558.42316018211,189.105003344395,-243.443925181584,663.51440141799
"R3388_YZ_50",4066.41861480458,316.269368034172,2380.11727990664,7087.8051012479,8354.82410278849,1911.91303689257,9051.58449731467,4665.76616682189,-3450.78052603268,3125.07754498707,8924.30950550541,196.990740188512,-204.907946976855,628.218338641267
"R3388_YZ_51",4118.5728868876,327.676624753493,2357.82638213987,7153.00328097161,8468.98027939428,2012.114233416,9039.43432580707,4659.08275547064,-3554.63316814737,3030.21506734174,8982.89048606763,162.32069305489,-122.184802634422,613.422163882891
"R3388_YZ_52",4101.73080418412,327.793399379515,2470.91797474258,7281.26657567669,8732.85893276817,1882.93766449791,9096.21296544471,4617.80938284007,-3559.6440530183,3413.41106775456,9009.32088231504,205.284116509012,-242.12661753887,638.055338417154
"R3388_YZ_54",4184.55581693962,388.750915933405,2443.22677740941,7385.79219516866,7942.05642795583,2064.97941256927,9348.32092767932,4564.49565734082,-3438.15524230084,3368.72493226349,9239.85139715835,201.076853642939,-156.930329338456,613.698351159255
"R3388_YZ_55",3970.9908073688,342.20315062843,2465.4925347413,7492.51679241656,8276.63372746059,1868.4476089898,9390.3324781484,4570.22033579811,-3448.61619597632,3258.27134591736,9289.38951206518,195.446323138976,-157.371579014803,652.196614272687
"R3388_YZ_57",4233.17375802422,367.294006151166,2395.00398280404,7593.20350504043,8017.98390370182,2031.20728228475,9233.03688168926,4669.1293690052,-3521.05304287245,3383.274785579,9254.68101111045,178.429856629922,-191.161729770415,627.03676714502
"R3388_YZ_58",4065.52872814163,219.132715351101,2321.04451429307,7583.61229996075,8129.71182801119,1875.33092510253,8677.09568025329,4555.57820005434,-3521.87007886952,3156.24403528539,8659.00268049446,167.653552367432,-185.242447066532,618.666214491315
"R3388_YZ_60",4201.98094226124,249.298597667412,2346.37312500964,7693.24175624282,7822.44332081644,1885.62925927094,8719.26414029712,4658.60797257725,-3449.85141016229,3049.25743416559,8524.1421150571,192.361580044189,-222.028873941954,622.090722463813
"R3388_YZ_61",4022.97201855869,274.815807652807,2459.96916646644,7667.52642853366,8108.74142186087,1888.08101778842,8986.33854904296,4567.42405601552,-3481.80342177658,3520.53952875897,8998.62607079331,192.804632622246,-171.616820327518,645.519102939017
"R3388_YZ_62",4258.01380253554,191.216871241383,2348.67026204166,7056.63272152991,8142.7363215551,1801.29813177222,8500.76030299269,4545.41524228008,-3539.98605713332,3296.91433796808,8261.07491550014,203.255506384567,-264.238942836004,658.878704718836
"R4163_YZ_1",4154.60685130514,265.175447824021,2221.43789705705,7102.63490636924,8004.56395976355,1909.95734302571,8538.69433450337,4578.55295669923,-3436.57350378766,2969.21201661006,8514.97201368021,158.499358726759,-84.8904722436625,665.662545326922
"R4163_YZ_2",4104.33722643524,285.294619900079,2483.04766183545,7442.08259786856,8118.69744020019,1878.65783164056,9169.57110886621,4674.3697092416,-3446.36038062744,3214.59510015627,9066.15874124341,207.033413343922,-195.047264080238,652.107587776652
"R4163_YZ_3",4014.74947733819,257.178639321187,2398.56747567023,7101.02155729651,8044.20358373087,1774.99749993466,8653.86242587713,4537.36599554484,-3514.3906057938,3133.91127778252,8562.02801664938,198.524016089429,-240.47074089693,632.430716781431
"R4163_YZ_5",4094.37283363209,211.952353408349,2278.50335233197,7015.93915929284,8333.602706173,1743.95050924653,8770.19584643476,4547.84506724101,-3508.57869193048,2982.30195145758,8679.74423548901,192.795257236426,-243.566908291193,596.224791261777
"R4163_YZ_7",4273.00950237093,364.951721438888,2468.15355801765,7724.80516540714,7943.99844674794,2055.34488660101,9107.59599638774,4848.64139539984,-3451.39059819622,3133.96379362521,9123.35444792242,166.309046711094,-36.6272865724239,613.505638667251
"R4163_YZ_8",3947.9163685389,281.242474256175,2333.77646294864,7134.39528741079,8834.97970304556,1838.02013379277,8860.16427573634,4535.59889996197,-3471.80643108322,3127.58217473009,8582.54920448023,175.6570010098,-190.885339644073,617.274186791022
"R4163_YZ_9",4186.93239691603,156.00281302211,2236.79863784938,6953.50888364581,8426.36676829378,1763.40436102088,8599.03106896612,4645.83012010398,-3496.29210357351,2865.15165219954,8473.97411941605,157.573728175697,-281.246776565973,589.35510307244
"R4163_YZ_16",4205.88550367658,281.860718280266,2431.03377543412,7112.42551441542,8280.22906861345,1885.56201029573,8934.23033764772,4832.00911775189,-3528.72138573873,3158.70783134015,8832.20280445049,166.116711203051,-215.324677436437,644.443892861784
"R4163_YZ_17",4080.79212207746,302.891217248332,2337.21905275123,7125.38292981772,7973.1226314132,1900.45492985867,9491.06667179861,4524.61630900085,-3481.0124602918,3069.30993709869,9235.94024205675,200.797670834522,-195.791190156035,649.862237457749
"R4163_YZ_18",4215.68670864657,294.310324459835,2383.1858199023,7175.50597374299,8275.94869897391,1871.26323840244,9075.10671889343,4696.53668700334,-3518.69913345576,3198.67777114077,9049.43518856595,194.25618025276,-233.945875726149,638.47616733491
"R4163_YZ_19",4157.23524365473,325.303747619703,2545.90189145959,7547.00026612948,7983.35447695697,1904.79264999952,9182.35648374406,4622.25674604769,-3465.60869826076,3513.23844605444,9079.84643480684,209.656668703685,-241.388488140442,648.065251456312
"R4163_YZ_20",4252.33252669522,330.835180072799,2601.36239961585,7713.29788847765,7885.46511803804,1944.87213246059,9035.81926660268,4808.25627710466,-3523.453111769,3500.76778408236,9038.29153930528,175.630563456047,-229.807174008476,650.089572312209
"R4163_YZ_21",4123.11892455466,322.277604946118,2628.99767503429,7370.83716684419,7945.23065931806,2013.73333266096,9574.07478516844,4623.33128018521,-3394.36623983488,3629.95870334739,9361.06913302418,195.454321011987,-209.068575915662,661.06364768385
"R4163_YZ_22",4129.73218359776,304.448665443563,2594.33456117496,7312.50283388783,8038.90474841272,1899.64012047157,9070.15049407382,4618.59510909352,-3465.37255222945,3580.51625368891,9009.45113838275,196.702155825442,-287.972510660112,664.148792296184
"R4163_YZ_23",4172.21258649238,242.151952937657,2546.53867843221,7261.36606497167,8201.60367844167,1838.56763593533,8835.52866101752,4579.29680972392,-3500.737900758,3233.52902407337,8752.79718088437,188.233082385682,-234.461834315991,666.732699175942
"R4163_YZ_25",4198.60401653642,297.280551033025,2551.90467463612,7512.24771451148,8745.93642261056,1898.99082672758,9368.36399953953,4615.66539899217,-3508.29974339241,3454.49615025701,9194.19222772463,208.200556344208,-279.585128476919,645.381883629192
"R4163_YZ_26",4282.65763805835,242.13560068318,2623.85507259658,7273.65440014265,8085.0676467429,1871.43366501235,7808.1363169471,4598.76562593968,-3470.01621703228,3591.26105170969,7888.59429630256,186.624892455511,-333.47996647106,604.566736211334
"R4163_YZ_28",4105.47108453191,316.155951689446,2393.87455368834,7398.94637690419,8183.19865165959,2022.05761044504,8912.9409274412,4641.7341306772,-3436.63424038515,3008.79014021152,8775.96865244303,191.436949288224,-142.352519110297,596.408243790731
