"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","p53","PI3K","TGFb","TNFa","Trail","VEGF","WNT"
"LP.01.35",3754.13929696926,114.700774100461,2101.13202492491,6359.37638002833,7353.47002710434,1546.17008086171,7521.22668210277,4168.09703361396,-3042.08490441637,2898.13703549563,7666.77132823706,173.185177543549,-230.181532504565,572.585968641331
"LP.01.37",3419.97672305066,354.989325084323,2099.77822025468,7030.88900065263,7436.80771320582,1732.84450458544,7704.60562929349,4162.3499683371,-3073.14887497257,2824.70486046307,7825.76239706782,143.764720817504,-47.1378154269864,583.497285493707
"LP.01.38",3620.65640873171,87.449814513834,2023.97938776686,6645.66282639454,6606.38347524332,1639.52256783705,6428.00978992162,4083.68428254477,-3031.08138545534,2607.87244163359,6661.96683748098,142.010593625002,-128.57530848249,630.86653926212
"LP.01.40",3708.39150163803,382.688225156428,2167.85268449667,7248.55227822012,8348.62367663327,2079.96049189162,7543.73530170155,4043.7553711585,-2954.07642429253,2628.78655136861,7699.57748016771,147.366255484742,-72.7419521385362,580.117977887528
"LP.01.42",3788.27466984308,207.727049018441,2299.62770727944,6556.46627305586,6885.17374596172,1683.58878578347,7628.31625757225,4193.46440302133,-3038.36850616004,2864.29221725577,7768.86074777895,164.386846359845,-221.745370838263,597.401603814473
"LP.01.43",3628.37866471209,157.76107037411,2146.38352518231,6211.72192643958,7809.40839526198,1571.2054937135,6949.1797303263,4205.64705615734,-3100.15225209886,2992.46033895132,6944.53073633063,178.917418204386,-146.625506545528,577.136348270545
"LP.01.44",3542.49586324356,208.997845863512,2172.27321415724,6718.8271575875,8095.87176051523,1581.77057397834,7331.41197367016,4294.63095269981,-3078.68613566227,3142.45895895793,7377.16757456707,161.077570068505,-162.48197721287,596.509593043663
"LP.01.45",3604.78298082251,154.785934349296,2076.62265129181,6633.79179453985,6620.73830912056,1552.16094547353,6485.52291190721,4290.34427393083,-3102.39417680634,2767.27006678145,6680.82599378251,151.833780040808,-181.581461028827,564.474200363137
"LP.01.46",3897.37850474058,115.77141079006,2177.8951274348,6245.72589679484,7166.77945148417,1595.37144644501,7101.44860372927,4232.54729669082,-3169.81268112005,2708.18523910442,7259.31492656421,147.949989385394,-220.782722406527,570.5572624305
"LP.01.47",3858.19888006942,122.870006539093,2079.02553076997,6302.68661534981,7309.07885160549,1604.04839243192,7113.26848685691,4241.14712721841,-3074.4439619261,2776.12619390986,7246.40952896591,174.854351649848,-251.589898104476,586.601586797903
"LP.01.48",3603.85267085626,315.172613641524,2231.53044067373,6712.90918562071,6559.42184253237,1908.66310221004,6856.72901801714,3992.07248829743,-2988.59433655754,2838.93125572612,7177.63359186347,115.168801356148,-50.7353614123003,579.471453133705
"LP.01.52",3707.40649713184,88.1164828766798,2124.40276801825,6456.36812361059,7272.37021095474,1482.49176606075,6766.0862331404,4254.9183851419,-3154.06572743367,2862.66465358556,6943.54291824317,163.58124045814,-144.197953875956,577.413431100309
"LP.01.53",3659.29244328794,195.182928844927,2178.63800754934,6564.30690969082,7518.11591755181,1610.35288449459,7054.81127536472,4264.52045029134,-3095.65562758335,3103.04331039441,7313.3789793178,159.149822602908,-198.508401154401,582.948830303068
"LP.01.56A",3625.96761823242,236.449444137007,2134.18329164449,6472.72818118179,7772.54333924026,1653.13100082587,7096.90739909723,4211.90820421638,-3057.06614402241,2961.60763440006,7215.8881361785,170.559811416149,-145.825211673021,593.104059526628
"LP.01.57",3848.0267027801,184.728298318565,2061.00177874132,6538.64518651735,7429.88901832022,1681.09565033375,7377.42113888924,4323.5931801308,-3102.89846954654,2934.3755803493,7523.06351950714,180.062922560591,-240.658823048042,583.36662880275
"LP.01.58",3868.21452585044,225.713769212867,2135.74579058772,6577.03898170914,7567.03553349313,1743.37272039448,7501.07847636366,4248.68973676485,-3050.24009775318,2938.35317192855,7726.67500918498,184.074847931215,-220.806331076015,589.947897084876
"LP.01.59",3653.94809238226,157.09849302117,2296.80560996405,6319.26664695231,7074.48414766791,1541.43813145492,6902.72114132898,4267.34826226141,-3079.49957239021,2932.78244170152,7129.21554715114,156.685441878916,-107.487040871615,589.002839286019
"LP.01.60",3668.85388724922,114.718767755719,2100.41412915569,6675.47679062054,6779.03121233244,1599.18660851027,6457.5558990084,4322.73422771863,-3139.28624840822,2503.63740481771,6656.46492753576,130.590092010535,-121.791400510779,577.014318743329
"LP.01.61",3758.53653759164,89.4135038091744,2131.61303345141,6393.0713719278,7022.13989416144,1483.82718533258,6776.00290977693,4296.99864677424,-3118.1854187222,2725.70413353052,6871.65799176358,151.959053226799,-238.920688206672,542.604512487462
"LP.01.62",3701.87806476101,148.491545797387,2222.83550624648,6104.68242573246,7575.01258815542,1515.17940007632,7040.36893699722,4393.43811987393,-3118.65225742063,3202.93999011297,7199.50375464847,184.699996116398,-276.60771644412,600.753674244844
"LP.01.63",3628.16094956682,236.842130149935,2294.98112665974,6355.06547286824,8045.98725912321,1652.47301292508,7057.8779686556,4550.48569221266,-3061.19953333251,2886.70845123198,7243.15953143389,150.5466410148,-123.858987268487,589.684865528454
"LP.01.64",3809.67626409786,180.822544165133,2119.43564270076,6771.90903527182,7657.69830865419,1772.85153645685,7035.55695515331,4136.22456403011,-3066.11679168132,2756.1372683868,7164.2694787254,164.048618380537,-193.369360471631,603.595317791663
"LP.01.66",3784.40692749169,58.9377258677137,2199.654949684,6531.04893772134,7462.4224793787,1414.32677341964,7299.39367761326,4312.3017645998,-3131.09789327354,2855.77515661894,7434.1785152319,175.433121933413,-222.846096592744,569.391505901812
"LP.01.67",3905.08930590936,232.201276092766,2203.57051085851,6266.05369551005,7184.20906089615,1781.66241648309,7501.23389164269,4300.50947606031,-3095.37983543276,2972.6731110518,7542.88652979351,176.289558907615,-262.954349202211,576.179906229535
"LP.01.68",3889.91250030865,50.4122435164066,2061.19848046409,5968.32819426031,7150.87612329811,1505.41857000482,6954.93709454992,4138.64642339433,-3129.26660679218,2817.91342133211,6913.89861196604,181.744482483376,-273.225563371456,575.215730007625
"LP.01.69",3531.90845137178,169.373303081862,1964.15530129367,7206.70062805933,6970.9188069247,1612.82150186358,7828.89797901347,4196.04154180118,-3169.5035067944,2329.30570271414,7768.61861887131,187.573616878786,-172.339260436091,545.392174973443
"LP.01.70",3764.77033752235,250.301985125727,2177.08082610363,6463.25614192529,6363.9825399305,1801.98855688676,6892.70432641307,4244.92531799202,-3034.03369149251,2892.53092039602,7155.59887385993,155.651082259537,-185.517736500976,595.256217090421
"LP.01.71",3662.16373208992,106.122136738394,2160.27799158631,6662.2339222035,7405.33634471925,1455.70083109489,7262.67536812386,4230.17351023263,-3070.80924755788,2972.94309298266,7421.13131197209,182.830768646549,-197.53736530229,572.729172361298
"LP.01.72",3704.21613794553,223.718895792749,2289.2440571276,6256.3459216144,7826.12477825683,1651.57962447009,7342.32064505877,4379.09627192726,-3042.98112963836,2738.85873130313,7554.37572305823,140.418807012758,-108.981970365235,569.635796291927
"Test.FFPE.01",3881.50046054694,221.497716807759,2191.79868461829,6834.99071500512,6829.95121983033,1691.92135977967,7533.59252762626,4287.57279633884,-3076.32266220219,2794.33533596589,7732.67995307673,154.675355705907,-152.684272843319,595.88664803769
"Test.FFPE.02",3679.95823855859,100.786756755903,2105.93903014576,6390.19665160816,7532.91439978223,1518.45107848167,7342.77941647956,4164.27594446377,-3091.17673856928,2851.96683649508,7413.24000283795,160.40062679245,-214.816588335853,608.102071520123
"Test.FFPE.03",3726.00303808207,208.811693736101,2101.25250931219,6282.59040750114,7137.80263996302,1628.50070880696,7384.15295963538,4283.29892479466,-3158.27014705982,2769.61988958331,7427.90419276318,180.270112535591,-151.173025756901,570.350163639898
"Test.FFPE.04",3801.18622297597,61.5392260080301,2006.87281087519,6160.20669526925,6989.82983224289,1516.63002873043,6421.85877885371,4219.47372586053,-3147.19636286341,2729.77987199801,6569.003624303,158.009746770303,-187.480658150876,566.251826597504
"Test.FFPE.05",3651.99985164228,249.334538331156,2231.29678641874,6688.47862009219,7769.84666241604,1681.64876809728,7582.13131773141,4277.65602697296,-3074.49770458338,2950.76829424993,7775.29989649603,163.014343558311,-129.598424337889,589.746342442783
"Test.FFPE.06",3778.91933277481,144.84901572604,2197.18497214329,6637.79330686734,8057.34986996253,1564.67991050568,6780.4478067669,4401.52629009559,-3071.08488999907,2881.45070016034,6999.42775471013,156.062044866013,-209.694368616956,561.40670341426
"Test.FFPE.07",3656.92257464519,240.785973555217,2112.20590887151,6292.01453544335,7776.26061609289,1798.60664357331,7417.94854404471,4222.11355978218,-3062.76012658152,2737.0468137124,7513.70773220648,176.264946669693,-158.110614354629,580.486391955689
"Test.FFPE.08",3743.35067351303,100.482909604557,2309.65855775861,6561.78088601734,6924.9687145548,1503.84013515177,6687.12246811614,4222.2601627714,-3100.51596877241,2835.01111222874,6792.85912116261,162.410412008587,-268.753241856027,548.649389121538
"Test.FFPE.09",3712.69769483732,196.583708932209,2179.95698008943,6680.61484669146,7027.42872191728,1708.53030714146,7053.12351643748,4308.36561518757,-3060.53242139754,3005.06916839923,7341.09051318058,164.435563125705,-196.613602113718,602.315427739081
"Test.FFPE.10",3763.5848188262,143.166421379925,2156.06658963369,6158.88049334118,6864.81780713925,1609.5628922116,6853.98478830513,4250.75241946189,-3085.63767543747,2878.85505279674,7035.19921732596,159.634462602952,-216.095319010428,571.979940327407
