"","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","B_Subgroup_1_Iteration_1","B_Subgroup_2_Iteration_1","B_Subgroup_3_Iteration_1","MACROPHAGES_Subgroup_1_Iteration_1","DeconRNASeq_BPRNACanProMet_M0","M0_Subgroup_1_Iteration_1","DeconRNASeq_BPRNACan_M1","DeconRNASeq_CBSX_LM22_Macrophages.M1","Epidish_LM22_Macrophages.M1","M1_Subgroup_2_Iteration_1","M1_Subgroup_1_Iteration_2","CBSX__CCLE.TIL10__Macrophages.M2","M2_Subgroup_2_Iteration_1","M2_Subgroup_3_Iteration_1","M2_Subgroup_4_Iteration_1","M2_Subgroup_1_Iteration_2","Epidish_LM22_Monocytes","DeconRNASeq_LM22_Monocytes","MONOCYTES_Subgroup_1_Iteration_1","MONOCYTES_Subgroup_2_Iteration_1","Quantiseq_Neutrophil","DeconRNASeq_BPRNACan_Neu","NEUTROPHILS_Subgroup_2_Iteration_1","NEUTROPHILS_Subgroup_1_Iteration_2","Quantiseq_NK_cell","DeconRNASeq_BPRNACan_NK","DeconRNASeq_BPRNACanProMet_NK","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","DeconRNASeq_LM22_NK.cells.activated","CBSX__LM22__NK_cells_activated","Epidish_LM22_NK.cells.resting","DeconRNASeq_LM22_NK.cells.resting","CBSX__LM22__NK_cells_resting","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","CBSX__NSCLC.scRNAseq__NKT_cells","DeconRNASeq_BPRNACan_CD4","CBSX__TIL10__T.cells.CD4","CD4_Subgroup_2_Iteration_1","CD4_Subgroup_3_Iteration_1","CD4_Subgroup_1_Iteration_2","DeconRNASeq_CBSX_LM22_T.cells.CD4.memory.activated","DeconRNASeq_LM22_T.cells.CD4.memory.resting","CD4.RESTING_Subgroup_1_Iteration_1","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD8","DeconRNASeq_TIL10_T.cells.CD8","CBSX__NSCLC.scRNAseq__T_cells_CD8","CBSX__CCLE.TIL10__T.cells.CD8","CD8_Subgroup_1_Iteration_1","CD8_Subgroup_2_Iteration_1","Quantiseq_T_cell_regulatory_.Tregs.","DeconRNASeq_LM22_T.cells.regulatory..Tregs.","CBSX__CCLE.TIL10__Tregs","DeconRNASeq_LM22_Dendritic.cells.activated","DENDRITIC.ACTIVATED_Subgroup_1_Iteration_1","DeconRNASeq_CBSX_LM22_Dendritic.cells.resting","DeconRNASeq_BPRNACan3DProMet_cancer","Epidish_BPRNACanProMet_cancer","DeconRNASeq_BPRNACanProMet_cancer","CANCER_Subgroup_1_Iteration_1","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Endothelial.cells","CBSX__scRNA.melanoma__Endothelial_cells","CBSX__HNSCC__Endothelial_cells","CAF_Subgroup_1_Iteration_1","CAF_Subgroup_2_Iteration_1"
"LP.01.56A",0.0705638611624675,0.0213773461011421,0.0715676988311115,0.772755460271761,0.268795010221327,0.000626792512312666,0.0638551635028495,0.0701946597922447,0.20322814118321,0.0917052921087157,0.844497699931625,0.421069120314051,0,0.0995895124404385,0.0479022203344805,0.180937160784302,0.050046397371017,0.0423965380447982,0.039659672860281,0.092252872136251,0.113576182669124,0.0803342039241183,0.0192539189871126,0.0664642180837501,0.00012084172186128,0.0264169475351457,0.0572334026396061,0.0818249062276704,0.164373004558496,0.0166350630404439,0,0.0261886888168389,0.03919559208401,0,0.0370722015082809,0.0056210188611296,0.00785710938175406,0,0.00706050682592761,0.239343458277305,0.0207544482184482,0.0140234976107947,0.0416625035634248,0.00545832092267621,0.00633143904882681,0.229726016204918,0.0295311865194328,0.0357178992171997,0.126586166800183,0.0157354232972607,0.0133114733784533,0.021425234532471,0.0585253553152423,0,0.0418804117892167,0,0.00856599629861039,0.0445367478548174,0.50447915597697,0.945652955096529,0.501767139244576,0.316688634991152,0.0840278218377522,0.00634573332803499,0.0336170217472712,0.408487872900372,0.606635394650627
"LP.01.59",0.0440129841344872,0.0315411724020371,0.0660950216839711,0.245282196915143,0.0957197891910037,0.00483191645362952,0.0425597631484178,0.0696564660897851,0,0.0056322632535284,0.482372065200964,0.12693838828167,0,0.0995608696259149,0,0.19421444718936,0.0659677481238822,0,0.0156375916066192,0.0847739534880172,0.555441633047834,0.162209129952121,0.0424000846610437,0.277776616381972,0.241108917498244,0.0191181803725912,0.0671710302605516,0.0873193996167573,0.183080055787099,0.0544150881521673,0,0,0.0456926428152303,0.0221180251892933,0.0500807817212876,0.103461504626762,0.0683534047904592,0.055875765883376,0.00179604588620078,0.144135176376556,0.0491165591648238,0.0475292883172386,0.055232577010751,0.0455188060787412,0.00307940608060468,0.101058030313262,0,0.0437121426437925,0,0.00570161190271255,0.000114280011335475,0,0.0090584638216878,0.015931957080968,0,0.203137582022035,0.00123596990131278,0.00802335298066869,0.498247620191378,0.960941607855395,0.484950881782791,0.583347218715847,0.107630119537997,0.0241085786695125,0.00339313768882111,0.490923401668842,0.881802933769487
"LP.01.60",0.05140951331595,0.0479708450277981,0.101881285463802,0.414260150774405,0.117063392159169,0,0.0175735281330438,0.0841126487872074,0.0282978542520289,0.0468605774779556,0.760184379602749,0.0688012198610741,0.0246141204621958,0.113346714343792,0.0140910520847758,0.206021599525924,0.0946991155616055,0,0.0403919765195169,0.0437560225633631,0.39336766599469,0.0472194422865934,0.0596517013349556,0.164308136275283,0.0436320659611496,0.012666873963591,0.0580430416670717,0.0881815525243408,0.167408616064297,0.102421612013292,0,0,0.0351458602028366,0.048075838098812,0.0376373360867876,0.064656844025649,0.0876244837365761,0.158942641608282,0,0.169038664643163,0.0102706022331976,0.0727113359270328,0.0228093332637339,0.0484900725073733,0,0.277774594970809,0,0.0756105376467553,0,0.0077049423361634,0.0192356326830969,6.584939028856e-05,0.0145506402472671,0.0225776680772586,0.00821773219652742,0.163627726374257,0.0592677159375525,0.0159242148605546,0.483086119881891,0.977837406689594,0.479587077936715,0.591149826087065,0.165990609474577,0,0.0518768872181553,0.278484631513276,0.804134656586718
"LP.01.62",0.0841750450042596,0.0769972921993508,0.0727565264026857,0.693518266718824,0.0854227773711353,0.0461814952206303,0.00262699542676054,0.0482249649010036,0.0179936576820444,0.0294941631296665,0.417993686649602,0.345941426333201,0,0.0978218622402185,0.0145552358742554,0.124441007671944,0.158725135158198,0.0899395418485686,0.0624344096127892,0.0891164520446023,0.129234758546833,0.0611248643919826,0.0219635559858843,0.0694709551264086,0,0.0317830821779937,0.0663514862621333,0.0899812648240112,0.215067404650082,0.0438583956043922,0,0,0.045278710434356,0,0.0508406345977086,0.0310438583642204,0.044704219117053,0.00736326852644193,0.0110008447255713,0.610728330187788,0.295824825237746,0.0403769966881675,0.0730827713733878,0,0.125952228035501,0.344566934824247,0.0205929437006337,0.0500758570245123,0,0,0.00198235716419782,0,0.08101024235813,0,0.11594886742035,0.101774092167751,0.0686212527058838,0,0.505433777355788,0.845433335847379,0.485841657084433,0.152900873231698,0.0850202574008497,0.0132054958423077,0.10682717042535,0.505612359218095,0.763129930196716
"LP.01.63",0.0539600085057675,0.0355263405688442,0.0610606511534551,0.163600426376248,0.135676784144433,0,0.0725988187580828,0.067686042384375,0.198938058220366,0.16527897121446,0.675505445557225,0.208553854933365,0,0.0878107457758034,0,0.0945307961943946,0.0462290314009841,0.00614398980030068,0.0519319632834006,0.0852727337737098,0.722070239881086,0.0827342960832556,0.0139095716607632,0.203164531590287,0.0196770961463906,0.0161064127935407,0.0340959683938095,0.0722379296420211,0.0407841072124615,0.0517201633945442,0.00680420471739601,0.0752807017277584,0.0387445409579734,0.0560701815628444,0,0.0691088090411973,0.0811227851283368,0.0499670158369995,0,0.122485252070306,0.011103317115659,0.0426420910407291,0,0.0113340595338333,0,0.220010186673868,0,0.0753878956425592,0,0.0294724790951985,0.0429660406740445,0.0759361026242821,0.0207454109356102,0.0239381749499636,0.0312348246237863,0.127437109447291,0.00939887962973685,0.0419902648465326,0.54312280467595,0.969658803409827,0.538984329963843,0.4714664707502,0.146240591653399,0,0.0173925192561938,0.350932441877719,0.800322404112887
"LP.01.70",0.0808873302218719,0.0253882453322219,0.0490454283625631,0.635201227161656,0.0952806217486243,0.0515443302946302,0.0619282632684323,0.0344359656182872,0.0574673022165231,0,0.593715300611931,0.128528301489094,0.00906598708912302,0.0876411378001861,0.0680310845221898,0.296058124642793,0.157347848742652,0.0304286275101869,0.0232502624166461,0.0850075929630116,0.161697353016115,0.134632079694535,0.0178083404322811,0.0911769431385175,0.0328122950540241,0.0148494072490914,0.0484242429355573,0.0632566812969778,0.203617329484968,0.0615547073574129,0.0576073299459889,0.0190208676217757,0.0141861404771643,0.0231301307146327,0.0279274155252796,0.0903491135891262,0.085272668482037,0.0702501829534268,0.00389544379069692,0.322687957037718,0.081727009397877,0.0324500199898702,0,0.0273040485089643,0.0382556253330232,0.240287221345829,0,0.0412546903658323,0,0,0.00100613258632267,0,0.0290782177454356,0,0.00708926533075613,0.0685070411649564,0.0889867066218548,0.0377634155382812,0.559981160233569,0.978255103049403,0.55957613120757,0.578621123378458,0.113960624708956,0.0472297577878984,0.150290718872007,0.487392091721461,0.864716802870114
"LP.01.71",0.0811888977231778,0.0708718295758194,0.0730128982863451,0.714553432352543,0.14111555343752,0.0161443532519236,0.0887694486279463,0.0741884728545505,0.0550719259449972,0.0682408821532243,0.597883910446564,0.273208741825263,0.0046302863305072,0.091584336363841,0.0542211651063339,0.0680829345019971,0.0686274668728891,0,0,0.0802895691058532,0.124268373298572,0.0950696582153895,0.0171978895008197,0.121751226671143,0.00324669765693996,0.0340396392589523,0.0553511940824873,0.0800801810079291,0.177726990963153,0.0341897551241044,0,0,0.0544260573074206,0.0131795367925249,0.0685861439201168,0.0350754852011782,0.0671229005062848,0,0.0094027860305335,0.436733187643493,0.138658735763571,0.0333381314774867,0.0714802434317445,0,0,0.332699176203811,0.0149064444270195,0.0814648316507849,0.106582129670315,0.0245726512485446,0.0054048300571545,0,0.0484450566155299,0,0.00417805235051097,0.0357382229107006,0.00593517069576984,0.0241715047872755,0.519425945080671,0.906147581335663,0.509834770561059,0.321167983758081,0.0850485987316649,0,0.0226429122793545,0.482000286230403,0.736817792862394
"LP.01.72",0.0813155989952659,0.044536668891319,0.0856695608035092,0.313431424767034,0.120526577543847,0,0.0386799532420951,0.062107144637709,0.0878266930784693,0.158480039399505,0.607713364985043,0.10818981970654,0,0.0960609934599065,0,0.0363811346993543,0.0197539296927686,0,0.0267687042725702,0.0772421824950843,0.405176722285444,0.072140825060434,0.027453269130766,0.200015733627342,0.0363028349664865,0.0161528625178134,0.0430049470697387,0.0714617926060086,0.138167838303037,0.0747512282047134,0,0.047119283122068,0.0604984454778053,0.0386560897918456,0,0.25768065823573,0.10016860353568,0.173776387545848,0.0192294866038352,0.00801603910175752,0,0.070325092339514,0,0.0129862570112297,0,0.302345581870276,0,0.0519527889931708,0,0,0.0536098348675093,0.000417818431276391,0.0213546409420463,0,0,0.166573819284367,0.0189591287389706,0.0306004693019684,0.502555486256435,0.972137808620159,0.505368851418571,0.718618395243307,0.167654532945236,0,0.0302323268095143,0.185292134746602,0.757460804773005
"Test.FFPE.07",0.0939712975666967,0.0395982281851825,0.077738480808785,0.768646822458662,0.232109694595315,0,0.00792912596728855,0.0572257025419579,0.0648829556628955,0.0717789663626967,0.74246637576555,0.25357848891447,0.00521496627019146,0.0825527631278291,0.125734148544327,0.141478474361662,0.101585907086156,0.0879448063460242,0.0274972232936452,0.0932667737974539,0.0886900560705135,0.0975758824689626,0.0108049679622684,0.088190989101385,0,0.0322102597219185,0.0270226965837949,0.0596408123890212,0.142484125189042,0,0,0,0.051033423384131,0,0.052618869895837,0,0.0331486317473773,0,0.021544990135425,0.33121711713338,0.0238074936702331,0.0301361781617285,0.149018588239823,0.0117760277799421,0,0.246160524913348,0.0420429440990455,0.0624191347036145,0.0631187830257337,0,0.0447909397081848,0.0593377229424251,0.0736103262414891,0,0.0852994353128372,0.0970881845467487,0.112898684686165,0,0.550115977282876,0.898228068238977,0.529598069157656,0.380594528209685,0.0704319041742785,0,0.120021316193297,0.327925203269863,0.537437752165249
"IP.108b",0.081918054697817,0.061355083024347,0.0804609796556207,0.394202163736659,0.0491904697871557,0,0.213224615484189,0.0821502421163729,0.0758729500229352,0.032650626465548,0.685996920363358,0.275040088590844,0,0.101075623274654,0,0.107249948107736,0.0587153859452285,0.0133509982267429,0.0422402437269291,0.0717993428110094,0.368313823164934,0.0819856726336297,0.0235236797231667,0.234597279842222,0.0149440116864293,0.0282478045764885,0.064507602540774,0.0854844751589194,0.22542633048504,0.0489342772256688,0.000885056025980546,0,0.111511227835814,0.0224343641397496,0.122783111403421,0.103364616033751,0.0693292691729043,0.015887787136532,0.0198296988946609,0,0.230064165809076,0.0621969575073934,0.0681495682481764,0.0307176008564563,0.121782969040521,0.275438187581884,0,0.068782642246792,0,0,0.001845592783229,0,0.0245122204633805,0.0164511065713312,0,0.134523700831547,0.00223279713364351,0,0.483160136057873,0.897561441673867,0.466585107802699,0.20685143017174,0.107642135005121,0,0.0969153751767137,0.447277461013169,0.884167183668002
