"","Cluster_1","Cluster_10","Cluster_11","Cluster_12","Cluster_13","Cluster_14","Cluster_15","Cluster_16","Cluster_17","Cluster_18","Cluster_19","Cluster_2","Cluster_20","Cluster_21","Cluster_22","Cluster_23","Cluster_24","Cluster_25","Cluster_26","Cluster_27","Cluster_3","Cluster_4","Cluster_5","Cluster_6","Cluster_7","Cluster_8","Cluster_9"
"LP.01.68",0.364737190227472,0.128514487666774,0.0107794597574299,0.0732280492202435,0.155263201461904,0.170743065868025,0.17941250108797,0.161714629320323,0.0267275255474414,0.161755643325146,0.0071397328671179,0.289737522689062,0.0548255138336996,0.150810179324184,0.152800791809139,0.100193688535683,0.014340236241072,0.008135254245002,0.0236349400956211,0.274574215240994,0.115383076096995,0.0391704411936064,0.0913880082605222,0.211020850633375,0.0595585958726536,0.0868955577618914,0.10000623141223
"Test.FFPE.01",0.356580238666822,0.119225814661375,0.0178926136978016,0.0413152523309307,0.204856534612548,0.0772021782909663,0.185215910013067,0.0919977701445943,0.0795915278450346,0.198274684072767,0.0642125246902256,0.24626707847887,0.0767051520384699,0.1723634255913,0.174468248792671,0.0491384313024371,0.0310664205810521,0,0.330737460572784,0.382009555564401,0.0504692554005762,0.0654803716872256,0.0675735463006994,0.194218942599298,0.0471522336833369,0.0309327894393298,0.0927322332434501
"Test.FFPE.03",0.321605904653529,0.111333159138228,0.0847289908095454,0.0862959317673705,0.094528228641706,0.066895840243233,0.181746089803127,0.0979191498511775,0.00833768211967743,0.213014945067071,0.00646887847842539,0.268633434432707,0.0149387729130405,0.0918549497454808,0.152733122201399,0.0529515213984571,0.0159080352727685,0,0,0.234090210996147,0.0976697331037911,0.0666322463608904,0.112540977661147,0.192182907674721,0.0716582382450884,0.0890205989656653,0.0855285412159871
"Test.FFPE.04",0.417419768243185,0.156543352428985,0.00428057612720062,0.0446798883213033,0.188360175094167,0.0666907293233533,0.184199534419456,0.119721463097659,0.0508412318530276,0.201092312670676,0.0347899370946136,0.248148298315738,0.0527675721609529,0.112279545343242,0.171681221755035,0.0907039124306977,0.0325552625740166,0.00852710918431037,0.0209268595329615,0.41955797141588,0.0872270559195499,0.0582363697873131,0.102413712457341,0.188707958785228,0.0596156390523551,0.0511942098591694,0.0883550769637288
"Test.FFPE.05",0.343411790239048,0.0269192611497881,0.0270220739230143,0.0534175990352672,0.125648437934078,0.040823230537132,0.158124781622162,0.0764408028154598,0.0438842806531945,0.158739366404479,0.0486697780076336,0.300935341652269,0.042399418494157,0.113720293964379,0.200968621303253,0.0972023293707919,0.0455850950107107,0,0.00539634577206569,0.439334915047579,0.0886358301394391,0.0775430172551881,0.11903527364821,0.234849561809364,0.109782876805836,0.0489303155417326,0.0716787749599743
"Test.FFPE.06",0.266071400101795,0.0866331787043195,0.104584181612306,0.0286195508008633,0.198150621143386,0.0764748438573769,0.207456658639476,0.113841614432524,0.0699243419854207,0.19007640025342,0.180457975636491,0.236662403140791,0.049942774177081,0.083599557919653,0.191461999730403,0.062547650157132,0.0230480241841486,0,0.255840782311986,0.519119854121768,0.0604740697094487,0.0726796631640028,0.06579084094032,0.213897944084542,0.0429616262321764,0.0245568878854512,0.0804794826395409
"Test.FFPE.08",0.388244606743611,0.0870016467617574,0.00994047512919599,0.0347286361063461,0.17967811325683,0.0493400676863069,0.189048746538043,0.0347506144345205,0.0678631618761024,0.218577152574417,0.0559163375070977,0.326111918590183,0.0448007664466753,0.053755632539388,0.173032463293968,0.0347866725417524,0.0900240487358531,0.0213691860086659,0.305341091801573,0.483236565343524,0.0945999155123021,0.0647223799623391,0.0762621541262161,0.176997965745823,0.0672263100108409,0.0127199191052314,0.0679183649015651
"R3388_YZ_1",0.371863210528312,0.165832824617799,0.00525580863319217,0.0448020940652769,0.196550619635735,0.116918626858266,0.213488196530636,0.0707484661993089,0.0863993710716313,0.169285524264168,0.046531503341703,0.312746898953927,0.0847884500008368,0.115553639230484,0.13732607011972,0.00905055593434922,0.0199092712822175,0.0302717992412943,0.0471336133808422,0.370776342693461,0.058435289181444,0.0455365971666903,0.0678244647467891,0.17940689662461,0.0327993780717659,0.0531930073552718,0.159796800378141
"R3388_YZ_2",0.333359949154707,0.131796708384077,0.0890087657843587,0.064842452573706,0.118117965181848,0.119085713425569,0.172644106293405,0.146278471958457,0.0216893755882592,0.132723142171824,0.0108708696858858,0.253121115110694,0.0257287070437728,0.117318247666101,0.154060532756569,0.144837556750437,0.0243843610452717,0.00778919076750007,0.0354192178698846,0.29388716435903,0.134709236029426,0.0681869321114754,0.130501529793312,0.128456667639459,0.138898951031855,0.131673243909565,0.0825740179087158
"R3388_YZ_3",0.455981395132899,0.079029847129014,0.0203467306519518,0.0384233551988572,0.201281265350405,0.125209291305498,0.137006417185934,0.16462556417182,0.0740564124718296,0.124470104400408,0.013047886732729,0.213654996603937,0.0659524720868824,0.101542560355916,0.146573642069677,0.00707145073491787,0.0219388002381321,0,0.0421990533378107,0.333093555019463,0.0695813679266709,0.0311928121269062,0.0732814610867911,0.25217929208635,0.0149074679099138,0.0354125082500347,0.19157105223073
"R3388_YZ_4",0.364765227559978,0.185316179435658,0.00779202501893647,0.0200375589872627,0.11809700459591,0.0513728953308406,0.166641176579096,0.0578213152344825,0.0703681987852978,0.315847924511225,0.0717659590786986,0.314892641455194,0.0444428111400911,0.131732565793275,0.15328299394173,0.0643883557734863,0.0287133442065976,0,0.236914409824702,0.0294682491625099,0.0872598049476351,0.071524142383299,0.172934438572755,0.0897250757396601,0.0583819583637203,0.0808824340815832,0.0960658241402797
"R3388_YZ_5",0.290133618587739,0.146324288860584,0.052875777689857,0.062103349550485,0.134987527494324,0.0110753072432529,0.202507479105423,0.0112276477970434,0.0462520087024339,0.19452543555193,0.0367492261362339,0.259485617438269,0.0960867588201902,0.114054932185696,0.178639532851373,0.138622392369024,0.0602974493465645,0.0171035896996214,0.225512781513391,0.244466201823012,0.0898201571593487,0.0910347551937289,0.138062366850607,0.106500523777468,0.163081171690781,0.0567666777665683,0.0841438933683793
"R3388_YZ_6",0.332176828442651,0.108201936298535,0.13840644291401,0.0221616321245829,0.172585964096516,0.0991428963229537,0.150532206397826,0.106712643918536,0.120924304529349,0.169513142115048,0.190423751127601,0.219940754968775,0.0686957515292239,0.21999461566209,0.118058292697518,0,0.0641431528504452,0,0.312124416961981,0.00658978264365976,0.0458326328222714,0.0618833602810053,0.139792316034923,0.101341799961008,0.0800770275850428,0.0202776009664984,0.119654661834614
"R3388_YZ_7",0.337940059315002,0.130027175433015,0.0939786218664308,0.057442750616861,0.181061360354115,0.135785900396264,0.155318742615478,0.197184389911021,0.0650413327300272,0.128134775758817,0.017796689785351,0.267749652554161,0.0690058266656817,0.152694572235962,0.150545197874501,0.0532513922132693,0.0177122827314165,0,0.0241111260556182,0.265300784307763,0.0761633272459226,0.0525422346704082,0.075628818279826,0.196475799435035,0.0339734409975614,0.0977743644258101,0.175874129881463
"R3388_YZ_9",0.358001310647336,0.0568948360196159,0.0214844519097715,0.0553132134998441,0.148491679665049,0.0125888841765896,0.140641210773959,0.0400375327444129,0.0303601036735452,0.137246276891713,0.0440658570214227,0.324546192695774,0.0588265717483862,0.0760711777602341,0.204557297779385,0.048194998498907,0.041577143323531,0,0.414478127924662,0.422392026033079,0.111436174839577,0.0644285352212538,0.0908538566856058,0.206139465933117,0.102593254748859,0.0190135750711884,0.0517443924471173
"R3388_YZ_10",0.373870295322991,0.189184555349768,0.0669389374573801,0.0473097999495181,0.155173111529233,0.101488663746897,0.190941857132412,0.0957599567884746,0.0653897914090928,0.252982337468317,0.01995440161395,0.276475790362503,0.0862179699831146,0.111216018030674,0.142353616163666,0.0699472405204752,0.02210500477326,0.0206014070499876,0.0237962249944419,0.307683021168108,0.0924935395566029,0.0617832339459513,0.109004633991889,0.106090191558705,0.0559915509103135,0.0671734138614181,0.135988366730255
"R3388_YZ_12",0.312484378511257,0.0721897738280547,0.0775037210768221,0.0168283034628585,0.20623999682146,0.0251047906276632,0.148966027551607,0.198967589300619,0.0773174124796125,0.191544152070234,0.0570026706167516,0.309537991924016,0.0460703708401343,0.0761800164412803,0.191617139656336,0.0094273882283293,0.0373345510435825,0,0.0935760200052253,0.617792075199487,0.0279373324091498,0.0732189227957136,0.0688011101660328,0.267980312037422,0.0328168985176467,0.0330710431178722,0.072030290827195
"R3388_YZ_13",0.319709939278703,0.0951290073383227,0.130185938710456,0.0279114679472001,0.157198248649596,0.0908052501442057,0.14262232186892,0.0691392501074894,0.0980284683352767,0.242670138221088,0.153697740173069,0.228993149893638,0.0834291193883102,0.184301735904214,0.169574059736759,0.0611414151841173,0.0213699065883159,0,0.277498261806714,0.139232863622277,0.0856358831963059,0.0692114550763416,0.0894039675820048,0.171593760300342,0.0425498363260688,0.0568711651492097,0.120070202562529
"R3388_YZ_15",0.344656305027731,0.227205909171542,0.043087297522703,0.0172036267774332,0.134366654649491,0.0306248200335181,0.142444445872651,0.0469720203064081,0.0847918391713228,0.290173408886931,0.122302699137715,0.320737064566934,0.0196836130628996,0.0504176799012628,0.174066497601186,0.00129674200851899,0.0239005307078493,0,0.156234919892382,0.352269612383023,0.0402810831060302,0.0348943178739415,0.105749836102624,0.126123876563471,0.0241848185736454,0.0345859745591254,0.146706693062492
"R3388_YZ_16",0.358551668216308,0.191236384444924,0.0304999842998457,0.071453169762749,0.180294650565789,0.0633077630898905,0.193872452769265,0.0334733836600853,0.0597808864786575,0.138571843984527,0.0502120878144905,0.302844795972518,0.141653640138807,0.175326298248361,0.13354668584392,0.0586119755710885,0.019897336787267,0.0395595155166859,0.0276038457289285,0.106611911386993,0.122324920312267,0.0600724202579452,0.0828420180424192,0.16285910933837,0.0870609241771939,0.05714662093469,0.0975400358472022
"R3388_YZ_17",0.281247205940424,0.141406886695573,0.103498326297228,0.042210381102224,0.192393174859631,0.0165568146428441,0.168973017593625,0.056928787938199,0.0614278918248698,0.199832491977914,0.061147228356773,0.231314651466386,0.0667412045987726,0.155180216307238,0.17472323991559,0.0911168754756917,0.0826534888185154,0.0071705843252401,0.0807383794475454,0.393040645793583,0.0911410663178401,0.0730112923352583,0.107802153818633,0.146533104618328,0.165036273644001,0.03065023437234,0.0762379490139453
"R3388_YZ_19",0.357573239305501,0.0587762573542236,0.00723762144045277,0.045886951174759,0.138831613993734,0.0444081982484374,0.139964298516014,0.0764332090918419,0.0315536658234852,0.153233078667988,0.0317342988212691,0.296479979450415,0.0470172904554827,0.0933920529106963,0.200878606221547,0.0814610652631181,0.112054762858847,0.00662699364371098,0.335175348116783,0.334974403595459,0.0926987691104791,0.0827283493967372,0.10234576967277,0.169305468135521,0.0749679303980612,0.0188450689909948,0.0630005287576269
"R3388_YZ_20",0.324276000482331,0.0828315136989746,0.0338997799724244,0.0132332644363738,0.186066738313178,0.0181673439046423,0.153520590893088,0.0375900474879602,0.0855729800914961,0.183799040045281,0.0813235995540578,0.290536456413614,0.0222610079027707,0.0694793579713614,0.1965438068218,0.0169813454161687,0.0549436370932122,0,0.512113240323707,0.618090235508513,0.0734451522502764,0.0678761352368034,0.0817483644928023,0.17076069352683,0.0279833140944741,0.0228725945705759,0.0755546364345301
"R3388_YZ_21",0.355155410724319,0.151479002976127,0.021492474661378,0.0593800623135479,0.0863928769098048,0.0655828428832193,0.184055519377166,0.135330451669495,0.0144713190333081,0.253960487810608,0.0398948195931103,0.322341775463827,0.02779216780835,0.106875999380134,0.15845967693861,0.0971362680404665,0.0166603344607864,0.00882648506907823,0.0698703095102555,0.256631249686033,0.102367426985934,0.0622718921611938,0.162788873550446,0.132399632632878,0.0978654263538967,0.0574901497403698,0.0800839161677413
"R3388_YZ_24",0.379433315165664,0.149354344625501,0.0590865689810507,0.053792388779477,0.157335335985607,0.0954545671565913,0.171484176848569,0.045969411956513,0.0287069933891419,0.154926974082799,0.0317043993953166,0.319836385431647,0.0531259504243896,0.101794921215125,0.17320428808832,0.0561764388087827,0.0148373324348039,0.028557596120724,0.0780652576461196,0.284163363852429,0.100562508226151,0.0726560085349424,0.0979377784061022,0.168802272963031,0.0554556614786381,0.0874736931881322,0.0946824840930219
"R3388_YZ_25",0.424766277489866,0.0763218206074498,0.00490144220814497,0.0771003694508489,0.203086699417557,0.135902288468288,0.159102915643423,0.183132014471396,0.0823466481375666,0.106431098161629,0.0564567171265845,0.251338012687949,0.106226960649641,0.109034483194586,0.149906494394768,0.00876638448243638,0.0167864868967186,0,0.0309009176543044,0.234641258223088,0.0905473065819411,0.0450740855649107,0.0622372475018401,0.263752525184455,0.0772607979666134,0.0251663828232918,0.143211593887951
"R3388_YZ_26",0.362031387481208,0.0765224639377436,0.028428429171412,0.101533292550004,0.188663249839866,0.0307813381188822,0.0837389991376101,0.0589361880996549,0.0328517362221611,0.092685128195081,0.0166797402432998,0.330003590410858,0.0799943105358533,0.0667341269287293,0.146090105539075,0.0532780741331188,0.142495730553594,0.0515459677123724,0.0178657347346876,0.415272520675787,0.151227362653667,0.0409535406211861,0.0680804389144672,0.306258190739898,0.0466527619580435,0.0555698615620502,0.083721457787707
"R3388_YZ_27",0.36893517652409,0.108584173069189,0.105087875616498,0.074497072287259,0.129683376050872,0.125957161533453,0.173509188709418,0.101911247534432,0.0580909187289003,0.121791340883717,0.0673028970593428,0.320294426068643,0.0931508429874372,0.207099038697441,0.14548556821122,0.0845724138549186,0.0168139647155336,0.012454718014499,0.0694872996814118,0.0683275653829955,0.138352456656473,0.0629348880726587,0.0933754007588018,0.15108620059871,0.0873100723332175,0.0957131695601637,0.106994496620984
"R3388_YZ_28",0.299738012832878,0.0625742004019364,0.0737077304469746,0.0500405505128809,0.110410531040798,0.00741386070571076,0.153931061818664,0.0508762832565137,0.0055218242339332,0.18586458489277,0.0125040367845184,0.222513241277782,0.0195073626383535,0.0800617755637982,0.202435853161556,0.141715662663063,0.11522280055888,0,0.262565318992023,0.403846116398843,0.0934595752745126,0.0782754041623686,0.108000666366774,0.222585468406331,0.164009765205963,0.049255216837103,0.0411653611174651
"R3388_YZ_29",0.293506484011348,0.166761638393497,0.159196077532326,0.0377738433315109,0.219838907037982,0.0352746167498621,0.217142194168273,0.00184094594669052,0.0451688422020632,0.1641172824364,0.0813919963531718,0.133701997514482,0.103920929205331,0.160021623235037,0.147364534006474,0.0857573420344151,0.128013043194951,0.0244530311235248,0.222907512157187,0.248893033597939,0.0454305479755505,0.077142831961793,0.0738693539496584,0.137676327944181,0.162955233493454,0.0304650791855173,0.100190624558688
"R3388_YZ_31",0.326268109112931,0.145121555774455,0.167925402718127,0.0189981176253143,0.221576994266837,0.0306568890155023,0.197838546854039,0.088714292556546,0.0721431308847553,0.199292696004829,0.140471096911771,0.145274945006719,0.0476710368369154,0.103991333399403,0.17889851155268,0.0978182424913428,0.141867635345456,0.0181670889931272,0.152406397407721,0.613346951961084,0.0365364631114928,0.0820764260582195,0.0987062998879812,0.141913445006621,0.0657824964196686,0.0362233088921661,0.079565539338105
"R3388_YZ_32",0.318752338937388,0.100246155529947,0.0248120881774411,0.0354107453809524,0.178990409166735,0.0471293412338067,0.164788564482075,0.0858566077885417,0.0695901582793228,0.15467726410524,0.0672949000498524,0.321979190094007,0.0280141337031059,0.0775077213689612,0.168263030946174,0.00825350611669459,0.106251148176958,0.0411393615900301,0.118848443408903,0.487817438860335,0.0680403092599653,0.0564102213315998,0.0964999977046406,0.252151074115888,0.0384370349484629,0.018675487649879,0.13102702638013
"R3388_YZ_33",0.357330463335818,0.139012050643567,0.140515568592127,0.0200439976719618,0.198273302974713,0.0888415509389929,0.212153610898702,0.0761136426738001,0.0775192252814851,0.263978774504662,0.0607994656842514,0.139003173722298,0.0460486723208138,0.0782774948752882,0.167430868718802,0.031685936637509,0.0267691542657054,0.00596320809525085,0.141988374053062,0.399001222810159,0.0375966016332122,0.0734905464535775,0.0878518972076586,0.149565391768683,0.0501325052592097,0.0324618068120751,0.169571103570356
