,Cluster 12,Cluster 13,Cluster 3,Cluster 4,Cluster 1,Cluster 9,Cluster 14,Cluster 7,Cluster 6,Cluster 8,Cluster 15,Cluster 2
IP.138b,0.0139113783665852,0.066731929575842,0.382713280236948,0.688771422130737,0.0767860584030434,0.110483418204889,0.11198090880472,0.0157552805773385,0.294197962973059,0.280428261162399,0.0152333128347063,0.0428663893641183
IP.140b,0.0342075809147018,0.146491582899361,0.305570740332823,0.527628953034874,0.10340762248987,0.134483383192685,0.122270829782727,0.0241583982272044,0.354003610111777,0.287261550934553,0.0019276523947049,0.0289293610298958
IP.148,0.0114872440627362,0.0398850327571,0.342503581809364,0.663656074616664,0.0894437345341879,0.0973437718086962,0.117582012865117,0.0910974213107744,0.372643833403547,0.358393350233831,0.105401405576152,0.0761088782131891
IP.197,0.0233089310647981,0.0452815524970228,0.212114655349959,0.893551845134978,0.11911238581225,0.0272558082445525,0.178472537629933,0.202336837355164,0.529874834632783,0.208684878395394,0.189043101416737,0.0312183902888382
IP.214,0.0254391724256014,0.0992357368852095,0.197821928237265,0.665886081195521,0.14309471866994,0.0576943360272432,0.163455351144012,0.232941517691016,0.483424800112878,0.369345046164445,0.0415755202608687,0.0539657848971002
IP.28,0.0048617326404575,0.0597157993672595,0.104421386437988,0.887801087140228,0.133618869964574,0.0459285956180237,0.443978039829568,0.180574736494342,0.495235489666632,0.236908103790001,0.169217724599204,0.0411193904796669
IP.31b,0.0214484224236913,0.09967364945475,0.304826930322596,0.918170487647144,0.167180913318554,0.0317771306259689,0.163449764843751,0.0571083467836698,0.267647201364677,0.152656672609017,0.0149200530955085,0.0422819558681296
IP.36,0.0476125724884559,0.0360186070850328,0.218668225686584,0.884458306211907,0.100177535082409,0.046007369782088,0.14530463943048,0.126529546907068,0.468952161379906,0.430135132217726,0.0031393632482442,0.0510749869487122
IP.38b,0.0712835512708127,0.050485891808961,0.177052211274339,0.803855294639338,0.0767057556997697,0.0212995151795536,0.138919145015152,0.192302101005023,0.50581809790928,0.220352549830532,0.0500542859934605,0.0387126901466469
IP.52,0.0311090895528143,0.108977545366813,0.288592239827049,0.718010812917049,0.0519332630253392,0.0799956404297846,0.151700467549164,0.093889237126439,0.416868761086208,0.392104411007482,0.0511254737443148,0.0532433522539774
IP.57,0.0092990794354812,0.0292666902188984,0.213596686636205,0.961953374840528,0.217588954615284,0.0120094334445556,0.155163689552673,0.114154565354054,0.486874870803757,0.12824368881224,0.0722737137342907,0.024871504962212
IP.58b,0.0350492666246665,0.132775880771176,0.367153945440667,0.749802696498063,0.0732909609044512,0.0770574073952174,0.0634927178046355,0.0080410062387153,0.335861860221132,0.234707987721937,0.0805883601589511,0.0234756044796429
IP.67b,0.034827697686097,0.0485799556371306,0.11631319899078,0.649988766444029,0.0682600845174808,0.140763343809959,0.154649047967591,0.140141396874129,0.517600128627948,0.451844065183967,0.035147990140327,0.0438334830106331
IP.73,0.0219735599241993,0.0008192156020651,0.229565809827535,0.975518266358863,0.119992149630586,0.0175735814964287,0.165931710485751,0.0757058836649954,0.476048967575953,0.35159448718149,0.0087579064924306,0.0362652303131033
IP.82b,0.0285305504811793,0.0396502007116757,0.265061041370314,0.643578339674554,0.136785229428858,0.118095632444147,0.119694305051147,0.0377058018966702,0.330739330940207,0.463931236942567,0.0350314577656864,0.0757763107166391
pvalue,0.028386750461193752,0.030156154091771716,0.04315943490513644,0.012550038270032282,0.04710243707863553,0.030121768475755428,0.03881966366712101,0.04003342415888637,0.017913846506046688,0.04449515596721084,0.048091849782188965,0.04497915115171673
