,Cluster 6,Cluster 4,Cluster 5,Cluster 13,Cluster 2,Cluster 9,Cluster 11,Cluster 7,Cluster 1,Cluster 8,Cluster 12,Cluster 3,Cluster 10
R3388_YZ_57,0.0090857951670082,0.27178100316233,0.202822368359336,0.173990658744665,0.0436017472987993,0.0717159179509021,0.0364345748415866,0.110774373066586,0.246193061281792,0.219937109380366,0.19260229453231,0.509552164328915,0.0865127770179443
R3388_YZ_58,0.0559452253274227,0.339434169681986,0.192270632981195,0.164224617998209,0.0643828173304363,0.0582043526066695,0.0150776567550349,0.100067641853134,0.296923155452826,0.0715314504248432,0.0679817636854298,0.425395818615725,0.0923500821746364
R3388_YZ_60,0.0232414777929812,0.225978061439376,0.29513879284705,0.101768200756609,0.0979062032788431,0.0564382482187049,0.0221784544918113,0.212178773684454,0.344614864076011,0.0437910767926624,0.122315818386305,0.296096525551624,0.0417496752077964
R3388_YZ_61,0.0215796249870664,0.260388361956984,0.218518340572357,0.092543943185749,0.03676152518052,0.0397350935955528,0.0129809034383242,0.11816091010807,0.333254987499531,0.0884726623147944,0.0146675452830599,0.576959080081344,0.121535622189193
R3388_YZ_62,0.0026131150251809,0.236438005561775,0.227309377787888,0.129399273349307,0.0580494222689546,0.0813948912209192,0.0184767554716001,0.0680950704902834,0.333290629850123,0.0614404905807688,0.295071725978756,0.380787866847001,0.204958708099202
R4163_YZ_1,0.0331059209976644,0.207488803831725,0.297508578993556,0.263285440934253,0.165647067964746,0.0619672316857581,0.0446786138223132,0.473093933220548,0.285168820889188,0.0330008632921909,0.0675441236004542,0.187477245134386,0.040883979593539
R4163_YZ_2,0.0224610331759686,0.147567710876907,0.245900864161681,0.183987184820614,0.235149143930128,0.0362100259481818,0.0393406847454154,0.292231645436303,0.26098733219086,0.0069778283716534,0.002890655101378,0.234223668911124,0.0360974574922292
R4163_YZ_3,0.0373430523229028,0.139417635168321,0.218458443963909,0.21422605382742,0.24892295997693,0.0401488168376223,0.0212718703806207,0.300323167270084,0.355244487980217,0.0256314189560553,0.0054383881722672,0.177481301022111,0.0992335678839279
R4163_YZ_5,0.0346418505715262,0.157201467963868,0.237038730684972,0.351347034841822,0.16266593871911,0.0410317888951406,0.0394598170809343,0.244050682180389,0.389932667394864,0.0431448151557352,0.00517646585271,0.292488590821333,0.0724154664620223
R4163_YZ_7,0.0273561276316058,0.216255550716725,0.247929270172032,0.305460665675188,0.129918911595538,0.0434011081037855,0.0311064055786622,0.336803988200359,0.339983503451621,0.119750427733849,0.0288647292744729,0.277589861280199,0.0569799542796239
R4163_YZ_8,0.0650015140730904,0.110191706585967,0.28644553175711,0.100796373096593,0.269330086685846,0.0495675868295793,0.0292474222543105,0.382654115236759,0.14550886151035,0.0248200213442987,0.0029826910911166,0.132846148558948,0.0426496980122351
R4163_YZ_9,0.0255259431760653,0.216329063910869,0.165103966342867,0.474017848825809,0.100751050724798,0.0358684031070375,0.0431057914523079,0.170664077685619,0.372910626937385,0.138011026335306,0.0402235941418035,0.318826105745114,0.03018449883907
R4163_YZ_16,0.0662696487966185,0.222232651312083,0.104357332834022,0.472063755857912,0.0488044903332843,0.0194536934270692,0.0845352268886809,0.14927977310527,0.373418063790796,0.126476690299527,0.082973473467874,0.375271314356288,0.0551199814322631
R4163_YZ_17,0.0280037900384408,0.123642234956376,0.279493572765692,0.191035931552915,0.221684569936227,0.0448087308941493,0.0278023878149829,0.17849512097552,0.177576634000805,0.0084261533757138,0.0155209868565729,0.251062944383301,0.0786077523836064
R4163_YZ_18,0.0252361375035356,0.175575114928436,0.291533979860373,0.236795610161019,0.178099069605794,0.0221334317894216,0.0221857366941809,0.175141533623194,0.241275905803071,0.0239274790834936,0.0145017489115276,0.291979993591614,0.0328421626722654
R4163_YZ_19,0.0228701304802167,0.18463128942576,0.24754274513774,0.142954808097549,0.151387607788057,0.0526772326961234,0.0365175759876055,0.239161332545245,0.329383567542992,0.0162382498419016,0.0235819806598462,0.437151373598103,0.0425749849245156
R4163_YZ_20,0.0352337820516869,0.230210188765591,0.198724998471901,0.270352076315283,0.0585111821658622,0.0581018028696097,0.0423250204633951,0.100837376017866,0.333050055326619,0.0921033154779601,0.0868492638479314,0.512419622852498,0.0388476555284972
R4163_YZ_21,0.0495162382432919,0.195757425274938,0.204850320641909,0.105756188044861,0.110365405946012,0.0326395375622891,0.109239439605094,0.419572112012143,0.259010998633066,0.0224195747652742,0.145551551243653,0.426619348275454,0.0317627241822592
R4163_YZ_22,0.0157247715589551,0.191126303898422,0.247276782131284,0.139298608298829,0.111707409901719,0.0621872788544445,0.0517195182287964,0.215885717207132,0.352728967759749,0.0333123653386366,0.0425392235979558,0.521859767642219,0.0198765439556092
R4163_YZ_23,0.05150060047638,0.183396183437607,0.22708682856827,0.253613610413914,0.146578854022216,0.0591833813188853,0.0274999154416081,0.138177973319404,0.342584768950787,0.0433156572077079,0.0603343387791484,0.316494961876429,0.0219688122403285
R4163_YZ_25,0.0274923618020694,0.192598255044715,0.212271898164382,0.337899751401753,0.110107042646791,0.0333133389380529,0.0853250872113718,0.125627471971567,0.346921865979963,0.0099898706904154,0.0487521318375649,0.401317406748536,0.0549154817794662
R4163_YZ_26,0.0151331335101925,0.243925005103767,0.334570165417959,0.0537762415850766,0.0771307582679275,0.0538295531897998,0.0715805415111518,0.326896520843539,0.282525523445014,0.0048696573105636,0.272302215301626,0.330006115157977,0.0740523841646442
R4163_YZ_28,0.0484116536028779,0.179475268988746,0.279967734195503,0.176700105291492,0.215937522009296,0.0580780695059815,0.0354650497018622,0.123802288972088,0.112648017702178,0.017427356451636,0.01900364401385,0.173405822912212,0.0220377947995072
IP.108b,0.111153312224621,0.328080615965969,0.148241341686009,0.0538114865967057,0.0378674093804247,0.0831859472915528,0.002977062844858,0.199758561766435,0.202632830867218,0.331429624600386,0.0410342377430983,0.483394886882854,0.0114958487592425
IP.115b,0.150416567008778,0.480158078567687,0.13701341608866,0.127407298306552,0.0348536315157238,0.0633415659044368,0.0807037809484231,0.115099378905238,0.290014561859603,0.0721149996329136,0.112789647736568,0.283733133524688,0.0192971856614716
IP.124b,0.0760751278965442,0.251850299471435,0.103447618778555,0.0579686576563117,0.0857675583764574,0.0383775355873835,0.0008179802296874,0.475917305795392,0.374750182261845,0.0044920381109923,0.046477222054553,0.388243358698072,0.0341293589738568
IP.127,0.19253460529875,0.370937767121476,0.153346966615619,0.152990632433666,0.0466360008022004,0.0321305550604922,0.0727370206896097,0.184653273933738,0.355279923802014,0.0867544506849388,0.190380469149204,0.237662560940968,0.0261014581958353
IP.138b,0.0141375826211396,0.291395492908021,0.1447409848348,0.212230403398302,0.0486061791433658,0.026644998271224,0.0152333128347063,0.288155607240168,0.377004862665058,0.0680175619366029,0.082480982881014,0.464020335337973,0.0666883262387795
IP.140b,0.0657973772586189,0.345057983177853,0.155618631510768,0.266639079037224,0.0519290722051751,0.0519105684265244,0.0019276523947049,0.0965102382116662,0.38098692033376,0.0271174610308234,0.130477021926729,0.32471409159667,0.0659388203110141
IP.148,0.0758452589686422,0.351433341342665,0.186585629532432,0.131386292924464,0.0689644023430832,0.011389425243639,0.105401405576152,0.112861469297315,0.35330457894254,0.0067630156423781,0.0819137504091019,0.43455795435221,0.0414539336736645
IP.197,0.204778830420673,0.492919409247562,0.107315262641341,0.0720435514790828,0.0440644794965818,0.0142368515377402,0.189043101416737,0.0584835323186917,0.261794759444595,0.0624540843105384,0.0754738490830574,0.280984973440744,0.0203328415341614
IP.214,0.305056826527478,0.462417454068099,0.183265030015201,0.158829537904775,0.0384027189255005,0.0374539085596606,0.0415755202608687,0.0370887356244351,0.341499210048792,0.052517089281484,0.0429520417285241,0.185834100976825,0.0412718620250624
IP.28,0.243118736166909,0.47382158640691,0.123151054434669,0.0287867925242009,0.0486135519226619,0.0077358278219675,0.169217724599204,0.160353120242556,0.119296406795447,0.397189714636424,0.107728521574329,0.202411168593964,0.0
IP.31b,0.082570423437818,0.263990669036515,0.0744485024078171,0.0691933893180401,0.0320887685963534,0.0279754417814525,0.0149200530955085,0.318276991384022,0.319704551194236,0.25591523381181,0.0493146190430144,0.513244453739524,0.0017105290307401
IP.36,0.156775240839756,0.450302583026696,0.21319950430086,0.0815000515662092,0.0468436830107735,0.0780153205449229,0.0031393632482442,0.0,0.311743797105185,0.0650839067936636,0.0098555138716042,0.334700644162208,0.0291376009832813
IP.38b,0.159924230660286,0.477961956227601,0.0926480642672892,0.0691348541208545,0.0391571523841096,0.0944091277449857,0.0500542859934605,0.156653311118815,0.257568488904963,0.0653754450482627,0.0872357302207538,0.223689085714017,0.0093054333214941
IP.52,0.107080735823848,0.394746507560937,0.198961641164305,0.148994230276634,0.0549328492374334,0.0347284120664465,0.0511254737443148,0.0407664360584434,0.324008825241211,0.0339984203125619,0.0566076293394423,0.379463171506158,0.0247575618455763
IP.57,0.122302457102347,0.467080140524404,0.0631233911900449,0.043216549687034,0.021779303956654,0.0171759383398877,0.0722737137342907,0.107401793750938,0.23391833003553,0.341599119800327,0.0450650374535564,0.430095538509599,0.0
IP.58b,0.0070666639670669,0.342246870562816,0.132177062678767,0.152908928031212,0.0540753080909978,0.0509793411911569,0.0805883601589511,0.0383731590978566,0.391060777678654,0.0332883491690834,0.10178479024368,0.447260246841573,0.0416876476990954
IP.67b,0.139107070733995,0.491186907765791,0.226272654452534,0.0929910070366747,0.0827846735717555,0.0556616213550787,0.035147990140327,0.0697923849290842,0.0319134172279907,0.0997957736555168,0.0206518516565643,0.221893966311428,0.0804398025690158
IP.73,0.0763036432479947,0.455400206844958,0.185532901644387,0.0307475084065395,0.0246029563973323,0.0288626472967173,0.0087579064924306,0.234809224862118,0.255907137621886,0.162801316298886,0.0581986806277009,0.44314322307157,0.0254029166224543
IP.82b,0.114520924301435,0.334397103858638,0.24689869495747,0.14381080248659,0.0901093478840375,0.0418888818255114,0.0350314577656864,0.0277750023083287,0.315646288498623,0.0486028692889051,0.108097805406417,0.29352325861119,0.054572416479611
IP.89b,0.0424473832684073,0.301817443469921,0.120360082862573,0.0763319587048391,0.0311545809408447,0.0368992152605772,0.0214438091903875,0.375136646229541,0.343054270811851,0.0963539066359545,0.0152442355330501,0.535210796345484,0.255462407254491
pvalue,4.149052560667164e-06,4.389673959347568e-07,0.00017450162018812696,0.046114193730243495,5.2359254682798876e-05,0.027969143884737698,0.035190986770949055,0.030762192647737018,0.03888783140269719,0.04452891079996934,0.0016490541607562716,0.02027935033027999,0.044913589416877106
