,NK_LungPredict_Subgroup_4_10,M2_LungPredict_Subgroup_2,CD8_LungPredict_Subgroup_11,B_LungPredict_Subgroup_3_4_10,M1_LungPredict_Subgroup_3_4,Cancer_LungPredict_Subgroup_1_3,NK_LungPredict_Subgroup_8,CD4_LungPredict_Subgroup_4,Mono_LungPredict_Subgroup_6,M1_LungPredict_Subgroup_1_6,CAF_LungPredict_Subgroup_1_4_3_2,NK_LungPredict_Subgroup_2_11_3,Dendritic_LungPredict_Subgroup_1,CD8_LungPredict_Subgroup_1_12_15_4_13_2_7_3_6_8_14_6_4_7_13,M2_LungPredict_Subgroup_1_4_3,Macrophages_LungPredict_Subgroup_1_2,M1_LungPredict_Subgroup_5,Mono_LungPredict_Subgroup_3_9,Endothelial_LungPredict_Subgroup_1_4_3,Mono_LungPredict_Subgroup_1_2,CD4_LungPredict_Subgroup_1_8_11_2_10_12_6_12,CD4_LungPredict_Subgroup_3_14_13,CD4_LungPredict_Subgroup_5,B_LungPredict_Subgroup_9,M0_LungPredict_Subgroup_2_3,B_LungPredict_Subgroup_1_7_8_5,CD8_LungPredict_Subgroup_10,Mono_LungPredict_Subgroup_4_8
LP.01.17,0.0708774928225879,0.0258170122506033,0.10426820212623,0.573179324742386,0.0546936571695211,0.535445896431174,0.0004426940539479,0.30903026661882,-0.0077354618109923,0.195614173271406,0.583384593388212,0.0179536802868328,-0.0010095199221295,0.0142173599937456,0.0338046898729473,0.0868030460426522,0.283397615961205,0.116722794657164,0.126565649406677,0.0823035808127749,0.172001673102492,0.0588413165467033,0.0029564770459628,0.209475215879045,0.0205867366331911,0.0789137794965014,0.0264218191808868,0.137044049902724
LP.01.18,0.0341663162966307,0.0379793459888101,0.0981376362842677,0.740809631483215,0.0229771067624455,0.637105720017678,0.0048814667633049,0.246642198412252,-0.0077354618109923,0.458041771095475,0.418236958594043,0.0290524543575153,0.0847018739693338,0.025561088322048,0.0909206531064232,0.344277223152769,0.390582149589718,0.0787268431396714,0.0211155198787983,0.0775026197297173,0.0238465070451612,0.0521739473693664,0.0427457543614254,0.239114273538693,0.0346116459633064,0.0250575660160021,0.0102080377537238,0.024008150433197
LP.01.19,0.0155496007223307,0.0863160123914203,0.0404049081001904,0.673491842637341,0.0247418160248128,0.519130718646669,0.034130784015983,0.436990922519732,-0.0077354618109923,0.49360534389291,0.37563005101824,0.0119566926848908,0.0513228225683069,0.0130130859097563,0.0451929088957432,0.228784758185858,0.368627262434408,0.115903439678572,0.102917789140317,0.0898125670035964,0.143010526409111,0.0353488018828431,0.0118511454471455,0.147732066211085,0.0165795282842571,0.0327317721263944,0.0117190104486827,0.0588591025267928
LP.01.20,0.0119476402574278,0.0718230379508733,0.139563574727933,0.569499027940212,0.0203599856870381,0.597591341163933,0.021793079487567,0.307463554557384,-0.0077354618109923,0.275236375266759,0.629748214740632,0.0488305132937448,0.0430969624073943,0.021667302068897,0.0122718572856464,0.0888517575750153,0.308823375150298,0.126099384212075,0.0408870087220872,0.066814595374631,0.0240064940780762,0.0435929173555914,-0.0004612062378497,0.256147468183811,0.0485667193996739,0.0645363592429011,0.0649628459594379,0.0504230151212679
LP.01.22,0.0119476402574278,0.0696374814357527,0.146268998703245,0.541032915102856,0.0425917682859075,0.694629210550929,0.0061233672845557,0.30940564969383,-0.0077354618109923,0.0884291098540233,0.442856562153298,0.0500993501929541,0.0965427547999705,0.007485093367017,0.264550184721791,0.113386173455267,0.352404194378392,0.163733589956564,0.136374559396414,0.0326493377876434,0.0337964504538961,0.109414342350506,-0.0004771613934918,0.296443168318918,0.0277279588839555,0.0308225407978572,0.0642833760416375,0.0087692833382517
LP.01.23,0.0119476402574278,0.0542910080528332,0.0762402167364282,0.715761905470687,0.0126793237855716,0.57851348982402,0.0159708497061692,0.387897740786115,-0.0077354618109923,0.549831054721281,0.498912304994271,0.0365712160828406,0.0472504864319907,0.0196789378535294,0.0545647065462009,0.253100347736799,0.369908026579212,0.093416396011656,0.07078864487722,0.0665941787210047,0.0372745794953631,0.0354658218767864,-0.0004771613934918,0.18894976669727,0.0768483390331292,0.0308910368772399,0.0259226975421589,0.0590130719462933
LP.01.24,0.015059812302549,0.141667429869211,0.0577276971741037,0.658204307332994,0.0100739931564945,0.475637185285358,0.0426951467917102,0.256075525161481,0.0480454547346771,0.381549885869277,0.347789899288641,0.0007482226199983,0.0151314241308261,0.0151718718284752,0.12971582252622,0.241478533404835,0.30053735571558,0.114999383385834,0.0788940367029157,0.103725303303625,0.0810163479155181,0.0232802091884026,0.0040248484707133,0.169807826723292,0.123113456328258,0.0716792902167284,0.0175089014981907,0.0518974936198832
LP.01.25,0.0137293811411426,0.0732681202565957,0.073386664683129,0.703201854163422,0.0032682860822681,0.541875847884044,0.03174762974681,0.324771460125435,-0.0077354618109923,0.513760564905715,0.475777290444564,0.0060792525651436,0.0404758003381143,0.012523574595136,0.0718036650231217,0.254600500596305,0.29425419216855,0.104265289858855,0.0462149477141392,0.085169430530759,0.0347973403743461,0.0351923553226373,0.0121863312050498,0.247493831589799,0.0611864913619312,0.0530847228371482,0.0349376253084818,0.0734850744690281
LP.01.28,0.0119476402574278,0.1134188370363,0.0486270432206959,0.603227677203158,-0.0054768438462441,0.518466225073617,0.0432799955732498,0.254959923337956,0.0054634290818916,0.314499827129961,0.503066596174597,0.0046205030037783,0.0383954241706703,0.0106836182665106,0.348854206472064,0.194589529896929,0.315824069922754,0.154625114313355,0.106347378370483,0.0870375273057979,0.0218669116238783,0.0284250684171958,-0.0004771613934918,0.20070204877807,0.0577090268118353,0.0549852293072115,0.0361042070877925,0.0799705875247604
LP.01.29,0.0816311941727419,0.040651096079764,0.147122533620658,0.573572846195384,0.0383742133318254,0.791799635333832,0.0004426940539479,0.197170406032404,-0.0077354618109923,0.326105497749518,0.441594869044154,0.0518015821871689,0.0371493840200271,0.0115795160521439,0.0146872544917174,0.207143029971932,0.337425130033453,0.172594300463926,0.0674800250258593,0.0749884842762878,0.0254811279430069,0.0282588325182211,-0.0004771613934918,0.162550199080467,0.0669226780483527,0.0356090709445449,0.0138464100689752,0.115433976863795
LP.01.31,0.0119476402574278,0.0583762005119016,0.108756418713002,0.56182272294236,0.0136732378295103,0.57707402614062,0.0244516268472447,0.247362141381848,0.0106500814428405,0.418279413976834,0.475690644155745,0.0982955822122471,0.0732312419031636,0.0071617512434263,0.192755009114457,0.165740818287858,0.374443200583407,0.131847965887877,0.144871308641457,0.0494994371960077,0.0171627942995499,0.0551359808107109,0.0002871150648105,0.279103389440545,0.0369772309800395,0.0352510741981035,0.0970704071879128,0.0514287194252856
LP.01.32,0.0119476402574278,0.0361838743810593,0.157156555168749,0.585617739558608,-0.0001620606759148,0.720556754254281,0.0037177088025025,0.210533955950379,0.0157742556304045,0.372861923538071,0.547028712001905,0.0376925171386951,0.0636552291346025,0.0070530742726021,0.0777177732062799,0.123822056293346,0.333571730071287,0.153555837069239,0.0872367444485146,0.0504453785040094,0.0069635493752309,0.11589297164182,0.0029969060732256,0.307414255052864,0.0295099226480703,0.0416877716231681,0.0202473643184151,0.0025091134407901
LP.01.34,0.0394137622112821,0.0600043694123418,0.111453288075143,0.609629594204355,0.029385991946704,0.608496924213165,0.0004426940539479,0.4317909534916,-0.0077354618109923,0.542073939195287,0.530934444427867,0.0522725442263477,0.0451084879091885,0.0132296175083484,0.0253098224603592,0.172473909672417,0.426968868694501,0.122836525832703,0.0041457260327364,0.0956287345218058,0.0323565570052329,0.0357511317915714,0.0341717840530398,0.12746543635552,0.0343637895339076,0.0471286554876881,0.0339286796637411,0.0698342571993919
LP.01.35,0.0241833770492315,0.0855470804274939,0.0272086095465126,0.671433633337062,0.0290848405292734,0.447560307788924,0.0382032166232814,0.360143428195742,-0.0077354618109923,0.619504464646567,0.476431002645776,0.0043781872291445,0.007822397064736,0.0193700849893048,0.0218735593144183,0.228400677120882,0.478095633504524,0.0998577676073771,0.0032956117206885,0.117975082079283,0.0698553548534681,0.0244217280399854,0.0183814477163582,0.124123207675586,0.0522143186891602,0.0587477150646296,0.0023531082813562,0.0346791086772536
LP.01.37,0.0352001047533083,0.0424221271402883,0.182278148808998,0.483562707694879,0.150910158719868,0.77998210862452,0.0004426940539479,0.230905659656724,-0.0077354618109923,0.449748037847523,0.561726766620477,0.0686057896351571,-0.0010095199221295,0.0123254328198438,0.0093659325394673,0.223611215850859,0.432886606509542,0.228020487815515,0.0067171159880101,0.0536445609977948,0.0057748816859028,0.0423964030507315,0.0012026582091437,0.153735317862814,0.132416552627474,0.031482570673178,0.0211043555419088,0.0508729393025166
LP.01.38,0.0359215697607399,0.041703947652162,0.262083486939047,0.514762777171342,0.0335816720195618,0.895300804425537,0.0004426940539479,0.402333792621332,-0.0077354618109923,0.237621877828934,0.39595008351602,0.0525861504468613,0.0483935399363865,0.0111627078787082,0.0658044682866485,0.170728575984642,0.320172997185659,0.142252889624627,0.0635316522333635,0.0365008424149064,0.0184942238585096,0.203189777820251,-0.0004771613934918,0.212897538938273,0.136099831450914,0.039532032411168,-0.0018400061103792,0.0007522345343695
LP.01.40,0.075187037609636,0.0382934312034443,0.12290414525244,0.561333307113958,0.128442798186358,0.807155646547141,0.0021595142129584,0.277772029193477,-0.0077354618109923,0.27724324156615,0.48233946694744,0.0546224978305633,0.105150193105917,0.0194077076847133,0.0220805580471698,0.146537626217496,0.536949124033996,0.122540148326225,0.023854949991012,0.050877988517731,0.0203259100351457,0.0752758340550012,0.0417555858146557,0.162842411449999,0.0218049971795105,0.0222190132351332,0.0678095753692871,0.0370686704336293
LP.01.42,0.0293836558971521,0.0416816747163634,0.132730967943268,0.52898492694947,0.0036777049467612,0.682717757875436,0.0049617616102074,0.320996091068977,-0.0077354618109923,0.51431858652451,0.579378204225878,0.0917816125657426,0.0527133632575206,0.0082917018664618,0.0111596782517359,0.104014053523927,0.366916944547161,0.130412913417377,-0.0089667482159648,0.0807489148074161,0.0303164836174037,0.18488416348554,0.0306522735116092,0.110083333383781,0.0400320861093529,0.060784922404792,0.084487716972222,0.0129745293759616
LP.01.43,0.0419783210090948,0.0259509317796779,0.0703286652353709,0.667670913992156,0.0430292338834752,0.51737157409418,0.0475952951234915,0.270056305799539,-0.0077354618109923,0.424611084266587,0.524686652780991,-0.0078964116347899,0.0436874643184523,0.0524856527985473,0.0479220230256387,0.235348248573752,0.268396885769783,0.118591353276264,0.017005839545748,0.121824408797505,0.0321511403629478,0.0436520439626076,0.0172585278329143,0.144967746903962,0.023926042912892,0.0717503232810961,0.0134356859527544,0.202873335450662
LP.01.44,0.0417669153848705,0.0429146474718416,0.0894114829967624,0.550843074888736,0.135768706176717,0.650423769645005,0.0004426940539479,0.191186353378954,-0.0077354618109923,0.611060203736384,0.711524497784861,0.0275025317490335,-0.0010095199221295,0.0226509092141296,-0.0007474598712246,0.141131237666406,0.516258804564101,0.144117573259223,-0.0121604074105534,0.0670230332310083,0.0043269586843801,0.0387292076638422,-0.0004771613934918,0.124082540618847,0.0824470183596699,0.0340659204720814,0.006685965414307,0.0633019758576818
LP.01.45,0.044335623998594,0.0403198574824774,0.208234522947082,0.491861698040883,0.0176763296637779,0.835709842345124,0.0004426940539479,0.213157676006106,-0.0077354618109923,0.367185060887228,0.569031313867916,0.0998921508219637,0.0131531899842675,0.018710095214441,0.0221660578901705,0.0565806161436373,0.282875373283092,0.163845508982532,0.0701733214667523,0.0456045989278913,-0.0037507794030774,0.0773486157036658,-0.0004771613934918,0.240395632966329,0.0551556295481,0.062423496772519,0.0963972505174264,0.045572586401953
LP.01.46,0.0288830163828852,0.0346006639347519,0.120102883962049,0.787331207286918,-0.0065638694871837,0.495342365531597,0.0610017536858045,0.444531121924232,-0.0031988370570862,0.264911078097759,0.363055241768001,-0.0039245169969285,0.0589867770276762,0.0109858069441447,0.226665212855377,0.294379157007614,0.105699492433019,0.025180031065377,0.0699347513760531,0.079755702529384,0.0863661384790992,0.0868661057380952,0.0013428267753255,0.34952090917813,0.0355212482294436,0.0431380335838449,0.0696473044122579,0.0659361645865078
LP.01.47,-0.0005574413729232,0.055286353737373,0.0680766589987895,0.704236920213813,-0.0106710376808003,0.47315427671472,0.0330923096002049,0.345459314969268,-0.0031988370570862,0.543268521548348,0.371080411607799,-0.0052272134963952,0.0916017904681296,0.0086839179755144,0.102170729626463,0.272297654550023,0.280566382884928,0.0651190283233122,0.0394977970366706,0.0886551129964326,0.104584072283978,0.0554307986102039,0.0078127032296779,0.185733915952197,0.0910127345958745,0.0319012699280428,0.0525011785016689,0.0873905101906065
LP.01.48,0.0715245346038133,0.0468338668043124,0.206420568938269,0.58604907002729,0.0303498690376581,0.783234291599477,0.0073392063845599,0.160164455403942,-0.0031988370570862,0.151950264959565,0.523344887046244,0.0143090475148107,0.0050825880052563,0.008502066823026,0.0745475088957097,0.167148866379095,0.286517639154765,0.104128941925327,0.0964834447677143,0.0672703232543951,0.0230341162521429,0.110375775105315,-0.001090403779616,0.247248646632058,0.201513710403673,0.02447108261697,0.0345955851243305,0.0159833413636682
LP.01.52,0.0140880972402076,0.106845316616273,0.0328274157240391,0.760099830963779,0.009327269750516,0.47981229578027,0.0073392063845599,0.182417067942649,-0.0031988370570862,0.451156293203021,0.397750185901477,-0.0148386286247587,0.0202137712685658,0.0080273782416734,0.257846228656039,0.411127411423797,0.420139460487022,0.038645826986878,0.0549800175223584,0.0857931818703733,0.0227294318071038,0.0254304417736194,-0.001090403779616,0.102970124907218,0.133764058494325,0.0347441153883763,0.0144906503043688,0.0818647616208026
LP.01.53,0.0617667969556139,0.0422286992252101,0.146255989367602,0.508902845110767,0.0246988188390487,0.727706967843708,0.0073392063845599,0.317029671525105,-0.0031988370570862,0.403634750039365,0.651194113394439,0.140513614159209,0.0402629032961377,0.0094885034459909,0.0327888840144253,0.0266084260809257,0.335880121180197,0.107582765151396,0.169460732729218,0.0459885051264258,0.0396469562319507,0.0562160023733293,-0.001090403779616,0.168899532624037,0.0619451191306692,0.0363281848819266,0.0866450638529274,0.119974763954627
LP.01.56A,0.0382842522817986,0.0621919742067618,0.118794221044549,0.727668269173148,0.135291382389061,0.605427187176379,0.0073392063845599,0.242982153663421,-0.0031988370570862,0.599624440982789,0.513395482421676,-0.0116353509125767,0.0014851823005911,0.0198923472209379,0.0496508029108864,0.306623673288909,0.401548948784994,0.0429461487576562,0.0351415679667812,0.0864486650852856,0.0198775629532998,0.0233132291933213,0.0054596218299276,0.155404586609348,0.0541654246048022,0.022593961759209,0.0035457837076411,0.0896169096375134
LP.01.57,0.0009047052872059,0.100789855488746,0.0408475345743541,0.760577341398357,0.0332457888404517,0.496330532594347,0.0241112736872546,0.317888338693083,-0.0031988370570862,0.570156929914622,0.439301758989014,0.0092835072419007,0.0304367773805959,0.024856014039339,0.0546279907439892,0.242371536049291,0.36363021289903,0.0330719367853841,0.0494413137691461,0.088583047680677,0.0329438952849935,0.0328384871842514,0.0293561233411236,0.1675743932395,0.0577816627979133,0.0709254635321055,0.0080792401546276,0.0566028340830169
LP.01.58,0.0176659828280174,0.0480998606417513,0.125842724925923,0.680539968341384,0.0117228340004906,0.582525731306065,0.0104652405155591,0.247196486451684,-0.0031988370570862,0.597533328967076,0.544883074153883,0.0273193703984122,0.0642052951808652,0.0130163130619395,0.0421786085681708,0.0888725942910136,0.449392082214837,0.0465073097333952,0.0726907538485373,0.0503698426180093,0.0310287230221761,0.0344038758966372,0.0131453289610655,0.208824957426728,0.0236148155751461,0.0748940049355469,0.0320627455272251,0.044509531126054
LP.01.59,0.0458665579266499,0.0548723707163484,0.138571744660221,0.304647167026082,-0.0076276549693816,0.758604112749026,0.0073392063845599,0.118410111349198,0.0041848569133227,0.259124841974884,0.673406192281437,0.0690943247471626,-0.0027066136432019,0.0070232492199678,0.0332605035159847,0.0952893358009258,0.458588502883327,0.433673083251406,0.032856467874515,0.0769692946614355,0.0236906547601529,0.039819958383306,-0.001090403779616,0.170840465617269,0.0390564025906254,0.0269754002961376,0.0657282026162752,0.0154438552104319
LP.01.60,0.0350036648105718,0.0362380600082357,0.116541406448975,0.409754954256025,0.0325993725274488,0.796966075848676,0.0073392063845599,0.302486048146045,-0.0031988370570862,0.301484587296218,0.452739688315176,0.0654117480313506,0.0574466577235425,0.0076169842420801,0.0508098886260926,0.108683273248319,0.285117007217292,0.282335724580727,0.0358588706418295,0.038702520670517,0.0067971239925806,0.229343639615455,0.0122775756475762,0.227612661613191,0.0103002658991929,0.0391482345050152,0.0755947091479013,0.0050412903310079
LP.01.61,0.0085483878900144,0.156508987084939,0.0414142456510519,0.61958258432115,-0.009042838579102,0.778054403652655,0.0073392063845599,0.294553281992888,-0.0031988370570862,0.382078465103273,0.407558327964364,0.0516623732297425,0.132106911430685,0.0077176314826961,0.051673143681252,0.232038823275079,0.254960518542265,0.0929771064560704,0.0747528957468912,0.083259353323562,0.0048460711779428,0.0168809286033779,-0.001090403779616,0.151229315081409,0.0379524574975261,0.0435937609662322,0.0415927318287246,0.0798861479333633
LP.01.62,0.0456482564219915,0.0395986269369204,0.0452641247315403,0.643797656296318,0.0139443280758311,0.483209410052787,0.0110460047608892,0.355429374486014,0.0355806500994733,0.386524266701275,0.646744899406504,0.0155889596705114,0.0634678936717152,0.0115505404301642,0.0670574973155102,0.0762091240131145,0.26311232554812,0.0550266533013728,0.067729143826269,0.0789752031077573,0.11782453728917,0.0471222296881909,0.0201126584974965,0.219791380012049,-0.0084607857960124,0.067927447672963,0.0413651753679187,0.151442284847431
LP.01.63,0.0317296760920546,0.0361487102334037,0.208189320908497,0.232807164833119,0.174606311339696,0.712593943379692,0.013740671407015,0.241694312618091,0.0096758638877075,0.392584001223532,0.51020747674597,0.0536094261959884,0.0019113462415389,0.0645930952390088,0.0289894012875225,0.142850198746093,0.42331358086815,0.59768175632332,0.0320608635972037,0.0776220210799754,0.0058377750225194,0.0734451460782293,0.0139255435765623,0.247494264338897,0.0769625189288138,0.0300901635109605,0.0391729557189943,0.0119670783831603
LP.01.64,0.0135897853872734,0.073626195632066,0.125450639839431,0.635710457325202,0.0520145007492355,0.718132126295737,0.0150670545163094,0.35628479805778,-0.0031988370570862,0.448648913952343,0.453034586944563,0.0021766269509134,0.0906187448442721,0.0403170731441587,0.0341617104761123,0.153991773231911,0.535166529295045,0.05174452987057,0.062576606108966,0.0603391420800612,0.0233279541533136,0.0506476440189477,0.0239455346065097,0.115811131748017,0.002708979641906,0.0350985186383784,0.0198406206499483,0.0266978148654064
LP.01.66,0.0388597877231499,0.0862279701591075,0.0712238462259395,0.781195888172147,0.0322070600884649,0.491499391608896,0.0486920512556057,0.328724654487905,-0.0031988370570862,0.495695709253852,0.418430958770137,0.0118050243013812,0.0238083971086409,0.0405588362212217,0.0743888723890532,0.274051912321849,0.356441727765445,0.0328254800849791,0.053165497949291,0.0956618476025761,0.0398040655401719,0.0263117112403188,0.0302699338082822,0.187010161027009,0.0311659934879297,0.105350806986482,0.003418638491652,0.0718854295931637
LP.01.67,-0.0005574413729232,0.0579825607975989,0.0344809368339389,0.709002156457464,-0.0001249282347043,0.42620380888109,0.0331160875149616,0.382120461451624,0.0531788005837164,0.519705738136533,0.430695594778582,0.0014416986672573,0.0327321566537972,0.0068766640587136,0.0684338471342573,0.189982689192552,0.248148845491312,0.0452045213928266,0.108929908403656,0.0647469014415179,0.0916465136384952,0.0378139776460016,0.009775177495401,0.23747890904362,0.0362438577190811,0.0428133698621709,0.049241940380079,0.0793739952468771
LP.01.68,0.0086014189567661,0.117910976837821,-0.0074076439312024,0.773721116902416,-0.0047742526905405,0.397179060840239,0.0327241995305495,0.225888024966043,0.0697893353985642,0.43382562100475,0.287350310059148,-0.0033259328483568,0.0137207594769375,0.0081810008535919,0.175013342373846,0.408584648846159,0.248021034344247,0.0405083564019874,0.142274517259221,0.111393471459635,0.104128480649147,0.0217345232997816,-0.001090403779616,0.176289166103116,0.106552182045857,0.0632828226079549,0.0202658187552127,0.100521067626813
LP.01.70,0.0159189116122603,0.0513933852928767,0.129609739865853,0.607266596858167,0.0180626134274613,0.782101551857202,0.0073392063845599,0.25768582223835,0.0239770194178599,0.297009289712363,0.662007823567413,0.0690465750756743,0.083829211537431,0.0071384047189731,0.0794321352548389,0.0829868828728188,0.492263749569413,0.0801000568429285,0.101734437265186,0.0805938416240733,0.0274489933056999,0.0676163269834563,-0.001090403779616,0.138811971333139,0.0599806417103785,0.0240533718604801,0.0263233130278568,0.0617640076884119
LP.01.71,0.0562286303699467,0.0591312910516227,0.0448291438836571,0.661978709100428,0.0478290553353677,0.592240103117982,0.0073392063845599,0.338376045338754,-0.0031988370570862,0.417982330521021,0.615247252711295,0.0244835052067383,0.0031587035542613,0.020823611357016,0.0595342034417108,0.147838028874022,0.53221321362529,0.051839411399212,0.0270494190829778,0.0750851627501308,0.0419233611315824,0.0355109037876283,0.0154717723251018,0.149657806090351,0.0730597637732277,0.0628577137403435,0.009647443915135,0.0380978152489576
LP.01.72,0.0498579298585812,0.0356227442460321,0.292073578134436,0.348445153356579,0.102791708130901,0.83963134321419,0.0073392063845599,0.314924135060515,-0.0031988370570862,0.281553418101444,0.351811714905269,0.178476767629715,0.0117826558902702,0.0130062461435173,0.0230191089926348,0.0999763235461103,0.371369051310864,0.381557836294107,0.0269235828023403,0.071451873577076,0.0025438923849013,0.109013097818669,0.0200598592254248,0.259600583677045,0.0275559929075374,0.0361306208284434,0.0154513598194514,0.0185768855807207
