"","Quantiseq_Monocyte","MCP_Monocytic_lineage","DeconRNASeq_BPRNACan_Mono","DeconRNASeq_BPRNACan3DProMet_Mono","DeconRNASeq_BPRNACanProMet_Mono","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_CBSX_LM22_Monocytes","DeconRNASeq_CBSX_LM22_Monocytes","Epidish_CCLE_TIL10_Monocytes","DeconRNASeq_CCLE_TIL10_Monocytes","Epidish_CD226_Mono","DeconRNASeq_CD226_Mono","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_LM22_Monocytes","DeconRNASeq_LM22_Monocytes","Epidish_TIL10_Monocytes","DeconRNASeq_TIL10_Monocytes","CBSX__LM22__Monocytes","CBSX__NSCLC.scRNAseq__Monocytes","CBSX__TIL10__Monocytes","CBSX__CCLE.TIL10__Monocytes"
"Patient166",0.0746019780439807,4.60113434469714,0.0404681635454677,0.0395464782274223,0.0307271141260423,0.142868589382938,0.219959942081484,0.0174187005764451,0.0474076409884084,0.00772708011995801,0.0290578324849709,0,0.065365148897145,0.142868589382938,0.219959942081484,0.0174187005764451,0.0474076409884084,0.506861621295503,0.0818318656219003,0.0634778866624593,0.055776162237226,0.265689559272215,0
"Patient167",0.0775523048114852,31.3301549770971,0.0783223760767082,0.0729451677727725,0.0591983561041311,0.00204162855474273,0.21599155182489,0,0.0452006812593009,0.00843360765776128,0,0.0735978767027933,0.0863187045579676,0.00204162855474273,0.21599155182489,0,0.0452006812593009,0.0796927731467773,0.0304272387718753,0,0.0251367558881188,0,0
"Patient168",0.0217046853764453,8.31060553719,0.0354965240129788,0.0329048769554479,0.0320528115704181,0.0521497483257382,0.234690113174485,0,0.0503460841289941,0,0,0.0308087483869902,0.0896647904257816,0.0521497483257382,0.234690113174485,0,0.0503460841289941,0,0,0,0.0586110195621108,0,0
"Patient169",0.04601225611131,15.0497757360429,0.0908458213470104,0.0867816490140693,0.0733109016836942,0,0.227084050550249,0.0461816430427895,0.0664020014296194,0.0258631933853519,0.0170915393446691,0.117061173844,0.0481397508183871,0,0.227084050550249,0.0461816430427895,0.0664020014296194,0.31847655646125,0.0700418189810732,0.0800583882250367,0,0.02120630207887,0
"Patient170",0.0749876257755984,8.15861175639,0.057661507763926,0.0551400045756093,0.0429617461159435,0.0671199786620858,0.220205638178258,0.0163175379957974,0.0554282591477845,0.00998936749431179,0.0214649808648739,0.112190588301265,0.164774373015932,0.0671199786620858,0.220205638178258,0.0163175379957974,0.0554282591477845,0.0862868047783575,0.0478516851379974,0.00999489142395966,0.0392516614850668,0.0104607180606551,0.0716634622773494
"Patient172",0.020469675870637,27.0147461117286,0.0855878626508344,0.0875523204538591,0.0758020228680128,0,0.19953069817988,0.00255753020333367,0,0.391755476006663,0.0962924230900983,0.254230083113775,0.125339788554599,0,0.19953069817988,0.00255753020333367,0,0.720248878786005,0.114765974870065,0.00085657014003104,0,0.689991513442441,0.413183534573769
"Patient173",0.144861338360637,22.1344503132371,0.0582446330437758,0.0567851136706737,0.0456045213874377,0.0748366674419233,0.241131558366304,0.0278020619157288,0.0530508772582628,0.066477887272418,0.0484237876791621,0.0943260836502688,0.0592534268425754,0.0748366674419233,0.241131558366304,0.0278020619157288,0.0530508772582628,0.546016592610787,0.109991701511992,0.0252861527790112,0.048293591503185,0.384505936569325,0.0910063919388808
"Patient179",0.0475453785723145,0.693207650164571,0.0630556378398193,0.0601214003063834,0.0489030636728458,0,0.217425487135418,0.00349051070188204,0.0325955885401738,0,0,0.0733077341969185,0.105132451420869,0,0.217425487135418,0.00349051070188204,0.0325955885401738,0,0.0687406462027531,0.0175389152800319,0,0,0
"Patient17",0.171990122179413,52.3181920376857,0.0786128698507525,0.0762178086428357,0.0659180347504301,0,0.226792494200211,0.000743793092526174,0.00369824851503802,0.0249574035774685,0.0418689570854941,0.24519572021446,0.12853573989731,0,0.226792494200211,0.000743793092526174,0.00369824851503802,0.0548930731127988,0.0788312015220254,0,0,0,0.00113222441114053
"Patient181",0.058808418618599,28.9907048452043,0.0795638155656151,0.0777877847505305,0.0659882587620011,0,0.213671049401596,0.0279604108972328,0.0504294753402168,0.241989790810798,0.0307055268142404,0.282890796471184,0.161217308181388,0,0.213671049401596,0.0279604108972328,0.0504294753402168,0.537221276408339,0.0665887789226035,0.0643587353096181,0,0.524658578397986,0.261152211914656
"Patient183",0,16.2248763681286,0.0903048368627152,0.087241629365822,0.069869693266832,0,0.218546099581933,0,0.00237293186820072,0.20498459090255,0.0224229086180425,0.206014743937039,0.0883982165674415,0,0.218546099581933,0,0.00237293186820072,0.386986914256997,0.0375426547824323,0,0,0.436716898494028,0.198942080928103
"Patient184",0.0523258373726345,21.6953731517493,0.0508349861491297,0.0472107150323063,0.0383046021413425,0.0281103185910529,0.232011276152223,0,0,0,0.010856825636164,0.0637713421120899,0.193517686835177,0.0281103185910529,0.232011276152223,0,0,0,0.0358319731126337,0,0.00287499395300631,0,0
"Patient185",0.0756022065879628,26.0258203951429,0.0671096714111442,0.0633174662537532,0.0533581466184245,0.0209921410398624,0.221999216903457,0.00873455669382014,0.0416588365218172,0.220662926892246,0.182561825399415,0.254144555027042,0.0736721286390283,0.0209921410398624,0.221999216903457,0.00873455669382014,0.0416588365218172,0.755185930262447,0.321684046737533,0.00718295834985289,0.0220143449824829,0.674356779892217,0.23186865727517
"Patient187",0.284604051994714,13.4826331673857,0.0539052787977831,0.0492935675641891,0.0338932611507963,0.0131343586619584,0.246773456883209,0.0358090743863363,0.00675845962684243,0.0265926775175017,0.0574711915177525,0.168220112243204,0.0477147044087842,0.0131343586619584,0.246773456883209,0.0358090743863363,0.00675845962684243,0.0705492328238559,0.0797904504137498,0.0306744922761508,0.0205081955646934,0,0.0628056660340501
"Patient188",0.0679215408500734,5.04589483221,0.165935279084078,0.160995613809717,0.140004616483593,0.0704201178939321,0.233584877145094,0.0564908067329205,0.0225428074578906,0.0507490872713003,0.0282405304966655,0.0782847292751495,0.0408870430587922,0.0704201178939321,0.233584877145094,0.0564908067329205,0.0225428074578906,0.855638519971358,0.0722770846059252,0.0810559500655599,0.0574015642298127,0.450187427352043,0.0034269193212487
"Patient18",0.13389617779342,4.02741205810143,0.0424767575155484,0.0398372737241904,0.0248958338311024,0.0426186916662151,0.221937460195624,0.0419116584974306,0.0514173597929324,0,0,0,0.18848220156877,0.0426186916662151,0.221937460195624,0.0419116584974306,0.0514173597929324,0,0.0157647447713884,0.0327863124349048,0.0387776526164631,0,0
"Patient1",0,3.78231976538071,0.0517579960507936,0.0495665557308906,0.040140853697058,0.0133754106208746,0.216874295250567,0,0.00327394391646371,0.0293197704909589,0,0.0652033676023774,0.0775460939244952,0.0133754106208746,0.216874295250567,0,0.00327394391646371,0.375264875394813,0,0.0105447663143442,0.0289700247901414,0.177519496687072,0.0426990316966301
"Patient20",0,31.0378365487286,0.0822492579504013,0.0805772942862962,0.0686341154050849,0.0091738719279487,0.216252357148772,0.0343531747761991,0.0456925627541878,0,0,0.248315347221512,0.279243868772145,0.0091738719279487,0.216252357148772,0.0343531747761991,0.0456925627541878,0,0,0.0415150231849942,0.0152583594475081,0,0
"Patient21",0.0259706594380275,6.82201670124857,0.0485660674553814,0.0458959334420416,0.0400790200168962,0.0698265319587335,0.221173190434403,0.0391703786940721,0.0410834411986646,0.0251039434840916,0,0.0701344236154609,0.112652359538199,0.0698265319587335,0.221173190434403,0.0391703786940721,0.0410834411986646,0.239730857263838,0.0112391093942492,0.0392141362685468,0.063422804635136,0,0
"Patient22",0.0182580266719919,6.37352639244714,0.0555679277520706,0.0543615556734961,0.045001829513274,0.0528389227716302,0.219027395293668,0.0172621015567501,0.0566593256947838,0.0262192236168357,0,0.0939633524482835,0.101713703934268,0.0528389227716302,0.219027395293668,0.0172621015567501,0.0566593256947838,0.380037847321806,0.0158789028304003,0.0379947900847908,0.0441137622561906,0,0
"Patient23",0.0327240609303554,10.2440364452843,0.0712712495359234,0.0700762954719606,0.0606131440039539,0.0553877166135043,0.228588322866781,0,0.00708760340937603,0,0,0.0229901480625258,0.0801868556179416,0.0553877166135043,0.228588322866781,0,0.00708760340937603,0,0,0,0.0499380316937401,0,0
"Patient24",0.218078783375668,7.13309485057429,0.0158258545100127,0.0127849559195156,0,0.0491861149504818,0.258205353581365,0.0788113871477111,0,0.0121003496403885,0.286953341828056,0.168976594626867,0.220737230638703,0.0491861149504818,0.258205353581365,0.0788113871477111,0,0.54083430203894,0.401231981184696,0.0789209654230007,0.0309943962267536,0.668073870169622,0.0398006348097248
"Patient25",0,26.98023428484,0.0928208800485393,0.0939149305172239,0.0807391870885099,0.0123258387177134,0.224217454859585,0.0227613902637788,0.0579076862590556,0.0814967693986188,0.0326278000560866,0.188623714627587,0.157659844407431,0.0123258387177134,0.224217454859585,0.0227613902637788,0.0579076862590556,0.261288362724529,0.0532467700834355,0.0193734352074458,0.0243790985768624,0.183447275450362,0.049519334076013
"Patient27",0.0531753224922517,10.5918946920814,0.0498705459691099,0.0468405098609968,0.0326284685008141,0,0.211856218688657,0.0122627126995067,0.00537395530986944,0.00437404896070965,0.00427755556145104,0.0185550522728707,0.0602154555141384,0,0.211856218688657,0.0122627126995067,0.00537395530986944,0.108980251302192,0.0211056582919297,0.00850318822029716,0,0.0448150880989876,0.0204535582668825
"Patient30",0.0884975681721498,28.1336473862857,0.101209431506127,0.100483471900974,0.089426166890414,0,0.206558048712628,0.00422121929308199,0.0272345935272689,0.0242241519397323,0,0.296975663102872,0.131907302276862,0,0.206558048712628,0.00422121929308199,0.0272345935272689,0.131247826100175,0.00866591792372414,0,0.00633635891692288,0,0
"Patient31",0.0654834336680029,11.7704705170857,0.056874909538709,0.0551973612915301,0.0490763992383733,0.0239003858012456,0.22019408045213,0,0.0231048948237305,0,0,0.0253567496177665,0.10283751756415,0.0239003858012456,0.22019408045213,0,0.0231048948237305,0,0,0,0.0350364271503972,0,0
"Patient32",0,10.1090464465771,0.0825520656517959,0.0786567099806102,0.0664440751988193,0.0364761510449275,0.216952885870202,0.045261039175846,0.0505442828481139,0.0512234699790867,0,0.139004340307789,0.0582976744061474,0.0364761510449275,0.216952885870202,0.045261039175846,0.0505442828481139,0.440381276891671,0,0.0586604357474425,0.044817366934472,0.274242401316346,0.056278262043897
