"","Quantiseq_B_cell","Epidish_BPRNACan_B","DeconRNASeq_BPRNACan_B","Epidish_BPRNACan3DProMet_B","DeconRNASeq_BPRNACan3DProMet_B","Epidish_BPRNACanProMet_B","DeconRNASeq_BPRNACanProMet_B","Epidish_CCLE_TIL10_B.cells","DeconRNASeq_CCLE_TIL10_B.cells","Epidish_CD226_B","DeconRNASeq_CD226_B","DeconRNASeq_TIL10_B.cells","CBSX__NSCLC.scRNAseq__B_cells","CBSX__scRNA.melanoma__B_cells","CBSX__CCLE.TIL10__B.cells","CBSX__CD226__B"
"R4163_YZ_3",0.247417303659892,0.308062653448579,0.264981612536719,0.291722613312569,0.247949047539169,0.305191231105033,0.273040698589182,0.166479321712213,0.27618052216873,0.439287385264572,0.444093598908831,0.286098262658938,0.878118135631027,0.563777750644127,0.178886296472014,0.226061057104604
"R4163_YZ_5",0.0883973436723354,0.138113395493251,0.154408699991031,0.145718064737397,0.110975741911905,0.150948039213312,0.116245606099524,0.0218444641246258,0.0502626499369296,0.165637894638544,0.38946527199233,0.0908719049729335,0.853417310608676,0.351979561698885,0.0241214410516058,0.147488648850403
"R4163_YZ_7",0.0580508769719304,0.0588542967170336,0.133028541393881,0.0699210605699355,0.0811573632871517,0.0879106860817074,0.0939974815988606,0,0.0689956578053425,0.343693642511406,0.341223075732886,0.0774022476845654,0.771917808810558,0.169826789891151,0,0.252633910033161
"R4163_YZ_8",0.0340405502474028,0.175090892628744,0.180306810519561,0.18613667673697,0.153243885593635,0.22697757694133,0.16255068452449,0.00816021244782688,0,0.259824707877043,0.0506325645069317,0,0.454244649705665,0.202445832155769,0,0
"R4163_YZ_9",0.0327592885161233,0.0380128279693413,0.124554981281323,0.0678499924877281,0.0945889867980137,0.0813050841502235,0.0953583683704993,0,0.0272725291730846,0.243685638956108,0.36489004158366,0.0360012865805791,0.913861388373481,0.141790733609905,0,0.148362094690377
"R4163_YZ_16",0.0417582033949879,0.0285232058408962,0.127192100263702,0.036818888788604,0.0752515259077868,0.0476949675511463,0.0907099386068468,0,0.0401849393370568,0.194888307967186,0.131572381494577,0.0528744098044633,0.742125667029768,0.010394443376849,0,0.122635431655073
"R4163_YZ_17",0.00327307077948352,0.164595178089689,0.164794346758715,0.181997192228559,0.12772162086306,0.201984670126887,0.139939018578424,0,0,0.175437030502202,0.0528724133645887,0,0.494271260766569,0.208172882240507,0,0.0293334078166056
"R4163_YZ_18",0.0505648144335331,0.137925671842857,0.161653541215864,0.14358003265005,0.133110954302335,0.176053175167521,0.149933650817582,0,0.0195397010554201,0.212934549851439,0.209341700638719,0.0158196564786995,0.596740045299388,0.260197634268272,0,0.0959629317235138
"R4163_YZ_19",0.121049371472977,0.136942378938447,0.154387436428881,0.146089766735401,0.115267966187647,0.173454976942938,0.128359790201187,0.018165606549547,0.081693877664456,0.345548257299429,0.234386872338515,0.0870253518540812,0.81619235517066,0.334581496022391,0.0245083565051612,0.227346279254888
"R4163_YZ_20",0.0387507511850428,0.0249564154976651,0.109666072697758,0.0413159152082292,0.0659378161279534,0.0597185122886748,0.0925043007460473,0,0.0326367325552971,0.232351057233514,0.280695882882768,0.0488166441224949,0.778923306511623,0.051538471008762,0,0.189884812933262
"R4163_YZ_21",0.0427759748792701,0.0405072632602705,0.108600153307856,0.0706130003088976,0.0840109362569165,0.0938801507289631,0.0945582027420772,0,0.0676053167644196,0.129892498385886,0,0.0766787695426044,0.523629819905453,0.0441941956484997,0,0.119226681371166
"R4163_YZ_22",0.0947842122513777,0.0802890024508157,0.134077852383337,0.121206591886969,0.104795039752795,0.179871679046486,0.119089218880396,0.00737186407682081,0.0809714024921388,0.326594123756661,0.155335930765313,0.0852632557771592,0.828253103453409,0.193767647487938,0.0129823378721181,0.275546851613213
"R4163_YZ_23",0.101330061271411,0.144474772775082,0.154159553307524,0.159367165821253,0.147648853860673,0.187915121307108,0.162760410294855,0.0110036222508389,0.0845997399866929,0.436676296402056,0.382864749337008,0.0892677632720185,0.85610797608181,0.306820285105045,0.0180408308183098,0.148741247429067
"R4163_YZ_25",0.0677894347761774,0.0545173223512954,0.126725614646166,0.064826769149738,0.087154260992988,0.0775496567192842,0.089602239112743,0,0.0509149715831859,0.157772633598239,0.277184638393063,0.0677897078342882,0.894129828751928,0.134791542409336,0,0.0806162963826911
"R4163_YZ_26",0.0394866753298605,0.0103880708976611,0.107102679409726,0.03106581371764,0.097837658724002,0.0714206722437274,0.114361111620708,0,0.0788270762546438,0.452367134124686,0.183516354724253,0.0918785523799892,0.55141379935748,0.0426632336541383,0,0.391229280197926
"R4163_YZ_28",0,0.0829418920003264,0.143110800599651,0.0868305232937491,0.107630892569018,0.125326521520125,0.120773587559904,0,0,0.200194327706404,0.123837596069506,0,0.294025379525893,0.0870599506627126,0,0.0700732131621083
