"","Quantiseq_NoSignature_NK","DeconRNASeq_BPRNACan_NK","DeconRNASeq_BPRNACan3DProMet_NK","DeconRNASeq_BPRNACanProMet_NK","Epidish_CBSX.NSCLC.scRNAseq_NKT","DeconRNASeq_CBSX.NSCLC.scRNAseq_NKT","DeconRNASeq_CBSX.NSCLC.scRNAseq_NK","Epidish_CBSX.LM22_NK.resting","Epidish_CBSX.LM22_NK.activated","DeconRNASeq_CBSX.LM22_NK.resting","DeconRNASeq_CBSX.LM22_NK.activated","DeconRNASeq_CBSX.melanoma_NK","Epidish_CCLE.TIL10_NK","DeconRNASeq_CCLE.TIL10_NK","Epidish_NSCLC.scRNAseq_NKT","DeconRNASeq_NSCLC.scRNAseq_NKT","DeconRNASeq_NSCLC.scRNAseq_NK","Epidish_LM22_NK.resting","Epidish_LM22_NK.activated","DeconRNASeq_LM22_NK.resting","DeconRNASeq_LM22_NK.activated","DeconRNASeq_melanoma_NK","Epidish_TIL10_NK","DeconRNASeq_TIL10_NK","CBSX_LM22_NK.resting","CBSX_LM22_NK.activated","CBSX_TIL10_NK","CBSX_CCLE.TIL10_NK"
"LUNG-NSCLC2-0588",0.0722314442354011,0.0636970597009377,0.106379814130329,0.111590331981665,0,0.0731169596237369,0.185883270698172,0.0290175565603525,0.0319289752871574,0.034332431553917,0.0057314578852148,0.0556777388492204,0.0917813279287395,0.185878639772968,0,0.0731169596237369,0.185883270698172,0.0290175565603525,0.0319289752871574,0.034332431553917,0.0057314578852148,0.0556777388492204,0,0.192399795206902,0.0615221764144167,0.0108696373979853,0,0.111890839988543
"LUNG-NSCLC2-0590",0.034332615762716,0.0412798925809964,0.0543474194367215,0.057885418370461,0.111867566446183,0.120220603510799,0.141932449432292,0.0765240058834503,0.0075805685741984,0.0146209790005544,0.0021855264645368,0.0494672044531478,0.0111135533496945,0.0812253194253061,0.111867566446183,0.120220603510799,0.141932449432292,0.0765240058834503,0.0075805685741984,0.0146209790005544,0.0021855264645368,0.0494672044531478,0.0901740899579338,0.159545506170068,0.0295941437717391,0.0354027488198251,0.099614962406775,0
"LUNG-NSCLC2-0592",0.0700890418669171,0.0331220241286607,0.0620301882506322,0.0633085636598174,0,0,0.0875266877501387,0.0337575211933896,0.0222253543166811,0,0,0,0.0490690185759185,0.184781932141665,0,0,0.0875266877501387,0.0337575211933896,0.0222253543166811,0,0,0,0.0587856353697815,0.203851198698724,0.0142460939783704,0.032689788537018,0.051213363335851,0.0029326477446291
"LUNG-NSCLC2-0593",0.0611834418590487,0.0422090062501618,0.0829543330256831,0.0892625992930794,0.0193351186021796,0.10465192513777,0.115058960489353,0.0702770504598739,0,0.0040125007729448,0,0.01901405238066,0.115242224432217,0.244892196125436,0.0193351186021796,0.10465192513777,0.115058960489353,0.0702770504598739,0,0.0040125007729448,0,0.01901405238066,0.168555360864085,0.269816468752381,0.0472187992649562,0,0,0.0839098344674157
"LUNG-NSCLC2-0595",0.0759013997455221,0.037636049503053,0.0561872232487624,0.0700439497363861,0.0800569142235009,0.124607574160528,0.122970162829253,0.043996104421586,0.003011561862983,0.004679576324301,0,0.0373280728693638,0,0.111951512024159,0.0800569142235009,0.124607574160528,0.122970162829253,0.043996104421586,0.003011561862983,0.004679576324301,0,0.0373280728693638,0.0630852753317603,0.1936430964146,0.0399262374548821,0.00014354330995328,0.118011355543964,0
"LUNG-NSCLC2-0596",0.0433107484887525,0.0342101479036709,0.0598482383106025,0.0684103094233895,0,0.0926148883546459,0.157818501721135,0.090657949679088,0,0.0284004867152358,0.0098191010343098,0.0269168992367277,0.0372682159806663,0.0670511940171704,0,0.0926148883546459,0.157818501721135,0.090657949679088,0,0.0284004867152358,0.0098191010343098,0.0269168992367277,0,0.0854847957174917,0.0176899388920804,0.0243016239523755,0.0595377908987759,0.0444476127272305
"LUNG-NSCLC2-0599",0.0595245872292647,0.0469655673751033,0.0789732353350097,0.0861462399646192,0,0.0238379315277859,0.133459279231622,0.0641741598913224,0,0.0027132525250352,0,0.0211511825955863,0.064712969911916,0.171571816940041,0,0.0238379315277859,0.133459279231622,0.0641741598913224,0,0.0027132525250352,0,0.0211511825955863,0,0.180221189507024,0.0788871237109302,0,0.0109484355711005,0.0669555703310658
"LUNG-NSCLC2-0602",0.0436721861272735,0.0426829556518161,0.0737656297567814,0.0816265785595137,0,0.0251464517544144,0.138728329167464,0.095935432493861,0,0,0,0,0.0925730227160147,0.0959304890395019,0,0.0251464517544144,0.138728329167464,0.095935432493861,0,0,0,0,0.0028276753165036,0.102798952369371,0.0607315163616423,0,0,0.117266306751806
"LUNG-NSCLC2-0603",0.033446031929394,0.0450872979798764,0.0545594233837843,0.0701567049611271,0.0239902598491189,0.050287487062609,0.132222887624008,0.0387833025931965,0.0042683627578919,0,0,0.0238265508472417,0,0.144212051563895,0.0239902598491189,0.050287487062609,0.132222887624008,0.0387833025931965,0.0042683627578919,0,0,0.0238265508472417,0,0.173793222362511,0.0317759556724042,0.0123244164105516,0,0
"LUNG-NSCLC2-0608",0.0299978932814287,0.0617409196308818,0.0691847484735921,0.0700649395412819,0,0.051319030087531,0.112049403155822,0.0500519204485349,0.006486336267787,0,0.0036345452374829,0.0249372479161321,0.0612563941141081,0.17763634782553,0,0.051319030087531,0.112049403155822,0.0500519204485349,0.006486336267787,0,0.0036345452374829,0.0249372479161321,0,0.195065281244007,0.0394924062597871,0.0057553011591993,0.117882299662015,0.0670577014596824
"LUNG-NSCLC2-0610",0.0485527108663037,0.0386303578862442,0.0703108713606487,0.0790186327056399,0,0.0247815868483274,0.151821195509087,0.0533073148223071,0,0,0,0.0073863876072029,0.0592679802191585,0.132217487547299,0,0.0247815868483274,0.151821195509087,0.0533073148223071,0,0,0,0.0073863876072029,0,0.144859879916668,0.0646404237662078,0,0,0.0748195726828049
"LUNG-NSCLC2-0611",0.0660037958284055,0.0272942254983266,0.0569382507086302,0.0598167930320595,0.0743652827236821,0.0815152296543152,0.0973617381841457,0.043495394759583,0.0111867006233545,0,0,0,0.106404257682676,0.282388515619265,0.0743652827236821,0.0815152296543152,0.0973617381841457,0.043495394759583,0.0111867006233545,0,0,0,0.115822582067536,0.300066039621739,0.0432903940071074,0,0.0890709230995254,0.137920653631342
"LUNG-NSCLC2-0622",0.0294369281795245,0.035322229523547,0.0499242479160494,0.0523071683769693,0,0.0543013037228164,0.108382599160464,0.0656061573539401,0,0,0,0.0085670668720023,0.0222793370460878,0.158697420606274,0,0.0543013037228164,0.108382599160464,0.0656061573539401,0,0,0,0.0085670668720023,0,0.19338484122535,0.059381049036853,0,0,0.0101797753078402
"LUNG-NSCLC2-0623",0.0522790998107222,0.0297299667949778,0.0631372595582218,0.0826808689984762,0,0.0651319072452187,0.149792529018352,0.0668671789205919,0.0202744292918449,0.0454127751715859,0.0252648814905434,0.026346592106215,0.0472410255700668,0.0926418961934366,0,0.0651319072452187,0.149792529018352,0.0668671789205919,0.0202744292918449,0.0454127751715859,0.0252648814905434,0.026346592106215,0,0.111148685696852,0.0609301615566451,0.0131744215868698,0,0.0657739866796606
"LUNG-NSCLC2-0630",0.025881668151746,0.0265392541191786,0.0452040098701899,0.0618804947377968,0.0965333424644052,0.120895327546188,0.109097323030829,0.0681770469103973,0,0,0.0018512208151066,0.0326592604499492,0.0070821251560694,0.230130573573905,0.0965333424644052,0.120895327546188,0.109097323030829,0.0681770469103973,0,0,0.0018512208151066,0.0326592604499492,0,0.283843536710191,0.0504950105184814,0.0018334672482115,0,0.0051591175966257
"LUNG-NSCLC2-0631",0.0423478396225276,0.0180889636318919,0.0290555075910318,0.038995022670983,0,0.0460651955720754,0.122585005353689,0.0452332091256708,0,0,0,0.000379991737235824,0.0270370445805646,0.0960824140520948,0,0.0460651955720754,0.122585005353689,0.0452332091256708,0,0,0,0.000379991737235824,0,0.113008779267887,0.0373184232391146,0.0038885334343633,0.0265270867881581,0.0439060346569595
"LUNG-NSCLC2-0632",0.0488177261955462,0.0348903619745586,0.0597524964499534,0.0628220110199155,0,0.0444791775794269,0.139912367093443,0.0294083344402904,0.0195746142575942,0.0103778374874557,0,0,0.0666422539572948,0.116784300651059,0,0.0444791775794269,0.139912367093443,0.0294083344402904,0.0195746142575942,0.0103778374874557,0,0,0.0777580369371533,0.147392980582497,0,0.0412405314892694,0,0.0138665540792995
"LUNG-NSCLC2-0633",0.0450321531599215,0.0461177192877014,0.0672943222228008,0.0731752452161367,0,0.0274893197585513,0.0808749334018908,0.0671158332706737,0,0,0,0.0213278647312071,0.0555954574838576,0.212621881104942,0,0.0274893197585513,0.0808749334018908,0.0671158332706737,0,0,0,0.0213278647312071,0.0432393137040246,0.214984431179867,0.0455081621047746,0,0.0133034120425547,0.0721130114055137
"LUNG-NSCLC2-0635",0.0375560441290813,0.0571225899121142,0.0618107079608375,0.0803480488114781,0.215322088593005,0.12460418750711,0.185739267525722,0.100864631270567,0,0.000314115163994384,0.0133022311195172,0.0526868077550402,0.0041800174192135,0.090771750502804,0.215322088593005,0.12460418750711,0.185739267525722,0.100864631270567,0,0.000314115163994384,0.0133022311195172,0.0526868077550402,0.0661642027573712,0.144240586786431,0.0915027691963759,0,0,0
"LUNG-NSCLC2-0641",0.0556550104211261,0.0556437286190059,0.0714972818513829,0.0811791146673794,0.138136852250003,0.0651318449206285,0.140333363571218,0.0615063874204484,0.0014092930259183,0,0.0075078588405254,0.0180531530343202,0.0984474330807765,0.130904791374586,0.138136852250003,0.0651318449206285,0.140333363571218,0.0615063874204484,0.0014092930259183,0,0.0075078588405254,0.0180531530343202,0.0066938131100507,0.16664210826965,0.0479486100174776,0.0056459198968452,0,0.101509658091238
"LUNG-NSCLC2-0648",0.045255821196188,0.0517029006692542,0.0739837184775401,0.0803100451767793,0.0547762298918853,0.0303069045547432,0.116016260676715,0.112676380240804,0,0,0,0,0.0535629713323511,0.141935024750078,0.0547762298918853,0.0303069045547432,0.116016260676715,0.112676380240804,0,0,0,0,0,0.159335356215185,0.0857009564297587,0,0.117919678128714,0.0553649645383376
"LUNG-NSCLC2-0652",0.0526707525288707,0.0390191848855267,0.0578890855475071,0.0738819712178198,0,0.052675200785982,0.125496375495987,0.0367043355856095,0.0031221158383431,0,0.0040312375769889,0,0.0582914125036694,0.278679545739598,0,0.052675200785982,0.125496375495987,0.0367043355856095,0.0031221158383431,0,0.0040312375769889,0,0,0.282884906375233,0.0129296409807801,0.0141128828974517,0,0.0998042587630875
"LUNG-NSCLC2-0657",0.0613338948967667,0.0303758922872579,0.0691743476804836,0.074504929421581,0,0,0.110929120113038,0.0451306847447837,0.0068623859425286,0.0213375563834859,0.0020705408573225,0,0.0906447867161014,0.105231818170347,0,0,0.110929120113038,0.0451306847447837,0.0068623859425286,0.0213375563834859,0.0020705408573225,0,0.0638854456992562,0.107405780296974,0.0454519224015117,0.0026242434201128,0,0.119642816917033
"LUNG-NSCLC2-0660",0.0489132675680241,0.0276177075962434,0.0517316481879602,0.0536355187423175,0,0.0632682330706933,0.132164060490229,0.0529430404553198,0,0,0,0.002066807074741,0.0966986155934499,0.0948454125093047,0,0.0632682330706933,0.132164060490229,0.0529430404553198,0,0,0,0.002066807074741,0,0.123963697511954,0.0245910775117479,0.008308305657839,0.11611596431596,0
"LUNG-NSCLC2-0678",0.0494020562051381,0.0657146895368257,0.0647909703689462,0.0745820388497018,0.13243205475832,0.0950572570726796,0.15527774435055,0.0784473731664578,0,0.0023541180798648,0,0.0549545450604372,0.0095383565358634,0.105386978015282,0.13243205475832,0.0950572570726796,0.15527774435055,0.0784473731664578,0,0.0023541180798648,0,0.0549545450604372,0,0.135561170160289,0.0791669246996572,0,0,0
"LUNG-NSCLC2-0683",0.0646669364330974,0.0411885843779691,0.0632284722193141,0.0710940968360629,0,0.0420451466282652,0.127346492554019,0.0526700433328111,0.0101392623926177,0,0,0.0036374741122614,0.064543187673611,0.248817594028876,0,0.0420451466282652,0.127346492554019,0.0526700433328111,0.0101392623926177,0,0,0.0036374741122614,0.0082502416861597,0.269254584959264,0,0.0191339573955894,0.152257772946924,0.113871890091126
"LUNG-NSCLC2-0685",0.0572740216234127,0.0532743103357936,0.0596417182753506,0.0803660763882798,0,0.0560991716005998,0.135521434905031,0.0412285825123557,0,0,0,0.0190565128190556,0.0623936102218864,0.157286661733141,0,0.0560991716005998,0.135521434905031,0.0412285825123557,0,0,0,0.0190565128190556,0,0.174701809958017,0.0302057041096508,0.0038693553867617,0,0.117408957307394
"LUNG-NSCLC2-0687",0.0601931501718427,0.0468940728586876,0.0817353291717973,0.0896419979711251,0,0.0636956895085699,0.147106816875837,0.0059077136316895,0.0355636664860402,0.0275119166817831,0,0.0193639103226041,0.0751153484662924,0.165355665408896,0,0.0636956895085699,0.147106816875837,0.0059077136316895,0.0355636664860402,0.0275119166817831,0,0.0193639103226041,0,0.172486787696142,0,0.0382172624982219,0,0.107760587897984
"LUNG-NSCLC2-0689",0.0514144397650632,0.0539266036310432,0.072166259514581,0.104863358505786,0,0.0901545948368508,0.124264419799951,0.0643555588276358,0,0.0049118647578575,0,0.0392142245841967,0.0553587504076226,0.372550413327468,0,0.0901545948368508,0.124264419799951,0.0643555588276358,0,0.0049118647578575,0,0.0392142245841967,0,0.380816040310763,0.0436937808371636,0,0,0.0040353415783582
"LUNG-NSCLC2-0695",0.0436960981024248,0.062699525431895,0.0879096328194666,0.0914558612936152,0,0.153553195995383,0.147989012776112,0.0121040122235946,0.0342053010249476,0.0084352178822001,0.0183067192007632,0.0951499315651346,0.136529015956149,0.343535866000075,0,0.153553195995383,0.147989012776112,0.0121040122235946,0.0342053010249476,0.0084352178822001,0.0183067192007632,0.0951499315651346,0.10965456236213,0.359072058051006,0,0.0515880826116768,0,0.0646710040587608
"LUNG-NSCLC2-0696",0.0508276621208021,0.0426777932872352,0.0650583861462655,0.0709280551226758,0.0406359054058162,0.105898793574527,0.0876040939948179,0.0297213017747395,0.017988877655222,0,0,0.0300370045918914,0.0922083648387728,0.387857003637999,0.0406359054058162,0.105898793574527,0.0876040939948179,0.0297213017747395,0.017988877655222,0,0,0.0300370045918914,0.0737913682366325,0.392806343441031,0.0546767044436439,0.0038060322092041,0,0.114423958357445
"LUNG-NSCLC2-0698",0.0531377779047139,0.024315199214882,0.0483129296354355,0.056302389155919,0,0.0178484687851789,0.137457108026071,0.0546053418508473,0.0058172120131585,0,0,0.001327129823799,0.105902777459345,0.134010565944467,0,0.0178484687851789,0.137457108026071,0.0546053418508473,0.0058172120131585,0,0,0.001327129823799,0.186977273188961,0.148805703360243,0.0425359979242217,0.0167417758096642,0.216972957700906,0.104118573430705
"LUNG-NSCLC2-0704",0.0669252438048367,0.0600964294474063,0.0717438340849251,0.0754767205499394,0.214785248156161,0.0940096680731821,0.136908406488434,0.0270673641883745,0.0750102379695493,0.0372844052973407,0.009963062363636,0.0178856540809017,0.0885211726628383,0.317539351346014,0.214785248156161,0.0940096680731821,0.136908406488434,0.0270673641883745,0.0750102379695493,0.0372844052973407,0.009963062363636,0.0178856540809017,0.109430058133405,0.345519986401414,0.0642892521221195,0.0310784213088747,0,0.0416014419471869
"LUNG-NSCLC2-0705",0.0364124814475846,0.053551096441849,0.0619469097229668,0.0724358179936546,0.037468309480095,0.0901074106037052,0.149234655653224,0.0902288090525505,0,0,0,0.0322568042245006,0.0267783693521586,0.106273296647216,0.037468309480095,0.0901074106037052,0.149234655653224,0.0902288090525505,0,0,0,0.0322568042245006,0,0.127780562747188,0.0866721913902626,0,0,0.0257884936572462
"LUNG-NSCLC2-0707",0.0254717067881644,0.0436524807413378,0.0572079346385107,0.0587969239197905,0.0914532635193284,0.0701934250367158,0.116057639453694,0.013521124695334,0.0461531840787302,0,0.0246784219535164,0.0311720860137607,0.0401847110222685,0.114003267472106,0.0914532635193284,0.0701934250367158,0.116057639453694,0.013521124695334,0.0461531840787302,0,0.0246784219535164,0.0311720860137607,0,0.133137463499259,0,0.0463574356592016,0,0.0346954492912872
"LUNG-NSCLC2-0709",0.0523223303704311,0.0345779968428733,0.0498709784674129,0.0610676033257455,0,0.0840655574349347,0.138670235080373,0.0431532222505016,0.0112289590880307,0,0,0.0054438791583646,0.0963378082081142,0.259749331972294,0,0.0840655574349347,0.138670235080373,0.0431532222505016,0.0112289590880307,0,0,0.0054438791583646,0.0263707258437868,0.272299661076608,0.042653442553972,0.0028508070002821,0,0
"LUNG-NSCLC2-0712",0.0554970424702059,0.0559462909794545,0.0844016179997209,0.0917903345425941,0.0664793846195116,0.154955497553137,0.156843850770739,0.0678422793976967,0,0.026841548166257,0.0062401839129103,0.0683974251058597,0.0636700277942262,0.256846570203589,0.0664793846195116,0.154955497553137,0.156843850770739,0.0678422793976967,0,0.026841548166257,0.0062401839129103,0.0683974251058597,0,0.271170677221209,0.0362303506291133,0.0169416366936011,0.0373086824113428,0
"LUNG-NSCLC2-0714",0.045279742458848,0.0409929259295058,0.059112140954485,0.0677774722852395,0,0.112033620170386,0.141230838997159,0.0136831272083837,0.0485587123168126,0,0.0141817646160561,0.0395810590126201,0.0654281592507835,0.347394585863316,0,0.112033620170386,0.141230838997159,0.0136831272083837,0.0485587123168126,0,0.0141817646160561,0.0395810590126201,0,0.368038587287917,0,0.0581817194323896,0,0.0859827373363455
"LUNG-NSCLC2-0715",0.0658199781938738,0.0450237365962176,0.0546591193077669,0.0671804071859691,0,0.0747258951119038,0.138787586028714,0.0627422220855017,0.0014122065245713,0,0,0.0147043385323826,0.0561016916814042,0.223108172023455,0,0.0747258951119038,0.138787586028714,0.0627422220855017,0.0014122065245713,0,0,0.0147043385323826,0,0.236298725636043,0.0473725138881286,0.0019978844752422,0.10902980934736,0.0430265936440467
"LUNG-NSCLC2-0718",0.0491182934203043,0.0431364740897641,0.0440077409082508,0.0829354332226254,0.0095922835503172,0.0058055382393681,0.1063381627818,0.105300955496467,0,0.0454765172797122,0.0033790665572119,0.0074167469515395,0.0492887382099325,0.114572094424739,0.0095922835503172,0.0058055382393681,0.1063381627818,0.105300955496467,0,0.0454765172797122,0.0033790665572119,0.0074167469515395,0.048887489299384,0.148000753676177,0.0324785773934774,0.0381127023994737,0.271974583532975,0.0573828590350684
"LUNG-NSCLC2-0720",0.0479397115683679,0.0411635897297,0.0768932396578273,0.0820519949817958,0.0631504637506463,0.117487755366813,0.105185616973102,0.0678184998817388,0,0,0.0083080562813526,0.0379645945938097,0.108076894088076,0.248015279101853,0.0631504637506463,0.117487755366813,0.105185616973102,0.0678184998817388,0,0,0.0083080562813526,0.0379645945938097,0.0226398267136617,0.25954762619819,0.0554123353114257,0,0,0.152626106343006
"LUNG-NSCLC2-0727",0.0527927424813646,0.0417591762165612,0.0457219841222146,0.0534776775803441,0,0.0546533579107521,0.129678523673008,0.0567498806893742,0.0107280212028733,0.0061908621302698,0.0220898532487783,0.000347336660389302,0.0430160895237339,0.215436461929957,0,0.0546533579107521,0.129678523673008,0.0567498806893742,0.0107280212028733,0.0061908621302698,0.0220898532487783,0.000347336660389302,0,0.210495605927981,0.0808348109430017,0,0,0.0718537631531701
"LUNG-NSCLC2-0728",0.058160205381179,0.0355580791509251,0.0526922264718108,0.059153695484235,0,0.0342854592159894,0.0920329762992746,0.0220165453060276,0.0193794921220307,0,0.0084519810431542,0,0.0952931418210858,0.295259426167194,0,0.0342854592159894,0.0920329762992746,0.0220165453060276,0.0193794921220307,0,0.0084519810431542,0,0.0742880364423536,0.280856878086459,0.0019851751251046,0.0205469495799083,0.0445268752157124,0.0645055514296001
"LUNG-NSCLC2-0729",0.062431272479291,0.0424740507643724,0.0825029028600246,0.0903115458977807,0,0.0917725352792304,0.136841458978816,0.0854260030975851,0,0,0.0054421243260089,0.0223130824833301,0.0416511677383566,0.164585278995301,0,0.0917725352792304,0.136841458978816,0.0854260030975851,0,0,0.0054421243260089,0.0223130824833301,0,0.17550788631553,0,0.0094741807048598,0,0.0520062025815612
"LUNG-NSCLC2-0730",0.0424800436441131,0.0402872763537106,0.0568931221586424,0.0683587814810149,0.0222024634769349,0.0671218326907324,0.175551953397736,0.0753197972039039,0.0105343325137306,0,0.113169645404439,0.0485231256864418,0.0551100254236996,0.113854673671138,0.0222024634769349,0.0671218326907324,0.175551953397736,0.0753197972039039,0.0105343325137306,0,0.113169645404439,0.0485231256864418,0,0.149602112239583,0.0850985760985503,0,0,0
"LUNG-NSCLC2-0732",0.0395772245773081,0.0361110877772926,0.0441971158109283,0.0666155959170821,0,0.111319107024739,0.133985463810138,0.0756139199684911,0,0,0,0.0347109699380865,0.0517722525995204,0.215439609698072,0,0.111319107024739,0.133985463810138,0.0756139199684911,0,0,0,0.0347109699380865,0.0210037008421222,0.267535193270641,0.0504262798483752,0,0.0990608735822914,0.012720660995058
"LUNG-NSCLC2-0734",0.0731558186608669,0.0254667574355605,0.0619217231422091,0.0630366222461634,0,0.0888792872861354,0.0822394649639019,0.044275605242931,0.0074031514437841,0,0,0.0253509715182714,0.128966295260782,0.35701109361605,0,0.0888792872861354,0.0822394649639019,0.044275605242931,0.0074031514437841,0,0,0.0253509715182714,0.173580760682096,0.365648021776937,0.0380291463311497,0,0.1522513725395,0.167924627374392
"LUNG-NSCLC2-0736",0.0504598181561726,0.0472144055850851,0.0690203442625013,0.0765436261279167,0.0334821307559862,0.0823055221397982,0.126036633185652,0.0535907416598146,0.0066219093611906,0.0110139771367046,0.0227998191538308,0.0173900596194341,0.0445304154046533,0.193473825874524,0.0334821307559862,0.0823055221397982,0.126036633185652,0.0535907416598146,0.0066219093611906,0.0110139771367046,0.0227998191538308,0.0173900596194341,0,0.212567126771375,0.0244745113136969,0.01771171821444,0,0
"LUNG-NSCLC2-0737",0.0525476000295389,0.051152285878381,0.0753465621977451,0.0805311246836014,0,0.0275743885842115,0.136214813446817,0.0919958832368506,0,0.0067166268056219,0,0.0069175946257986,0.0610769306075206,0.120471122061046,0,0.0275743885842115,0.136214813446817,0.0919958832368506,0,0.0067166268056219,0,0.0069175946257986,0.0034072025871268,0.133666463373042,0.0140407664860835,0.0158454218844095,0.123108313271535,0.0314173549415028
