"","Quantiseq_T_cell_CD4._.non.regulatory.","Epidish_BPRNACan_CD4","DeconRNASeq_BPRNACan_CD4","Epidish_BPRNACan3DProMet_CD4","DeconRNASeq_BPRNACan3DProMet_CD4","Epidish_BPRNACanProMet_CD4","DeconRNASeq_BPRNACanProMet_CD4","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","Epidish_CCLE_TIL10_T.cells.CD4","DeconRNASeq_CCLE_TIL10_T.cells.CD4","Epidish_CD226_CD4","Epidish_TIL10_T.cells.CD4","DeconRNASeq_TIL10_T.cells.CD4","CBSX__LM22__T_cells_CD4_naive","CBSX__LM22__T_cells_CD4_memory_resting","CBSX__LM22__T_cells_CD4_memory_activated","CBSX__scRNA.melanoma__T_cells_CD4","CBSX__HNSCC__T_cells_CD4","CBSX__TIL10__T.cells.CD4","CBSX__CCLE.TIL10__T.cells.CD4","CBSX__CD226__CD4"
"J8_p1_rep2_auto",0.0160318431256287,0.00035329052854591,0.0372410561000304,0.0051064096536143,0,0,0,0.973087760059201,0.34764048220876,0.019048055179931,0.293535291234968,0,0.0762540157512988,0.315893426677055,0,0.021033251747077,0.011917929591733,0.1101521938166,0.958568627947653,0.163426096116436,0.0764213055003426,0.313068264396805
"J11_p1_rep1_auto",0.0779855306830283,0.0035932412295548,0.0403281850782541,0.0071717623602599,0,0.0060764492766005,0,0.966914352799851,0.375584436336247,0.0278749111824011,0.345267988254958,0,0.0704285946942198,0.36961807993882,0,0.0149246640178816,0.0224914435695695,0.173934538652845,0.967891782368572,0.250822275526407,0.0583314072064458,0.325446844668357
"J11_p1_rep2_auto",0.105703955057392,0.0029233905628437,0.042129700267155,0.0069442750732832,0,0.0050711328568957,0,0.960312815468632,0.398247564939725,0.0163128851174485,0.347978030805895,0,0.04927446808397,0.372781645070773,0,0.0308828652409163,0.028321629851305,0.154683718669647,0.981273774360756,0.264727589560382,0.0621222856706787,0.324458493495922
"J14_p1_rep1_auto",0.0302471715754061,0.00081889100546898,0.0478122608666354,0.00473121017347,0,0.0029220495275486,0,0.978618793299472,0.382281206929131,0.0221219996254901,0.354937119737406,0,0.0769881851757426,0.380500897156837,0,0.0254335098579069,0.0232333616185871,0.118686202210504,0.981124260891367,0.221565920537024,0.0557564927029888,0.340696361678647
"J14_p1_rep2_auto",0,0.0015652968891707,0.0493040109333197,0.0052945907954107,0,0.0027952942864555,0,0.98123000315413,0.39614571604922,0.0141289343502311,0.344750143342461,0,0.0565774535357407,0.370263626621719,0,0.0354323631944936,0.0058876557090699,0.135174498820005,0.976458036491889,0.258186574192526,0.0451875186941823,0.327629833277626
"J1_p2_rep1_auto",0.199993804655184,0.0129107119998518,0.0661912827567623,0.0177779165445773,0.0011844823509448,0.0127721524197791,0.0086896761441673,0.997417822879852,0.449955993714771,0.168648132796665,0.478178035108471,0,0.338752610199828,0.499225044465503,0.0022248829111187,0.0361956705057705,0.0521051967963723,0.159483482693541,0.999035276193854,0.276234609584547,0.256286970253297,0.262077478978347
"J1_p2_rep2_auto",0.200012306746791,0.0123544357558977,0.0645311834486524,0.0145163901768608,0,0.0089966503372998,0.00087078231059412,0.99784156330701,0.439478028924397,0.196549002828756,0.474464892800236,0,0.371801200310823,0.495390554481576,0,0.0413275528213906,0.051134706736083,0.147342866169197,0.999458878797512,0.283021111982253,0.269947182465863,0.248903527422861
"J4_p2_rep1_auto",0.0884596219453562,0.010875990211011,0.0866593922982164,0.008677398572574,0,0.0058732027661362,0.0111056384074875,0.990806787923578,0.458257244832485,0.0732472034774918,0.410321495669005,0,0.22772120941668,0.432637922218972,0,0.0653293820623712,0.0441122883781447,0.139732780577133,0.997970732165388,0.254590774560988,0.104932008118134,0.278487587041399
"J4_p2_rep2_auto",0.1096808104264,0.0110538220183157,0.0817023996655214,0.0080690626450892,0,0.0049105823763904,0.0020331788762686,0.991726841549506,0.463876408421781,0.0677954984087733,0.413823952514809,0,0.239268336775187,0.436525928047344,0,0.0541606612604219,0.0425595764312409,0.132189831887046,0.998755925320014,0.153104801837056,0.0537239082504691,0.274217179290949
"J8_p2_rep1_auto",0.130800320242974,0.0083173170799536,0.0478060701319345,0.006728103423825,0,0,0,0.964763740113472,0.440125048662411,0.0973037295321868,0.409261916476128,0,0.22073520450292,0.428323601670479,0,0.053836395928366,0.0410185637287036,0.128597139505083,0.968324452890887,0.156959599523496,0.12350832977113,0.306333535352089
"J8_p2_rep2_auto",0.139799149457783,0.0085285030647481,0.0391406017803586,0.0052069738243068,0,0,0,0.966642087108773,0.439911426843862,0.126641638090257,0.415836688310829,0,0.217575090698407,0.435515635931483,0,0.0608924106247365,0.0413050484881067,0.125362567300114,0.966497264746932,0.217653550942042,0.141556031989474,0.284382486382437
"J11_p2_rep1_auto",0.094471370199869,0.0313869815933328,0.0682585301032593,0.0360334732595284,0,0.0294498472990554,0,0.96665345492913,0.465117924400563,0.089519071136696,0.431001411937425,0,0.258410244001588,0.45139025838683,0,0.050402326144781,0.0509829963766005,0.13007203905067,0.980584931045981,0.204867397235038,0.101927188744349,0.301588788421018
"J11_p2_rep2_auto",0.100034496937101,0.0059830173852885,0.0535536861858597,0.0071262566166814,0,0.0021720156409487,0,0.967779440489541,0.467746526632005,0.104409633148261,0.429781779671637,0,0.266098132233173,0.450633645118745,0,0.0517776168883129,0.0546953735601968,0.131358464832676,0.973498513464302,0.161324302956764,0.0711863354080317,0.283878179719051
"J14_p2_rep1_auto",0.0344330332061587,0.0109990022579304,0.0780195195020577,0.0133539293668922,0,0.011479434931761,0.0067001992478493,0.974752042195212,0.452514075071658,0.14727286482995,0.433592356662716,0,0.330710649126454,0.455338675550887,0,0.0634397669235265,0.0555082011655944,0.122147009671087,0.981271059592511,0.212908482942964,0.119665343090785,0.286633366344988
"J14_p2_rep2_auto",0.111878849896978,0.0096439337972792,0.0695461394776692,0.013035703130003,0,0.0104967320515327,0,0.973720729679168,0.466090548365173,0.162275565142763,0.441721636352385,0,0.290907914483809,0.46245758018834,0,0.0701266644079133,0.0362519137918866,0.132315466147757,0.978779542889745,0.217312527273521,0.156842229103856,0.328748339607869
"J1_p3_rep1_auto",0.0194428371299466,0,0.0592411589117921,0.0025339248848395,0.0015944992937997,0,0.0061773432222338,0.920356936054371,0.357326148181827,0.0181240970726039,0.412092500132324,0,0.106774898291426,0.433394134558236,0.00075417099160319,0,0.0517050702383828,0.153968433118505,0.918748389902141,0.171354910984465,0.0849389229152329,0.327371160339675
"J1_p3_rep2_auto",0.0505927444150874,0,0.0577291922359726,0.0033722073687032,0.0058949058450571,0,0.0091891576781308,0.922544026517407,0.365067575716194,0.0165604142360797,0.414925310993122,0,0.121498322590184,0.435897119905999,0,0.0418902658503305,0.0509543361286049,0.141145235202645,0.92187241611313,0.177563052248766,0.0508664705834206,0.324976803546324
"J4_p3_rep1_auto",0.157240787519642,0,0.0564496462571068,0.00044695694924769,0,0,0,0.915356791844629,0.378183210404907,0.0611124888037589,0.376663494418738,0,0.188818832591146,0.396606845667383,0,0.0134498215835027,0.0464046607743731,0.164177055639242,0.915392156143075,0.126012959560092,0.124788711629849,0.334029734451843
"J4_p3_rep2_auto",0.13723461695714,0,0.0609331598555278,0.00087256658067066,0.0013944453427856,0,0.0043160692489468,0.910551735793817,0.368383177440053,0.0648308155378989,0.387124437244689,0,0.187568230091146,0.407367785397307,0,0.00046395990212674,0.0098308710661844,0.149352458174107,0.908648628777244,0.155467264058598,0.136708521340566,0.328326409017539
"J8_p3_rep1_auto",0.194349501480268,0,0.0582043613896128,0,0.00094725757611144,0,0.0036862304408062,0.90024030455506,0.376389131111081,0.0828253877988217,0.384903673196933,0,0.257367944687783,0.405388051195797,0,0.0506619362266994,0.0334403387436518,0.161636452443083,0.908049208983236,0.175741460238121,0.17106085033083,0.33858036660303
"J8_p3_rep2_auto",0.171464947522381,0,0.0506479344548646,0.00014648796024854,0,0,0,0.905047058522599,0.363274865215062,0.0712288204736211,0.389490340862824,0,0.207927442618015,0.410065508273643,0,0.0496251747391951,0.0292356902092744,0.132205943859663,0.909298161871291,0.16510533043332,0.187338452074351,0.336479986803316
"J11_p3_rep1_auto",0.174743649530791,0,0.0586054581739799,0.00088678140666143,0,0,0.00019037426049492,0.896706392623858,0.381709924205075,0.0797806267631189,0.392453685312759,0,0.223241220126306,0.410809026123702,0,0.0643111890462602,0.0248445748294745,0.157760905376611,0.898950860482538,0.162087985857081,0.14590604032354,0.337285124592212
"J11_p3_rep2_auto",0.176633580973238,0,0.0722874474816082,0.00078009968525444,0.0210614386256003,0,0.0214247617005456,0.894598216411957,0.392870577070683,0.113195099000736,0.406454998680105,0,0.27387408874315,0.425160421380721,0,0.0437965200133106,0.0553821899168677,0.156213196752041,0.88791978975675,0.175946239495252,0.223707763214325,0.331804971952781
"J14_p3_rep1_auto",0.13923216384267,0,0.0629867800866055,0,0.012509902799856,0,0.0146021235442539,0.893421331279072,0.369709399801388,0.0900987282126532,0.410538354061926,0,0.257791817970245,0.432291946202498,0,0.0536603543213281,0.0371031230669612,0.17636434084332,0.892687126997525,0.147447335249703,0.160637418732916,0.356715239909937
"J14_p3_rep2_auto",0.249968878933282,0,0.0656493624194641,0.00038585957161797,0.0028126646373944,0,0.0070845425900087,0.90184840759826,0.39162499542935,0.0706109626728871,0.379218456863388,0,0.305530122383797,0.395693596205186,0,0.0695288493181195,0.0677815039539735,0.133429598336071,0.904357744924499,0.173166586212037,0.176028885385517,0.373214835871758
