"","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","CBSX__scRNA.melanoma__CAF","CBSX__HNSCC__CAFs"
"Patient142",0.122920547672495,0.214979830473758,0.364406493525449,0.205125384345702,0.122920547672495,0.214979830473758,0.12935767931113,0.38532026279481
"Patient143",0.0156190930764999,0.307874249706365,0.067056959727564,0.158095963502557,0.0156190930764999,0.307874249706365,0.121786186177794,0.246341492204464
"Patient144",0.032455667322777,0.158208742153058,0.687385861722024,0.23479084715909,0.032455667322777,0.158208742153058,0.0225503804058247,0.696543297278106
"Patient145",0.116662011974184,0.201132957989764,0.50060480548092,0.269909226183435,0.116662011974184,0.201132957989764,0.10903072448972,0.535182377612507
"Patient146",0.116973964235362,0.192756560320777,0.712540546400487,0.249105069518058,0.116973964235362,0.192756560320777,0.137448903595621,0.683172205863262
"Patient147",0.0524225980366026,0.17006588567785,0.655703238218976,0.142930203654794,0.0524225980366026,0.17006588567785,0.0577902286580416,0.621549593949289
"Patient148",0.0197062618286255,0.140533855324123,0.225943330897655,0.104297126590972,0.0197062618286255,0.140533855324123,0.0162144290549527,0.192656098039088
"Patient149",0.495395527322763,0.227140743711225,0.29782344458365,0.185695419417191,0.495395527322763,0.227140743711225,0.505065207619789,0.293945442438068
"Patient14",0.0653055750124886,0.187725291877285,0.378405438849887,0.164454911603445,0.0653055750124886,0.187725291877285,0.0673777327692212,0.394152826770448
"Patient150",0.182841528142917,0.186955734457026,0.381954429389987,0.143319470304186,0.182841528142917,0.186955734457026,0.183236743693948,0.399639446173753
"Patient154",0.413838438997645,0.244414055592868,0.819483248528711,0.287251720013893,0.413838438997645,0.244414055592868,0.419551990381709,0.796956591110531
"Patient155",0.131182055331153,0.184889552296228,0.18236868713023,0.132727903228589,0.131182055331153,0.184889552296228,0.130262933069903,0.199746417119291
"Patient156",0.222857614058541,0.198194525398676,0.674443861584061,0.198532509909691,0.222857614058541,0.198194525398676,0.221690165707742,0.672686263406211
"Patient158",0.398418831592175,0.200193685230691,0.309215327755528,0.155742573213547,0.398418831592175,0.200193685230691,0.408942237847538,0.339953156617272
"Patient159",0.101554135653132,0.179355074624739,0.485035114694737,0.11930779235983,0.101554135653132,0.179355074624739,0.0934666633239595,0.416561106628246
"Patient15",0.0487962454634039,0.174495530461472,0.337190398103911,0.119753670359934,0.0487962454634039,0.174495530461472,0.0432789940773336,0.355078934979861
"Patient162",0,0.121248037982836,0.179967196928831,0.14848681776551,0,0.121248037982836,0,0.135196101874957
"Patient163",0.568434107284279,0.196690162859628,0.681208026461952,0.146086140760711,0.568434107284279,0.196690162859628,0.545704316260037,0.590131620420025
"Patient165",0.0807177101772933,0.166327671724717,0.586529411255868,0.273861530232552,0.0807177101772933,0.166327671724717,0.0654626285437797,0.617415984778387
"Patient166",0.0361924562244567,0.178524177468998,0.672587043488657,0.166105476569614,0.0361924562244567,0.178524177468998,0.0340008972130693,0.649207363902344
"Patient167",0.0161895994037842,0.157540096710158,0.372361016789409,0.11802394485426,0.0161895994037842,0.157540096710158,0.0042203186609502,0.379028695587088
"Patient168",0.0280935464628914,0.155149535619894,0.671754388276963,0.198519476035895,0.0280935464628914,0.155149535619894,0.0307974442931855,0.673981424454299
"Patient169",0.282750407118281,0.181763486034403,0.446210542973802,0.170346176963479,0.282750407118281,0.181763486034403,0.239524686527631,0.430051895318275
"Patient170",0.0443415872027621,0.169981245869901,0.526912536825471,0.145067410349956,0.0443415872027621,0.169981245869901,0.0496693664356696,0.540938646195374
"Patient172",0.244740105992489,0.20723047088244,0.409057008539736,0.221715118780437,0.244740105992489,0.20723047088244,0.25118409617539,0.418320363385889
"Patient173",0.153290218852236,0.19219787485846,0.650249357299816,0.22186249037639,0.153290218852236,0.19219787485846,0.16382436199901,0.654170867898327
"Patient179",0,0.167870922341621,0.0299156501358685,0.113203594428836,0,0.167870922341621,0,0.128800856199026
"Patient17",0.127919555583678,0.193548464684942,0.268417884957893,0.176735660290728,0.127919555583678,0.193548464684942,0.119467322318318,0.28981316056356
"Patient181",0.3103702430396,0.266947724060987,0.567385900100271,0.202831192568273,0.3103702430396,0.266947724060987,0.321796210828985,0.603182262832962
"Patient183",0.193780200930863,0.187339343757907,0.301138299022121,0.115817323436251,0.193780200930863,0.187339343757907,0.21849762871353,0.300089697814019
"Patient184",0.0905590967225334,0.193256841431449,0.315176416035067,0.176346506844827,0.0905590967225334,0.193256841431449,0.0976768868013633,0.308968888855542
"Patient185",0.0933941225685398,0.184181510344311,0.541709207369941,0.213404203129601,0.0933941225685398,0.184181510344311,0.103954335074014,0.596273365248986
"Patient187",0.0893935542764424,0.184412706655622,0.624736219483234,0.258619472847538,0.0893935542764424,0.184412706655622,0.085379072262069,0.6564612697678
"Patient188",0.563814943077428,0.196368938673514,0.674148004216585,0.144009291056201,0.563814943077428,0.196368938673514,0.439209528625191,0.660174015418803
"Patient18",0.0104797122108581,0.0889425196080679,0.59233288172883,0.158038161508588,0.0104797122108581,0.0889425196080679,0.0114004087611708,0.584492959993161
"Patient1",0.00582810221780355,0.167339041400597,0.193869991976266,0.112029250031489,0.00582810221780355,0.167339041400597,0.00748990801216175,0.215608681965399
"Patient20",0.640801676277988,0.221264651232104,0.33142592923157,0.156397022906933,0.640801676277988,0.221264651232104,0.644199956136576,0.343653480032418
"Patient21",0.00326272684512198,0.143879863562388,0.382713030560381,0.112757841154631,0.00326272684512198,0.143879863562388,0.00313102438942132,0.374947875131192
"Patient22",0.0194745984624519,0.149473094686733,0.611809952497905,0.118779314817267,0.0194745984624519,0.149473094686733,0.0188688128639161,0.55449881885219
"Patient23",0.343472667937092,0.260364454431101,0.599095697447801,0.184335140894459,0.343472667937092,0.260364454431101,0.318432844547601,0.55193792223649
"Patient24",0.279442857563903,0.208042552252003,0.798106790536448,0.319351492007462,0.279442857563903,0.208042552252003,0.306824186081184,0.776436567822762
"Patient25",0.161685997280006,0.172219292807335,0.539710432985103,0.15735071996461,0.161685997280006,0.172219292807335,0.17325771710343,0.547988760359485
"Patient27",0.000625295111901038,0.167079754017727,0.200398630512174,0.112530582027309,0.000625295111901038,0.167079754017727,0.0114282817718116,0.170616175759864
"Patient30",0.164539293224074,0.197002564744154,0.237641291325197,0.148604555254116,0.164539293224074,0.197002564744154,0.144957666725491,0.204299101327129
"Patient31",0.00738666751917008,0.173382858123835,0.359230813083932,0.226177596556704,0.00738666751917008,0.173382858123835,0.00439200172876846,0.344932448732101
"Patient32",0.0784611582353604,0.180615168062999,0.716993653864418,0.200341853468856,0.0784611582353604,0.180615168062999,0.10056480177037,0.634076126003234
"Patient33",0.444583541734721,0.203710441170224,0.29296847784155,0.191290153298852,0.444583541734721,0.203710441170224,0.449199575304326,0.354030976826789
"Patient34",0.845175236246485,0.366465140995849,0.0667159029037232,0.0643782072100177,0.845175236246485,0.366465140995849,0.819743144724603,0.0628456482575735
"Patient35",0.0646448158664232,0.183417253824098,0.489148034761735,0.142439675134275,0.0646448158664232,0.183417253824098,0.0573232286603194,0.500543253861074
"Patient36",0.0692116334930875,0.203547377769272,0.723429846490826,0.133586657748951,0.0692116334930875,0.203547377769272,0.0869837851999926,0.721815621523685
"Patient37",0.568205610627556,0.229776357101679,0.544328979150674,0.242058714157199,0.568205610627556,0.229776357101679,0.558448316098385,0.538537858256017
"Patient38",0.142328841240637,0.181619688562307,0.612147584338402,0.122380583034255,0.142328841240637,0.181619688562307,0.147334163118277,0.61666132231034
"Patient40",0.158007151052654,0.183219743790278,0.540317597448554,0.140465398844469,0.158007151052654,0.183219743790278,0.185081424991799,0.518642634146263
"Patient42",0.0764924260155374,0.191297096049576,0.369119521507152,0.123216910568856,0.0764924260155374,0.191297096049576,0.0939620850391656,0.373742996289372
"Patient44",0.0748654199226903,0.181721670466164,0.200327385590365,0.114560146141094,0.0748654199226903,0.181721670466164,0.0601174404398568,0.192101653844157
"Patient45",0.0881294378398094,0.186145045984349,0.315639159447174,0.136037056264425,0.0881294378398094,0.186145045984349,0.0894251413765034,0.305513656901319
"Patient47",0.195532910946811,0.192960647567941,0.809802788439079,0.164458409433434,0.195532910946811,0.192960647567941,0.200426070983569,0.805911736490891
"Patient48",0,0.170219768073589,0.385127923980984,0.107291145529344,0,0.170219768073589,0,0.371209997795653
"Patient4",0.139058316110295,0.207697982306942,0.726083361593725,0.298905277053464,0.139058316110295,0.207697982306942,0.11889791450139,0.750401575938815
"Patient51",0.290850435000972,0.410813794656376,0.463002801551611,0.238591719034646,0.290850435000972,0.410813794656376,0.310023942911508,0.504297376580456
"Patient58",0.172708347619582,0.210805406775513,0.673228680574857,0.129502381791942,0.172708347619582,0.210805406775513,0.168671874182005,0.657290326487155
"Patient61",0.11549048947934,0.168396468185411,0.0564512565614666,0.136479297567361,0.11549048947934,0.168396468185411,0.120398014430074,0.0410617682676316
"Patient62",0.599743746775348,0.321667976324109,0.455771649906257,0.214539726179248,0.599743746775348,0.321667976324109,0.634510873622042,0.484317440481308
"Patient63",0.00827898344178652,0.174426315755297,0.285589134038601,0.122485047415411,0.00827898344178652,0.174426315755297,0.00830473481537943,0.230487115858433
"Patient67",0.228064950611686,0.176936465910997,0.716078585486335,0.109001051513132,0.228064950611686,0.176936465910997,0.25696063655041,0.698146370503247
"Patient6",0.294594389117428,0.202913823603031,0.412390640316172,0.128760273858173,0.294594389117428,0.202913823603031,0.369090756871788,0.411043371143152
"Patient72",0.0612618669216623,0.182829406164242,0.630490302410361,0.199501951302345,0.0612618669216623,0.182829406164242,0.0685922722900345,0.610742151069815
"Patient73",0.0818164861339817,0.186063569375869,0.534219439093237,0.154724339629025,0.0818164861339817,0.186063569375869,0.0699942284232232,0.520862497602592
"Patient75",0.0160862213512096,0.175356042912958,0.185523166347493,0.188327167559831,0.0160862213512096,0.175356042912958,0.0070162021241444,0.171941739092498
"Patient77",0.0520989487471937,0.168085811620683,0.311917701494296,0.193248888961066,0.0520989487471937,0.168085811620683,0.0415774122387258,0.300183871306007
"Patient78",0.579417964965464,0.363861415325192,0.626085746190538,0.339174871117728,0.579417964965464,0.363861415325192,0.591074173747938,0.645700873706431
"Patient79",0.144904306835309,0.182103688010022,0.439036380379826,0.195530515266725,0.144904306835309,0.182103688010022,0.113357015072511,0.471788674887047
"Patient7",0.0089120637849795,0.180594647442626,0.26741394327883,0.118581636411879,0.0089120637849795,0.180594647442626,0.00289511493912134,0.245314248782225
"Patient82",0.0456267856670797,0.197371565942182,0.640099500499925,0.242944505594574,0.0456267856670797,0.197371565942182,0.0451529519374442,0.700012678318598
"Patient83",0.0232257258482027,0.165809391636974,0.739995003001594,0.299086003877433,0.0232257258482027,0.165809391636974,0.018594895023544,0.729254675449244
"Patient86",0.264452485946194,0.211212733320657,0.381255940110011,0.190357912091076,0.264452485946194,0.211212733320657,0.261901444427881,0.381972124444364
"Patient87",0.0224946246778081,0.170692068191927,0.144930461646296,0.101771626766423,0.0224946246778081,0.170692068191927,0.0131025233391631,0.114575952022632
"Patient8",0.0617586542741625,0.172349366435053,0.739004134146706,0.30309779564935,0.0617586542741625,0.172349366435053,0.0692682941694466,0.656666365923042
"Patient94",0.0850337541555316,0.175845684284797,0.355472484394513,0.19274878453289,0.0850337541555316,0.175845684284797,0.0912860573205066,0.35392166150339
"Patient96",0.0152264702074961,0.167592923681262,0.582718872974166,0.100676537343933,0.0152264702074961,0.167592923681262,0.0151134963429629,0.648622974396718
"Patient98",0.08281267348376,0.167252557276595,0.391157711336125,0.126309567352914,0.08281267348376,0.167252557276595,0.0886579428641271,0.378126289868466
"Patient99",0.120612815358658,0.153613297132485,0.247428331993643,0.142323785528089,0.120612815358658,0.153613297132485,0.114987078086714,0.244551633545942
"Patient9",0.0811796208269484,0.215905942590509,0.730229576900419,0.167345548277119,0.0811796208269484,0.215905942590509,0.089082216760876,0.733927604563419
"Patient56",0.254481837892991,0.273335937488996,0.295876076614908,0.213517480919102,0.254481837892991,0.273335937488996,0.262487062847644,0.309738686537714
"Patient191",0.168447188617652,0.187041706270953,0.17223837851753,0.111266412702932,0.168447188617652,0.187041706270953,0.142054235254304,0.161791513250946
"Patient189",0.383735902716253,0.199702623733253,0.161825296142068,0.0934565487319744,0.383735902716253,0.199702623733253,0.363868182802046,0.168559688333665
"Patient200",0.0365505614985803,0.135709250573273,0.351988814091966,0.171610433265991,0.0365505614985803,0.135709250573273,0.029887409192256,0.392435074608674
"Patient201",0.354974270875025,0.244228772010817,0.756355827815629,0.412681406760561,0.354974270875025,0.244228772010817,0.408151920355494,0.794360887737877
"Patient203",0.308879613432121,0.22631666574567,0.488216272014233,0.192151476140621,0.308879613432121,0.22631666574567,0.305771912138939,0.493819093744043
"Patient193",0.102599004901501,0.178932954085694,0.386484960129715,0.147044209116649,0.102599004901501,0.178932954085694,0.091059625494371,0.367918640703563
"Patient195",0.122161122818827,0.190812684698059,0.583391419266544,0.18920078010269,0.122161122818827,0.190812684698059,0.125585033484472,0.557341713161034
"Patient196",0.00945402492445501,0.151762234638796,0.437429137154212,0.130774669282758,0.00945402492445501,0.151762234638796,0.00623324663900209,0.46396605803917
"Patient197",0.0218920491209483,0.173724709436794,0.331683159462268,0.179509608650963,0.0218920491209483,0.173724709436794,0.0174132326265679,0.46033083980048
"Patient204",0.176571783188739,0.183888418866672,0.389873619129589,0.115420819837479,0.176571783188739,0.183888418866672,0.149574491447699,0.351235802489705
"Patient205",0.299708696287191,0.218855433158252,0.497780746825992,0.244389782988898,0.299708696287191,0.218855433158252,0.277361249816154,0.506124965329351
"Patient206",0.714559453879308,0.335870475326644,0.694947764681112,0.296097788658514,0.714559453879308,0.335870475326644,0.700461697270623,0.708538630963139
