"","DeconRNASeq_BPRNACan_CD4","DeconRNASeq_BPRNACan3DProMet_CD4","DeconRNASeq_BPRNACanProMet_CD4","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","Epidish_CBSX_LM22_T.cells.CD4.memory.resting","Epidish_CBSX_LM22_T.cells.CD4.memory.activated","DeconRNASeq_CBSX_LM22_T.cells.CD4.naive","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","Epidish_CCLE_TIL10_T.cells.CD4","DeconRNASeq_CCLE_TIL10_T.cells.CD4","Epidish_CD226_CD4","DeconRNASeq_CD226_CD4","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","Epidish_LM22_T.cells.CD4.memory.resting","Epidish_LM22_T.cells.CD4.memory.activated","DeconRNASeq_LM22_T.cells.CD4.naive","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_TIL10_T.cells.CD4","CBSX__LM22__T_cells_CD4_memory_resting","CBSX__LM22__T_cells_CD4_memory_activated","CBSX__scRNA.melanoma__T_cells_CD4","CBSX__HNSCC__T_cells_CD4","CBSX__TIL10__T.cells.CD4","CBSX__CCLE.TIL10__T.cells.CD4","CBSX__CD226__CD4"
"Patient96",0.0247217628549221,0.0222051050171902,0.0274855662303409,0.131667614354412,0.130557285566836,0,0.0122053431102549,0.0225085593199748,0.101142362099944,0,0.0946028316783933,0.139925916724208,0.601927896641519,0.400189274029575,0.131667614354412,0.130557285566836,0,0.0122053431102549,0.0225085593199748,0.101142362099944,0.187267031689044,0.0838569985488598,0,0.0152781460449961,0,0.348923875822475,0.0969333052575747,0.45908881735274
"Patient98",0.0308662277286376,0.0225318021999695,0.0300128449078065,0.0547956242704325,0.370238704141677,0.0816100133611537,0,0,0.089697347266876,0,0.106334761809337,0.00408966067414237,0.300048998864537,0.335065475018743,0.0547956242704325,0.370238704141677,0.0816100133611537,0,0,0.089697347266876,0.235446723020948,0.219771324725755,0.130697667701478,0,0.033231872611039,0.378334207292116,0.121962041811397,0.392269491318829
"Patient99",0,0,0,0.00779790341773899,0.105769761731362,0.0237236210421721,0,0.0334967992917095,0.0821481883997944,0,0.0495900535773765,0.0385495195509664,0.146833832371958,0.353543331613724,0.00779790341773899,0.105769761731362,0.0237236210421721,0,0.0334967992917095,0.0821481883997944,0.132860211837997,0.0524766219456493,0.0330233297946615,0.0185224050626343,0,0.0606282978040139,0.0398310984448195,0.332736327791925
"Patient9",0.00580446265757966,0.00372073331423164,0.0113091431561781,0.123508864987909,0.143746315114646,0.0650924254211843,0,0.00217065877275492,0.0804837339996774,0,0.121892740150781,0.121614182042921,0.728336457896551,0.665231496888392,0.123508864987909,0.143746315114646,0.0650924254211843,0,0.00217065877275492,0.0804837339996774,0.607000421370762,0.183771769430055,0.0547900678390327,0.00087640412163375,0,0.631047654065716,0.166824340162566,0.496577055025157
"Patient56",0,0,0,0.0712064103630114,0.189986821987232,0.0443871883413936,0.0503462143099224,0.077211786280443,0.0898087384470715,0.0340276225146663,0.109962303993603,0.0150995702393948,0.281500308756533,0.499376192021432,0.0712064103630114,0.189986821987232,0.0443871883413936,0.0503462143099224,0.077211786280443,0.0898087384470715,0.220685456385457,0.0598903818374688,0.0394851559426177,0.0798376965039077,0.0300565162967066,0.130007931478978,0.116224019347582,0.348849511245875
"Patient191",0.00467166307111523,0.00226922215389309,0.00704461665778004,0.089117961966623,0.178819565224649,0.0544340183833778,0,0.00925295872669261,0.102412582410142,0,0.0701699700390968,0.0698898297433461,0.25004597354325,0.300353475789458,0.089117961966623,0.178819565224649,0.0544340183833778,0,0.00925295872669261,0.102412582410142,0.220777587343462,0.187979744033478,0.0312265067176295,0.00946575443409886,0,0.256404349754443,0.0846811351851353,0.321732326344019
"Patient189",0.0106620749348911,0.0194038161957417,0.029010974918799,0.116222016711911,0.391686893587563,0.015813920686136,0.115902247044788,0.0524850254882553,0.0977466306454707,0.0165045092426437,0.0384452442719876,0,0.451696112431491,0.48401283645907,0.116222016711911,0.391686893587563,0.015813920686136,0.115902247044788,0.0524850254882553,0.0977466306454707,0.0588369899944368,0.242592438472854,0.0198517668489491,0.0464769936649824,0.0109885489790634,0,0.0612515204987072,0.404885576122866
"Patient200",0.0197751517444706,0.0148089633129634,0.0204895182323822,0.0681614956680234,0.028121064943994,0.0380083574127252,0,0.0201931533864648,0.0830521003685643,0,0.00149553889226496,0,0.415558105876397,0.608535682307171,0.0681614956680234,0.028121064943994,0.0380083574127252,0,0.0201931533864648,0.0830521003685643,0,0,0.0266775035944829,0.0136186497989271,0,0,0,0.406547876601687
"Patient201",0.000975106610830695,0,0.00412535792591099,0.106446296080061,0.139434466234089,0,0.0284565704384554,0,0.0848801357773347,0,0.0291394345521965,0.0213624885222546,0.541113439677589,0.313042889478964,0.106446296080061,0.139434466234089,0,0.0284565704384554,0,0.0848801357773347,0,0.160780035749562,0,0,0,0.0463979569542632,0.00093092177537787,0.461771039530943
"Patient203",0.000900222131780745,0,0.0125897127798563,0.101303518049381,0.353680272669512,0.070306299588522,0,0.01045337834584,0.0914075506503903,0,0.0461466254691718,0.0550716242682896,0.501725431267232,0.494816563791044,0.101303518049381,0.353680272669512,0.070306299588522,0,0.01045337834584,0.0914075506503903,0.0351130862835218,0.130540704615248,0.00905340448182364,0.0293031999785601,0,0,0.0428755680714551,0.420367730770336
"Patient193",0.181101178154009,0.172660291701704,0.177068924146231,0.113266292550248,0.182322982019247,0.030837981636883,0.0947004459743467,0.0464434748678088,0.104011191988352,0,0.0966667768604717,0.044617647559035,0.440846074215839,0.592758067696591,0.113266292550248,0.182322982019247,0.030837981636883,0.0947004459743467,0.0464434748678088,0.104011191988352,0.0237211721867524,0.134260170414544,0.00896024807522487,0.0559836034839359,0,0,0.0963502543281219,0.40898301273058
"Patient195",0,0,0,0.110532687713898,0.286296747959964,0.0820920565438563,0,0.0622830104853297,0.0875530884917267,0.102166298760942,0.16655192823137,0.0815997112830175,0.451938838855375,0.547109361649249,0.110532687713898,0.286296747959964,0.0820920565438563,0,0.0622830104853297,0.0875530884917267,0.648375162294924,0.130505828913509,0.100711862672884,0.0621209049146703,0.119837477612395,0.583484292507686,0.126480237980958,0.365682877651142
"Patient196",0.00228079304705947,0,0,0.127152690353436,0.0118574775690638,0.056430048542659,0,0.00717410395108557,0.0934852156541451,0,0.0706489750631576,0.123712272658998,0.508980364405569,0.52482870399977,0.127152690353436,0.0118574775690638,0.056430048542659,0,0.00717410395108557,0.0934852156541451,0.495594004436274,0.0354774362318357,0.0491220459172306,0.00552326384270318,0,0.37877155092321,0.0261494398722645,0.389540753048557
"Patient197",0.0334421216115411,0.0216758987744211,0.0326736693673934,0.124893729529102,0.0760552380029439,0.0818753261056754,0,0.00968686805368553,0.104577893297595,0,0.0176965112536738,0.0750449705562919,0.586072958194212,0.546948376383138,0.124893729529102,0.0760552380029439,0.0818753261056754,0,0.00968686805368553,0.104577893297595,0.204021623806156,0.275690332538743,0,0.0078268752878708,0,0,0.0161310492464089,0.417478703040013
"Patient204",0.0409247989425716,0.034549978479142,0.0457267218256872,0.121053135176631,0.238100150083905,0.0564814150863577,0.0312282807098394,0.0357811309333821,0.101916651235317,0,0.0349674468374791,0.138620380273881,0.550631353815748,0.581765902493395,0.121053135176631,0.238100150083905,0.0564814150863577,0.0312282807098394,0.0357811309333821,0.101916651235317,0.0172521478318696,0.106391417102819,0,0.0382700971678443,0,0.142583797572128,0.0334308604881038,0.417398097133986
"Patient205",0.00327826855722734,0,0.0041529303660671,0.0783544933513553,0.0705099794845202,0.107856831422523,0,0.031768582429169,0.100233704462996,0,0.0268703783416139,0.0209201919122164,0.230451305892754,0.120800863071106,0.0783544933513553,0.0705099794845202,0.107856831422523,0,0.031768582429169,0.100233704462996,0.0677392035673266,0.147999637355799,0,0.0139733143189281,0,0,0.0164134680487124,0.359736744779234
"Patient206",0.00101978457257193,0,0.00627073321346265,0.0588834945728922,0.360363494980341,0.0254014166345397,0,0.0675053914832128,0.0837795770973518,0,0.040161675771427,0,0.43234008975302,0.522917006996914,0.0588834945728922,0.360363494980341,0.0254014166345397,0,0.0675053914832128,0.0837795770973518,0.0224235523643978,0.236602152231531,0,0.0686623236683355,0,0.102451804220592,0,0.431190438763225
