"","Quantiseq_NoSignature_B","Epidish_BPRNACan_B","DeconRNASeq_BPRNACan_B","Epidish_BPRNACan3DProMet_B","DeconRNASeq_BPRNACan3DProMet_B","Epidish_BPRNACanProMet_B","DeconRNASeq_BPRNACanProMet_B","Epidish_CBSX.NSCLC.scRNAseq_B","DeconRNASeq_CBSX.NSCLC.scRNAseq_B","Epidish_CBSX.melanoma_B","DeconRNASeq_CBSX.melanoma_B","DeconRNASeq_CCLE.TIL10_B","Epidish_CD226_B","DeconRNASeq_CD226_B","Epidish_NSCLC.scRNAseq_B","DeconRNASeq_NSCLC.scRNAseq_B","Epidish_melanoma_B","DeconRNASeq_melanoma_B","DeconRNASeq_TIL10_B","CBSX_NSCLC.scRNAseq_B","CBSX_scRNA.melanoma_B","CBSX_CCLE.TIL10_B","CBSX_CD226_B"
"LUNG-NSCLC2-0635",0.0445168128920443,0.0138136884785887,0.0796442025815328,0.0173998097967985,0.0203825430350526,0.0277228536148524,0.0338800946224623,0.751100995871569,0.37011148408346,0.114898067456156,0.0888590644247104,0.0741328999788109,0.26593083655545,0.0998523576430869,0.751100995871569,0.37011148408346,0.114898067456156,0.0888590644247104,0.11092372199454,0.655234306384299,0.0481381814902432,0,0.225252471863116
"LUNG-NSCLC2-0641",0.0383471363619092,0.0153528362822144,0.0869121248919597,0.0376804782722976,0.040809551036183,0.0436000400812581,0.0426098415239741,0.834535372398092,0.555953326203296,0.0483912538821953,0.101654728619255,0.0564816657981122,0.222571467755781,0.245329712978845,0.834535372398092,0.555953326203296,0.0483912538821953,0.101654728619255,0.0662266229471388,0.897191857287264,0.0246115212664298,0,0.223496839153346
"LUNG-NSCLC2-0648",0.0534329915438683,0.0476258488376197,0.117768627939068,0.0869905810981028,0.100468944414521,0.108023655407957,0.10325495404838,0.863519301641406,0.695053856405528,0.165487870699828,0.16059907980569,0.0675744311574733,0.287983554781683,0.368769618385457,0.863519301641406,0.695053856405528,0.165487870699828,0.16059907980569,0.0679066149754841,0.924389424014116,0.132719757048125,0.0410443740757077,0.182588198005529
"LUNG-NSCLC2-0652",0.0581352963213941,0.0278600171236977,0.0905556404680934,0.0420120294171084,0.0457536695647148,0.0537218995255799,0.0529790500810837,0.852919539290046,0.611831084875917,0.11656320291334,0.123147694065036,0.0655198173356465,0.338636074316118,0.347408233428692,0.852919539290046,0.611831084875917,0.11656320291334,0.123147694065036,0.0779411695749711,0.877275188079457,0.183361550646942,0,0.206851086713831
"LUNG-NSCLC2-0657",0.12323325150471,0.102196251714666,0.146709855910013,0.128796594909774,0.145399353983542,0.150544307232656,0.142307872041809,0.793458239056697,0.699776232838311,0.328361630800774,0.185658175642221,0.113134007680528,0.348827484512805,0.368665304056498,0.793458239056697,0.699776232838311,0.328361630800774,0.185658175642221,0.113471248353285,0.909519474334871,0.348506921435476,0.0700252624040382,0.13221565487492
"LUNG-NSCLC2-0660",0.093238930697584,0.087605691899146,0.119995295242405,0.101136841390849,0.10718437899234,0.132882614305751,0.113186459698443,0.941996092818374,0.560257964867433,0.329396289944814,0.126099540279162,0.112430429248077,0.375371605345964,0.272749045803543,0.941996092818374,0.560257964867433,0.329396289944814,0.126099540279162,0.147390329536407,0.878933995246935,0.274597001927034,0.0849072145411962,0.189904336110236
"LUNG-NSCLC2-0678",0.0376363134943815,0.0048721762006674,0.071601209134922,0.0115073829125727,0.010356235324327,0.0120662650411517,0.0106781736229808,0.798068057578593,0.468144217174955,0.0865536091748306,0.0925699182437311,0.0783966844724187,0.223201060629534,0.188135338529535,0.798068057578593,0.468144217174955,0.0865536091748306,0.0925699182437311,0.0937685056614607,0.894110952475354,0.0326587906024448,0,0.223666440246295
"LUNG-NSCLC2-0683",0.0480572200305405,0.0358244918725705,0.102773062587793,0.0630919595593019,0.0693405967051483,0.0846710333096152,0.0713942504216316,0.969273134486667,0.640840832928394,0.173979828015176,0.131426604413781,0.0608636055896272,0.297593268841242,0.370086063257835,0.969273134486667,0.640840832928394,0.173979828015176,0.131426604413781,0.070579147142412,0.907192267387891,0.158629040064332,0.0105460225249602,0.195762678713119
"LUNG-NSCLC2-0685",0.0679943740320231,0.0307944126859665,0.0891054940482173,0.0563290309953417,0.0385206381961416,0.0861420229335486,0.0468835426335243,0.945799450886673,0.606250255555193,0.116447849659903,0.119802540034237,0.0787176641896675,0.209297982254752,0.328728322380027,0.945799450886673,0.606250255555193,0.116447849659903,0.119802540034237,0.0989895008652536,0.910587894639958,0.109347902275407,0,0.209714335577982
"LUNG-NSCLC2-0687",0.0839029038554845,0.0687836944338103,0.126175315756065,0.101243630292146,0.0902465781320948,0.143594653698539,0.0941380438838841,0.881595584559521,0.5340039196721,0.19721282721856,0.103972157302364,0.0947991700393344,0.334600599714471,0.258717859690405,0.881595584559521,0.5340039196721,0.19721282721856,0.103972157302364,0.0955853025856732,0.879280822805917,0.165925335485215,0.0518463255358008,0.160893750239041
"LUNG-NSCLC2-0689",0.0352576060948152,0.0297213997110127,0.103095345537294,0.0574129546528487,0.0730028881864677,0.0755663021443309,0.0769394522850563,0.955222537525032,0.603352478045683,0.117469545370759,0.144741982514635,0.0623239451191328,0.393207076451153,0.426869098469337,0.955222537525032,0.603352478045683,0.117469545370759,0.144741982514635,0.0826097098700838,0.931218846207837,0.0735891811960772,0,0.180220832788551
"LUNG-NSCLC2-0695",0.0378771470625556,0.0176759153281767,0.137041837742074,0.0330208951173258,0.104090847625725,0.0456186592708834,0.113426274620412,0.963211265225798,0.41961781836697,0.0840331668518959,0.122980074859511,0.0800421449197741,0.54026437216473,0.259352537563152,0.963211265225798,0.41961781836697,0.0840331668518959,0.122980074859511,0.106726607767193,0.867023950439307,0.0599975548310433,0,0.192349617745079
"LUNG-NSCLC2-0696",0.0658017676810539,0.0467179287263889,0.115250521326314,0.079569037427138,0.0789790439085016,0.117945017121519,0.0838291817497212,0.933130472798716,0.643893249306433,0.165658003235043,0.167191638799378,0.0833002851175416,0.283101722985352,0.398804049300896,0.933130472798716,0.643893249306433,0.165658003235043,0.167191638799378,0.098541985235342,0.918659516547645,0.174595282314665,0.0251977536503499,0.218416150757504
"LUNG-NSCLC2-0698",0.12552447156858,0.0856416816615294,0.128111248308698,0.120938948150346,0.114964481001646,0.152285732790909,0.114937135728222,0.840570425905834,0.628610026927028,0.29276924019712,0.169641109427317,0.158301885930405,0.402523760576962,0.363477913759981,0.840570425905834,0.628610026927028,0.29276924019712,0.169641109427317,0.174447289263372,0.844447779491236,0.260536579033056,0.101104745941438,0.234825776700023
"LUNG-NSCLC2-0704",0.0224619741948883,0.0032129055655053,0.0898620143116143,0.0218313250437105,0.0495159767470579,0.0370946738107134,0.0562648270705438,0.722252254220523,0.54956253149369,0.0529326747710533,0.134118779035871,0.0540270099088118,0.21574816621075,0.254955700032046,0.722252254220523,0.54956253149369,0.0529326747710533,0.134118779035871,0.0603029982500133,0.829614181407307,0,0,0.25178197110092
"LUNG-NSCLC2-0705",0.0800913953391296,0.0579490036713786,0.0913697312380819,0.0742802795612501,0.0405040873505694,0.102927119059795,0.0464820195563296,0.953608485488764,0.50436040537815,0.231296779910492,0.0985905491894327,0.106925898913284,0.30814613211556,0.210232797227752,0.953608485488764,0.50436040537815,0.231296779910492,0.0985905491894327,0.123619365899216,0.944431186317828,0.186563718947448,0.0456984298672407,0.210816556234501
"LUNG-NSCLC2-0707",0.0293542761871725,0.0354823631221075,0.114268220026148,0.0710322895138345,0.0861400978514566,0.0938684385613998,0.0926080277839621,0.875781871169983,0.591423751589848,0.107183575731229,0.13848242832751,0.0566773539438567,0.365568375506569,0.337853576846645,0.875781871169983,0.591423751589848,0.107183575731229,0.13848242832751,0.0864029823178274,0.907226421609033,0.0850922788017271,0,0.138359050086622
"LUNG-NSCLC2-0709",0.0971056429352025,0.0522079322424687,0.0874761878119755,0.0680876497439416,0.0531942718885334,0.0863389479116363,0.0625312369178827,0.986361652628243,0.455060727838444,0.203266160423015,0.0897054435926226,0.115646703893988,0.496982931309391,0.16626239393069,0.986361652628243,0.455060727838444,0.203266160423015,0.0897054435926226,0.130997779215371,0.888280673309843,0.134165570188552,0.043503453563853,0.234228593985216
"LUNG-NSCLC2-0712",0.0540653169534422,0.0155243571081819,0.107155978130023,0.0381462006373974,0.0574712732139033,0.0657846404660625,0.0646036823227929,0.888309126265535,0.391774138578665,0.11703744458269,0.0861476551491815,0.0955159878016937,0.46259455997796,0.228637480253085,0.888309126265535,0.391774138578665,0.11703744458269,0.0861476551491815,0.122524363657553,0.8672117665103,0.0043571242287901,0,0.282725228045591
"LUNG-NSCLC2-0714",0.0473963795251343,0.0209031257680198,0.086750385439293,0.0413328304512581,0.0472471866734139,0.0552818374979132,0.049163245362825,0.720091629401496,0.499237269464845,0.0886284310539771,0.0983325163007359,0.0694160618624536,0.364876134015284,0.291523406128224,0.720091629401496,0.499237269464845,0.0886284310539771,0.0983325163007359,0.0895137175194124,0.823739501362965,0.0723412640427235,0,0.204342641552681
"LUNG-NSCLC2-0715",0.0781319983885301,0.0405344038669522,0.0994267567230227,0.0726418887597488,0.064135469066746,0.0963126561271608,0.0718640083668322,0.966765474299226,0.554652669118921,0.165819470177101,0.118343932625001,0.0765797157914104,0.389765957950306,0.329926554987858,0.966765474299226,0.554652669118921,0.165819470177101,0.118343932625001,0.0916946426798602,0.909528240996365,0.113664244151266,0.0066538710259563,0.205272376456629
"LUNG-NSCLC2-0718",0.0764817765744219,0.0374349098752568,0.0896301097964516,0.0554609327867288,0.0528165210460433,0.0647306247479745,0.062863180009495,0.948310911531931,0.741326434683185,0.162826648169053,0.153498751398029,0.0987509179571898,0.316544499432912,0.428489252937487,0.948310911531931,0.741326434683185,0.162826648169053,0.153498751398029,0.112883372328549,0.94529558650607,0.132591977911202,0.0384490089421639,0.199634977305295
"LUNG-NSCLC2-0720",0.0507169925203103,0.0381982113221217,0.110233015080064,0.0660377529157093,0.07996555033771,0.105337676228285,0.0807096545205836,0.916402976511156,0.57229352808737,0.145054143309928,0.119568458719725,0.057908356841377,0.342200038046848,0.296729061877846,0.916402976511156,0.57229352808737,0.145054143309928,0.119568458719725,0.0739630050781134,0.905319688081345,0.103203963581415,0.0201483129104691,0.16622294791448
"LUNG-NSCLC2-0727",0.0578297443317192,0.0264572479572159,0.091414480088134,0.0465150995719023,0.0338888631423325,0.0550132472020601,0.0365646816465685,0.887206687396135,0.60999149871603,0.129984113367813,0.139188540802592,0.0828456074817088,0.362829911632181,0.393454021337695,0.887206687396135,0.60999149871603,0.129984113367813,0.139188540802592,0.102985336547011,0.8979320624353,0.0497968027293547,0.0061722323181668,0.230267918807652
"LUNG-NSCLC2-0728",0.0775668323087439,0.066256949632425,0.134178655464166,0.113493349901973,0.101977334542807,0.137079132570842,0.109755846160848,0.881012716705372,0.681213594379037,0.233267800805077,0.192702477880591,0.0978314117026576,0.457078868422192,0.498971947246137,0.881012716705372,0.681213594379037,0.233267800805077,0.192702477880591,0.10968347269275,0.886214725014155,0.295034382393449,0,0.297605474346931
"LUNG-NSCLC2-0729",0.0463495945754397,0.0137739373200827,0.0967447289967563,0.0275011234546292,0.0613094771201347,0.0434216085873847,0.0582287983028974,0.890315712381537,0.514533646762428,0.129528644968891,0.109544516451208,0.0960719446926857,0.317356874562503,0.231052530882747,0.890315712381537,0.514533646762428,0.129528644968891,0.109544516451208,0.110514451620135,0.853807726972397,0.123380670290541,0,0.203090644062866
"LUNG-NSCLC2-0730",0.0824278276124987,0.0224749808116602,0.0897335961226487,0.0430120030978719,0.0564103976031155,0.0544994879891632,0.0661830729905121,0.946452991018569,0.499600388323993,0.180950602937543,0.109259540125743,0.131192344257172,0.410152797067406,0.253827520147826,0.946452991018569,0.499600388323993,0.180950602937543,0.109259540125743,0.157986141467311,0.795854733845593,0.061679594347446,0.0383614412879942,0.258852782711169
"LUNG-NSCLC2-0732",0.0497108085309739,0.0170617378424994,0.0807814976046091,0.0256235441859807,0.0427476345997163,0.0360989095497603,0.0605208015331241,0.932262279069011,0.498667983776565,0.160284848093589,0.10347861653611,0.0466422715075564,0.275457009943194,0.236168315487611,0.932262279069011,0.498667983776565,0.160284848093589,0.10347861653611,0.0849771825449127,0.858051122235388,0.06594752530939,0.0096120826698764,0.143487461950937
"LUNG-NSCLC2-0734",0.0564301699507195,0.0637046439091214,0.127847564788534,0.0893687656712593,0.113762204055371,0.109969548245713,0.118374553604496,0.644057528950744,0.646201551932544,0.228865361901589,0.169475589989218,0.0609684514044182,0.487810750097408,0.448765662227804,0.644057528950744,0.646201551932544,0.228865361901589,0.169475589989218,0.0833592595237559,0.897139710073509,0.262450436795166,0,0.279508478547653
"LUNG-NSCLC2-0736",0.0353966693500016,0.0106961251178926,0.0933411793006394,0.0316648358431045,0.0654359755162585,0.0626104014505944,0.067739390394542,0.900729354619307,0.583197475049206,0.0949125028670967,0.0946925292098678,0.0748035652135819,0.388436510768369,0.333327439858433,0.900729354619307,0.583197475049206,0.0949125028670967,0.0946925292098678,0.0841026471792272,0.866498079316137,0.0822532572225185,0,0.235985646728449
"LUNG-NSCLC2-0737",0.0503361529315091,0.0303197804876254,0.105169209181565,0.0581969140187911,0.0754137410937559,0.0671131194169686,0.0721933841757226,0.948823381391855,0.618625981808303,0.153423895242324,0.121898331145399,0.0846529806249164,0.213436654181867,0.255496869990561,0.948823381391855,0.618625981808303,0.153423895242324,0.121898331145399,0.0749134766846291,0.892250935747977,0.104720760296492,0,0.192633978989154
"LUNG-NSCLC2-0740",0.0613773525925633,0.0358440542433175,0.102973191757813,0.0334975114854269,0.0500667591925553,0.0508254903285008,0.0767813176245015,0.900490964296909,0.385111573987231,0.183579337447692,0.11923781958683,0.0978665266049579,0.53201701317366,0.175956242806645,0.900490964296909,0.385111573987231,0.183579337447692,0.11923781958683,0.146028271612571,0.836497610107046,0.0901585100757958,0.0145467950735708,0.227802263435656
"LUNG-NSCLC2-0742",0.0464800466726737,0.0309884849076933,0.0976048289607266,0.0618447848360415,0.0588647304834983,0.0944517290495673,0.0609520680685825,0.930237538793793,0.551424089186483,0.13039843371956,0.1105668371185,0.063756398959875,0.282075967921855,0.282979626037039,0.930237538793793,0.551424089186483,0.13039843371956,0.1105668371185,0.0698565523176188,0.867169649888209,0.0783291175233086,0,0.248962275440364
"LUNG-NSCLC2-0743",0.0349365685124119,0.0222871062469365,0.107988903575044,0.0467994667083407,0.0674240015610584,0.0664370399590731,0.0683112524863021,0.901604141208173,0.599847755068316,0.133515848631508,0.112425648695895,0.0493077893092665,0.353849677681184,0.293087294604907,0.901604141208173,0.599847755068316,0.133515848631508,0.112425648695895,0.0586546245564051,0.888911131712148,0.0671585102087994,0,0.265623208370232
