"","MCP_NK_cells","DeconRNASeq_BPRNACan_NK","DeconRNASeq_BPRNACan3DProMet_NK","DeconRNASeq_BPRNACanProMet_NK","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_CBSX_LM22_NK.cells.resting","DeconRNASeq_CBSX_LM22_NK.cells.resting","DeconRNASeq_CCLE_TIL10_NK.cells","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_LM22_NK.cells.resting","DeconRNASeq_LM22_NK.cells.resting","DeconRNASeq_TIL10_NK.cells","CBSX__LM22__NK_cells_resting","CBSX__NSCLC.scRNAseq__NKT_cells","CBSX__TIL10__NK.cells"
"Patient62",0.996660749229386,0.0453490317850681,0.0490834839189558,0.062857016383753,0.0265116306421266,0.0539411425808795,0.195062600019769,0.0307343501523695,0,0.0259590652458717,0.0265116306421266,0.0539411425808795,0.195062600019769,0.0307343501523695,0,0.0877240943295017,0.0111782084422671,0,0
"Patient63",1.57190997600439,0.0608532918157172,0.0536272229460996,0.0512470592384546,0,0.0330193937770414,0.283795845899664,0,0.0466170517203212,0.0290659739030182,0,0.0330193937770414,0.283795845899664,0,0.0466170517203212,0.102552330455715,0,0,0
"Patient67",1.49945490749359,0.0467032846053127,0.04834095325198,0.046484826757919,0,0.0364274599381441,0.28608882606184,0,0.0536402158526783,0.0273823275753238,0,0.0364274599381441,0.28608882606184,0,0.0536402158526783,0.109372806851923,0.0374467650042371,0,0
"Patient6",0.796414325333486,0.0624940225074416,0.0683827316434185,0.0769476186812439,0.0706481228636512,0.043327232155659,0.272097426885739,0,0.0745513256171715,0.0372556159618564,0.0706481228636512,0.043327232155659,0.272097426885739,0,0.0745513256171715,0.113363588299231,0,0.0896821173106383,0.0257097425305278
"Patient72",1.11176484917956,0.0370027608811824,0.0408933037518907,0.0447729170704403,0.0578609031714463,0.00709177908084772,0.298166648759444,0,0.0835666681311778,0.0533430518219383,0.0578609031714463,0.00709177908084772,0.298166648759444,0,0.0835666681311778,0.106234758133278,0.0503106476793604,0.107410824616866,0
"Patient73",0.493393692423371,0.0585348434828265,0.0636229148004459,0.0613259771533722,0,0.0408113594397956,0.277194628441369,0.00949695601897252,0.0709462619401943,0.0221458261883064,0,0.0408113594397956,0.277194628441369,0.00949695601897252,0.0709462619401943,0.113283694341065,0.0236637068484171,0,0
"Patient75",1.62798972543286,0.0713195080753025,0.0782094757759089,0.0846621982378707,0.0716175735198571,0.120446296988225,0.160771995548735,0,0.0334655500755795,0.0194375029073424,0.0716175735198571,0.120446296988225,0.160771995548735,0,0.0334655500755795,0.0955709270745499,0.0218713240061269,0.078453560747243,0.0356105040262025
"Patient77",0.863569437144014,0.0382933010475882,0.0447706034331792,0.0488768612697083,0,0.01581081351054,0.225315140955299,0,0.0467410548748653,0.0482989947316329,0,0.01581081351054,0.225315140955299,0,0.0467410548748653,0.103164347277761,0,0.0319244819617084,0
"Patient78",1.84612987960176,0.0279681137470032,0.0339548542144102,0.0462551227765976,0.00490119219289309,0.0381026778210317,0.22895092135923,0.0330526656297483,0.0395838427085784,0.0133962982504906,0.00490119219289309,0.0381026778210317,0.22895092135923,0.0330526656297483,0.0395838427085784,0.0836719472422076,0.0726560949261308,0,0
"Patient79",1.55997451103177,0.0300154417549032,0.0344324770731386,0.040289916818065,0.0330702924315431,0.0306713695617355,0.223545392195127,0.0285051946860906,0.0721198001962366,0.0807250539350577,0.0330702924315431,0.0306713695617355,0.223545392195127,0.0285051946860906,0.0721198001962366,0.11433351416294,0.0169917696624512,0.0452521621177019,0
"Patient7",1.01592735486769,0.0352424944639766,0.0417675046949165,0.0449991755978794,0,0.0315382396215956,0.279872214246491,0,0.0584300192467297,0.0352020164171986,0,0.0315382396215956,0.279872214246491,0,0.0584300192467297,0.097886388083988,0.0161060708459905,0,0
"Patient82",0.991451515708571,0.0757492074457079,0.0842014609404266,0.0924558043564834,0,0.0356824826228039,0.281970497215705,0.0730419382394509,0.0739209674253594,0.111087229900602,0,0.0356824826228039,0.281970497215705,0.0730419382394509,0.0739209674253594,0.196799843271715,0.156460060372894,0,0.0267679423474593
"Patient83",0.846843953359,0.0589874080056478,0.0623588895134826,0.0673311699132613,0,0.0194660537874414,0.295974334844731,0.113932277247543,0.0677412915008895,0.0503553895695836,0,0.0194660537874414,0.295974334844731,0.113932277247543,0.0677412915008895,0.120718983566518,0.0680419030942133,0,0
"Patient86",2.73336647196,0,0.0275269788252368,0.0334291572800213,0.124750306002402,0.0575675159553701,0.211472954687441,0,0.0305584626848679,0.0384192038629051,0.124750306002402,0.0575675159553701,0.211472954687441,0,0.0305584626848679,0.0610334807198965,0,0.114400788654183,0
"Patient87",2.10686400825306,0.0401131538669704,0.0502995749604469,0.0518488204784269,0.0507802697862125,0.0402302946857787,0.273986329883223,0.0675407276530803,0.0271449520083327,0.024541042799309,0.0507802697862125,0.0402302946857787,0.273986329883223,0.0675407276530803,0.0271449520083327,0.067722116897548,0.14356275705052,0.0372428122587523,0
"Patient8",1.25298661505983,0.0563870497299341,0.0612989503583685,0.0666774378480903,0,0.00866420805566975,0.302293181000301,0.0457614309648529,0.0600316186741931,0.0656370957718257,0,0.00866420805566975,0.302293181000301,0.0457614309648529,0.0600316186741931,0.100274401450298,0.061473163853348,0,0.0203516924389242
"Patient94",2.65810020758986,0.0404365798818234,0.0446297762692792,0.0450234664364673,0.0673580437571048,0.0350209088014661,0.259403628261021,0.00602833525546488,0.0689512022133792,0.0230529413315866,0.0673580437571048,0.0350209088014661,0.259403628261021,0.00602833525546488,0.0689512022133792,0.1129045099302,0.03210442226082,0.108818534793421,0
"Patient96",0.837095822050914,0.0755130231022091,0.0781725809998895,0.079944812830167,0.00721182249653528,0.0425108164752224,0.281031831701342,0.0852445510026015,0.0641753413761515,0.0361234446955143,0.00721182249653528,0.0425108164752224,0.281031831701342,0.0852445510026015,0.0641753413761515,0.138260210480717,0.0718438567020598,0,0
"Patient98",2.16568804935343,0.0562035127670438,0.0645992689510329,0.0705764798721015,0.0285785270634074,0.0705745981757659,0.185378094217459,0,0.0237358630750925,0.0505412477145869,0.0285785270634074,0.0705745981757659,0.185378094217459,0,0.0237358630750925,0.0897756491028373,0.0251685426838172,0.0589482745015274,0
"Patient99",0.587597800677729,0.0291848092833969,0.0327308671074793,0.035935882049295,0,0,0.233767658951481,0.0251598927539036,0.0539367692716322,0.0149208953817728,0,0,0.233767658951481,0.0251598927539036,0.0539367692716322,0.0725039317678031,0.0782063949113796,0,0.00914950648387002
"Patient9",0.501974300496157,0.0524345624071373,0.0579028691543364,0.0619330155161011,0.0143902007687438,0.0363532164023759,0.280523378045519,0.016116491914406,0.0528446155282678,0.0187943965608876,0.0143902007687438,0.0363532164023759,0.280523378045519,0.016116491914406,0.0528446155282678,0.116377153266015,0.0153380048972431,0,0
"Patient56",1.23407173082229,0.00504573704247597,0.0121949963518786,0.0280447365576669,0.0674834683317169,0.0579667642056127,0.19748377291462,0.0190345756623535,0.0506824808822848,0.0387257398471223,0.0674834683317169,0.0579667642056127,0.19748377291462,0.0190345756623535,0.0506824808822848,0.07968094073718,0.0410276437730091,0.100172923798268,0
"Patient191",1.14563745312557,0.0291960096107481,0.040610296683872,0.0427050780810156,0.00409733379889355,0.0603976192462793,0.234902180541103,0.0418147174911426,0.0421145324595756,0,0.00409733379889355,0.0603976192462793,0.234902180541103,0.0418147174911426,0.0421145324595756,0.0797443357620935,0.0695413543436675,0,0.0301724762787299
"Patient189",0.684719879986057,0.015423471774431,0.0434235319654981,0.0543226486349078,0.0590719445322459,0.050408681247934,0.259145922530809,0,0.0153123053347616,0.0565353827141506,0.0590719445322459,0.050408681247934,0.259145922530809,0,0.0153123053347616,0.0787486088156443,0.0205165029022855,0.0675723688002111,0.0481123244455933
"Patient200",1.8168900241704,0.0505984763424518,0.0567051325864272,0.0592572094835002,0.00174345540606143,0.0440648073800765,0.234907944030061,0,0.0731856658486745,0.025786661956044,0.00174345540606143,0.0440648073800765,0.234907944030061,0,0.0731856658486745,0.0858756165568508,0,0,0
"Patient201",0.353978829275714,0.0339245375973963,0.0368796342251224,0.0501548439383131,0,0.0261086591467237,0.294068086668659,0.0885351282169984,0.0461014639252574,0.158653753157796,0,0.0261086591467237,0.294068086668659,0.0885351282169984,0.0461014639252574,0.223018473394177,0.1312407941403,0.192149349823998,0.0123989058537509
"Patient203",0.7940984770432,0.0238235049986958,0.0299509798460428,0.0384181016718761,0.0315872758302563,0.0414730587128184,0.252532943604514,0.0196572798893774,0.0389294618883796,0.0417579165330799,0.0315872758302563,0.0414730587128184,0.252532943604514,0.0196572798893774,0.0389294618883796,0.0983116787917026,0.00571720106318242,0.0731889047877279,0
"Patient193",1.23552521935969,0.0255890977147841,0.0302803996998002,0.0325471860227456,0.0358637642013296,0.0432202366406559,0.260575481900019,0.0408364761655104,0.057675581134334,0.0633200234115153,0.0358637642013296,0.0432202366406559,0.260575481900019,0.0408364761655104,0.057675581134334,0.105627704293909,0,0.0575494746927948,0
"Patient195",1.1515707184574,0.0151754977576875,0.0206875823520447,0.0263268903037271,0,0.0378410035369556,0.258503062741853,0.0466167885845369,0.0310312578479134,0,0,0.0378410035369556,0.258503062741853,0.0466167885845369,0.0310312578479134,0.0741853512487691,0.0862306628880103,0,0
"Patient196",1.1164530125692,0.0483576028178269,0.049411738743721,0.0476717834604018,0,0.0395954563980198,0.280150428397384,0.0603449520371342,0.0518493441518121,0.0178825588987663,0,0.0395954563980198,0.280150428397384,0.0603449520371342,0.0518493441518121,0.106776210379622,0.101487080712437,0,0
"Patient197",0.683231088895714,0.0305173828571363,0.0334987607921214,0.0351879998301205,0,0.0282025930952849,0.288796623826592,0.0737486272086415,0.0532379215968781,0.0533223966612707,0,0.0282025930952849,0.288796623826592,0.0737486272086415,0.0532379215968781,0.188530256423964,0.175287643902823,0,0
"Patient204",1.49465778186586,0.0407594095382065,0.0454465255549939,0.0483000395439278,0.0644009491500763,0.046783640305285,0.265671647321771,0.080167489697965,0.0728146558659207,0.0230232976377046,0.0644009491500763,0.046783640305285,0.265671647321771,0.080167489697965,0.0728146558659207,0.112032557943993,0.0807456123627836,0.12079311017196,0
"Patient205",0.757567591825543,0.0438334846626806,0.0507679102484991,0.0594219764620563,0.00831628296240671,0.0433670372006641,0.245079824414269,0.0233403944389148,0.0422852325325124,0.0348311455983492,0.00831628296240671,0.0433670372006641,0.245079824414269,0.0233403944389148,0.0422852325325124,0.0857543100137551,0.0721740613810908,0,0
"Patient206",1.60152526439971,0.034342279982172,0.0410601652400307,0.0537072370452977,0.0442712464654171,0.0475726693621066,0.227799906819525,0.0884864800515296,0.0192496488092008,0.0761748337972883,0.0442712464654171,0.0475726693621066,0.227799906819525,0.0884864800515296,0.0192496488092008,0.113176324985536,0.0608470612762183,0.0825593772358035,0.0542568360689374
