"","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Dendritic.cells","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Dendritic.cells","Epidish_CCLE_TIL10_Dendritic.cells","Epidish_TIL10_Dendritic.cells","DeconRNASeq_TIL10_Dendritic.cells","CBSX__LM22__Dendritic_cells_activated","CBSX__HNSCC__Dendritic_cells","CBSX__TIL10__Dendritic.cells","CBSX__CCLE.TIL10__Dendritic.cells"
"J11_p1_rep2_hetero",0,0,0,0,0,0.0069978445521203,0,0,0
"J13_p1_rep2_hetero",0,0,0,0,0,0.006890012023517,0,0,0
"J1_p2_rep1_hetero",0,0,0,0,0,0,0,0,0
"J2_p2_rep1_hetero",0.0171664553207945,0,0,0,0,0,0.0010482288652088,0,0
"J3_p2_rep1_hetero",0,0,0,0,0,0,0.0002258825466576,0,0
"J4_p2_rep1_hetero",0,0,0,0,0,0.0006468038093776,0.0008771972591122,0,0
"J5_p2_rep1_hetero",0,0,0,0,0,0.003164818025798,0.0030293633340126,0,0
"J6_p2_rep1_hetero",0.0041129885284851,0,0,0,0,0.008919532657672,0.0035747496375505,0,0
"J7_p2_rep1_hetero",0.0217727957744702,0,0,0,0,0,0.0085230582780707,0,0
"J8_p2_rep1_hetero",0.0344181150038925,0,0,0,0,0,0.0151572041676636,0,0
"J9_p2_rep1_hetero",0.0265627587289912,0,0,0,0,0,0.0280985405608937,0,0
"J10_p2_rep1_hetero",0.0294417963834939,0,0,0,0,0.0062696768721635,0.0167570497308371,0,0
"J11_p2_rep1_hetero",0.0181610536721636,0,0,0,0,0,0.0096532196719755,0,0
"J12_p2_rep1_hetero",0.0091037633402838,0,0,0,0,0,0.0010955186420299,0,0
"J13_p2_rep1_hetero",0.0240660583866838,0,0,0,0,0,0.0212864436549819,0,0
"J1_p2_rep2_hetero",0,0,0,0,0,0,0,0,0
"J2_p2_rep2_hetero",0.0239932556382392,0,0,0,0,0,0.0007729319859967,0,0
"J3_p2_rep2_hetero",0,0,0,0,0,0,0.0001166275242293,0,0
"J4_p2_rep2_hetero",0,0,0,0,0,0.0049766476906487,0.0005834766102754,0,0
"J5_p2_rep2_hetero",0.0029268463614963,0,0,0,0,0.0074047863519836,0.0070678838788681,0,0
"J6_p2_rep2_hetero",0.0038102813155461,0,0,0,0,0.0111896008939646,0.0007499961156412,0,0
"J7_p2_rep2_hetero",0.0231502893118841,0,0,0,0,0,0.0101960353141581,0,0
"J8_p2_rep2_hetero",0.0297151849438928,0,0,0,0,0,0.0076108071801175,0,0
"J9_p2_rep2_hetero",0.0242804791891368,0,0,0,0,0,0.0262914693594304,0,0
"J10_p2_rep2_hetero",0.0346102726189919,0,0,0,0,0.0072399653093423,0.0225156901990025,0,0
"J11_p2_rep2_hetero",0.0189818950575929,0,0,0,0,0,0.0197439381672573,0,0
"J12_p2_rep2_hetero",0.009856902232433,0,0,0,0,0,0.0007301923988179,0,0
"J13_p2_rep2_hetero",0.0269886358775305,0,0,0,0,0,0.0262309773847658,0,0
"J1_p1_rep1_auto",0,0.042563472580102,0,0,0.0197057184533722,0.0057141512783666,0,0,0.0065323564927221
"J1_p1_rep2_auto",0,0.0384289069658668,0,0,0.0113928612047922,0.0019437170360029,0,0,0.0045353313980432
"J4_p1_rep1_auto",0,0.0468984293560825,0,0,0.0014835582078478,0.0050153086101133,0,0.0331320528127167,0.0069580739024619
"J4_p1_rep2_auto",0,0.0449836102039699,0,0,0.0014680643496365,0.0080885028467281,0.002227637791396,0.0039720168912192,0.0069621927318791
"J8_p1_rep1_auto",0,0.0444396070569941,0,0,0.0010425182120416,0.0050641664281127,0.006496976911003,0.0183014015964801,0
"J8_p1_rep2_auto",0,0.0431864286465505,0,0,0,0.0056359966380264,0.0118329067282153,0,0
"J11_p1_rep1_auto",0.0078560061683254,0.0441417731760584,0,0,0.0018581513879197,0.002396429297989,0.0052611813074209,0,0
"J11_p1_rep2_auto",0.0157247310885042,0.0368207102558826,0,0,0.00017924623729728,0.0050432289264342,0.00042652745566128,0,0
"J14_p1_rep1_auto",0.00055579055548064,0.043338552458412,0,0,0,0.0069540484680156,0,0,0
"J14_p1_rep2_auto",0,0.0415066161178106,0,0,0,0.0049093211370881,0,0,0
"J1_p2_rep1_auto",0,0,0,0.0057526399157205,0.0131212491742016,0.0138785670073108,0,0.0075968230673386,0.0100469925560371
"J1_p2_rep2_auto",0,0,0.0010496427969912,0.0116209157059257,0.0162431004339432,0.013578230101132,0,0.0079204770528443,0.0103582441199245
"J4_p2_rep1_auto",0,0.0030258414585907,0.006050687057163,0.0122605414069838,0.0069338645820459,0.0145563521677038,0,0.0101739961359061,0.0086256927106887
"J4_p2_rep2_auto",0,0,0,0.0101880791662455,0.0038758661577575,0.0158149316749376,0,0.0066313731189495,0.0022447705335432
"J8_p2_rep1_auto",0.0024059689541273,0.0176950877380052,0.0113653101501852,0.012490624385103,0.0063715699244287,0.0157684034674298,0.00027349086116806,0.0075424363729796,0.0249036090335802
"J8_p2_rep2_auto",0,0.012352873137873,0.0116210962637099,0.0113834533373222,0.0059682761052812,0.0151817417855335,0,0.0086966791374126,0.0055082759769699
"J11_p2_rep1_auto",0.008158172373433,0.002338976009358,0.0059503549395304,0.0081939446338023,0.0022789541031529,0.0116228307243598,0.0012948830409723,0.0064565857669361,0.00044960606584246
"J11_p2_rep2_auto",0,0,0.0103030635539345,0.0084821856578978,0.00074157148026715,0.0136554216448534,0.00029741453182218,0.0078623957826661,0.0023820668046152
"J14_p2_rep1_auto",0,0.0060012698761809,0.0150686265771912,0.0125128683028043,0.0011384186185894,0.0117807907639828,0,0.0038265790859745,0.001529040968711
"J14_p2_rep2_auto",0,0.00047976878183253,0.0158211633908916,0.0127648257210302,0,0.0124516796214616,0,0.0042794126136293,0.0012161825842358
"J1_p3_rep1_auto",0,0.0254135378157628,0,0,0,0.0124445704113824,0,0,0
"J1_p3_rep2_auto",0,0.0227382025816612,0,0,0,0.0121661897502835,0,0,0
"J4_p3_rep1_auto",0,0.0163421741528472,0,0,0,0.0126918003860407,0,0,0
"J4_p3_rep2_auto",0,0.0202295987673245,0,0,0,0.0055876629336662,0,0,0
"J8_p3_rep1_auto",0.0114732166372449,0.0228710739819498,0,0,0.0025410887109353,0.0122958467822953,0,0,0
"J8_p3_rep2_auto",0.005734645440289,0.0240531466718272,0,0,0,0.0130842790716726,0,0,0
"J11_p3_rep1_auto",0.0070798645297898,0.0239684372079946,0.0014960937335667,0,0.0024316270661497,0.012256028501035,0,0,0
"J11_p3_rep2_auto",0.00023337809161543,0.0231519693038112,0.0031489020195454,0,0,0.0112710703785203,0,0,0
"J14_p3_rep1_auto",0,0.0175524968736419,0.0077884840876434,0,0,0.0129016897755445,0,0,0
"J14_p3_rep2_auto",0.0060132729722361,0.0202045086480368,0.0080719878291268,0.002643529565387,0.0125339867259273,0.0105618130247749,0,0.016701748635593,0.0011167901888807
