"","DeconRNASeq_BPRNACan_CD4","Epidish_BPRNACan3DProMet_CD4","Epidish_BPRNACanProMet_CD4","Epidish_CBSX.LM22_CD4.memory.resting","DeconRNASeq_CBSX.LM22_CD4.memory.resting","DeconRNASeq_CBSX.LM22_CD4.memory.activated","Epidish_CBSX.melanoma_CD4","DeconRNASeq_CBSX.melanoma_CD4","Epidish_CBSX.HNSCC_CD4","DeconRNASeq_CBSX.HNSCC_CD4","Epidish_CCLE.TIL10_CD4","Epidish_LM22_CD4.memory.resting","DeconRNASeq_LM22_CD4.memory.resting","DeconRNASeq_LM22_CD4.memory.activated","Epidish_melanoma_CD4","DeconRNASeq_melanoma_CD4","Epidish_TIL10_CD4","CBSX_LM22_CD4.memory.resting","CBSX_scRNA.melanoma_CD4","CBSX_HNSCC_CD4","CBSX_TIL10_CD4","CBSX_CCLE.TIL10_CD4","CBSX_CD226_CD4"
"LUNG-NSCLC2-0593",0.0081004028812803,0.0319765349194615,0.0483520185008264,0.557490590119602,0.125384668515616,0,0.0014544839620911,0.0502755892816797,0.263074345686154,0.0455074349879975,0.32864607932493,0.557490590119602,0.125384668515616,0,0.0014544839620911,0.0502755892816797,0.11650536978231,0.519129961708505,0.0253581975973683,0.19354193287259,0.550596403730717,0.343580485281356,0.0705089699238545
"LUNG-NSCLC2-0595",0.0185185841937408,0.0171722797616597,0.0281036957740396,0.476735046270996,0.203966367199673,0.0421515160563379,0,0.0622853570696571,0.340569438010609,0.0500897128551802,0,0.476735046270996,0.203966367199673,0.0421515160563379,0,0.0622853570696571,0,0.444284789648782,0,0.205448240817423,0,0,0.236498558724128
"LUNG-NSCLC2-0596",0.0028467602565441,0.0090333810550733,0.0146315688120669,0.463987777432168,0,0,0.0321836782439088,0.0453732897379275,0.214211100850976,0.0383920252537312,0.0549881303053433,0.463987777432168,0,0,0.0321836782439088,0.0453732897379275,0,0.447382479049227,0.0192571081510029,0.16792951842237,0,0.0333576527778649,0
"LUNG-NSCLC2-0599",0.0052558707666547,0.0229378325527102,0.0359773149800963,0.401690741679933,0.0809144673082382,0,0.0635405037253993,0.0462741930715789,0.230362662561692,0.0382576444624765,0.0968166572017787,0.401690741679933,0.0809144673082382,0,0.0635405037253993,0.0462741930715789,0,0.366235187251753,0.0994162829618112,0.10827325037505,0,0.0843498613936376,0
"LUNG-NSCLC2-0602",0.016206124463035,0.0395282527345508,0.0449684850049886,0.446809082525907,0.336600043478676,0.0034575848418077,0.101572190866361,0.0357776052774904,0.27465926516824,0.0625792293872954,0,0.446809082525907,0.336600043478676,0.0034575848418077,0.101572190866361,0.0357776052774904,0,0.415202809547893,0.129483502499453,0.24166903374854,0,0,0
"LUNG-NSCLC2-0603",0.0109216873624878,0.0082290834479551,0.0171949171793777,0.344226332765259,0.25385345249877,0.021367837712953,0,0.0312823683290911,0.225599726418245,0.0283394148948721,0.0825329953614829,0.344226332765259,0.25385345249877,0.021367837712953,0,0.0312823683290911,0,0.366226005831118,0,0.116237800970871,0,0.033298722319053,0.125515809603705
"LUNG-NSCLC2-0608",0.0315649353618443,0.0200770032661941,0.0215804000524061,0.453420019900969,0.211550744447173,0.0306801261510221,0.0036141569654923,0.0170132103285581,0.174684780612629,0.0194539773982458,0.121235994621472,0.453420019900969,0.211550744447173,0.0306801261510221,0.0036141569654923,0.0170132103285581,0.0478336916062656,0.416284300582434,0,0.131212708851901,0.518044216344537,0.133281870913605,0.250147464065281
"LUNG-NSCLC2-0610",0.0085251208053423,0.0187749351308799,0.0285389535710092,0.497040628317819,0.226781055657382,0,0.0266289782838397,0.0307105630681678,0.222056528229508,0.0482453741296269,0.0951171578747595,0.497040628317819,0.226781055657382,0,0.0266289782838397,0.0307105630681678,0,0.490032714345012,0.095317237052857,0.108060582572626,0,0.110439071755879,0.115910764889426
"LUNG-NSCLC2-0611",0.0169942409843325,0.0393878041044982,0.0566256925019321,0.507281681373893,0.267594495370159,0.0131508339352591,0.0370122871985804,0.0289618170807827,0.217254477987665,0.0447092164342232,0.175806958350388,0.507281681373893,0.267594495370159,0.0131508339352591,0.0370122871985804,0.0289618170807827,0,0.50529425714063,0.048341020522335,0.0780176742158325,0,0.019331052522774,0.0492878451005669
"LUNG-NSCLC2-0622",0,0.0152196553975616,0.0160899729158037,0.376140429286704,0.160295321907573,0.0252507409483759,0,0.0330680631330544,0.192396408954495,0.0598566606930135,0.0123818971238653,0.376140429286704,0.160295321907573,0.0252507409483759,0,0.0330680631330544,0,0.356233715196246,0,0.176160363071485,0,0,0.190390933680576
"LUNG-NSCLC2-0623",0.000792166148608567,0.0511667489704917,0.0649153896675126,0.473160755915642,0,0,0,0.0305785713330716,0.1684914945474,0.0233314097074909,0.246352889946655,0.473160755915642,0,0,0,0.0305785713330716,0.179510142481228,0.447243755345425,0.0035197030178995,0.155255889883117,0,0.0813442632764341,0
"LUNG-NSCLC2-0630",0.0137141490861617,0.0062751262476982,0.0166545349958267,0.432962398353067,0.177395406900927,0.0182414436784379,0.0235964906894617,0.0535527537684575,0.205900982084626,0.0437175540820817,0.149460183026782,0.432962398353067,0.177395406900927,0.0182414436784379,0.0235964906894617,0.0535527537684575,0.193430174897333,0.456161185206831,0.070330836267026,0.167508608074384,0.576930965558917,0.170938196689479,0.143995458534601
"LUNG-NSCLC2-0631",0.01612240598235,0.0148776599222872,0.0219219185806993,0.45495485774987,0.245573519113613,0.022478695462813,0.035332237325681,0.0499009254532537,0.316646639613038,0.0629906780410536,0.0807265251407211,0.45495485774987,0.245573519113613,0.022478695462813,0.035332237325681,0.0499009254532537,0.0099501144815516,0.437051758244648,0.0610744380109896,0.269272462979946,0.218949417678279,0.0941016833068154,0.0762681611218466
"LUNG-NSCLC2-0632",0.0265067001971482,0.0302767267223577,0.0425372265269462,0.454482019038799,0.249842587695731,0.0418227726358976,0,0.0394832425582871,0.279922021289455,0.0543943024530461,0,0.454482019038799,0.249842587695731,0.0418227726358976,0,0.0394832425582871,0,0.428023007693231,0,0.206337812874023,0.354897306602084,0.0403436298254379,0.0159157767226181
"LUNG-NSCLC2-0633",0.0275329688296105,0.0320527570272452,0.0382509159895943,0.510621016330108,0.320887500049552,0,0.0796873139529635,0.0413583165902316,0.320217976863927,0.061799659199113,0.23225948696339,0.510621016330108,0.320887500049552,0,0.0796873139529635,0.0413583165902316,0.195121761892001,0.490486244358391,0.125578953232518,0.202714334617515,0.272336478974447,0.134177392011644,0.0456790669791312
"LUNG-NSCLC2-0635",0.0129106961015304,0.006864349332537,0.0120292601464171,0.499882223304145,0.172251445381593,0.0324365585461159,0,0.0489527704374843,0.0817140301196967,0.0101148218147889,0.154513092366496,0.499882223304145,0.172251445381593,0.0324365585461159,0,0.0489527704374843,0.227480685799174,0.449415602011824,0.0507885071099509,0.0691370458981471,0.497608922912332,0.128897441916032,0.174001190762707
"LUNG-NSCLC2-0641",0,0.0121507922747703,0.0186671148744263,0.470799863368985,0.151037998208853,0,0,0.0174712828214009,0.105614078021068,0.0107751151107253,0.276613985535028,0.470799863368985,0.151037998208853,0,0,0.0174712828214009,0.218599919028562,0.443509842141387,0.0697541752484231,0.0823128765479006,0.668674633275536,0.212700299968002,0.0931038523734162
"LUNG-NSCLC2-0648",0.0081973219237329,0.0358448690762498,0.0453266958667686,0.532328577886662,0.123415979185203,0,0.0529657572885409,0.007039865664851,0.192896731646495,0.0304246868416797,0.337641844778875,0.532328577886662,0.123415979185203,0,0.0529657572885409,0.007039865664851,0.539421406595822,0.54486526880645,0.0753201645785246,0.093671292400647,0,0.369441125145331,0.0715106045663329
"LUNG-NSCLC2-0652",0.0046222031305983,0.0157642269280698,0.0264915914373452,0.427049615346676,0.150387162324924,0,0.0300017335738668,0.016530798636179,0.223900540681491,0.0414939596002025,0.102278122371824,0.427049615346676,0.150387162324924,0,0.0300017335738668,0.016530798636179,0,0.401162292060885,0,0.0944450748477476,0,0.0395250714310322,0.0977645747606051
"LUNG-NSCLC2-0657",0.0174298753454794,0.0621585743103295,0.0788040992687707,0.465242217503075,0.0396324915831475,0,0.0850454147771801,0.050631901159977,0.355534359245774,0.0954569947763279,0.186176159281236,0.465242217503075,0.0396324915831475,0,0.0850454147771801,0.050631901159977,0.0550526104796536,0.492481295295793,0.0814401138213449,0.280703050382831,0,0.192527153998338,0
"LUNG-NSCLC2-0660",0.0369729503866146,0.0445151460482617,0.0611251807639556,0.468344743475676,0.321939877978196,0,0.0314408545033533,0.0643315543398485,0.403179815963842,0.0708516426906152,0.0848766841486757,0.468344743475676,0.321939877978196,0,0.0314408545033533,0.0643315543398485,0,0.462351907631992,0.0069676735053877,0.282316473677961,0,0.420142454691691,0.0135908388522461
"LUNG-NSCLC2-0678",0.0026718511239609,0,0,0.304086455259929,0.129915642434788,0.0072958850198001,0,0.0439150047304245,0.0948171112371173,0.0089105977478092,0.27133871625899,0.304086455259929,0.129915642434788,0.0072958850198001,0,0.0439150047304245,0.35433266277377,0.278348153554313,0.0051508815536077,0.114744126399002,0.0326401360596993,0.175227373177141,0.0204695035713906
"LUNG-NSCLC2-0683",0.010144928538862,0.0186816755858731,0.0270605525967078,0.552624129831383,0.178550447706942,0,0.0626929687819773,0.0302807120370943,0.228676652951734,0.0561312760537758,0.324321596698602,0.552624129831383,0.178550447706942,0,0.0626929687819773,0.0302807120370943,0.259631416148177,0.517691382209682,0.120335093277545,0.0949064166358997,0,0.15371505657181,0
"LUNG-NSCLC2-0685",0.0030375193561718,0.0026205504071368,0.0138554586422261,0.423292881309629,0.167824694426146,0.0119608059426025,0,0.0268034538270545,0.179281658241309,0.0355293427270076,0.0998562117927488,0.423292881309629,0.167824694426146,0.0119608059426025,0,0.0268034538270545,0,0.39710304891811,0,0.144957721074378,0,0,0.0523646070989001
"LUNG-NSCLC2-0687",0.0056522894052468,0.0402028536863763,0.056268310599315,0.446052791476333,0,0,0.0291711462127719,0.0466982341686843,0.214619845063105,0.0478647734049444,0.087210129558884,0.446052791476333,0,0,0.0291711462127719,0.0466982341686843,0,0.43980298262425,0.0731119137058596,0.0934073551358995,0,0.0620807989217634,0
"LUNG-NSCLC2-0689",0.0260033859917117,0.0040870124193081,0.0117205362086985,0.48046500067316,0.167388309704386,0.01224363462004,0,0.0301380296437273,0.132060923264463,0.0192618954067969,0.253229877181199,0.48046500067316,0.167388309704386,0.01224363462004,0,0.0301380296437273,0.178085687694721,0.41170800923889,0,0.0662158497629585,0.631360787696775,0.176701248862314,0.200284887319284
"LUNG-NSCLC2-0695",0.0280314371146629,0.0389050813948152,0.0494891653309931,0.485922840980975,0.0680077895252892,0,0,0.037062532967715,0.123382597531242,0.0126824119862441,0.153655653071616,0.485922840980975,0.0680077895252892,0,0,0.037062532967715,0,0.396447869026975,0.028636411623067,0.087473481452316,0.261683619696506,0.18689624460478,0.190665408913439
"LUNG-NSCLC2-0696",0.0038869795512371,0.0084477878068857,0.0128262253186081,0.494243436830946,0.182880908668023,0.0167432291789386,0,0.0175841029885401,0.200601818684993,0.0373757188564219,0.287621961770499,0.494243436830946,0.182880908668023,0.0167432291789386,0,0.0175841029885401,0,0.466790399768872,0,0.140188316299959,0.65133810890496,0.283103521812181,0.0709735368064872
"LUNG-NSCLC2-0698",0.0514155995151541,0.0369787411438558,0.0529937975545482,0.443208992812635,0.262468854139624,0.0317798207908705,0.021925696418385,0.0523986456189908,0.370387088648366,0.0774984416434734,0.0867762282812555,0.443208992812635,0.262468854139624,0.0317798207908705,0.021925696418385,0.0523986456189908,0,0.489029490720407,0.0868182418418659,0.313837731168996,0.0347636440345352,0.192895943830302,0
"LUNG-NSCLC2-0704",0,0,0.0053929512122636,0.326155737534729,0.0232291265671587,0,0,0,0.0427263438049032,0,0.22178689309778,0.326155737534729,0.0232291265671587,0,0,0,0,0.349328394698473,0,0,0.635855534484958,0.180741511012297,0.0217761450815586
"LUNG-NSCLC2-0705",0.005747363867503,0.0023373734073846,0.00676278081613,0.462281885688477,0.147708392982512,0.0045839405496112,0,0.0382906057137483,0.197443353691556,0.0256404168971298,0.24428283390873,0.462281885688477,0.147708392982512,0.0045839405496112,0,0.0382906057137483,0.271566897845418,0.394836349231349,0.032145928155759,0.162682939317623,0.265348595739591,0.149790936376247,0
"LUNG-NSCLC2-0707",0.0068853677408718,0,0,0.325144520224805,0.114349339828569,0.0099192079180599,0.0296131904155228,0.0383096592629574,0.20147757780556,0.0356828865889581,0.119416856218044,0.325144520224805,0.114349339828569,0.0099192079180599,0.0296131904155228,0.0383096592629574,0.105568150214323,0.350526421121218,0,0.13153594173265,0.180407627510955,0.156889198434804,0.0998623070332046
"LUNG-NSCLC2-0709",0.0285766313649394,0.036060153413609,0.052435041303594,0.456947199156062,0.284367885265362,0.0175909889566149,0.0202824647470905,0.0687421110184449,0.201158835913982,0.0415722150439802,0.0875090859594707,0.456947199156062,0.284367885265362,0.0175909889566149,0.0202824647470905,0.0687421110184449,0,0.400221500744654,0.0274310569842527,0.140434391206384,0.12499615927311,0.336610826748073,0
"LUNG-NSCLC2-0712",0.0040064019934065,0.0304157837916387,0.03946798569308,0.470032255112803,0,0,0,0.0358746188914307,0.193842464834867,0.0174065900909326,0.164539251500739,0.470032255112803,0,0,0,0.0358746188914307,0,0.431395889611136,0.0091601222947469,0.0642057737539827,0,0.169865738666715,0.215833109742255
"LUNG-NSCLC2-0714",0,0.010700899643601,0.0181058529380017,0.412885135111308,0.191018794737391,0.0091743229070627,0,0.0326914661006033,0.111720286337029,0.0225253206740672,0.100091682329307,0.412885135111308,0.191018794737391,0.0091743229070627,0,0.0326914661006033,0,0.383058410284616,0.03438497805654,0.0912491109241253,0,0.0547125174761676,0.194435268511694
"LUNG-NSCLC2-0715",0.0051460559897679,0.0133984335850271,0.0249080926493094,0.474288761923339,0.150687265156895,0.0072260041917669,0,0.0304050600674892,0.205630412417706,0.0359983693464903,0.183214524798873,0.474288761923339,0.150687265156895,0.0072260041917669,0,0.0304050600674892,0,0.458255407494263,0,0.167136536197637,0,0.235274351929986,0.0209347823129502
"LUNG-NSCLC2-0718",0,0.0109774130238127,0.015060424964764,0.301795053970374,0.000260325184581758,0,0,0,0.119033850482364,0.0152872231839097,0.21436121640592,0.301795053970374,0.000260325184581758,0,0,0,0.13999679882269,0.270317330191322,0,0.0715430812177481,0,0.136958196403101,0.0346817290215697
"LUNG-NSCLC2-0720",0.0228670543581807,0.0274879463949052,0.0425329538823091,0.603293581574571,0.180585752239581,0,0.056466196853114,0.0533306047275633,0.239926156273843,0.0613176442262831,0.176604104419026,0.603293581574571,0.180585752239581,0,0.056466196853114,0.0533306047275633,0,0.56743481227114,0.100266319340736,0.184239362154206,0.50705140498556,0.110913955733969,0
"LUNG-NSCLC2-0727",0,0.0121423224171064,0.0181824808043109,0.445473256043856,0.0238951019149918,0,0.0063868423373888,0.0132195540933113,0.161462776804294,0.0368721140342504,0.130826602060716,0.445473256043856,0.0238951019149918,0,0.0063868423373888,0.0132195540933113,0,0.437966446918459,0.0556410022622332,0.0922571078886298,0,0.121662263892836,0.0218377822306372
"LUNG-NSCLC2-0728",0.0065643060315291,0.0304863284808689,0.0399568295375206,0.420917365044182,0.165675244767407,0.007965969170869,0.0348323754860415,0.0161642824249996,0.289190290474648,0.0617287188709729,0.114156717716426,0.420917365044182,0.165675244767407,0.007965969170869,0.0348323754860415,0.0161642824249996,0,0.360002948638493,0,0.190882758296483,0,0.19772273983486,0.12001617994362
"LUNG-NSCLC2-0729",0.011483776052717,0.0311284283632099,0.0474437271016048,0.519675063199286,0.248015349218277,0.0020464443854913,0.035001717013676,0.0428123268700361,0.186227147255685,0.0415759154809519,0.346234741836843,0.519675063199286,0.248015349218277,0.0020464443854913,0.035001717013676,0.0428123268700361,0,0.453337235876669,0.0427986201687042,0.111011510585648,0,0.169552471592695,0.196273464426612
"LUNG-NSCLC2-0730",0,0.0098767729220582,0.0096744641201559,0.382945131089133,0.0427184099722884,0.0474610959535609,0,0.0452604449577112,0.145440912075527,0.0212851756690136,0.200898863837802,0.382945131089133,0.0427184099722884,0.0474610959535609,0,0.0452604449577112,0.159121229574651,0.390016659820304,0.0565745212723882,0.0506218517900334,0,0.122208572450977,0.0449384805363911
"LUNG-NSCLC2-0732",0.0221146354756823,0.0197545145171699,0.0264019831193859,0.441542918451863,0.244859046868235,0.0070350506119152,0.0276593712799763,0.048876399602764,0.178888823466508,0.0284513335678211,0.0447189266381291,0.441542918451863,0.244859046868235,0.0070350506119152,0.0276593712799763,0.048876399602764,0,0.446121379894996,0.11914124126232,0.177861856648424,0,0.144030782919334,0.125829289268446
"LUNG-NSCLC2-0734",0.0413145010647011,0.0664755333565626,0.0723084063334776,0.525538453552419,0.343871035921153,0.0042978711895473,0.160813229781225,0.0570223848758644,0.368538258929282,0.0743910392549134,0.226702839882974,0.525538453552419,0.343871035921153,0.0042978711895473,0.160813229781225,0.0570223848758644,0.174659783522026,0.496393146450397,0.101035300213972,0.308391463770944,0.443639650832194,0.316331730486128,0.200373582713492
"LUNG-NSCLC2-0736",0.0016022069545728,0.0060763005002703,0.010904788394176,0.452902326775519,0.112677959950231,0,0,0.0272251099878756,0.107611788042351,0.030670461191319,0.181209457563608,0.452902326775519,0.112677959950231,0,0,0.0272251099878756,0,0.374092484413472,0.0350724562145338,0.0535224316042558,0,0.085192354263627,0.105196086959344
"LUNG-NSCLC2-0737",0,0.0176640664832958,0.0241811565722609,0.399956458012673,0.0767938707944435,0,0,0.017072165815899,0.175855919159152,0.0253188303281839,0.153474294700807,0.399956458012673,0.0767938707944435,0,0,0.017072165815899,0,0.438557409177428,0.0192062650191586,0.0235171353068926,0,0.171271664274829,0
"LUNG-NSCLC2-0740",0.0319216279341183,0.000989633487367141,0.013631095315833,0.58729701049463,0.19908327927357,0.0305035627661998,0,0.0648401558736337,0.285728947694664,0.0301545210678495,0.022554564536148,0.58729701049463,0.19908327927357,0.0305035627661998,0,0.0648401558736337,0.0033153285914749,0.492469641045906,0,0.219604774902928,0.271989948102539,0.153316083573661,0.197811413869681
"LUNG-NSCLC2-0742",0.0062940393702946,0.0272024868891565,0.0399979936982434,0.569194137918498,0.136263282510251,0,0.0233328608585036,0.032222213158665,0.248983946993285,0.0411223239145337,0.235845508095646,0.569194137918498,0.136263282510251,0,0.0233328608585036,0.032222213158665,0,0.567149666309199,0.103305480133844,0.137933422084001,0.262578123316291,0.134648040509164,0.0191250947975317
"LUNG-NSCLC2-0743",0.0052339173796719,0.029398071590775,0.0350510966955138,0.400367305589175,0.0380944377328449,0,0.00462455655181,0.0325844894125171,0.15375810060494,0.037986090770466,0.277685409459562,0.400367305589175,0.0380944377328449,0,0.00462455655181,0.0325844894125171,0.281672284859134,0.416959522708388,0.0847901417497554,0.0815505677774284,0.43378648634974,0.202215087139343,0.0512632712849338
