"","Epidish_BPRNACan_Mono","DeconRNASeq_BPRNACan_Mono","Epidish_BPRNACan3DProMet_Mono","DeconRNASeq_BPRNACan3DProMet_Mono","Epidish_BPRNACanProMet_Mono","DeconRNASeq_BPRNACanProMet_Mono","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_CBSX_LM22_Monocytes","DeconRNASeq_CBSX_LM22_Monocytes","Epidish_CD226_Mono","DeconRNASeq_CD226_Mono","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_Monocytes","Epidish_LM22_Monocytes","DeconRNASeq_LM22_Monocytes","CBSX__LM22__Monocytes","CBSX__NSCLC.scRNAseq__Monocytes","CBSX__CD226__Mono"
"LP.01.29",0.0494505199067544,0.118409968460149,0.048529853229038,0.114895871371547,0.0446641369064813,0.100568534053794,0.0886410531658138,0.271791787491879,0.106841889616351,0.0309652113542051,0.253301156623893,0.0262345195172032,0.0886410531658138,0.271791787491879,0.106841889616351,0.0309652113542051,0.10617649844318,0.128564827635845,0.111770042422125
"LP.01.31",0.0237797483319934,0.0904322932951648,0.0226779185758375,0.0883484400810219,0.0201535125989307,0.0781926885631346,0.0376301331093388,0.256844169733904,0.0531621607790308,0.053033795218781,0.134372724461369,0.0307526251158236,0.0376301331093388,0.256844169733904,0.0531621607790308,0.053033795218781,0.045058687255442,0.0439629651549756,0.0774358704388229
"LP.01.37",0.0233990152815033,0.0989500777315078,0.0216033725464803,0.0961373853437515,0.0225214682029926,0.0858440251505704,0.243106349585966,0.312016612261365,0.0299158529475397,0,0.291493633277209,0.055757589281235,0.243106349585966,0.312016612261365,0.0299158529475397,0,0.0223082387192848,0.178405985132554,0.11249749918367
"LP.01.38",0.0139746451419324,0.0779202285881019,0.0117252046661293,0.0728940672991563,0.00844033126071616,0.0606385558034395,0.0739041732776029,0.258795032629353,0.016986874655533,0.0406845237574518,0,0.0238602704213623,0.0739041732776029,0.258795032629353,0.016986874655533,0.0406845237574518,0.00124962178845497,0.054061753600064,0.077611705160378
"LP.01.40",0.0253314684858566,0.0936894888647559,0.0216419579993048,0.0932328565879774,0.0133253753895899,0.0846347620489384,0.0343085724011173,0.245149967387825,0.0290800857697051,0.0236947048749229,0.165397496023711,0.148562467232428,0.0343085724011173,0.245149967387825,0.0290800857697051,0.0236947048749229,0.0306920529188395,0.0289357902026581,0.0782139245408484
"LP.01.43",0.0754689928484804,0.172563780384487,0.0934485005079368,0.174843136153642,0.0822990580479609,0.158910963112559,0,0.265076516912003,0.164250909379724,0.0262163858024812,0.586031706577266,0.15907192872372,0,0.265076516912003,0.164250909379724,0.0262163858024812,0.148551738377105,0.00202899973324438,0.118044431801289
"LP.01.45",0.00614953514464003,0.0990430840633823,0.00766218072400605,0.0974185726194375,0.00558119739854714,0.0843610018873717,0.113664530920141,0.26312091520013,0.0129437018940597,0.0147712801574135,0.360481085898975,0.0105218937532185,0.113664530920141,0.26312091520013,0.0129437018940597,0.0147712801574135,0.00851385118641249,0.106034645478058,0.0916812861921803
"LP.01.47",0.0479141667915826,0.146486863181627,0.0475122460407606,0.147049661821103,0.0455452117980627,0.128694740596798,0.0308045518004755,0.237262788562565,0.0391819092947798,0.071326695631854,0.409602268581058,0.0948877017787121,0.0308045518004755,0.237262788562565,0.0391819092947798,0.071326695631854,0.0284325343943247,0.0598866333370656,0.0861228035269241
"LP.01.48",0.0330384977679516,0.11980071504288,0.0290144277977884,0.116867869567621,0.0306448154998981,0.10552782610157,0.0823019293579862,0.28098522908906,0,0.0454001733371285,0.0875364082612814,0.0864326203623939,0.0823019293579862,0.28098522908906,0,0.0454001733371285,0,0.100043699353019,0.0909008946709421
"LP.01.52",0.0513006062195473,0.128451157002958,0.0638829517448798,0.12846617531034,0.0587531771196098,0.115177236076243,0.0273630757099081,0.197203178700043,0.028565583186558,0.0331575463337604,0.419676387797838,0.0909126853072059,0.0273630757099081,0.197203178700043,0.028565583186558,0.0331575463337604,0.0264022832785349,0.0254062703140174,0.0810131030454815
"LP.01.57",0.0442027721138166,0.142686483621498,0.0564193007951079,0.142714588709693,0.0517428458153241,0.125004507279961,0.0055975047783068,0.20664165265913,0.0210598652929851,0.00649831617567617,0.296375239082838,0.0545681976589295,0.0055975047783068,0.20664165265913,0.0210598652929851,0.00649831617567617,0.00764474552827257,0.0011036512172941,0.0844895410086639
"LP.01.61",0.0507623638660644,0.137340959212243,0.04943301315271,0.135824138084081,0.0382393203780629,0.119228537499549,0.0451638384406598,0.304372331474501,0.0203548642939325,0.0527112433907061,0.450927887224124,0.033019490690967,0.0451638384406598,0.304372331474501,0.0203548642939325,0.0527112433907061,0.0226464029527286,0.0367174177563995,0.102884426737393
"LP.01.63",0.0179406549277352,0.153412678608388,0.019531302857615,0.150313244640314,0.0202322229071056,0.135574234790033,0.756856421526021,0.687284058236151,0.00614398980030068,0.0519319632834006,0,0.0517314957261208,0.756856421526021,0.687284058236151,0.00614398980030068,0.0519319632834006,0.0114575794353493,0.715998526945627,0.0840009518344422
"LP.01.64",0.0230541016801721,0.112595944060551,0.0246070862200131,0.111915449418604,0.0229463396723773,0.0981881436799878,0.00510757820855459,0.236365522348825,0.0222840943186516,0.0171088996727823,0.0325789396327102,0.0819407463481014,0.00510757820855459,0.236365522348825,0.0222840943186516,0.0171088996727823,0.0157203499237586,0.0250807047229546,0.0761971775000201
"LP.01.66",0.0628713628114974,0.145606427894454,0.0630144581050512,0.144384838428318,0.0576166868824804,0.131749523744994,0.00681831166012764,0.200734356078625,0.0158569916953463,0.00131972007405856,0.330260152773501,0.0566166628187943,0.00681831166012764,0.200734356078625,0.0158569916953463,0.00131972007405856,0.0559258571766267,0.0107377195926634,0.0755302543788678
"LP.01.70",0.0305999816248871,0.152791637007083,0.0280774223952947,0.149685055403872,0.0203301305221512,0.13335103504249,0.0520599238169034,0.271334782215327,0.0304286275101869,0.0232502624166461,0.25142375740684,0.109963124375528,0.0520599238169034,0.271334782215327,0.0304286275101869,0.0232502624166461,0.0258675941735082,0.0394313309930114,0.0733090959051249
"LP.01.72",0.0217690400556125,0.141241471981389,0.0221047484090642,0.136568373449717,0.0179159915404515,0.12038382827756,0.36831587081322,0.442037573757669,0,0.0267687042725702,0.00930778595740291,0.0642129109443211,0.36831587081322,0.442037573757669,0,0.0267687042725702,0.042418704017271,0.463915002315525,0.0932661966858918
"Test.FFPE.01",0.029068660911186,0.113327998376752,0.0265554524918055,0.107430759547873,0.0237104853408319,0.0927756985906947,0.0524282566054139,0.243427280256384,0.0300644402820752,0.0123684496634546,0.16649836498578,0.0489093786497766,0.0524282566054139,0.243427280256384,0.0300644402820752,0.0123684496634546,0.0258816369893069,0.0420249900613182,0.0855903980067313
"Test.FFPE.02",0.0444853869010038,0.146245941186403,0.0512606897038966,0.143864533582234,0.0483991733443197,0.125063959017079,0,0.165319418105343,0.0124751258348984,0,0.338730195245002,0.109469988223855,0,0.165319418105343,0.0124751258348984,0,0.00900056589524447,0,0.10350862942896
"Test.FFPE.04",0.0368151736237367,0.119932980821657,0.035407338663247,0.116930612737513,0.0317298366411218,0.102962020050317,0.00514498212875834,0.216367097688695,0.0271453304561525,0.00506939408944429,0.0343533946455234,0.0296475127939579,0.00514498212875834,0.216367097688695,0.0271453304561525,0.00506939408944429,0.0389573087752368,0.0138062245673291,0.093714032719883
"Test.FFPE.05",0.0330252492290873,0.113500688272662,0.0319426829093055,0.112264882871071,0.0341411953295149,0.101336111901764,0,0.174361507473942,0.016806459531623,0.000368179747661082,0.207229770185999,0.0336528683326099,0,0.174361507473942,0.016806459531623,0.000368179747661082,0.0245454974519498,0,0.0801873307426741
"Test.FFPE.06",0.0114597469883673,0.118504916498734,0.00993931237177519,0.114965646668988,0.0112642924295089,0.101540256901928,0.0146515248909311,0.273539608807597,0.0260370627169546,0.00247096686123238,0.346195871533371,0.0516569038380324,0.0146515248909311,0.273539608807597,0.0260370627169546,0.00247096686123238,0.00999284780015786,0,0.0854863684442788
"Test.FFPE.07",0.0441687996354157,0.144826324199329,0.0472708584744834,0.142839336201016,0.0436942113938919,0.126481086990437,0,0.177380112141027,0.0879448063460242,0.0274972232936452,0.327286424658626,0.114398047043025,0,0.177380112141027,0.0879448063460242,0.0274972232936452,0.0905455366669307,0,0.116606370432924
"IP.108b",0.0234880440473745,0.12318615816756,0.0251183250080583,0.123339098940153,0.0202595866818657,0.111292366076437,0.431266263768426,0.305361382561442,0.0133509982267429,0.0422402437269291,0.384730988954197,0.0491618961301502,0.431266263768426,0.305361382561442,0.0133509982267429,0.0422402437269291,0.00778554982424169,0.424555287304951,0.13907675986677
"IP.115b",0.0149054491420932,0.115091013864395,0.014355215530743,0.112195556490436,0.011340573527696,0.0958602041410621,0.141347803603769,0.269709443078176,0.0212033252352859,0.07142494404058,0.483849278516976,0.0835491707417385,0.141347803603769,0.269709443078176,0.0212033252352859,0.07142494404058,0.0154849065138431,0.105322873211686,0.11647910310314
"IP.124b",0.0239757314695255,0.109631368082091,0.0265947427589863,0.110167328299606,0.0240905252670417,0.0974732481600011,0,0.242806071154359,0.0347464454790684,0.0648059342952433,0.370340844192837,0.0872096106944968,0,0.242806071154359,0.0347464454790684,0.0648059342952433,0.0328951859634337,0,0.0733323251260511
"IP.127",0.0155459781069659,0.0902743335782362,0.0136196333964983,0.0870849698786695,0.00850394631588352,0.0720921375732412,0.011447068953597,0.250712320997351,0,0.0680684665310647,0.0940715880942266,0.00974222723786126,0.011447068953597,0.250712320997351,0,0.0680684665310647,0.0783043745875059,0.0322088969375358,0.109697739557415
"IP.138b",0.0412700092500436,0.114021026084912,0.0414162393601793,0.111162334620874,0.0378228531089854,0.0985033513778421,0.0187776213985616,0.199385370902817,0.0666231738338816,0.0427003845417066,0.741199882953088,0.0752251821131794,0.0187776213985616,0.199385370902817,0.0666231738338816,0.0427003845417066,0.0668186310485753,0.0361740973227453,0.130825644297394
"IP.140b",0.0343933703774676,0.12187501143764,0.0391490105759998,0.119856690499575,0.036769356790959,0.102781709217476,0.0300740023192858,0.211291257336845,0.0715516984965255,0.0647038955513926,0.480201835801331,0.104804212777913,0.0300740023192858,0.211291257336845,0.0715516984965255,0.0647038955513926,0.0547130639399913,0.0396032020472558,0.111239313333053
"IP.148",0.0353078298071352,0.117371450527352,0.0411539090337198,0.11521034807408,0.037978277206618,0.102073650363677,0,0.235164025730234,0.0422277765592151,0.014039042611987,0.233806615794159,0.052752945982006,0,0.235164025730234,0.0422277765592151,0.014039042611987,0.0399062479025632,0,0.0981811547523833
"IP.197",0.00694529259580266,0.110040416841726,0.00581607772846734,0.103715609518729,0.00103724078480811,0.0854508127570067,0.167980100756451,0.244958341422231,0.0141536241207249,0.0516009407114818,0,0.0100309764488403,0.167980100756451,0.244958341422231,0.0141536241207249,0.0516009407114818,0.0326912763610345,0,0.0748183004275621
"IP.214",0.0322077436768165,0.0962727767854917,0.0294230905632288,0.0887721732008969,0.024262147108422,0.0775857199961172,0.0702751122659295,0.260093525563961,0.0495741663583425,0.0560048318733272,0.0412368175145715,0,0.0702751122659295,0.260093525563961,0.0495741663583425,0.0560048318733272,0.0246672533585021,0.0599013056403314,0.113060708113768
"IP.28",0,0.0942222685446214,0,0.0864154960029762,0,0.0743579588303738,0.653056897915143,0.279559801782012,0,0.0554526889534817,0.207840586779817,0.0234782958364224,0.653056897915143,0.279559801782012,0,0.0554526889534817,0,0.519075037801085,0.110339764297984
"IP.31b",0.0108320966749061,0.15445285953201,0.0129462648524797,0.156396897203579,0.0111593390783408,0.139195262458539,0.0538178080768555,0.277038126386016,0,0,0,0.0557787135843752,0.0538178080768555,0.277038126386016,0,0,0.00513158709222041,0.0419485937507483,0.0764293414104135
"IP.36",0.00393742874568971,0.0565105993056532,0.00359946532642674,0.0524994033815741,0.00239892874501074,0.0434969298627073,0.0359929684930173,0.266613966532281,0.0299942011855333,0.1157220504171,0.0958369352506264,0.0198673320271196,0.0359929684930173,0.266613966532281,0.0299942011855333,0.1157220504171,0.0274244005787772,0,0.0779204891548676
"IP.38b",0.0107250119795904,0.0830996682657121,0.00987685703315779,0.0802504330714588,0.00839799796306577,0.0706827340382327,0.0460201729373423,0.247158174738743,0.0102080050662267,0.0438012408565041,0,0,0.0460201729373423,0.247158174738743,0.0102080050662267,0.0438012408565041,0.00750028983202903,0,0.0858571646906395
"IP.52",0.0275867861346101,0.119403543660751,0.0282428172274319,0.115339641252759,0.025596543248599,0.100272193391468,0.0494571355210798,0.251884787202349,0.0321257228904096,0.0117819049045685,0.285331923388612,0.0836069194336844,0.0494571355210798,0.251884787202349,0.0321257228904096,0.0117819049045685,0.0100212397559097,0.0556341726457789,0.0997410429937423
"IP.57",0.000779705046678252,0.0533593643803633,0.0002975678557183,0.0527840187879939,0,0.0373014032453635,0.032130622430676,0.267543847337066,0,0,0.179214757903986,0,0.032130622430676,0.267543847337066,0,0,0,0.0640893504434877,0.107561212968361
"IP.58b",0.00582750181506863,0.0874101351469039,0.00538188580238743,0.085284906557116,0.00423652279375164,0.0910934852611257,0,0.126985435609271,0.0413082957381665,0.00744467427335533,0.581077870761835,0.100467731283132,0,0.126985435609271,0.0413082957381665,0.00744467427335533,0.0424463516209532,0,0.154894914575645
"IP.67b",0.00194079329222527,0.0885929149204996,0.000668482135192824,0.0833905384399701,0.000953942392057257,0.0740678585767846,0.0861891392773719,0.251838669750268,0.0714615281921156,0.0602404775773526,0.227935564806265,0.0364441883979529,0.0861891392773719,0.251838669750268,0.0714615281921156,0.0602404775773526,0.0983963513228163,0,0.0901795206154398
"IP.73",0.000718608427477861,0.086165523444508,0.000910075351214184,0.0865236324766521,0.000601923956253443,0.0771687535113773,0.0595445928294732,0.271002269151992,0.0151170323873326,0.0782634998572689,0.254287450487596,0.0786768583873992,0.0595445928294732,0.271002269151992,0.0151170323873326,0.0782634998572689,0.0459746850926977,0.0634942697995811,0.0980537019668687
"IP.82b",0.0225609690439308,0.0995083176780928,0.0225149094071572,0.0943586982067408,0.0178535242621182,0.0883801103757563,0.0325744529371221,0.213391935632536,0.0590628469700771,0.0145027364591512,0.294779602147463,0.0221755274379959,0.0325744529371221,0.213391935632536,0.0590628469700771,0.0145027364591512,0.0455915554986787,0.0128411175350308,0.0946325018043116
