"","Epidish_BPRNACan_Mono","DeconRNASeq_BPRNACan_Mono","Epidish_BPRNACan3DProMet_Mono","DeconRNASeq_BPRNACan3DProMet_Mono","Epidish_BPRNACanProMet_Mono","DeconRNASeq_BPRNACanProMet_Mono","Epidish_CCLE_TIL10_Monocytes","DeconRNASeq_CCLE_TIL10_Monocytes","Epidish_CD226_Mono","DeconRNASeq_CD226_Mono","Epidish_TIL10_Monocytes","DeconRNASeq_TIL10_Monocytes","CBSX__LM22__Monocytes","CBSX__NSCLC.scRNAseq__Monocytes","CBSX__TIL10__Monocytes","CBSX__CCLE.TIL10__Monocytes","CBSX__CD226__Mono"
"J8_p1_rep2_hetero",0,0.0349178396954941,0,0,0,0.0090915963152237,0.0105310337209906,0,0.0124103779572346,0.0916649205807671,0.0161966625641629,0.0002729237482191,0.0125003092215518,0,0.0405761301134442,0.0242442062771401,0.0910131553191716
"J9_p1_rep2_hetero",0,0.0371751021786258,0,0,0,0.011093610288046,0.0114250466395566,0,0.0161627577967911,0.0855473718366039,0.0174563447683198,0.0008005509185229,0.0102127565860699,0,0.0372385965077324,0.0196039124376828,0.0886421976601704
"J11_p1_rep2_hetero",0,0.0305202400870122,0,0,0,0.0004528368454389,0.0094415150185575,0,0.0153696112919498,0.0804239594204653,0.0160401899772135,0,0,0,0.0354944091087465,0.018699818827056,0.0895050224322199
"J13_p1_rep2_hetero",0,0.0334235994846558,0,0,0,0.0071053265158919,0.0069615505453472,0,0.0047727066297267,0.0848373643769201,0.0130135939163539,0,0.0103803184432185,0,0.0344018732493707,0.0214905897940885,0.0876346556104139
"J1_p2_rep1_hetero",0.0344113608041523,0.0394458213056198,0.0268551319702925,0,0.0190757989190549,0.0118189352410964,0.0393019477858232,0.0076266450234526,0.037588674405735,0.0460930179381298,0.0650662345959612,0.0129838064146435,0.0552890749691199,0.0185811151142248,0.0432165378283497,0.0465827924962113,0.101478162209798
"J2_p2_rep1_hetero",0.017199249950611,0.0446426888871756,0.010401411950578,0,0.007636223743324,0.0131713980395505,0.0366700602337162,0.0072171558195496,0.0291149825787191,0.0494778869584769,0.0635417404261068,0.0123808444185305,0.043657971614874,0,0.0692368196548544,0.0536454654702883,0.0960035913234019
"J3_p2_rep1_hetero",0.0021318883961892,0.0452918296584182,0.0006972930725773,0.004767343111512,0.0036785748209714,0.0244871853994893,0.0208611727643078,0,0.0311477297033248,0.0662668415984945,0.0311586678369303,0.004470730434327,0.0286060690813831,0,0.0603456260135635,0.0250287958427583,0.0894612861670982
"J4_p2_rep1_hetero",0.0007019137533165,0.0405336475896252,0,0,0.0040055714773787,0.0195198533311539,0.0218166286965611,0,0.0185893404618596,0.0696129259440444,0.0438782155275543,0.0040617639341305,0.0145327343425942,0,0.0265727095455607,0.0222533940230079,0.0894599604235541
"J5_p2_rep1_hetero",0,0.04188109763782,0,0,0.001847005783438,0.0160245743618115,0.0114082108886564,0,0.0200681158952337,0.0680762770778399,0.0260722201852539,0.002352209576213,0.0147450883537702,0,0.0295115346977651,0.0083661755665993,0.0913527490949479
"J6_p2_rep1_hetero",0,0.0314249573232191,0,0,0.0001253891852949,0.016088045084613,0.0103225104698193,0,0.0132343532978419,0.0792355999646274,0.0193658352049416,0.0006175516032961,0.01210903009365,0,0.0321164975283539,0.0258608791609211,0.0896957163795538
"J7_p2_rep1_hetero",0,0.0311750895040869,0,0,0,0.0136476430128812,0.0072849447234781,0,0.0108422195811917,0.0657619505467265,0.0100640640603125,0,0.0133032148674645,0,0.0166284465431923,0.0173948810820781,0.089134892845202
"J8_p2_rep1_hetero",0,0.0303899277770493,0,0,0,0.0100040238992929,0.0088629859865224,0,0.0075850001736162,0.0580011189841418,0.0139880936169452,0.0001417546668919,0.0108317175529735,0,0.0192152436168087,0.0187837826355948,0.0889803060532882
"J9_p2_rep1_hetero",0,0.0435776697376253,0,0.0051804381531673,0,0.0281360622926346,0.0101062034907144,0,0.0097124566033132,0.0479712040554359,0.0131666961390193,0,0.0139767173120179,0,0.0279995518240762,0.0164868844656233,0.0821863730221618
"J10_p2_rep1_hetero",0,0.0281692520987495,0,0,0,0.008174314229015,0.0109550283840892,0,0.0109185765418624,0.0563876958002277,0.0154260095173397,0.0011486677160209,0.0222032059766902,0,0.0269052418125129,0.0222783139043959,0.0930169359625129
"J11_p2_rep1_hetero",0,0.0393869319950412,0,0.0018872184501778,0,0.0250549688081627,0.0090891030795388,0,0.0224297734659174,0.0528348899603837,0.0127539456405398,0,0.012261908362132,0,0.0252237646829914,0.0157076377082966,0.0903426653683169
"J12_p2_rep1_hetero",0,0.0363788946130152,0,0,0,0.0155890882745332,0.0085684704424518,0,0.0287435629414399,0.0605898595436701,0.0104069905320761,0,0.0064648979787047,0,0.023180063608258,0.017138582622499,0.0897844446978904
"J13_p2_rep1_hetero",0,0.043616454452219,0,0.0035549495056211,0,0.0231909085814707,0.0111208254743752,0,0.0187692724014641,0.0666509316644122,0.0130690962444716,0,0.0130714570190042,0,0.0283012497484637,0.0150886324534431,0.0919942151831946
"J1_p2_rep2_hetero",0.0325575271623044,0.0404524284742509,0.0272437066836448,0,0.020072645753813,0.0102809754451477,0.0430295251746467,0.0071887475121624,0.038304121269163,0.0462880659938,0.0697094819133152,0.0127851955625002,0.0647604720023631,0.0172982223085851,0.0557945249849051,0.0378322186555986,0.0937229861243267
"J2_p2_rep2_hetero",0.0211599062273828,0.0447678174323933,0.0141567503472424,0,0.0088540414971149,0.0126645570450898,0.0449292847179705,0.0086114885307308,0.0269227555089062,0.0485544608417579,0.0730376982640227,0.0139024513612232,0.0449444764967751,0,0.0676642259309187,0.058711178000129,0.0940573338682561
"J3_p2_rep2_hetero",0.0020399865704314,0.0450985666546176,0.0011702418428366,0.0048554231038664,0.0047342507060788,0.0238954431541442,0.0264323855777612,0,0.0258738532255716,0.0668995312326412,0.0440498457763354,0.0058731679070709,0.0333842593533574,0,0.0482814081308644,0.035262712733366,0.0895103662637466
"J4_p2_rep2_hetero",0.0014338318466037,0.0411514206021982,3.66311267128019e-05,0,0.0056475632448087,0.0198742157183649,0.0208635728684652,0,0.0205873897113929,0.0687354578903438,0.0402061621100305,0.0045609783238974,0.0154062237495363,0,0.0415928998367262,0.0136321553528626,0.0923008783894144
"J5_p2_rep2_hetero",0,0.0389291397223022,0,0,0.0022207433044713,0.0131857433998357,0.0110683077071226,0,0.0187984105283331,0.0690141122680545,0.026555532489276,0.0017871031174471,0.0143847333802981,0,0.0333348808836568,0.0128935278797021,0.0913778137182394
"J6_p2_rep2_hetero",0,0.0311760169300415,0,0,0.0002951367668601,0.0141635096573013,0.0091869831811314,0,0.0125863146158936,0.078742463176949,0.0176787104835973,0.000324383957102,0.0139694911930096,0,0.0284698563591581,0.0236432903541792,0.0897269451790704
"J7_p2_rep2_hetero",0,0.0330229934071163,0,0,0,0.0156604287397399,0.0096559408899866,0,0.0117922068430499,0.067285531829254,0.0142595586435868,0.0003351815281118,0.0122294028787315,0,0.0220806898856101,0.0204023955436531,0.090344444754835
"J8_p2_rep2_hetero",0,0.0303736294867999,0,0,0,0.009142830198436,0.0094777115690967,0,0.0075223464857027,0.0603824308534087,0.0140597898388573,0,0.0112286869300701,0,0.0220678952932498,0.0194288694644327,0.0872799713771361
"J9_p2_rep2_hetero",0,0.0446281427153269,0,0.0064537719771561,0,0.0279926164362171,0.0088077252852276,0,0.0088169895473756,0.0482964508407555,0.0112637395032215,0,0.0128107944904802,0,0.0287309855899265,0.0187694741458875,0.0782427365976207
"J10_p2_rep2_hetero",0,0.0264357895745927,0,0,0,0.0056042622253404,0.0074298661515322,0,0.0110288785013258,0.0563484410712734,0.010723440107187,0.000254984540897,0.0126811857579091,0,0.0256105322555876,0.0203103545492557,0.0931258532342729
"J11_p2_rep2_hetero",0,0.0374761451523608,0,0,0,0.0218874873765996,0.0096731032580908,0,0.0236792160584863,0.0526568503284349,0.0133104997876813,0,0.0122174955128789,0,0.0235562831141978,0.0177434209014075,0.0869687149339398
"J12_p2_rep2_hetero",0,0.0384974402442413,0,0,0,0.016446295166219,0.0063254219669848,0,0.0274574145848871,0.0608025530025683,0.0085912800406868,0,0.0117213433625164,0,0.0236710723821593,0.0129144561287231,0.0906843414832538
"J13_p2_rep2_hetero",0,0.044641523742816,0,0.0037051368962285,0,0.022943954555818,0.0101352460287784,0,0.0210166634531989,0.0671393844939976,0.013025738489732,0,0.0139310324451654,0,0.034753587383041,0.0070394492502422,0.0920391555525869
"J1_p1_rep1_auto",0,0.0334492333391212,0,0.010677428879755,0,0.0109702740315794,0,0.0025251025978301,0.0085115487069213,0.0575482293363784,0,0,0.0065348417581132,0,0,0,0.125099012320823
"J1_p1_rep2_auto",0,0.0263709052219276,0,0.0033247531942871,0,0.005988582275554,0,0,0.0078993133017446,0.0594554305406027,0,0,0.0063083586500541,0,0,0,0.095800370996016
"J4_p1_rep1_auto",0,0.0165558991052497,0,0,0,0,0,0,0.0013307026282368,0.0851334822580815,0,0,0.0061262945291236,0,0,0,0.10289903136844
"J4_p1_rep2_auto",0,0.0147435329198405,0,0,0,0,0,0,0.0014472714886467,0.0861019333656929,0,0,0,0,0,0,0.103860490370464
"J8_p1_rep1_auto",0,0.0152787831506009,0,0,0,0,0,0,0.0392601839467556,0.0888247709973528,0,0,0.0078265826537232,0,0,0,0.106912932020601
"J8_p1_rep2_auto",0,0.0132480611087547,0,0,0,0,0,0,0.036795342956524,0.0902143196818363,0,0,0.0083904252424135,0,0,0,0.103010929491431
"J11_p1_rep1_auto",0,0.0268947315262995,0,0.0060472000001751,0,0.0097296042195033,0,0,0.0362800746463136,0.0874329117356771,0,0,0.0024213553404949,0,0.0495611398461809,0,0.10064664655759
"J11_p1_rep2_auto",0,0.0289290842040446,0,0.0076698112147938,0,0.0093372814990841,0,0,0.033606372787702,0.0883843750646291,0,0,0.0105940054906329,0,0.0111792142810676,0,0.106167239912377
"J14_p1_rep1_auto",0,0.0252365092008394,0,0.0041046213827811,0,0.0071514701960833,0,0,0.0352453550122977,0.081606932212302,0,0,0.0099628336447806,0,0.0177069766075302,0,0.102286246078581
"J14_p1_rep2_auto",0,0.0259813926262935,0,0.0052637412790194,0,0.0092967520876663,0,0,0.0315179885546851,0.0817177338304779,0,0,0.011973153354712,0,0.0412444464920681,0,0.0857613016643243
"J1_p2_rep1_auto",0.0010748867359074,0.0463797740803269,0.00075650613984388,0.0221109318638977,0,0.0220231711153209,0.013805617331325,0.004718890911052,0.0360944817179325,0.0592639256533232,0.0067778067596972,0.0034557828438053,0.0180633906629432,0,0.002294177381435,0,0.098286896417249
"J1_p2_rep2_auto",0.0008679584314519,0.0461973753537144,0.00042211690011487,0.020195537413766,0,0.0205473536222106,0.0111115445985975,0.0050689328929117,0.046079735435353,0.0552378778529318,0.0022339662529546,0.0022313686862188,0.0179636455822261,0,0,0,0.103021460764292
"J4_p2_rep1_auto",0,0.037813465674241,0,0.0093560293136302,0,0.0100808256113078,0,0,0.0034743348589384,0.0636113428937078,0,0.0027739978020943,0.0179250455425051,0,0,0,0.0913256087398393
"J4_p2_rep2_auto",0,0.0386153101558752,0,0.0083725875114335,0,0.0102442779650391,0.0031252470824982,0,0.0047297614842808,0.0637465488203317,0,0.0048289954293445,0.014784182003873,0,0,0,0.0865784778706949
"J8_p2_rep1_auto",0,0.0218026208398584,0,0,0,0,0,0,0.0121794641904741,0.0761523378683779,0,0.0018061018169217,0.0148244649067758,0,0,0,0.108894551422775
"J8_p2_rep2_auto",0,0.023240014040972,0,0,0,0,0,0,0.0118258564488946,0.0751310818950383,0,0.0025674339156911,0.0128296702293346,0,0,0,0.123180179420287
"J11_p2_rep1_auto",0,0.0213718450022701,0,0,0,0,0,0,0.018654967494724,0.0682375345173545,0,0.0046227829829376,0.0111027320154585,0,0,0,0.0984515214712652
"J11_p2_rep2_auto",0,0.0251103848506715,0,0,0,0,0,0,0.0223252312363083,0.0683976875547722,0,0.0050071835350424,0.0116719822257259,0,0,0,0.094830200387228
"J14_p2_rep1_auto",0,0.0256623039187205,0,0.0002987031732699,0,0.003022816713306,0,0,0.0208816132625905,0.0691588348434593,0,0.0050180174689079,0.0116522669842867,0,0,0,0.0970066600909165
"J14_p2_rep2_auto",0,0.0261801791356637,0,0,0,0.0035879563084801,0,0,0.026521788329977,0.0745025720787227,0,0.0050238981104838,0.0107236545491557,0,0,0,0.0912150399002786
"J1_p3_rep1_auto",0.0020809347521197,0.0305402838064134,0,0.0095593065770751,0,0.0137295775614992,0.0048272647062318,0,0.0360811466707078,0.0541873888353706,0.0048905967594693,0.0027868371325447,0.0169401751982891,0,0.029132821466434,0,0.117530482851786
"J1_p3_rep2_auto",0.0049045329158523,0.0314076043046445,0.0023760097014122,0.0104277923080711,0,0.0152384304377479,0.0082647375076323,0,0.0318223522718522,0.0560366892572498,0.0073859772970533,0.0039535368544346,0.02168335170591,0,0.0107252372853356,0,0.113406501452764
"J4_p3_rep1_auto",0,0.0235807579495702,0,0.0022466973372337,0,0.009466523679704,0,0,0.0239323846905849,0.0560468023670858,0,0.00089759406675582,0.016004896697507,0,0.0275323626932752,0,0.107533297175287
"J4_p3_rep2_auto",0,0.0254453504564085,0,0.0033603202178981,0,0.0103024914963583,0,0,0.0214023964864396,0.0553030616624925,0,0.00068805006977756,0.0074988027977176,0,0.0231155872292312,0,0.112730882946944
"J8_p3_rep1_auto",0,0.0283310759060802,0,0.0063580401987403,0,0.0122134483233166,0,0,0.0141892300574751,0.0514749370976627,0,0,0.0119272578452939,0,0.0160331584344779,0,0.110701475749068
"J8_p3_rep2_auto",0,0.0269313240015438,0,0.0059413044258802,0,0.0134021099328535,0,0,0.0212838876373336,0.0570674968816791,0,0.00070479738331555,0.0110021665879668,0,0.0285009668890479,0,0.110953662847163
"J11_p3_rep1_auto",0,0.0276329933727365,0,0.0057990754556269,0,0.0118097549407722,0,0,0.013361940077911,0.0470971033726702,0,0,0.0122825297130704,0,0.027665540680309,0,0.112985241330322
"J11_p3_rep2_auto",0,0.031224947790088,0,0.0085014051860474,0,0.0150432847308102,0,0,0.0113055420680317,0.0429138908567727,0,0.00021678508899078,0.0149252827248419,0,0.0260584495159733,0,0.114627052700527
"J14_p3_rep1_auto",0,0.0323503541741081,0,0.0103510166149037,0,0.0155874208120818,0,0,0.014259940082092,0.0473125979259814,0,0.0014255040670189,0.0080062294388517,0,0.0324520204749581,0,0.10603996551257
"J14_p3_rep2_auto",0,0.0248764629026921,0,0.0023035125804878,0,0.0066078549824715,0,0,0.0020433644236329,0.0590368642360519,0,0,0,0,0,0,0.0951632376552217
