"","MCP_B_lineage","Epidish_BPRNACan_B","DeconRNASeq_BPRNACan_B","Epidish_BPRNACan3DProMet_B","DeconRNASeq_BPRNACan3DProMet_B","Epidish_BPRNACanProMet_B","DeconRNASeq_BPRNACanProMet_B","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_B.cells","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_B.cells","DeconRNASeq_CCLE_TIL10_B.cells","Epidish_CD226_B","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_TIL10_B.cells","CBSX__NSCLC.scRNAseq__B_cells","CBSX__HNSCC__B_cells","CBSX__TIL10__B.cells","CBSX__CCLE.TIL10__B.cells","CBSX__CD226__B"
"Patient30",89.3655160208473,0.0119066728807952,0.102058399924871,0.0154993057813899,0.0951470896879292,0.0290668399302863,0.0848388788151332,0.856365732477578,0.414920698265257,0.0666005691839497,0,0.120740992695853,0.0452744151791479,0.193789027025203,0.856365732477578,0.414920698265257,0.0666005691839497,0.0956626316025316,0.843865048461581,0,0,0,0.245386981002508
"Patient31",307.334847481733,0.0104052502007365,0.10136317260773,0.0137800350023722,0.09360269609514,0.0173214068062798,0.0931652309903206,0.960052514117297,0.373168928668478,0.063288071575409,0.00494179237660705,0.120592283664666,0.0394428021438003,0.0950995821584301,0.960052514117297,0.373168928668478,0.063288071575409,0.129461968672048,0.870450765632767,0.00604176192871251,0,0.0278221841388082,0.236763048771733
"Patient32",7.17654660550289,0.00670711778656361,0.0910841009873306,0.00902630779523614,0.0859939906948623,0.00950659016273053,0.0765405753103575,0.703551279765805,0.331566799833149,0.0655258433732525,0,0.129453592088382,0.0774127031249583,0.00401424201633182,0.703551279765805,0.331566799833149,0.0655258433732525,0.141053235101202,0.738086509567113,0.00127024250904121,0,0,0.188590052137633
"Patient33",2391.14683363488,0.103376523230715,0.0722699103994611,0.106829415179006,0.0606943008308072,0.0994531251429788,0.0506006794330344,0.91686831716751,0.438396698317674,0.0692893531497886,0.0457373935088165,0.124679673141995,0.116915735912892,0.16045282225374,0.91686831716751,0.438396698317674,0.0692893531497886,0.131828452677326,0.810086030416123,0.0627016236462199,0.0278898149818581,0.0610057645109399,0.200851303294856
"Patient34",19.6572269025598,0.015623934722945,0.143231466349658,0.0166427941811634,0.134978235350303,0.0175076656850255,0.123227169271385,0.968508585326593,0.323368822823495,0.0672527222429464,0,0.0452581020412542,0.142242982598062,0.0676251685828866,0.968508585326593,0.323368822823495,0.0672527222429464,0.168572925816539,0.813390098877698,0,0,0.0119719362040389,0.243027565585798
"Patient35",20.5776104263029,0.0144244860978446,0.141969827432993,0.0216422706567501,0.138363731130465,0.0311807186141515,0.136210983876229,0.905410032613729,0.344646206846981,0.0697274148399501,0,0.129302071818864,0.0625662484771579,0.0941659603868247,0.905410032613729,0.344646206846981,0.0697274148399501,0.127852973655753,0.841544980539276,0,0,0.00586308490615168,0.21794197299419
"Patient36",24.7478849436646,0.025224228192466,0.0921744890134383,0.0305834217076401,0.0894697903601457,0.035333623759113,0.0845250761048276,0.913318110244384,0.332438807274899,0.0205054617953087,0,0.136068031593506,0.0677688503272255,0.0417550626374994,0.913318110244384,0.332438807274899,0.0205054617953087,0.117264390223993,0.76686400905123,0.00117356545815273,0,0,0.217851933926247
"Patient37",1446.07583148751,0.0732489246704482,0.087261946836612,0.0838903858411881,0.0763790765348533,0.0714145982864619,0.0631839048151533,0.79242231721079,0.402472836863251,0.0776560788341432,0.0387761106333458,0.123403756732655,0.116644813058705,0.152966470363967,0.79242231721079,0.402472836863251,0.0776560788341432,0.165773744113929,0.726869519730778,0.0380618998792913,0.113943381982753,0.0488705820508805,0.230791934876954
"Patient38",32.7072670550875,0.00911988928280729,0.0656737420676717,0.013445646438826,0.0598489206382472,0.013584857673003,0.0489044990564482,0.755066650580325,0.331975219132282,0.0740779396941427,0.00073383348494963,0.138636793409221,0.0530968903762995,0.0924187148357115,0.755066650580325,0.331975219132282,0.0740779396941427,0.114268421686154,0.793228697577312,0.00547602084629091,0.00569190416128028,0.0211756994416441,0.20722337181769
"Patient40",189.472367433266,0.0137266217987771,0.0880489349872282,0.0158007661042066,0.0813213423430432,0.0166389718269028,0.0704990926424815,0.876352538933151,0.33541123838896,0.0754318272220846,0.0442276866327015,0.144242423381425,0.0338093602314412,0,0.876352538933151,0.33541123838896,0.0754318272220846,0.143081086875754,0.719790846611937,0.0669410516059933,0.00913856769351729,0,0.206252734693073
"Patient42",82.6840036414948,0.0152408496530611,0.094083862495152,0.0180646791989612,0.0869144278712568,0.0188289117918064,0.0770725966960876,0.994356953163083,0.344525280716436,0.0689571461792241,0,0.13895406430627,0.0363151746239279,0.0498603725134325,0.994356953163083,0.344525280716436,0.0689571461792241,0.135804001292286,0.911584231371933,0.00350136406488876,0,0.012375510345277,0.214056695337605
"Patient44",420.830112708054,0.0585423456463702,0.0980115396592088,0.0629433849533581,0.0921432738801838,0.0656383582578784,0.0854387651528478,0.518322875381225,0.368188578367142,0.0552501280815856,0.00835780474427125,0.129116292718008,0.0505915883868473,0.167694423803727,0.518322875381225,0.368188578367142,0.0552501280815856,0.137834788867629,0.494808915242683,0.0109199865582381,0.00481315688415881,0.023213764056913,0.246600020260455
"Patient45",293.648412785101,0.0104963476278491,0.105085041839543,0.0106027898296829,0.093929758707115,0.0117127048059261,0.0844457790108544,0.909650854421365,0.36794974277344,0.0589147375171775,0.0190462364504532,0.12976017625197,0.00815739856624445,0.168194339084068,0.909650854421365,0.36794974277344,0.0589147375171775,0.0751869525485799,0.795637331679382,0.027606921292037,0,0,0.206609603044166
"Patient47",1.20866525609852,0.0142356129386432,0.133178635305829,0.0207596753231127,0.127246721757478,0.024359217592815,0.129968309649414,0.94384231060132,0.342260183279064,0.071514646788801,0,0.133714417796081,0.0540924537935869,0,0.94384231060132,0.342260183279064,0.071514646788801,0.145617020273172,0.673403485807963,0,0,0,0.1842909572034
"Patient48",50.4494234265679,0.00879114892361697,0.0924737195724427,0.00944490620353663,0.0899545839468024,0.013442129138263,0.0889385792025592,0.719024253062556,0.330080210659892,0.0748229843639585,0.0276144774983103,0.139586245502402,0.0340187185613995,0.0296504022506627,0.719024253062556,0.330080210659892,0.0748229843639585,0.120317873501927,0.701973426572327,0.0550278519529974,0.0188052415264257,0.0284065313168184,0.236129075259944
"Patient4",35.9571289661594,0.0132733989165144,0.0894854705296794,0.0165020880774955,0.0832286144037012,0.0139057208877413,0.0716382231808639,0.924701639229775,0.33650709897339,0.0345530098021803,0,0.107392058612437,0.0757728156330511,0.0163509534271034,0.924701639229775,0.33650709897339,0.0345530098021803,0.164859884875367,0.83338171130561,0.00309680948503077,0,0.00082044617385186,0.196796285376543
"Patient51",190.88173433487,0.00679448979472223,0.0686721800805135,0.00728366517537744,0.0561089124677962,0.00814608895833335,0.0469241166212324,0.916702560555656,0.451437472155803,0.00502666407168431,0.00354034498554715,0.104389808254534,0.047500192222148,0.0687461199682445,0.916702560555656,0.451437472155803,0.00502666407168431,0.112689218077278,0.867501756092002,0.0109233291843632,0,0.00620043428757886,0.223347056126273
"Patient58",7.93986216259878,0.0133930226961084,0.0764820141947568,0.0160318110005133,0.0692287456027271,0.016277621417574,0.0617635734748763,0.890770788920411,0.332703724755064,0.0688600754556306,0,0.139990989334621,0.0670361117615477,0.0236460791839791,0.890770788920411,0.332703724755064,0.0688600754556306,0.162769858090981,0.852994501945711,0,0,0.0220261921376579,0.214854012608539
"Patient61",31.8377052608856,0.0381279573461083,0.0932890144030962,0.0395385271600263,0.0834083667547428,0.0429965106429774,0.0844818757836858,0.933130186599293,0.432934046410464,0,0,0.0994630381758748,0.0782932217346512,0.0274557307319119,0.933130186599293,0.432934046410464,0,0.125080596108737,0.815122759061169,0,0,0,0.140767405512571
"Patient62",153.090565280777,0.00640607971672712,0.0713204679457776,0.00697938579269346,0.0586830128180926,0.00686338038075369,0.0472507692195409,0.958205243574425,0.483779918018045,0.0566421504848705,0,0.108481543631411,0.0384739174669689,0.314424102970374,0.958205243574425,0.483779918018045,0.0566421504848705,0.124374785046456,0.90519543433173,0,0,0.0043268856272561,0.214234483718007
"Patient63",6.12712898635537,0.0126935058478959,0.0956875180459866,0.0179260479883029,0.0933072300403408,0.0243007984027675,0.0962809960652416,0.82392100522388,0.342803072574,0.0779058262580905,0,0.134570658596443,0.0295915583809311,0.0291265687003445,0.82392100522388,0.342803072574,0.0779058262580905,0.128038231781865,0.708139031576838,0.00377129060375515,0,0.0174121650370197,0.206351737583577
"Patient67",43.7059992347158,0.0149306871103815,0.0972091772013659,0.0188955969114226,0.0962497784949769,0.0254709249464498,0.100264633757125,0.405330288718252,0.32995259555583,0.0800356981502203,0,0.144887149045856,0.0299053294162943,0.0160789651818846,0.405330288718252,0.32995259555583,0.0800356981502203,0.143451564785294,0.529261020260857,0,0,0.00496568479150481,0.23904880655775
"Patient6",5.54939419762836,0.00680989617872657,0.0885544666453176,0.00741442572727011,0.0799785603193881,0.00491555113257606,0.0656315424768962,0.786970463795394,0.340127146651607,0.0710381728377606,0,0.133321988548008,0.0208739195530675,0.0372138552946112,0.786970463795394,0.340127146651607,0.0710381728377606,0.10338196034506,0.693606524764304,0,0.00309635000285603,0.0150589672356346,0.196044959808127
"Patient72",18.9655332909704,0.0142568256577367,0.0875788451473415,0.020332931805111,0.0836338831532549,0.0238760333117703,0.0742775776772734,0.79253174456806,0.355949012930563,0.0593169873837901,0,0.118984845114156,0.0601285385856573,0.0770857538064475,0.79253174456806,0.355949012930563,0.0593169873837901,0.121154172916044,0.641601383200404,0,0,0,0.21769546597225
"Patient73",64.6557949414457,0.00692040064502586,0.0981634635684217,0.00779188445150768,0.0909990427272866,0.0118559595396798,0.0932478082502892,0.880443496698157,0.340635366146109,0.0691889921419964,0,0.135538091835518,0.013747633747496,0.0583134368987473,0.880443496698157,0.340635366146109,0.0691889921419964,0.10683969498027,0.84555836764539,0.00774876976977168,0,0.0159984467382705,0.216262301837649
"Patient75",824.986260013539,0.0220094742358517,0.105826435655784,0.0242552628748808,0.0987331409428325,0.0354923184213802,0.0941248039443136,0.793128768480044,0.437273258509642,0.0704278041920704,0.0258747036658211,0.118305230740963,0.028607594681164,0.231801915741859,0.793128768480044,0.437273258509642,0.0704278041920704,0.116660707041578,0.801875262953876,0.0243402035237214,0.0194068657534074,0.00703934229702704,0.253525237434563
"Patient77",70.4014218680543,0.0151616917937315,0.0818590562308302,0.0208569532996274,0.0751228960133026,0.0195291715026863,0.0658927893567343,0.89085245515595,0.512182438595971,0.0546178285282859,0.00173255813118812,0.0983821658670094,0.0431644901613315,0.129821792427296,0.89085245515595,0.512182438595971,0.0546178285282859,0.109309727825309,0.846983291392762,0.00439896148268884,0,0,0.19070677033136
"Patient78",43.5230817047427,0.00466122195495368,0.0482455274684955,0.0042771862066023,0.035221216017575,0.00413892592970372,0.0244763787454004,0.968950783698884,0.435839346919548,0.0366146558095526,0,0.0925089246334869,0.0303632693778115,0.189436606204182,0.968950783698884,0.435839346919548,0.0366146558095526,0.12300743123613,0.927321439261603,0,0,0.00930054357164087,0.211524165229685
"Patient79",32.1567558521501,0.0110647721954331,0.0611175907577049,0.0140167061850289,0.0509341712363693,0.0137252510644212,0.0421490024484908,0.947069025233899,0.482013469383402,0.0345746987667695,0,0.0948268944537412,0.0688779645009383,0.140943343898412,0.947069025233899,0.482013469383402,0.0345746987667695,0.108292290638959,0.926716343243605,0,0,0.0083008426569341,0.208248830927153
"Patient7",82.6321141121246,0.0212532471107593,0.101489508639293,0.0342103881367482,0.0974339402132182,0.0446679483604362,0.0912863342225418,0.900672467282695,0.352236509240954,0.0707717267144576,0.00307609841697509,0.137162669402094,0.0445694973292098,0.0719841199409338,0.900672467282695,0.352236509240954,0.0707717267144576,0.120719970655227,0.791494790274677,0.0135218970588546,0,0.00779254144517884,0.228164228649847
"Patient82",48.6314995282347,0.0091397843997052,0.117000932834662,0.00994504462409709,0.108818538575265,0.0121405924483291,0.099359829577773,0.831461626382391,0.332577139489114,0.026191886416716,0.0221115489499954,0.111696413558701,0.0577042720073728,0,0.831461626382391,0.332577139489114,0.026191886416716,0.13375437207681,0.756734517318546,0.025096782028175,0,0.00685993854883891,0.188888376555085
"Patient83",5.30934339453637,0.0123577052981702,0.0901978139865964,0.0155882334232203,0.084497896070541,0.0144157955179025,0.0779588421591057,0.875077911034207,0.333200508123272,0.0598192081578641,0,0.120574588459913,0.0754485857519605,0.000922913901412695,0.875077911034207,0.333200508123272,0.0598192081578641,0.15980686117591,0.819859358825707,0,0,0.00944901351678445,0.221028866642207
"Patient86",4369.78775036065,0.0904465915718312,0.0733673555887392,0.0911011516154819,0.0636740166977662,0.0850059904819362,0.0566210169068012,0.560856856353352,0.438581448987969,0.0682333836035406,0.0580656179371014,0.148337277046352,0.116187603245659,0.234288781643286,0.560856856353352,0.438581448987969,0.0682333836035406,0.146648286332154,0.550506706365381,0.0535855862052956,0.0972988953083353,0.0909440022795235,0.218236324066931
"Patient87",1536.59859853511,0.0983156224643047,0.12179956375214,0.103264958254135,0.114242148330252,0.113741123988777,0.109722571771855,0.52563802903099,0.345930580922001,0.068657384539288,0.0586987186940531,0.142941516372375,0.0772697849592266,0.118750445535863,0.52563802903099,0.345930580922001,0.068657384539288,0.187624725662515,0.498469390932547,0.0618038239009233,0.139029365758751,0.0558710324380294,0.249314491645729
"Patient8",33.3618340907795,0.0113418951990187,0.0808031332585128,0.0140273155923444,0.074679256817957,0.0175612268177732,0.0678821210465294,0.766453849705937,0.346588415750921,0.0532138409853788,0.00014034603842922,0.116125776821576,0.0809767389416763,0.0185635622097205,0.766453849705937,0.346588415750921,0.0532138409853788,0.122438535059948,0.787363711549342,0.00347879381856063,0.00896715156870249,0.015697895868379,0.198122075314563
"Patient94",56.9357500765615,0.0100053900464486,0.071846207483077,0.0107605276885792,0.0640861666889482,0.0134032565331072,0.0623720268813117,0.812389318332927,0.378025176818604,0.0729304150017181,0,0.108921667622734,0,0.0909064941992055,0.812389318332927,0.378025176818604,0.0729304150017181,0.0756972523755897,0.758466083848508,0,0,0.00889885819821963,0.231251217357218
"Patient96",10.9083539384137,0.0102389019079289,0.11114881580776,0.0159088525161329,0.105734230042469,0.0347141608294994,0.110589989241571,0.894135520811683,0.328697760176286,0.0629587060449461,0,0.142133691411029,0.0459253580759688,0.0517661726784594,0.894135520811683,0.328697760176286,0.0629587060449461,0.110894812020246,0.782529400046002,0,0,0.0235387897530238,0.214074246579864
"Patient98",511.840799749053,0.0235490947696878,0.0851044491395507,0.026316275666883,0.077320243066157,0.0330271957340743,0.0691934654693948,0.881415994031128,0.494218105375738,0.0460871243957843,0.0106481001411935,0.116585666376219,0.0581958660182431,0.144032369796585,0.881415994031128,0.494218105375738,0.0460871243957843,0.108877823706753,0.820149900252288,0.0117841223200037,0,0,0.210598467662262
"Patient99",315.474730319393,0.0198373316034967,0.0571062358874637,0.0207794939673734,0.0440325342878087,0.0177368349453673,0.0299970611570865,0.932590380571678,0.440497343193202,0.0265274275835207,0.0895900129296699,0.141711928731331,0.0445790892650872,0.1884051791655,0.932590380571678,0.440497343193202,0.0265274275835207,0.122509199922659,0.913227223080172,0.0863278812163684,0.00156456476319156,0.00922335520964302,0.186494393756138
"Patient9",99.2754091002806,0.00576755547922354,0.0948176884307789,0.00724325088669819,0.0881292458369144,0.00843365046371287,0.0742515494251746,0.951512477074416,0.341169925377535,0.0646250994227059,0,0.13158656472714,0.0534130019085095,0.0590732845566405,0.951512477074416,0.341169925377535,0.0646250994227059,0.196861529511919,0.873034270882657,0.00189731323110997,0.00306498204185034,0.0280794900242636,0.220527652522623
"Patient56",22.7550787439367,0.00594333592756762,0.0451401344489493,0.00648518206624311,0.0314978227058908,0.00449714148480339,0.019805407832869,0.625249017422185,0.376569597339122,0.056354352299931,0,0.0940160276252042,0.0508646873804347,0.142103699077738,0.625249017422185,0.376569597339122,0.056354352299931,0.105224125196761,0.537425794847727,0,0,0,0.201539863343597
"Patient191",51.7239206748357,0.011219043714072,0.0732721360746184,0.0145379754706019,0.0645979726264786,0.0150104874407668,0.0562906853919486,0.977787216761213,0.372074383169621,0.0573932252295329,0,0.12819406039886,0.0136587155943518,0.142610498152548,0.977787216761213,0.372074383169621,0.0573932252295329,0.117315128305462,0.922675227145173,0.00481164057108486,0.00613564960698904,0.0125457443575232,0.196246793444528
"Patient189",0.774370891299922,0.00397037477441813,0.0751946685066584,0.00372502381792402,0.0644331983171756,0.00229082597593002,0.0481780556755922,0.883226432609502,0.353987000499157,0.0658970527309985,0,0.0950500886058408,0.0512352917672604,0.163358247127156,0.883226432609502,0.353987000499157,0.0658970527309985,0.0798458767994832,0.799909881023229,0,0,0,0.239272460532825
"Patient200",59.623577655643,0.00995882810791735,0.0729186276950073,0.0124304973715934,0.0641590238135877,0.0117095461489316,0.0542279440501637,0.914190745424399,0.430002484569779,0.0393320120090563,0,0.109066674939717,0.0380099756822425,0.225358134632782,0.914190745424399,0.430002484569779,0.0393320120090563,0.107990406860542,0.868705875889557,0,0,0,0.239455693676593
"Patient201",2.54957300563633,0.00339378951567464,0.0662619573390898,0.00343213212260651,0.0527506020837182,0.00274959564537385,0.0428505323858976,0.921536048893888,0.322415720937745,0.0656084889122271,0,0.105115957616713,0.0601204054866369,0,0.921536048893888,0.322415720937745,0.0656084889122271,0.12484159898109,0.758712690419212,0,0,0,0.220233743746666
"Patient203",99.912222205062,0.0103386694214462,0.061417684423246,0.0151057083551366,0.0532927575360909,0.0142708472921102,0.0413959407147145,0.898141356985562,0.381052947499936,0.07040870746701,0.0101662925809758,0.115707963733183,0.0398191109988292,0.176189364866743,0.898141356985562,0.381052947499936,0.07040870746701,0.112515778835628,0.743124071465517,0.00712623784735454,0,0,0.236861630035566
"Patient193",24.9616273992562,0.01564535202714,0.0343009885883161,0.0190632823707821,0.0248137631061125,0.0196597331985905,0.019739635039618,0.949101819273968,0.365969178195933,0.0703151116551314,0,0.11986162719085,0.0802136351759164,0.18889754769573,0.949101819273968,0.365969178195933,0.0703151116551314,0.122822979808711,0.880078297941821,0,0,0,0.236478270066821
"Patient195",423.062229142036,0.0433695742846195,0.0820874943491004,0.0456943464864418,0.0707217991171,0.0398727903876175,0.0618513857889919,0.719561534488919,0.379175254809111,0.0717317302801944,0.0714403276312316,0.144691003400927,0.0610287795209788,0.0890488235794279,0.719561534488919,0.379175254809111,0.0717317302801944,0.183122333297362,0.629678732030937,0.0691458658710621,0.150514536282374,0.0346257410736889,0.189913881615464
"Patient196",96.7301628627087,0.00490695031701095,0.0906228819569516,0.00701086970083382,0.0806798616411744,0.00810000373202787,0.0866095972648735,0.796733535335824,0.333329988666007,0.0605661256147154,0.00698533951102845,0.138125828333303,0.0306121766895632,0,0.796733535335824,0.333329988666007,0.0605661256147154,0.144578160242636,0.861757822134703,0.00907380608188122,0,0.00738369259483352,0.189315185954353
"Patient197",1.00944137634321,0.008328294388046,0.0876104554097425,0.0118216787417051,0.077736807207466,0.0156824856386523,0.0776201599339514,0.488409853319433,0.327391096899206,0.0735900291759219,0,0.125092705269674,0.0140054902009626,0,0.488409853319433,0.327391096899206,0.0735900291759219,0.126167150998428,0.746617732385336,0,0,0.00556310473772936,0.177520185221677
"Patient204",10.9189750778383,0.0108721502236242,0.0898053441681402,0.0157800922552462,0.0815338311986559,0.0301225390062472,0.0791761386924398,0.723253311671409,0.336472314702998,0.0681710364029461,0,0.134991231850182,0.0201299305294355,0.0923833699392597,0.723253311671409,0.336472314702998,0.0681710364029461,0.110872598674378,0.654644263085272,0,0,0.00992042327379146,0.219259598623809
"Patient205",4.79384195647311,0.00523266317602276,0.0668998063904023,0.00434053861070376,0.0549001292856005,0.00333113283674601,0.0417649876123564,0.953456162229243,0.400988877618341,0.0640296572507673,0,0.106824807423377,0.0522043169708247,0.132661398453965,0.953456162229243,0.400988877618341,0.0640296572507673,0.120064816639165,0.832104448872898,0,0,0,0.231030768129056
"Patient206",93.4085685154183,0.00682272172503619,0.0525674214346356,0.00746620103763228,0.0405493088499825,0.00517225058864233,0.0283978898571655,0.942220158494828,0.429177762829987,0.0653074096683781,0,0.101364976852735,0.0795357695057158,0.178271034599103,0.942220158494828,0.429177762829987,0.0653074096683781,0.126457182286073,0.876522376069495,0.00042808874271986,0,0,0.242923095070598
