"","Quantiseq_Macrophage_M1","DeconRNASeq_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACanProMet_M1","Epidish_CCLE_TIL10_Macrophages.M1","DeconRNASeq_CCLE_TIL10_Macrophages.M1","Epidish_CD226_M1","DeconRNASeq_CD226_M1","Epidish_TIL10_Macrophages.M1","DeconRNASeq_TIL10_Macrophages.M1","CBSX__LM22__Macrophages_M1","CBSX__TIL10__Macrophages.M1","CBSX__CCLE.TIL10__Macrophages.M1","CBSX__CD226__M1"
"LP.01.32",0.0498815799284552,0.0550655281399686,0.056976899979452,0.377172064395087,0.206701457500601,0.458305070702011,0.269296719910627,0.917183262904454,0.21866636522091,0,0.412664196177821,0.33068275376946,0.121545132337102
"LP.01.34",0.130651015242784,0.0749199058275507,0.073198285743161,0.629505512512262,0.366247503927185,0.571977326898186,0.34241874096088,0.829172592953239,0.428766031323901,0.0604676303243861,0.674493737779361,0.609800448101378,0.199217810662249
"LP.01.35",0.11673770993362,0.0718784045720411,0.0714632960932669,0.718313612927662,0.425758242190131,0.636885461512846,0.379764135966267,0.993276575382661,0.414618172631019,0.0305056849062592,0.773694685915145,0.676992976303529,0.228978426771748
"LP.01.40",0.0949872848500616,0.0863652711083707,0.0883451397121477,0.149110102469989,0.255683365143856,0.658495403313007,0.475861175225049,0.514219564048417,0.360470782149057,0.13132757855307,0.52441265106502,0.232127876305561,0.168153605079578
"LP.01.42",0.119865659470218,0.0463743015826235,0.0450460776054723,0.568382521604271,0.271536530968755,0.554710529198358,0.239581690366028,1,0.442186583745193,0.00978332197906935,0.608442530755588,0.412690340086302,0.138712627636287
"LP.01.46",0.0560416380813774,0.0715564170881444,0.0720960752066494,0.297945616560189,0.177078571344977,0.176849581227495,0.124778307230808,0.473215017713264,0.175592269582292,0,0.257239838545963,0.296827227711899,0.0960270662102602
"LP.01.47",0.0697045805691957,0.101283132832737,0.104044124164893,0.658266312806539,0.257638065058945,0.364861233219039,0.286500436143083,1,0.270472072822281,0,0.52867960187051,0.600069656766939,0.135543119235905
"LP.01.57",0.0847832548585281,0.0500941365632347,0.0523763807236559,0.651180026501867,0.310410333252935,0.519845152183189,0.297644177207136,1,0.320232184281827,0.0646379829017437,0.651909594276635,0.56485612928906,0.173800847818845
"LP.01.58",0.0881995792618749,0.0898233983431446,0.0923834653846176,0.65463287987418,0.334485220701544,0.650992206620445,0.338020861401495,1,0.372609231891354,0.0478775684299222,0.791440004767301,0.516993567208176,0.188400096090054
"LP.01.61",0.0665954915737689,0.0846252303171792,0.0821953659487375,0.177918846733268,0.132789215354054,0.379726822443762,0.220423118233033,1,0.254633187871994,0,0.667218425257863,0.181994453183266,0.185327044449152
"LP.01.64",0.110620854742653,0.0801944632879697,0.0788072806351688,0.348860547601421,0.276713559214896,0.870808401542811,0.289753560639545,0.949696871933412,0.392506679169107,0.0643106439159752,0.601451667870003,0.259481016789468,0.222007221790124
"LP.01.66",0.0968713004945187,0.0648315610896502,0.0677612440395922,0.553043714729649,0.380076372414288,0.512377255361429,0.290735103761726,0.747336728572563,0.401974710176836,0.0439234968733953,0.547867276184164,0.512953459248111,0.170929057716339
"LP.01.67",0.137459606978478,0.0829913188882934,0.0808844698539618,0.592885512013138,0.311669116345223,0.364686315005711,0.221840279569178,0.786566821741234,0.296580549713461,0.0196095186167958,0.640032862436347,0.561029266332666,0.154035465817048
"LP.01.68",0.0619573489441621,0.0862648402945345,0.0854450711980368,0.421872437208331,0.194494534798792,0.336481700166413,0.249789272114347,0.852663025611031,0.183418395219651,0.00850301623188081,0.634639923751701,0.362929846593629,0.161191266554584
"Test.FFPE.01",0.0981179010747022,0.0679718817679363,0.071050632006075,0.293491554867758,0.234112437822825,0.423945916244634,0.249378666378606,0.990551110440935,0.386889632537902,0,0.489635910550743,0.217766503370232,0.218814420023039
"Test.FFPE.02",0.0709283807974725,0.0547457706437145,0.0636343976654799,0.33194880510261,0.294108123863963,0.28372274734924,0.192866961598712,0.732511920465793,0.424318355810428,0.0425086737439086,0.781742879052035,0.293913855643214,0.177991972854803
"Test.FFPE.03",0.11111586668472,0.115627482980445,0.118234920420392,0.365807800445213,0.387145753598704,0.341802369201255,0.224391449354553,0.699819205677468,0.345609013211724,0.00561550674604122,0.503109970222704,0.314255006781807,0.26240009099661
"Test.FFPE.04",0.0292901098047936,0.063183509950345,0.0757221171342455,0.356357340060642,0.277318574530336,0.559060036738583,0.286171341698742,0.796286393995908,0.286794997843997,0.0122987203363633,0.795125341982534,0.253820335430442,0.190840177803573
"Test.FFPE.05",0.0791363432684458,0.0740215792588151,0.0757744202660684,0.660525227835067,0.491332622651808,0.402838664553621,0.271792866310269,0.843562503877381,0.516643779042173,0.0494409376362527,0.786376132391808,0.616013128761792,0.188307443451831
"Test.FFPE.06",0.0332044539511349,0.0577181061745185,0.0567201829400778,0.165128929487088,0.220167373781702,0.267816610197009,0.255783499916884,0.729151296266914,0.290378079925472,0.0336844840938269,0.264576769723152,0.142125214072989,0.205111321037959
"Test.FFPE.08",0.06946438190199,0.0744121905240554,0.0744593820826181,0.29784699897268,0.232770372528854,0.415767895218954,0.289733816712272,0.729561744486476,0.429728033706745,0.0554899779604891,0.580760865671098,0.306708043892372,0.186145973003742
"Test.FFPE.09",0.0976364503008803,0.0916098023455912,0.0944204569479852,0.485443965143507,0.353963639187249,0.515736963817255,0.381357170855873,1,0.415978261472695,0,0.619515283720938,0.45133451263857,0.216166520244945
"Test.FFPE.10",0.0553162425708172,0.0686123416242075,0.0749452362372583,0.216375138497739,0.207703847223822,0.512826269703545,0.302743357186867,0.595617334705852,0.221490850573314,0.0335532291573,0.43722504793624,0.292428504237647,0.226978438652641
"R3388_YZ_1",0.0377986387738347,0.124460931007814,0.120198920034416,0.29775670053967,0.23511573115306,0.264684995140664,0.261911028789641,0.632555866020133,0.219873722792973,0.00137226339399956,0.389932759881671,0.243291415330255,0.253805681001624
"R3388_YZ_2",0.0660855094751563,0.119431932944246,0.117776315123181,0.114443919209326,0.245637828464452,0.339403168256323,0.273108875077256,0.266048231645043,0.228277625055938,0.0853516634341043,0.134562816664084,0.139785336767578,0.307031157007442
"R3388_YZ_3",0.0966389470010986,0.132951132611432,0.129539786162649,0.53746475909893,0.282375154056287,0.243507427769402,0.195637409686785,0.890174687837566,0.270874925158063,0,0.570755538275479,0.513986565232323,0.301819069206753
"R3388_YZ_4",0.0267844933508226,0.0877924717477258,0.0814902956057209,0.116790895324085,0.099864644275064,0.282988607982237,0.23414666285401,0.173435863742383,0.127115538122503,0.00850593821501115,0.171375470158074,0.0827092144405726,0.219184352850952
"R3388_YZ_5",0.0376158400147839,0.0984559588939249,0.0937593811273497,0.232112390456704,0.173978993909083,0.201725772981089,0.235952383039082,0.294463207369043,0.199560357086856,0.0195918529597919,0.244703817165508,0.204937965169836,0.350216380232972
"R3388_YZ_6",0.12007687592786,0.13604285874423,0.129483783415933,0.163490508463998,0.171668448794756,0.24218096138791,0.169916186660087,0.354438342340445,0.164823097763051,0.0292478535161393,0.275842876849627,0.205440395847812,0.315358682758569
"R3388_YZ_7",0.167355463354082,0.125950787617947,0.122939983373626,0.299860597701198,0.315869941989249,0.289602178822156,0.229959204157743,0.853865059384104,0.297540096874741,0.0151206681009105,0.42667806257114,0.26712213655059,0.267494468024632
"R3388_YZ_9",0.139085254860193,0.0837557517276545,0.0807596536412252,0.42823584930131,0.383929259117707,0.337055678808719,0.333082775102325,0.805929321356796,0.474249773684108,0.0967400253088576,0.777477651357285,0.369245170007074,0.271348301852941
"R3388_YZ_10",0.033457932136462,0.130726535638986,0.126418636663557,0.125557237158222,0.243470234280059,0.147512896317488,0.202312756612793,0.145178469764834,0.217865246986728,0.0155544257791397,0.0710956212170076,0.142168239464127,0.301415868066166
"R3388_YZ_11",0.0165685486857738,0.108596434522698,0.100536478494044,0.178195180087542,0.0849000540024443,0.319164453435956,0.248208076860642,0.283721819318882,0.0925874930890025,0.00945349219181686,0.228827138836303,0.159065269015464,0.306124949341303
"R3388_YZ_12",0.253649343668386,0.0961265728466892,0.0910322014908094,0.624399189095559,0.506754167197795,0.443922159184882,0.361630112865982,0.945724962272683,0.493896573229114,0.0111974741745493,0.564262818939706,0.643035317298799,0.39611952798126
"R3388_YZ_13",0.0399217548184261,0.097271330693105,0.0914737141906017,0.356996962320827,0.158819167339141,0.281278926524855,0.264159311425806,0.776790964408062,0.163200153395197,0,0.418932009898854,0.403845460749858,0.231084056669475
"R3388_YZ_14",0.147776860632374,0.0997596859546419,0.0923163340619986,0.277525087659905,0.358954624569128,0.254099896742727,0.165098091696089,0.33461021274476,0.33914766762606,0.0370458870029614,0.394419879811734,0.293053117929826,0.359055993382109
"R3388_YZ_15",0.0763477967620793,0.104682750586909,0.104654203711608,0.378539759667498,0.237825464647736,0.152206270201238,0.204706524289804,0.747721259214407,0.237374184988082,0,0.369664068640177,0.361946693182143,0.223479367324972
"R3388_YZ_16",0.0460267202089901,0.12126539073555,0.116903357580408,0.202087644116548,0.187329389412064,0.254772828482356,0.276789499780373,0.475819041972127,0.171756226575633,0.0126718712901109,0.310170605453666,0.333792039339864,0.289029822294657
"R3388_YZ_17",0.0536001816217224,0.10475536947084,0.101304613990698,0.293039941088785,0.286515890369775,0.17932068648051,0.21884540037818,0.360158309225808,0.276736558401635,0.0206242395059423,0.254238401553278,0.244163346862679,0.380858744168347
"R3388_YZ_19",0.0507439666675886,0.0807151601426981,0.0837043632264067,0.438649745325503,0.25091767155665,0.281864662184259,0.190938640830176,0.952552041556872,0.28244367591093,0.0467059211810781,0.694482780778799,0.373787586323661,0.19820515789866
"R3388_YZ_20",0.0850025775853741,0.10815294969242,0.103919267519338,0.350162511088527,0.301931444989001,0.291665151279803,0.260917619569964,0.972775782976723,0.382262058180507,0.063207355567048,0.742206346141324,0.308572736580701,0.284232852103648
"R3388_YZ_21",0.038335597974976,0.0913405359007186,0.0870502038151097,0.251831716348138,0.215672326298354,0.186864743586293,0.155216990471123,0.395471982755494,0.202040141734272,0.0503906231330563,0.267282315776902,0.200083265174084,0.284504829737678
"R3388_YZ_23",0.220161618296192,0.113414163995002,0.107090015421091,0.642211380381081,0.353693555594468,0.241012312360389,0.219313858443432,1,0.339794499823726,0,0.410953844603811,0.637512141300328,0.246154234297077
"R3388_YZ_24",0.0431346601717671,0.0932882999668672,0.0906281101408502,0.312433169335057,0.222893570897058,0.203832053668027,0.309255284162639,0.800526776749906,0.184159411473007,0.0379637440176604,0.384385312195494,0.2380869494541,0.31782381392127
"R3388_YZ_25",0.201505742148735,0.11426745360163,0.110894070739214,0.613374030528377,0.363786105025968,0.199356915092157,0.260387437457466,0.87371186758195,0.34326445577807,0.0270174722979822,0.677407204331961,0.429596224300878,0.320238653089211
"R3388_YZ_26",0.184861510021163,0.156881946057011,0.154553591277355,0.475570182746384,0.462388599515674,0.223904422002886,0.526721040637623,0.622593651152252,0.443674881275695,0.00691258618270135,0.695444509796797,0.45749391135098,0.294543972217958
"R3388_YZ_27",0.0734323368591911,0.105522550448002,0.10154483536741,0.118305648616433,0.167405485076014,0.146980379391858,0.255461231946307,0.592409138284146,0.154911155276764,0.0130722606984392,0.243179558275234,0.108378996698215,0.233206004130791
"R3388_YZ_28",0.165300404660742,0.105239601436724,0.101721400357364,0.399179839742755,0.511086188541935,0.240795313864564,0.326030931067251,0.650266030311637,0.52450910867795,0.0367812867785339,0.493707188778558,0.363213862851952,0.340510022511195
"R3388_YZ_29",0.0564772621641611,0.106242916020731,0.101836318380965,0.454724193105255,0.244304404522707,0.118015786553471,0.250314774053508,0.53322102265058,0.251664556288442,0.0236536851331868,0.258245051216753,0.403906233973366,0.279240895426276
"R3388_YZ_30",0.0868463794821034,0.1212963542006,0.119838314953203,0.469925848660482,0.400478439345275,0.228546176111951,0.328664191929338,0.840179103578364,0.375079485709291,0.0591988682890493,0.459997905288629,0.446680018805037,0.258484193493348
"R3388_YZ_31",0.0337483384746362,0.114880743081466,0.113200480742317,0.250548420769107,0.22306258532274,0.235385521530944,0.250684954680478,0.339259930103682,0.218439493947756,0.0132193450736301,0.207565067736688,0.254583337689464,0.368027245726251
"R3388_YZ_32",0.0592820598999587,0.10427489632662,0.0994050836511512,0.543797423683626,0.320822950019418,0.187303682654927,0.317963205225382,1,0.307939530088108,0,0.678271610044055,0.484621137326653,0.21960738990588
"R3388_YZ_33",0.0598788621888304,0.115909068936316,0.111284133570586,0.382440557437034,0.180167724675809,0.270886268198683,0.249123487837425,0.489062790248301,0.175537880247099,0.0111733567875786,0.29394978861705,0.397251128117384,0.325757538072327
"R3388_YZ_34",0.0554633110890902,0.0923613582266003,0.0877074408222093,0.34186814707626,0.273904246854295,0.178279941868353,0.141333095799934,0.489777268182947,0.257103288880674,0.0308726437632211,0.333180817628048,0.221846368752234,0.283126073434542
"R3388_YZ_35",0.131718817774868,0.108199010007621,0.107209163227308,0.271046880365025,0.375359614631776,0.269973004416336,0.283388113344727,0.312067854846942,0.355812449309273,0.0492850926161989,0.299348987200233,0.268516639638789,0.403722355015261
"R3388_YZ_36",0.0815912383402527,0.100439465203059,0.0979094425151552,0.479931742772673,0.264606289077265,0.339923344856365,0.267161660423254,0.670261048483359,0.261311130575582,0.00057875939441292,0.509430883240217,0.315613922260393,0.260340526253767
"R3388_YZ_37",0.124800913959487,0.148743390092379,0.145174361137824,0.618452292955664,0.347619486211238,0.419701575155167,0.621616366168937,0.954707501081817,0.339017328770055,0.0089687107133913,0.772634127607885,0.530332304266834,0.335449790925084
"R3388_YZ_38",0.0537397387356651,0.112326687993381,0.109466553299343,0.344843005943655,0.304966547328444,0.238918464006635,0.250651026886087,0.498032632199494,0.296049975889268,0.100648233870628,0.26751972955934,0.283122416615426,0.335938360483508
"R3388_YZ_39",0.137080811005911,0.107008373456224,0.101515755421874,0.280583369935889,0.266993449163587,0.220215130593065,0.241903614579071,0.465859532545066,0.255566537267338,0.0731196210155806,0.314825181967065,0.300611850367758,0.326922286884018
"R3388_YZ_40",0.0743777179194445,0.0871969610719607,0.0777928364916936,0.244571757307153,0.222210266328046,0.290344877932454,0.23275835729649,0.658494404695506,0.271247808340492,0.062193167347528,0.550779739444098,0.251042446708456,0.292853026764357
"R3388_YZ_41",0.0634405943585224,0.117645547911076,0.113331889824842,0.212083691510127,0.198685592511042,0.135144735176065,0.163466590328573,0.27306928757507,0.181918648478277,0.0173019158845046,0.202651411058279,0.194045142808362,0.331130714926626
"R3388_YZ_42",0.0334898805723138,0.0981107855031731,0.0905741742666037,0.313959038354336,0.118590612075074,0.306475041303849,0.209460366020876,0.651075970581546,0.144524041180297,0.0234754358511344,0.227337581898136,0.251917256975776,0.288295629849391
"R3388_YZ_43",0.0972070112945124,0.101342292106833,0.0959765601082535,0.592822230849981,0.328559634046268,0.195604437958886,0.29497079679401,1,0.300907907759725,0.0058787396979471,0.80365832085968,0.536829158112661,0.264971330164903
"R3388_YZ_44",0.165922702002928,0.119958691606391,0.117423201723448,0.400351029945045,0.382030876990625,0.399959009160651,0.362138168706963,0.769814786791679,0.399310471392985,0.0675646218079982,0.391843600641005,0.384302997009653,0.345856519609894
"R3388_YZ_47",0.0610114670847518,0.114031089965832,0.1080056386364,0.349951754871292,0.21439631589244,0.367496544599078,0.249141669248814,0.784391630400469,0.222946762430565,0.0332577174873114,0.552570242809621,0.320304268615242,0.259291860010757
"R3388_YZ_48",0.183209603728036,0.100573993943928,0.1002761510379,0.515670406436755,0.412117955985155,0.250276905894806,0.300229113124224,0.913356305821454,0.423770875011733,0.0240265419995354,0.649792302712159,0.448484863092411,0.288508462119387
"R3388_YZ_49",0.0635868138252794,0.0989431333506441,0.0944777537076598,0.231113090170801,0.24061580894685,0.243540852843808,0.249535386151457,0.525673589308413,0.232512473060325,0.0532789377534855,0.275383035724352,0.174717710272335,0.392191851019323
"R3388_YZ_50",0.0588082855970756,0.104666946571409,0.0990284935210466,0.151720792272375,0.218629984672263,0.175414095929531,0.173444246423088,0.283799850700427,0.148397234774505,0.0358606514322509,0.21435694444997,0.173373251891632,0.314246152572902
"R3388_YZ_51",0.087580429376303,0.107197706330707,0.0986466590701513,0.246658497230484,0.254758484360922,0.188845078270328,0.20133865580468,0.720754269771383,0.295254738024748,0.0646018583531198,0.393946795159,0.183377064311152,0.336171782252088
"R3388_YZ_52",0.155918709459883,0.111805087796406,0.108740775566912,0.597072686360256,0.427206880308112,0.300283335117467,0.376411210033543,0.978973540387475,0.395208176315553,0.00328993763180999,0.710038499339814,0.549529143170873,0.334106694323992
"R3388_YZ_54",0.187560694076415,0.131207925453771,0.12622556597987,0.406032488996326,0.43876924298375,0.202086103643668,0.262110119112409,0.621814698764381,0.40233626940711,0.0184385129341292,0.452072554737272,0.348733535733927,0.350258650652808
"R3388_YZ_55",0.163519428102294,0.124144669662801,0.118544009474587,0.38897399357639,0.444968593494769,0.407746307775696,0.410195593943718,0.644233379634047,0.495631819198755,0.022822701690364,0.585990951199753,0.360982700680551,0.363621397333059
"R3388_YZ_57",0.185056357239857,0.145307646104471,0.14255762111455,0.595985356028429,0.346898164975941,0.154482919286008,0.251770495635235,1,0.331130298731646,0.010522272917451,0.709106934406363,0.523866125693863,0.267926361744421
"R3388_YZ_58",0.0959788104607542,0.103468299737941,0.0988761167627035,0.354675749024343,0.241702671869736,0.130467663568412,0.198774805041615,0.637313942356549,0.234120201069444,0.0253095590867165,0.351706151417688,0.334062635565568,0.218997015447444
"R3388_YZ_60",0.0617720263097623,0.127377514351745,0.121274489348082,0.235365509809735,0.195860223410565,0.129229484217313,0.208777140185363,0.591540702401161,0.176100949375482,0.016647853712654,0.239608878705049,0.185893809650611,0.31759104641321
"R3388_YZ_61",0.108629467366997,0.12308588316458,0.121721617508344,0.595511918950742,0.417675973737396,0.288604988405868,0.366864472190586,0.874038996523928,0.327078903596263,0.00294267755420345,0.549227915967998,0.445232469709321,0.358547564004393
"R3388_YZ_62",0.0412213121400227,0.122678449364963,0.118451991139926,0.3886270041711,0.180001333717451,0.159108861751206,0.216502063366325,0.790429655838045,0.166431908063546,0,0.730432739378833,0.35365327595097,0.342717889615625
"R4163_YZ_1",0.291290909407403,0.129197462584761,0.118591896683671,0.175763710228941,0.476491290645263,0.142695084783412,0.251810229433398,0.204157915070098,0.462227140165515,0,0.266003405363415,0.236756366588549,0.332486805607848
"R4163_YZ_2",0.218843978371381,0.110306958150519,0.104418624148384,0.239416043560962,0.465523800831597,0.189548192552727,0.171736027028441,0.24926485299588,0.437551573984569,0,0.25867534623788,0.230726247339559,0.304486567787788
"R4163_YZ_3",0.149953585255217,0.0906976561053942,0.0808167077044619,0.197356815327738,0.399441964543838,0.0855165118972395,0.108275774105413,0.239372728554505,0.39251765387478,0,0.250125768464504,0.253368218577503,0.246424031984088
"R4163_YZ_5",0.268401976813275,0.102341513443639,0.098468170632033,0.469600091423619,0.632862016137496,0.250560495418699,0.194631839174572,0.560792666229628,0.480774132096425,0,0.526087708564539,0.507997591399889,0.270591240046087
"R4163_YZ_7",0.313231162226209,0.122599436116555,0.111735781022337,0.259828288204069,0.438170583958465,0.229245537463878,0.235274322533926,0.466154539607236,0.413054739843386,0,0.38649441956712,0.468773753431455,0.23799104968304
"R4163_YZ_8",0.104129766641544,0.142140107631786,0.133163227810868,0.13771807518076,0.298459887137576,0.292406128802303,0.169374384099493,0.159278777428109,0.259698021108156,0,0.0972529774008275,0.172101957996171,0.335321230637713
"R4163_YZ_9",0.242502649433683,0.0912505906397238,0.0882473929634814,0.548182586616188,0.497363065628457,0.32061549085509,0.231024623672827,0.824371082659997,0.492979195107192,0.00656508411585455,0.61544349476582,0.486052634430897,0.282668333074171
"R4163_YZ_16",0.389038388121211,0.116961891672823,0.108441835198294,0.593393310412836,0.456325781698521,0.246872730953932,0.293398120798087,0.812808663219178,0.458434795540081,0,0.737123133878701,0.534991500110562,0.295710778754367
"R4163_YZ_17",0.366933029116958,0.126751136240675,0.118829699126224,0.351373303166764,0.492016425141269,0.148816264402799,0.153035251600788,0.361398919240828,0.475670197899023,0,0.341431314414026,0.403706520904598,0.316015529876691
"R4163_YZ_18",0.33384459314694,0.120647829738984,0.114123004093254,0.324093555295544,0.498096671446307,0.221416022025222,0.16316414086616,0.387364946857807,0.482707867735205,0.00470361835505975,0.31771478217743,0.378494807961325,0.279104959993874
"R4163_YZ_19",0.342305864909563,0.118375441661453,0.113631697835536,0.516128574120281,0.562768367546742,0.248939338878966,0.190624157654306,0.607690250335785,0.533029834595954,0,0.526386041205922,0.446968414555286,0.291791703205395
"R4163_YZ_20",0.268718029388189,0.0954868316817838,0.0909745434223339,0.716341175107103,0.46035952615035,0.250635208587639,0.264547262484864,0.932383571580423,0.461840372208821,0.00623319733740312,0.711761100386107,0.669786536950331,0.297374436877882
"R4163_YZ_21",0.345555536922125,0.107151585795875,0.103202142543041,0.347528191125047,0.466074969070222,0.167495400287745,0.190605875636578,0.454798171570271,0.451487006909393,0,0.449132003484379,0.342281688318943,0.384532276735787
"R4163_YZ_22",0.244579741797179,0.120447854461833,0.116474083254196,0.595969963332347,0.593450194067362,0.264555710412144,0.252367366745586,0.730284207896431,0.580697691963649,0.0143049434445886,0.748405143743745,0.513760462116059,0.299315266428736
"R4163_YZ_23",0.181537199808712,0.116898529884237,0.114091418611172,0.393093454207619,0.467072615855471,0.307252768519638,0.218863401339043,0.598256516348725,0.445282766749622,0.028815372261435,0.488057195519667,0.325060959707488,0.317033335618275
"R4163_YZ_25",0.324594780663457,0.118866982763627,0.114125019631576,0.558955392995788,0.584340241868709,0.230731728280921,0.225295216390099,0.713049509724086,0.506935109393707,0,0.454050335704237,0.499178205108985,0.379183481013975
"R4163_YZ_26",0.0428735451995314,0.0962474500792803,0.0920533973023004,0.274844022334304,0.171508534276108,0.10495630600434,0.153810552473964,0.309340150965372,0.162210768176484,0,0.254520542990121,0.218992730534816,0.246486791987574
"R4163_YZ_28",0.231711096694107,0.127699838920573,0.119740670448712,0.195805435549159,0.404851268862311,0.141575556888368,0.226579503388947,0.197034464791156,0.39374296129631,0,0.225603364185288,0.200393461637742,0.313259861114858
