"","Epidish_BPRNACan_CD4","Epidish_BPRNACan3DProMet_CD4","Epidish_BPRNACanProMet_CD4","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","Epidish_CBSX_LM22_T.cells.CD4.memory.resting","DeconRNASeq_CBSX_LM22_T.cells.CD4.memory.resting","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","Epidish_CCLE_TIL10_T.cells.CD4","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","Epidish_LM22_T.cells.CD4.memory.resting","DeconRNASeq_LM22_T.cells.CD4.memory.resting","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_TIL10_T.cells.CD4","CBSX__LM22__T_cells_CD4_memory_resting","CBSX__scRNA.melanoma__T_cells_CD4","CBSX__HNSCC__T_cells_CD4","CBSX__TIL10__T.cells.CD4","CBSX__CCLE.TIL10__T.cells.CD4","CBSX__CD226__CD4"
"IP.108b",0.0114867591251575,0.0112067994928603,0.0253426938189171,0.0768478105051218,0.317385821519917,0.121782969040521,0.0316689372891635,0.047546104509665,0.0660822375021995,0.0080246131262022,0.200866385857516,0.0768478105051218,0.317385821519917,0.121782969040521,0.0316689372891635,0.047546104509665,0.236254499075103,0.233490553643852,0.0821025166472547,0.0648386847559311,0,0.25307161249461,0.0721924948101116
"IP.115b",0.00139096232439175,0.00102493624077628,0.00993210471166069,0.0649970117387205,0.318617132943836,0.0499890602972037,0,0.0590087081438885,0,0.0101129102961398,0.0573451769901518,0.0649970117387205,0.318617132943836,0.0499890602972037,0,0.0590087081438885,0.282931182099459,0.148354684036025,0,0.0912380387672843,0.284761407822573,0.0603556367831396,0.292394170531787
"IP.124b",0.0114332994486399,0.00699119454333999,0.0241330660967099,0.0569613766100133,0.220717623131556,0,0.0717557024416485,0.0455329445496002,0.200958348011545,0.0219208281995036,0.452785917835847,0.0569613766100133,0.220717623131556,0,0.0717557024416485,0.0455329445496002,0.626765759479564,0.157391002727535,0.0623872523990351,0.192307167068345,0.490321964376424,0.443964322999869,0.226446126273638
"IP.127",0,0,0,0.0758847985942958,0.249107903219277,0,0,0.0579024750707027,0,0.0060685898054604,0.129257732477062,0.0758847985942958,0.249107903219277,0,0,0.0579024750707027,0,0.221562529013988,0,0.187010592710569,0.560926160064396,0.176175611324775,0.341305761061236
"IP.138b",0,0,0.0040762222295172,0,0.287929107320426,0.0382151707718513,0.0680771939584996,0.0249982417287827,0.0892031805175377,0.0238351360923251,0.344823573190202,0,0.287929107320426,0.0382151707718513,0.0680771939584996,0.0249982417287827,0.233824500201183,0.242924030372263,0.0418919490607303,0.0263308586794635,0.321022681207891,0.238642318980555,0.144116332333041
"IP.140b",0,0,0.00343644374193094,0.00817136074651306,0.289808687788183,0.118342486630823,0.0565871037916587,0.0480218912263502,0.0827079390138339,0.0419134922507903,0.156157726824796,0.00817136074651306,0.289808687788183,0.118342486630823,0.0565871037916587,0.0480218912263502,0.134651309273006,0.274525866666402,0.173141510455729,0.0879833834410377,0,0.0563191386486451,0.185565856334097
"IP.148",0.0254638910203097,0.0267818257399652,0.0472981158582754,0.0498295376783685,0.364917055911554,0,0.0966016785207584,0.0618896996700808,0.207798860960154,0.0241870151144648,0.134977433818743,0.0498295376783685,0.364917055911554,0,0.0966016785207584,0.0618896996700808,0,0.325774821845219,0.113182052293649,0.198066766949529,0.251862085426441,0.082032455831951,0.253462839867616
"IP.197",0.000459437290959347,0,0.00327575678925259,0.0956926271203136,0.213799663907951,0,0,0.0628822615093612,0,0,0,0.0956926271203136,0.213799663907951,0,0,0.0628822615093612,0.133357775435007,0.183110950832606,0.0194570925086341,0,0.191178294829552,0.0477773960949915,0.340769471988568
"IP.214",0,0,0.0033281019356115,0.075592752955888,0.400076182084911,0.0300816930943835,0,0.0710002788473379,0,0.0169942453970599,0,0.075592752955888,0.400076182084911,0.0300816930943835,0,0.0710002788473379,0,0.215689366562115,0,0.0380095769933174,0.296709884995481,0,0.220792244954751
"IP.28",0,0,0.00305566647445124,0.0749912905960439,0.239246889539983,0,0,0.0811560910045416,0.0516240035451964,0.0113568626916189,0,0.0749912905960439,0.239246889539983,0,0,0.0811560910045416,0.282824961940447,0.22521417504009,0.321623477429843,0.217303378476308,1,0,0.41963225115856
"IP.31b",0.0086303167783002,0.00624072879141199,0.0237918131932887,0.062194193111871,0.16741820258403,0.026956877883564,0,0.0433525043557181,0.0713687501337293,0.00898717380546272,0.255190181257794,0.062194193111871,0.16741820258403,0.026956877883564,0,0.0433525043557181,0.261945900791748,0.0788490227339499,0.0240570891086969,0.0612243872035056,0.534591423298254,0.328036021069597,0.15468979757429
"IP.36",0,0,0.00152834540970415,0.0708201240827775,0.442521855494707,0,0,0.0567221542113507,0.104584245875525,0.0177297979147894,0,0.0708201240827775,0.442521855494707,0,0,0.0567221542113507,0,0.368201515832819,0,0.141810647153895,0,0,0.276594759114015
"IP.38b",0.0103995326150836,0.00799445572942632,0.0171273931360999,0.099524525883132,0.255434168751843,0,0,0.0766413238116209,0,0.0377837627732208,0,0.099524525883132,0.255434168751843,0,0,0.0766413238116209,0.479249930786279,0.0449444552239745,0,0,0.773976558164237,0,0.357091760565312
"IP.52",0,0,0.00549298879770599,0.0562388754416229,0.403549341025621,0,0.0602325610779969,0.0642345706307211,0.108640825218604,0.0208849159491484,0.0454517396860043,0.0562388754416229,0.403549341025621,0,0.0602325610779969,0.0642345706307211,0,0.334879760916789,0.0949623123585575,0.0820169301205761,0.141205501810222,0.0161902558664375,0.273527131078681
"IP.57",0,0,0.000369616177474313,0.0727714366051207,0.137321400595665,0,0,0.0431019662318012,0,0.00466562572311041,0.0804692334583936,0.0727714366051207,0.137321400595665,0,0,0.0431019662318012,0.203549877910007,0.0828551298951157,0,0,0.375064885414027,0.0130639621027641,0.285372794684136
"IP.58b",0,0,0,0,0.252090409130261,0,0.0572459814491212,0.0113039330301048,0.0161479243964917,0.0127042363187113,0.0377032886079642,0,0.252090409130261,0,0.0572459814491212,0.0113039330301048,0,0.147795880680316,0.0722858274907535,0.0174069249779094,0,0.0646251356529868,0.047134373321096
"IP.67b",0,0,0,0.0936570396618382,0.47086754216462,0.111891754536383,0.0943740661599046,0.0919005190430353,0.22430264255064,0.0157095315674871,0.0845129404014436,0.0936570396618382,0.47086754216462,0.111891754536383,0.0943740661599046,0.0919005190430353,0,0.356726680280705,0.445284497492763,0.487644219639378,0.265539249175199,0.0130870030177146,0.324005143034284
"IP.73",0,0,0,0.0712753213318316,0.338869094453804,0.027490347047217,0,0.0424353324381904,0,0.00650490007626718,0.105773652190155,0.0712753213318316,0.338869094453804,0.027490347047217,0,0.0424353324381904,0.295222923918206,0.415221450819918,0.00786580766304578,0,0.801393658326803,0.154845420027157,0.265581458009842
"IP.82b",0.0112621012739761,0.0111086668891529,0.0234954323111653,0.0489692051344085,0.471427290047534,0,0.18965031256135,0.0781606376811529,0.197398859521521,0.0595135140109878,0.07406667282221,0.0489692051344085,0.471427290047534,0,0.18965031256135,0.0781606376811529,0,0.426450971417732,0.090126015651263,0.160824654914707,0,0,0
"IP.89b",0,0,0,0.049586060807809,0.237896075415663,0,0,0.0582677121762809,0.0319148526420564,0.0125793756980012,0.31689308673169,0.049586060807809,0.237896075415663,0,0,0.0582677121762809,0.367915955639741,0.223191577430131,0.0279501391425205,0.0206182201124179,0.404893484567906,0.42586815647787,0.175548615168215
