"","Epidish_BPRNACan_M1","DeconRNASeq_BPRNACan_M1","Epidish_BPRNACan3DProMet_M1","DeconRNASeq_BPRNACan3DProMet_M1","Epidish_BPRNACanProMet_M1","DeconRNASeq_BPRNACanProMet_M1","Epidish_CCLE_TIL10_Macrophages.M1","DeconRNASeq_CCLE_TIL10_Macrophages.M1","Epidish_CD226_M1","DeconRNASeq_CD226_M1","Epidish_TIL10_Macrophages.M1","DeconRNASeq_TIL10_Macrophages.M1","CBSX__TIL10__Macrophages.M1","CBSX__CCLE.TIL10__Macrophages.M1","CBSX__CD226__M1"
"J4_p3_rep2_B",0,0.0514748692378111,0,0.0507046135545015,0,0.049238279456946,0.0083193026063319,0.0389233970176247,0.0129400350898312,0,0.0142247946125108,0.0150800597999008,0.0139609274791846,0.0023701249665144,0.0609777608396802
"J8_p3_rep1_B",0,0.0515416906011623,0,0.0482780605507192,0,0.047191300947935,0.0087240379725133,0.0441344517292497,0.0144902295051491,0,0.0153501632552,0.0225174910964399,0.0179674300279996,0.0111092985797622,0.059748769600438
"J8_p3_rep2_B",0,0.0529964242296442,0,0.048069101963231,0,0.0478035290011312,0.0073251033304139,0.042198651512386,0.0119760663609189,0,0.014465170618307,0.0203081120487283,0.0179697037321991,0.0099221328072081,0.0569035465724423
"J11_p3_rep1_B",0,0.0552729221725872,0,0.048593093935825,0,0.0483229491834599,0.0092991179573916,0.0415534599786644,0.0128992371929271,0,0.0166059221444324,0.0206864814347713,0.0173687184512773,0.0117661335461314,0.0570643679044694
"J11_p3_rep2_B",0,0.0553406467030952,0,0.0506377228446232,0,0.0496454830793731,0.0085974283488031,0.0389947781417443,0.0137300491833935,0,0.018987036491236,0.0185680970892542,0.0173198134831685,0.0141266468299914,0.056432910744804
"J14_p3_rep1_B",0,0.0560344622869162,0,0.0462153199427172,0,0.0456427259957575,0.0078370005074256,0.0372328927969882,0.0128554584494906,0,0.0193094866543943,0.0178767790140966,0.003820067531032,0.0131580414409205,0.0564779901220112
"J14_p3_rep2_B",0,0.0548596598147492,0,0.0455964155465078,0,0.0443752826820822,0.0088588580957111,0.0379796579545894,0.0100257951490095,0,0.0174420339870915,0.0181884975983813,0.0020354348353513,0.0107657596437256,0.0560583960517539
"J1_p1_rep1_hetero",0.0035352499515487,0.0424011443741649,0.0031466855514088,0.0348176641999602,0.002402085236255,0.0365571680657012,0.005984408055214,0.0067193598886919,0.0082444440164305,0.0050002464850074,0.0110409490364333,0,0.0239625475485714,0.0058408585060485,0.0551353737451399
"J2_p1_rep1_hetero",0.0020193110028294,0.0450568603691884,0.0022260712745571,0.0583263636810332,0.0016338301308803,0.0641238026101054,0.004446965898109,0.0014057909153002,0.0033318553577318,0,0.0087168534013931,0,0.0130728812361586,0.0079643588756418,0.059308922038567
"J3_p1_rep1_hetero",0.0008447270770574,0.0499872383694204,0.0009054004169774,0.0678360446193836,0.0004726093168629,0.0737875967633161,0.0040426970235558,0.0103127997045901,0.0024623937104192,0,0.0059358200066768,0.0023513089860599,0.0137324015672275,0.0082998036770242,0.0417195806814316
"J4_p1_rep1_hetero",0.000703664035243,0.0459567112214168,0.0006800201393414,0.0667080533451504,0.0003909576216946,0.0698438296267526,0.0027040550161261,0.0213267593675253,0.0027374072935177,0,0.005659018588801,0.0112616698116878,0.0157710316980752,0.0090355886569309,0.0528030361086326
"J5_p1_rep1_hetero",0.0004748112188371,0.0483257577689682,0.0003327703697377,0.0718188688141987,0.000200382915943,0.0724977828118624,0.0021562713343606,0.0300384059635712,0.0030577934229387,0,0.0047673646284469,0.0172695500123334,0.0167675748899838,0.0110943899830624,0.0395099736160142
"J6_p1_rep1_hetero",0.0002471234877926,0.0516765062189991,0.0001919691326838,0.0760692447270693,0.0002022730314738,0.0725296751456899,0.0028331953989443,0.0298428440895057,0.0021828529295918,0,0.0060087409203704,0.0177316853414667,0.0171665715966795,0.0125868036556657,0.0363283330829128
"J7_p1_rep1_hetero",0.0004458005096901,0.0529557758782754,0.0004313144298057,0.0775114697309553,0.0003642416924502,0.0774203213164933,0.0029231686449404,0.0295381115448465,0.0029475018431259,0,0.0050115936268427,0.0170981703797512,0.022064670913501,0.0128139954617148,0.0434397111354281
"J8_p1_rep1_hetero",0.0008245287558316,0.0535040014455419,0.0007069325617803,0.0761815458998508,0.0007694949378521,0.0755177888857311,0.0039995791721771,0.0273114742971291,0.0017394425633192,0,0.0067283069901705,0.0150832246020291,0.0183357944428402,0.0112094683255455,0.0434238007533755
"J9_p1_rep1_hetero",0.001031712804589,0.052533026839851,0.0010366191246706,0.0734374517442259,0.0009987271982144,0.0723120806189856,0.0050397151623403,0.0301618388748889,0.0032322727554876,0,0.0082576586489814,0.0163178674843137,0.0254069741878606,0.0129818669518143,0.0397205627160554
"J11_p1_rep1_hetero",0.0013417251410202,0.0492159204975349,0.0013276497707291,0.0697879681077458,0.0013339468149272,0.0686034793054708,0.0052110819357847,0.0312960481315547,0.0025128769240369,0,0.0078048700245919,0.0201124533620504,0.0178445295441314,0.0081294969350791,0.0411833165991716
"J13_p1_rep1_hetero",0.0007338088273836,0.0545335243345121,0.0006301150945519,0.0775511730345508,0.0006677339996632,0.0745955933740847,0.00565855684362,0.0322645906413014,0.0004496461983021,0,0.0087422874022006,0.0229647162846693,0.0181423636259105,0.0107696719887541,0.0357287014089447
"J1_p1_rep2_hetero",0.0037858836068695,0.0433453633634073,0.003408292960411,0.0376594284644287,0.0026884323474416,0.0390620242336543,0.0046160837161433,0.0051986755505134,0.009209773103982,0,0.012117607438762,0,0.0269569738949483,0.0047733472221785,0.0545385824010642
"J2_p1_rep2_hetero",0.0019225891557072,0.0452575060000806,0.0020781801423263,0.0587362057874149,0.0012884038254741,0.063904442094065,0.0026187063133274,0.0001040649708776,0.003656964030061,0,0.0072932829134878,0,0.0091348869769736,0.0080557891768718,0.0622411475186852
"J3_p1_rep2_hetero",0.00102757193633,0.0483640517192634,0.0010578043967531,0.0678430082204915,0.0004942649154294,0.0729844438066709,0.0038119787121558,0.0095456116765453,0.0026681770053807,0,0.0064447651735241,0.0016190372059213,0.0095607886537095,0.0072751843087381,0.0397787752840247
"J4_p1_rep2_hetero",0.0004559096981127,0.045926594880751,0.0003045436597535,0.0671299437877933,0.0001336654768645,0.0694583600605849,0.003021131743942,0.0215159223771201,0.0025741906883168,0,0.0054840083120964,0.0110860524916222,0.0162630621686881,0.0095466415428928,0.0472841393746525
"J5_p1_rep2_hetero",0.0005597056957176,0.0467632986368986,0.0003422598577316,0.0703836102943146,0.0002599558577376,0.0705875032355786,0.0022581264428817,0.0287178112175503,0.0027226669717691,0,0.0051050295103867,0.0161734639680446,0.0148437028610479,0.0121420346125008,0.0402639259017072
"J6_p1_rep2_hetero",0.0001649010520697,0.0516981649478316,2.61876094461377e-05,0.075712796229174,0.0001142852106454,0.07261926314052,0.0029364662097124,0.0290939821990757,0.0016571573057937,0,0.0055075336809792,0.0175098385529968,0.0186732068940394,0.0135023093754926,0.0428353475217923
"J7_p1_rep2_hetero",0.0007742709316884,0.0534575076909704,0.0006945880006787,0.0787270687104885,0.0006454155021667,0.0779575757613633,0.0041545274315114,0.0284783818561681,0.0025121238013412,0,0.0064136492833115,0.0175318191357098,0.0192338625423089,0.0122950300657008,0.0390580043877978
"J8_p1_rep2_hetero",0.0006316915853203,0.0532000141103393,0.0007139564277065,0.0761530760379875,0.0006929217679956,0.0753070021849547,0.003796054091535,0.0289540579966434,0.0024314068381067,0,0.0067931855175724,0.0164110213438591,0.0171272063042236,0.0119032024779945,0.0394967242041291
"J9_p1_rep2_hetero",0.0008831489717724,0.0518488532899567,0.0009015798801122,0.0723849392292058,0.0008105875954355,0.0713471422648166,0.0048711648096686,0.0300415738444184,0.0036590076758462,0,0.0086978070731007,0.016321858065566,0.0222284555474342,0.0136515940784932,0.0417264538230297
"J11_p1_rep2_hetero",0.0014095084038376,0.0505532801310547,0.0012116509467268,0.0716637257656612,0.001222816271731,0.0701676132200143,0.0053494021892663,0.0310392092024468,0.0025891093540458,0,0.008992059143951,0.020109850356745,0.0157526709203702,0.0076510829023687,0.0388832637250077
"J13_p1_rep2_hetero",0.000808057084561,0.0564471361201738,0.0008477655201829,0.0796032464914678,0.0008977246954156,0.0762258189133364,0.0056470771155902,0.0325273940958499,0.0006846956527564,0,0.0094903210714424,0.022674856197746,0.017534649679263,0.0104818003781593,0.0364119331676641
"J1_p2_rep1_hetero",0.003408930279359,0.111828706147157,0.0027597283553934,0.121239766986849,0.0084933458334617,0.118792129674794,0.0126028995918004,0.0130984236968422,0.0266355444891877,0.0083179148671697,0.0195517447045556,0.0022518012484421,0.0029913011456581,0.0038123271426605,0.0609915153607716
"J2_p2_rep1_hetero",0.0061039395919345,0.0580100966611178,0.0046008362676109,0.0845596506082373,0.0095933577327914,0.0856026159917118,0.0063752310801543,0.0188864709621707,0.0145533214635198,0,0.0103466477589741,0.0089934917102857,0.0104158063524789,0.0082076320433576,0.0517745522709733
"J3_p2_rep1_hetero",0.0033327211749584,0.0507087602128726,0.0038275647182459,0.0810958264132837,0.0054617369079825,0.0823092361844481,0.0105399969732119,0.0356918914304999,0.0086703845675958,0,0.0134695053618756,0.0233551456448839,0.016065338693161,0.0131290990244553,0.0424215358927527
"J4_p2_rep1_hetero",0.0060534443200456,0.0539752620400962,0.0051446735120752,0.0860681045034806,0.0061024094500367,0.0852700763430257,0.0095961637847489,0.0391590599891339,0.0108688987746703,0.0015521448978989,0.0151802818861398,0.0308703187533443,0.0114368904443567,0.0010659249086151,0.0477440365569851
"J5_p2_rep1_hetero",0.0024046682742217,0.0518017991926726,0.0015355785540052,0.0856127245344997,0.0038094749303256,0.0848572247149549,0.0088411746275027,0.0343295127341729,0.0083583072122897,0,0.0119382414439241,0.0278155457486958,0.0078227652483454,0.0044466431831735,0.0509704644058909
"J6_p2_rep1_hetero",0.003792529256418,0.0634705066366033,0.0024911237010114,0.0952229140886688,0.0060691794273688,0.102994320092205,0.0066241151454703,0.0230955286275825,0.0130257169836842,0,0.0112083487193168,0.0204682412191305,0.0082653359365484,0.0106572793231538,0.0591596446475304
"J7_p2_rep1_hetero",0.0026501147988085,0.059408209491474,0.0027368196652652,0.0908470805997748,0.0060595876233114,0.0987016007415944,0.0058020482645219,0.0224486491907599,0.0100257432290261,0,0.0100234670861277,0.0149150321345031,0.0098557511154732,0.0125923239286347,0.0432968060584548
"J8_p2_rep1_hetero",0.0024270595023445,0.066145504188423,0.0028655234651999,0.0940484952937608,0.0049638852077362,0.101235898412246,0.0054392473072798,0.0230597742402913,0.0119635412207561,0,0.0116231590351738,0.0132174822825861,0.0088023622533422,0.0102897027508123,0.0425369809387065
"J9_p2_rep1_hetero",0.0028559005264277,0.0575708285053463,0.0031376423462629,0.0835447076109355,0.0042279087208264,0.0886259189405596,0.0077943126238837,0.0201434299742821,0.0091159390015606,0,0.0101787276678791,0.008659898778765,0.0281354485368171,0.010098328286453,0.0362662774318903
"J10_p2_rep1_hetero",0.003487131065919,0.0644931587234255,0.003531498393145,0.0897904496715408,0.0073685953822528,0.0982092664411395,0.0069377438762186,0.0265103478143718,0.0114344093580362,0,0.0117417237895706,0.0133258917481985,0.0031275556219916,0.0078501100602714,0.0424208420264425
"J11_p2_rep1_hetero",0.0016528927276409,0.0724465795186973,0.0020534736702995,0.092810292831855,0.0066115710957153,0.0996927334037657,0.0086180715128608,0.0255985128488476,0.0133219586142036,0,0.0112256248405554,0.013837975117304,0.0178770138787845,0.0082818105250206,0.0378798956921127
"J12_p2_rep1_hetero",0.002557285009269,0.0634851767936049,0.0033139845811871,0.085893771249919,0.007298219562724,0.091824607855117,0.0048876454925505,0.0211626500187622,0.011943332667283,0,0.0103640939632264,0.010928492630203,0.0068597492656131,0.0061283760389555,0.0448280564600592
"J13_p2_rep1_hetero",0.0038730568251138,0.0723326076265921,0.0041345355314636,0.0932346960876996,0.0094909309455877,0.0974816617130234,0.0047928944531258,0.0198483765650419,0.013396817828558,0,0.0119892496944848,0.0093155229006394,0.0215684313288411,0.0078444114042697,0.0435596134426346
"J1_p2_rep2_hetero",0.0042031784297536,0.114957040440593,0.0035259494643101,0.123446530224063,0.0087051574078292,0.120453386254218,0.0123662441888185,0.0119936661284863,0.0243600660074837,0.007634092190067,0.0185789603683075,0.0001868394006875,0,0.0062153050952273,0.0586671912951387
"J2_p2_rep2_hetero",0.0051158818799461,0.0594220964884051,0.0038264369120698,0.0846066898982989,0.0099369199677449,0.0852157451017443,0.0062181155183776,0.0196744633849645,0.0141960954360715,0,0.0109383119353338,0.0089159466800037,0.0162231765373989,0.0109811944864431,0.0597824743456946
"J3_p2_rep2_hetero",0.0031675852775608,0.0529700115941213,0.0032385972700034,0.0826342583588432,0.0055643167796127,0.083144239180479,0.0119589229358027,0.0362834553839103,0.0082083713355069,0,0.0135372131945739,0.0231102292414478,0.0129228817743682,0.0134408026727408,0.0411568890389657
"J4_p2_rep2_hetero",0.0066712029668951,0.0541641474254075,0.005701610469368,0.086402520691236,0.006468948435175,0.0844364029851467,0.0108439617244938,0.0385131406577306,0.0109276668845418,0.0022103593642674,0.0166027755224866,0.0305745905513565,0.0041902347097656,0.0043786651463638,0.0485859332550281
"J5_p2_rep2_hetero",0.002604634184198,0.0512594190488783,0.0019419520467398,0.0853281785405918,0.0038988436293674,0.0842785628308926,0.0097005552735905,0.0331473382688552,0.0083116482827921,0,0.0120876480667811,0.0262721099179995,0.0071925417476448,0.0054623038669006,0.0395837606856536
"J6_p2_rep2_hetero",0.0039878451790217,0.0640799363872416,0.0033391703774018,0.0956515420201321,0.0057932731864622,0.102223442599557,0.0056509846010781,0.0211455699271589,0.0139389421595288,0,0.0101900537097141,0.0185210905835131,0.0067625503862781,0.012646602733303,0.059640183055372
"J7_p2_rep2_hetero",0.0026531243729533,0.060969311173245,0.002845837958769,0.0931792759491059,0.0067781115273708,0.0999169025518096,0.0065934849615644,0.0240242639761059,0.0104892481313405,0,0.0134627467325399,0.0157493018046049,0.0136625362836842,0.0124462954820504,0.0433479640106211
"J8_p2_rep2_hetero",0.0024498402832514,0.0658141500316869,0.0022039606116879,0.0944328300224976,0.0049825655217382,0.100436184568394,0.0049753012069989,0.0238487318539058,0.0116318858815052,0,0.0109558002172374,0.0123737768967342,0.008591577364403,0.0099201136068826,0.0428364580011403
"J9_p2_rep2_hetero",0.0023653736526636,0.055963555325806,0.0029264056669826,0.0824929882985316,0.0038346213151649,0.0864384581504302,0.0063631721078096,0.0209032530151586,0.0090107276123987,0,0.0096761306708159,0.0089330762309808,0.025277915627007,0.0122405991028419,0.037848294189623
"J10_p2_rep2_hetero",0.0033043801446237,0.0664677569725759,0.0038566826731062,0.0913088769130801,0.0066650184371399,0.0989026048047744,0.0068099988323978,0.026534204435938,0.0110976402176239,0,0.0100928160675634,0.0135056717629718,0.0040155193893539,0.0069757150795163,0.0428935323355465
"J11_p2_rep2_hetero",0.0015508563512574,0.0721729081564806,0.001687893595516,0.094038717327339,0.0061656083891984,0.10073297725384,0.0065103818761604,0.0243354031269282,0.0140127630256267,0,0.0092211848275636,0.0128821144942859,0.0162823629587496,0.0089969975058671,0.0389319514678255
"J12_p2_rep2_hetero",0.0030364755796951,0.0624409918178235,0.0031528630564672,0.0864795754399546,0.0079195768649587,0.0911898164850394,0.0049950391674019,0.0230459541171591,0.0114268172365012,0,0.0096266669171362,0.0119166686086494,0.0123472415562308,0.0069103283089357,0.0426901144408812
"J13_p2_rep2_hetero",0.0035600036475868,0.0718347512107669,0.0039369230201929,0.0938636538625518,0.0082203738147895,0.0976957909507788,0.0081137172101212,0.021364536492678,0.0132124315764523,0,0.0118002154214023,0.0101248060708114,0.0213593423349716,0.006622324663021,0.0430551507597134
"J1_p1_rep1_auto",0.0025720217850472,0.081564883834905,0.0023401093950112,0.0858076751708419,0.0023130221126428,0.0827590488855373,0.0039969491243185,0.0260761135563661,0.0364764454246699,0.00027197813480525,0.008486543136288,0.0114861943225883,0.0165815500611649,0.0058253534212986,0.100265939431425
"J1_p1_rep2_auto",0.0017074340857042,0.0742095774910995,0.0011833689385921,0.0750581864686809,0.0013475128382361,0.0732780772985541,0.003286098736516,0.0208243357321781,0.0310168240957328,0,0.007507082334144,0.0097171501106566,0.0186394571532914,0.0054170778910903,0.102281631016798
"J4_p1_rep1_auto",0.0026985487486284,0.067326860191876,0.0020488180775687,0.0775324940295956,0.0021360473145147,0.0751182193490531,0.007089930622181,0.0345334149558459,0.0506852958245823,0.0029100341534436,0.0116959388959527,0.0173344185211255,0.017203032370307,0.0101929623144775,0.0889652060615356
"J4_p1_rep2_auto",0.0022806232426278,0.0622747906402587,0.0016427881919262,0.0714557736380583,0.0020970671759176,0.0694331137721784,0.0060084357827439,0.0334523652911159,0.0458553407247318,0.00016921026085128,0.0109573404536624,0.0165102929306941,0.0193913884436417,0.0090185115460249,0.0865249811410368
"J8_p1_rep1_auto",0.0016363796817796,0.0635453128970732,0.001293247556974,0.0660998724721841,0.0014189361955098,0.064844302976267,0.0050575130822566,0.0343989319905242,0.0265452633591789,0,0.0103935786689425,0.0171599718669235,0.0206670310663791,0.011955401419992,0.0591222071420555
"J8_p1_rep2_auto",0.0018107479560737,0.0615259431440405,0.0015401452038634,0.0662261953254195,0.0015415362746797,0.0659586708448595,0.0046850317861374,0.0324154111707715,0.0298573037516588,0,0.0088928563832757,0.01622204609501,0.0196400657187721,0.0100818260199359,0.0589879692114994
"J11_p1_rep1_auto",0.0017128346317603,0.0593679358722531,0.0014298500143458,0.0608654323718072,0.0017030895767479,0.0602565683761953,0.0061831604413543,0.0326592322703761,0.0268486669751312,0,0.0098647240932218,0.0147882954720635,0.0280995248053729,0.0110820901603512,0.0761494512720882
"J11_p1_rep2_auto",0.0020796935425054,0.060781334128927,0.0018630289591879,0.0532565967558716,0.0021125767572869,0.0519021335358186,0.0077040911014384,0.0325112647842645,0.0310369171679715,0,0.0106326325797385,0.0157650167784079,0.0261181956726866,0.0137810400152897,0.0781879690065677
"J14_p1_rep1_auto",0.00077520735518464,0.0566344024472754,0.00083355855663321,0.0556677508598933,0.0014172033038214,0.0551610575298667,0.0051044104324077,0.0248438266108857,0.0262914919644231,0,0.009276704864298,0.0132848513246038,0.022412787084555,0.0106284086920216,0.0711469405358001
"J14_p1_rep2_auto",0.00099158872491103,0.0551660897494247,0.0010560592216705,0.0577897560384259,0.001520277292225,0.0572932486887904,0.0045975666795433,0.0242689095174847,0.0273714354308398,0,0.0089807449893969,0.0132166281905159,0.0254704415295476,0.0098690664372328,0.0629326927429981
"J1_p2_rep1_auto",0.0033348781901302,0.0555727968188115,0.0026578251094461,0.0561513520313401,0.0024205673218534,0.0549134877920023,0.0032313325126751,0.0244727966463102,0.0221223946782281,0,0.0032996995910354,0.0071016852024747,0.0013987290980655,0.0027579339846052,0.0677975577988459
"J1_p2_rep2_auto",0.0031248413202732,0.0565813105307755,0.0026475803953846,0.0600656958266733,0.0024169361892802,0.0589397810880737,0.0033965599591067,0.0247469575616317,0.0199154056582874,0,0.0032905864925315,0.0070083498813766,0.0021987029576671,0.0028448679262752,0.0675857582083642
"J4_p2_rep1_auto",0.00092400991098835,0.0513878782844406,0.00087623244003188,0.0616351737871123,0.00080097990246453,0.0607073211999565,0.0067729759365677,0.0287949447659363,0.0244958679969453,0,0.0093320857911476,0.0118521371024881,0.0066814198411538,0.0088138557927685,0.0574237123119978
"J4_p2_rep2_auto",0.00065878501050929,0.0516832754683324,0.00060864320625791,0.0634599986511744,0.0005602857439748,0.0623842868628999,0.0056971023447942,0.0281135099586195,0.0286919188992406,0,0.0083678797442162,0.0116365845950319,0.0119262454817591,0.0046584963366409,0.0706000673600834
"J8_p2_rep1_auto",0.0022560865884694,0.0480981743470401,0.0020900465635446,0.0645771891306568,0.0019951134013179,0.0645642486758916,0.0112137993681688,0.0448046787409454,0.0140778041298231,0,0.0157973572335539,0.0218376373717493,0.0037574089405916,0.0099586930206698,0.075689287942614
"J8_p2_rep2_auto",0.0015943854164079,0.048175969905759,0.0015162048777077,0.0672665531632816,0.0014430909249911,0.0663944055992181,0.0114880822878505,0.0487849588771519,0.0128056970434803,0,0.0156731378087817,0.0221693367706019,0.0045441905257806,0.0062402443986341,0.0808331584375787
"J11_p2_rep1_auto",0.0017288993246824,0.0458848768105845,0.0014338034553594,0.0575197616966728,0.0014100786498793,0.0574029749407417,0.0120659274279091,0.0404407624599314,0.0186037809412284,0,0.0164835222863286,0.0189954549850874,0.0073072571862079,0.0046407828648563,0.0634620917364105
"J11_p2_rep2_auto",0.001060070140692,0.0467690336406049,0.00095457663737137,0.0611754074631315,0.0009825609153793,0.0614467673212538,0.0085446641288821,0.0386587104601833,0.0135138366849708,0,0.0130873803124337,0.0177071803997678,0.0050472192145986,0.002359740808521,0.0604727884433834
"J14_p2_rep1_auto",0.0011754715910205,0.0489128192466929,0.00098749369424355,0.0574781545444513,0.0010110155442561,0.057584236319087,0.0097880178097832,0.0330765823294582,0.0149059998612456,0,0.0127352834676173,0.0157362081016145,0.0034756716377526,0.003126977219356,0.0612727474585179
"J14_p2_rep2_auto",0.00077390872440413,0.0471921773346646,0.00065228296464801,0.0561601209725391,0.00067519229613944,0.0556766274208189,0.0107929430374328,0.0345462028841908,0.0159775404253809,0,0.0144568651486073,0.016525308657385,0.0051513059636183,0.003842753610444,0.0499753869496645
