"","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Macrophages","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_Macrophages","CBSX__scRNA.melanoma__Macrophages","CBSX__HNSCC__Macrophages"
"Patient11",0.0472619845130899,0.133291966195016,0.399246186199591,0.104168878346378,0.0472619845130899,0.133291966195016,0.0501997692039959,0.386041843969902
"Patient121",0.0783287022471154,0.129161225370125,0.443136012181371,0.124012897392014,0.0783287022471154,0.129161225370125,0.0910942456636033,0.410473928066664
"Patient125",0.28771196874536,0.17337821109638,0.416974929854763,0.33053296216429,0.28771196874536,0.17337821109638,0.284242553822778,0.41375032361316
"Patient126",0.270893061567824,0.209443470671502,0.525414707798434,0.19761748915704,0.270893061567824,0.209443470671502,0.259771812566434,0.520865717153234
"Patient127",0.0495171808380625,0.133167883500557,0.131122454538886,0.0859835903263771,0.0495171808380625,0.133167883500557,0.0462925340188482,0.122969359269646
"Patient130",0.176298970521349,0.16315347756906,0.58751219256865,0.175474685914009,0.176298970521349,0.16315347756906,0.168843246028002,0.564473074382988
"Patient131",0.21398443041204,0.244147062778384,0.536658742657448,0.19912333092007,0.21398443041204,0.244147062778384,0.23000918375557,0.616416771154136
"Patient132",0.188764686019789,0.159655570475127,0.381430812001656,0.191385117977499,0.188764686019789,0.159655570475127,0.177013661085318,0.376490386475288
"Patient133",0.084844798051572,0.13553653627389,0.475760535206049,0.140059650921755,0.084844798051572,0.13553653627389,0.0832070207824425,0.464608292832
"Patient134",0.0952326146522633,0.133604044777751,0.152055120210509,0.155494903601061,0.0952326146522633,0.133604044777751,0.0941765356904162,0.15043886538878
"Patient135",0.0778627536584217,0.130740299684307,0.403733848786357,0.141006190585437,0.0778627536584217,0.130740299684307,0.0814908924435185,0.369277695313842
"Patient137",0.278871313722974,0.169217726338917,0.532344294427196,0.294053199469423,0.278871313722974,0.169217726338917,0.273582005183454,0.519095001991536
"Patient13",0.154594753758127,0.14148763036451,0.305859793091752,0.091084260938671,0.154594753758127,0.14148763036451,0.115402438172007,0.324842257431969
"Patient140",0.0339229559301281,0.130102931555229,0.418699880201333,0.0871664085605648,0.0339229559301281,0.130102931555229,0.0382567161299782,0.404295589513129
"Patient141",0.0042695722172522,0.134211229424472,0,0.0399007010796268,0.0042695722172522,0.134211229424472,0.00374886025403873,0
"Patient142",0.109534190632005,0.197760725410805,0.540881025841299,0.201843529707473,0.109534190632005,0.197760725410805,0.113877500766753,0.560562493143489
"Patient143",0.954131892797134,0.156463308164622,0.791042071443243,0.116200024425659,0.954131892797134,0.156463308164622,0.461451008206393,0.103172220342184
"Patient144",0.0242114582646196,0.126059345405588,0.213954150975234,0.110809926017039,0.0242114582646196,0.126059345405588,0.0240676185903213,0.190075656816476
"Patient145",0.113535015865845,0.169649443948155,0.45141740419622,0.218748232900521,0.113535015865845,0.169649443948155,0.105102989448997,0.424966363837246
"Patient146",0.0351293209477066,0.146148571725933,0.21302755275921,0.111842410053596,0.0351293209477066,0.146148571725933,0.041556313076284,0.204056977770317
"Patient147",0.0143257148881054,0.128012388347754,0.071158170957248,0.0724598199530452,0.0143257148881054,0.128012388347754,0.015459834224411,0.083277700749555
"Patient148",0.100919691370515,0.130503496485345,0.674370055908647,0.0881766093742989,0.100919691370515,0.130503496485345,0.0962840974808471,0.637574242595899
"Patient149",0.375529184624342,0.196044167027631,0.590944539178076,0.27045006820954,0.375529184624342,0.196044167027631,0.35987818212719,0.573123799078768
"Patient14",0.109989723536247,0.160920050647907,0.43851420590132,0.161974372913115,0.109989723536247,0.160920050647907,0.105723226322384,0.454569687619068
"Patient150",0.0751572999561118,0.125745105441351,0.204617763661007,0.0831175395207637,0.0751572999561118,0.125745105441351,0.0772865576597163,0.204960781623204
"Patient154",0.0378543060377592,0.130211627846889,0.0677967809919293,0.076739259889172,0.0378543060377592,0.130211627846889,0.0440807922361715,0.0684582366915039
"Patient155",0.0467490544323017,0.13098197323156,0.0902604171742654,0.0689452300610856,0.0467490544323017,0.13098197323156,0.046642379772126,0.0960419818536887
"Patient156",0.0370144715842788,0.127799989153981,0.215911416835426,0.0859948532930488,0.0370144715842788,0.127799989153981,0.0352975210470615,0.213581099395925
"Patient158",0.182351208821502,0.156735070748704,0.622319915142347,0.153965956591172,0.182351208821502,0.156735070748704,0.190473177723377,0.524064418224434
"Patient159",0.0679240908446737,0.134855351925461,0.35994896175287,0.0875527248085175,0.0679240908446737,0.134855351925461,0.0717711072252606,0.347755844869733
"Patient15",0.140978933868607,0.134836402064925,0.402279748093826,0.0952392837045201,0.140978933868607,0.134836402064925,0.138461877040818,0.367482324432949
"Patient162",0.0716170772809295,0.129080248825241,0.680677900870557,0.152801689151093,0.0716170772809295,0.129080248825241,0.0692060647413784,0.64678797187836
"Patient163",0.123893200877571,0.131187852032879,0.221037777043751,0.0851235437114364,0.123893200877571,0.131187852032879,0.100094413632054,0.206837672767747
"Patient165",0.0351399819105312,0.145625393958327,0.264731696739294,0.100653086759447,0.0351399819105312,0.145625393958327,0.0350405562359873,0.253039393007653
"Patient166",0.00452734146187949,0.114104108308568,0,0.0673370373123463,0.00452734146187949,0.114104108308568,0.00390311215352728,0
"Patient167",0.0928465400189098,0.140793745119462,0.585421063216223,0.101176042407036,0.0928465400189098,0.140793745119462,0.100405500936316,0.580679403785222
"Patient168",0.0170217088486361,0.127414621440439,0.151450236526789,0.076610795975934,0.0170217088486361,0.127414621440439,0.0161933555412245,0.149695026208874
"Patient169",0.20424658749382,0.16031987881494,0.472291515737057,0.225129706590899,0.20424658749382,0.16031987881494,0.170304793442343,0.460101794671028
"Patient170",0.0374110612851348,0.12039742376642,0.165474009863357,0.082893778651745,0.0374110612851348,0.12039742376642,0.0455651414636513,0.152108317895026
"Patient172",0.176994649036962,0.160884822024251,0.236030819029572,0.159689960056139,0.176994649036962,0.160884822024251,0.167137936422747,0.227473654555926
"Patient173",0.0739143546690993,0.170038275627398,0.279360039786035,0.106542071873666,0.0739143546690993,0.170038275627398,0.0795090006197034,0.293331501002524
"Patient179",0,0.121488924412883,0,0.0521547420263287,0,0.121488924412883,0,0.0275083794265734
"Patient17",0.253534756201979,0.19392263900597,0.626028114721173,0.205184969698472,0.253534756201979,0.19392263900597,0.253905810461663,0.619340719742119
"Patient181",0.092326600150133,0.161761734345161,0.217126866458979,0.108213549330034,0.092326600150133,0.161761734345161,0.0893458883283585,0.18686142688172
"Patient183",0.172779370678982,0.16335526562727,0.359369176977426,0.0972305232869133,0.172779370678982,0.16335526562727,0.163263726935171,0.348053537328459
"Patient184",0.0771697502051686,0.129234754010098,0.267879643103249,0.106676659951115,0.0771697502051686,0.129234754010098,0.0737041392482731,0.279261914055609
"Patient185",0.0487481173386273,0.125485227648915,0.248064351944223,0.0827041075370668,0.0487481173386273,0.125485227648915,0.0507580785585902,0.243627235323448
"Patient187",0.0788597416725621,0.14897804639415,0.314906641930254,0.147762097023081,0.0788597416725621,0.14897804639415,0.0838067072498215,0.291540037166521
"Patient188",0.119019172254507,0.128637216044176,0.222666853439235,0.0734335844880866,0.119019172254507,0.128637216044176,0.0955864546405229,0.225759441609591
"Patient18",0.0177303236468024,0.11188748894689,0.178563509741248,0.0771155505077916,0.0177303236468024,0.11188748894689,0.0173759017644355,0.155677300016766
"Patient1",0.0409962669960875,0.127368092211546,0.399110623893369,0.0770788175248244,0.0409962669960875,0.127368092211546,0.0447056345802293,0.301313330084473
"Patient20",0.290278386344609,0.178377127477866,0.608739140044362,0.218640101142858,0.290278386344609,0.178377127477866,0.282429149069211,0.601294885270948
"Patient21",0.022493220368804,0.118126924413035,0.257767154656914,0.0765196253448863,0.022493220368804,0.118126924413035,0.0228555648135408,0.284123670218949
"Patient22",0.016679631679613,0.111663196611655,0.115348334115952,0.0686420095678937,0.016679631679613,0.111663196611655,0.0273178721932359,0.111153707450933
"Patient23",0.0512263198531954,0.12666137545712,0.145129483158903,0.0807548420783546,0.0512263198531954,0.12666137545712,0.0460414761393434,0.138274612029327
"Patient24",0.0181187131953305,0.136191923544575,0.0632407207656552,0.0583835512322624,0.0181187131953305,0.136191923544575,0.0227861772847801,0.058788980305803
"Patient25",0.0966742092279753,0.130782165862611,0.342774723395787,0.11429391779284,0.0966742092279753,0.130782165862611,0.102261801936824,0.336417917791601
"Patient27",0.0412901414885117,0.128925066247527,0.305985671139772,0.0916151926821303,0.0412901414885117,0.128925066247527,0.0517690965246493,0.226540207448313
"Patient30",0.415820061937676,0.1627396137974,0.67150539681597,0.131058753629715,0.415820061937676,0.1627396137974,0.380250921268454,0.696968137045984
"Patient31",0.0426467056543171,0.135153917712291,0.389916376937415,0.0960769564135742,0.0426467056543171,0.135153917712291,0.0364887294481402,0.420290662025883
"Patient32",0.0296180621407529,0.121486156389635,0.133209813815999,0.0765658430229768,0.0296180621407529,0.121486156389635,0.029123049532427,0.172204670503202
"Patient33",0.310836987456193,0.164015224808489,0.495027383772831,0.210533893191032,0.310836987456193,0.164015224808489,0.292711901452715,0.504708475559737
"Patient34",0.0823354757803472,0.109387934029646,0.0156396629895604,0.0276983444453473,0.0823354757803472,0.109387934029646,0.0817054127755516,0.0153276883727639
"Patient35",0.0934096146273694,0.136698262647246,0.352499665920841,0.082509776379949,0.0934096146273694,0.136698262647246,0.0895813603824307,0.370605484299409
"Patient36",0.0362334443766684,0.173829416515406,0.087266207478215,0.069139390673854,0.0362334443766684,0.173829416515406,0.0501549422289084,0.0937337516868482
"Patient37",0.14773779165577,0.128963995833837,0.215475923829098,0.103053868897398,0.14773779165577,0.128963995833837,0.157019387995695,0.206384548322338
"Patient38",0.067350142524875,0.13064625555495,0.190320049704393,0.0726401674144606,0.067350142524875,0.13064625555495,0.065552113425081,0.219028216758277
"Patient40",0.0288084364158484,0.129014156740502,0.122717182431381,0.078678839172356,0.0288084364158484,0.129014156740502,0.0239743954791821,0.0862168319361192
"Patient42",0.0851259592183064,0.135367164637651,0.431964906763515,0.0873080872430634,0.0851259592183064,0.135367164637651,0.0970750339822898,0.430995832832608
"Patient44",0.272842461971581,0.170903539988585,0.566596572580176,0.129360126279908,0.272842461971581,0.170903539988585,0.262810937963073,0.530114442359259
"Patient45",0.124462730525795,0.148840316058057,0.649227884741566,0.142487862238381,0.124462730525795,0.148840316058057,0.1234652108238,0.621705129389551
"Patient47",0.0402896586254972,0.13068780414957,0,0.0510785938273433,0.0402896586254972,0.13068780414957,0.0583730205923958,0.0390933839711433
"Patient48",0.0235779987820642,0.127650663157151,0.207022911533889,0.0690120250199071,0.0235779987820642,0.127650663157151,0.0243329005617774,0.17237243534315
"Patient4",0.0277288376565561,0.152529097853217,0.198652365965139,0.115212581315927,0.0277288376565561,0.152529097853217,0.0441742945447862,0.210679795446531
"Patient51",0.168143314757157,0.258661982872954,0.413777080955738,0.17533488866095,0.168143314757157,0.258661982872954,0.166520757916393,0.347899994794908
"Patient58",0.0250510740927491,0.124528325298681,0.113680404017502,0.071016137038097,0.0250510740927491,0.124528325298681,0.0252034572851636,0.109145699370929
"Patient61",0.231334530893107,0.311676463233578,0.695238257845582,0.333939433208517,0.231334530893107,0.311676463233578,0.241114178174786,0.687088888699578
"Patient62",0.234461262751663,0.168499705963969,0.485129058813351,0.164925619296967,0.234461262751663,0.168499705963969,0.218769369936733,0.471747260469432
"Patient63",0.0455835967980915,0.127112017336862,0.207130357685964,0.0720874134267396,0.0455835967980915,0.127112017336862,0.0478482509733154,0.209142694808645
"Patient67",0.0478631563219713,0.12571685000652,0.0361788474098382,0.0670687552487568,0.0478631563219713,0.12571685000652,0.044288310553326,0.0859066983389348
"Patient6",0.0943630972601794,0.131587514567517,0.1842986050553,0.0797013586712849,0.0943630972601794,0.131587514567517,0.0969319434533402,0.188086522590792
"Patient72",0.0518862269050216,0.138252094384178,0.212212369204402,0.106438314002379,0.0518862269050216,0.138252094384178,0.0558654891327027,0.200628100347396
"Patient73",0.0580999971397848,0.137133775434217,0.416874041831785,0.0790641458765378,0.0580999971397848,0.137133775434217,0.0643304480807666,0.331745308361296
"Patient75",0.106074608570833,0.13459437778985,0.66970848762905,0.165740693227544,0.106074608570833,0.13459437778985,0.100323763290598,0.650159304287862
"Patient77",0.177253984779804,0.172687433975375,0.612790221077603,0.282232118413369,0.177253984779804,0.172687433975375,0.170633656304035,0.638232576386424
"Patient78",0.121595044024932,0.158843477802437,0.326825197966697,0.158429990177667,0.121595044024932,0.158843477802437,0.121215884858038,0.324227900696586
"Patient79",0.262160279519856,0.205448406275227,0.508801841153127,0.246018490300435,0.262160279519856,0.205448406275227,0.253301037794843,0.47874942554606
"Patient7",0.087471603319797,0.135017653168773,0.574618338728206,0.0942412632597808,0.087471603319797,0.135017653168773,0.079948464885206,0.571090408554803
"Patient82",0.00979395287097371,0.177684684559387,0.0570023519890454,0.050474042384782,0.00979395287097371,0.177684684559387,0.013692539268704,0.0684166425450343
"Patient83",0.0115568058915676,0.135161751608153,0.0436587180332394,0.0974953117413911,0.0115568058915676,0.135161751608153,0.0118571096205688,0.127559722323821
"Patient86",0.244304387750947,0.178419659121413,0.330308552583961,0.181515360605826,0.244304387750947,0.178419659121413,0.239370528683345,0.309034163031519
"Patient87",0.157031829069297,0.148773612100499,0.470023642746519,0.09678061450029,0.157031829069297,0.148773612100499,0.16230300103438,0.445577142563673
"Patient8",0.0231443128286076,0.138929494741442,0.0984707703962798,0.0807706555916799,0.0231443128286076,0.138929494741442,0.0218597060874523,0.13352405383872
"Patient94",0.104417345629278,0.134016742510222,0.380201934599178,0.139071475837477,0.104417345629278,0.134016742510222,0.102360751638922,0.399338667769842
"Patient96",0.0287364059878904,0.139050661074429,0.301892897598246,0.0724282549567335,0.0287364059878904,0.139050661074429,0.0328781801254979,0.293805821125101
"Patient98",0.282943620467011,0.238097393539381,0.461865945874424,0.201734099549979,0.282943620467011,0.238097393539381,0.279035913098088,0.429206275281165
"Patient99",0.158153058623802,0.197936182055111,0.58216790222386,0.2979306441983,0.158153058623802,0.197936182055111,0.161100719202417,0.579259523310195
"Patient9",0.0197242038017132,0.114730835075899,0.117698449564658,0.0692359949754563,0.0197242038017132,0.114730835075899,0.0173806510033217,0.10386138513667
"Patient56",0.103964656957742,0.144198434842688,0.173687469113209,0.111592757604131,0.103964656957742,0.144198434842688,0.103339224079714,0.175117268745874
"Patient191",0.238132936830623,0.166540129478059,0.679587844772702,0.158235237525512,0.238132936830623,0.166540129478059,0.222767910363178,0.653412802993471
"Patient189",0.107309730520131,0.144347428650532,0.0464068243529319,0.0665885119301742,0.107309730520131,0.144347428650532,0.101431881878005,0.049317325372211
"Patient200",0.149883620956641,0.170220749244918,0.534508599230265,0.187097716455277,0.149883620956641,0.170220749244918,0.146372852861165,0.502476816705658
"Patient201",0.00584541160277562,0.109801044675403,0,0.0383578771387585,0.00584541160277562,0.109801044675403,0.00892763001254803,0.00897901298558779
"Patient203",0.0851074647467701,0.140937038051865,0.174523147981626,0.10752264635911,0.0851074647467701,0.140937038051865,0.083983036648456,0.160566147193653
"Patient193",0.127600533999887,0.142382393899188,0.343002348916265,0.110940105387944,0.127600533999887,0.142382393899188,0.124447081259351,0.363252911628432
"Patient195",0.0279636711849394,0.115851389827274,0.138009527472269,0.0906181595681478,0.0279636711849394,0.115851389827274,0.0273612882700625,0.128449175077286
"Patient196",0.0125837715284,0.128598189310389,0.109425431479138,0.06989974242029,0.0125837715284,0.128598189310389,0.0122044931822322,0.154477896239223
"Patient197",0.00737757825453983,0.125862716386478,0,0.0602651484540305,0.00737757825453983,0.125862716386478,0.00514763004127605,0.0697906612297768
"Patient204",0.0864307464231924,0.141463394826592,0.207665551356356,0.0854606611081626,0.0864307464231924,0.141463394826592,0.0845349051347738,0.21905660886243
"Patient205",0.119110043946015,0.138730899694752,0.456309658779548,0.122123105509984,0.119110043946015,0.138730899694752,0.111404721256199,0.463194793579909
"Patient206",0.115861337588504,0.133879137672862,0.17236625426347,0.0947190885883913,0.115861337588504,0.133879137672862,0.109093802667367,0.137588459968652
