"Patient1" "Patient10" "Patient100" "Patient102" "Patient105" "Patient106" "Patient107" "Patient108" "Patient11" "Patient112" "Patient116" "Patient117" "Patient121" "Patient125" "Patient126" "Patient127" "Patient13" "Patient130" "Patient131" "Patient132" "Patient133" "Patient134" "Patient135" "Patient137" "Patient14" "Patient140" "Patient141" "Patient143" "Patient144" "Patient145" "Patient146" "Patient147" "Patient148" "Patient15" "Patient150" "Patient155" "Patient156" "Patient158" "Patient162" "Patient163" "Patient165" "Patient166" "Patient167" "Patient168" "Patient169" "Patient173" "Patient179" "Patient18" "Patient181" "Patient183" "Patient184" "Patient187" "Patient188" "Patient189" "Patient191" "Patient195" "Patient196" "Patient197" "Patient20" "Patient200" "Patient201" "Patient203" "Patient204" "Patient205" "Patient206" "Patient21" "Patient22" "Patient23" "Patient24" "Patient25" "Patient27" "Patient31" "Patient32" "Patient33" "Patient34" "Patient36" "Patient37" "Patient38" "Patient4" "Patient40" "Patient42" "Patient44" "Patient45" "Patient47" "Patient48" "Patient51" "Patient56" "Patient58" "Patient62" "Patient63" "Patient67" "Patient72" "Patient73" "Patient75" "Patient77" "Patient78" "Patient79" "Patient82" "Patient83" "Patient87" "Patient9" "Patient94" "Patient96" "Patient98" "Patient99"
"CREM" 0.492850403114037 -2.20639942302519 1.00135160003508 -2.11470205667505 -3.24019509015599 -3.02623795236917 -1.88503061447121 0.0905587357142601 -2.20994539743709 -0.0910135778688513 -4.04845659830655 2.1928641841758 -0.866914009739533 -0.171232633005327 -0.683749428290234 -0.661867986575167 -2.1396000264338 1.67724863732864 0.464700820456682 2.33670275845979 0.648766165151173 0.600150703966323 -3.12861139523235 0.468273259367887 -1.1260298636044 0.541707721507122 1.85325038475242 -1.874116310964 -0.335521803674654 -0.830877437620835 -0.243869456362083 -0.732588823417345 -2.42408576462099 -0.617101303681437 -1.87980494025329 -3.83854932588573 2.05646979613017 -3.85947860606082 1.38450995488009 0.00670445428708539 -1.28530932284943 -0.621433932946729 1.54478334675527 -0.153750704418358 -4.41793114482995 0.915994793480401 -0.488261593143953 -5.1115767368417 -0.478294338594411 -0.474168851744608 2.76773859928617 -1.04609136717827 -4.46944561426339 1.91964375035336 -0.694282244511493 -0.65021798531289 -0.977242016428797 -1.07745533649857 -1.06548236779795 -0.0844753604500007 0.0198837273430183 2.69963220414212 -0.427745846222054 -0.0202872053781184 1.18778654121994 -4.25209411846498 -1.3245668494493 -0.720173376283605 -0.517247671864216 -1.70059652826662 -1.7885879941249 -1.43341781369628 -0.860337742977927 -0.0399659178686931 -0.667939685162697 0.379965832068018 0.184529479879679 -3.82975678353106 -0.305499658519082 -0.269455901284956 0.337128019336962 0.644946360525542 0.704687231373234 -1.63853992113591 -0.831803285775751 1.40081299734446 -0.711403425471611 -1.06890340638798 -1.54410424090561 -4.12284667284802 -3.77927990816673 -1.21895624481716 -2.29080368110684 -0.0269376270887654 -0.0845380697889184 0.783767519116269 -0.546457002411672 1.8991074689022 -1.98243069139072 -1.07861128369495 -0.140051601146388 -1.28873101621354 1.86127979667911 -0.07815239940133 0.89257726336585
"CTCF" -0.235642461474799 -1.02108418216673 0.153466453583909 -0.0283462306850036 -1.8039075869836 -0.516587620157776 0.500518976957837 -1.6010936432595 -0.901703929754006 -0.700584059216424 -1.38318311742934 1.44499546309893 -0.203247709992488 -2.20084528386923 1.7458244130731 -0.808397308878465 -0.997058436634787 -0.212639067140113 -0.241973328141396 -0.0663709843231193 -0.162542405141526 0.539945279347146 -0.532606168536843 0.616167838638327 -1.02543781107172 -1.98965528117426 -1.16733570774377 -2.53241298975634 0.800379925800941 0.607470664656162 2.02103338058399 -2.79353956306684 -0.655777171122546 -1.00323997278596 -2.55372513367567 -1.36935087591341 1.18738842747232 -0.378185758599073 0.0856480848151229 0.113802292516922 -0.774280836499332 -1.15053086489582 0.435883476800475 0.316951874802048 -1.91155273760416 -0.0554406893600156 -0.142719474327688 -1.91793604845269 -1.44416827035025 -1.93138120119817 1.34634564174853 0.863904002734476 -0.943195458027563 0.85979563456147 -0.869378301540815 -0.798097504026127 0.637467693524625 -1.25222487170774 0.593187275704817 1.56855521502036 1.24782848282537 1.23187060967706 -1.09319288306138 1.73090374403989 0.0661172048002373 0.107105829463737 -0.810113047040111 -1.23824920157733 2.09575823454727 -0.514639348115704 -1.13735095604615 0.163297517663589 -0.170123588381328 -1.62093081398611 -1.7724932091297 0.0436434864132015 -1.5344707015529 -1.20414739009559 -0.740716384968085 0.0354860844560111 0.536293885759411 0.247989252154299 3.18300353364057 -2.73155591148902 -0.688146252861847 0.270673381358281 -0.639626610127423 0.528256860343411 0.661561837532588 -1.92401123558346 -0.427958273932542 -1.35432303012598 0.752804144812855 2.09158598738421 1.22228812107081 1.12284961598829 -0.074114706244114 -0.572850614060898 -2.65836181023629 -1.47342424722908 -0.35553534386785 -2.80424065312174 0.870367377587502 0.402942289591675 1.08009302982138
"CTCFL" -3.35629401881135 -1.52234821075779 4.07980537489947 -0.449041259254575 -4.75395658245274 -4.65146884076876 -2.16813129004694 -3.51909024688605 -0.685294180994919 4.53520448462399 -1.96610420534674 3.85811614688021 4.91932284020768 -0.0402666538831238 1.79190506261285 3.72037434906943 1.11710037663515 0.0124005789546621 -2.79638721118136 -1.01771190679833 -1.95988977113473 -0.350383036410054 -4.58985766244408 1.86383175177459 -4.43613169039109 -3.14183897118057 -2.63951149549313 -1.69604689748233 -2.45449385276996 -2.25548244910074 0.627399930239481 -2.47244799125641 -2.94767592851482 -3.0514325122226 -0.342414636477681 1.84338545706237 0.938693231401737 -2.37451415938184 -1.28514585228227 -1.19804327093349 -3.2119163056717 -2.00754934600293 1.70105065747655 -2.71790775924272 -2.77074071484981 -1.67302720559388 -1.40070390172274 -2.96212613087393 -1.11635599327303 -3.4818124213132 2.98702077560728 -3.97759814899275 -0.67905043807921 4.60857692324834 1.30529150069952 -0.428310310211682 -0.645899081526732 -0.549867874093289 0.550326335123659 4.00406759169496 2.38453801674811 5.25506015688639 1.67586189670699 1.16541143485196 2.50000807315207 -1.43513244363995 1.64333112038934 -0.0810245744261404 1.80437359214673 1.62687174570336 -4.35069973145788 -2.14536913078398 -3.04074461313138 -0.687368325839673 2.59660578584956 -3.59145998030073 -0.898639685135032 -1.86175334988282 -1.00438351197845 -3.35120263194948 -0.712442995966917 2.57994414976775 2.71235826133901 -3.30053575966862 -2.34047966229525 -0.315235043645814 4.60347209301556 1.40500745055988 5.27150828976083 -3.35707531823028 -4.31706498084867 -1.2666998049538 -0.248609190641839 3.35535167152703 -1.79708077985085 4.1192453482382 1.78730212635895 -2.22555156779293 -2.98747863365268 -0.20121585217337 2.374896762793 -2.50855301225886 1.75542564629922 -3.94286281337199 0.146882234038871
"CUX1" -1.03243100435292 -0.785525426687836 0.122838647583809 0.713368416993269 -1.47450719792641 -1.05738899394432 0.209395730942304 -2.11101901474476 0.164534012922914 0.95265048970983 -0.276557046985547 1.52878429285565 0.452662417274774 -1.19451473411852 0.580465641829966 1.01462346925444 0.0509249640780536 -0.311901323111079 -0.450545731661074 1.00581016528434 -2.08042204557057 -1.08065449728625 -1.57946424252889 -2.03618260438004 -1.90853380949351 -0.761530969720011 1.12123508286857 0.283230072197239 -1.3493414814987 -1.43107089589262 -1.44399606529977 0.373487094142059 -2.58357725663762 -2.16586290227434 0.0411518168403659 2.08485361822268 0.0592933995739619 -1.84375580963857 0.95018227615453 -0.729777239117451 -2.15779194322542 0.774921629017844 0.811810024441627 -1.15513345316741 -1.80321352662823 -1.60554537282158 -0.291179216819741 -1.34253389199144 -0.161358440487208 -1.0436412874785 1.60145722655302 -1.10920302075106 -2.10934952246606 2.13086287515117 -2.10729165300401 0.672442999409507 -0.240859201924309 -0.0879190486384993 -0.837820114479781 1.99951271196173 0.5083824446721 2.74580588741024 0.242747943299133 0.405563262143715 -0.434813131766383 -0.863123237671187 1.06300523012452 0.159275341881436 0.574469317305159 -0.683599364903167 -3.16379410455171 -0.0612006360366236 -1.57414619039793 -0.662032342420496 1.17895702196478 1.05507601751922 -1.02357885241708 -2.17192155606012 -0.834588404040042 -2.81370513078922 -0.444658957849066 1.61921734548116 0.920383629396642 -0.099249565904199 0.0674875998811199 2.57520723914119 0.208841792939467 0.299773205416846 1.17302406984783 -3.01707132932782 -3.60436319736245 -1.2567687042104 -0.0323845739823614 0.321670817551993 0.118038713175112 0.872186613782551 2.57205115814278 -0.0503633459773501 -0.936987967374246 -0.762726722908379 1.19342019640516 0.000388386397158372 0.870485432752961 -1.34359884422973 0.504339726174197
"CXXC4" -4.06159244886996 -2.93020604785122 1.06350086669491 -2.625273960459 -5.12178069306992 -6.22717316212799 -4.16981413782744 -2.24857859540456 -0.804887051728584 3.31914693160732 -2.7404142543532 -1.69360081393082 -0.0598735596025664 -3.86425372733253 -0.45523693774921 1.09396294401844 3.76700538807758 -1.27204151432501 -2.85081244557194 0.730787038314265 -5.4906487349743 -3.50178715349787 -5.5644450147152 -1.25646448799891 -4.95723532760835 -3.76528396576186 -2.46152282324505 -10.3362656191501 -3.32965022325444 -4.26929531149883 0.501311077101455 0.0126109310390429 -4.49050729463907 -5.45847244782775 -1.3954322357889 -1.60968590416359 -4.08231847368292 -0.658404568077174 -2.18642001807466 -0.880376146167845 -5.43605721962482 -0.673051286548273 -2.32518294443709 -3.9091086745762 -5.67976093523167 -0.558628019691056 -3.35841789047861 -2.68928928637215 -3.79081250444068 -2.06736445429699 0.736734591551536 -3.74241664018669 -1.4687550235048 3.52221020498811 0.0997186542280638 -1.18228095695407 -2.6373175542138 0.0639587783388051 -0.467988594934958 1.34626690116464 3.0559874238684 4.7317491320583 -1.59198934223916 2.04547694743749 0.156394294470594 -4.5614324925458 -1.55139219386939 -0.0259771632279463 1.84585445682243 -1.43262145598014 -3.54435401862418 -1.73499819791106 -2.50698992516799 -5.21302476704809 0.813941901981461 -0.743947808073589 -0.314679737973535 -4.64658273071799 -2.88674072126898 -3.37666797980995 -1.16499661757002 1.23235415888512 -0.293911084899265 -0.372950472258336 -2.56273453436777 2.02488066754265 0.287920372058259 -0.712843832513369 -0.313725531622104 -5.86215558392249 -4.62284836137024 -2.0111269464563 -1.06146847850079 2.03891831670861 -2.47195766357201 2.5200739562274 -0.62348488492574 -0.096377135858732 -3.09075622463336 -1.69114712493388 0.566847371480799 -2.21826123181423 2.13462596317947 -2.51259340476418 -2.48514037966597
"DDIT3" -1.47813155015579 0.16749580532052 -1.3361955421199 1.81659834169761 -0.0980043914153255 1.64997450739016 -1.56830519014174 -0.796409273590383 -0.00930749841441827 -1.23451585064263 -0.595436151399014 -1.33853220933498 -0.910417361704541 -1.74918129734131 -0.882227369356178 -0.0465019143267009 0.481879737157405 0.236202166700131 1.43847686163684 0.988342331587378 1.97947178146883 -0.368200495311753 0.731272816693188 -1.52732035253764 1.5664638932175 1.07751728652099 1.06479982663239 -1.70402655330057 0.249214136646739 -0.353344025477034 0.868520738103732 2.03086065155512 0.0270041679985419 0.178203196349085 1.26900439396356 0.831472727110489 1.42607527623708 -0.380834854194351 -0.257261968874418 -1.15309368918379 1.71970253297572 2.61182869584931 -0.104431219044105 0.03651902350677 -0.802194333695622 0.508740090679854 -0.629759862961371 1.66981095716194 -2.01283342448518 -1.02309860731765 0.689609380537111 0.55865981590251 -1.71530862194967 0.129611867268356 1.33262091007382 0.610095104889446 1.46743866875451 -0.501038045879049 2.77160504362981 -0.413499437227471 0.311255118119035 -1.82957470543937 -0.495973956041917 0.569313470476085 -1.8791057089327 2.06737163274513 0.457434087181766 0.806602614842091 1.31313759306916 -0.0329956728626461 -0.131046042790954 -0.972371805899715 0.29322120456396 -2.10552477043196 -2.38865216846301 -1.39639790209525 0.349414087557983 -1.0018248091654 0.176548352028914 -0.539717022875313 0.48545600292019 -1.89420093569676 -0.801603769685399 -1.22000030247122 -0.990516095448118 0.0461719744569297 -0.581220200757821 -1.00661313583397 -0.287309161287953 -0.296178687184847 -2.04889402969932 -1.70235572617904 -0.713716113738664 0.28586393666761 0.415202156361283 0.643782668239536 -2.01477837030148 1.11828344290936 -0.735790496957578 -1.26053310062169 -1.57572309444297 -0.0478027188933611 -0.241886482471702 -0.234925141521356 1.45552107891035
"DEAF1" -4.43020272877643 0.420527545519583 2.26287913388587 -1.56622939326731 -3.93972171986745 0.0810164261473421 -3.68253201934661 -3.87381671885793 3.25184392201488 1.68644337122182 -2.05513690675691 0.112456478306932 0.835362220707897 1.56526598935702 -1.14234726742477 1.92940279348706 2.16965703986685 -2.87723978996686 -3.58027898046207 -0.816411398139153 -3.15610823331568 -2.94531879158207 -4.46498321998702 1.29018318133681 -5.65546211572667 -2.25340094237541 -2.22909859720231 -9.75032893483333 -2.44355312582593 -4.22850588247435 1.97995580699732 -3.09970877132767 -4.47252354627656 -4.92300160852325 1.94425472324074 1.08460313204501 -1.9024533913576 2.87490348404259 -1.36354252990854 0.393586358006313 -5.49269665724848 -0.869076757275247 -0.0557746269125191 -2.00400236697469 -5.01284584966755 1.61927795886171 1.33058060523489 0.769288737003257 -3.57369258307167 -3.68970256220776 0.822278441649531 -1.03688829623762 1.37822030230793 1.60801902588947 1.70256259944373 1.7918463262496 3.24842843762372 3.27331220106425 0.610595854960598 1.61570303489346 1.85201091088857 1.07270247990974 3.85414020237733 3.31022872008317 1.2979389194236 3.82636670917319 4.01172830608643 -1.68002654182573 1.71328764686089 -0.259921540690531 -3.88451052127854 0.910629055872875 -3.50917823261627 -4.35075625771539 -0.813192423042336 -3.5542291514331 -1.27897654649434 -4.51953110632397 -0.682129840791232 -3.3032118146664 1.12977544570204 0.612913754047884 0.987255004825377 -0.396641281657737 -2.63663698444541 -3.18898421101115 0.0331391440550196 -0.132325006283862 0.322708584023185 -4.69235716370153 -1.6467020967932 -1.85834368005632 1.66877783983188 2.29469922461194 -0.625498145382149 0.200990950514021 0.80137066765652 -2.84029486233738 -2.02571327360208 0.0217576846961515 2.34743791783983 -1.50830525286012 3.6996982918668 -3.99056801768755 0.467121603284367
"DNMT1" -0.582301548198529 -0.36225464157963 0.0340723563386017 -2.19501418002552 -1.35885344327494 -1.08027252100705 -0.0906545166521131 0.476651718748903 0.719738197746077 0.627914531642798 -1.73658359430371 0.291239258982235 0.584215309559987 0.45497154913566 -0.925202118966794 1.25865669348781 0.74128225443683 -0.13753457567578 -0.893598324160133 1.24489022072806 -1.48576949397207 -0.0217669031264829 0.0165024361273838 -0.557523457623428 -2.47173816946015 1.88148838116885 -0.552300530292594 -1.69717020341288 -0.89488357166486 -1.82646115949669 -1.45252035355778 0.690928596553011 -0.355648573097945 -1.67910451320116 1.3803436488243 1.44578555721918 -0.713478237608486 0.110429736673474 -1.21865973988922 -1.44665484468285 -2.85030210709359 0.770476575048567 1.86698646234744 -1.15550401533041 -0.765808822296894 -2.05537335740837 1.83208439124231 -0.692766564855782 -2.51349621641362 0.406734423146985 1.74067239281709 -1.91359846773426 1.06888740630885 0.586355798781768 -0.49480609043832 1.68489986471292 -0.057494573032757 -0.536634930531464 -1.40655894472871 0.406064249642997 1.054771974167 1.44057852073492 -0.777729496958922 1.51151653962032 0.653465401200126 1.78787793447664 1.39011449595176 1.28275975496339 1.7277903413381 -0.630544837101021 -2.24498018531437 0.53006800426532 0.33032778753498 -1.65621960298362 -0.163324658274431 0.0612881551699294 -0.351104187213038 0.435875899040236 -1.61602164810172 -2.40434548627271 0.875106597866454 1.80915587492334 1.62530286226404 -0.368075402734018 -0.48995567128593 -1.01952934023597 0.179900205511134 0.677384171352293 0.0442718490918115 -0.921627010344795 -0.022173923235611 -0.740540879140968 1.41964271153425 1.5876311282603 -0.298764721389699 -0.145260409745621 -0.287422329600225 -0.711004894763984 0.0680075930081467 1.11218307729951 1.82859888608489 -1.14701024282315 -0.0519432956806426 -3.45680639592832 -0.258669865351516
"DR1" -2.07776261814834 -1.21944940762113 -0.0999010302378994 -0.040396885441676 -0.657755243610572 -1.55961140402506 -0.642627138625042 -0.430532002892414 0.275912936459315 -0.432076446306316 -0.564324657150097 -1.05127355214228 0.451639902411251 -0.65719156085441 -0.29971274559479 2.08908914746317 0.91931568312956 -0.800492301128424 -0.141992397895607 2.12609975454673 -0.751999593516961 0.911272677863052 -1.87142632432045 0.105331854421415 -0.995888406561265 0.212834022289247 0.679103702450086 -0.30674046349195 -0.596433759980115 -0.684113018777015 0.137058827480724 0.0505473673189528 -1.61049560490719 -0.96575469812158 2.33182720146354 0.604225151748145 -0.812305970801189 -0.268103155422085 0.140112522808996 -0.758152316531108 -0.746808971253892 -1.90111728544925 -1.98653790662577 -1.73368410012726 -1.85611982396467 0.490713216772464 -0.399999622255455 1.40148728109195 -1.56510955237329 -0.539061422775895 2.36937555158521 1.74440178736596 0.846774590702655 1.68544566987452 -2.13351755281898 1.94296005721452 -0.101102465846855 -0.197194892821822 0.935375627231128 1.66852720820263 -0.0382018000156118 -0.520095254539115 -0.910478239888652 1.69956891220714 -0.447732355541733 2.33202920976903 -0.921430867436093 1.04139462936354 1.29317478361027 -0.815427158721362 0.870546018903424 -0.00902258024329771 -0.415878209626314 -0.8936780148468 0.198985836805316 -0.228848642951188 0.966468722354585 -0.533054910909461 -0.635416688508697 -1.81502670799737 0.970866369101347 0.756946582043721 1.10779361206366 1.30785027092836 -0.746331004823022 -0.259442181838445 -0.759786103863761 -0.694440676417738 -0.357360857709603 -0.142767023847524 0.73570057309321 1.51999758126467 -0.568949813802804 -0.624106279456957 1.55977990312259 0.555496204588679 0.72690626133947 1.33245423649959 -0.314497302845277 -0.110169995758043 -0.105371305755199 0.0528254360124844 -0.819368094024608 0.945379534410629 0.0314549806019204
"DUX4" 2.42433319356677 -0.425859988009887 -0.860784521222677 -2.31591854858918 1.58762104181831 -0.976366403274764 0.947135675103408 2.93224618192302 -2.90388389154292 1.28398186876452 2.60988166242494 -2.39593030949341 -3.18501449715323 0.00176320065876474 1.00326526610765 -1.07881261652521 -0.942458479626657 -0.169799295647613 -0.102215881948998 -0.126338215959284 1.12578769943225 2.71253474832743 -0.530181144339714 -0.549883237679936 1.78047134900824 0.319161259542547 -0.46206054291339 -1.17579726949084 1.83730308175757 2.89541908929044 -1.13605146642734 -1.80851885125389 2.3325210546732 -0.0648572163559031 0.780880103744198 -1.5777308202564 -1.11218769102258 -1.15818294073194 -0.425058347492321 1.07374732416615 0.325569358741477 -1.30231995137305 -2.07578110112126 -1.90593581151952 -0.0841214584334367 0.478163558000628 -0.474925488206748 -2.17012529978448 1.14060332646737 1.5885491107417 -1.503496875454 -1.1609393536346 0.149166739253543 -0.734787990866714 -2.45224143485741 -0.655614855833434 -2.92796411249802 -4.12839168048137 -3.01264778286873 -0.651384170973663 -1.01390733865801 0.304011839732578 -0.694959716002646 -2.05581910368626 0.297375182120624 -3.39984740568004 -1.22322793646433 -0.576409617844362 -2.09881756062336 0.619254061144594 1.13678109351258 -0.0621606677599653 1.04450668786292 1.44441064783095 2.53496262360978 2.44519619962134 0.656009505506813 0.351328974187539 0.468178608332966 -0.414433619809447 -2.15933312749549 -0.0205562318025851 -2.27345895872494 0.0860934529445406 0.333489043016965 1.78272476996583 0.438944302133414 0.0791739668314112 -2.29454502928342 1.34051523479416 1.34608750957517 1.14839658767968 -1.21776301171524 -2.0697429615154 -0.0793454703839934 -2.08718129600948 0.398067445209714 0.407426129875761 -0.451846015849932 1.05870758039584 -0.525645590405484 -1.82737179943905 -1.23531456235323 0.826552671560237 -2.59494872979739
"E2F1" -5.68842353953731 3.82282793166335 0.417882474178173 -5.35927610881952 -1.57876155158491 2.96315237943784 -0.966243467425806 -1.87141959213132 -2.54287607735623 -0.805853134511611 -0.459109018416997 -6.85210386544686 -2.47956144993027 0.991068862999421 -4.63826964816459 -3.12067163624509 5.03330023295653 1.01569416098484 1.97234936416395 1.41797760693081 -0.0737677538463303 -1.79363020096947 3.07167769979391 1.10195178975664 -0.979427839797815 2.15053273781167 -1.97793191084963 -6.88864224842849 -2.38502559302359 1.66903570612964 -0.527158195535886 0.58411535679555 0.302196972948415 -0.939131519096233 -4.86378993474238 -0.949632317582232 -4.62814148156867 3.11845123556804 -4.88832963729366 2.13132942601043 3.13791452377088 -0.308280301900891 0.545377247236956 1.85920835785156 2.16938332943141 0.5925935234907 0.706560104892327 -2.7668180239004 -3.0131799269233 -2.52724568256039 -1.58915726826412 -3.08047394805835 1.54602884424618 -3.34463995033004 3.78724295990399 2.70739035759089 -0.899189733076782 3.61489359564637 2.28448901858113 0.513312726521565 -2.16552982993344 2.23314086528427 -2.15096229926764 -0.232822893807587 -3.06813144074671 0.540754639306723 -2.03961880964972 -5.97146236740005 -3.44200661695448 -2.53812338380314 1.14630796424901 -6.27389868061162 -0.713451936262558 -5.32118221908367 -6.56630504443879 -4.29283273628672 -1.77973050141755 -3.39168268524215 -4.0809586262899 2.29378024984466 -1.18322786916681 -0.607498196034048 2.03028610299433 -3.08335581424204 -4.18394005575026 2.29718888686258 -2.10388278082417 0.351234892836163 2.66073175616277 -0.582414288444424 1.3945179163761 -7.6751858025729 0.124764182775889 2.36075001639395 -2.3864615260266 3.9227654448563 -6.57688214459352 -4.10088984530806 -5.93574782661393 1.05873409745617 -0.845725279042661 4.74348206316371 -6.94834051282632 -3.29999859054607 1.31218070319996
"E2F2" -4.48329395968508 5.02175235554543 1.01867396940394 -5.10604767150053 -1.23518124374496 2.19096606098027 -1.71648882566083 -2.44491068076287 -0.218871521294309 0.0850622356387616 -1.67375876818187 -5.01743328876876 0.22358629237293 2.50653561872341 -4.19190661309652 0.0625820710585641 5.39873226028317 -0.667772887914695 -0.996683990413534 -0.851726632615151 0.360051188260198 -4.099057650161 0.50130840387148 1.41003581710896 -1.83163455067917 2.42325364075781 -1.9077341977514 -0.732518614351042 -2.35300921359799 0.681251842428603 2.10876611380157 -0.479935989602347 -0.398837931653674 -2.1509005080169 -3.61087526916963 0.998123920389515 -2.85202025457633 4.84855191026534 -3.90753423243384 1.40401115295335 1.54840354277692 0.497990233069357 -1.0415963507333 1.53196280397201 3.41014027708413 2.5845203385885 0.774527079044931 2.92144752418293 -2.2373842548363 -2.68794527811197 -0.192390227934908 -2.21413641246114 3.60777007030849 -3.69131776487576 4.658533398529 2.3103108725212 0.902682382947207 4.28057582991971 2.79447699677105 -0.833433580904692 -0.538743178578257 3.11126616251562 0.244973658917787 2.43542417509258 -0.65204363247011 1.05184335333203 -2.91762106597871 -1.99200670005322 -1.12665503340565 -2.45576715364621 -0.29911951388815 -3.94398213110608 -2.72150995111463 -5.24941244317704 -6.55149459297086 -6.24046649331485 -2.65332520308243 -3.3551647065292 -3.14795397096661 3.54645878846046 2.51216560193927 0.755660796245659 4.70913604560794 -1.06184035819243 -1.81124006541485 0.47731963224323 -0.630634892880301 1.56214418457127 3.02143835387694 -1.35736478971578 -0.0687647662108983 -4.30057933095055 0.282685742762205 4.07888628526474 -2.48982096527461 3.90236332393027 -4.85605739868928 -4.95675683023003 -4.35057838444036 4.71528576351621 1.20455819655822 4.0929052871737 -3.29223377056655 -3.4999231839574 1.2590134585719
"E2F3" -3.81403431837671 3.20946547029004 0.273556947079404 -3.7092465141476 -1.14611764159687 1.68452949210796 -1.32684725256777 -2.29616267281981 1.4479820548417 -0.56604202909155 -0.935560750278986 -3.0134481545692 -1.01411807304211 0.680393949279429 -2.20074251022013 -0.972967548739878 4.22400829638268 -0.632118147706321 0.101539753586444 -1.50082378684405 0.0634590832914373 -2.8075584691849 1.14921668302028 0.275934524996617 -1.35972666035052 1.8066765199928 -0.0687196543178241 -1.19567334925221 -0.610454363603262 1.31523593083101 -0.292184818106953 -0.723674297826214 -2.40045209624947 -1.36384939980785 -3.66456633397808 0.748823783000919 -3.63804131238823 2.71671376162578 -1.66538351155065 0.598195290395154 0.446753752678391 0.988097441374141 -1.08529650616274 2.11143477419782 2.02625734934676 2.42494438770039 1.71704277077705 0.075464702879773 -2.08409714591042 -1.84356069007897 0.272008613353504 -2.26675206077652 1.82359856451641 -2.25066871148923 1.49838947387566 0.617422293022227 0.956060841126018 3.84641508829606 1.79946375346517 0.167310257776709 0.258167935333289 1.68548860134995 -0.108700740673888 1.66470566402199 -2.23921875362779 2.56691280417621 -2.61992742304183 -1.55926722814125 -0.136474391312079 -2.0805173005952 -0.0437731228073065 -1.68867616110528 -1.71035283904672 -4.45359640562374 -4.87511648078079 -5.05918068970253 -1.71600337579494 -4.2778360159426 -2.26774745667091 1.94832058491139 1.93400230260876 1.55881235704698 2.60945356748941 -1.34801485156817 -2.71275679342582 -0.163346320619417 0.0666402688650761 0.430445501775419 1.98681591509737 -2.60254343914057 -0.489503761114836 -3.90965396611457 1.2974355431681 3.62316530661242 -0.97973547197135 2.64555317414014 -3.72727598767424 -3.30288936961786 -3.86593582065998 1.4677283230901 1.51282918390181 2.89337912414247 -2.92190144716687 -1.00912102173886 2.28667446954996
"E2F4" -6.38987790161888 9.40717092302587 -4.06150338956363 -10.3820499270111 0.37790790762755 6.02191298636516 -1.32998376064959 -2.26200818520674 -2.05819918649154 -2.51988095545964 -3.51003462878572 -11.5543369072529 -2.99489745900146 1.99866495478997 -8.49054697941055 -6.14769415354279 7.52785420845565 -0.418134671798576 1.57295290763289 0.129779862817419 -0.0685638870965208 -5.80795143731543 3.25451056456005 1.696527233793 -7.54384703772156 3.00305128591234 -4.4487371672226 -6.97763078340504 0.574399641705311 0.966770828263125 2.4704532819121 1.29326875664683 1.97701521405726 -3.93362992810011 -1.08676487783577 2.62133926148045 -6.01348463227541 7.59667112183088 -5.53960405713499 1.11983141072221 5.40968201002356 1.75062510473677 -1.38180385873687 3.43656004384696 4.55985679174771 2.66466589643045 3.33092134134433 1.15085860486559 -5.41449190502818 -3.84123626173327 -2.16218720472619 -1.99950618550785 5.20495988234239 -6.21077414175387 6.93932782218778 4.73265860397694 3.4852609257904 8.0149239604929 3.25835779800695 -1.32855527619747 -1.83484814163947 1.64236347261852 1.03944834554914 3.35365618650539 -3.56335596201391 4.34410290871757 -2.1100845056545 -4.24563822337754 -2.72354274768145 -9.11255571937785 1.59613991448102 -5.11255404245102 -5.16020025274171 -12.5449234187178 -11.9694160514266 -10.6597648243841 -6.19053499878379 -4.58091818419345 -6.43879020370042 5.33869524355391 5.06401703506706 -1.38645807881556 2.72298010243061 -3.86572650727351 -2.49298596769868 0.207639823875107 -5.12811349622522 2.65536010955343 1.79441371811053 0.814342944093579 2.99851676765496 -8.80667091648056 0.266006407162948 3.35026365134969 1.03273138249588 2.64058861292676 -8.63450149653021 -2.91736799807234 -6.72914502927083 4.68150724658912 2.50712444382688 8.14891684030968 -7.11505925878658 -8.9618118521213 3.42365522719093
