"","CBSX_cd226.signature_B","CBSX_nsclc.scRNAseq_B","DeconRNASeq_til10.signature_B","DeconRNASeq_bprnacan.signature_B","Epidish_cd226.signature_B","Epidish_nsclc.scRnaPbmc.signature_B","B_Subgroup_1","B_Subgroup_2","B_Subgroup_4","DeconRNASeq_LM22_B.NAIVE","B.NAIVE_Subgroup_1","DeconRNASeq_LM22_B.MEMORY","B.MEMORY_Subgroup_1","DeconRNASeq_hnscc.signature_MACROPHAGES","DeconRNASeq_melanoma.Tirosh.signature_MACROPHAGES","CBSX_ccle.til10_MACROPHAGES","CBSX_cd226.signature_MACROPHAGES","DeconRNASeq_LM22_MACROPHAGES","DeconRNASeq_cd226.signature_MACROPHAGES","DeconRNASeq_til10.signature_MACROPHAGES","DeconRNASeq_bprnacan.signature_MACROPHAGES","Epidish_cd226.signature_MACROPHAGES","MACROPHAGES_Subgroup_1","MACROPHAGES_Subgroup_2","MACROPHAGES_Subgroup_3","MACROPHAGES_Subgroup_4","DeconRNASeq_LM22_M0","M0_Subgroup_1","CBSX_ccle.til10_M1","CBSX_cd226.signature_M1","Quantiseq_no.Signature_MACROPHAGE.M1","DeconRNASeq_cd226.signature_M1","DeconRNASeq_til10.signature_M1","Epidish_cd226.signature_M1","M1_Subgroup_1","M1_Subgroup_2","CBSX_ccle.til10_M2","CBSX_cd226.signature_M2","CBSX_til10.signature_M2","Quantiseq_no.Signature_MACROPHAGE.M2","DeconRNASeq_LM22_M2","DeconRNASeq_cd226.signature_M2","DeconRNASeq_til10.signature_M2","DeconRNASeq_bprnacan.signature_M2","Epidish_til10.signature_M2","M2_Subgroup_1","CBSX_ccle.til10_MONOCYTES","CBSX_cd226.signature_MONOCYTES","CBSX_til10.signature_MONOCYTES","DeconRNASeq_LM22_MONOCYTES","DeconRNASeq_cd226.signature_MONOCYTES","DeconRNASeq_nsclc.scRnaPbmc.signature_MONOCYTES","Epidish_cd226.signature_MONOCYTES","Epidish_til10.signature_MONOCYTES","MONOCYTES_Subgroup_Similarity1","MONOCYTES_Subgroup_1","CBSX_cd226.signature_NEU","Quantiseq_no.Signature_NEUTROPHIL","DeconRNASeq_cd226.signature_NEU","DeconRNASeq_til10.signature_NEU","Epidish_cd226.signature_NEU","CBSX_ccle.til10_NK","CBSX_til10.signature_NK","DeconRNASeq_til10.signature_NK","DeconRNASeq_nsclc.scRnaPbmc.signature_NK","DeconRNASeq_melanoma.Tirosh.signature_NK","Epidish_til10.signature_NK","DeconRNASeq_LM22_NK","NK_Subgroup_1","NK_Subgroup_2","NK.ACTIVATED_Subgroup_Similarity1","NK.RESTING_Subgroup_1","CBSX_nsclc.scRNAseq_NKT","DeconRNASeq_nsclc.scRnaPbmc.signature_NKT","Epidish_nsclc.scRnaPbmc.signature_NKT","CBSX_ccle.til10_CD4","CBSX_cd226.signature_CD4","CBSX_nsclc.scRNAseq_CD4","CBSX_til10.signature_CD4","DeconRNASeq_til10.signature_CD4","DeconRNASeq_melanoma.Tirosh.signature_CD4","Epidish_til10.signature_CD4","Epidish_bprnacan.signature_CD4","Epidish_nsclc.scRnaPbmc.signature_CD4","CD4_Subgroup_1","CD4_Subgroup_2","CD4_Subgroup_3","DeconRNASeq_LM22_CD4.MEMORY.RESTING","CD4.RESTING_Subgroup_1","DeconRNASeq_LM22_FOLLICULAR.HELPER","CD4.FOLLICULAR.HELPER_Subgroup_1","CBSX_ccle.til10_CD8","CBSX_cd226.signature_CD8.CD226.Pos.NoAct","CBSX_nsclc.scRNAseq_CD8","CBSX_scRNA.melanoma_CD8","Quantiseq_no.Signature_CD8.","DeconRNASeq_cd226.signature_CD8.CD226.Neg.NoAct","DeconRNASeq_cd226.signature_CD8.CD226.Neg.PostAct","DeconRNASeq_cd226.signature_CD8.CD226.Pos.NoAct","DeconRNASeq_cd226.signature_CD8.CD226.PosAct","DeconRNASeq_hnscc.signature_CD8","DeconRNASeq_til10.signature_CD8","DeconRNASeq_nsclc.scRnaPbmc.signature_CD8","Epidish_til10.signature_CD8","Epidish_nsclc.scRnaPbmc.signature_CD8","Epidish_melanoma.Tirosh.signature_CD8","DeconRNASeq_cd226.signature_CD8","CD8_Subgroup_Similarity1","CD8_Subgroup_1","CBSX_ccle.til10_TREGS","CBSX_til10.signature_TREGS","Quantiseq_no.Signature_TREGS","DeconRNASeq_til10.signature_TREGS","Epidish_til10.signature_TREGS","CBSX_ccle.til10_DENDRITIC","CBSX_til10.signature_DENDRITIC","DeconRNASeq_LM22_DENDRITIC.RESTING","DeconRNASeq_hnscc.signature_DENDRITIC","DeconRNASeq_til10.signature_DENDRITIC","Epidish_til10.signature_DENDRITIC","DeconRNASeq_LM22_DENDRITIC","DENDRITIC_Subgroup_1","DENDRITIC_Subgroup_2","DeconRNASeq_LM22_DENDRITIC.ACTIVATED","DENDRITIC.ACTIVATED_Subgroup_1","data","DeconRNASeq_hnscc.signature_CANCER","DeconRNASeq_bprnacan.signature_CANCER","DeconRNASeq_melanoma.Tirosh.signature_CANCER","Epidish_bprnacan.signature_CANCER","CANCER_Subgroup_1","DeconRNASeq_LM22_MAST","MAST_Subgroup_Similarity1","MAST.ACTIVATED_Subgroup_1","DeconRNASeq_LM22_MAST.RESTING","MAST.RESTING_Subgroup_1","data.1","DeconRNASeq_melanoma.Tirosh.signature_ENDOTHELIAL","ENDOTHELIAL_Subgroup_1","ENDOTHELIAL_Subgroup_2","DeconRNASeq_melanoma.Tirosh.signature_CAF","CAF_Subgroup_1","data.2"
"R3388_YZ_2",0.218943,0.727142,0.096932,0.08424,0.249784,0.655254,0.0008935,0.0814525,0.0213635,0.003574,0.0145195,0,0.006844,0.085286,0.261591,0.535231,0.529237,0.383518,0.347288,0.316267,0.255533,0.386276,0.180541,0.4305255,0.3095815,0.5651825,0,0.0853685,0.240373,0.277697,0.076295,0.250296,0.253085,0.386276,0.3103265,0.09544025,0.294858,0.25154,0.267026,0.111462,0.23234,0.096991,0.063182,0.134181,0.242686,0.1845095,0.090732,0.156589,0.067053,0.015618,0.07389,0.136084,0.329763,0.012564,0.033253,0,0.029158,0.146278,0.19047,0.266525,0.031342,0.114958,0.082943,0.132723,0.100152,0.00381,0.044163,0,0,0.084186,0,0.084186,0,0.024675,0,0.236599,0.018168,0,0.309553,0.078182,0.025729,0.353359,0.065871,0.204878,0.158218,0.148708,0.373352666666667,0.272165,0.4239465,0,0,0.02248,0.026141,0.272858,0.004422,0.034148,0,0.084617,0,0,0.073153,0.065002,0.042254,0,0.139868,0.013902,0.084617,0,0.05028,0.019667,0,0.092112,0.078182,0,0,0,0.027799,0.030807,0.04437,0,0.166175,0.015389,0.0422175,0.138376,0.0422175,0.027799,0.091222,0.441796,0.046908,0.738627,0.0236126666666667,0.035846,0.0193585,0.0067,0.035846,0.0093085,0.042268,0.075704,0.147986333333333,0.0902255,0.431731,0.3097186,0.412361
"R3388_YZ_3",0.19468,0.615298,0.063361,0.052396,0.236982,0.916264,0.0013105,0.037011,0.063986,0.005242,0.063986,0,0,0.070959,0.19735,0.586011,0.403957,0.074576,0.319965,0.375079,0.29716,0.255957,0.0918915,0.23696,0.357425,0.867361,0.037356,0.173633,0.586011,0.160403,0.10779,0.165757,0.303622,0.240447,0.867361,0.007099,0,0.243554,0,0.070769,0.023021,0.154208,0.071457,0.163882,0,0.1837925,0.150595,0.143885,0.180654,0.121081,0.070776,0.261583,0.501005,0,0.0185735,0.0404865,0.041956,0.164626,0.226522,0.215334,0,0.023119,0.05187,0.12447,0.14098,0.064211,0,0.023288,0,0.02964,0.0153815,0.0142585,0,0.09743,0.001481,0.213339,0.162266,0,0,0.116397,0.065952,0,0.032012,0,0.0699046666666667,0.0926825,0.313321,0,0.367311,0.205341,0,0,0.025379,0.364769,0,0,0.048337,0.07716,0.043841,0.06004,0.065816,0.037977,0.01621,0,0.021214,0,0.229377,0,0,0,0,0.163091,0.116397,0,0,0,0.025667,0.025152,0,0,0.16468,0.0364205,0.0595155,0.139013,0.0595155,0.025667,0.092683,0.430834,0.132855,0.85807,0.0327773333333333,0.095834,0.061672,0.0139546666666667,0.095834,0.0407395,0.17481,0.189993,0.238751,0.269393,0.262711,0.3995802,0.44783
"R3388_YZ_4",0.25641,0.908794,0.087806,0.165161,0.480203,0.943269,0.00549375,0.10861675,0.0338835,0,0.0037775,0,0.0301055,0.126774,0.388093,0.287198,0.29648,0.11611,0.190249,0.303041,0.193964,0.31336,0.223031,0.60294,0.137837,0.36726,0,0.0033155,0.209878,0.14812,0.036757,0.167684,0.146655,0.31336,0.274574,0.022176,0.07732,0.14836,0.023376,0.091614,0.071759,0.022566,0.156386,0.117838,0.161996,0.1345215,0,0.115453,0.076963,0.061988,0.119082,0.135782,0.182004,0,0.0329185,0,0.021247,0.057821,0.116678,0.154119,0.017921,0.034555,0.176202,0.315848,0.100412,0.068444,0.125801,0.032997,0.00326366666666667,0.0745685,0.003194,0.0713745,0,0.049738,0,0.367151,0.215598,0,0.465771,0.055874,0.044443,0.420743,0.036397,0,0.136210666666667,0.197484,0.356909,0.082967,0.4092655,0.136836,0.016196,0.053467,0.044914,0.081416,0,0.020144,0,0.026059,0,0.034841,0.067595,0.059963,0.022362,0,0.056731,0,0.0609,0,0.056069,0,0,0.042439,0.055874,0,0.048189,0,0.035884,0.06733,0.023349,0,0.175242,0.2161385,0.0869325,0.139358,0.0869325,0.035884,0.131691,0.477724,0.1523,0.851037,0.209911333333333,0.036963,0.0563005,0.0418096666666667,0.024134,0,0.120708,0.159579,0.219493,0.0407115,0,0.053931,0.655057
"R3388_YZ_5",0.213143,0.778457,0.212689,0.114647,0.283658,0.734879,0.0513075,0.2420725,0.0678525,0.060885,0.0537225,0,0.0141295,0.071056,0.209608,0.219301,0.306002,0.095435,0.164926,0.380624,0.204857,0.304578,0.0561095,0.14467,0.046883,0.281725,0.045471,0.002809,0.219301,0.170992,0.045375,0.164926,0.233283,0.304578,0.2816305,0.02372775,0,0.13501,0,0.054141,0.013303,0,0.147341,0.119738,0.000189,0.0332785,0,0.122182,0,0.048865,0.138201,0.179245,0.403937,0,0.0324275,0,0.01217,0.011228,0.089587,0.033226,0,0.137793,0.061222,0.194525,0.09073,0.036639,0.111573,0,0,0.097523,0,0.097523,0,0.089793,0.011509,0.337552,0.2145,0.158627,0.470489,0.096779,0.096087,0.504873,0.045489,0.229138,0.280958666666667,0.2545345,0.492427333333333,0.316328,0.530102,0.055336,0.005394,0.075064,0.028448,0.062916,0,0.041028,0,0.161302,0,0.132108,0.060201,0.082156,0.03425,0.04321,0.024475,0,0.293409,0,0.059822,0.049957,0.051168,0.088032,0.090602,0,0.002295,0.113182,0,0.049853,0,0,0.073081,0.073098,0.0135475,0.073081,0.0135475,0,0.097179,0.518705,0.091035,0.776398,0.209934333333333,0.050647,0.0745575,0.0665873333333333,0,0,0.093017,0.145298,0.090405,0.0286815,0.255004,0.2747248,0.540545
"R3388_YZ_6",0.29807,0.659822,0.11376,0.085691,0.306771,0.882915,0.027703,0.144474,0.016133,0.032145,0.016133,0,0,0.086767,0.235509,0.157673,0.073674,0.053698,0.14163,0.206242,0.318659,0.013984,0.1599575,0.2548975,0.0046995,0.3263065,0.035859,0,0.151135,0.056018,0.120749,0.076301,0.181612,0.013984,0.2685545,0.0089195,0.006538,0.017655,0.075042,0.008233,0,0.065329,0.02463,0.186092,0.040462,0.0046995,0,0.146364,0,0.082298,0.098361,0.222135,0.668208,0,0.04619,0,0.021421,0.106713,0.246263,0.289362,0.005136,0.035287,0.128312,0.169513,0.123037,0.107605,0.107295,0.038203,0,0.0393965,0.010182,0.0292145,0,0.132368,0.117085,0.333218,0.386932,0.340178,0.402509,0.087499,0.068696,0.423394,0.027292,0,0.233347333333333,0.451657,0.330514333333333,0,0.3521405,0.166568,0.0471585,0,0.014914,0,0,0.005087,0,0.023618,0.011545,0.073346,0.079125,0.061459,0,0,0,0,0.10851,0,0.044773,8.5e-05,0.163914,0.020046,0.087499,0,0.039022,0.062756,0,0.117413,0.063702,0.067449,0.187185,0.437694,0.1336675,0.187185,0.1336675,0,0.139084,0.348384,0.188277,0.92012,0.341236333333333,0.089233,0.0964175,0.075039,0.05695,0,0.122912,0.206325,0.0492346666666667,0,0.000434,0.007821,0.665111
"R3388_YZ_7",0.227654,0.795788,0.070323,0.06176,0.216282,0.865975,0.004295,0.05779225,0.0168775,0.01718,0.0165915,0,0.000286,0.093372,0.241805,0.599688,0.330084,0.076884,0.301755,0.431629,0.274498,0.305603,0.120288,0.2946285,0.310424,0.7600075,0.040294,0.128804,0.335409,0.178596,0.181123,0.196334,0.326724,0.305603,0.650066,0.00795475,0.264279,0.151488,0.130249,0.118582,0.027872,0.105421,0.104905,0.150972,0.089634,0.174428,0.170823,0.128948,0.049173,0.105713,0.105131,0.230714,0.472591,0.046768,0.029815,0.0139815,0.014816,0.197184,0.177062,0.217956,0,0.0472,0,0.128135,0.131409,0.051578,0,0.022112,0.010471,0.0586615,0,0.0586615,0,0.070483,0,0.154187,0.228816,0.123724,0.325471,0.068495,0.069006,0.058572,0.057435,0,0.0937456666666667,0.1620805,0.342002666666667,0.048727,0.4017785,0.161585,0.0060695,0.012796,0.028031,0.056907,0,0.018749,0.038453,0.109966,0.024124,0.029086,0.053137,0.045163,0.027731,0,0.09823,0,0.201629,0,0.019822,0.048934,0,0.111551,0.068495,0,0,0,0.007461,0.035698,0,0,0.207476,0.0380195,0.0645755,0.200015,0.0645755,0.007461,0.071633,0.443705,0.113199,0.795657,0.016074,0.08413,0.067987,0.0136853333333333,0.08413,0.0474585,0.151473,0.180143,0.232643,0.266482,0.252596,0.3201868,0.303896
"R3388_YZ_9",0.189488,0.870953,0.119727,0.097591,0.265156,0.949571,0.0093845,0.17512425,0.062733,0.031868,0.0512935,0,0.0114395,0.097124,0.232547,0.418791,0.394792,0.218133,0.272479,0.593172,0.172288,0.327228,0.149724,0.1544595,0.235933,0.7070085,0,0.0372955,0.418791,0.201103,0.152144,0.272479,0.517773,0.327228,0.7070085,0.0966345,0,0.19369,0,0.051882,0.088557,0,0.075398,0.101189,0,0.1349445,0,0.109361,0,0.031267,0.13438,0.202222,0.40179,0,0.024041,0,0.012107,0.040038,0.092425,0.037767,0,0,0.019904,0.137246,0.094761,0,0,0,0.000309666666666667,0.0597585,0,0.0597585,0,0.067342,0.008277,0.116382,0.197184,0.064453,0.251379,0.056795,0.058827,0.129533,0.017986,0,0.235932666666667,0.053882,0.387558666666667,0.102433,0.364972,0.112265,0.077204,0,0.023438,0.063664,0.045776,0.0424,0,0.057456,0,0.093881,0.064446,0.055293,0.031445,0.055408,0.042152,0.039159,0.151337,0,0.0265165,0,0.022947,0.094196,0.056795,0,0.016774,0.024998,0.056909,0.060685,0,0.089087,0.174622,0.122831,0.0254635,0.117713,0.0254635,0.056909,0.105943,0.546736,0.039196,0.841174,0.425669666666667,0.02529,0.0369705,0.0275943333333333,0.016448,0,0.13609,0.075373,0.0266723333333333,0.002121,0.423706,0.3948214,0.498745
"R3388_YZ_10",0.290984,0.79848,0.110442,0.086116,0.421561,0.982414,0.0214675,0.16981575,0.091144,0.062906,0.016156,0,0.074988,0.053285,0.203616,0.36588,0.237604,0.084502,0.27919,0.386761,0.284725,0.127085,0.032271,0.1774115,0.114112,0.3295765,0.009267,0.0012515,0.227061,0.17547,0.042196,0.16129,0.253989,0.126331,0.2731195,0.01526425,0.138819,0.062134,0.062245,0.102871,0.06486,0.117899,0.132772,0.157856,0.050668,0.092707,0.164813,0.150492,0.194698,0.080768,0.067896,0.200113,0.435462,0.050598,0.0502575,0.0012815,0.012486,0.09576,0.202058,0.136771,0.009924,0,0,0.252982,0.110233,0.07174,0.094269,0,0.00518766666666667,0.0687355,0,0.0687355,0,0.090064,0,0.43682,0.225242,0.136009,0.578061,0.062369,0.086218,0.423221,0.042012,0,0.161462666666667,0.1651935,0.408322,0.185296,0.4540575,0.075939,0.027809,0.009523,0.034947,0.049948,0,0.016166,0.069369,0.114289,0.001352,0.034768,0.066315,0.046944,0.012332,0,0.015023,0,0.219778,0,0.0469,0.027096,0,0.074872,0.062369,0,0,0,0.030947,0.039413,0.00373,0,0.148574,0.054578,0.037121,0.117627,0.035551,0.030947,0.081315,0.42309,0.14579,0.812375,0.015864,0.117355,0.0833225,0.0369883333333333,0.089643,0.041696,0.108921,0.188715,0.134026,0.1199385,0.180612,0.390739,0.499808
"R3388_YZ_12",0.214078,0.904356,0.055465,0.034577,0.322984,0.861194,0.00424325,0.04469575,0.0530695,0.016973,0.0530695,0,0,0.052939,0.091091,0.616617,0.396065,0.152399,0.339962,0.602441,0.193715,0.372928,0.1454855,0.1447,0.187626,0.848481,0.09164,0.163772,0.541229,0.276133,0.278241,0.339962,0.506809,0.372928,0.778535,0.009878,0.075388,0.119932,0.139892,0.076617,0.041002,0,0.095632,0.108818,0,0.0238535,0,0.145366,0,0.080751,0.09899,0.26365,0.217038,0,0.060996,0.088758,0.042386,0.198968,0.235173,0.075314,0.08575,0,0.041344,0.191544,0.14883,0.058396,0.012664,0.013626,0.00358233333333333,0.074814,0.0007595,0.0740545,0,0.124333,0.046187,0.248581,0.147514,0,0.233038,0.045364,0.04607,0.009002,0.008509,0,0.0926503333333333,0.014843,0.299062,0.011363,0.3552285,0.150012,0,0.016919,0.013746,0,0.024258,0.005218,0.068752,0.00423,0,0.078181,0.090802,0.029871,0.003162,0,0,0.017931,0.151164,0,0.0020775,0,0,0.060656,0.045364,0,0,0,0,0.057239,0,0,0.150233,0.091663,0.049391,0.150233,0.049391,0,0.128586,0.549173,0.079727,0.935891,0.100079333333333,0.06693,0.0600645,0.052647,0.029118,0,0.136075,0.096939,0.032495,0.0018815,0.515148,0.5813412,0.336301
"R3388_YZ_13",0.200874,0.667271,0.092256,0.084081,0.408486,0.746641,0.0019825,0.1085355,0.054714,0.00793,0.054714,0,0,0.104674,0.281876,0.365539,0.35075,0.093324,0.244242,0.257527,0.212685,0.272483,0.191606,0.403786,0.1452685,0.893368,0.010281,0.0159935,0.365539,0.162756,0.049498,0.194382,0.186578,0.265609,0.699756,0,0,0.187994,0.200112,0.077831,0.083043,0.04986,0.070949,0.127551,0.187113,0.129275,0,0.11745,0.102899,0.074093,0.115528,0.241962,0.271868,0,0.0316745,0.153715,0.026199,0.069139,0.136368,0.250704,0.039875,0.020187,0,0.24267,0.072434,0.066741,0,0,0,0.0757515,0,0.0757515,0,0.110598,0.101056,0.310441,0.228648,0.038143,0.106169,0.054088,0.083429,0.001321,0.028105,0,0.121597666666667,0.1918635,0.362174,0.183424,0.3589645,0.052152,0.0233675,0,0.029145,0.139459,0,0.018417,0,0.08738,0,0.075367,0.057265,0.047869,0.009553,0,0,0,0.162747,0,0.0521595,0.037324,0,0.057623,0.054088,0,0.020533,0,0.019709,0.16108,0.054886,0,0.281117,0.249433,0.1139465,0.261409,0.1137635,0.019709,0.11142,0.492092,0.152229,0.870711,0.27482,0.058872,0.065594,0.053055,0.030896,0,0.104686,0.185172,0.203207,0.0802865,0.08677,0.1385248,0.654051
"R3388_YZ_15",0.297467,0.820041,0.10563,0.070749,0.343965,0.822893,0.00528925,0.056236,0,0.021157,0,0,0,0.062488,0.275329,0.279988,0.116597,0.081776,0.185943,0.363076,0.245097,0.01204,0.005393,0.1971125,0.079395,0.4882385,0.027679,0,0.229665,0.066403,0.0923,0.131576,0.255769,0,0.4432715,0.0263915,0.050323,0.050194,0.089934,0.040787,0.001313,0.054367,0.107307,0.144625,0,0.079395,0,0.145344,0,0.081178,0.150474,0.170427,0.635755,0,0.0424885,0.045062,0,0.046972,0.151174,0.091874,0,0.038347,0.046864,0.290173,0.098306,0.035384,0,0.065984,0,0.015864,0.0059825,0.0098815,0,0.088681,0.137779,0.513209,0.301537,0,0.737014,0.07056,0.019684,0.239645,0.032214,0,0.0595993333333333,0,0.283757,0.00389,0.3123465,0.141323,0.0240265,0,0.071579,0.129163,0.093379,0,0,0.031513,0,0.049985,0.068883,0.062299,0.002136,0,0,0,0.081498,0,0.0244105,0,0,0.017842,0.07056,0,0,0,0.048791,0.069155,0.016386,0,0.139816,0.1425005,0.1435975,0.091025,0.1435975,0.048791,0.10772,0.502391,0.118072,0.925804,0.160309,0.111292,0.0919055,0.0612703333333333,0.111292,0,0.112634,0.164161,0.313247666666667,0.225179,0.191169,0.3660244,0.681848
"R3388_YZ_16",0.169352,0.875425,0.189229,0.132014,0.336816,0.968134,0.050466,0.21932725,0.084406,0.076267,0.0259515,0,0.0584545,0.128992,0.302658,0.299241,0.508415,0.104398,0.319343,0.2695,0.247433,0.299269,0.1188905,0.2814485,0.1412705,0.5169985,0.047974,0.049376,0.299241,0.221022,0.055113,0.215276,0.203164,0.20741,0.514921,0.0048035,0,0.287393,0,0.062747,0.046816,0.104067,0.066336,0.127763,0.004156,0.0918945,0.034993,0.09835,0,0.050348,0.094198,0.259073,0.341955,0,0.0237205,0,0.009069,0.033473,0.14213,0.15493,0.017672,0.058789,0,0.138572,0.101516,0.04519,0,0,0.00234833333333333,0.059458,0,0.059458,0,0.062114,0,0.524814,0.120758,0.0915,0.609062,0.133715,0.141654,0.313169,0.080697,0,0.275131666666667,0.3215035,0.434048666666667,0.14397,0.506674,0.103877,0.0204755,0,0.011804,0.026029,0,0.010891,0.039132,0.112489,0,0.00121,0.059692,0.047725,0.049143,0,0.031866,0,0.152831,0,0.0264515,0.032347,0,0.107264,0.133715,0,0,0,0.033109,0.062149,0.066329,0,0.180011,0.136873,0.0716475,0.146902,0.0716475,0.033109,0.096588,0.403254,0.14978,0.673384,0.0185153333333333,0.055448,0.0384785,0.0281383333333333,0.047989,0,0.153493,0.182127,0.158949,0.035233,0.058652,0.1377202,0.492361
"R3388_YZ_17",0.209994,0.687743,0.178466,0.047227,0.111898,0.768153,0.05919075,0.19422725,0.103291,0.096044,0,0,0.103291,0.046525,0.106343,0.324474,0.151412,0.063858,0.193759,0.422971,0.232531,0.127974,0.0525435,0.0996585,0.0909875,0.3343125,0.023612,0.003398,0.324474,0.12991,0.05856,0.143081,0.322432,0.127974,0.3343125,0.02079975,0,0.021502,0,0.043211,0.025443,0.050678,0.100539,0.137859,0,0.0607925,0,0.179993,0,0.085258,0.123923,0.240102,0.69634,0,0.0625425,0.0093655,0.091203,0.056929,0.278528,0.04967,0.058678,0.084118,0.100531,0.199832,0.144685,0.040362,0.055179,0,0,0.0830475,0,0.0830475,0.013777,0.090787,0.009991,0.505475,0.278648,0.295122,0.455012,0.095069,0.066741,0.451857,0.049966,0.206483,0.299712666666667,0.2062265,0.408610333333333,0.273351,0.4032235,0.027999,0.03149,0,0,0,0,0.010531,0,0.127888,0,0.058704,0.088081,0.053991,0.013535,0,0,0,0.186592,0,0.0408105,0,0,0.064176,0.088806,0,0.033952,0.099355,0.006201,0.063006,0,0.069192,0.187953,0.165153,0.0570945,0.181752,0.0570945,0.006201,0.128772,0.499813,0.058574,0.771609,0.0576626666666667,0.050478,0.0591685,0.054013,0.006776,0,0.112122,0.083319,0.017868,0,0.520456,0.3475674,0.582078
"R3388_YZ_19",0.229217,0.885069,0.166483,0.084748,0.325757,0.923113,0.005492,0.214212,0.0212325,0,0.0212325,0,0,0.077527,0.195165,0.344446,0.242951,0.107007,0.108525,0.414024,0.188963,0.140818,0.171321,0.167516,0.0903155,0.6095185,0.016119,0.016225,0.344446,0.136712,0.055416,0.108525,0.316503,0.140818,0.6095185,0.024579,0,0.106239,0,0.040715,0.055582,0,0.09752,0.11159,0,0.060239,0,0.116972,0,0.062889,0.086193,0.169661,0.45201,0,0.043835,0.0015415,0.043171,0.076433,0.095733,0.124093,0.072521,0,0.034433,0.153233,0.108002,0.017636,0,0,0,0.0684585,0,0.0684585,0,0.04328,0,0.192474,0.224886,0.02039,0.249171,0.078355,0.047017,0.162033,0.025042,0,0.214151333333333,0.1314735,0.349592333333333,0.146233,0.356106,0.078634,0.0339995,0.022586,0.014503,0.09278,0,0.015298,0.049207,0.001259,0,0.197378,0.064865,0.05523,0.035305,0,0.075564,0,0.247845,0,0.044491,0.080992,0.196523,0.06485,0.078355,0,0.078957,0.185385,0.004371,0.047401,0.008583,0.11291,0.116136,0.09834,0.0312265,0.111765,0.0312265,0.004371,0.102407,0.537441,0.042437,0.872465,0.33664,0.040595,0.049965,0.0468416666666667,0,0,0.10594,0.073888,0.0763483333333333,0.015026,0.422962,0.3015484,0.647151
"R3388_YZ_20",0.186081,0.833221,0.077836,0.023506,0.219253,0.800214,0.02828825,0.02423525,0.0045065,0.113153,0.0045065,0,0,0.055043,0.111871,0.274715,0.321645,0.156881,0.230944,0.569349,0.244719,0.186807,0.2793165,0.145102,0.1885705,0.7464315,0.025869,0,0.274715,0.183369,0.102458,0.202136,0.401434,0.186807,0.735541,0.026513,0,0.138277,0.021781,0.087483,0.077985,0.028807,0.167915,0.143058,0,0.1885705,0,0.120725,0,0.076552,0.11636,0.240045,0.586626,0,0.0312105,0.079936,0.010821,0.03759,0.140187,0.054502,0,0.004627,0.052114,0.183799,0.132088,0.034369,0,0.021819,0,0.068277,0,0.068277,0,0.105529,0.119867,0.079964,0.247466,0,0.251858,0.05867,0.022261,0.094396,0.011159,0,0.0589456666666667,0,0.342008333333333,0.042642,0.40118,0.107941,0.030411,0.008302,0.041333,0.086827,0.009681,0.007891,0.009871,0,0.004976,0.184997,0.093217,0.055843,0.003387,0,0,0.047013,0.199844,0,0.0055975,0,0,0.032199,0.05867,0,0.086384,0,0.028708,0.047391,0,0.108769,0.16357,0.0406465,0.1401375,0.134862,0.1401375,0.028708,0.136392,0.538049,0.067916,0.95839,0.523411333333333,0.106601,0.0838135,0.0760196666666667,0.046169,0,0.087586,0.082358,0.098012,0,0.546319,0.5504724,0.68796
"R3388_YZ_21",0.262261,0.875465,0.148399,0.162596,0.34545,0.939098,0.08450775,0.23418375,0.107378,0.071449,0.043717,0,0.063661,0.088356,0.377209,0.310421,0.302431,0.104734,0.170164,0.364389,0.189052,0.165209,0.0536245,0.2168375,0.083823,0.4593115,0,0.006738,0.305943,0.161202,0.046958,0.095947,0.233833,0.165209,0.4593115,0.03267525,0.004478,0.14123,0,0.070374,0.054872,0.074218,0.130556,0.113229,0,0.0615955,0.048784,0.134382,0,0.064754,0.12291,0.087321,0.4785,0,0.045665,0,0.010096,0.13533,0.159242,0.117336,0.005744,0.123798,0.129677,0.25396,0.085465,0,0.083621,0,0,0.0670645,0,0.0670645,0,0.002656,0,0.324979,0.208439,0.064477,0.398736,0.070345,0.027792,0.277813,0.053948,0.029094,0.238561666666667,0.139867,0.398353333333333,0.166912,0.449206,0.0874,0.0211685,0.092689,0.020377,0.060058,0.056133,0.016693,0,0.043337,0,0,0.049981,0.045572,0.037932,0,0.031808,0,0.043337,0,0.0508155,0.049771,0,0.063011,0.070345,0,0,0,0.035428,0.052232,0,0,0.165463,0.109518,0.0435435,0.130036,0.0435435,0.035428,0.083945,0.476228,0.05797,0.736312,0.0546726666666667,0.067232,0.0456665,0.033969,0.056657,0,0.114358,0.100516,0.139682666666667,0.043069,0.171288,0.2898842,0.509486
