"","CBSX_cd226.signature_B","CBSX_nsclc.scRNAseq_B","DeconRNASeq_til10.signature_B","DeconRNASeq_bprnacan.signature_B","Epidish_cd226.signature_B","Epidish_nsclc.scRnaPbmc.signature_B","B_Subgroup_1","B_Subgroup_2","B_Subgroup_4","DeconRNASeq_LM22_B.NAIVE","B.NAIVE_Subgroup_1","DeconRNASeq_LM22_B.MEMORY","B.MEMORY_Subgroup_1","DeconRNASeq_hnscc.signature_MACROPHAGES","DeconRNASeq_melanoma.Tirosh.signature_MACROPHAGES","CBSX_ccle.til10_MACROPHAGES","CBSX_cd226.signature_MACROPHAGES","DeconRNASeq_LM22_MACROPHAGES","DeconRNASeq_cd226.signature_MACROPHAGES","DeconRNASeq_til10.signature_MACROPHAGES","DeconRNASeq_bprnacan.signature_MACROPHAGES","Epidish_cd226.signature_MACROPHAGES","MACROPHAGES_Subgroup_1","MACROPHAGES_Subgroup_2","MACROPHAGES_Subgroup_3","MACROPHAGES_Subgroup_4","DeconRNASeq_LM22_M0","M0_Subgroup_1","CBSX_ccle.til10_M1","CBSX_cd226.signature_M1","Quantiseq_no.Signature_MACROPHAGE.M1","DeconRNASeq_cd226.signature_M1","DeconRNASeq_til10.signature_M1","Epidish_cd226.signature_M1","M1_Subgroup_1","M1_Subgroup_2","CBSX_ccle.til10_M2","CBSX_cd226.signature_M2","CBSX_til10.signature_M2","Quantiseq_no.Signature_MACROPHAGE.M2","DeconRNASeq_LM22_M2","DeconRNASeq_cd226.signature_M2","DeconRNASeq_til10.signature_M2","DeconRNASeq_bprnacan.signature_M2","Epidish_til10.signature_M2","M2_Subgroup_1","CBSX_ccle.til10_MONOCYTES","CBSX_cd226.signature_MONOCYTES","CBSX_til10.signature_MONOCYTES","DeconRNASeq_LM22_MONOCYTES","DeconRNASeq_cd226.signature_MONOCYTES","DeconRNASeq_nsclc.scRnaPbmc.signature_MONOCYTES","Epidish_cd226.signature_MONOCYTES","Epidish_til10.signature_MONOCYTES","MONOCYTES_Subgroup_Similarity1","MONOCYTES_Subgroup_1","CBSX_cd226.signature_NEU","Quantiseq_no.Signature_NEUTROPHIL","DeconRNASeq_cd226.signature_NEU","DeconRNASeq_til10.signature_NEU","Epidish_cd226.signature_NEU","CBSX_ccle.til10_NK","CBSX_til10.signature_NK","DeconRNASeq_til10.signature_NK","DeconRNASeq_nsclc.scRnaPbmc.signature_NK","DeconRNASeq_melanoma.Tirosh.signature_NK","Epidish_til10.signature_NK","DeconRNASeq_LM22_NK","NK_Subgroup_1","NK_Subgroup_2","NK.ACTIVATED_Subgroup_Similarity1","NK.RESTING_Subgroup_1","CBSX_nsclc.scRNAseq_NKT","DeconRNASeq_nsclc.scRnaPbmc.signature_NKT","Epidish_nsclc.scRnaPbmc.signature_NKT","CBSX_ccle.til10_CD4","CBSX_cd226.signature_CD4","CBSX_nsclc.scRNAseq_CD4","CBSX_til10.signature_CD4","DeconRNASeq_til10.signature_CD4","DeconRNASeq_melanoma.Tirosh.signature_CD4","Epidish_til10.signature_CD4","Epidish_bprnacan.signature_CD4","Epidish_nsclc.scRnaPbmc.signature_CD4","CD4_Subgroup_1","CD4_Subgroup_2","CD4_Subgroup_3","DeconRNASeq_LM22_CD4.MEMORY.RESTING","CD4.RESTING_Subgroup_1","DeconRNASeq_LM22_FOLLICULAR.HELPER","CD4.FOLLICULAR.HELPER_Subgroup_1","CBSX_ccle.til10_CD8","CBSX_cd226.signature_CD8.CD226.Pos.NoAct","CBSX_nsclc.scRNAseq_CD8","CBSX_scRNA.melanoma_CD8","Quantiseq_no.Signature_CD8.","DeconRNASeq_cd226.signature_CD8.CD226.Neg.NoAct","DeconRNASeq_cd226.signature_CD8.CD226.Neg.PostAct","DeconRNASeq_cd226.signature_CD8.CD226.Pos.NoAct","DeconRNASeq_cd226.signature_CD8.CD226.PosAct","DeconRNASeq_hnscc.signature_CD8","DeconRNASeq_til10.signature_CD8","DeconRNASeq_nsclc.scRnaPbmc.signature_CD8","Epidish_til10.signature_CD8","Epidish_nsclc.scRnaPbmc.signature_CD8","Epidish_melanoma.Tirosh.signature_CD8","DeconRNASeq_cd226.signature_CD8","CD8_Subgroup_Similarity1","CD8_Subgroup_1","CBSX_ccle.til10_TREGS","CBSX_til10.signature_TREGS","Quantiseq_no.Signature_TREGS","DeconRNASeq_til10.signature_TREGS","Epidish_til10.signature_TREGS","CBSX_ccle.til10_DENDRITIC","CBSX_til10.signature_DENDRITIC","DeconRNASeq_LM22_DENDRITIC.RESTING","DeconRNASeq_hnscc.signature_DENDRITIC","DeconRNASeq_til10.signature_DENDRITIC","Epidish_til10.signature_DENDRITIC","DeconRNASeq_LM22_DENDRITIC","DENDRITIC_Subgroup_1","DENDRITIC_Subgroup_2","DeconRNASeq_LM22_DENDRITIC.ACTIVATED","DENDRITIC.ACTIVATED_Subgroup_1","data","DeconRNASeq_hnscc.signature_CANCER","DeconRNASeq_bprnacan.signature_CANCER","DeconRNASeq_melanoma.Tirosh.signature_CANCER","Epidish_bprnacan.signature_CANCER","CANCER_Subgroup_1","DeconRNASeq_LM22_MAST","MAST_Subgroup_Similarity1","MAST.ACTIVATED_Subgroup_1","DeconRNASeq_LM22_MAST.RESTING","MAST.RESTING_Subgroup_1","data.1","DeconRNASeq_melanoma.Tirosh.signature_ENDOTHELIAL","ENDOTHELIAL_Subgroup_1","ENDOTHELIAL_Subgroup_2","DeconRNASeq_melanoma.Tirosh.signature_CAF","CAF_Subgroup_1","data.2"
"R4163_YZ_1",0.245669,0.527218,0.062293,0.07271,0.35791,0.554848,0.0047445,0.0555115,0.089604,0.018978,0.089604,0,0,0.065452,0.211289,0.18597,0.270639,0.120008,0.312373,0.482956,0.256393,0.140234,0,0.1371775,0.1072405,0.28311,0.044668,0.0834515,0.169178,0.154825,0.156777,0.266346,0.35848,0.140234,0.2593385,0.04849475,0.016792,0.115814,0.032579,0.079875,0,0.046026,0.124476,0.150383,0.014965,0.002139,0,0.105639,0,0.103155,0.038187,0.238248,0.49565,0,0,0.0358735,0,0.110384,0.168628,0.171578,0,0,0,0.175054,0.093325,0.052171,0,0.032098,0,0.028407,0.028407,0,0.358956,0.146061,0.395767,0.354602,0.244393,0.091464,0.652568,0.077806,0.015948,0.600734,0.027718,0,0,0,0.296627333333333,0,0.2587305,0.220231,0,0,0.051718,0,0,0,0,0.026404,0,0.162104,0.044289,0.030313,0,0,0,0,0.188508,0,0,0,0,0.056282,0.077806,0,0.164929,0.071981,0.025504,0.087977,0,0.10463,0.076906,0.137854,0.006946,0.051402,0.006946,0.025504,0.154487,0.472417,0.123306,0.928022,0.251484666666667,0.099376,0.3034855,0,0.099376,0.3034855,0.148808,0.140928,0.112312333333333,0,0.302483,0.6459504,0.5401
"R4163_YZ_2",0.202239,0.747822,0.141258,0.127942,0.336396,0.666434,0.04206525,0.27098925,0.0590645,0.074068,0.053375,0,0.0056895,0.060006,0.247288,0.277017,0.376792,0.037566,0.207124,0.349169,0.225161,0.208401,0.080457,0.091015,0.070291,0.268614,0,0,0.277017,0.261659,0.088924,0.201267,0.331931,0.208401,0.268614,0,0,0.115134,0,0.04705,0.037566,0.005857,0.017238,0.129782,0,0.070291,0,0.149659,0,0.050224,0.11447,0.138862,0.404872,0,0.0542505,0,0.037843,0.028566,0.129962,0.049163,0.040551,0.008536,0.018575,0.113271,0.106609,0,0.015201,0,0.000158,0.044726,0,0.044726,0,0.010555,0,0.570073,0,0.096598,0.550992,0.252046,0.148331,0.533869,0.068248,0.272525,0.498294666666667,0.306233,0.463996333333333,0.331582,0.4404855,0.025165,0.01038,0.048654,0,0.15558,0,0.080633,0.166196,0.110226,0,0,0.048913,0.095093,0.070427,0.071416,0.060567,0,0.276421,0,0.1154005,0.264645,0.234266,0.28693,0.227215,0.301701,0,0.101817,0.012811,0.05203,0,0.04747,0.186252,0.069242,0.0676685,0.173441,0.0676685,0.012811,0.100362,0.448767,0.015548,0.699709,0.048366,0.072899,0.070459,0.0218256666666667,0.069051,0.039645,0.12773,0.048552,0.017978,0,0.405286,0.2027982,0.167382
"R4163_YZ_3",0.263336,0.925313,0.357734,0.179722,0.515697,0.941382,0.29138125,0.41058275,0.1944635,0.09825,0.0424395,0.159736,0.152024,0.09469,0.298993,0.127888,0.256454,0.124441,0.119628,0.193796,0.169083,0.063525,0.099137,0.1079585,0.0764455,0.195529,0.06448,0.043262,0.127888,0.161889,0.017666,0.100711,0.130297,0.05891,0.112666,0.00273225,0,0.094566,0.146142,0.050538,0.059961,0.018917,0.063499,0.094161,0.019584,0.0277185,0,0.135269,0,0.119189,0.132431,0.108059,0.38223,0,0.1384565,0,0.025367,0.046496,0.104511,0.158559,0.033065,0,0,0.084523,0.046252,0,0,0,0,0.0567,0,0.0567,0.008054,0.009939,0.000135,0.201816,0.184766,0,0.273958,0.098599,0.109102,0.257912,0,0.033581,0.457571333333333,0.152251,0.363623,0.25973,0.388876,0,0,0.040267,0.053439,0.066633,0,0.04428,0,0.075906,0,0.049095,0.041833,0.063912,0.043658,0.073446,0.024902,0.007415,0.125002,0,0.062943,0,0,0.118131,0.098599,0.209545,0.099028,0.245233,0.02119,0.058615,0.042878,0.043619,0.136434,0.09511,0.008828,0.115245,0.0085455,0.02119,0.088968,0.448571,0.00053,0.689193,0.227348666666667,0.012638,0.0360175,0,0.012638,0.0360175,0,0.027873,0.016272,0,0.311185,0.1651726,0.474264
"R4163_YZ_5",0.164877,0.95537,0.123956,0.06162,0.140424,0.89951,0.03377375,0.18843375,0.109713,0.027324,0.0195845,0.075968,0.0901285,0.153373,0.372031,0.62409,0.481339,0.247177,0.279921,0.433157,0.242242,0.322595,0.39026,0.4412895,0.3090765,0.7531665,0.031617,0.1761605,0.393522,0.204524,0.132538,0.20981,0.359712,0.302708,0.7253405,0.004849,0.230567,0.276814,0,0.055673,0.208158,0.070111,0.073445,0.138666,0.055653,0.13062,0,0.091857,0,0.026117,0.165798,0.101118,0.509223,0,0.038158,0.0384405,0.033708,0.116497,0.142563,0.177328,0.024189,0,0,0.132034,0.059029,0.003862,0,0,0,0.0485625,0,0.0485625,0,0,0.068239,0.267714,0.1761,0,0.334279,0.093147,0.031164,0.049089,0.00263,0,0.338802,0.1671795,0.266883666666667,0.137983,0.3279255,0,0.003409,0,0.016704,0,0,0,0,0,0,0,0.035089,0.02766,0.024873,0,0,0,0,0,0,0.062133,0.130492,0.095692,0.093147,0.001976,0,0.102876,0.19926,0.037954,0.012717,0,0.366745,0,0.115032,0.167486,0.024487,0.19926,0.122671,0.462216,0.053025,0.772605,0.0942116666666667,0.056048,0.048124,0,0.056048,0.048124,0.002863,0.072695,0.0182223333333333,0,0.265151,0.1326444,0.501449
"R4163_YZ_7",0.215465,0.518366,0.108045,0,0.321912,0.494212,0.0031805,0.04132075,0.0078075,0.012722,0.0078075,0,0,0.149491,0.226881,0.670708,0.271268,0.212593,0.266032,0.411791,0.231221,0.248671,0.260367,0.258545,0.1665335,0.845199,0.059665,0.000702,0.267591,0.1462,0.144515,0.266032,0.305902,0.248671,0.6263875,0.05095275,0.403117,0.125067,0,0.083897,0.066959,0,0.105889,0.12907,0.437623,0.1498965,0.060626,0.086367,0.168881,0.086733,0.051364,0.303421,0.40859,0,0.02219,0.223535,0.016954,0.107714,0.14232,0.253982,0.010584,0,0.069151,0.134251,0.103434,0.02654,0,0,0,0.0563865,0.0563865,0,0.254913,0.120473,0.28544,0,0.24725,0,0,0.047158,0,0,0.011188,0,0,0,0.295726666666667,0.054207,0.301961,0.046572,0,0,0.087009,0,0.02655,0,0,0.00493,0,0.181942,0,0.0344,0,0,0,0.021479,0.186872,0,0,0,0,0,0.047158,0,0,0,0.029441,0.094936,0.007343,0,0.120514,0.149719,0.0117335,0.091073,0.0117335,0.029441,0.126481,0.527392,0.073829,0.932646,0.222235333333333,0.098812,0.185998,0,0.098812,0.185998,0.073694,0.174187,0.028213,0.0081135,0.370821,0.5251884,0.603964
"R4163_YZ_9",0.167627,0.876035,0.085844,0.025637,0.184529,0.838566,0.01941275,0.0287295,0.0023135,0.050844,0.0023135,0.026807,0,0.129745,0.364724,0.726494,0.472112,0.37486,0.356747,0.399331,0.232348,0.569256,0.521993,0.4252425,0.617518,0.9229295,0.082297,0.3456245,0.561078,0.188282,0.08721,0.257383,0.310991,0.539853,0.909047,0.09554375,0.165416,0.28383,0,0.054542,0.155961,0.099364,0.08834,0.133884,0.027765,0.217406,0,0.07538,0.124662,0,0.09041,0.133314,0.207144,0,0,0.0947925,0.012812,0.10491,0.166029,0.243029,0.03341,0,0.02757,0.17308,0.066322,0.005689,0,0.045507,0,0.058062,0.058062,0,0.032183,0.050267,0.063631,0.008859,0.1885,0,0,0.017746,0,0,0,0,0,0,0.070185,0,0,0,0.0812215,0,0.041429,0,0.069691,0,0,0,0,0,0.02294,0.026609,0,0,0,0.085037,0,0,0,0,0,0,0.017746,0,0,0,0.14349,0.048405,0.054361,0,0.195703,0.0975985,0,0.052213,0,0.14349,0.146049,0.549884,0.067281,0.932461,0.244688333333333,0.097849,0.0641895,0,0.097849,0.0641895,0,0.082628,0.026525,0.002791,0.306988,0.3733438,0.702819
"R4163_YZ_16",0.131596,0.880427,0.080638,0.006277,0.181613,0.819649,0.01483425,0.01203975,0,0.059337,0,0,0,0.165407,0.249091,0.65101,0.444391,0.305216,0.446808,0.455596,0.241172,0.475148,0.405596,0.2657815,0.622881,0.9078835,0.085647,0.4031175,0.623527,0.184844,0.204284,0.304179,0.355129,0.425988,0.9078835,0.05674975,0.027482,0.259547,0,0.082878,0.124279,0.142629,0.100466,0.135542,0,0.201553,0,0.116047,0,0.027955,0.164843,0.312511,0.29836,0,0,0.1035535,0.027894,0.025479,0.206635,0.151908,0.038798,0,0,0.270876,0.125946,0.052075,0,0,0,0.002206,0.002206,0,0.017248,0.11951,0.07557,0,0.200497,0,0,0.031538,0,0,0,0,0,0,0.056605,0,0,0,0.0805535,0,0.040804,0,0.074442,0,0,0,0,0.123418,0,0.002182,0,0,0,0.043667,0.123418,0,0,0,0,0,0.031538,0,0.12078,0.122039,0.107613,0.04172,0.007264,0.062194,0.215736,0.1274535,0.031506,0.108123,0.031506,0.107613,0.14235,0.550485,0.127732,0.937199,0.206955333333333,0.138472,0.0480905,0.0641853333333333,0.042098,0,0,0.138142,0.0999103333333333,0.006012,0.390143,0.447017,0.662065
"R4163_YZ_18",0.205993,0.638334,0.044037,0.087924,0.206936,0.614719,0,0.153083,0.0285865,0,0.0285865,0,0,0.092187,0.201162,0.434151,0.395565,0.070966,0.211158,0.41239,0.237111,0.281562,0.2014585,0.1801435,0.056679,0.55783,0.0268,0.0154135,0.434151,0.214603,0.172655,0.186275,0.391699,0.281562,0.55783,0.024816,0,0.180962,0,0.048031,0,0.024883,0.020691,0.134534,0,0.0357995,0,0.136324,0,0.09866,0.141688,0.209653,0.492553,0,0.0446865,0.000665,0.022902,0.077373,0.167499,0.139239,0.014883,0.317614,0.325905,0.279203,0.130197,0.023461,0.304015,0.084492,0,0.10246,0.10246,0,0,0.055627,0,0.18273,0.139386,0,0.062211,0.038855,0.080693,0.030872,0.019057,0,0.16709,0.147915,0.350462333333333,0,0.3813905,0.223116,0.032745,0.025714,0.017666,0.361666,0.092213,0.113865,0.121119,0.073918,0,0.025372,0.114957,0.086276,0.078425,0.102483,0.383951,0.123931,0.22041,0.1122535,0.077168,0,0.062211,0.096568,0.038855,0.030872,0,0.005678,0.01525,0.073923,0,0,0.111807,0.1174285,0.0380475,0.096556,0.0380475,0.01525,0.09369,0.460532,0.038406,0.804998,0.0547656666666667,0.072745,0.1718385,0.138807333333333,0,0,0.182584,0.070437,0.0220933333333333,0,0.424086,0.3184304,0.352233
"R4163_YZ_19",0.284203,0.893125,0.124806,0.076396,0.38646,0.959917,0.01141675,0.19289925,0.0979365,0.019134,0.0979365,0,0,0.040205,0.140651,0.530642,0.212328,0.067999,0.224391,0.455823,0.247917,0.295132,0.0526925,0.098941,0.13412,0.7770035,0.025996,0.0466035,0.530642,0.19151,0.188974,0.224391,0.443644,0.295132,0.7770035,0.03928025,0,0.020818,0,0.026842,0,0,0.012178,0.136627,0,0.0509595,0,0.135129,0,0.070978,0.163865,0.23462,0.314101,0,0,0,0.002686,0.06643,0.125516,0.141524,0,0,0.04977,0.20343,0.136176,0.001201,0,0.030123,0,0.063506,0,0.063506,0,0.108454,0.035783,0.181556,0.244631,0,0.396224,0.03976,0.059422,0,0.014278,0,0.157320666666667,0.0153015,0.306784,0,0.3497135,0.211693,0,0.035476,0.033249,0.106875,0.038409,0.015092,0.139072,0,0,0.066483,0.091923,0.034657,0.015136,0,0.004299,0.009791,0.205554,0,0.014577,0.001006,0,0.06394,0.03976,0,0,0,0.016402,0.074438,0,0,0.126846,0.0677265,0.060414,0.110443,0.060414,0.016402,0.091379,0.503217,0.047792,0.818177,0.167049666666667,0.08012,0.1584485,0.121882,0.031371,0,0.223164,0.083821,0.0595833333333333,0.005254,0.515551,0.5337726,0.481557
"R4163_YZ_20",0.212052,0.882649,0.087583,0.025813,0.217099,0.819393,0.002922,0.01841775,0.004017,0.011688,0.004017,0,0,0.096049,0.209915,0.687501,0.322052,0.232136,0.353033,0.424868,0.22134,0.321896,0.134645,0.1764535,0.3705525,0.914781,0.037675,0.1276585,0.499976,0.148574,0.099109,0.304877,0.318637,0.321896,0.914781,0.0929545,0.187525,0.173479,0,0.082469,0.06594,0.048156,0.10623,0.130572,0,0.1855075,0,0.09746,0,0.11388,0.043106,0.279012,0.453903,0,0.021921,0.1079985,0.027291,0.092541,0.184933,0.185476,0,0,0,0.268205,0.127553,0.034476,0,0,0,0.086563,0.086563,0,0.00896,0.102644,0.073,0,0.212152,0,0,0,0,0,0,0,0,0,0.17074,0,0.059632,0.128867,0.1320445,0,0.058083,0,0.002644,0,0,0,0,0.084744,0.026768,0.010989,0,0,0,0.036657,0.084744,0,0,0,0,0,0,0,0.038702,0.170438,0.041775,0.051729,0.02288,0,0.062666,0.0963335,0,0.020892,0,0.041775,0.106204,0.56367,0.071882,0.936978,0.258661,0.110027,0.211776,0,0.110027,0.211776,0.103944,0.117266,0.145014,0.045396,0.482046,0.5995984,0.690048
"R4163_YZ_21",0.236083,0.577935,0.093437,0.046234,0.062906,0.766784,0,0.0306245,0.0120115,0,0.0120115,0,0,0.032474,0.092774,0.56947,0.363814,0.017413,0.225988,0.496986,0.237387,0.13481,0.0048895,0.0547475,0.056425,0.71054,0.017413,0.019575,0.56947,0.260829,0.206829,0.204028,0.394568,0.13481,0.71054,0,0,0.102985,0,0.07134,0,0.02196,0.102418,0.126685,0,0.03685,0,0.216325,0,0.08246,0.329784,0.2639,0.798245,0,0.030958,0.0109175,0.01924,0.127639,0.148891,0.123154,0,0,0,0.121717,0.189471,0.03738,0,0,0,0.013789,0,0.013789,0,0.086134,0.01563,0,0.014867,0,0.20025,0.074344,0.046133,0.072838,0.073102,0,0.054401,0,0.251000666666667,0.18806,0.269595,0.025752,0,0.179263,0.05222,0.422065,0.024788,0.048813,0.16647,0.072294,0,0.056572,0.081865,0.090362,0.022603,0.025251,0.195751,0.04275,0.295336,0,0.0996065,0,0,0.027607,0.074344,0,0.130737,0.229905,0.026807,0.025117,0,0.050676,0.197739,0.02081,0.196354,0.170932,0.196354,0.026807,0.077056,0.525699,0.065886,0.851856,0.121417,0.286751,0.22725,0.247083666666667,0,0,0.081347,0.133204,0.303219,0.139897,0.52545,0.5762128,0.424012
"R4163_YZ_23",0.180387,0.940776,0.140143,0.084484,0.435672,0.901323,0.01651175,0.14091475,0.0880965,0.064976,0.0880965,0,0,0.080111,0.277959,0.594827,0.467658,0.340366,0.288708,0.374098,0.221955,0.430005,0.1033815,0.2224485,0.4384505,0.94099,0.111264,0.1859525,0.479454,0.22027,0.056588,0.260089,0.268608,0.430005,0.850508,0.1271425,0.115374,0.247388,0.054754,0.07648,0.082482,0.028619,0.105489,0.106606,0.126209,0.144833,0,0.082643,0,0,4.7e-05,0.175854,0.083789,0,0,0.0135865,0.031135,0.139557,0.143975,0.233511,0.041882,0,0,0.126694,0.077948,0,0,0.005573,0,0.0295715,0.0295715,0,0,0.059855,0.07868,0.036805,0.155653,0,0,0.0459,0.014308,0,0.007107,0,0.107403333333333,0,0.231040666666667,0.134759,0.232932,0,0,0,0.03279,0.052048,0.078757,0.003623,0,0.05026,0,0.021306,0.069933,0.040594,0.026245,0,0,0.103768,0.071566,0,0.021953,0.036805,0,0.025511,0.0459,0,0,0.116949,0.068898,0.070606,0.007407,0,0.165523,0.1441475,0,0.096625,0,0.068898,0.092832,0.520363,0.03629,0.817104,0.301494333333333,0.06721,0.04484,0,0.06721,0.04484,0,0.072489,0.141922666666667,0.020714,0.421401,0.4185094,0.574002
"R4163_YZ_25",0.133224,0.910388,0.092244,0.045332,0.115719,0.889185,0,0.06646025,0.0219815,0,0.0219815,0,0,0.120057,0.370607,0.78674,0.548891,0.072379,0.289955,0.546296,0.24747,0.319809,0.278008,0.43168,0.1723775,1,0,0.0029185,0.5224,0.326707,0.179721,0.248586,0.418145,0.319809,0.73189,0.01726475,0.26434,0.222184,0.38392,0.126185,0.058023,0.041369,0.128152,0.134115,0.1523,0.1492855,0,0.191727,0,0.087327,0.208079,0.126007,0.521019,0,0.020089,0.036283,0.045273,0.074775,0.177074,0.117027,0.040092,0,0,0.109844,0.117739,0,0,0,0.026219,0.050028,0.04793,0.002098,0,0,0,0,0,0,0,0.062731,0.050652,0,0.026782,0,0.128367333333333,0.006657,0.279467333333333,0.071552,0.317763,0.131324,0,0,0.012703,0.006165,0.006092,0,0,0.023894,0,0,0.061647,0.056854,0.037135,0,0.043039,0,0.023894,0,0.006989,0,0,0.043709,0.062731,0,0.004592,0,0,0.053613,0.015004,0,0.152533,0.036217,0.098845,0.152533,0.098845,0,0.073252,0.494616,0.021756,0.804128,0.168613,0.148287,0.2323515,0.20433,0,0,0.222344,0.06434,0.111011,0.0314195,0.37787,0.3985364,0.439284
"R4163_YZ_28",0.225478,0.148951,0,0.037561,0.210346,0.110229,0,0.03521,0.0146305,0,0.0146305,0,0,0.052696,0.182417,0.191004,0.314683,0.107899,0.268881,0.286894,0.226457,0.214567,0.1213735,0.1194355,0.05061,0.2304085,0.087334,0,0.174713,0.194653,0.096256,0.268881,0.286894,0.214567,0.2304085,0.0086895,0.016291,0.12003,0,0.028988,0.003185,0,0,0.11604,0,0.05061,0,0.139307,0,0,0.059152,0.114155,0.259978,0,0.0064235,0,0.021636,0.053459,0.060666,0.096156,0,0.164916,0.180803,0.299398,0.239352,0.053872,0.148729,0.148253,0.26032,0.188276,0.06412,0.124156,0,0.020774,0,0.416693,0.053847,0.492123,0.548111,0.203445,0.182721,0.569377,0.100171,0.484996,0.318819666666667,0.4696875,0.582622,0.384353,0.5387395,0,0.075571,0.038181,0.044825,0.123305,0.05275,0.133617,0.142291,0.205252,0,0.12542,0.128595,0.114108,0.054878,0.053305,0.16727,0.117643,0.472962,0.1662935,0.020841,0.285759,0.548111,0.338708,0.203445,0.569377,0.005629,0,0,0.078799,0,0.004935,0.138673,0.147419,0.045735,0.138673,0.045735,0,0.097271,0.464973,0.041919,0.820813,0.148985,0.022003,0.002088,0,0.022003,0.002088,0.060412,0.067418,0.035476,0,0.359458,0.194402,0.260165
