"","B_Liu_Subgroup_1_8_7_5","B_Liu_Subgroup_3_6","CAF_Liu_Subgroup_1_2","CAF_Liu_Subgroup_3_4","Cancer_Liu_Subgroup_3_4","CD4_Liu_Subgroup_2","CD4_Liu_Subgroup_3_9_8","CD4_Liu_Subgroup_4_10","CD4_Liu_Subgroup_5_11","CD4_Liu_Subgroup_7_12","CD8_Liu_Subgroup_1_5_3_2_4_3_5","M0_Liu_Subgroup_2_3","M1_Liu_Subgroup_6","M1_Liu_Subgroup_1_5_7","M1_Liu_Subgroup_3_8","M2_Liu_Subgroup_2","M2_Liu_Subgroup_4","Mono_Liu_Subgroup_2","Mono_Liu_Subgroup_1_8","Mono_Liu_Subgroup_4_10","Mono_Liu_Subgroup_6_9_7","NK_Liu_Subgroup_5_8","Dendritic_Liu_Subgroup_1_8","Dendritic_Liu_Subgroup_6_9","Dendritic_Liu_Subgroup_3_5_4_7_4_5","Endothelial_Liu_Subgroup_2","Macrophages_Liu_Subgroup_1_4_3_2"
"Patient11",0.629489787331525,0.906039916662596,0.102315457904364,0.343403888965504,0.681516458185945,0.0163247037873751,0.304650891747233,0.0539295993298039,0.139820116710284,0.29169155314405,0.070010695917663,0.117323883151689,0.22524906495612,0.201753955439398,0.053769107339854,0.0510554598963949,0.236324377178747,0.0251960763421846,1.12968694753717,0.0649630471559339,0.0535632653818333,0.020000346184231,0.197367936505915,0.00657230509166562,0.0749309952295587,0.100129561493051,0.184193199937124
"Patient121",4.82517819772027,0.795467960606195,0.105517795994899,0.404914172080107,0.608306152822297,0.034163093780349,0.244727168919683,0.246521173190874,0.0374932681803601,0.0916189145400333,0.212567372141288,0.0557100539315933,0.227761842285524,0.257199063711857,0.0604712959757787,0.0521421804825856,0.0266653003064291,0,2.29169709239013,0.0309140032499825,0.108188646956783,0.024385942956334,0.372890431999907,0,0.0120888624637413,0.0412613864098064,0.206003049049338
"Patient125",189.699217831649,0.440855646638945,0.106250397465283,0.0524688788790111,0.305294207397126,0.160053172594665,0.165429102969475,0,0.113652641919193,0.217532535844315,2.86270531072782,0.0328612092280006,0.129434779320019,0.246522261972554,0.0366984984741697,0.0290716447418743,0.057526630034261,0,4.12790742949184,0.00715907192548302,0,0.0555210740735268,0.9077734121806,0,0.0124872406222353,0.0017160120087787,0.292814119019287
"Patient126",4.43200100834232,0.937457235393457,0.153227299576074,0.392805103189801,0.495532766718523,0.0105985175351273,0.191501185736812,0.162840167857977,0.0942195771655323,0.0627964144755447,0.215769263309625,0.0186640860129872,0.187744007499281,0.287731344822608,0.0972221352532118,0.0771543107333011,0.22496177656371,0,3.03988789249669,0.0319663767136856,0.018405334763068,0.0324532749459902,1.34382651563606,0.202833959237637,0.0110171362452485,0.0154311180056339,0.32695312765223
"Patient127",0.387922893429243,0.851033557738461,0.250961051135922,0.38094583302055,0.741869862917307,0.0263298116993785,0.286304584699103,0.329466989597891,0,0.0155047939383187,0.0338256546643615,0.0679420495219385,0.252573362314469,0.216577012005798,0,0.0386434805548136,0.103837648195242,0.0422395394507585,0.839430957995988,0.00431071821670889,0.0316123047265369,0.109314683852382,0.247715916139903,0.00153461362595982,0.134858966266925,0.192823598070138,0.100655836830922
"Patient130",24.8556090673942,0.936035433915827,0.084772682750028,0.216080368212552,0.713018435897058,0.00365322049086518,0.207815279958122,0.206605220667938,0.0542786591496404,0,0.214018950646642,0.055406181378941,0.214714178395122,0.395775757281406,0.0423777495925972,0.0119095483262954,0,0.0042706193817648,2.32796974339931,0.0270633002526142,0,0.0337235733478323,0.382577883484333,0.0172578844874534,0.0485418190828854,0.00521648620885505,0.296215212988188
"Patient131",0.578266792897594,0.839085423830609,0.171798743482279,0.17489737616294,0.559814880014383,0.0621919359345117,0.245211154350805,0.0904568448407718,0.0222379898823484,0.105814153866722,0.034207226836695,0.0597506172175418,0.221480739426663,0.0811110907349995,0,0.14008722963974,0.530680957732026,0.0899187317591144,4.9816354111948,0.0825241805849481,0.0927550153746394,0.0286731554817954,0.246422648232456,0,0.0772196733436395,0.0454581276371461,0.338079927850642
"Patient132",33.437599484512,0.802674669578067,0.145268822679714,0.354045288529309,0.410144721923195,0.054759567499863,0.241310597208468,0.215110863188829,0.0150341589520199,0.239163149231707,0.141969248030448,0.0473137231933946,0.145212214702685,0.303704734071034,0.0328033367338086,0.139518827090643,0.127412203536651,0,2.70691647175719,0.0195641374120482,0.0151957220845368,0.000491016669954367,1.0502455704325,0.0070080745857901,0.0253494040136608,0.0558381883413999,0.237839727184524
"Patient133",36.8882240496963,0.899361064626257,0.100457756025266,0.109726815299167,0.753078318304014,0.000764374545021816,0.220880620289843,0.0870813808106083,0.123928017443534,0.202843970489201,0.111643069244662,0.0759005060555037,0.238461701543409,0.239927959918873,0.0442099374791142,0.0350506794648552,0.184336831731025,0.045717189944432,2.14017407483415,0.00947194977037916,0.0386893158796466,0.00883255476885795,0.454682518878193,0.00518849353413208,0.137680884915857,0.038633330438714,0.222642398409314
"Patient134",52.6374553244371,0.647514707231474,0.205757761125677,0.37175570668425,0.426049443801684,0.0744935255299867,0.284790255759263,0.330179576561695,0.0899278266624408,0.220081447029341,0.149190242522575,0.0252903435746566,0.127874660557911,0.175288066094046,0.0541047498627402,0.0393593792210297,0.0469893759259666,0.152387136602471,2.03806888507111,0.0281914273995789,0.230414626644753,0.000423300255529583,0.655935397099639,0.000248578718389357,0.018594138917503,0.0509142243473646,0.126490367219473
"Patient135",3.79803320042774,0.849209335889468,0.131753059406666,0.501829781913715,0.763736589981819,0.0105235408563183,0.316059214236413,0.184632782017917,0.0818535852870972,0.138892584876336,0.0742839947753997,0.0481423133210838,0.129069737331196,0.144403506184145,0.0346293472603588,0.0318262913143281,0.350108110155918,0.00875946939839429,2.3210227441447,0.0122056202766612,0.0267769127561132,0.0765625982430338,0.851274755628832,0.0997090084026526,0.0298734138223504,0.0125632306508552,0.193226886678672
"Patient137",74.1648534344627,0.644343345807566,0.23878764301294,0.155622910965015,0.498671060935277,0.132417089471851,0.189261838263804,0.257136169218035,0.0218875678966962,0.197532349033105,0.246889615723173,0.0976210422737915,0.181276010214621,0.293203900264144,0.119932221284846,0.0227346576150336,0.0527376475020696,0,6.31217171896441,0,0.0715500834603396,0,0.403097213492373,0.0112962349698243,0.0436406384785286,0.0309083370689047,0.321613039518544
"Patient13",0.474043361082077,0.837306064288539,0.342190085371271,0.547687102222416,0.910098252303099,0.0601281878659817,0.368694038146266,0.117525868554632,0.0109146562437241,0.0177423654723413,0.0432711426781824,0.136301261515413,0.127220827200039,0.16629422833924,0.00953997779924367,0.0060695315065558,0.0489097835665021,0.0771418975946777,0.848399380868025,0.0723268688648251,0.0939626605781442,0.0430449581419558,0.0772578312298933,0,0.0148916298403343,0.0604365461629432,0.194259623481021
"Patient140",0.106554431401069,0.826115891286113,0.0990234550213778,0.286889210722291,0.845781357407326,0.00340767626621875,0.295781362504116,0.0318842819886564,0,0.319956570756667,0.0319355439013061,0.111776627177079,0.205608448370325,0.107887106117864,0.00066264610337115,0.0199608029727288,0.112261509069355,0.0493392738809973,0.820657999552332,0.0371792873949352,0.0198798477990412,0.0255883393102083,0.111804096861527,0.113404724132476,0.0895716245951651,0.0733401703517347,0.184131751311959
"Patient141",0.10339064586217,0.507294986603,0.19266818072161,0.634315496422918,0.717923197097423,0.00670824816222771,0.369334959250491,0.0810224661649556,0.0100052885641646,0.0852696974128945,0.033134501505704,0.404838355488595,0.153541760194864,0.261410474088907,0.000378592912133713,0.0364821179334896,0.00111859742586339,0.0628481362973303,0.280351775374436,0,0.0167143600464465,0.0582153568347059,2.23366014437,0.0022911985881586,0.146654919300799,0.0529858688533014,0.0445959066411147
"Patient142",1.18029440719777,0.826425876750638,0.170023044346232,0.346573712524392,0.696914021643278,0.0341412119630135,0.181751949030455,0,0.0706315914998185,0.0106910595638216,0.0801941780562807,0.0329945075027048,0.314617331602269,0.238675587618119,0,0.0704735946232941,0.124739211297394,0.0320381194661328,3.37215053895055,0.033333658347036,0.0646888719523932,0,0.45801335007,0.0141712136090182,0.0171640224693894,0.0124910577873027,0.2783584358183
"Patient143",0.139392119040629,0.858703518674255,0.179441186908315,0.156932015555438,0.478969020290125,0.0136605564999531,0.153148565168654,0.02439731725413,0.00463051699207735,0.113920166239841,0.0302505895006528,0.0176167627893667,0.236156632016953,0.172616584702577,0.452608950799948,0.104500732223242,0.0125747425882908,0,0.634498347399432,0.0203885995310655,0.0159421630312123,0,0.0193272398186378,0,0.0747110257373965,0.0957044995734228,0.463776837779212
"Patient144",0.383148682977756,0.904361253092082,0.0936813235850921,0.615768957443236,0.786473205886336,0.0174446751103446,0.265248882163971,0.101100690139765,0.142344555436739,0.213081306462958,0.0377046686938469,0.0484233932400559,0.281321150388939,0.0809245328302989,0,0.0497621436867831,0.246035149061375,0.0647892350046438,1.93566587132099,0.0558027274606921,0.0193325033766211,0.0744446628935394,0.621612798654646,0.168296679240968,0.0257520883891757,0.0794902240994481,0.11429222024385
"Patient145",0.454434830726627,0.854434300314517,0.157625603734563,0.476562863986167,0.596064230651188,0.0114508567151509,0.214581498147369,0.0502124979595011,0.0449951352605875,0.0714685885664796,0.23794534003759,0.0219420131568521,0.221444819000214,0.158723949786738,0.0064270077524846,0.189770444338442,0.531972388846355,0.0126572713520032,4.5562221105602,0.0270907006280012,0.0454573686304711,0,1.24308217219534,0,0.0121877326550829,0.0439145244365533,0.234847789277456
"Patient146",1.04133568050563,0.852998201538737,0.158277752171446,0.623064491696238,0.806551267899621,0.0111514518726874,0.287118111374103,0.113954763586609,0.0526430692553989,0.0739002761090463,0.0471463975772889,0.328351913279977,0.257115837974125,0.119369232045117,0.0272899337689031,0.0277796591941381,0.31165314119794,0.0334209705442484,1.17458932845112,0.000437231508040747,0.116993045453867,0.0135691691119056,0.625418172291333,0,0.0131276256371136,0.0826255532870816,0.127148092130941
"Patient147",0.170184177039543,0.88441219222509,0.112138846960799,0.556010380679243,0.843412576713292,0.0101626414555746,0.379765330015493,0.180264405327161,0.0714587765367733,0.106586654821537,0.0169633631793407,0.130172626306743,0.144825996165524,0.174206732276116,0.0390938678361413,0.00467001374721353,0,0.0581650488445855,0.414716391790873,0.0330844271078049,0.0844727342204726,0.0404682733649841,0.0894706235959667,0.00555967994342325,0.074505889535374,0.170785539225825,0.0714532613531317
"Patient148",1.38620999755561,0.917279303896012,0.0795380864474288,0.191799283155472,0.69050728790654,0.0067389763146957,0.316152403381782,0.0304732037592194,0.0215870471795766,0.102881253933846,0.0516974264153117,0.159594593590905,0.162041670706549,0.0553541834880894,0.000421532937619015,0.0716790457182098,0.345514106652205,0.0254204435030328,3.119733393465,0.0252249880072905,0.0890821821102759,0.00202970780550363,0.27467719019527,0.0608025120281909,0.0638804544308272,0.0339961300844666,0.282689140444709
"Patient149",10.7283464941835,0.801852705312812,0.362879748899832,0.277519606161914,0.565195936788831,0.059952338470097,0.19596757297989,0.173075835536698,0.0408142651277366,0.204305551130321,0.298874439700298,0.00986726389111265,0.241012603196087,0.1830659614402,0.0280998445084671,0.113720852030272,0.323858376815623,0.0255207374836626,6.93392244603291,0.101966455195745,0.00739035447861912,0.00456194521994793,2.2749477427857,0,0.00907491018202769,0.046273040918386,0.3788958578588
"Patient14",0.487380721281933,0.900770934949521,0.126860793071009,0.349308429275714,0.677912265812362,0.0296158633502138,0.245412573505466,0.123084993938842,0.109330854509145,0.046764196349206,0.13992434776756,0.0723316158163907,0.242401169126609,0.240114633627456,0.043309884699337,0.0439576475174188,0.136252280847721,0.0189105051052309,3.41362050675905,0.0828161117014689,0.14437087942051,0.0168348115558166,0.895071724412193,0,0.0254602490709082,0.0787397335764916,0.232213671336729
"Patient150",9.26485941391691,0.91796342005978,0.184964500558477,0.349550693202256,0.729147623644736,0.026273100156198,0.329334743951959,0.334392038422118,0.0655347615015363,0.131494001843774,0.0439029584440213,0.0209544525327692,0.187044681100916,0.251086243160591,0.011006578744526,0.0420517597837346,0.131747971182354,0.0311948048576863,1.47431744927085,0.0226683690313601,0.0248652817032976,0.0144016296123418,0.202397201484159,0.00412168245978762,0.103294274853817,0.0166168646091456,0.131968715566222
"Patient154",12.4034099927298,0.859545501793407,0.330078505859267,0.721391886518666,0.145896006699221,0.0100990094217272,0.304291051667142,0.0782509293868524,0.0100660614107117,0.065684892737791,0.0174239018074183,0.0235569478864412,0.197637032137314,0.101772928985576,0,0.15847702746667,0.0753422939314635,0.0370872812436319,1.37941836596858,0.00226178170511456,0.484948156008133,0.0570836836211299,0.785759508681567,0,0.0103761743481484,0.0989715760563125,0.0781049513307737
"Patient155",0.129286963249299,0.544257062798927,0.157882616770149,0.181335943975399,0.654437827706591,0.0312857156549391,0.296632207280793,0.110027836431686,0,0.0409849303597526,0.0208689751777642,0.24584797968189,0.252197489503011,0.0674447516416638,0.0258531214108694,0.0672285452321401,0.0461875394463363,0.404843309395196,1.41333146240743,0.000970845813894762,0.335857278186488,0,0.328491010843267,0,0.0267864146531475,0.029256421462928,0.0882539192453478
"Patient156",0.124164050012669,0.892873609876438,0.210331495003475,0.594392970397562,0.659045589990925,0.0124841780400325,0.267239226021856,0.0192098835858093,0.0329198035143852,0.00408946505543438,0.00628877652236566,0.340364614605818,0.308679312952013,0.259020541934716,0.000420999146965452,0.0680985183918426,0.0633192921342728,0.0850238118545689,2.07442039197639,0,0.0878116580474631,0.0446114381934328,0.410811605583417,0.00646961634624062,0.0110849087328439,0.111688679389188,0.122260032128548
"Patient158",2.27632908232387,0.889955282947664,0.301060159453994,0.296443964024258,0.875571563278668,0.0459534809893232,0.319119980393138,0.149267658074456,0.0773493352138619,0.098893471981446,0.0619198118310168,0.18271778162212,0.118178003006518,0.129533455383833,0.0493565400284638,0.0062748585016792,0,0.000627965322918659,1.18665534850479,0.0121440070086169,0.104724562049004,0.0140614132092367,0.192509856670533,0.0068669603817253,0.0113971450797784,0.0562021734383292,0.296527568143401
"Patient159",7.9473028199155,0.851008717635301,0.139106693084073,0.395549724277881,0.725115078627201,0.025428561844688,0.356276189327509,0.243652934035176,0.0516202471932643,0.224814278352388,0.0715732946713803,0.136378870368541,0.143559178379678,0.190636468876291,0.00911286113532516,0.0225520256782872,0.21347329417874,0.0894827508554897,1.41882895721159,0.0458159336779304,0.000507970943847503,0.0341478379731423,0.135351799963663,0.0850360387961258,0.0532839102414795,0.101985066044461,0.179246906349887
"Patient15",1.23699171933722,0.775134835452396,0.11072634606476,0.308404500511561,0.706352949849139,0.0149628221392841,0.353375046510785,0.0890886268918325,0.14781972072671,0.165309567374452,0.41286901617487,0.023165906558067,0.12973418546139,0.13943827458784,0.033343927729939,0.0566858625507873,0.283124019218758,0,1.92496477680528,0.00126914813554483,0.0465733660331351,0,2.47041365708348,0.0337551786921925,0.119938236786691,0.0148997146071956,0.21356102284918
"Patient162",21.2635434152003,0.929493653346874,0.060624018991418,0.156065844129163,0.565862118654318,0.0225267458918289,0.318819782548256,0.237824956646652,0.0473277284727827,0.0213883336608934,0.202571307109354,0.0294142121016407,0.137715335631231,0.20494913423145,0.0467697502957515,0.0469688975455907,0.222038048314843,0.0060137590265388,1.10071707789241,0.0338277336171001,0.0990515902970738,0.0086937583218511,0.161905483540633,0.0590985994313167,0.0593325374614821,0.0170780700757189,0.276871281622707
"Patient163",3.44667830625809,0.848225910593923,0.378773836567913,0.554072542994276,0.754308931347939,0.0401824452257871,0.373468927062262,0.314093184980583,0.0100423655590374,0.459167280164769,0.0528979114812469,0.0394917409186832,0.0676681655439481,0.0510254580055398,0.00785480728774029,0.000184750359557355,0,0.0136374001047403,1.31240668721907,0.0238963879354113,0.112921219285582,0.0779757590311566,0.481951942834733,0,0.0426519486495261,0.0528314831013303,0.150373196964087
"Patient165",1.20055755500287,0.807823977815249,0.12098017734542,0.547287503386365,0.829561260696794,0.0175228085527002,0.315023148874558,0.0521275397362787,0.107451536828677,0.0165189224800359,0.0435970526096846,0.341082110459176,0.192654422320564,0.191774957163431,0.0252430129288673,0.0252889768885542,0.287594115108621,0.0439075498156813,1.73510328259126,0,0.0683324877956842,0.033716991498898,0.191112799779997,0.000317800424658092,0.0501545554444008,0.0653046165935022,0.141623053602707
"Patient166",0.159308814211427,0.835517565271587,0.106993057011496,0.578431915841186,0.782661851133329,0.00343017043023691,0.360487345887517,0.127989704647431,0,0.231004679841801,0.00418337310409816,0.174797071683947,0.197868210980591,0.0797418329537953,0.00135881106281093,0.0258758633848222,0.0668594293582338,0.113837780334367,0.487528897283893,0.0250952315907808,0.0772434714584433,0.0472406480167836,0.04576616754928,0.00749698546618567,0.0945277249014964,0.175995000078953,0.039246563615044
"Patient167",0.946067496604884,0.89835101944228,0.0848699679331654,0.33274970429925,0.56164573155239,0.0253602533440675,0.268071317390705,0.00466643334184554,0.0698198027865201,0.0190907939942844,0.153983748429625,0.104907211099019,0.19880386402347,0.364186430018591,0.0217632688236513,0.0513910221484447,0.134087369674893,0.00974000433253475,3.20140102069054,0,0.0143803823767004,0.00107047922574086,0.421173846093838,0.0204698544372975,0.0269839362437498,0.00943400836691642,0.262145123713981
"Patient168",0.463248501037312,0.648021977746267,0.0920721906797751,0.593809834644008,0.880213065312177,0.0101633782487009,0.275411477858015,0.082444854300558,0.0126366452742697,0.361014701448261,0.0427814133240675,0.379720528870372,0.327985872550521,0.115578704667978,0,0.00982241974716107,0.128935512385446,0.0543035054045291,0.874305234514776,0,0,0.025207873980281,0.10396806927197,0.047995283877482,0.0191464513997446,0.176559462266538,0.0950214008104102
"Patient169",0.398920643027335,0.885813762825914,0.225052659811234,0.393500378782279,0.792952255160306,0.0388983046614697,0.327420341275622,0.14077462146042,0.0544947373624124,0.130255654798785,0.203154746911293,0,0.0895547462987324,0.149591064646411,0.0599796026978981,0.049969627179007,0.341081560428577,0,1.58307775935876,0.0518277672398307,0.0478719500122854,0,1.91206592825892,0.0633660183574787,0.0280754815028193,0.0151559037524954,0.269142320761167
"Patient170",0.193870858278693,0.879464759544191,0.108049379741816,0.469115894650345,0.721985696305606,0.0146478092741228,0.28857931522992,0.230178581606356,0.0398951848146861,0.333182257643762,0.0573744145042862,0.107951910149761,0.220633368398212,0.212705314998634,0.101910534794511,0.0265291960762786,0.212246758213032,0.0578305396030795,0.911897800643974,0.0152637635671578,0.0402450518123335,0.0170072768955263,0.48074147283989,0.00724252156190511,0.0162011459546244,0.0378813753952165,0.103631238226007
"Patient172",0.603724229506559,0.641148177213691,0.227059286801281,0.381693091432417,0.229266792004967,0.096408071277967,0.290515175240245,0.342121539070125,0.0244011489691508,0.0892512776856698,0.225586712642004,0,0.105871432606725,0.157044819540896,0.027388542056941,0.160123224455981,0.196913760503036,0,2.8466843079986,0.0022740368594499,0.324662593268695,0,4.95972952607896,0,0.0109382607688463,0.0736314075591734,0.187401887751477
"Patient173",0.270502729567177,0.877633087929651,0.17449973737981,0.580485508895291,0.832495407057151,0.0302814186026339,0.276663630990304,0.163709039625462,0.0554220861279387,0.0112957447095699,0.0252939127441419,0.117017955999476,0.245372010406736,0.112205205167843,0.000237328770687825,0.0108735031661158,0.313086281049398,0.0659889754623439,2.27733594412214,0.0273827437262759,0.132516528727302,0.0584806194437671,0.354740904177317,0,0.0151363398824616,0.0319954829502463,0.171998566727169
"Patient179",0.156030580615346,0,0.0839354611708105,0.0849991433776787,0.693904285349103,0.0197007748675458,0.396816245314191,0.230603059726249,0.0669118219068561,0.51759833678079,0.00385951382437654,0.0510509873614153,0.133837231618082,0.0230135096512974,0,0.015757054995757,0.00244541753406483,0,0.138469595022501,0.00583191146490702,0.0160394841139757,0.176577168440626,0.117312063874,0.189884930252111,0.462595131498621,0.0178243412677888,0.0438933088527508
"Patient17",15.0653172072953,0.922134416818855,0.159325304590083,0.26205221234906,0.599382531901077,0.027359485354132,0.181621036709784,0.144879595631673,0.0144559340329816,0.128482401908422,0.13495698309221,0.122559553993989,0.232591393340328,0.323216814645595,0.0493761376271,0.0559789750110537,0.137712569337092,0,5.37184651214236,0.000619827577105145,0.0351192246075836,0.0230517379004986,0.698147229409,0,0.0127312144663084,0.0166674550065338,0.348796824455685
"Patient181",0.334044452522405,0.848711322200625,0.290563311515191,0.521541933316893,0.516172322650532,0.035760822278134,0.262949260276439,0.318435363410785,0.0804864231676682,0.155598458306996,0.183131307978145,0.0301154119921458,0.182195120244031,0.231043421744493,0.0534152770899009,0.0254695383702147,0.0926885688281532,0,3.06072057623851,0.034026798299297,0.208846760507342,0.0671461361540393,0.959948692144032,0,0.0496834656151492,0.0346007133918838,0.148451115139274
"Patient183",7.58805401363956,0.840405947350155,0.194679343641496,0.269814552587767,0.315660315776351,0.0724834923911053,0.365730234125177,0.194460334525265,0.0893898452230049,0.263580496872999,0.387103788130102,0.0175902059023701,0.0946752061023328,0.192495542950632,0.0264377945407286,0.0914468401390772,0.0548936965749664,0,1.74143396728222,0,0.161660248496129,0.0344478573380001,0.949215692057553,0,0.0880294268142429,0.0032863285511569,0.222924347963454
"Patient184",0.34774189319113,0.897826736591305,0.143094267423463,0.289451628178558,0.746397079792494,0.00157931304512674,0.171623596580984,0,0.0406124010525715,0,0.00428025946645673,0.472038652392005,0.42198813845803,0.324147505753459,0.00919750874359844,0.0051132744122325,0,0.019698543711704,2.25387173695523,0,0.0101702646656419,0.0471549141039382,1.03729349033733,0.0134888324056167,0.0561855019447001,0.0329855957886117,0.155340374935249
"Patient185",1.22973450568963,0.88727676691785,0.140547851874004,0.509726772446153,0.651801015829431,0.013987807316041,0.320606811433821,0.0971732523425798,0.0422300533501552,0.0023993847386862,0.133926725258369,0.150225749509786,0.155311944255264,0.14179765398102,0.0363842662739652,0.0474815953366249,0.086119726830224,0.0213328756874026,2.72832919436184,0.0084759569698256,0.306380132121368,0.013584848093792,0.621897699748586,0,0.0137767463070208,0.0333960640955513,0.135612920903
"Patient187",24.4141288720233,0.92691668091834,0.136234050130303,0.576935532662521,0.66722783613238,0.0193445926684472,0.257344221448735,0.264233395752164,0.0640245719263915,0.195769914565368,0.0312941239679814,0.0287075671831135,0.22468692891834,0.212364229858924,0.048164768283202,0.0706621618854186,0.292612529916602,0.0155923042962034,1.43277824287716,0.0349533107013054,0.0537591993664529,0.0603842445835283,1.38094186540026,0,0.0108914439115702,0.0494133124176088,0.173605374644685
