"","B_KRAS_Subgroup_4","B_KRAS_Subgroup_7","B_KRAS_Subgroup_1_8_2_9_3_6_2_5_6_3_6_2","CAF_KRAS_Subgroup_1_3_4_2","Cancer_KRAS_Subgroup_1","Cancer_KRAS_Subgroup_4","Cancer_KRAS_Subgroup_2_3","CD4_KRAS_Subgroup_3","CD4_KRAS_Subgroup_5","CD4_KRAS_Subgroup_8","CD4_KRAS_Subgroup_9","CD4_KRAS_Subgroup_13","CD4_KRAS_Subgroup_1_11_2_10_17","CD4_KRAS_Subgroup_4_15_7","CD4_KRAS_Subgroup_6_16","CD4_KRAS_Subgroup_12_14","CD8_KRAS_Subgroup_4","CD8_KRAS_Subgroup_5","CD8_KRAS_Subgroup_6","CD8_KRAS_Subgroup_8","CD8_KRAS_Subgroup_9","CD8_KRAS_Subgroup_10","CD8_KRAS_Subgroup_12","CD8_KRAS_Subgroup_1_2_7","CD8_KRAS_Subgroup_3_11","M0_KRAS_Subgroup_1","M0_KRAS_Subgroup_2","M0_KRAS_Subgroup_3_4","M1_KRAS_Subgroup_2","M1_KRAS_Subgroup_3","M1_KRAS_Subgroup_1_6_7","M1_KRAS_Subgroup_4_5","M2_KRAS_Subgroup_2","M2_KRAS_Subgroup_3","M2_KRAS_Subgroup_4","M2_KRAS_Subgroup_1_5","Mono_KRAS_Subgroup_5","Mono_KRAS_Subgroup_6","Mono_KRAS_Subgroup_7","Mono_KRAS_Subgroup_8","Mono_KRAS_Subgroup_9","Mono_KRAS_Subgroup_1_2","Mono_KRAS_Subgroup_3_4","Neutrophils_KRAS_Subgroup_1_4_2_4_3","NK_KRAS_Subgroup_3","NK_KRAS_Subgroup_7","NK_KRAS_Subgroup_9","NK_KRAS_Subgroup_12","NK_KRAS_Subgroup_6_14","NK_KRAS_Subgroup_11_17","NK_KRAS_Subgroup_1_13_15_16_2_8_15","NK_KRAS_Subgroup_4_10_5_10","Dendritic_KRAS_Subgroup_2","Dendritic_KRAS_Subgroup_3","Dendritic_KRAS_Subgroup_4","Dendritic_KRAS_Subgroup_5","Dendritic_KRAS_Subgroup_8","Dendritic_KRAS_Subgroup_1_9","Dendritic_KRAS_Subgroup_6_7","Endothelial_KRAS_Subgroup_1_4_3_2_4","Macrophages_KRAS_Subgroup_1_4_3_2"
"LP.01.56A",0.98921430128419,0.000502473341353518,0.129970238341436,0.427426347002515,0.872812628919074,0.140366987425264,0.463395844654488,-0.00693711126080588,0.30353647474887,0.033256191989757,0.00107721911634427,0.0177894158287532,0.07385540497333,0.00143834068349245,0.00270087097162539,0.139939486124634,0.00041576674770975,0.00384372621358079,0.026895980007789,-0.00163511661089661,0.059341348802277,0.0150856131171426,0.0146574983888784,0.0122917901546859,0.00246289274663699,0.00243803705564284,-0.0024882102733623,0.0873269692984114,0.001781562486898,0.0939848171900233,0.551765595627437,0.128976876896163,8.98716532779947e-05,0.111774589392903,0.0862913369346837,0.0388360227145269,0.0650693952954533,0.0507704390223176,0.00550729485378618,0.00608185210049316,0.277853876270438,0.0924026937696327,0.00364477095034437,-0.0154922434713868,0.0107883751209071,0.00882792928254032,-0.00602322895011585,0.132735444947229,0.0549194510547979,0.025296963368254,0.0114077375533604,0.042545720937457,0.0171743124557783,0.0103764604797639,0.0423740690131854,-0.0137441083250902,0.0559977536755671,-0.00107244534067928,0.035253582590358,0.0560191252866273,0.31600394509564
"LP.01.59",0.283201915357117,0.000502473341353518,0.0900606816511092,0.587437056862276,0.887668420018758,0.431865047470873,0.45903597103886,0.0367202636089218,0.178964432434646,0.0300041590215349,0.0411377042724093,0.0216979576289042,0.0791982250544698,0.00615659809020483,-0.00440045490954436,0.137421270769849,0.00041576674770975,-0.00330463838542862,0.00428553449125053,0.0403473273155522,0.0728207090888572,0.0150856131171426,0.00964059269160437,0.00977023598763827,0.000718028469164844,0.00242618064805189,-0.00126775503565529,0.0665288637575486,0.00160524931835249,0.0934918133758992,0.255481610984057,-0.0139421604622799,8.98716532779947e-05,0.111659068210287,0.0823499236496012,0.0148949703572452,0.024903946685857,0.0267483577686557,0.0128909888241952,0.00608185210049316,0.107394221117001,0.0829233233457827,0.452645571776143,0.242922819626414,0.108628860886539,0.000593735115891465,-0.00602322895011585,0.103478310631099,0.0625017566996493,0.0308000152970409,0.0174739997075231,0.0812365701526457,-0.000310399271467916,0.00618466453597084,0.00586067413903672,0.189393473696945,0.0191631827582234,0.00772550394706527,0.0599888093478588,0.063309792793626,0.105873855054949
"LP.01.60",0.575121938046142,0.000502473341353518,0.101439587552874,0.366770552896015,0.905707733519211,0.490549660169721,0.426759729822206,0.0581173113744823,0.363040369231493,0.0269247529409302,0.0441089707010414,0.283114216979738,0.0590010509567491,0.00143834068349245,0.00889600891055342,0.11935706018696,0.00041576674770975,-0.00330463838542862,0.00248100345528483,0.0479586142506617,0.0571322140001552,0.0150856131171426,0.0106422579083298,0.0100083973033323,0.000718028469164844,0.00339181559659644,-0.0028783938535318,0.0255428269633825,0.00160524931835249,0.100900789516857,0.216718652827646,0.0262848670345506,8.98716532779947e-05,0.124703513901542,0.0543984575874322,0.0338068870224143,0.024903946685857,0.0515027426815534,0.00550729485378618,0.00608185210049316,0.0522959684298311,0.0446565493548642,0.281299508167453,0.0368852229275738,0.0698242002854265,0.00296943683009371,-0.00602322895011585,0.11157645721947,0.0516388635835712,0.0261908089995279,0.0238953416410845,0.106139741889037,-0.000310399271467916,0.0663379359027153,0.0137615360189226,0.149883618049167,0.0716535799859741,0.0897663805342917,0.274997469191261,0.0854944494122761,0.139177876624985
"LP.01.62",1.00717394921379,0.000502473341353518,0.1332129212647,0.560775763987343,0.798871222994378,-0.0301271608972246,0.46846356834743,0.0298117524135713,0.415983695571463,0.152876980976431,-0.00438110180633194,0.0409081743689075,0.104431787454906,0.0143198196331211,0.0156459111844105,0.386503650800716,0.00041576674770975,-0.00330463838542862,0.0255113737313311,0.0243134219548551,0.00946022315693707,0.0549933996367771,0.00678978674024809,0.0108780105399764,0.00137881419056412,0.00242618064805189,0.0332751744612076,0.0079494338480161,0.00311555747293032,0.0654306032693544,0.385490073714884,0.00762982258293286,9.37046381108503e-05,0.109689630342333,0.0594393079804592,0.0530254902709665,0.112432925805656,0.0735451757748257,0.0442867820103457,0.00608185210049316,0.408696654853179,0.0849292317921044,0.0175248320984526,-0.017020332491006,0.0362112146239979,-0.000389525373744885,-0.00602322895011585,0.135033990235943,0.0622834551949909,0.0265325628270304,0.0122523216977313,0.0780427646761524,-0.000310399271467916,0.0723591718508879,-0.00216267884163197,0.0880299838426608,0.0289154057629422,-0.00107244534067928,0.0214589337840263,0.076380911666683,0.0996312941749719
"LP.01.63",0.243024650364454,0.000502473341353518,0.0857857596523731,0.424238341326809,0.899201466955548,0.328311661795415,0.495560043088432,0.0307058548425306,0.302248633703539,0.0269247529409302,0.00695295772750136,0.0707978701556872,0.0567408699172953,0.00143834068349245,0.0143694792856785,0.114474687858122,0.00041576674770975,0.0655997904188886,0.015305915684221,0.0234312428533071,0.120066663061219,0.0150856131171426,0.0215260262878473,0.0279686782152344,0.00775331573609784,0.002731946841838,-0.0028783938535318,0.0994340019819283,0.00167895410937393,0.0886000169074716,0.336993406058121,0.168291805846798,8.98716532779947e-05,0.100015366683555,0.0542644329251842,0.0097696476830905,0.0328191330311739,0.0630427294454372,0.01838199579858,0.00608185210049316,0.0726636474016844,0.0835760497643226,0.603550664335973,0.0266347127056344,0.0742761653009748,-0.000389525373744885,0.000780975767280158,0.105823993865798,0.0483648748650539,0.0274307850424057,0.0237798706895401,0.0475074657146442,-0.000310399271467916,0.0108026244207117,0.0398275860049006,0.113693001122201,0.0191631827582234,0.0418696665499425,0.297274388794514,0.0760522824751938,0.154867737259485
"LP.01.70",0.93606837807922,0.000502473341353518,0.112037767706433,0.576038688148252,0.896839121893266,0.469689223812718,0.514113299871621,0.020026616827521,0.318240143323798,0.0651803782739534,0.0229229467026324,0.0695828395486364,0.049509913474738,0.0121352869744028,-0.00440045490954436,0.157656422748136,0.00041576674770975,-0.00330463838542862,0.00863142182380563,0.013869981719252,0.0660910285350203,0.0150856131171426,0.00678978674024809,0.00944756182135856,0.000718028469164844,0.00244117623803552,0.0457579652554656,0.0888845542281912,0.00160524931835249,0.0523063038724561,0.270254821137383,0.0117481079345631,0.000899559053812877,0.0993543300965601,0.0771314455143937,0.0774703475258882,0.0538122297504843,0.0343610285786826,0.0326831513287324,0.0135039767572406,0.227491340429808,0.0865478703084204,0.0478826610970861,0.00599412187672971,0.0955164698489037,0.0253806288575864,0.051584100995873,0.267318477440241,0.0325541103852596,0.0452859336033879,0.0150432164671309,0.0941705141026302,-0.000310399271467916,0.0927204897166038,0.0356007366966492,0.0547629328398662,0.0191631827582234,-0.00107244534067928,0.0544152729112286,0.108161033923389,0.0996968994239156
"LP.01.71",1.00675720049853,0.00335053018221573,0.133017702078239,0.529278117292134,0.836038466032256,0.150766982195287,0.480166617858028,0.0205874563393296,0.398930366424203,0.0269247529409302,-0.00438110180633194,0.0213189080071996,0.0919110892493379,0.00143834068349245,0.0119654805902468,0.25741091493763,0.0334645891925461,0.0200022187522859,0.0270162727000574,0.00272707626682326,0.00909892201407085,0.0660205506440074,0.0445864046918451,0.0145916806918409,0.000718028469164844,0.00242618064805189,0.00664411536987681,0.095033810922049,0.010659304153454,0.091609277147977,0.404408625757464,0.0415145498424695,8.98716532779947e-05,0.103694276322375,0.0887383041525127,0.0472324671679873,0.033639907528333,0.0111107661620365,0.00550729485378618,0.00608185210049316,0.173004538160445,0.0810391914344779,0.0135084504215056,-0.000445277037004237,0.0402428414609557,-0.000389525373744885,-0.00602322895011585,0.104151479392302,0.0728638291429461,0.025296963368254,0.0144924787610476,0.0694780113615842,-0.000310399271467916,0.0120499817334341,0.0220088259456435,0.0219941145856104,0.0773986961678084,-0.000721187239912839,0.03915256735258,0.0511905897473911,0.161968008640961
"LP.01.72",0.437673425012295,0.000502473341353518,0.105561270454448,0.265842579486108,0.897455263897969,0.584132664521991,0.45480342496783,0.0598294945597906,0.375478456145964,0.0269247529409302,0.00860515520489777,0.0910122761882258,0.0525124054603885,0.00143834068349245,0.0220373738467566,0.0876748044819366,0.00041576674770975,0.0110161409618544,0.00248100345528483,0.0076597763591807,0.177371232681741,0.0150856131171426,0.00678978674024809,0.00978966271297182,0.0131452379427957,0.00242618064805189,-0.0028783938535318,0.0376099161844349,0.00160524931835249,0.0813359810292099,0.2401779312849,0.0964772026380024,8.98716532779947e-05,0.108602788862566,0.0534754839441267,0.00260529692922526,0.039043514691614,0.0378794704346068,0.00550729485378618,0.0937160644521072,0.083558247989486,0.0774059022614231,0.309399984420782,0.0529833941038561,0.262848014495507,0.0228214202658077,-0.00602322895011585,0.0934537713040687,0.0664931286315805,0.0327587866914033,0.0197404728632669,0.0881303854942085,0.00346130070640268,0.020673934069443,0.0284377904603364,0.152829710959277,0.0191631827582234,-0.00107244534067928,0.228990500380536,0.080380228111019,0.139936966327041
"Test.FFPE.07",0.878554934127107,-0.00092168465108378,0.0878752416741377,0.402296935078152,0.923495895279387,0.629697438275746,0.528366173529008,0.0439144236912104,0.183397110733154,-0.0827188091423526,0.0134952390372782,0.15327240416172,0.100231841771237,-0.00236781776848102,0.0479736191871602,-0.0114788288997149,0.055175877155774,0.036888853309175,0.0215922166380773,0.00573204614465749,0.0976126324211494,-0.00427139288907347,0.00691381780598911,0.0162404692218769,0.0111953982754401,-0.00329281559297237,0.0058773569687583,0.00268644852569906,0.0012755614186566,0.0511880877517905,0.395538865511456,0.0615665132981224,0.000144113978510049,0.071533674779221,0.0471159413011402,0.0615829690904025,0.067960218997333,0.0389600468490769,-0.0273024954193063,0.00979618347406775,0.254130700420994,0.0972389300649013,0.127636430615896,0.0192340677062543,-0.0610383260849984,-0.000816341145027589,0.00270603803857256,0.0762311310262891,0.0328318747862225,-0.0309418808367175,0.011931773785765,0.0578078401748946,-0.00105533241142014,0.123364762468799,-0.0194933824543531,0.0964846919743264,0.0509042607373205,0.00312994139765697,0.116473922044298,0.0321187762916871,0.287270588074227
"IP.108b",0.50150886961045,0.000723860238104404,0.0905941492748317,0.567236579833436,0.855158164089647,0.0853690971205496,0.510731480410831,0.0469262728262343,0.326307206867811,0.145796126961675,0.0279827793383984,-0.0137453715527429,0.057602173039038,0.0410630507806912,0.00368620596235562,0.213524565667624,-0.00125560614016688,0.00583540882244498,0.0207866454152719,0.000992944352736305,0.0614090431738314,0.0509915112085414,0.00452935551050837,0.0123512553410057,0.000256835494847356,0.0022563868453717,-0.000843899577259074,0.185330834736737,0.0124927034241529,0.0802806396863966,0.435801757130782,0.0720312493348129,0.000163828051947789,0.105094753804926,0.0219178992706312,0.0230182097340071,0.0193482546886468,0.0404364801466073,0.00941444602765973,0.00448910248022707,0.25149725141552,0.0929240870570495,0.369430094383656,0.0707953131753425,0.060386616782841,-0.000180972759215905,-0.00641060147181784,0.0902012689829078,0.116622281719363,0.0156608012624236,0.0133587572252062,0.0721308906102144,0.00161527993152805,-0.0147434804851596,0.00740955190282886,0.143835174646048,0.0591801993228691,0.0131600217172482,0.168600914904397,0.0555526690128132,0.108789589491392
"IP.115b",0.73300310511154,0.000723860238104404,0.106937636588408,0.35867793809794,0.893573998283325,0.584997713411244,0.447761694840363,0.035075474059833,0.298749457947815,0.0740022182183578,0.0120233421437894,0.0646836559919969,0.0423440559945872,0.00955750058175577,0.00414607027825535,0.128865382806427,-0.00125560614016688,0.00583540882244498,0.00450318115509625,0.0460824705383855,0.0988203130654493,0.0145898486301187,0.00452935551050837,0.00966597477802046,0.000256835494847356,0.00703592302267149,0.0118517441739011,-0.033608637057349,-0.00261350112315518,0.0660546443236314,0.289937851345178,0.0776558218986375,0.000163828051947789,0.112967837873134,0.0805823455529512,0.0553468763555325,0.0271495915908759,0.0696211804602582,0.00941444602765973,0.00448910248022707,0.318250033502703,0.0824348260195456,0.201759235571593,0.0335924207352884,0.114716726130623,-0.000180972759215905,0.00376400889089851,0.0766093390567506,0.0763607483921043,0.0327070939802063,0.0144337012807571,0.0845501182758509,0.00161527993152805,0.0629832376184054,0.0429939880076004,0.0886673833432149,-0.00820025734138407,0.0328463146564989,0.279209567538498,0.116023607187201,0.186581160308274
