"","B_Hugo_Subgroup_4","B_Hugo_Subgroup_1_6","B_Hugo_Subgroup_2_7_3_5","Cancer_Hugo_Subgroup_1_2","CD4_Hugo_Subgroup_5","CD4_Hugo_Subgroup_6","CD4_Hugo_Subgroup_2_8_7_9_8","CD8_Hugo_Subgroup_3","CD8_Hugo_Subgroup_1_10_8_2_9","CD8_Hugo_Subgroup_5_7","M1_Hugo_Subgroup_5","M1_Hugo_Subgroup_1_2","M2_Hugo_Subgroup_2_4_3_5","Mono_Hugo_Subgroup_1_4_5_3_2","Neutrophils_Hugo_Subgroup_1_3","NK_Hugo_Subgroup_2_3","Dendritic_Hugo_Subgroup_1","Dendritic_Hugo_Subgroup_2_3_4","Macrophages_Hugo_Subgroup_1_2"
"J1_p2_rep2_B",0.0382799626211563,0.556092959802687,0.744943596975984,0.061624638174094,0.998951960031205,0.249355170573277,0.262227733695879,0.103106863551164,0.000239226161703324,0.0145492103814695,0.0386364235977888,0.0165703854285069,0.0202680014991358,0.00964995484718819,0.000353151161696429,0,5.3376618744e-06,0.0132390592655348,0
"J4_p2_rep1_B",0.0428264338051928,0.660423305421783,0.78428398469281,0.060619407150019,0.9966956551076,0.0950805098744879,0.221789579542301,0.0290541001233811,3.58581678255715e-05,0.0116748791421301,0.031382901790269,0.0182279982281867,0.0136561495498117,0.00789485799586252,0.00084969114297285,0.000823997970528667,0,0.0140916280763549,6.553760026585e-06
"J4_p2_rep2_B",0.0429125026439499,0.662451025608951,0.786959854480183,0.0611542767768109,0.99801970813275,0.0677307890898685,0.210471346193347,0.000390726423406167,8.38684126964067e-06,0.0156389551519002,0.0217682318155363,0.0194599170470114,0.0105811886939471,0.00791123769029486,0.000612387117288637,0.00157479257915213,0,0.0120094100752713,0.00290897522367425
"J8_p2_rep1_B",0.0619905209989529,0.645905016258313,0.763796862224912,0.0723784554836783,0.976023877841852,0.13643645892225,0.225723170109501,0.0107711848079645,4.55539099004235e-05,0.0172477170113826,0.0238855502680473,0.0178433688356295,0.0112414652684219,0.00463713698597445,0.000760090398528483,0.00132350786440217,0,0.0151899418298776,0.00149717100856408
"J8_p2_rep2_B",0.0590716676912601,0.642587094014954,0.760189259705919,0.0692066654341885,0.980849499020103,0.161974534715809,0.225020216405243,0.0133187069816282,7.841192700424e-06,0.0151626873366896,0.0171386330220937,0.0188494894418349,0.0120634299277626,0.00467085167723407,0.000173109479039533,0.00118133384970732,0,0.0167623092775918,0.00184994540373963
"J11_p2_rep1_B",0.0558921116442705,0.577422487672894,0.659078145532001,0.0803499916277981,0.967465874008278,0.527076857308577,0.2448529031298,0.0823133974417854,0,0.0117984066315405,0.0166939034568382,0.0184647790139049,0.0120917224617237,0.00431228252087101,0.0018622782510901,0.000425600035950033,0.0166121447030246,0.0264091745198045,0
"J11_p2_rep2_B",0.0558318300812317,0.593803672181989,0.706799598730166,0.0764941621745109,0.978295597964675,0.351423147018383,0.24079303075983,0.0620525418789362,0.000402413567078881,0.0136572338837449,0.0169547453398437,0.0173777400745743,0.0139848176142917,0.00365842815558087,0.000328968128358421,8.0498585918955e-05,0.00461963814869865,0.020070999755908,0
"J14_p2_rep1_B",0.0564145326506577,0.600817764777534,0.687488312847349,0.0753240976203387,0.97288332254297,0.441047373336076,0.242691075369347,0.0956981958795161,1.93468501538384e-06,0.00985720240784433,0.0162871619187789,0.0183356415832859,0.0138694058070325,0.00284761939059167,0.00061730285209306,0.000293873935671033,0.00963200992829905,0.0139271507397935,0
"J14_p2_rep2_B",0.0585053018963695,0.607490241912212,0.694445276867835,0.111670922397958,0.959614194084661,0.237040983833959,0.20130419055136,0.0728877496711423,0,0.0155292593129399,0.0274271848276058,0.0169606665333602,0.0103843858157359,0.00201594266378159,0.00313653262128089,0.00128170489135825,0.0202011113750276,0.00207771793604927,0
"J1_p3_rep1_B",0.120387525567716,0.717193602036165,0.79186965313289,0.0612559870186065,0.913597409970347,0.0642048491773614,0.194691999939421,0,0.00153144820507277,0.0365159267684558,0.0235785654402047,0.0155758079116596,0.0107077122251632,0.00605784590593679,0.00210093588585777,0.00174421094202628,0,0.00387721284081912,0.0132365013599758
"J1_p3_rep2_B",0.119593331507129,0.721471010377264,0.793506312737441,0.0606604941547012,0.914974862971216,0.0680091407528106,0.193233340292574,0,0.00152626057425223,0.035420501242367,0.0207303554169845,0.0152553519632317,0.0114797731333582,0.00547300896472294,0.00216389971212745,0.00154647741279015,0,0.00249955157783573,0.0126922002361192
"J4_p3_rep1_B",0.124003572020861,0.649119936854998,0.729714671906018,0.109160415436273,0.913383839215681,0.135756072116785,0.194715786002032,0.000748843363868533,0.00120008344389647,0.0625252400985611,0.0408884790392599,0.0152762094427987,0.00962120380895279,0.00451572292133959,0.00174076135046832,0.00117521417348467,0,0.00219998941637308,0.0141402431702866
"J4_p3_rep2_B",0.125442006261354,0.649401559676478,0.7303125230831,0.10120746608459,0.910014033539328,0.182481256442629,0.193368096924052,0.00330183221739757,0.00081193493312997,0.0687595091677455,0.0369588979647557,0.0151417762249259,0.00934870589857197,0.00417672886913066,0.00178773558088935,0.00141971746322453,0.00202374283202665,0.00217067184516562,0.013433689748748
"J8_p3_rep1_B",0.126070462461989,0.639660134060726,0.746327467538432,0.0981078967040664,0.90799627773259,0.132198679443317,0.197604907466977,0.0042281833217337,0.00125431942843869,0.0672865400732919,0.0371194995527935,0.0147011052099816,0.00920703587719312,0.00551819201741503,0.00243029237934012,0.00136763405327923,0.00257611586838005,0.00200105740171078,0.0151532493121316
"J8_p3_rep2_B",0.125448237042917,0.636585382912503,0.755564159759223,0.0869697682241325,0.906864582344691,0.122288778450647,0.201813700250514,0.0017201489560574,0.0013312862776883,0.0638121405256158,0.0344398064666806,0.0148869055194006,0.00965644839573131,0.0056534110203021,0.00271461473885513,0.00130466320055483,0.00382187209009535,0.00178728761074132,0.0150738576448271
"J11_p3_rep1_B",0.131302424095338,0.626601960819636,0.757915830984786,0.0747494125550891,0.902485871781634,0.0997177158870617,0.206685198144192,0.00381006708137023,0.00131538301007351,0.0564632485404352,0.0349818025486983,0.0152188965291872,0.00936066645980144,0.00637690668847346,0.00322373838556523,0.00122873479946122,0.0025582333552184,0.00263644457167142,0.0132444209482355
"J11_p3_rep2_B",0.131684920581323,0.621051676358681,0.753522405456469,0.0693254980289627,0.902902970875221,0.126670114566304,0.211479418864493,0.00372963659410547,0.00135374638790737,0.0578663800619509,0.0350814799640988,0.0155623852627092,0.0104747250735276,0.00597479214702344,0.00358604491583865,0.00138118088600747,0.0016730741004005,0.00354248563103372,0.0123345720981833
"J14_p3_rep1_B",0.145224535014262,0.628744472824826,0.771529752281955,0.0633830875533207,0.891422638546454,0.0728053222596615,0.209642300343734,0.00347838320934383,0.00026151524897612,0.0475951241245181,0.0346667242857509,0.0147892508225391,0.00825218538436973,0.00658614036704774,0.00387403158971997,0.0018934861129241,0,0.00267457792496822,0.0101375896126176
"J14_p3_rep2_B",0.141462486955109,0.608472759279537,0.773051154008111,0.0613193835455186,0.892395952349775,0.0796647883459921,0.225780076244646,0.00252914217664713,0.00019790880885006,0.0483655680791553,0.0330420956003817,0.0144831358043339,0.00931037995778067,0.0060180206442521,0.00363300638155018,0.00176809652197255,0.00207260887615075,0.00323889588010396,0.0102096993841189
"J1_p1_rep1_hetero",0.109571260643109,0.654197889512633,0.635591762164202,0.112567625552504,0.913336136845414,0.337948608515353,0.213676375346429,0.00261736888852247,0.00212807889605673,0.0184218681162486,0.0316899088807852,0.0136318342926443,0.0427768689272556,0.0463095405070115,0.00346963301107493,0.00857501669191865,0,0.000654111390347033,0.0538170242926868
"J2_p1_rep1_hetero",0.101129177533799,0.754336785675288,0.687257222578883,0.113199950182215,0.902425322334293,0.116653441725672,0.164412449156469,0.00569914809348503,0.00190941262357747,0.00765661752727633,0.0313203886981494,0.0178939544138319,0.0481344764277978,0.0352922802047339,0.00207985803465826,0.00344684037778318,0.0032802137021354,0.00127281823115267,0.0620514958002817
"J3_p1_rep1_hetero",0.0774976993901993,0.760455663158553,0.693950767216709,0.10920147402701,0.920433033804373,0.131908806701036,0.164725101429027,0.00677392203929783,0.00189596806547699,0.00374003438153729,0.0220909871959254,0.0195788050420479,0.0401901879970958,0.0223932927827721,0.00526248488617838,0.00363038602084077,0.0082884770059183,0.00133763889393057,0.0535024507844874
"J4_p1_rep1_hetero",0.107530880718662,0.740046534830852,0.702554332568593,0.113931261052414,0.899264274858225,0.110479709481647,0.176736204536685,0.0043206620166688,0.00196295778788816,0.00755284071349709,0.0277702217010752,0.0185857288142146,0.0346989447729206,0.0167588399481942,0.00440676932450354,0.0108239695690337,0,0,0.0481414516423462
"J5_p1_rep1_hetero",0.137090018276488,0.732625202588278,0.669756339113188,0.136398497918226,0.841841269556268,0.140552933558258,0.170314819408214,0,0.00237967977418861,0.0105207899207787,0.0212838835194765,0.0194522733151835,0.0316342239396606,0.0140462418952584,0.00529574518645502,0.0189069031360823,0,0.00105217074006908,0.0562559238795875
"J6_p1_rep1_hetero",0.145408575070932,0.732100188120911,0.65773694717984,0.148299646664334,0.866688088146357,0.162814634886928,0.17502021550117,0.0012859982983163,0.00260215311977551,0.0138293890705776,0.0192555930062523,0.0201546641876482,0.0295491402803309,0.0125635325123298,0.00576260625818117,0.0154998419798482,0,0.00116304307929802,0.0351680931340038
"J7_p1_rep1_hetero",0.137856443523171,0.731053057203194,0.652978482151218,0.152846222075086,0.875846388037165,0.140371357107286,0.177168939548274,0,0.00249877463143419,0.0124793745735508,0.023193606489277,0.0210320736338084,0.0305317057164805,0.0132790785815883,0.00561624024955778,0.0150204432978884,0,0.00122428753174967,0.0314661851378748
"J8_p1_rep1_hetero",0.127839227677244,0.727559602291569,0.662886521164954,0.140924958141268,0.875558013415777,0.142586435975266,0.174288439150509,0.0016864651087787,0.00214343161311415,0.0138888470201154,0.0225816216583473,0.0209807758261416,0.0320499753328427,0.012401502828103,0.00593062826076299,0.0163766615812689,0,0.00081090908384075,0.0420928984005118
"J9_p1_rep1_hetero",0.147712380161467,0.723249445880658,0.675606634574744,0.127077522415361,0.842219509919242,0.135151253534291,0.178554366197804,0.0019665638896158,0.00331425982452093,0.0129391155736336,0.0214764177357715,0.0204393051613734,0.0343356316418365,0.0131872598070001,0.00613202064807202,0.0117917134159187,0,0.00134407483685513,0.0504541969913219
"J11_p1_rep1_hetero",0.168934875551228,0.739920861862215,0.684005023384659,0.128293171002244,0.858058954557683,0.163637764069954,0.16831025270566,0,0.00265380855550235,0.0103452732676045,0.0218480967616042,0.0195613517603473,0.023941778430057,0.00925171635065722,0.00464779163476478,0.0196517792135911,0,0.00113276615017038,0.0318067776164408
"J13_p1_rep1_hetero",0.178310944138075,0.736294001996005,0.669207846975927,0.140946689512013,0.85249588917697,0.13995695995399,0.166704939356791,0.00205518154400023,0.00238158618074772,0.0161045951329611,0.0180891738036234,0.0210734121278809,0.0218097333119632,0.0105773556290737,0.00590094898435316,0.0165346858007069,0,0.00129299322177275,0.0237844553317366
"J1_p1_rep2_hetero",0.107695514911098,0.666635029354528,0.647981733658208,0.113411769736927,0.916442329423969,0.280329300348171,0.206172622050817,0.00223499852218737,0.00222527866691246,0.0178923553796549,0.0318741777525231,0.0139226263266802,0.0456976474323495,0.0434877185034218,0.00449666053333173,0.0066640155897726,0,0.0004720470644056,0.053655750675628
"J2_p1_rep2_hetero",0.0930408016655464,0.753319762850276,0.687974325377404,0.112748475436812,0.914859783593446,0.107296450621281,0.165301628471613,0.00526140147329633,0.00287491644765398,0.00664891373551158,0.0329490557743731,0.0178001846246214,0.0506505779857781,0.0368658838315002,0.00277919484599608,0.00330322850919732,0.0029838667342669,0.00126150194054623,0.0636822730664122
"J3_p1_rep2_hetero",0.0784416415658065,0.753043713204442,0.687180791433876,0.110523938503932,0.910818134286923,0.149018994033143,0.169758344557924,0.00554639127320377,0.00281757772744102,0.00399426930057738,0.0212234761447027,0.0193985170742709,0.0439684836100849,0.0224236703723251,0.0054241931346887,0.00361909132512138,0.014070559329798,0.000839671940855667,0.0542054513627201
"J4_p1_rep2_hetero",0.109636452840096,0.738053690773417,0.699131021714456,0.116327889422572,0.897444582152316,0.109142099355141,0.175294811599144,0.00324770728773247,0.00173573934983171,0.00715458015190871,0.0249291650314847,0.0184138762263878,0.0334842304100397,0.0160363298263251,0.00519134271160872,0.0116103018604301,0,0.00115632061513062,0.0472437513380854
"J5_p1_rep2_hetero",0.129322480904971,0.728859493848079,0.664114018514051,0.13739877990929,0.858113884040649,0.170426951516538,0.176587690313779,0,0.00208823157918507,0.00823909399160792,0.0214932964367382,0.0189930903709841,0.0303388046372597,0.012551588530749,0.00524163110874208,0.0150338895208037,0,0.00110473901782543,0.0543461696595536
"J6_p1_rep2_hetero",0.136773932978114,0.731468176081888,0.652948373226292,0.151160196731241,0.866825552934587,0.165664691811507,0.174177540353376,0,0.00250189226078694,0.0113690186367877,0.022246252413793,0.0200653465981773,0.0297621070885573,0.0134150080515852,0.0049298263615689,0.0157825498416367,0,0.000985725561268933,0.038287783120983
"J7_p1_rep2_hetero",0.134720128093292,0.733170157789283,0.655438023282254,0.151184531046741,0.878943770766216,0.140045946986879,0.171968247433809,0,0.00239497919543979,0.012510564600291,0.0207850640945695,0.0214311358389212,0.0298956168932574,0.0127214244788591,0.00497783160439822,0.0168587482554282,0,0.00126643777397028,0.0318838536746139
"J8_p1_rep2_hetero",0.128608039013137,0.722630561152736,0.6677900865529,0.138185204784926,0.869935921007017,0.147678625804357,0.1764856708335,0,0.00222559302065306,0.0115004923243026,0.0209640655211179,0.0208750630402981,0.0303560970812444,0.0122226610249499,0.00585920445870408,0.0180243737620406,0,0.0012374180211067,0.0435069991951467
"J9_p1_rep2_hetero",0.149450758917858,0.722826445568254,0.67318264712927,0.127646645718936,0.839104201230301,0.141079507400348,0.175983381717108,0.00251358384733583,0.0030275883891817,0.01212745521784,0.0226927307494379,0.0200717049791615,0.034586413768358,0.012687692547682,0.00637763492613271,0.0125232676171605,4.850034647579e-05,0.0012765147768048,0.0522160521960874
"J11_p1_rep2_hetero",0.168574778832996,0.734172174609696,0.689850992813417,0.124800303718551,0.859623312149724,0.147181743516714,0.172676599091282,0,0.00221306566121791,0.0104541401664401,0.0207361865395267,0.020001406142562,0.0231485442399678,0.0095718544936941,0.00542003756724686,0.0192135691644866,0,0.00116630742535338,0.0315994323353448
"J13_p1_rep2_hetero",0.17148748929771,0.728455465299044,0.668276923296553,0.136385938737699,0.858607454657898,0.160389970314876,0.172076858805542,0.00126833149319697,0.00252759201312052,0.015453355335416,0.0185483144102102,0.0217429838387326,0.0239950712663306,0.0104172248531468,0.00574296065103593,0.0207037831808617,0,0.00114833533725283,0.0245588413790505
"J1_p2_rep1_hetero",0.0379576303744738,0.602431077178456,0.602418009442601,0.136681520779585,0.980593953301045,0.286975166353008,0.20761139225758,0.00278898738686763,0.00146726817628792,0.012557102003237,0.0438135299249797,0.0393108537623122,0.0368651488811463,0.0301554746814738,0.0042455699696372,0.0158652348346772,0,0,0.0436928202835128
"J2_p2_rep1_hetero",0.0401528342476526,0.643461259949997,0.616049373516301,0.150526185684906,0.925724494395286,0.203173328057198,0.180487043843988,0,0.00217401240837712,0.014737587618191,0.0331639368672466,0.0271595943647753,0.0382266628977532,0.0274314227310786,0.00482512882030818,0.0182112941019248,0.00910734209300165,0,0.0909760460192595
"J3_p2_rep1_hetero",0.0432893162501947,0.640009439591773,0.604780880003345,0.160062623622623,0.837876505184076,0.200516274376211,0.173560444469023,0,0.000912155472049828,0.0171690888117348,0.0255459602301743,0.0240612264387232,0.037113570973977,0.0206908758682326,0.00568116781787455,0.034197514751798,0.0001129412733288,0,0.128754901251512
"J4_p2_rep1_hetero",0.0399143281136305,0.606802800538258,0.584557137019607,0.2063719666695,0.858309833299594,0.208570074935658,0.16941688277971,0,0.00110479262194144,0.0248310174007539,0.0293064676658277,0.0261802209371467,0.0371796040866889,0.0173374060918408,0.00434506655612906,0.0210222608903741,0.0004385986295561,0.000107800634896267,0.111935443608256
"J5_p2_rep1_hetero",0.0433675192554857,0.623772124014883,0.581546223614107,0.231648565983286,0.925903210787129,0.187965720820122,0.170859987429393,0,0.000993210645622495,0.0274030934143133,0.0296643858090903,0.0238997426303374,0.0315195412003231,0.0141803944415267,0.00532589640298642,0.0081200793756018,0.0015146816670063,0.000527469670966333,0.0665019907535487
"J6_p2_rep1_hetero",0.0394017035299618,0.670803330342597,0.616806226303368,0.213510716660576,0.949272914703549,0.0830867397379284,0.164553524055956,0.00147239465337757,0.00099043571840905,0.0217484009161057,0.0360926808156073,0.028834497421951,0.0344383991210966,0.0126342579604018,0.00531839981385416,0.0149339816306831,0.0038438690830178,0.00148658877627867,0.0559189962056899
"J7_p2_rep1_hetero",0.0436030030169166,0.671564425953504,0.641075289903766,0.175858798906144,0.956465126580237,0.083233472280457,0.173769841299233,0.00240785954530427,0.00147845082575112,0.0202816691383871,0.0266612746437404,0.0274094015268463,0.0349835936878474,0.0100437937473576,0.00549147825975124,0.0180740060032296,0.0151479270262704,0,0.0415434357967313
"J8_p2_rep1_hetero",0.0408794510494884,0.668634933441856,0.651537591560007,0.161039631700522,0.958839836362218,0.108104444059837,0.18096409869107,0.00341836023332933,0.00115970171198135,0.0188475222563987,0.0272502610797313,0.0283487896727634,0.0338051857179075,0.00984667233000944,0.00594341123633312,0.0250229312822038,0.024787659585778,0,0.0358800956973702
"J9_p2_rep1_hetero",0.0554496339531155,0.657226060817122,0.639441885977364,0.166322837415611,0.931943325984278,0.0934699419534842,0.18300049695464,0.0055396636050658,0.0027882331740554,0.0152303571937637,0.0226911082167255,0.0251005116433529,0.0376379307824025,0.0149548454940111,0.00565377188553333,0.034298669210835,0.0273306496449425,0,0.0355532552038365
"J10_p2_rep1_hetero",0.0410161842637382,0.68217164344406,0.674190121705738,0.135419999746216,0.955371168885166,0.101688862768581,0.17863717027871,0.00316545265054057,0.000981081377194855,0.0172633475777782,0.0269276256922393,0.028384017828722,0.0347488512671431,0.0105463948183319,0.00632597714838366,0.0232805472188281,0.0230994230571655,0.00104494614536058,0.0389408420335479
"J11_p2_rep1_hetero",0.0505899066264456,0.673166923319638,0.64408857173399,0.149042809127651,0.919484463987863,0.119512801941574,0.176303599891632,0.0026720141123008,0.00135250015163788,0.00938453923133034,0.0256009271531581,0.0288757739339459,0.0398724454304848,0.0139858922717159,0.00599884669054392,0.0342704224984512,0.0139071366720695,0,0.0561957196641408
"J12_p2_rep1_hetero",0.0414609319798518,0.676690479460028,0.681446202578086,0.13882007639983,0.955655750524518,0.0698294321375127,0.173539097298267,0.00276087868722633,0.00103630075022758,0.0107462055261706,0.0283856945636711,0.0270450924049998,0.0355200806064581,0.0120259744560094,0.00575897754231207,0.0270423584995868,0.00509964099115685,0,0.0469626747596354
"J13_p2_rep1_hetero",0.0415625751828531,0.650404077150749,0.673393590034661,0.135932186885671,0.936616704281493,0.100923561160055,0.193517785619227,0.0031116829927787,0.000656931539590583,0.0118961042917051,0.0284782156355963,0.0301704101876511,0.0389552976984712,0.0145565243654839,0.00503049050958001,0.0300073401378507,0.0226762510208329,0,0.0524021295927709
"J1_p2_rep2_hetero",0.0376827850748618,0.599446129214353,0.608829190430902,0.133020904448284,0.98738383602268,0.298048774073487,0.204679010704499,0,0.00196075525923932,0.0100706719705398,0.0415136286513112,0.0402586682019925,0.0395694333790958,0.0310329664759282,0.00456000815942862,0.017608882333983,0,0,0.0415665171917697
"J2_p2_rep2_hetero",0.0410256173683845,0.638055405208539,0.625352516136128,0.148898638789458,0.919524932291402,0.154153579794522,0.176548433739534,0,0.00263777673424098,0.0147776503984354,0.0369892848908831,0.0270646849389128,0.0392243211611931,0.0296274588737337,0.00389657446749871,0.0210763757515997,0.0123830938121179,0,0.0899558279314916
"J3_p2_rep2_hetero",0.0415810561622072,0.63950473017716,0.595664271489892,0.162174300591789,0.841984596717487,0.223648406509074,0.168183673507412,0,0.00220031532566081,0.0162082329622095,0.0246826301872363,0.0244263658125018,0.0374293256743774,0.0219289774366347,0.00501912044443991,0.0375958165251571,5.831376211465e-05,0,0.12891362522926
"J4_p2_rep2_hetero",0.0403116762708877,0.600888673015635,0.577852518447589,0.2044137933871,0.843850658680506,0.220731421117888,0.171432281605794,0,0.00023985926170657,0.0245741819767718,0.0297568000697849,0.0265085315353629,0.0382802818283392,0.0177415995743964,0.00566529374452551,0.023751083589783,0.0002917383051377,0.000829441281774783,0.119957347240992
"J5_p2_rep2_hetero",0.0392686239472049,0.623055246789392,0.586222623249115,0.232432670892122,0.924305046461734,0.168671926718886,0.167202291960842,0,0.00118844050028162,0.0253021617463489,0.0239477044842228,0.0238840720483572,0.0326222053837699,0.0137520801714094,0.00505073798336646,0.0157744897166839,0.0049973651201822,0.00123413105866393,0.0683600820831501
"J6_p2_rep2_hetero",0.0396562379292339,0.670118635708956,0.613841628064693,0.215452911940197,0.936258285553621,0.0854240511495257,0.16487033210095,0.00312226842552723,0.00113203878009228,0.0216484585699968,0.0367895626074504,0.0289615342098202,0.0350846054136454,0.0118510528036526,0.00486959729707953,0.013773641025754,0.00228013871559365,0.00186493348232743,0.0619575417151003
"J7_p2_rep2_hetero",0.040395674278013,0.655462398265365,0.629825348795547,0.183198913956794,0.957635934770446,0.0902541540593756,0.179417562252719,0.00306785850064113,0.00144221130849305,0.0188482937090047,0.0269186060709808,0.0281305390966686,0.0372246178616848,0.0115192987209341,0.00655401092603668,0.0171886954011379,0.0166731623130211,0,0.0411733383376276
"J8_p2_rep2_hetero",0.0410195757748962,0.67922836186321,0.659192620492317,0.157002197981964,0.964827393025673,0.0889264124832924,0.177725143191278,0.0031265177393813,0.00103623217654947,0.0178578316141421,0.0272341719413228,0.0281726340838779,0.0350277303179111,0.00995406623209356,0.00545543854935529,0.023796057717844,0.0186629960620051,0,0.0358002388731751
"J9_p2_rep2_hetero",0.0529298954237804,0.655586034323147,0.636853608380307,0.168183325465232,0.933778147171365,0.0844679562587317,0.183149763408144,0.00558714874407127,0.000626129360408148,0.0145235912052807,0.0234295109010108,0.0243940290814618,0.0386522425708936,0.0149783894503838,0.00592853051758423,0.0337769321339705,0.0252859742742836,0,0.036527774159122
"J10_p2_rep2_hetero",0.0431292573885559,0.689780713206821,0.670049856234438,0.136366674940021,0.945695943862264,0.120627873160841,0.168589712173259,0.00325570434435477,0.00121819357865106,0.0157098369144456,0.0269955862765852,0.0286387725885687,0.0354392084503033,0.00890770895915992,0.00546224969606467,0.0265203857967638,0.0285629814089972,0.00120666088489038,0.0396091358677437
"J11_p2_rep2_hetero",0.0515284006331096,0.684881137009478,0.651181623754539,0.145627756121957,0.915219434848718,0.110890812273057,0.172300672854163,0.0027009725894552,0.00200534111582542,0.00868811807028804,0.0264723572467261,0.0288784141686811,0.0398044807522802,0.0133522700134291,0.00542439831322168,0.0317343315343142,0.0193629166124251,0,0.0539463607711273
"J12_p2_rep2_hetero",0.0399048610575504,0.68313338543305,0.670020946268615,0.13984746188691,0.957420279557514,0.114392350622135,0.174841574205884,0.0029946017530907,0.00169070371963511,0.00916519831884282,0.0270584658386912,0.0271544819776311,0.0371188839948602,0.0120314822010423,0.00570073240882242,0.0323443959425631,0.00529354731562545,0,0.0465006954380055
