"","B_LPVan_Subgroup_5","B_LPVan_Subgroup_1_6_4_2_3_2","CAF_LPVan_Subgroup_1_2","Cancer_LPVan_Subgroup_3","Cancer_LPVan_Subgroup_1_2","CD4_LPVan_Subgroup_3","CD4_LPVan_Subgroup_1_2","CD8_LPVan_Subgroup_1","CD8_LPVan_Subgroup_2_3","M1_LPVan_Subgroup_1_5","M1_LPVan_Subgroup_2_6","M1_LPVan_Subgroup_3_4","M2_LPVan_Subgroup_1_3","Mono_LPVan_Subgroup_1_2_3_4","Neutrophils_LPVan_Subgroup_1_2","NK_LPVan_Subgroup_1_3","Dendritic_LPVan_Subgroup_1_3","Endothelial_LPVan_Subgroup_1_3_2","Macrophages_LPVan_Subgroup_1_2"
"Test.FFPE.06",0.180364502735569,0.0481833760061602,0.589719389241116,0.553196087299995,0.757839185347867,0.111287084704407,0.0320184457077317,0.0254713925676954,0.102406981117512,0.190979320360003,0.0818678406374083,0.239436312083787,0.102522130645354,0.0818755123403067,0.100618541152019,0.00384541570944973,0.0466436347529929,0.0921262163847345,0.0912952971552078
"Test.FFPE.08",0.170824314579663,0.0683359397083323,0.598008589077704,0.477556799933963,0.721744961588408,0.189888288328872,0.00985666552420507,0.0192325523904425,0.0783817493326404,0.241183290166611,0.0930541507534043,0.390498467344091,0.0123686899840797,0.0899205498845757,0.0521357222769177,0.0057360500269308,0.0731637864921341,0.0558248659387006,0.144029823966604
"Test.FFPE.09",0.139165266915849,0.0425805337919424,0.559542020762674,0.391563483374226,0.716125308060121,0.148929852206316,0.043921662072869,0.0118721766206955,0.0640948672866766,0.305385497537018,0.113540361413148,0.553731339633396,0.0129311055998229,0.0888913131141357,0.10825642856369,0.004740442276898,0.0847130196468036,0.0571699096306722,0.117718549553446
"Test.FFPE.10",0.204860924753577,0.0525085116245341,0.387018111184492,0.371252553423039,0.725220112218681,0.135845130760557,0.0768476825332245,0.0131637969530471,0.0804779597350446,0.173053696897944,0.0976453972177176,0.319906663856031,0.109083156118319,0.0689931957426057,0.116180161699383,0.0100666877335464,0.0120230421921772,0.149897784338207,0.238517832295538
"R3388_YZ_1",0.320525613086559,0.0781546503357503,0.612172217945317,0.0173345616541656,0.651258797916699,0.383252155654308,0.0511766891499611,0.0322921051530497,0.0677479726658301,0.181975955968232,0.144242551434533,0.330704121688947,0.125736142826828,0.0922471074529972,0.156080699862241,0.0474658375419368,0.0189170389465873,0.159598642287493,0.0294240484772236
"R3388_YZ_2",0.261472007503426,0.0739315007518006,0.411535248402768,0.0178671621301217,0.638691084385782,0.279504156826241,0.0615602877457889,0.0383162524127094,0.02284213980502,0.196409697865,0.150008629529335,0.14541235202998,0.266249587280044,0.0894305968406323,0.199162540950857,0.10982832602237,0.0160453435863144,0.199965682524581,0.169706431105203
"R3388_YZ_3",0.311048029295698,0.0474991357471183,0.555350153021337,0.0166382207571951,0.668847173025996,0.156407891497798,0.0317874102624237,0.0259375190857045,0.0545788882493496,0.233066045067934,0.159674394356993,0.576910524888351,0.105591662242488,0.0948440165143879,0.182362401413893,0.020502664410897,0.019793349921728,0.208105071029651,0.0806686756579199
"R3388_YZ_4",0.476683424011057,0.0946322946399081,0.234100832454203,0.104332291440757,0.692518583969724,0.393073609818438,0.0267931449876881,0.0262727585207434,0.0677811065440803,0.0884073300058634,0.107065211872428,0.117913957899304,0.224270957529901,0.0465067660597301,0.121488164249593,0.127866474246697,0.0720988428797855,0.359261480259525,0.18982887765641
"R3388_YZ_5",0.334842948559486,0.130008465410481,0.463883000250545,0.113892996825346,0.675727940393097,0.487081692232608,0.13662883804286,0.0452936887608851,0.107501525799654,0.146283546229951,0.13845912171436,0.231289761426771,0.0412370331075904,0.0780809228878707,0.0702764766036204,0.0695755821493611,0.0208529425134923,0.115424775063964,0.0487950824280685
"R3388_YZ_6",0.43915102783012,0.0794602738724517,0.330385448659883,0.243242544123899,0.639111806965706,0.475304010719196,0.0126588641469959,0.0208429843059985,0.0863439333079378,0.157059217820106,0.163195881359829,0.217134241515688,0.0121308623235139,0.0556676287566047,0.201108740422457,0.0452104967048424,0.0878743245657534,0.375415216999046,0.0684474956360274
"R3388_YZ_7",0.298804458652257,0.0569334661550686,0.479714063356885,0.00943708121872903,0.655207800854553,0.158186754451475,0.0450162661418438,0.035524949664543,0.045800651886425,0.27415886105183,0.148286899250594,0.372686415588826,0.139114281607373,0.0956375857495997,0.190769871620145,0.0574154471051715,0.0185347986643771,0.245767119581969,0.115828649380575
"R3388_YZ_9",0.354471053700124,0.0893834119470415,0.455745617968236,0.420603552296372,0.700315727385962,0.135370012108856,0.0817932965305555,0.01859785182891,0.0819647052537267,0.345298386694929,0.113772802545857,0.496981253829904,0.0285709911820349,0.0899598268748485,0.0636828294155295,0.0127063788639579,0.128856440596647,0.0416788202396371,0.0917728831851143
"R3388_YZ_10",0.392010088838331,0.0944338191522232,0.562182264461384,0.00169557737574892,0.637948719507819,0.524537821405022,0.058332302207978,0.0340191940504636,0.0577235923290272,0.184565911920827,0.157379799803754,0.127431315106111,0.126430568887109,0.0922057857219484,0.13578902308596,0.0676042537570172,0.0133165524577097,0.156348808733004,0.0633545068555942
"R3388_YZ_11",0.401767150660275,0.0683283782107814,0.479971070250841,0.19693956642421,0.702570243048594,0.268702809102863,0.030026516340298,0.0154271821330831,0.109954150722017,0.0697390374449162,0.138159538647193,0.190541288183025,0.181131994212389,0.0419286001067423,0.108049074858274,0.106459238153507,0.0626750764938367,0.227922500477014,0.0526021234344276
"R3388_YZ_12",0.333539375024538,0.035638287283228,0.625906540329696,0.0138388781610455,0.755185118879454,0.109477092755339,0.0289433325168881,0.0224784363012482,0.0458454147645102,0.440263562823273,0.144002743970834,0.664036412549433,0.0709380129999189,0.0549075682590782,0.119758299215625,0.0378702769306495,0.0172467758574498,0.0615192402299476,0.0847502221054268
"R3388_YZ_13",0.349220966144814,0.0680267776126364,0.364197376539283,0.216452317666434,0.689725786429907,0.206380601716362,0.0466231088386218,0.0159339451944482,0.0621958487344634,0.130190060722976,0.117157778146457,0.434781280439871,0.0969552220292225,0.0799387567635871,0.188595810405287,0.0225838444760222,0.138506781615313,0.245013042952357,0.118945361434654
"R3388_YZ_14",0.39047553466761,0.0903922568951822,0.139505933725666,0.146925649861606,0.636346706202887,0.241577043400863,0.138002024110019,0.0380811854122598,0.0438605749627931,0.301208444349172,0.139874340570618,0.305095588665711,0.0781043233442765,0.0870061452207164,0.121064061467405,0.0846321887113687,0.145360154629488,0.201629136187649,0.215610691530675
"R3388_YZ_15",0.392001973239389,0.0540052901488694,0.485553010284845,0.0317616076684399,0.736167566651132,0.420125214346274,0.0178936083015532,0.0201806960774089,0.0537382102086872,0.197343227761408,0.124470292178544,0.417355585800438,0.0763904860105869,0.0851182629556221,0.0924141070965023,0.0471816396108666,0.0184175813418022,0.365751436661655,0.0212609403987977
"R3388_YZ_16",0.348565670633466,0.149677116852443,0.336905434888312,0.00698534724518307,0.601401899355464,0.448517419526248,0.120796862678868,0.0278681078977037,0.038406038744521,0.148110431402188,0.147408615514092,0.299203587224379,0.0772223495030738,0.070633275103557,0.144720356937546,0.0410733903996481,0.0789432626213808,0.207173895819488,0.0876040815373621
"R3388_YZ_17",0.354048974800156,0.10994119225525,0.456254517253623,0.0164123407798669,0.657799046287542,0.575454396085109,0.141974554745664,0.0228322077459174,0.0609820299337245,0.225842130190727,0.149334783803699,0.278250821829185,0.0264662701187037,0.094719469499873,0.0934520636689936,0.0123387921417011,0.114471243294301,0.0259398261248594,0.035686337977974
"R3388_YZ_19",0.43238652096523,0.0903270911764985,0.462535525739487,0.244652305308066,0.735483862774483,0.151688541635272,0.0903768158469291,0.0296874418334217,0.116259793737863,0.208755746422955,0.101542327720237,0.510543352160395,0.0232327948938039,0.0533111103590244,0.115361111223771,0.0305822184265709,0.00118848077902889,0.0832424982742377,0.11858253028708
"R3388_YZ_20",0.322239295651664,0.0334030537487378,0.564942203382049,0.50030586872314,0.753408588815991,0.0914623684152836,0.000360024529084061,0.0178996792701215,0.102022389092743,0.267781881435971,0.135735565855507,0.461398484015716,0.0571600132890672,0.0659899412450186,0.0567417082256813,0.0077218984492784,0.0271208412408576,0.127326578777205,0.123144407692348
"R3388_YZ_21",0.424036424888119,0.147887116499053,0.448081996076893,0.0109266571302922,0.64501811068485,0.39782816980071,0.081948087593239,0.0241615063322288,0.0302460942624497,0.167930098076489,0.121746946504541,0.252312405387383,0.085744489941964,0.0792189158368205,0.137170665274688,0.101677890540959,0.0440942466391464,0.213961302504322,0.0618035238904031
"R3388_YZ_23",0.434748324538659,0.0507343876957705,0.448139683377214,0.01665292850736,0.684011324907805,0.179055023615485,0.0270136312721461,0.011661417828044,0.104927701066694,0.316835807327214,0.132902447139552,0.656265551206005,0.121142907003435,0.0688982420764114,0.134229144611017,0.0327153796501493,0.010483351246095,0.204197763262611,0.201104740839102
"R3388_YZ_24",0.378810035186506,0.0923737346858708,0.475671474891391,0.0245939104712536,0.70391959217331,0.314503143301022,0.0537963640078796,0.0230511723467009,0.047159590619102,0.168270303359723,0.129602473198427,0.354559055664109,0.171540517503229,0.0803157058484258,0.153335632190779,0.0218685393100618,0.0599254238219119,0.163248158103425,0.0751002584489002
"R3388_YZ_25",0.210066558784497,0.0936502855891312,0.453751943665788,0.01235067354421,0.629960382014724,0.166154304921054,0.0828759147833419,0.0275635071611954,0.0329130877581812,0.318085601994685,0.147190410656887,0.58500372955021,0.0148396878048182,0.126689648024557,0.205224767867103,0.0394118499737887,0.0655852842861079,0.177213712136259,0.0745478044798641
"R3388_YZ_26",0.203576943486084,0.0664236850082072,0.397143317083,0,0.60430992643275,0.071113034662315,0.0542304394836887,0.0119529667578006,0.0224523373309914,0.388328397582052,0.178855469258979,0.514653805405143,0.215156048174999,0.140383957747616,0.125937254175216,0.0373041100338398,0.097214539019839,0.0224672931897612,0.27165901516289
"R3388_YZ_27",0.369407200293203,0.114525748879486,0.212031616150672,0.0236803671971446,0.616200183051015,0.231206568145711,0.140520720050081,0.020443878534082,0.0821963057579124,0.140788615571996,0.12514574477822,0.189455329062916,0.21334384399906,0.108300436492647,0.200219269020152,0.0521871077651939,0.0676686482353097,0.325915137690923,0.10354911691298
"R3388_YZ_28",0.356353527536472,0.053884700884618,0.408729377667196,0.248384530223315,0.696697935613464,0.150580833143052,0.0878327428572776,0.0293079888613259,0.0393071133460475,0.427995472605641,0.142985421166069,0.428894290859289,0.078896197581452,0.0792964733703883,0.0585067311392295,0.0762568022708048,0.0560271519130721,0.029571166471359,0.213188175114058
"R3388_YZ_29",0.432516924098769,0.0702106226884575,0.426115792771195,0.0757383212668426,0.671643320169411,0.505963836752978,0.113784473668069,0.0235849460413823,0.128269830215221,0.199187656874504,0.133239830238419,0.420919669387899,0.0289958126320451,0.0898598479228946,0.0809464547282675,0.0115973935148934,0.0735501675117061,0.153891418184375,0.098070419923527
"R3388_YZ_30",0.276743707957232,0.0438334545445889,0.428438262360009,0.290369931695752,0.713552770015831,0.106806264024862,0.046442324303389,0.0132467364329788,0.0510735146055725,0.315720685970486,0.143553477729643,0.506249326407944,0.133273888723638,0.104431372589205,0.106063593117156,0.00497568502041713,0.0679885731390342,0.0248237279354037,0.172055006479712
"R3388_YZ_31",0.255812048244912,0.0405143156987897,0.631903638311971,0.0637884449304787,0.718402051497198,0.570861811805451,0.0752156388701812,0.0417819140396433,0.0777649643545182,0.174578250766968,0.156371717547618,0.25777753415201,0.0433528905980137,0.0941468073638286,0.106134502146984,0.0391905063938832,0.0105402632620714,0.0936152612749099,0.0241663731991762
"R3388_YZ_32",0.241863029242912,0.0516594869729689,0.563779843783613,0.0469999684398826,0.704692168566709,0.161990353735393,0.0168298221143004,0.0149998311553454,0.071903846916419,0.252216872506726,0.121467889975051,0.595440911634362,0.0221967487621749,0.122887560396407,0.141904887063555,0.0300006349202437,0.025337559741806,0.163040169677451,0.0914747337341693
"R3388_YZ_33",0.38997124227097,0.0594159719144635,0.505858221439518,0.0315568046586557,0.70947315805774,0.294660978815317,0.0282031264939267,0.0290167073044382,0.0792303687553675,0.148938047946887,0.14895675738993,0.390260954441076,0.0263417985312519,0.0604451442311325,0.111570861624789,0.0457423186880483,0.00426847121748349,0.310272595613733,0.0207536938596164
"R3388_YZ_34",0.400163905981036,0.0724583627576277,0.391064714739671,0.0154931318927084,0.689842598935172,0.373031767575472,0.0800037710533282,0.0188592340196309,0.039157501473364,0.215093773419589,0.122216345176094,0.31426270416206,0.0937746508073303,0.105335641658725,0.182708712728649,0.109770272150149,0.0373385144782089,0.274451878903902,0.0999300603911487
"R3388_YZ_35",0.311690240217029,0.123761424073575,0.354909051099045,0.004224101123038,0.604455069497116,0.450635812783474,0.125499762429332,0.0436194161599852,0.0405164551047797,0.309562624086923,0.157040464683764,0.278763425257327,0.0203781647170742,0.0995065090523776,0.0940293760095672,0.121249095665832,0.0770002597045565,0.263345270678006,0.0240309371487964
"R3388_YZ_36",0.341954766148417,0.0431293915914518,0.493538286206045,0.0222595447332061,0.769676820963169,0.464116912553527,0.0361860004084779,0.0197208437803379,0.100437016458932,0.218028736767591,0.126035465924884,0.445791115852847,0.017075089626298,0.0683165525157277,0.123737688221816,0.0153326722676016,0.0196131657184297,0.273379862942,0.0305613606950455
"R3388_YZ_37",0.222221716047163,0.0339160866680263,0.489383881831859,0.0231777717088051,0.700264788223292,0.116722925433807,0.0543109748311652,0.0200503167230113,0.0237131199805374,0.289764303788004,0.178374028166765,0.646711927544649,0.0998017017937967,0.0732343515262728,0.148179904540672,0.0448949312164981,0.0766403697387442,0.0966031109591633,0.155640483462034
"R3388_YZ_38",0.356105372002664,0.122156671768309,0.389845721717117,0.0212276340845072,0.628230651826661,0.43371103224924,0.104793614904071,0.0309332707949425,0.0551806635417789,0.239930702320455,0.148403577285886,0.33118107867951,0.0479065452645316,0.0923954908220386,0.10773819835939,0.03428972260014,0.124478368009761,0.136436194756929,0.0790463806853236
"R3388_YZ_39",0.284689676398294,0.0941206819608355,0.407928276255939,0.0637812734361798,0.647913702636196,0.394466709555697,0.0897346480027511,0.019131390784881,0.0738807230654211,0.231658561650106,0.141372101513211,0.315533796927884,0.11064566331129,0.107989321720386,0.151819216845485,0.0714858306010434,0.0789712362504036,0.216320090942063,0.0564455311051809
