"","B_Immucan_Subgroup_4","B_Immucan_Subgroup_1_9_2_7_3","B_Immucan_Subgroup_5_8_6","CAF_Immucan_Subgroup_1_3_2","Cancer_Immucan_Subgroup_3","Cancer_Immucan_Subgroup_1_2","CD4_Immucan_Subgroup_3","CD4_Immucan_Subgroup_4","CD4_Immucan_Subgroup_7","CD4_Immucan_Subgroup_1_6_5_2_5_8_6","CD8_Immucan_Subgroup_5","CD8_Immucan_Subgroup_8","CD8_Immucan_Subgroup_1_9_2_3_6_7_4_3","M0_Immucan_Subgroup_1","M0_Immucan_Subgroup_3","M0_Immucan_Subgroup_2_4","M1_Immucan_Subgroup_4","M1_Immucan_Subgroup_1_6","M1_Immucan_Subgroup_2_3","M1_Immucan_Subgroup_5_7","M2_Immucan_Subgroup_4","M2_Immucan_Subgroup_1_2_5_3_5","Mono_Immucan_Subgroup_4","Mono_Immucan_Subgroup_5","Mono_Immucan_Subgroup_6","Mono_Immucan_Subgroup_7","Mono_Immucan_Subgroup_1_2","Mono_Immucan_Subgroup_3_8","NK_Immucan_Subgroup_2","NK_Immucan_Subgroup_4","NK_Immucan_Subgroup_7","NK_Immucan_Subgroup_8","NK_Immucan_Subgroup_10","NK_Immucan_Subgroup_11","NK_Immucan_Subgroup_5_12","NK_Immucan_Subgroup_6_13","NK_Immucan_Subgroup_1_9_3_9","Dendritic_Immucan_Subgroup_1","Dendritic_Immucan_Subgroup_3","Dendritic_Immucan_Subgroup_7","Dendritic_Immucan_Subgroup_2_4","Dendritic_Immucan_Subgroup_5_6","Endothelial_Immucan_Subgroup_1_2_3_4_2","Macrophages_Immucan_Subgroup_1_2"
"LUNG-NSCLC2-0588",0.944661779567785,0.0824307548555504,0.352879572888027,0.418653003991585,0.0118570297444654,0.603779439021804,0.443816314002041,0,0.0423485128963383,0.0566644849674052,0.0675874356901902,0.0362181764409263,0.0167863643509951,0.0197185255463774,0.032493454883535,0.0401282917165533,0.0197692152924865,0.195617671450471,0.110026564463265,0.437283039567051,0.0848361459367762,0.140204407401931,0.243190216814848,0.06093976227623,0.116080376954726,0.216474566298091,0.0695170719514761,0.0491233186385402,0,0.185883270698172,0.034332431553917,0.0057314578852148,0.101836083958641,0.189139217489935,0.0344349932026965,0.0284190856389621,0.0695903764816221,0.0341910797761894,0.0447551159507783,0,0.0493180033255214,0.00480917555687078,0.204382631182551,0.115793968260709
"LUNG-NSCLC2-0590",0.85542725574803,0.127675942205896,0.36753868323749,0.367967077332684,0.629571465362997,0.718010157031356,0.373469191301382,0,0.020143926864312,0.0436348318587018,0.117888904699359,0.208806374364026,0.00449358890248069,0,0.042494493571828,0.0354642128773466,0.046047041468554,0.173585097738484,0.0811178494203386,0.242285214167347,0.0781798891744424,0.0710480120478182,0.255848989803932,0.0356901659319246,0.0677781482368199,0.138259967232656,0.0568836392878602,0.0301674235726803,0.111867566446183,0.141932449432292,0.0146209790005544,0.0021855264645368,0.00555677667484725,0.120385412797687,0.0687023621981651,0.0122175986151362,0.0675814806366219,0.0392442036606256,0.070592808008837,0,0.080844344531441,0.16876799915704,0.110683421943225,0.187187461689657
"LUNG-NSCLC2-0592",0.806750799092794,0.166907247640622,0.602515344874384,0.155546073608921,0.23420107353799,0.583274579253362,0.470306388748434,0.0117654505735837,0.0888488747653753,0.0770181827703645,0.0599585109198738,0,0.0460992150874681,0.000179679129899723,0,0.0167671938181266,0.102219033375142,0.183397430614722,0.0824489590143215,0.27018990836768,0.0581294800500966,0.118891408352066,0.0737278705024843,0.0291544355562138,0.0301521762524985,0.192710644826797,0.0950339243235736,0.00928476654321908,0,0.0875266877501387,0,0,0.0260008331602738,0.194316565420194,0.0305056166575531,0.0239694266867373,0.0132050646699259,0.0470756902995751,0.0598400479474742,0.247625515784354,0.0791889235246512,0.0435295405254596,0.0476580309900606,0.434086427344414
"LUNG-NSCLC2-0593",0.98066488139782,0.166312852269701,0.423992059973437,0.473520571170894,0.0188100352180571,0.647214861656967,0.54470371398257,0,0.262910644796199,0.071053524395009,0.0612292562546445,0.0213795227959464,0.00913733751427617,0.00474769313791403,0.0334134432167297,0.00512554768687693,0.0253892206479341,0.201067994695898,0.0975133611120844,0.231970219005983,0.114550032756534,0.0927457203666829,0.203382041972601,0.0627465746457402,0.100658470693342,0.214428998172146,0.0535577435714182,0,0.0193351186021796,0.115058960489353,0.0040125007729448,0,0.0995760294498164,0.257354332438908,0.0664340085940543,0,0.0535388356888495,0,0.0400529566656155,0.158740654811897,0.0646397835007717,0.0365438608949172,0.0933742164991158,0.129627106551403
"LUNG-NSCLC2-0595",0.890451176690985,0.114570965017079,0.37534017031531,0.39076214763026,0.578623106995461,0.717990901950655,0.465918294063591,0.0421515160563379,0,0.0859208677713001,0.063995372659686,0.227769128599462,0.0112425839158712,0,0.0538152085928186,0.06252598962491,0.058256832092487,0.163126755950787,0.0830048760838158,0.342220987458272,0.0944416406606942,0.0583974166648544,0.240286653491109,0.0329474167380797,0.042425493885289,0.0890128026245556,0.0476490696174299,0.0245765909045955,0.0800569142235009,0.122970162829253,0.004679576324301,0,0,0.15279730421938,0.0433177932604687,0.00253355877081138,0.0634715318488307,0.0720437857187805,0.0730983107417288,0.0520416926191272,0.0374480749109906,0.117659833766313,0.0727633889160602,0.194684664609619
"LUNG-NSCLC2-0596",0.939373147856866,0.0913554869426552,0.361330921343277,0.556193497465104,0.159383740393172,0.713584236903352,0.458452677971188,0,0.0294485943610694,0.06251527312867,0.0904829462691872,0.0345374035465592,0.0164400181685791,0.0284670603761899,0.0411137002514625,0.0378071911983959,0.0323790763200107,0.386486742348828,0.0755424841247604,0.670183447206312,0.0960578692701076,0.0626775382676184,0.246109933842705,0.0434732597900317,0.114847060696102,0.185393700636876,0.0756189668072712,0.0422186922044162,0,0.157818501721135,0.0284004867152358,0.0098191010343098,0.0408579143539484,0.076267994867331,0.0784966145479201,0.00405027065872925,0.0501512296768306,0,0.0352263860956316,0,0.0533903804410374,0.0619640568212684,0.0583933465320418,0.121269862972836
"LUNG-NSCLC2-0599",0.853142528551475,0.115159658944313,0.432207201381333,0.330209765099234,0.01826548472133,0.626171585405776,0.389872223537206,0,0.0603888395318054,0.0850705280028069,0.0503206118905896,0,0.0250132392150598,0,0.0393918837985793,0.127075029950152,0.0152895970839309,0.237033232053016,0.104302339332991,0.534081913687623,0.0439513430573574,0.168390819532984,0.211051415044026,0.0385453083289859,0.10098646527604,0.252961614471836,0.11093511584339,0.044995606388852,0,0.133459279231622,0.0027132525250352,0,0.0658342701214909,0.175896503223533,0.0666263205279237,0,0.0342088277359673,0.039409059243468,0.0617562312008728,0,0.0820080444931468,0.070641861915007,0.11859390580853,0.259535291552833
"LUNG-NSCLC2-0602",0.725347736080096,0.0914618268328451,0.438250994037706,0.481017476732788,0.00869868319543127,0.670956697522724,0.436273658199902,0.0034575848418077,0,0.128358037431674,0.0551846522413761,0,0.0335058125329912,0,0.114393735848686,0.112642477824153,0.0130147572644501,0.390897125455515,0.109411042954844,0.436319915277177,0.118974203247128,0.0870695105779257,0.169199467662714,0.0119833114060278,0.0519397794445012,0.205426793942035,0.0680895608752975,0.00542879445018917,0,0.138728329167464,0,0,0.10491966473391,0.0993647207044364,0.0900681131384912,0,0.0227928766026129,0,0.0118712956509867,0,0.0919994575949333,0.0340370922376712,0.0451777744850299,0.196695505962997
"LUNG-NSCLC2-0603",0.916248181661321,0.0967774510103701,0.427827525702339,0.517193696882268,0.279068554390942,0.72219205362052,0.351559557120545,0.021367837712953,0.0386105725601786,0.0605987166332599,0.118114461299914,0.0595865486197365,0.0389923661075034,0.0190480921452589,0.0039067492475438,0.0278600806869357,0,0.354425911222335,0.073302654745599,0.592502803888806,0.0581829945127936,0.056898244804393,0.216671108985013,0.061128874734235,0.0700243066925855,0.181880116298901,0.0832795764518456,0.00934710563168233,0.0239902598491189,0.132222887624008,0,0,0,0.159002636963203,0.0376154114397311,0.00561103836666852,0.0386354327163387,0,0.0426072949318995,0,0.182057028692147,0.0501553405246351,0.0803393639695831,0.133861797575503
"LUNG-NSCLC2-0608",0.96348692070893,0.0639639437883099,0.503539086725131,0.410884229237302,0.2873640056873,0.715609753251376,0.441041446794791,0.0306801261510221,0.100783852380448,0.051189616264578,0.0772299621598209,0.157400835063544,0.0156286251315475,0,0.0450038821150898,0.0251680783573965,0.013064038223065,0.169388357498236,0.099925142144816,0.387409930141547,0.132600124989762,0.0732143093429318,0.156500819337459,0.0588481357574982,0.0789316676923199,0.13292787162208,0.0585237365170629,0.0307835852389595,0,0.112049403155822,0,0.0036345452374829,0.0641570477868953,0.186350814534768,0.0482920014170769,0.00636449708302238,0.0420475987837618,0,0.07832040552773,0.176041227724625,0.126169805868631,0.0687291927742543,0.0829381943631826,0.232790042375562
"LUNG-NSCLC2-0610",0.806321570165056,0.0705422973076555,0.417610750328278,0.532837636424816,0.0620243888951381,0.710488976382793,0.49470465699355,0,0.0685187432102128,0.0766579798015169,0.07962245963382,0.0240012644146056,0.0438652128789378,0.0306618978692302,0.032625684735737,0.061857843013121,0.0210839179062288,0.283615575725372,0.068633610097682,0.836660550912429,0.131100558216296,0.058868429936795,0.199595262101843,0.0561142508076638,0.104704582386562,0.236503750396024,0.0711109010842191,0.0232626829104854,0,0.151821195509087,0,0,0.0670437764509817,0.138538683731983,0.0551961663129572,0,0.025551912345061,0,0.0500130381789458,0,0.0677851454880113,0.0108444659426332,0.0967343703487579,0.139638591063426
"LUNG-NSCLC2-0611",0.912325942334354,0.0929686244644281,0.472144742820885,0.419531914117073,0.177399426596927,0.685547290079105,0.506619206629472,0.0131508339352591,0.0650460036243873,0.0816543424835092,0.0810401074201169,0.0146803713348072,0.0216076508547955,0.0111942803012358,0.0100298861743073,0.0195887066521979,0.0859942876261896,0.222487622094381,0.0734945630573369,0.336751912717399,0.108071186916484,0.0936636187353137,0.168200643794728,0.0440774865179703,0.0571701589979492,0.186010844553969,0.0824309205166008,0.0110906457849698,0.0743652827236821,0.0973617381841457,0,0,0.122162455657009,0.291227277620502,0.0434612279675037,0.00932225051946208,0.0323829131834968,0.0328416517040843,0.0608546355315374,0.228194183867109,0.0839753585375788,0.184990407889129,0.0830680551158052,0.186015369548927
"LUNG-NSCLC2-0622",0.910737770286167,0.0868296252144043,0.475592079949378,0.347057250071155,0.355384715911313,0.684232583163478,0.369504857923218,0.0252507409483759,0.00412729904128843,0.0567266992385907,0.0665163637834493,0.0925179079245556,0.0219753906916788,0.00149553945550787,0,0.0803409527944415,0.122233135885151,0.308077043912681,0.087907986979892,0.387456498067468,0.0685684373674719,0.110502038273276,0.167510503059861,0.0261097108067456,0.0160063992937374,0.167363532919972,0.0898433626184339,0.0275662348466866,0,0.108382599160464,0,0,0.016229556176964,0.176041130915812,0.0645686393010922,0,0.0293216631847524,0,0.100392913173585,0.0233402664058846,0.0465465702650345,0.128189701515647,0.0643621715827661,0.300215602032319
"LUNG-NSCLC2-0623",0.74462715663437,0.0929385813546684,0.398994789712626,0.592723012599018,0.0500494320334438,0.695160152519152,0.46452175572557,0,0.169069098568106,0.0445592160955372,0.120827012964602,0.0238379939884137,0.070782049461353,0.0754824989175617,0.0356711338344263,0.0325731941964047,0.0382890432833982,0.261087712917747,0.0311727400432829,0.509730361844813,0.139609939807913,0.0584493528762161,0.210182985790879,0.0525929099768481,0.101599782893623,0.253835030032981,0.0770022458000366,0,0,0.149792529018352,0.0454127751715859,0.0252648814905434,0.0565075061248637,0.101895290945144,0.0658776760266008,0.019091094674349,0.0440852808103852,0.000214728867408089,0.03386777918776,0,0.0497921105607732,0.00732230642432203,0.0556649920922452,0.0846146432493553
"LUNG-NSCLC2-0630",0.778813860197961,0.0929580687642297,0.377808895982784,0.490130928465732,0.0994547669459687,0.726600679716895,0.440695327304322,0.0182414436784379,0.171276184871198,0.0698297058856094,0.092916245093625,0.155614185838221,0.00418357053566309,0.028215108343694,0.086121654148266,0.078029039261494,0.0270267543528417,0.21665702101865,0.0743350868860009,0.625782285239592,0.14137318836074,0.052159128202709,0.258659997331206,0.00479254287974753,0.0503701130475217,0.172450676846439,0.0641087808579796,0.112429652851216,0.0965333424644052,0.109097323030829,0,0.0018512208151066,0.00612062137634755,0.256987055142048,0.065230040845078,0.000305577874701917,0.0576887753387854,0,0.0281900225877478,0.0247072264965075,0.0807610296149275,0.0858607411057259,0.0892017653271367,0.140440144254689
"LUNG-NSCLC2-0631",0.888313593721299,0.1200246712833,0.42565795856521,0.471917546790356,0.0868050769455052,0.710464411122029,0.448987157914796,0.022478695462813,0.061592774309696,0.101862639674034,0.0813054459069316,0.0118253505383776,0.0394074732592803,0.0446420011196394,0.0375866064723473,0.0442664178572579,0.0592547947100656,0.316948679859785,0.0500152164494206,0.571258943265965,0.107321421752708,0.0424707886758379,0.216653230667015,0.0462593741385765,0.0726320181159495,0.236308259628864,0.102573499694079,0.0309496467548041,0,0.122585005353689,0,0,0.0354715396187621,0.104545596659991,0.0439140781445781,0.000648088905727217,0.0188845859194623,0.0016622533096461,0.028234560883552,0.071582569108276,0.116460938295248,0.108302970606097,0.0455353883011902,0.14252951854736
"LUNG-NSCLC2-0632",0.761751042214944,0.145103558736627,0.42439733425881,0.440377851732835,0.20134390315492,0.693617772846458,0.445662348590276,0.0418227726358976,0.0134478766084793,0.0792914834540692,0.126848969142855,0.0969885243872822,0.0717294670174956,0.0077264062283722,0.0335286520144901,0.0286135175256776,0.0652434567226692,0.276505765224206,0.0801869849779001,0.485014737483942,0.0856231195630695,0.0635783225058503,0.18604079359413,0.0353767932545249,0.0608546350647966,0.109569985345847,0.0654394445596206,0,0,0.139912367093443,0.0103778374874557,0,0.0402544040182971,0.132088640616778,0.0245069453669087,0.0231856004628734,0.024241866848559,0.00345105955610725,0.051408264879467,0.123008099797114,0.0536776760625254,0.167914591117694,0.0574399396286295,0.138513176474799
"LUNG-NSCLC2-0633",0.920336115631077,0.13366495636445,0.526077801946912,0.320788046833854,0.021680644032453,0.643384003406185,0.503909425672869,0,0.187186213622345,0.125576200930048,0.0610032721433282,0,0.0194347719358161,0.00118027858150443,0,0.0615650946352823,0.0129196009212423,0.222483998791695,0.0955751576930688,0.363334920073584,0.0757495410828776,0.122087603938732,0.146173205119509,0.0878285402615888,0.0848217503262991,0.27485225177826,0.0890709658599051,0.0667769941139103,0,0.0808749334018908,0,0,0.0638542344446856,0.213803156142405,0.0635145547430239,0,0.0330852028657946,0.016411239342607,0.0970719212443236,0.108835839316008,0.0966625116346923,0.00495307766410132,0.0763785600058523,0.273034709993029
"LUNG-NSCLC2-0635",0.751100995871569,0.0670720121469585,0.278012199292817,0.598987369848186,0.477827860924521,0.764407963031686,0.483060016206705,0.0324365585461159,0.170297073360567,0.0311213698614505,0.101190236135298,0.24672333621091,0.00489636164126058,0.0038632888346435,0.092817293688209,0.0619134937628523,0.0238741377633153,0.220417574064776,0.0895124712005985,0.292957362600682,0.14855320397587,0.0645475269357493,0.273105952509802,0.0495929600081433,0.0640302656039751,0.0817246107449967,0.0369248458074905,0.034515295791662,0.215322088593005,0.185739267525722,0.000314115163994384,0.0133022311195172,0.00209000870960675,0.117506168644618,0.0993043209248685,0,0.0741012296446668,0,0.0133105595103311,0.0776687651867243,0.0551617122433572,0.0463101192252715,0.122050533861221,0.0462436112872254
"LUNG-NSCLC2-0641",0.834535372398092,0.046854845453675,0.407922117881895,0.606470627491705,0.043991295473988,0.730789526683077,0.461703189626452,0,0.235971401510531,0.0343046699407879,0.079196604114892,0.0205352290350749,0.0253477051477358,0.021872230167812,0.0240763716616436,0.0399543926632545,0.0365114594551746,0.323391145013236,0.0819692608485204,0.368095705695731,0.0891359641582248,0.118495862350325,0.216093001845694,0.0661215630633258,0.0878967473333232,0.273946165996128,0.06178976699882,0.0250437549945137,0.138136852250003,0.140333363571218,0,0.0075078588405254,0.0999785455860072,0.148773449822118,0.0592467578532866,0.00211539750440612,0.0426695481754646,0,0.0586139853915147,0.0891588376728225,0.058749841997751,0.00493734982459773,0.0745740515784078,0.129045877433193
"LUNG-NSCLC2-0648",0.863519301641406,0.103450205375344,0.506130189715417,0.401691766436978,0.00813466549871093,0.660166547562199,0.536507474859925,0,0.415501458840009,0.073871834456986,0.0675141166457183,0,0.0225565095863552,0.0061825595319985,0.0194179361731472,0.0319038562918151,0.0242711352010698,0.336959044113423,0.0933523793901005,0.289239789008942,0.0831883775052135,0.148272258258213,0.134459842644248,0.0546536915569182,0.087410456403906,0.256780972205502,0.0645114488332494,0,0.0547762298918853,0.116016260676715,0,0,0.0544639679353443,0.150635190482631,0.108180476272296,0,0.0247431148323169,0,0.0253301093074002,0.0138629932858735,0.0966910004712839,0.0131212974886635,0.120150641792764,0.223320080874758
"LUNG-NSCLC2-0652",0.852919539290046,0.0791352110642386,0.449050093689658,0.482727233648168,0.0308070629869094,0.705918249500055,0.418420507584746,0,0.0472677312676187,0.0682331876620246,0.0814302338619053,0.038729858305439,0.0297737958559904,0.0245547466860717,0.0345114017214353,0.104915692622512,0.0434445492698809,0.24081500410611,0.0755016647758959,0.762393485588219,0.0586580185768551,0.0701499726132041,0.18941245154818,0.0251243275286183,0.094524796714174,0.203817032822428,0.0902416895340029,0.0330582046690741,0,0.125496375495987,0,0.0040312375769889,0.0790478356333784,0.280782226057416,0.0327418864848046,0.00495391034819453,0.0274013203340666,0.0087148738671644,0.0463717979527236,0,0.0607648728172777,0.0290814134870625,0.0870715357486199,0.185467845318628
"LUNG-NSCLC2-0657",0.793458239056697,0.187470117802258,0.514918248519031,0.316527893702837,0,0.57713805140825,0.474321910100648,0,0.144585307919743,0.129726919379019,0.0478825069725739,0,0.0570373635765841,0.0161782882276157,0.0299065691472447,0.0563755731187445,0.0828254521129541,0.319212911051035,0.0916434914447048,0.440630095566734,0.0705529233409505,0.0983387630892428,0.129090010953281,0.0461267535410201,0.0870024163401737,0.21258326253327,0.101061793725155,0,0,0.110929120113038,0.0213375563834859,0.0020705408573225,0.105143801816567,0.10631879923366,0.0451842243542384,0.0061560288554593,0.0145045974491102,0,0.0458279288100634,0.0160281372320427,0.0465949436316001,0.0249436237499587,0.0756273879053875,0.220614852048604
