"","B_VanIP_Subgroup_4_9","B_VanIP_Subgroup_1_7_2_3_6_2_7_5_6_8_2_7","CAF_VanIP_Subgroup_1_3_2","Cancer_VanIP_Subgroup_1_4","CD4_VanIP_Subgroup_3","CD4_VanIP_Subgroup_1_5","CD4_VanIP_Subgroup_2_8","CD4_VanIP_Subgroup_6_7","CD8_VanIP_Subgroup_1_2_5_3","CD8_VanIP_Subgroup_4_6","M0_VanIP_Subgroup_1_2","M1_VanIP_Subgroup_3","M1_VanIP_Subgroup_1_4_5","M2_VanIP_Subgroup_1_3","Mono_VanIP_Subgroup_3","Mono_VanIP_Subgroup_5","Mono_VanIP_Subgroup_1_2_7","NK_VanIP_Subgroup_1_8","NK_VanIP_Subgroup_5_9","Dendritic_VanIP_Subgroup_1","Dendritic_VanIP_Subgroup_4_6_5_6","Endothelial_VanIP_Subgroup_1_4_3","Macrophages_VanIP_Subgroup_1_3_2"
"R3388_YZ_35",0.826804196786829,0.179206165407874,0.455309654330983,0.354818686985578,0.56911462348223,0.145441936294388,0.0226552288322604,0.400043078275326,0.0381522089730656,0.0405164551047797,0.0696372085338117,0.105867349229147,0.281719048139987,0.0203781647170742,0,0.0168707074052052,0.105686600336527,0.125726867828194,0.0742037438135414,0,0.0679800174743413,0.165618049518218,0.0586202364650688
"R3388_YZ_36",0.731362874985302,0.0889119104525818,0.565228857214186,0.491124876244407,0.395506200648389,0.029148876750852,0.0305899473832827,0.519586767579582,0.0122389680725223,0.100437016458932,0.102848273702174,0.0269634534220525,0.364695039234464,0.017075089626298,0.060122402294652,0.096875454608675,0.077271165565358,0.0210153759817805,0.0784817281150793,0.0211082927202689,0.00840618304244235,0.222078822260156,0.0553837756181147
"R3388_YZ_37",0.837974560693231,0.0591932509969941,0.552389208394434,0.456938624435211,0.255105858167059,0.0606397798302157,0,0.133205456100647,0.0111906615847313,0.0237131199805374,0.351836185404137,0.00397756701218524,0.521301032689853,0.111556580735375,0.0776131640460051,0,0.0875534338800557,0.042600015197486,0.0648448712585289,0.00339555697172916,0.0454202185110572,0.055767504548198,0.180218905216981
"R3388_YZ_38",0.862112149889789,0.186174353356707,0.398254785353286,0.413114552434889,0.445000244837689,0.10774168054557,0,0.437581387951516,0.0251634310363613,0.0551806635417789,0.0910995718462009,0.128608957583655,0.293538081558937,0.0480623211076211,0,0.0387508869022441,0.101343338287745,0.0434786300093157,0.0800283050011796,0.0165537289223487,0.116784666242121,0.0793190423426046,0.151550047501473
"R3388_YZ_39",0.831597425191742,0.152022984437315,0.460042844071278,0.439456962695162,0.464660411881473,0.0828775929667373,0,0.349440374697401,0.0129595568287442,0.0738807230654211,0.0273842248020248,0.091352462883828,0.283649286556016,0.127190674824937,0.0203891272387695,0.0505447829068448,0.120683899481372,0.063162359373532,0.0510627997986247,0.029887480040212,0.0440283961451185,0.146532294438071,0.116059836171648
"R3388_YZ_40",0.82164896112519,0.240092188048428,0.342257536152399,0.705056513566391,0.346536884255445,0.0876996676628991,0,0,0.037561678928276,0.0988056401066716,0.139901125970334,0.0668805577622056,0.287769262191978,0.0236387147707759,0.0776947319560072,0.021629534006072,0.0677355254211926,0.0453411299431953,0.139691921724324,0.0130226547249831,0.0646968773158304,0.0388360017266351,0.210704895352198
"R3388_YZ_41",0.961795757648261,0.26106855544322,0.401974460396576,0.372023762218344,0.429854313623093,0.0812772870325224,0,0.470929981912964,0.0249750527441961,0.0461450010592255,0.0229054611384587,0.023084107442726,0.19051391517105,0.041565654064635,0,0.0926998497152459,0.0986761216625056,0.0519636902702936,0.0408932462933025,0.0262002490711494,0.0474373370009955,0.102422348545129,0.107843710744964
"R3388_YZ_42",0.809455871359322,0.107753736633066,0.476226032531549,0.568851521456403,0.50168756173329,0.0393083133458112,0.0273438579424845,0.257508665316175,0.00773796829896978,0.10581213344726,0.0527821718015553,0.0463684078521785,0.247626262520022,0.104676017227174,0.0171277531669134,0.0469908053926559,0.0760330850502384,0.0608968035226998,0.0424259073664717,0.0315567837464237,0.0532528533101787,0.153418638904602,0.0823963085640029
"R3388_YZ_43",0.82097362576711,0.111860846669276,0.518489682336431,0.45938508295273,0.333328614495929,0.0447034041471006,0,0.249769478241776,0.0121872800414665,0.0711217215402465,0.162505854098992,0.00783728455393146,0.513459324323468,0.0552021648067789,0.0342784811144265,0.0543608324558969,0.128764276343272,0.0234097179727148,0.0781932750396342,0.0283587473329175,0.0274216952040194,0.124995418064438,0.124810059789447
"R3388_YZ_44",0.811540241000933,0.114282077356994,0.438797053107466,0.612489418694833,0.249178932609928,0.0492424191297522,0,0.0759732674522019,0.0114950817443918,0.0893291688417962,0.142293062318075,0.136437317450632,0.398219933512125,0.0427028319835927,0.0428919102065707,0.078385814951808,0.090679091255583,0.0427085326920001,0.0584256442338818,0,0.104623098303371,0.0118348338505996,0.28870216129965
"R3388_YZ_47",0.738228594695661,0.102646933422216,0.541997003580406,0.52722728489022,0.49700137368044,0.0524999655865693,0.00365811223204003,0.249137416555257,0.0124696445244189,0.0911079415878988,0.0395662333981482,0.0439616445462712,0.334350222573336,0.078612146003883,0.0313372479467627,0.123155353062118,0.0716433376220245,0.110874030156829,0.0422106222954289,0.00917647053813776,0.0240564498322433,0.100923353847424,0.0941618238731034
"R3388_YZ_48",0.728975217030106,0.0744300158245411,0.647962123342508,0.581677885959849,0.418318531234058,0.0295265763797293,0.0202832992816875,0.223832244311374,0.0135687783104666,0.119722403418223,0.0737184883218467,0.0319235677391599,0.48453436084064,0.0204262563853623,0.0584205799097634,0.0287844555817595,0.130146312081555,0.0152884088470437,0.10390788356991,0.0248984466496946,0.0153520302783393,0.0736427577214737,0.047818720304472
"R3388_YZ_49",0.862154668366802,0.151784425141,0.391975339455722,0.468341801292677,0.470306333134299,0.0836435273164899,0.00639673811989837,0.212212959910043,0.0324744922949372,0.067053823510192,0.0126557999147869,0.0937936547975692,0.227847429511565,0.12024284743999,0.00420610926050625,0.0747998656011891,0.0802172983316369,0.152792999704921,0.10115198507851,0.0441454734974115,0.0539425758551993,0.21209171101726,0.135644099830998
"R3388_YZ_50",0.844960495614563,0.19871942842393,0.310745111788518,0.388903002986654,0.46277937782089,0.13989744227751,0,0.481861384689346,0.0196505954644106,0.0341140437493254,0.0446576449816661,0.0511815999056789,0.170101633419517,0.126133182416251,0.000779653377575973,0.0950282810776621,0.122471419822921,0.068389191106749,0.0764695381430544,0.0621087032982889,0.0451941899183503,0.127008915024672,0.182307828236524
"R3388_YZ_51",0.655821409637365,0.131060873404758,0.317620018004306,0.681236387462015,0.378739550873341,0.0654473469698133,0,0.00759194037544867,0.0260354742831933,0.0971223065073729,0.0436089762261111,0.096935314960872,0.271244384880938,0.08757993189697,0.0385403861112759,0.0819717550516364,0.106555473609351,0.0240820626263888,0.109802818121041,0.0371588632329728,0.0799487921697316,0.158887181701486,0.248311733835469
"R3388_YZ_52",0.910479631817747,0.109021379107078,0.50911517669004,0.442502112028578,0.360243563672555,0.0453438115310801,0,0.0614163024920103,0.0176345349798548,0.0273906646492182,0.160217275267109,0.00917223404800264,0.536105212480451,0.134174687696704,0.0433728911482299,0.0789791305031189,0.119813698188518,0.0555826411196552,0.0698271158943288,0.00228105275658467,0.0129492558199846,0.0741157378430697,0.227095306285092
"R3388_YZ_54",0.902829632002771,0.180412784291848,0.556698772174184,0.430927304034825,0.445248362055494,0.0770330724526352,0,0.271424529418083,0.0185563862486099,0.061550039846865,0.104510639788949,0.0196834762597617,0.392478355804065,0.0909806207480511,0.0078075622054862,0.0249830390771044,0.0962477367019532,0.0675445177908578,0.0865186638828694,0.0331430716918664,0.0342741238879785,0.0444358350611857,0.0632874682511331
"R3388_YZ_55",0.781998568810685,0.122710581353893,0.518347287719777,0.59974327126945,0.361893240415359,0.0887740343747855,0,0.134566830025855,0.014737995383185,0.115504013819157,0.262933892755771,0.0698540583980312,0.412687850111032,0.0125750929907088,0.00699129555301793,0.0238692756250811,0.0669014080841657,0.022098009939134,0.153314380501722,0,0.100400958231395,0.00305401267824044,0.153864147167651
"R3388_YZ_57",0.533026265853369,0.107083875035196,0.500817566921455,0.464562757550781,0.390489118349385,0.0158399531352734,0.00991248268766985,0.110774373066586,0.00788141372592863,0.0789992487738796,0.199882953562535,0.0432363095592672,0.518286761736375,0.104712110256265,0.239991265198198,0.0865127770179443,0.100840807735741,0.0151556183692873,0.100195526342537,0.0364345748415866,0.00825910764634668,0.19260229453231,0.173990658744665
"R3388_YZ_58",0.74721638166143,0.140924851983557,0.532655179558349,0.528780985110423,0.307475796734968,0.032322258939852,0.0193588861389255,0.100067641853134,0.0199013410678999,0.150087354253549,0.0960330730122273,0.0431483536821273,0.318136457673101,0.0706386531395613,0.047029827837459,0.0923500821746364,0.072914431557488,0.077065469227422,0.0732603515312117,0.0150776567550349,0.0925315645159198,0.0679817636854298,0.164224617998209
"R3388_YZ_60",0.907510653809648,0.1958206882576,0.369423178468664,0.408603217630302,0.419989667867451,0.0858826721382143,0,0.212178773684454,0.0120152494407149,0.0433529052484496,0.07650251466071,0.0353768543851759,0.222769872634583,0.0206655334639468,0.0110796389246148,0.0417496752077964,0.105668404954439,0.170287917826649,0.0774996420522339,0.0221784544918113,0.0464829555859624,0.122315818386305,0.101768200756609
"R3388_YZ_61",0.787988926810133,0.0690921737880687,0.680306004212161,0.476251012037819,0.360197430988566,0.0236263036252274,0,0.11816091010807,0.0175660981282638,0.0445257118761492,0.127116601383896,0.013788937738799,0.473612155950527,0.106776313784773,0.0498287232456929,0.121535622189193,0.104999721903686,0.0768392501561488,0.0656812494523066,0.0129809034383242,0.0431592499741328,0.0146675452830599,0.092543943185749
"R3388_YZ_62",0.784947659421186,0.103065957262388,0.406194402515298,0.427693709723733,0.331000533351687,0.0412939622555288,0,0.0680950704902834,0.0297883472889469,0.0451823013998168,0.0648971850508992,0.0202166837617834,0.355381331178704,0.0984002877036116,0.0579837961106384,0.204958708099202,0.116523942425571,0.123618222224088,0.142573098680055,0.0184767554716001,0.00522623005036198,0.295071725978756,0.129399273349307
"R4163_YZ_1",0.684801096200849,0.156852220091548,0.0959766565595865,0.411785833762555,0.494704061056152,0.297539475258807,0,0.473093933220548,0.0425495085438833,0.00319177390089565,0.0660017265843818,0.0159322486002782,0.278977833709185,0.0252694233657894,0,0.040883979593539,0.145435943100927,0.10031309693096,0.108002214771238,0.0446786138223132,0.0662118419953289,0.0675441236004542,0.263285440934253
"R4163_YZ_2",0.618472435042425,0.225055282956921,0.183925709251244,0.295135421753814,0.439713404294083,0.371842439874959,0,0.292231645436303,0.108549708958503,0,0.0139556567433069,0,0.284521628571004,0.00702587789070891,0,0.0360974574922292,0.157463683639446,0.0520883240292786,0.0724200518963636,0.0393406847454154,0.0449220663519372,0.00289065510137808,0.183987184820614
"R4163_YZ_3",0.847753319072948,0.369194268648446,0.0968327795192352,0.252977672237489,0.39421344300496,0.292816798068524,0,0.300323167270084,0.0847578132138191,0.0258575980991523,0.0512628379121107,0,0.258129822524987,0.0131547332158194,0,0.0992335678839279,0.204825411651885,0.0427034449228573,0.0802976336752445,0.0212718703806207,0.0746861046458056,0.00543838817226725,0.21422605382742
"R4163_YZ_5",0.909044334001808,0.217928067462072,0.0964446046986983,0.305745800427838,0.450755446083488,0.250821956291467,0,0.244050682180389,0.0192477924037911,0.0086571354998986,0.0752655694471346,0,0.488532576943968,0.0364193855722441,0.0110240608643357,0.0724154664620223,0.224334282610541,0.0233220152864561,0.0820635777902812,0.0394598170809343,0.0692837011430524,0.00517646585271003,0.351347034841822
"R4163_YZ_7",0.745571985572709,0.1604782619424,0.172591078217203,0.40431890552177,0.457956623309663,0.207288991261254,0.00618569384307455,0.336803988200359,0.0219894815829591,0.0281921959116809,0.0405581169418262,0.00763814162403484,0.382588644343195,0.115398850259022,0.198942738525871,0.0569799542796239,0.158979674523131,0.037901917034401,0.0791640745835362,0.0311064055786622,0.048526561420137,0.0288647292744729,0.305460665675188
"R4163_YZ_8",0.314184350541048,0.152619399199506,0.0932721231559992,0.220383413171934,0.494636243821848,0.559660826033796,0.0807609982143522,0.382654115236759,0.0957100348242348,0,0.0496400426885974,0.0058982202415984,0.172420173961897,0,0,0.0426496980122351,0.122342233990001,0.0782548196923716,0.0932369534175602,0.0292474222543105,0.0492420299318287,0.00298269109111664,0.100796373096593
"R4163_YZ_9",0.864520037817659,0.154640085181556,0.122126090313047,0.425821446548514,0.269915860893903,0.126877154403152,0,0.170664077685619,0.0207359125896861,0.00683668127322448,0.209823992517648,0.00994944704066279,0.515526121177182,0.103925643670155,0.0661980601529649,0.03018449883907,0.15028619932434,0.0602920717918311,0.0617873591734122,0.0431057914523079,0.0510518863521306,0.0402235941418035,0.474017848825809
"R4163_YZ_16",0.878926416240268,0.0772431804171642,0.19441889128359,0.437595566035422,0.187191025065594,0.0600499962203062,0,0.14927977310527,0.00912029436238243,0.0068697365887442,0.167779409702414,0.00175778542008644,0.556123737428985,0.0522808685426326,0.0851739708966402,0.0551199814322631,0.189046906589488,0.0215236406024508,0.037149601434052,0.0845352268886809,0.132539297593237,0.082973473467874,0.472063755857912
"R4163_YZ_17",0.318339863249124,0.151581579959431,0.10649567414894,0.247284469912753,0.397817967793067,0.372844957263178,0,0.17849512097552,0.140627172586073,0,0.0168523067514277,0,0.395630214617662,0,0,0.0786077523836064,0.21439003875329,0.161169177738318,0.0896174617882987,0.0278023878149829,0.0560075800768815,0.0155209868565729,0.191035931552915
"R4163_YZ_18",0.549915507069841,0.172405050885913,0.20348412646847,0.344960033123203,0.388355781886226,0.249773919404607,0,0.175141533623194,0.112118238526863,0.0061901967336682,0.043169451775864,0.00986952582476195,0.380475860714759,0,0.0046855063911231,0.0328421626722654,0.173912210339371,0.194712177834521,0.0343973377540813,0.0221857366941809,0.0504722750070713,0.0145017489115276,0.236795610161019
"R4163_YZ_19",0.847837412975532,0.196182024186966,0.379232801615253,0.364705750066647,0.43076890453358,0.196100335573374,0,0.239161332545245,0.0618804636038324,0.00455682878487279,0.0324764996838033,0.0131598792364631,0.495069945580952,0,0,0.0425749849245156,0.140313289653445,0.0643165857419005,0.0921945861557837,0.0365175759876055,0.0457402609604334,0.0235819806598462,0.142954808097549
