"","B_Vanderbilt_Subgroup_4","B_Vanderbilt_Subgroup_1_5_3_2","CAF_Vanderbilt_Subgroup_1","Cancer_Vanderbilt_Subgroup_1","Cancer_Vanderbilt_Subgroup_2","CD4_Vanderbilt_Subgroup_1_2_5","CD4_Vanderbilt_Subgroup_3_4","CD8_Vanderbilt_Subgroup_1_7_2_5_4_6","CD8_Vanderbilt_Subgroup_3_8","M1_Vanderbilt_Subgroup_1","M1_Vanderbilt_Subgroup_2","M1_Vanderbilt_Subgroup_3","M2_Vanderbilt_Subgroup_1_2","Mono_Vanderbilt_Subgroup_1_2","Neutrophils_Vanderbilt_Subgroup_1_2","NK_Vanderbilt_Subgroup_1_3","Dendritic_Vanderbilt_Subgroup_1","Dendritic_Vanderbilt_Subgroup_2","Endothelial_Vanderbilt_Subgroup_1_2","Macrophages_Vanderbilt_Subgroup_1_2"
"R3388_YZ_28",0.366969078384072,0.037795015439393,0.427762362786253,0.70739066950005,0.248384530223315,0.113775314254853,0.121831142404648,0.0299791351613751,0.0393071133460475,0.400298567293542,0.476591730421225,0.283413122465907,0.0752992806163869,0.0884799228980724,0.0656676117521942,0.0672282414962884,0.0819981964803368,0.0693595886483971,0.0225157332811333,0.231892039524727
"R3388_YZ_29",0.353698160853052,0.0797718890314622,0.438738402981867,0.691896143865387,0.0757383212668426,0.130602218300483,0.527393870852037,0.021427868881638,0.128269830215221,0.18414874099177,0.412524125236489,0.184165280303489,0.017927703912309,0.104863553119334,0.0920406902886845,0.0151698707067784,0.0954892560783589,0.00190815256140101,0.156315329344951,0.0807343302005723
"R3388_YZ_30",0.284689683912455,0.0408538301534333,0.448290964000395,0.718468468693629,0.290369931695752,0.034919509775003,0.101121562955964,0.0135932822303865,0.0510735146055725,0.287468101512223,0.554195719083128,0.278605184020644,0.0800382040339306,0.141220206463769,0.117365870840559,0.00744033926867589,0.076114347089265,0.0170370919595531,0.0160638054399555,0.187357576592385
"R3388_YZ_31",0.186532485942975,0.0501232593109693,0.642494250593026,0.739226016910687,0.0637884449304787,0.08983717142378,0.575022131849663,0.0507114870793859,0.0777649643545182,0.158416805915044,0.262989189074735,0.243035238105711,0.045080327399236,0.135135080307188,0.118877378472597,0.0416603216989044,0.00728792052470815,0.0546228071367204,0.0960674649605484,0.0185933757626921
"R3388_YZ_32",0.205265709748288,0.0541161669536508,0.573039117289339,0.715292972410378,0.0469999684398826,0.0113980381586516,0.22582340726682,0.0135435547115721,0.071903846916419,0.229348180002495,0.676672542763584,0.252633443940155,0.0222868448411299,0.164064590955793,0.157630675086969,0.0357275103978554,0.0160390963010733,0.102230393596263,0.169235134447682,0.0949337272964538
"R3388_YZ_33",0.311874705209186,0.0628741086924705,0.536814883728441,0.731397183559603,0.0315568046586557,0.0598013337445017,0.347576491883288,0.0214893888045782,0.0792303687553675,0.138528155703913,0.390676066104942,0.260004878018054,0.0226407882213659,0.0765913636120863,0.124371424440411,0.0603489924209571,0.00255398748633598,0,0.328132428893599,0.0158979960528606
"R3388_YZ_34",0.395727684674005,0.0463448125626389,0.420280782881673,0.715671024097502,0.0154931318927084,0.0579884890509831,0.349748026432463,0.0162291023720831,0.039157501473364,0.195490282274686,0.346668150409872,0.159806518834143,0.108138124998568,0.144843309849049,0.201743196436428,0.0989338745527671,0.0391969781180762,0.0621441713565323,0.28136231851691,0.101571261209792
"R3388_YZ_35",0.273332530892336,0.114331702201614,0.36444424641244,0.647785213235535,0.004224101123038,0.135636808957676,0.408994939648507,0.0411405748954057,0.0405164551047797,0.287630293905306,0.287745090512747,0.276680558880532,0.0203781647170742,0.118648733666292,0.103016707664386,0.125726867828194,0.101037037034774,0.0589737138919254,0.271426021499154,0.0208204528459217
"R3388_YZ_36",0.268734260724728,0.0533269133170198,0.509201704202877,0.775599458756,0.0222595447332061,0.0261123820854689,0.51047074252114,0.0242067512551757,0.100437016458932,0.2025028859977,0.493809399189161,0.30354250263981,0.017075089626298,0.0871271575330427,0.136765101840081,0.0210153759817805,0.0170070801809469,0,0.29367978289452,0.0265982433824657
"R3388_YZ_37",0.17872312224343,0.0325120441411916,0.500105320559442,0.704226117017483,0.0231777717088051,0.040999333287401,0.143818557098099,0.0280889770049256,0.0237131199805374,0.27047924298026,0.71903155647805,0.520658970662052,0.111556580735375,0.0730616996380821,0.164253850552687,0.042600015197486,0.110497596830646,0,0.0944204230230605,0.164360647693779
"R3388_YZ_38",0.338547109694274,0.129828236523091,0.3931522296671,0.653000537244339,0.0212276340845072,0.0757302337935464,0.432748060006708,0.0392230107259421,0.0551806635417789,0.218252087317792,0.348379446079479,0.244784745446361,0.0480623211076211,0.108242638599057,0.121514612100125,0.0434786300093157,0.16419539332383,0.0876161808859815,0.127873886215643,0.0771943899299773
"R3388_YZ_39",0.280656727799278,0.0780692304383238,0.426241583596616,0.663023415710491,0.0637812734361798,0.0659550229933848,0.353818162124056,0.0328996590371653,0.0738807230654211,0.219880265812279,0.340469983703944,0.231059372586068,0.127190674824937,0.138844205948764,0.17283006480419,0.063162359373532,0.097002832613725,0.00828673724526213,0.222961014812162,0.0540366427868438
"R3388_YZ_40",0.425012022907021,0.126664378744249,0.295250716328947,0.672877785395299,0.586988992559058,0.0881496546606519,0.0293129649163011,0.0245731471279705,0.0988056401066716,0.189278597529327,0.426222087038803,0.261551617614472,0.0236387147707759,0.0743582961698334,0.0848703645073952,0.0453411299431953,0.107822535384144,0.0309661941664296,0.0678976127603829,0.176025135023854
"R3388_YZ_41",0.395612022090863,0.191542321523666,0.411742753921343,0.578991837911405,0.0186805429215842,0.0776355976410508,0.461674678926815,0.0361435980459657,0.0461450010592255,0.148014945115947,0.220462383237959,0.149305662752319,0.041565654064635,0.109210551907038,0.182075933334562,0.0519636902702936,0.0825199501195207,0.0215387547938018,0.161633025813366,0.0469711223537274
"R3388_YZ_42",0.23869177450796,0.0638513286073878,0.489548150784378,0.716909967636134,0.229477360988349,0.0388509922769285,0.280627777182202,0.0083646340078867,0.10581213344726,0.0988681779425616,0.361072461952448,0.257967703662362,0.104676017227174,0.0852376317032257,0.124630256219489,0.0608968035226998,0.0974426475293458,0.048289376574907,0.238539811537658,0.0361466363995054
"R3388_YZ_43",0.188396167554761,0.084018710187043,0.498700012196221,0.691775749881457,0.0486324516876358,0.0378776182218797,0.255554574807132,0.0136785504508945,0.0711217215402465,0.242224851033502,0.733327427455581,0.245287617376448,0.0552021648067789,0.153591578594641,0.155880256324452,0.0234097179727148,0.0637869786611665,0,0.18290375596539,0.0878741277038099
"R3388_YZ_44",0.289719788961392,0.0353566271274314,0.364881816948953,0.695584013019747,0.343091102458773,0.0486884388472911,0.0934364159555827,0.00845597323168399,0.0893291688417962,0.315754683462179,0.486578103596846,0.381048588933807,0.0427028319835927,0.0936404234677764,0.0663124934234125,0.0427085326920001,0.160139438872449,0.0769235834415927,0.0221871860748505,0.281303578062328
"R3388_YZ_47",0.287905528688586,0.0534597464219786,0.554210245894716,0.705512572196955,0.139271147534614,0.0428458612411771,0.27644595144654,0.0238147053550768,0.0911079415878988,0.166118181802586,0.501804474174156,0.308319106923946,0.078612146003883,0.0824204187203841,0.0758346394047223,0.110874030156829,0.0368294188673313,0.013355724458243,0.173251623117736,0.0406799676506648
"R3388_YZ_48",0.207997494460693,0.0409024856514018,0.633073465610479,0.763545198086508,0.227657231279629,0.028444253581844,0.247821002483482,0.0158443880385714,0.119722403418223,0.339699478241641,0.631825969515695,0.275253009509515,0.0204262563853623,0.152819834245273,0.116537966781536,0.0152884088470437,0.0370427724960848,0,0.116039906742566,0.0371315087520625
"R3388_YZ_49",0.330698661398486,0.0855146359058242,0.294413368287097,0.686119098287449,0.0875918131697063,0.087170381413389,0.231878443684443,0.0469931117362683,0.067053823510192,0.178905031944151,0.301721856368975,0.246538119497632,0.12024284743999,0.0842615909778071,0.171817126081615,0.152792999704921,0.12498462100029,0,0.350160118506122,0.0865240287140687
"R3388_YZ_50",0.367240047434056,0.106055210250844,0.296712624536535,0.641857166555651,0.0179722021631168,0.156569100334322,0.469255128883174,0.0195807215514743,0.0341140437493254,0.141945168347948,0.205812709828601,0.17442917117631,0.126133182416251,0.14876292710937,0.135178296746297,0.068389191106749,0.0952862149515725,0.0205562273948173,0.203690098620386,0.11297760846754
"R3388_YZ_51",0.389268253532389,0.0324207737070098,0.290211629291443,0.691514813952791,0.486611035948019,0.0557605869612134,0.0361751659602673,0.0294732913587711,0.0971223065073729,0.212531217253991,0.386184156618005,0.195091867037504,0.08757993189697,0.113220669490043,0.15812039504909,0.0240820626263888,0.139791705599025,0.0653175363266827,0.267767957618047,0.20863210851851
"R3388_YZ_52",0.267038549286131,0.05568408740186,0.442117214902727,0.693826597299388,0.00674825648776957,0.0349449947822712,0.0912112304957163,0.0239288785885254,0.0273906646492182,0.326111255361183,0.708903467314605,0.338347272575505,0.134174687696704,0.128004943280303,0.166428671949669,0.0555826411196552,0.0288019177457611,0,0.122796927167495,0.235982315890376
"R3388_YZ_54",0.295732868309295,0.142656686458697,0.532576720978914,0.681481345045454,0.00816576396908607,0.086955060000754,0.274123333603891,0.0282067206169944,0.061550039846865,0.342888735489092,0.457163319557977,0.232098111378038,0.0909806207480511,0.1208259816606,0.0749148164706618,0.0675445177908578,0.0832410656359653,0.0018788544928265,0.0763282866435148,0.0207997825592232
"R3388_YZ_55",0.29429205905918,0.0654994528334147,0.452519513685697,0.715052466691688,0.318257461063917,0.133096502034495,0.154105832677062,0.0168591478334725,0.115504013819157,0.368039946931939,0.495045256272685,0.408970950859707,0.0125750929907088,0.057555212959006,0.0751265443214879,0.022098009939134,0.0485847573180136,0.15549092514212,0.006871528526041,0.16651371423869
"R3388_YZ_57",0.357287823886641,0.0391350926787802,0.450341038444839,0.720624740677086,0.025366391960934,0.0151944977933775,0.138736678202978,0.00959896068186506,0.0789992487738796,0.287694940315815,0.707239604032164,0.203126707460622,0.104712110256265,0.124246342448354,0.185148583242544,0.0151556183692873,0.0199779229218086,0,0.310543050872414,0.137987952961699
"R3388_YZ_58",0.431401146255591,0.0659348794190809,0.511389690918782,0.709836330468383,0.174674891270524,0.0286891168124488,0.117325939812461,0.0384636555305591,0.150087354253549,0.190600561133311,0.419439619591037,0.164621234305013,0.0706386531395613,0.082172279730763,0.135966734590214,0.077065469227422,0.0665762243725202,0.153071724152517,0.117426995269649,0.141927040339364
"R3388_YZ_60",0.319226725734631,0.10433821065182,0.395954794987289,0.62688269536782,0.0144448473690369,0.0681046915373734,0.236364122121489,0.0157648867085552,0.0433529052484496,0.144577733031936,0.313102225141639,0.169003312201338,0.0206655334639468,0.135781565291102,0.230851186676418,0.170287917826649,0.102628431021357,0,0.207587202767771,0.0387847821314474
"R3388_YZ_61",0.203833572057296,0.0394858640132596,0.688715630748423,0.726140787026979,0.0230755757633026,0.0211974649983124,0.147501109400153,0.0197006310260928,0.0445257118761492,0.284461448233552,0.616002825287997,0.327734730298227,0.106776313784773,0.114527388140132,0.0893790867619589,0.0768392501561488,0.0294158279657541,0.076615530358823,0.0223864625239616,0.0803631702607575
"R3388_YZ_62",0.276640051788565,0.0505366391678397,0.427718661993465,0.638812701276922,0.012475357903282,0.0297441829817283,0.0910018443214187,0.0400056431357681,0.0451823013998168,0.12921818464034,0.565785668834737,0.187805462558766,0.0984002877036116,0.136031484606871,0.190296968586941,0.123618222224088,0.00488254329541436,0.0160223769060336,0.380454984840958,0.0688836918826577
"R4163_YZ_1",0.290627430139207,0.0481317548764235,0.0545061294501921,0.591807086631594,0.0177152054753978,0.288686689859525,0.479069509156427,0.0429858336146437,0.00319177390089565,0.41000311340606,0.220670349312751,0.197252657108405,0.0252694233657894,0.193638593583587,0.0721751170610135,0.10031309693096,0.0844610314684585,0.0833123490318817,0.112032926273221,0.241810903897622
"R4163_YZ_2",0.203224713184234,0.1147300136412,0.105711591004697,0.474630626638239,0,0.335587146526213,0.302406923231212,0.106805355934863,0,0.373973117729182,0.24452062253357,0.180642109790584,0.00702587789070891,0.195807676982565,0,0.0520883240292786,0.0752583558904432,0.0327050614939358,0.00650397397810067,0.15058365089921
"R4163_YZ_3",0.369814013759336,0.273640446657517,0.0510610157996721,0.371659181223035,0.0202351745831657,0.267977091603931,0.30503204631773,0.0761295776836269,0.0258575980991523,0.313971067891278,0.235055882731063,0.0968961430013262,0.0131547332158194,0.226591583915733,0.0106771190034257,0.0427034449228573,0.163635858185821,0.00949285160811133,0.0105525916111988,0.178902665260655
"R4163_YZ_5",0.234197271827092,0.0944285281438505,0.0340407619458141,0.512358692393096,0,0.198152191273828,0.266363302592228,0.0242726731027769,0.0086571354998986,0.460679375015732,0.516119514404419,0.222596167296636,0.0364193855722441,0.245587859772386,0.0791051220158749,0.0233220152864561,0.131139298820846,0.0333383695980178,0.0101620043420268,0.359958621988982
"R4163_YZ_7",0.312516876092484,0.0643230240335697,0.155802530266366,0.593524221668051,0.00980192554131147,0.157135145895517,0.345854254872393,0.0242313201063552,0.0281921959116809,0.388152162009353,0.39531275020247,0.232259929998902,0.115398850259022,0.183834530155295,0.135890879704913,0.037901917034401,0.123695629481756,0,0.0434936394226745,0.352634859518704
"R4163_YZ_8",0.103485757461325,0.0517620566122432,0.0297521588172653,0.335023511792436,0,0.52658180080097,0.39415144728875,0.0938661249810787,0,0.220762558295759,0.141587947001467,0.230890256450898,0,0.143826814286079,0,0.0782548196923716,0.0445003391455902,0.0658044567298181,0.00671105495501244,0.0739360492545636
"R4163_YZ_9",0.252312591743382,0.0407764160854064,0.0678067367352849,0.694952620814499,0.0224805909285354,0.0951106951568457,0.179213397263606,0.0199597011842734,0.00683668127322448,0.410948303389777,0.618512449618225,0.275820057263959,0.103925643670155,0.175051125422983,0.121106016352797,0.0602920717918311,0.114080587260976,0.0161955435390842,0.0669311505971253,0.514389029933249
"R4163_YZ_16",0.149698707038945,0.0357177906076495,0.141338379789692,0.64293206191063,0.0288684856594642,0.0406964968518871,0.162782255436624,0.0238522325066104,0.0068697365887442,0.434599655119938,0.669579151905319,0.27013542587601,0.0522808685426326,0.238479036348114,0.0515023013188821,0.0215236406024508,0.156591481012778,0.160257874690372,0.141038454536909,0.507012881701029
"R4163_YZ_17",0.0858809505611321,0.0452060011048447,0.0459422618255039,0.374430877617092,0,0.29134135277166,0.198335294130913,0.177654471188311,0,0.44487321738575,0.364477514431554,0.150925758001794,0,0.287303726261637,0.0380145127123698,0.161169177738318,0.049326426728799,0.0774659608862963,0.0221118347298729,0.196121522898344
"R4163_YZ_18",0.172746394071224,0.0598310547384669,0.143313782987191,0.529028057188121,0,0.189991646463019,0.196999112390215,0.14226489545688,0.0061901967336682,0.438216377442817,0.351917023073027,0.192290081445691,0,0.224088296873745,0.0456052355654752,0.194712177834521,0.103012226135241,0.0270784854499341,0.0247864458657262,0.227565101635208
"R4163_YZ_19",0.269093802964277,0.103926331162978,0.30423057604569,0.59672756833813,0,0.177746194990763,0.257948899391824,0.0754674743399179,0.00455682878487279,0.479368022350753,0.524293320054319,0.219781748266636,0,0.201343587095463,0.0413931871648813,0.0643165857419005,0.113163348242561,0,0.0413927862144782,0.12483958809924
"R4163_YZ_20",0.234310584349848,0.0346185208192819,0.393718862245375,0.707571472287964,0.0286051706112832,0.0427394212097842,0.126871703926803,0.0247545013594831,0.0150820112607648,0.396972642582453,0.757568096005991,0.257591235536252,0.0619588407633392,0.191529884672376,0.0804097750334729,0.0335296303610091,0.0949384671360728,0.0605279031943965,0.133123960829302,0.27368582238583
"R4163_YZ_21",0.083039726585684,0.0479416399285581,0.422893684089894,0.671925707123097,0.0115171965596364,0.151207061400512,0.412026359740555,0.115268886913638,0.00296710197368139,0.421039170967247,0.39843501362466,0.179050637962162,0.0152723729132348,0.311054863030902,0.0608124961457136,0.0358430021195842,0.0629486416569046,0.137337036705312,0.211859125450131,0.0866727259359224
"R4163_YZ_22",0.252492302045062,0.0793042678970601,0.468064353545405,0.633493046671192,0,0.10654140908061,0.235934755780713,0.0597711266791025,0.0134073122761988,0.472909209276063,0.647104944272145,0.258461538578865,0.0307130492722156,0.163191156700357,0.0296632335233963,0.0605804342691132,0.0760348040521429,0,0.0621082527266796,0.112451587569872
"R4163_YZ_23",0.322760764389377,0.0990597706305498,0.194054808069777,0.598663530683243,0.0179590235563168,0.138845906108434,0.156967209610302,0.054773832887208,0.0079097692149782,0.364630860804602,0.451117031445875,0.263058084929341,0.0476285382124926,0.130448765667038,0.111386975825264,0.074077219546665,0.178328836617345,0.0823577631262998,0.0992649544043306,0.211831050602206
"R4163_YZ_25",0.171857856124664,0.0560123423393378,0.251985777906362,0.626034961281749,0.0013185493935746,0.122545713472112,0.153383318260209,0.0582693389467903,0.00772705801956555,0.471956710641958,0.556308360883274,0.22801347233551,0.0903483923014011,0.246774695960336,0.0409106615225707,0.0545931545301356,0.121955682601585,0.0050566599517947,0.0721414695570373,0.305406087489663
"R4163_YZ_26",0.342370923015622,0.0494735878575193,0.441989807866926,0.723012645003289,0.029668763100849,0.137366812777049,0.336938219372481,0.0369805561338064,0.0329290829046831,0.125530949217374,0.264424361706153,0.129383429239152,0.10803633002933,0.141403682591306,0.102719167644319,0.101517317732068,0.0285562329447033,0.0157949513960442,0.347215828945175,0.010776657658785
"R4163_YZ_28",0.131368378979339,0.0260927202718908,0.0365713835286373,0.493462810974698,0.00831306774555901,0.363602053074762,0.151377882091861,0.131485473633352,0.0247215466684841,0.343435108950909,0.204709181540836,0.184077530138658,0,0.181630139829821,0.00309656836925689,0.150050367466798,0.124747678154288,0.0186363828499682,0.0357175479457816,0.145879487513384
