"","LP.01.04","LP.01.12","LP.01.14","LP.01.15","LP.01.17","LP.01.18","LP.01.20","LP.01.22","LP.01.25","LP.01.28","LP.01.29","LP.01.31","LP.01.37","LP.01.38","LP.01.40","LP.01.43","LP.01.45","LP.01.47","LP.01.48","LP.01.52","LP.01.57","LP.01.61","LP.01.63","LP.01.64","LP.01.66","LP.01.70","LP.01.72","Test.FFPE.01","Test.FFPE.02","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.07","IP.108b","IP.115b","IP.124b","IP.127","IP.138b","IP.140b","IP.148","IP.197","IP.214","IP.28","IP.31b","IP.36","IP.38b","IP.52","IP.57","IP.58b","IP.67b","IP.73","IP.82b"
"BCL6",-5.01928369226113,-5.72449395316678,-5.63102215182931,-5.39195751894597,-5.60818410772682,-5.29852099946686,-5.11749703795138,-4.61840291121946,-5.81752559885412,-5.93851290890554,-5.9593390265001,-4.95167007849936,-5.10029857900636,-3.62870823511643,-4.9792216200179,-5.82377807654411,-4.84193654564677,-5.46368990901677,-3.98536478761141,-5.6059604510935,-6.05364407136601,-5.21761632838747,-5.27204359691696,-4.97973560778491,-6.28624370566861,-4.05520790513743,-5.45585954838899,-5.39920443878361,-5.49350867306385,-5.12551257579576,-6.08482022025249,-4.62951023592668,-5.10907245288436,-5.83655178469273,-4.79427259311923,-5.88589366405536,-4.05879168021241,-6.13193005926793,-6.02212978086298,-5.5896092376181,-5.10868123687815,-4.39913407489849,-4.37006660812292,-5.41065733331058,-4.2960273334236,-4.08671258871147,-6.3364464240398,-4.19122419434815,-5.52798619225319,-4.32812503100968,-4.19751127662246,-5.59272368049359
"BHLHE22",-2.27932716784337,-3.5906395925836,-3.2788232308513,-3.03367364395792,-4.0461300784205,-2.4895845307055,-3.06540656389289,-1.62041716219999,-3.29280345063194,-3.34658711605149,-2.68187116660923,-2.38545307247588,-3.09516254402799,-1.48649607291189,-2.16259009829088,-3.65006229641834,-2.75033404863306,-3.15555365873411,-2.14986254874235,-3.13549631595995,-3.54403943024996,-2.502963661553,-2.80155680380514,-2.48360949047559,-3.81865242661766,-2.41045483325523,-1.92054244474313,-2.37526124321109,-3.38385133294833,-2.96049922852668,-3.41083260082759,-2.51497036817836,-2.34173742158567,-3.29139421806968,-2.10311246828981,-3.76794167849846,-1.90071821000793,-3.99638560564489,-3.84539201620686,-2.52365427122958,-1.1025579368419,-1.37974833758225,-1.85582762330299,-3.5075565623047,-2.0836834381401,-2.86060639479381,-2.74940520106503,-2.68703897431307,-3.80525466644316,-2.00994258245918,-3.31504802252094,-3.50192218236939
"BHLHE40",-5.37577096427771,-4.62554958538335,-4.87687095757975,-4.81462655823532,-5.00665876456704,-5.16842521605903,-4.83812575119694,-3.71225827108762,-4.90499857998764,-5.2611120273406,-6.22122473045502,-4.45535507781045,-6.06455504830185,-4.18751680700272,-4.71952484547372,-4.93195129179338,-5.04197070483223,-4.31132890073928,-5.24884366924479,-5.07071010206739,-5.1476028519259,-4.74350038788336,-5.54701428838862,-4.55766004326766,-4.92400298707575,-4.35551480025938,-5.37709972634664,-5.83504155461425,-5.16408356275129,-4.12100513008238,-5.29730242469541,-5.02682667747986,-4.57264908373896,-5.4529426503588,-4.37412000480909,-5.19692305049895,-3.5913440953437,-5.91232743375683,-5.56972387985814,-4.22995468935769,-3.47929007597654,-3.96148788721009,-4.65094776627619,-4.57162058167546,-5.05676281976552,-3.49910824318734,-5.3475390522999,-4.59223733204588,-6.53129267819405,-4.64288168284909,-4.12133135532209,-5.64867399472361
"BPTF",-1.17731961671454,-2.17701813159863,-1.24449497331235,-1.29685520492553,-0.975745813286716,-1.95634239567648,-1.66935280054486,-2.23226741230347,-1.77407231496072,-2.33073734029115,-1.37932308177613,-2.29042206589079,-1.85723609546505,-1.55063309227646,-0.712512520470093,-0.22865007062505,-0.962877698742263,-3.32194294764749,-1.84346793008878,-1.83697993325545,-2.0524731145349,-0.404885332484493,-0.823132611515544,-1.77601291077625,-2.1043918351092,-1.30591048131974,-1.09693518775558,-1.81473038509035,-0.644195743146096,-2.08956819468972,-1.35091675838093,-1.00760001637167,-1.26038016836256,-1.54425714346263,-2.33267786784308,-0.48883993695024,-0.0714348672127293,-2.17839433573695,-2.3340802611032,-2.90844624534229,-3.01384224449429,-3.1304688652359,-3.23375870590436,-1.36034414663905,-1.16121775655891,-1.83450562246682,-1.78179398595205,-0.457683731036603,-2.58251083887898,-1.10566370532381,-0.766569129537089,-2.13129586681384
"BRF2",2.45779649930811,2.68999274015466,2.35746036444329,3.10969922775347,2.25605580159564,2.43157489994193,2.41549256641413,2.7429238191188,2.58842505138176,2.71500141934743,1.76098005945693,2.65858058657764,1.66227252729789,3.81903719827966,2.90185162736385,2.36041567807997,2.21270852100488,3.29150759772693,3.10027394566906,2.03783316978756,2.23568984849517,2.47647567918215,2.09752439548862,2.87353292238047,2.4217239558446,1.98404099854634,2.55086666576254,2.4584757612334,2.61359692072592,2.59394357967826,2.44906296854938,2.48840857451054,2.68564480988983,2.10937771114284,3.26778269661486,2.60853780973579,3.86088814957727,1.23834235087714,1.38635784064014,2.42432766194611,2.97715179376778,3.17252320162531,2.60664631402602,2.92722228250842,2.53548342500391,2.94852453727768,1.92676136021567,3.00375155834315,1.01334149723312,1.77964389478885,3.2557855463114,0.597900701113983
"CBX2",-5.13810447690939,-4.55458069169746,-5.52045610882793,-6.99564499321497,-5.65182584602202,-6.16699946925299,-3.39707469831501,-5.17546346399792,-5.46766566108703,-4.99800651833424,-5.54861146707446,-4.75208879423665,-5.7273764694352,-6.10984919633912,-7.13969420533194,-6.29496016671008,-5.25916050899586,-4.27806780062726,-7.22322337101784,-4.13567568502743,-4.93478235265833,-4.80801637178727,-5.85456013729614,-5.0140323367513,-5.19079608576865,-5.4069340762137,-6.6607622009998,-5.42580860140895,-5.81007725684307,-4.93107841055363,-6.15019922674591,-5.76610219863747,-5.94075820517581,-4.73764835349378,-5.97388108383383,-4.91256360096858,-5.02823272800775,-3.99810619300807,-4.0749387350705,-5.48005387852567,-6.64099279079057,-4.85164356995309,-5.04093509677173,-5.24669715258415,-5.86607104646238,-5.10947863383858,-5.41242500690497,-6.98702968726702,-4.46002567488223,-6.69729790551168,-5.75162603184049,-4.26637014828224
"CDX1",1.14668642041702,1.25329720834211,0.617726497102992,0.54288063086,0.333784430900683,0.562589663524386,0.485872828760926,-0.57432805912572,1.38169773489055,1.30688672931189,0.192975165342317,0.364447179054851,0.210376785735087,0.445605456315047,0.891822843438416,0.303165352090897,1.28321305564781,0.937322854482158,0.513462638026406,0.655872330054254,0.863574077850363,0.573809271612898,0.586003519360617,0.779340348626504,0.430461604534376,1.5612499520298,0.762769321241649,0.898320975077999,1.2249988871121,0.711077016063801,0.391985089031522,1.03676852640829,0.444401026802724,1.00129328789679,1.13138492801879,0.852522336606269,0.721514865123841,0.296057768277142,-0.445443646860429,0.990612151380443,0.965142276494904,-0.204963794191002,0.611110435028804,1.08299374879164,0.658571811494392,1.5592032234744,0.603183742417358,2.00790087391048,0.0879936882534663,0.847370152407824,1.29251015948057,-0.0329547954980892
"CDX2",-2.60326658830254,-1.25089088746654,-3.27515921635977,-2.83367399713608,-3.91081856339083,-3.79493306987032,-3.31742351739763,-3.97506504040875,-3.35119119681163,-0.92250913747436,-4.06541440866413,-4.50250846427335,-2.75954910312406,-3.40014391834063,-3.93950861732674,-4.56552386140886,-3.32832123041659,-3.89716886387817,-4.37072772091837,-3.76400851950756,-3.31124044217005,-1.33387888596563,-3.85924713033898,-3.30317672891661,-3.41008328158233,-2.89724202713133,-2.94094345627693,-4.25482600317443,-4.32145472675337,-4.02581222348594,-4.29633628056229,-0.305741784218507,-4.91000101405644,-3.45521807150422,-3.1566142310197,-2.97017125081154,-2.86074529067508,-2.69726010729219,-4.39616730270192,-3.6793233233633,-3.16857197617237,-3.53168379100942,-2.58380482056083,-3.233961759836,-2.39356928596336,-3.11393844861984,-3.82827512256362,-1.78587760875119,-3.61394602268172,-1.41323316767921,-2.88013238558827,-4.11370617465942
"CEBPA",0.393493547184982,1.24428554686509,-0.0939280264271435,1.58726658807615,0.934534043580006,1.2701869652313,0.349602535268325,-0.460026140839895,1.16038287722859,1.06706412141113,1.59053296019576,0.689443300211023,1.05823470648051,-0.200410659476489,1.51761868700301,0.27923939772925,-0.0206979328251664,0.555180893395928,-1.04961953784078,1.85169717852804,0.465528024530693,-0.167274879330203,-0.166234887239373,-0.22315827502239,0.705653530084406,0.672741799042478,1.02650710176966,1.88941667289462,0.590140875071891,-0.043386631121365,1.05579769564462,0.44959168627839,1.00294897053576,0.774431172692643,-0.483567676001256,0.0692110526317108,-1.17574424734745,1.12055414271947,0.859087441933121,0.228887748334307,0.624178372107883,-1.08186948875645,0.668558619202591,0.69619479659294,0.780807573571866,0.342550944900444,0.482920611851777,0.461229966559095,1.04207970812218,3.69545263469293,0.534108996879939,-0.276800382207208
"CEBPB",-1.9369262919788,-1.24684915346486,-1.42901381452308,-0.468693145227812,-1.24065040136608,-1.03130079118408,-1.49705943949992,-1.9648865521327,-1.00929472446758,-1.25024752729821,-0.638773370200865,-1.49036491378552,-0.4747040244504,-2.22872865257976,-0.868303786159916,-1.56609345512661,-1.39594339673427,-0.450184256894784,-1.79478279671128,-1.11832238103098,-1.07840013361984,-2.02479093817402,-1.40050432217979,-1.90648109763966,-0.789946315994426,-0.544265327807652,-0.889838532101613,-0.126031579403912,-1.0389170062622,-1.62209386736979,-0.924034463104754,-2.16917260184386,-1.48014526230279,-0.766143894340406,-2.08342252015375,-0.838230715394891,-1.38982063988551,-1.17658440907356,-1.06785465932423,-1.03722818904198,-1.37361005815827,-2.15730295700336,-0.73838525661299,-1.04445975988284,-1.60965379268992,-1.27926985276464,-0.745821626976768,-2.02329880019061,-0.391056237659414,0.205999500456196,-2.11595606151596,-1.02322561824973
"CEBPD",1.08073706794291,1.55843835825311,1.32126713059292,1.62665432810616,0.900670590658742,1.53685595716233,1.4281606956341,0.666060628372587,1.97751629430254,1.45885034906864,1.66732001806655,1.27147317750863,1.63722396125799,0.900401436905783,1.8060371872918,0.874109019580554,0.71452952008074,1.61994120053133,1.09672425647531,1.77915635333447,1.50415875289292,0.580946838169365,0.922234135145304,1.25536712618741,1.21793030539992,1.9284601177488,1.5675325492323,2.2443325773212,1.70343635296666,1.24022505447209,1.80784397578164,0.0700817743819525,1.11456582190121,1.32284669501098,0.294838002425583,0.863820864950991,1.50061212083313,1.32099710488188,1.56575928541667,1.4318760326988,1.75823794706071,1.29610662430018,1.81953197250277,0.992960269216884,1.89006237149798,0.032057490907383,1.7127086912923,1.43783432273954,2.39885736235177,1.84019051890443,1.12868560283949,1.84812763247943
"CEBPE",-0.709695341657734,0.222404556007158,-0.128688753089114,-0.0424788591431429,0.0431479793249606,0.255397532511546,0.579184513626241,-0.0565704845007369,0.271225150271029,0.474299832508847,-0.126206488026869,0.249477293253381,0.0390116197696389,-0.843275344918744,-0.460779072977038,-0.164557485327903,-0.184695517574139,-0.00824113524109786,-0.422285018638285,0.412309428866439,0.484371003970062,-0.246184819409772,-1.05685961663813,0.779022930708364,0.342804927142222,0.272696041353484,0.0348191699513048,0.0487008873350013,0.247575413254707,-0.291900605318697,-0.236296211166943,-0.126115353866792,-0.233594588568662,-0.991344824837443,-0.929893455760204,-0.185066205551417,-1.08345771961523,0.931944234368488,0.0928442017914475,0.0102570270833825,-0.239897670949311,-0.700168632447166,-0.615622697293532,-0.0547726392346156,0.883746788235507,-0.293846744791112,0.0887355323916834,-0.613759191261496,0.357993700290547,0.679169766144767,0.289452036149304,-0.126179743350029
