"","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_60","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28"
"ATF3",-7.84848506041322,-6.87603686507233,-7.50906374955583,-7.1373899916831,-6.96119500231829,-7.64767741407866,-7.56587890868564,-6.67970003228657,-7.15074505543435,-6.52858772970979,-7.17108434260467,-6.75096856320579,-7.22084690816213,-6.96395912155969,-7.07148983749149,-7.35188225701659,-6.71594705033563,-6.09818377919726,-6.93463453107851,-7.40837895365972,-7.76800633375806,-8.00588544545936,-6.38282508331973,-7.46751159491946,-7.16909347245221,-6.87154978999538,-6.25938458912369,-7.3859446220576,-6.8951178756549,-7.61860840895284,-6.97133183719643,-7.50615516166451,-7.44570628742632,-6.60617375839244,-6.98189840121374,-7.11188163514317,-6.47260163656013,-6.66522305690134,-7.09341769987498,-6.87276763574229,-6.93547186641417,-7.54208130360057,-7.65796690698204,-7.25197507706688,-7.14592520898848,-7.08010401824949,-7.17751358620794,-7.68642900700488,-6.3793073924713,-7.35029653245563,-6.36384560810399,-7.26091318105979,-7.39952450402731,-6.84694006422781,-7.13673747991348,-7.37547184837196,-6.26215809040726,-6.07032976596119,-7.61069154172716,-7.07811629438286,-6.23036966694336,-7.01866101275835,-7.73708347778482,-7.3587010856611,-7.32659935696142,-7.08633230590083,-7.54050796641618,-7.33413006596961,-6.98840607947216,-7.1867680275372,-6.47494792372157,-7.62881513039175
"ATF4",2.08733679200339,0.88817915506266,2.00442608847995,0.921086358837678,0.696418172322853,1.17057897291195,1.98387160374204,1.46272689343349,1.01347826126158,1.34043247990492,2.24350614022423,0.999952769711712,0.581699196068421,0.847558694228235,1.29713442706696,1.85574450758462,2.31778131505118,1.14382533638404,1.53108560121734,1.75141540089602,1.8578134605413,2.23127261445164,2.39807023050958,0.856312625500409,1.35140846927607,0.967255556630521,2.14264713091962,1.05018756889275,1.6140576442445,1.62763108369629,1.01962611535071,1.47799259874532,1.70435008674337,2.28430212820012,0.801647383451727,0.789048974655862,2.34446924401584,1.08224596681337,1.54696240654688,0.98144832866445,0.946218614971256,0.64159709003813,2.37122124614094,0.701924906683398,1.1820017189397,1.39117522239964,1.9210409988432,1.82636617026524,2.48725779583936,2.10614124776564,1.41974237225647,1.5353396145101,1.88774054053558,1.14451971811766,1.03792302012501,1.31198957022137,1.12275880182296,0.766612598738447,1.74314819921971,0.764937250737546,0.634052159652194,1.2984232243927,1.58415211872736,1.47019695556541,1.8865701750275,2.33729009307226,1.69436243433233,1.65862836076752,1.29593974101521,1.77849831060585,1.23378811007922,1.36669341295885
"ATF6",4.55923423488989,3.70190154649051,4.1586502981142,4.40875565176056,5.33793638073743,3.54625281714075,4.45045934823231,5.173881728436,4.30442540020469,4.57102469952175,4.36439226580452,4.83363449082445,3.94663997810883,3.74780761730403,4.35944014646878,3.28470123216313,5.319353868736,4.17502900872042,4.63680865363179,4.45619406628549,4.5022025829742,4.59546208229968,4.29524648577687,4.33527739609926,4.81937268062367,3.88715401927759,4.97580675841213,3.62399737923844,4.48800449800451,3.32160968211964,4.32573776085704,3.76973184721429,4.02192676068523,4.41276625333861,4.37212462184095,4.76197004953797,5.61889692244652,4.27857072419537,4.99765784845759,4.67489867889223,4.62347050784872,4.22501857847598,4.81286348612433,3.90922396811403,3.84305640105768,4.17320110376579,4.56149486154278,4.54049600478774,4.82467939108083,4.39565407382295,4.46638814175079,3.84624286734855,3.62493261803619,3.75848877886632,4.41875963428672,4.35832251319779,5.30016851628898,4.50966775859614,4.90789902179957,3.23813006996915,4.67268369464436,4.47850745479379,4.09852675327189,4.41048968512228,4.61196546717374,4.6157302282624,3.83599507497329,4.04496797028921,4.92583169949785,4.00484640621193,3.85857001651905,4.01793808288209
"ATF7",5.76579803985697,5.36665665238445,5.32994545570192,5.64635517837021,5.51155929678641,5.29266549809787,4.85589305816542,5.02741858362609,6.17312840678687,5.07950269178478,4.92180501581804,5.33187381190682,5.25393511549778,5.72239421885063,5.46491374848044,5.92167240662405,5.60295611744937,5.34574462936983,5.82658422051302,4.86639108335295,5.69779767508175,5.19448720540105,4.98288680650401,5.32524105171538,5.15943292488205,5.36160028019745,5.09370552220801,6.00642407705296,6.3208654313534,6.38540254387018,5.69549373673345,5.48216587611579,5.81431785101299,5.11121363689329,5.64916512505753,5.37892034428183,5.01820067523581,5.44306766778675,4.96131132771,5.6220767580099,5.16115432443756,5.21687032933949,5.87964093055382,5.57596351364415,5.39190523061454,4.64665624170569,5.32858655876374,5.37052693317033,5.17579791701789,5.02252458727448,5.86952104492331,5.47848940996762,5.72228441928496,5.30058527736985,5.46467474912822,5.60159522251336,5.13997937330466,5.40462881075445,5.61342299514587,5.25032109971387,5.65447063665186,5.20021337131539,5.25317940320402,5.812582100118,5.6747098182717,5.01616252703734,5.33626296648298,5.70570264179008,5.39953322090648,5.12060758400868,5.6442248848368,5.17579779280009
"BACH1",1.93344444850601,2.09843558906465,2.4848216374401,3.31536563677317,3.21457958449324,2.47681673504669,1.78322879419581,2.45611353894839,1.88868578318197,2.89353247526545,2.74460653037408,3.22670034579935,2.60256560484937,2.6162805609873,2.27594817875591,2.66735389717967,2.36713680415503,3.09348611171461,2.18444117929908,2.33998320929186,2.19570706594825,2.19259346896984,2.43750120501109,2.17398267812702,3.0478194424058,2.85777895566201,2.21999127606631,2.46100139051257,2.68205265287608,2.27177058975814,2.03248165167614,2.43163188359135,2.20292962386044,2.77125848387306,2.56545007689822,2.30500255457698,3.28608767545419,2.25300745708877,3.44640693663455,2.5206642246901,3.4472928898336,2.3366189070865,2.32265646567272,2.30620168608807,2.24380461473817,2.35550633434002,2.20559475687604,2.7282710565306,3.16903118838032,2.15419635402097,2.36749088467991,2.25675673719698,3.05858751069633,1.70339590948154,2.54381531627884,2.50766093004853,2.56201183733838,2.29429298880711,2.10915407914337,3.34186325990863,2.31107087335912,3.19203108173196,2.73478431679623,2.38999841443994,2.47665992314317,2.5702849385774,2.67700293814106,2.29025358649073,2.45663733889292,2.11114707603713,1.79795047977263,2.68227641549865
"BACH2",5.26689973715642,5.57872311598714,4.85983633175345,5.11512746350678,5.31895016232252,4.46316049598348,5.24069750013729,4.60013537733988,5.1131275467708,5.00802432620041,4.09451912006796,5.07910546399204,4.60371514535244,4.90102690078071,5.76475330640095,5.01182229990214,4.73880049267761,3.57685180218029,5.23143695435075,4.3855563556828,5.63175018648867,5.28516700266313,5.20793163255934,5.3026072818111,5.17834956572066,4.85201956948841,4.88586732306524,4.33729035252087,4.77631583934495,4.61145557334449,4.82378365027115,5.28785153531094,4.4581098725178,5.25375468522445,5.07153641956312,5.238707519536,4.85533728655435,5.79246705447792,4.78057602653876,4.93320810259662,4.41247266382741,4.59705893711408,4.59900424919508,5.26534375005874,5.27851780142075,4.71701747647526,4.96736408322441,5.03438163710774,4.97861148359497,4.7438694373678,4.34675094149801,5.14878345427181,4.68500900199807,5.18986761561,4.38472150263786,5.73824158016033,5.371802567088,4.46909966369531,4.88231081418621,5.5197748355388,3.69622446875673,3.98098712727651,5.77091176618241,4.99542674809567,5.25804533381186,4.80819537205896,5.14436835929062,5.13300462947702,4.89678449641598,5.1653119156372,4.51802358624345,5.08417135091128
"BATF",5.20447456362675,6.23532459991923,4.70641716656009,3.96254448755965,5.80440723193809,3.51135197777754,5.620516037706,5.81473360429096,5.74310103663641,3.65641913873074,4.61083416539393,4.77327690377863,4.67485847258948,3.10823370497996,6.0048784734777,6.02556094940914,5.52757229439981,3.74426545428868,5.62560206469254,3.89504575920571,5.028071941743,6.56430782522064,6.42277902323425,6.23968108716232,6.21033598645429,5.00136881265686,5.51383259220616,4.72394333826532,5.04363306385273,3.6589086538409,4.71985879113247,6.51508782491518,4.48055011459779,6.26589133966934,6.2136478303307,5.54589294467667,5.5885659091269,6.48207669193247,4.44599706224751,5.0877018243687,4.99024855195966,3.97463825997383,4.75593231930724,5.97021335146894,5.90158599364988,4.09393018904955,6.02196890687317,6.25352334830787,5.28053418391197,4.60200657574208,4.11665529909611,5.80454834243346,5.21198167522575,4.85251195476914,4.06969934665159,6.43037136536362,6.10919382157282,5.87676309951336,5.09946786918759,6.13541245788007,3.87175776553464,3.8899898625702,6.7837185270201,5.75066305666043,5.29214514748463,3.99463866367687,5.06805166774662,5.15564169817557,5.4082265618647,5.66999756036654,3.09088159273982,5.79558109723453
"BCL11A",3.79988923037832,4.19386080055602,2.8135777802359,3.01197433788347,4.27161953875317,2.82976653234912,3.20838774039334,3.73519921356753,3.94413577724401,3.28427123658787,2.92692450945957,3.52639520795998,3.59524209280153,2.16430837892714,3.90114361929568,4.68623682574705,4.10687116805307,1.80296509267525,3.90272215450988,2.98622127235632,3.64397378047101,4.1091785875047,4.54156225673559,3.81449397799593,3.64675606325199,3.38322447100638,3.28700407486905,3.7388196665191,3.83860759989364,2.56237417124663,3.18367193887804,4.44391429601939,3.15102240574993,3.94299727559649,4.48952969368275,3.29861813295402,3.83942015922402,4.26641066940012,3.03596965902359,3.72496587598089,3.46361888672811,2.74975290644026,3.26604006167103,4.05795978935346,4.21773017487961,2.73232745484315,4.00124004128751,4.03615221738472,3.97941794634935,2.75841214307624,3.04930144070792,3.72349195824826,3.39082208733854,3.29269625956207,3.20684931686696,4.44508573727562,4.49362365772715,3.8582540934985,3.20565771926503,4.94551092822443,2.73015677873544,2.62912016150389,4.44388510967422,3.88468213472567,3.57767490840464,2.56549123441439,3.44959276898533,3.50496246249423,3.43807354759861,3.51776804903104,1.75006435596448,4.01800144386554
"BCL6",-6.53331009986124,-6.82416357654741,-6.28998266414514,-6.27767684813388,-6.65262481514058,-6.22065044344995,-6.57003030938259,-6.50002286751383,-6.84052597368058,-6.12012138780467,-6.69840147350204,-6.07857461238731,-6.13583446520075,-5.30376212517114,-6.79391370358263,-7.25466944136153,-7.73789585703371,-5.38717627594667,-6.93945626701976,-6.36698873979107,-7.24551007212579,-7.03106793285141,-6.28586791646236,-7.08736611021665,-6.73891235428287,-6.84494879281777,-6.0047411353226,-6.23961752830898,-6.2648825019557,-6.85628237400682,-6.19981053527846,-6.93441345181043,-6.40712490766353,-6.65328174241894,-7.11886062949742,-6.44372351556835,-7.16070466647696,-7.26661459198364,-5.86770591831149,-6.70935699874806,-6.06063297535659,-5.84172900667914,-6.88207238029207,-6.98788312836558,-6.87980435935109,-6.46967558605788,-6.93642427165292,-7.18246183666243,-6.87988015288653,-6.2726343271206,-5.90655217900668,-7.71648824707523,-6.63993470306518,-6.68773804272028,-6.3217231593557,-7.22100668979256,-7.12871051985179,-6.28359316041419,-6.86456681981604,-7.32439086084299,-5.46690012408896,-5.76460720117278,-7.62700402997852,-7.10768900884958,-6.82981357255227,-5.85922504106119,-6.37148320651381,-6.3529562652113,-6.74852085505946,-6.70119759526742,-5.75928597035563,-6.84586162846972
"BHLHE22",-3.12027718322098,-3.6434357649957,-2.99525408753836,-1.89734994759276,-2.92421025052073,-1.82555904746407,-3.0150205225127,-3.09941468899956,-3.64552472052109,-2.3387689306447,-4.09125352647275,-2.26353288002038,-2.32869845743631,-2.45549046734098,-2.72797178888807,-3.88014958188091,-3.3549098765455,-2.77503765890671,-3.14063648050201,-2.68007646767594,-3.29782819157012,-2.80309573014721,-3.52741486770566,-2.39433238135234,-3.31787038391381,-2.66520141602267,-3.30402040646908,-3.9287377419096,-3.19925450522059,-2.74497351372276,-3.03025514190177,-3.63011998607972,-3.34480575982338,-3.29197287255675,-3.18913738339006,-2.64554640471368,-2.74396852872876,-2.84668308749793,-2.070547239961,-2.61593961530219,-2.90723501381201,-3.31187378035459,-3.57615241977249,-2.70690214528515,-3.22096373619346,-2.33030390466284,-3.80337198048455,-3.19455345417458,-4.0772372165743,-2.70625084544998,-2.58470717618087,-2.49178514576407,-4.14791384654508,-3.53639622182651,-2.33209308309804,-3.29403543764704,-2.95948021859986,-2.33299513306936,-2.55100204552273,-3.57106926510838,-1.6983015895371,-2.06674792288041,-3.27626950415992,-3.20996877863264,-3.75987840679087,-3.17201704222518,-4.06599118172591,-4.14532946055375,-2.92143624808894,-3.75282908986506,-3.31229837769384,-2.33912341196282
"BHLHE40",-6.66650438390152,-6.52943399465873,-6.37384638763902,-6.77739632011362,-7.21283708455694,-6.84042400773636,-6.83597638665767,-6.37209795924694,-6.59395328683973,-6.67048463223242,-8.29371285955862,-6.23451474971299,-7.00013207522318,-6.07372171357982,-6.53468394753589,-7.31055112662002,-7.39243713130869,-7.04320028549241,-6.88263186741786,-7.09043827055671,-7.8612988306306,-6.74456480571173,-5.98320734753384,-6.50242284381622,-7.33135418737241,-6.9495185299815,-5.99205698524323,-7.30010214226159,-6.48449217216871,-7.92498493246684,-6.92607983688975,-6.79554408999871,-7.49939923171025,-6.31406373513387,-6.4495689822207,-6.6477009255074,-6.99152103613384,-6.30503353794827,-6.71960370909947,-6.95930495890096,-6.24747690029386,-7.7230298814013,-6.9952782766865,-6.58899916495769,-8.00357440311676,-7.29974699663029,-7.34341418831062,-7.5588753372234,-8.03861887931485,-7.64386341943629,-6.74230613248546,-7.87515692028263,-7.40230402944303,-6.27348325967857,-7.38306806725733,-7.31448521419908,-6.47592475724521,-6.09475071638465,-7.08189550882418,-8.20346508094654,-5.53157627881543,-6.78437972107285,-7.55802409486992,-7.2905787713454,-7.11819396400751,-7.083433017746,-6.89070281358674,-6.8721394725968,-6.50990281120582,-7.07851802714269,-6.25617747080258,-7.41834843984261
