"","R3388_YZ_1","R3388_YZ_2","R3388_YZ_3","R3388_YZ_4","R3388_YZ_5","R3388_YZ_6","R3388_YZ_7","R3388_YZ_9","R3388_YZ_10","R3388_YZ_11","R3388_YZ_12","R3388_YZ_13","R3388_YZ_14","R3388_YZ_15","R3388_YZ_16","R3388_YZ_17","R3388_YZ_19","R3388_YZ_20","R3388_YZ_21","R3388_YZ_23","R3388_YZ_24","R3388_YZ_25","R3388_YZ_26","R3388_YZ_27","R3388_YZ_28","R3388_YZ_29","R3388_YZ_30","R3388_YZ_31","R3388_YZ_32","R3388_YZ_33","R3388_YZ_34","R3388_YZ_35","R3388_YZ_36","R3388_YZ_37","R3388_YZ_38","R3388_YZ_39","R3388_YZ_40","R3388_YZ_41","R3388_YZ_42","R3388_YZ_43","R3388_YZ_44","R3388_YZ_47","R3388_YZ_48","R3388_YZ_49","R3388_YZ_50","R3388_YZ_51","R3388_YZ_52","R3388_YZ_54","R3388_YZ_55","R3388_YZ_57","R3388_YZ_58","R3388_YZ_60","R3388_YZ_61","R3388_YZ_62","R4163_YZ_1","R4163_YZ_2","R4163_YZ_3","R4163_YZ_5","R4163_YZ_7","R4163_YZ_8","R4163_YZ_9","R4163_YZ_16","R4163_YZ_17","R4163_YZ_18","R4163_YZ_19","R4163_YZ_20","R4163_YZ_21","R4163_YZ_22","R4163_YZ_23","R4163_YZ_25","R4163_YZ_26","R4163_YZ_28"
"PAX8",-1.2865177445259,-1.04687571766983,-1.18446328918632,-2.28183992718936,-1.20313451088447,-1.36813922704023,-1.4317603591872,-0.901967070734383,-1.30036216225504,-2.06912752943282,-0.536740370664917,-1.76546435898866,-0.950563149163983,-1.48279266735956,-1.32202218539767,-0.814564311117642,-1.31708058685401,-1.09696993610289,-0.988645549314705,-1.80403459965715,-1.10414175884825,-0.766213325745018,-1.46856909441768,-1.32897655365185,-1.1835309520191,-1.55698652610724,-1.48290549659734,-1.27121275859633,-1.24478960417246,-1.48217195100573,-2.10617508245918,-1.07617104809678,-1.35684957459193,-1.17431085783229,-1.19017468690261,-1.35551444684964,-1.45662166394881,-0.959072263326609,-1.81926829594628,-1.38117880821158,-0.792014540969811,-0.92233189765045,-0.502652289517593,-1.05889983983478,-1.31425152894822,-1.50893054475432,-1.25843701030157,-1.08526410828968,-0.642919291788202,-1.2983589290393,-1.28240505567931,-1.12689208062211,-1.26182914095651,-1.77231553527903,-1.1001841350655,-0.944760574727766,-1.22984617426908,-1.23519228706261,-1.3465835321755,-0.566187784826281,-1.70173342087231,-1.8158279334073,-0.788074021302856,-1.17495011656754,-1.45142969530213,-1.6974086917855,-1.05402356179535,-1.21456553321125,-1.4624195704943,-1.27662509779799,-1.46599515878387,-0.868868173480726
"PBX2",5.47508999440991,5.92124476434371,5.02811487033311,4.95420022180482,5.55390157787882,4.73337052258402,5.17034832733983,4.5100823968823,6.04281181776746,5.45976135000388,5.3008258547957,4.76000996922475,4.97923136615366,4.80240060044436,5.61764090735666,6.01491394025599,5.29577449613105,4.07734791854582,5.65457246599171,4.93147216887005,5.49485147277225,5.10044472695397,4.98064144228164,5.21689866735606,4.88174602265536,5.456315385167,4.34982241847914,6.050224843,5.39233087147161,5.54890031822025,5.91335519662015,5.98061328544008,5.1671839822713,4.89255288426378,5.70373419460729,5.37034109844945,4.64501315593488,5.48230308083602,4.95676091313484,5.24649911360007,4.31521645149556,4.85361358900972,5.33733374188106,4.94339163831261,5.40846846405057,4.27514105341647,5.44735179880183,5.50675799285341,5.23911136862542,4.63550674136516,4.71029282763975,5.78677333212499,5.48280236930056,6.00134919546437,5.47689492350051,5.46661216387263,4.87091816659979,4.80596556534818,4.66104137029249,6.50757053432623,4.77720427548355,4.52033883068862,5.850243183156,5.47010801106757,5.64582932724236,4.49628972392575,5.56905431053589,5.41986846329981,5.41544944801939,5.13877302231576,5.98183195574431,4.81374779500668
"PBX3",6.36547960096649,5.90991102331469,6.28051165895625,4.77981162177074,4.55233446455587,4.77131628623378,5.85595898334595,4.2985853870914,6.28037859653179,5.70376047487584,4.43500112690299,4.59154519609032,3.92884715937474,6.61166033479954,5.27337525362777,5.27413179589912,4.2819065370944,4.08258823348028,5.3038603197537,5.16390301422177,5.25090253532742,5.90674837798996,4.91067644844471,5.33962432261833,3.82666092605889,4.74176518645456,4.47304926459761,5.86130069697219,5.57513501415456,5.42725248350813,5.33376911650302,5.36092956367606,5.46284845220511,5.3517522953876,4.99733285171797,5.38815522050395,2.97750009600875,5.6600275949191,4.74864008861373,5.14271047228566,4.38748212755181,5.85156138085215,5.60651589186661,5.09821375504116,5.0312597246041,3.89406821416881,4.94250126374566,5.08812246022459,3.94937278311919,4.6439127397869,4.40060794520672,5.84840953471128,5.63916190478863,6.66932538246336,4.89344023091187,4.65576568127084,3.37344231136158,3.79385739481769,4.99358499814961,4.44915689221512,4.83441236571361,5.12692625178612,5.37479583749506,5.32013022717485,5.62614708966495,5.59029625394216,6.19524334758675,6.29611095501196,5.34137922767402,5.6503207439938,7.2919762983114,4.38754316019644
"PCGF2",-14.6915415322056,-16.0781106046553,-14.3451100918734,-16.341335483191,-16.6748823129325,-15.2836295529564,-14.6236012151356,-14.4165554420064,-13.8383170888434,-16.2995761168248,-15.328351614652,-16.5534937858726,-16.4823261806276,-14.2403541675674,-15.6014846222156,-15.1361101430786,-14.9755405603927,-15.9408503217567,-14.8356981614231,-14.7261024787612,-15.5672452982574,-14.4593202039766,-16.513920562872,-15.3682316276591,-16.878131048184,-15.9147476388353,-15.2949604481571,-15.6106496836094,-15.0129849884251,-15.5149964210534,-15.8031451693588,-15.5367045350698,-15.5446821911136,-15.5699647121846,-16.421705354163,-15.2566504276603,-15.9398181991299,-15.090477862918,-15.1821274869139,-15.8583742943497,-15.7529153434873,-13.3408016550948,-14.5101012398708,-16.2707631828696,-15.424816691715,-16.3559340159967,-15.6026863595825,-15.409298070579,-15.4930613668539,-15.6743254301679,-15.5659757197905,-14.2802213638778,-16.5786238452477,-14.9075144152013,-14.6242484502297,-15.5469325027533,-15.9078574395769,-15.9248609871383,-16.0169444933986,-16.2456381457001,-15.3464554815147,-15.5408981585093,-15.6107131282597,-15.0899716574647,-14.9460738562052,-15.0837153495337,-14.7060435266585,-15.2504804303887,-14.7007607634653,-15.0155417212754,-13.6803222462807,-15.8001638686828
"PDX1",4.13581770540157,3.14968974984362,3.50590268369123,1.79649618873432,2.76905808947175,3.23104887990221,3.18335215027807,2.11897835490257,4.2260599085291,2.78070207932818,1.65313293746877,2.60537921570921,1.71178761222047,3.41127259669582,3.6928644399163,3.23647285741062,1.87105689465621,1.82435261728258,3.2371233085071,2.40405699878226,3.4349419512115,3.76412181366429,3.35219955292316,3.07134528822756,1.87628407494826,3.17538960803539,2.36234683186732,2.73766325758927,3.65143332692032,3.12079168270465,3.14794145543,2.88215964821875,3.22479081553892,3.03665198360333,3.19650314115353,2.62398108330487,0.835561030022947,3.38841076306171,2.79417889117016,3.56501345533743,2.14924038157955,2.94834472832521,3.19867800473634,2.7863055680408,3.07710021913121,1.48766757194874,2.62401981653593,3.1929012977985,1.52992466108756,2.33304241974991,2.4259348383882,4.03578845125615,2.93602723022845,3.66630797367392,3.53358055040091,3.13725572931771,1.58860596654723,2.43126007374276,2.79522007965488,2.23832610080717,3.38285126336711,2.56184715501758,3.12641737287599,2.91763173808356,3.08792504812979,2.55936434482079,3.82291043940255,3.3788728202016,2.44733231751424,2.90396671956211,3.70050721912669,2.52371880846332
"PGR",-0.547957353605844,-0.45419803626962,0.0837959720314895,-0.263821348403326,-0.147446428990117,-0.132703408669957,-0.256729476952082,-0.856963604439256,-0.687104942952431,-0.673448702411901,-0.168858648560375,-0.589186814079596,-0.199875448059696,-0.189788271586133,-0.243513064148135,-0.811484204424268,-0.594246845009402,-0.0234414370626924,-0.737978843045809,-0.237910300250036,-0.853420763494092,-0.348246406743166,-0.735696716020042,0.0466614917846334,-0.0352970493056969,-1.11918538248885,-0.444545443128355,-0.289794448360607,-1.12628841901455,-0.672162039172758,-0.36237363999651,0.362320679693621,-0.091579578576589,-0.364554187768274,-0.142773039545267,-0.515147189738252,-0.619449466707241,0.0201455878979762,-0.505335457994924,-0.292407399743487,0.197118928562227,-0.601343655091569,-0.0980338336803,-0.318998790751471,-0.946457722531843,0.5059637875187,-0.199664649373172,0.729236366416077,-0.00832115379587957,0.38799272238733,0.331413060810792,-0.737440321654609,-0.387924911071898,-0.644878822129593,-0.454249558200564,0.0438140919013706,-0.413367589390464,-0.60294476046517,-0.0591507246663647,-0.399121538773017,-0.963723423472749,-0.486131877299456,-0.350105853155611,-0.124359820466781,0.335100360852032,-0.413630037005168,0.0622029622396772,-0.352658075176063,-0.0810065735475786,-0.268411403914059,-0.304735578982457,0.658163167431486
"PIN1",-1.47555960424796,-1.38254629985516,-0.94055624563112,-1.24005125617869,-1.16204995495194,-0.859390000378705,-1.22329474172455,0.128978999828242,-1.58959998602441,-0.851795491951165,-1.24261960308136,-0.690285101018826,-0.660314206148037,-1.33884355119136,-1.36606385123512,-0.707326466300293,-0.314632321278545,0.570002582323656,-1.52446222884056,-1.38194876286938,-1.13325507910979,-0.720185424280909,-0.918597814377575,-1.06987755697271,-0.469691861902971,-1.03359165725607,-0.210663708204337,-0.755502720964147,-1.19358746310138,-0.716559746286277,-1.07360420411155,-0.91134851499058,-1.21776534156021,-0.930563929244539,-1.11017439558563,-0.732713721602024,-0.0272816931933273,-1.28393522565658,-0.895203060979428,-0.591368163506568,-0.350219794123327,-0.549501219730226,-0.270889795712987,-0.958426532997061,-1.03627377874953,0.038682408103896,-1.14299080386496,-1.11573690477076,-0.0953807456833485,-0.965230134280939,-0.792934233029268,-1.19716464819944,-1.01801755096287,-1.58667447198461,-1.00369036377058,-0.719702790999083,-0.502180336458177,-0.791932044552222,-0.950481077248311,-0.753998458546478,-0.681393940662127,-0.91378592710735,-1.10605625470621,-0.909381425049082,-1.05139841317574,-1.05089116858187,-1.07933638310169,-1.16268040390433,-0.72886297275727,-0.857243232829525,-1.22250298245671,-0.225412919308169
"PITX1",-2.4932684965244,-2.15379966984159,-1.81313767226907,-1.88143390025914,-1.91191423696673,-2.33582967768506,-2.24567960455001,-2.08107333403195,-2.25966476951571,-1.72248424104662,-2.69745489975041,-2.08220839904916,-2.43614942508457,-2.10209334131087,-2.56017201670405,-3.03794764038752,-2.37799228460692,-2.26574925981854,-2.25036426729935,-2.0146059513723,-2.38496517079448,-1.7965921716631,-1.86172721492916,-2.4374523690376,-2.26944066965404,-2.74302726480723,-2.64794603193486,-2.89255335491481,-2.57165788532742,-2.47495901834587,-2.01545927960218,-2.56181647227936,-2.97342914545372,-1.97170309200438,-2.46062794304414,-2.14520946161354,-2.56850326344481,-2.19885457813529,-2.43637418927143,-2.54219922699015,-2.1214858623079,-1.94096688403191,-2.68769820716957,-2.14577118498384,-2.42185478791264,-1.9046315651567,-2.25443014476372,-2.32402188889921,-2.54887371867315,-2.43380551810782,-2.1580263810116,-1.91923549814866,-2.4595033569243,-2.00192631302938,-2.58452038990549,-2.18101749761945,-2.5054159522903,-2.24099059495283,-2.65452236352125,-2.4574237960098,-1.77518399363607,-1.95591690507845,-2.17750301555821,-2.34363410154675,-2.3402367103582,-2.31964823976149,-2.22207524847649,-2.0385545603388,-2.42818501583357,-2.05000847342627,-1.79670108815389,-2.25910308980199
"PITX2",-1.90727935343854,-2.1287166316801,-1.68276609993657,-2.41965303851208,-1.81013777746095,-2.57440069018497,-1.87637196795587,-2.0528661569898,-1.9290142216212,-2.43621189492107,-1.48084630504501,-2.60305789942617,-2.03859860996634,-1.80164754870355,-2.05883968655144,-1.65881376648482,-2.07767498784595,-1.55971939113152,-1.84258118594102,-2.36803595326494,-2.05909127849803,-1.79106885646936,-1.39533680701129,-2.19650933365949,-2.03412328567552,-2.13793065017323,-1.74560818182177,-1.47295349303877,-1.56180039140017,-2.05630599760313,-2.20689464242246,-1.96804386100021,-2.03532637935377,-1.87354942603315,-2.24306361687873,-2.105676187036,-2.20022194411335,-2.15295212429286,-2.47831759993314,-2.22367573393505,-1.96415033525878,-2.13273336028325,-2.00614627231871,-2.00476407043949,-1.99122652897258,-2.42398520701462,-1.57794462445616,-1.98128624246764,-1.62848390101919,-2.3001952377528,-2.04248825842221,-2.36768497651358,-1.42720360328881,-2.06480193837454,-2.07262685540192,-2.49798859367414,-2.00918845937566,-2.28173649035599,-2.4099259375992,-2.11229801261093,-2.53194758080208,-2.44230045836199,-2.11565582276444,-2.33617684726124,-1.91339436881862,-2.03821912928948,-1.02780839846832,-1.55643830016384,-2.00204747413027,-1.27162653097841,-1.09031783838651,-2.00027768987868
"PKNOX1",2.79180081794133,2.9403156100786,2.70503983013612,2.5910585987313,2.6648985630251,2.9675599233895,2.64518013548584,2.45248842845081,3.37799591359476,2.79917235622341,3.08162430197505,2.40257084163109,2.88652319085314,2.9937233574872,2.74839607749884,2.97227435938606,2.48443731010974,2.28548418505284,3.14245459108399,2.62167619820174,2.7509875401204,2.69653333720494,2.64033897599787,2.75099665909188,2.92667045685081,2.37022647760007,2.25611134997069,3.07695889778077,2.90977649183856,3.67028115519067,3.08073305696707,3.23774213358788,3.43186748728061,2.63305005764253,2.6378998410776,2.87127023350666,2.6051225871782,3.24028782316012,2.49288757293761,2.47889910795079,2.17653078514349,3.12945548948017,2.87909711798168,2.99429205282316,3.2911640831369,2.71991858199002,3.15609097940385,3.12504989234105,2.79763628036335,3.14164440362835,2.81198192248025,3.25592262858057,3.14814382471362,3.29743997062576,2.7960531795183,2.94899428190797,2.62686831031058,2.69992492334256,2.95894152949626,2.8542387340785,2.57985711876541,2.81098054243123,2.84772974995581,2.99324276297641,3.24363342605652,2.59364212376761,2.99680883830162,2.90873107488285,2.61079199297782,2.90459121518206,3.26262679836264,2.86479476534935
"POU1F1",-4.07464529909629,-4.20892075137146,-3.94195015247475,-4.28951959847705,-3.6882049234283,-3.78529008134573,-3.8878427825794,-4.36685425226847,-4.08502081347254,-4.14823660044188,-3.6124218603216,-4.39257154395155,-3.91426966376276,-4.29020742872868,-4.11312007855544,-3.9962871992766,-3.20454940843959,-3.77504141454064,-4.2341864964774,-3.38202068677701,-3.99309613438535,-4.15674268527534,-3.79514753888516,-4.20870293306999,-3.68696439365494,-4.25413890900026,-4.17485483338262,-3.96820291940007,-4.2795716978004,-4.10985400621942,-3.98619837471335,-3.74637648060502,-4.20372926905948,-4.00921478912543,-4.32275392505678,-4.46318410364526,-4.17737889677142,-3.93869270431013,-4.36903246346085,-3.94574406471706,-4.32064980380379,-4.27768344061887,-3.50661397407197,-3.7107979375422,-3.98143132863571,-4.01502992273837,-4.01930158611203,-3.56442591270222,-3.71569231219652,-3.56874444125532,-4.26587302028364,-3.80854998885642,-3.65962023743543,-4.07043177904678,-4.80707050978531,-4.37166267745582,-4.05020018542414,-4.46462381924326,-4.7206889744348,-3.89376567265229,-4.35992822199973,-4.58199116397232,-4.10781154579993,-4.57827844804847,-4.47264918412507,-5.05052005758693,-3.72154045888626,-4.31326739680914,-4.06055897011112,-4.68094446287049,-4.58861439367535,-4.11572120130392
"POU2AF1",-0.742681266466727,-0.715609013365786,-0.829034238006404,-0.7145020957395,-0.0757357240033279,-0.592104166166119,-0.465719918320506,0.0329798631321631,-0.762050001958291,-0.964290817032267,-0.74449125509675,-0.509857040360699,-0.700932735146104,-1.45788280116002,-0.265162233841827,-0.684716081849222,-0.559041880843422,-0.832008672808161,-0.682418394588911,-0.867082452365307,-0.437346031798219,-0.303838921201479,-0.3746871986488,-0.0467867714246382,-0.119470641834769,-0.665269300705494,-0.314884095356911,-0.790003904439772,-0.678906380872823,-1.13775832452875,-0.636245460775899,-0.123399865967477,-0.770732389199444,-0.815939372818267,-0.277672248559608,-0.42657420087838,0.195539548160077,-0.482847446011107,-0.448769439508001,-0.297970033666461,-0.571731894738755,-1.00679462069214,-0.352010637478941,-0.189938739282787,-0.353041310180394,-0.691148603449986,-0.442131487584672,-0.45738753036566,-0.508047584761339,-0.79074133535178,-0.948540649324991,-0.867441352833913,-0.850728846773822,-0.960378274473674,-1.0886539703835,-0.287102351392972,0.190205844519652,-0.602299255893894,-0.739086915379814,-0.459305905634919,-0.977186925613842,-1.00745386069962,-0.402420587080096,-0.515998941057491,-0.434216335982672,-0.683187021133325,-0.779118059569418,-0.585416920053726,-0.378008732919058,-0.423436126651357,-0.822165397621701,-0.564325702402459
"POU2F1",-0.0425760835922117,-0.693913844429326,0.227726328483954,0.0175012593930884,0.35678090039608,-0.0833003934425938,0.641115307132453,0.118273884948241,0.15719833221525,-0.378238258155215,0.437765669677095,-0.291514330625738,-0.0249315247012681,-0.699675616512877,0.41151193314849,0.394042512570843,0.287125431814502,0.250716277703412,0.300380314256906,-0.379497908191695,0.702015361763253,0.263760311222841,1.09277999944494,0.191860316530382,0.620543960842611,-0.222903480689171,0.948388812133176,-0.354720844046632,0.290327308797804,-0.0181036493256081,0.00282991528812142,-0.334578865273541,0.402101890055363,0.453524254690186,0.439610047218069,0.0835791624645578,1.03143511550065,0.159568518647357,-0.473181651305726,0.273557269421091,0.877754524397033,-0.156220574085177,0.242621515187034,0.277870905954003,0.54502098687743,0.837979056177341,0.958504659745992,0.929587519392163,0.633312020447215,1.02626458734474,0.795230602157485,-0.200121634720927,0.424066937464784,-0.260704968660162,-0.289481876883779,0.827177686758521,0.439606717328019,-0.213241736394815,0.413768675210061,0.0701776074286901,-0.713738730006678,-0.0273009740988122,0.0195132140211908,0.632742548779172,0.77110106915931,-0.137671437687414,0.37014740570686,0.26797814423747,0.577129120413971,0.779351176779374,-0.973901698072655,0.012355109386202
"POU2F2",1.34719447555521,1.54694070155856,0.923854736889376,1.60873065647828,2.55267576215621,1.21098520253329,1.85244492103496,2.06471754441113,2.16447003993759,1.0672602630337,2.25276207020905,1.19226769283626,1.87192995103675,0.234006471089765,2.43284613286024,2.47999034527508,2.39730202429349,1.35703019857179,2.06969884986887,0.834653480304677,2.29317069973798,2.01693777783511,3.42526536520888,1.96261536006061,2.19093177085007,1.29002579427347,2.49909092165656,1.40830001527393,1.55480657110965,0.773609241173508,1.61874656831011,1.75979654182765,1.50159543380428,2.42523787549031,2.35667650086774,1.89174820151416,3.31603678984857,2.0675640510597,0.709681336989153,1.92256388301453,2.87003629424634,1.03412088581461,1.33841095745653,1.68654500904132,2.67045165203436,1.69403150519563,3.01983678239753,2.63135523708455,2.9165689006507,2.34380808700342,2.02096348378736,1.76521252317479,2.31370293798647,0.849711599190154,1.11815971165395,2.66840913604827,2.64904638104473,2.30864856751887,2.21872650008916,2.15728448399675,1.69668123601111,1.39505424405471,1.87698443147188,2.23860270678103,2.46507296771352,1.3850758198019,1.35146755812309,2.04470954804215,2.39512930342435,2.57595122918056,0.26002456949378,1.49892199154862
"POU3F2",-2.41069650257469,-2.67512160543614,-2.4665611993266,-2.6301645068151,-2.56299283313456,-2.41601646227967,-2.63984063133608,-2.98611147183505,-2.67691150213767,-2.50824853548356,-2.40821484555717,-2.61025813097821,-2.77147948248898,-2.7762881353849,-2.65811796900971,-3.04375949290786,-2.98873969142533,-3.35611558021794,-2.6829605761811,-2.465597559491,-2.75789039239181,-2.98348666191481,-2.49191833660818,-2.66599920003033,-3.01055663435715,-3.25866767963127,-2.97921926149816,-3.02287415008567,-2.84114101072955,-2.9173102836663,-2.51935166605471,-2.54705267503954,-2.67716412770913,-2.92011926664501,-2.97047402234181,-3.10678768135538,-2.96101053705181,-2.59570742780701,-2.91848634608327,-3.49035215729435,-2.91214920524647,-2.74902740284261,-2.61127172482574,-2.86666208408969,-2.7665430300802,-2.95063889955672,-2.73220440987445,-2.6925369413898,-3.06967641813158,-2.91308125622259,-2.33923991367488,-2.84957717330288,-2.61715541613355,-2.62596296563066,-2.42721538287571,-3.07974125270935,-2.88731715057008,-2.74554297048675,-2.98584957320921,-3.3982273792142,-2.33115429391788,-2.57065186552538,-2.82052301127119,-3.04025829728654,-2.52305221865887,-2.76767608591873,-2.58064379115881,-3.06416043174062,-2.25558146751516,-2.78536680256976,-2.05439705867409,-2.72166529456455
"POU4F2",3.09539734698755,2.55913548332234,2.64086369454299,2.06122405586497,2.26229881593831,1.97626779626636,2.76686816806617,1.66894509707935,2.97948609274314,2.77982739520189,0.746511874788572,2.29938926279541,1.3404543286307,2.77937071040835,2.78521394383938,2.33306322172284,2.19153289737685,0.772387755339067,2.52212575441616,2.09292046291058,2.37226496332089,3.00933179132897,2.33704342551609,2.33906297203006,0.987619174919919,1.65904703937205,1.51577402238546,2.4655416684346,2.57858282044582,2.07758064629328,2.31157024241388,2.67383048281361,1.75193245215732,1.82836468746931,2.40795197440206,2.470059343228,0.800049572245828,2.86222983645894,2.34510249008628,2.81522623865726,1.1751696077066,2.47611658099655,2.41228371507051,2.13284066738502,2.31428216741566,1.19130922296167,2.18489320206851,2.45342352557346,1.15968351835937,1.67906419878013,2.00039451998587,2.39989376807354,1.9071053627054,2.86728471852562,1.62903980559972,2.13526267114689,1.273064288399,2.02271970048762,1.98746670486226,1.90160431755256,2.22185869865625,1.6282535971543,2.55798625676984,2.73082988032793,2.62461104719611,2.28243575367193,2.41201591073108,2.37251304019679,2.14400096199556,2.16454868220433,2.76053179531874,2.0696478305525
"POU5F1",5.56929348361899,5.05556797512859,5.09129111203837,3.92073340034504,4.54822650592148,4.37226991288475,4.88702518277472,3.7097552778731,5.96300881055884,4.79448893786523,3.84170735126806,4.44132570492419,3.66606080741184,5.11259813852052,5.18976856991095,5.05324599455943,4.09923480708039,3.45839405332156,5.20753862808161,3.99391823757675,4.92498895640602,5.37160765701158,3.58544851404981,4.7034015264487,3.14468151643627,4.80879389215275,3.54012724585199,5.22172322757744,5.02237996468149,5.45862977571445,5.03305588670932,4.62530613462674,4.8888285540154,4.29449298665194,4.57190825651351,4.36140165904159,3.03236137812407,5.11787432101164,4.59144202746572,4.66346022019588,4.13054425197983,5.52636836569464,4.8257014210622,4.62817108876667,4.73142242575105,3.01676644039574,4.17714645085107,4.5922144236693,3.61085384415143,3.85556123571593,4.04313236063493,5.22359888055996,4.48214180718196,5.59772835731564,4.77821765892724,4.0901197869572,3.27019516401814,4.08530945792638,4.51848267735102,3.61215176674232,4.99752366155318,4.86032811515284,4.12196638281032,5.06299374939069,4.90080418734662,5.09475205259344,4.91463886747659,5.54603573211345,5.06119130090471,4.31566309548461,6.35822267511406,3.51535978550755
"PPARA",-1.17646257379718,-1.31729244426996,-0.37936681392097,-1.32527999715195,-1.48504445751437,-1.00511320041984,0.198106935751411,-1.91219939741775,-1.61824612620147,-1.24956511403786,-1.74599745768937,-0.952694011148426,-1.78742167270048,-0.568637104534534,-1.02491630305778,-2.08472516866049,-1.42434672393933,-2.38123903588228,-1.87926734943793,-0.902153395116376,-0.889850266905988,-0.559645510315534,-0.688175604857366,-0.22225599109689,-2.38131402646515,-1.49723043415404,-1.36235614155103,-1.80526113874587,-1.44416463640063,-1.19083364086516,-1.45953662383537,-1.61606376844878,-1.75872890375105,-1.15191428593305,-2.07267447328633,-1.53094675027289,-2.94461161304653,-0.865779691701958,-0.868989461020248,-1.05720033154274,-1.45847427127485,-1.36645361414725,-0.71221001930217,-1.39140396314826,-1.7258211812338,-1.40806185053082,-1.00161604936669,-0.924861803307857,-2.25178032405897,-0.344347154840001,-1.25937834568866,-1.15677187157041,-1.47222798131383,-1.11154884717058,-1.66107295011078,-2.02873901725277,-1.82605518623756,-1.95714465788709,-1.34722568103509,-2.72393414943866,-1.12404147324847,-0.514171667577347,-1.82988834575918,-1.50212979738993,-1.53120167132074,-0.44787446792913,-0.47937306991587,-1.5609917663168,-1.55399256788259,-1.26271336929285,-0.267596002076272,-1.42723706429407
"PPARD",2.44393939958312,2.21198368795463,2.49894705980076,2.10897455314039,1.92135497050692,1.17688231935253,2.73227222673986,1.65450783428011,1.61567286584421,1.87471050840213,1.61268419459946,2.24154137010843,1.52033049824591,2.16160095636753,1.9366691251391,1.33821587931187,2.02503615585891,1.19874773303544,1.84306765830262,2.68002620564841,2.01375328884073,1.99730288932827,2.26429623525967,2.24683502691095,1.95082225446744,1.15606024807887,2.40323582120277,1.20440511113419,1.84214091612977,1.52329728380198,1.69779180601443,2.15168012316792,1.64885816627476,2.53823696247529,1.65300201077459,1.6043016572067,1.01097183832281,2.14054350752572,1.68262401670793,1.75902648600584,1.67557651192302,1.68367082263241,2.2501757601671,1.84490756033721,1.89568842582078,2.19931856873447,2.54573673663736,2.02853139675654,1.46948258746394,2.77711006893158,1.509665374804,1.57341995724123,2.0709231502445,2.0366835599418,1.30520637954264,1.84694370887248,1.85170168498581,1.60402077483184,1.46746492872558,1.45392570741446,1.61225154621492,2.20629337293309,2.17947295775989,1.92146069835438,1.88385200276861,2.74063145754886,2.24617140954572,2.14991487051946,1.78605105391174,2.41125503486934,1.92584397356745,1.78255639288515
"PPARG",0.894837020988595,0.751763809235343,1.11723708225505,0.2294089001453,0.512893519199004,-0.459804625705916,1.46114955089274,0.212244825487489,0.0629469656005174,0.0706151492163068,-0.0961112300676404,1.03772861331576,-0.30110446145799,-0.773612936554967,0.856721863235212,0.0151533046852685,-0.319276504667108,-0.810432000528599,-0.236484663798882,0.0692191865973628,1.10306160145133,0.76785622838664,1.48272962114402,0.973478426290854,0.0937840196607214,-0.209283204174879,0.277904744074846,-0.434077375736565,0.602835071408934,-0.423615130507591,0.310502399360687,0.048945198381475,-0.74840661533559,0.37843241668111,0.31186688882175,-0.119558313187701,-0.312085294885551,0.421901543803401,0.170777765916618,0.344863604499346,-1.20314814462496,-0.678212200535954,0.792551917304422,-0.229488164774923,0.0970698906013934,-0.857501604834868,0.687930185040708,-0.128277785151349,-0.6557437921903,0.253447330803558,-0.623473648470992,0.677837037994628,0.64257372451547,0.443133794595716,-0.522303067368891,0.265564498941582,-0.304786492495163,0.240159892782072,-0.0986126247169351,-0.195353954333925,0.341564020954079,0.114038668934957,0.00824341225001392,-0.187479912569382,-0.32680815735961,1.01965861716042,0.215569162986583,0.538512980624116,0.120463129408889,0.769620548405292,0.346889717267369,-0.281735652895915
"PRDM1",2.3729215047631,2.28652552578702,2.88007148603306,2.2580007256146,1.46043924588327,2.23258743257633,2.86500457490032,1.67394230700484,2.2306666492633,1.77066485993234,1.57861937901255,2.26328892100496,1.69414929680053,2.31497412854417,2.82193601986669,2.1062313360554,1.39261083580519,1.32753820048159,2.44165549979876,2.55821587684079,2.3841751195009,2.67935487664342,2.25483209908618,2.55072053125091,1.54030853840829,2.73003094228413,1.82018888056982,1.92919308903206,2.67794178736172,1.9260364273115,2.23039811295607,2.26909113291893,2.26383393240885,2.12152603320679,2.31372117299307,2.64603301092464,1.20115925098198,2.66043360005646,2.43590659537032,2.54554927286487,1.30350348154881,1.93867107544927,1.96219482732845,2.14858970127733,2.10685359141413,1.64998592544801,1.93146257037246,1.94119503459095,0.993017404900406,2.12074349416022,1.36572986656168,2.30553961636363,1.84517567507034,2.73114753213106,2.60166059916212,1.98361353603693,1.1644892600176,2.12653063857298,2.7466009697742,1.46039543431459,2.84041399710812,2.55624873610779,2.23422481639972,2.22206902961248,2.16721709846432,2.04496425437081,2.32388378546261,1.98102463842193,1.96524168932243,1.95365153545693,2.44653149379965,1.91241621153153
