"","Cluster_1","Cluster_10","Cluster_11","Cluster_12","Cluster_13","Cluster_14","Cluster_15","Cluster_16","Cluster_17","Cluster_18","Cluster_19","Cluster_2","Cluster_3","Cluster_4","Cluster_5","Cluster_6","Cluster_7","Cluster_8","Cluster_9"
"LP.01.20",0.269678671078731,0.162994649360695,0.0463685830648661,0.0144065117574643,0.179582640562872,0.0335090172466274,0.0332044852361,0.0337834212569232,0.212387803096007,0.0804484515631011,0.145642568808595,0.296324446399494,0.0469243964322076,0.0877363807027334,0.0829996194254313,0.279977412765247,0.0583088113493538,0.0273785704978435,0.0733335000444686
"LP.01.22",0.268449210978251,0.197480381671611,0,0.0045968277554685,0.170540932279378,0.0405939743033847,0.0956736869781888,0.202988050332823,0.15241921081245,0.0295559861279362,0.284260479292534,0.309735480165858,0.0234831022621828,0.0916914545119053,0.0882980244136302,0.0896926229166309,0.061572623056297,0.0596661030318752,0.123656812244906
"LP.01.24",0.277342715541337,0.164944364445578,0.0340698219479502,0.0767006205900262,0.158507149396326,0.111951912761495,0.0249535708768896,0.0363661778322461,0.156688582479538,0.0155565202742375,0.0301460343425781,0.284208384098403,0.0895025704219288,0.0598211950825212,0.0916480477143865,0.22331085716724,0.0857436020468292,0.0845717544757001,0.0847707677443779
"LP.01.25",0.270354686303045,0.145403281634198,0.00493854587474356,0.0482418003704819,0.142855259524253,0.0648964718757315,0.021887134813098,0.0671022432389878,0.179119828178076,0.0187555040614803,0.112286594931079,0.321343604529494,0.107541499476913,0.070879161777988,0.091498005471878,0.267465927733642,0.0494970191666173,0.0837818443856083,0.0703053771113289
"LP.01.28",0.315655752743235,0.175528293456041,0.0956824174980919,0.0374629555182453,0.204178997386188,0.061703078931995,0.0265588366212239,0.0194445476473052,0.152750028939742,0.0167530846834213,0.0453978803543906,0.264778699799758,0.0796704420981315,0.0648942539217982,0.0744325916220544,0.242241993668998,0.0463610198953477,0.0767471323952509,0.0921436472613812
"LP.01.31",0.237788779863325,0.162305330976256,0.0240420833278132,0.0178140630693432,0.155974677375274,0.0666500175528116,0.107021677373979,0.222392869821172,0.177395043069604,0.0263757880276495,0.133652790753673,0.290379718313632,0.0252854064930062,0.0757977654085118,0.0752384659181914,0.188770332317358,0.0634052129034048,0.0821996033255742,0.10017405076571
"LP.01.35",0.214567375909342,0.132339863847158,0.082140795816848,0.0636466861135598,0.15996152342582,0.0363763445817638,0.0132618867303856,0.0305682861198141,0.184059973035824,0.0428407269296925,0.0212541345641795,0.258548211897986,0.125504927823896,0.0631721562332432,0.0909616045843604,0.291448562574714,0.167442230543509,0.0540625666018439,0.0485722246275965
"LP.01.40",0.264283929209404,0.0911900854063047,0.129825470053479,0.0312264119444006,0.163642191882505,0.0487645676564384,0.0614595887617295,0.0837092457414688,0.168638955249711,0.0928139850098903,0.544078752459593,0.217051319605425,0.0403239407023368,0.0955476164337725,0.0882203373426705,0.222955807308231,0.113130079328653,0.0514691995624793,0.0866707830562919
"LP.01.42",0.245729801960345,0.110973400240556,0.0592866091571587,0.0323432902587365,0.185961676343959,0.0223852647196384,0.051981318041543,0.0578894882481851,0.194172271584629,0.0398412978276721,0.360355805508425,0.293913649356703,0.0533933494248057,0.077391893136269,0.085574386043772,0.2839355116691,0.0883993143871807,0.0317235749705548,0.0626179174188506
"LP.01.46",0.254843024665544,0.17842193070114,0.095064465134254,0.0409401068203351,0.123960424517652,0.0388602654468641,0.0221559409881144,0.136384070079201,0.154895074146478,0.0792013380299327,0.0482196452121153,0.25305799854957,0.0663318220455571,0.0662499862632302,0.109465467729023,0.192844873819139,0.0716677567818249,0.104843697085025,0.0760423484753216
"LP.01.58",0.281937237928097,0.113851438216068,0.0122899431733339,0.0226332373026568,0.174291741134861,0.0355168790639227,0.0663445236354375,0.073885042447855,0.175420653299203,0.03179258211457,0.200087441908934,0.304532177924473,0.0490304891699564,0.084559241182406,0.0779896449341871,0.319160540566367,0.0979138497344739,0.0484766788926135,0.0875259903624507
"LP.01.61",0.231545455504813,0.0987799720795695,0.0118628820966685,0.0335737725885616,0.1826123245903,0.0358233677538648,0.0586411839059081,0.1570662269492,0.138688035282612,0.0291338357469941,0.601688406444652,0.295031473488885,0.0290195696480334,0.0709664190452649,0.0743245938556974,0.243764399693197,0.0490715076222612,0.0410718243296751,0.0906470188807684
"LP.01.66",0.236069645589342,0.0980690652278186,0.0288466999172497,0.0551746326759119,0.130346370947112,0.016516658142841,0.0182147808022579,0.0572763945339785,0.198708035895219,0.0332276804862362,0.106697322275921,0.346340458016647,0.128632941395922,0.0804499272915687,0.151646059468461,0.25906191776113,0.145392808113384,0.0540446595176515,0.042987675919918
"LP.01.67",0.274266542710786,0.18253065121907,0.106257540251977,0.0444575235111203,0.167406060180164,0.0810918967843244,0.0511389645768965,0.100496839635748,0.158102809788261,0.0139962032531786,0.00271637902402302,0.196712501153367,0.0516966335037215,0.0553705802387024,0.074126879921858,0.243662948363896,0.0647253210426411,0.0760940076066375,0.0975952875601462
"LP.01.68",0.275586706231854,0.150327921990144,0.0107794597574299,0.0732280492202435,0.155263201461904,0.141763677859444,0.0267275255474414,0.0586783696864606,0.152800791809139,0.014340236241072,0.0236349400956211,0.289737522689062,0.106269443560208,0.0391704411936064,0.0913880082605222,0.22690919178528,0.0595585958726536,0.115845317002322,0.10000623141223
"Test.FFPE.01",0.267435179000117,0.147507284097814,0.0178926136978016,0.0413152523309307,0.204856534612548,0.0770779217278422,0.0795915278450346,0.108899911151073,0.174468248792671,0.0310664205810521,0.330737460572784,0.24626707847887,0.0496707609416927,0.0654803716872256,0.0675735463006994,0.241166595840574,0.0471522336833369,0.0800651112977878,0.0927322332434501
"Test.FFPE.03",0.241204428490146,0.141510129423185,0.0847289908095454,0.0862959317673705,0.094528228641706,0.0539065734106849,0.00833768211967743,0.0753175673413073,0.152733122201399,0.0159080352727685,0,0.268633434432707,0.0708388060805907,0.0666322463608904,0.112540977661147,0.202659733505078,0.0716582382450884,0.0911016350292572,0.0855285412159871
"Test.FFPE.04",0.315196603478466,0.168396001853473,0.00428057612720062,0.0446798883213033,0.188360175094167,0.0632099400327532,0.0508412318530276,0.0902240622866343,0.171681221755035,0.0325552625740166,0.0209268595329615,0.248148298315738,0.0893131698262386,0.0582363697873131,0.102413712457341,0.246420461942891,0.0596156390523551,0.0784367704601174,0.0883550769637288
"Test.FFPE.05",0.257558842679286,0.0831501984950914,0.0270220739230143,0.0534175990352672,0.125648437934078,0.0412172775263882,0.0438842806531945,0.085359640806582,0.200968621303253,0.0455850950107107,0.00539634577206569,0.300935341652269,0.0937757296782507,0.0775430172551881,0.11903527364821,0.285970900118917,0.109782876805836,0.0713718075587354,0.0716787749599743
"Test.FFPE.06",0.199553550076346,0.138414670105101,0.104584181612306,0.0286195508008633,0.198150621143386,0.0698418264373029,0.0699243419854207,0.183664117175467,0.191461999730403,0.0230480241841486,0.255840782311986,0.236662403140791,0.0617182179780587,0.0726796631640028,0.06579084094032,0.290203421593848,0.0429616262321764,0.0541811831162335,0.0804794826395409
"Test.FFPE.08",0.296525751559875,0.130736118094451,0.00994047512919599,0.0347286361063461,0.17967811325683,0.048205242376399,0.0678631618761024,0.110136609196204,0.173032463293968,0.0900240487358531,0.305341091801573,0.326111918590183,0.0587119697299722,0.0647223799623391,0.0762621541262161,0.253557615645248,0.0672263100108409,0.027591650847746,0.0679183649015651
"R3388_YZ_1",0.286465357706558,0.186256555437586,0.00525580863319217,0.0448020940652769,0.196550619635735,0.108886082643909,0.0863993710716313,0.087449510315858,0.13732607011972,0.0199092712822175,0.0471336133808422,0.312746898953927,0.0288044492331871,0.0455365971666903,0.0678244647467891,0.227249258141823,0.0327993780717659,0.073518253440195,0.159796800378141
"R3388_YZ_2",0.251967259557905,0.149302736059503,0.0890087657843587,0.064842452573706,0.118117965181848,0.0957464618301202,0.0216893755882592,0.0514882938478652,0.154060532756569,0.0243843610452717,0.0354192178698846,0.253121115110694,0.140786228462033,0.0681869321114754,0.130501529793312,0.169814291819352,0.138898951031855,0.129658277561274,0.0825740179087158
"R3388_YZ_3",0.341986046349674,0.10387694858198,0.0203467306519518,0.0384233551988572,0.201281265350405,0.110395086500844,0.0740564124718296,0.0501886259552886,0.146573642069677,0.0219388002381321,0.0421990533378107,0.213654996603937,0.0320754176116191,0.0311928121269062,0.0732814610867911,0.272407857819628,0.0149074679099138,0.0727658168405414,0.19157105223073
"R3388_YZ_4",0.273573920669983,0.177312606782846,0.00779202501893647,0.0200375589872627,0.11809700459591,0.0496403742831532,0.0703681987852978,0.153126614222874,0.15328299394173,0.0287133442065976,0.236914409824702,0.314892641455194,0.0735369354431458,0.071524142383299,0.172934438572755,0.0746608690953726,0.0583819583637203,0.0921165975924808,0.0960658241402797
"R3388_YZ_5",0.221876111365709,0.170402798965515,0.052875777689857,0.062103349550485,0.134987527494324,0.0323281701374872,0.0462520087024339,0.0893412959414661,0.178639532851373,0.0602974493465645,0.225512781513391,0.259485617438269,0.119101498285154,0.0910347551937289,0.138062366850607,0.140991943288854,0.163081171690781,0.0666291747478156,0.0841438933683793
"R3388_YZ_6",0.249132621331988,0.126343480626802,0.13840644291401,0.0221616321245829,0.172585964096516,0.0915311101245212,0.120924304529349,0.183453548123417,0.118058292697518,0.0641431528504452,0.312124416961981,0.219940754968775,0.0183330531289086,0.0618833602810053,0.139792316034923,0.0776537956316711,0.0800770275850428,0.0896874684441013,0.119654661834614
"R3388_YZ_7",0.253455044486252,0.140866418511213,0.0939786218664308,0.057442750616861,0.181061360354115,0.119090881963618,0.0650413327300272,0.0545760517765062,0.150545197874501,0.0177122827314165,0.0241111260556182,0.267749652554161,0.0624161662263306,0.0525422346704082,0.075628818279826,0.213682045653217,0.0339734409975614,0.127667284583741,0.175874129881463
"R3388_YZ_9",0.268500982985502,0.0927861394857628,0.0214844519097715,0.0553132134998441,0.148491679665049,0.0241483060695388,0.0303601036735452,0.0751259969781861,0.204557297779385,0.041577143323531,0.414478127924662,0.324546192695774,0.073491469035175,0.0644285352212538,0.0908538566856058,0.260202605958108,0.102593254748859,0.038319169792805,0.0517443924471173
"R3388_YZ_10",0.28555307325474,0.189937684685187,0.0669389374573801,0.0473097999495181,0.155173111529233,0.0976709903059515,0.0653897914090928,0.0976303802320724,0.142353616163666,0.02210500477326,0.0237962249944419,0.276475790362503,0.0789657601349263,0.0617832339459513,0.109004633991889,0.156488398961056,0.0559915509103135,0.0838408068993563,0.135988366730255
"R3388_YZ_12",0.234363283883443,0.10509388256672,0.0775037210768221,0.0168283034628585,0.20623999682146,0.030346185680781,0.0773174124796125,0.101849831101246,0.191617139656336,0.0373345510435825,0.0935760200052253,0.309537991924016,0.0168313659006575,0.0732189227957136,0.0688011101660328,0.355433252827939,0.0328168985176467,0.0690873992363812,0.072030290827195
"R3388_YZ_13",0.239782454459027,0.115483284994293,0.130185938710456,0.0279114679472001,0.157198248649596,0.0889612174552318,0.0980284683352767,0.183355206189075,0.169574059736759,0.0213699065883159,0.277498261806714,0.228993149893638,0.0709392023889927,0.0692114550763416,0.0894039675820048,0.163503536130826,0.0425498363260688,0.095032483216108,0.120070202562529
"R3388_YZ_15",0.258492228770798,0.190879567757731,0.043087297522703,0.0172036267774332,0.134366654649491,0.0278895182908635,0.0847918391713228,0.178259602387454,0.174066497601186,0.0239005307078493,0.156234919892382,0.320737064566934,0.0168904784475235,0.0348943178739415,0.105749836102624,0.182660310518359,0.0241848185736454,0.0408787540493479,0.146706693062492
"R3388_YZ_16",0.278803630041403,0.192366128012499,0.0304999842998457,0.071453169762749,0.180294650565789,0.0828942323521196,0.0597808864786575,0.0796653398711695,0.13354668584392,0.019897336787267,0.0276038457289285,0.302844795972518,0.0840971534675599,0.0600724202579452,0.0828420180424192,0.148797309850525,0.0870609241771939,0.087530351985081,0.0975400358472022
"R3388_YZ_17",0.212728050536628,0.153220942794738,0.103498326297228,0.042210381102224,0.192393174859631,0.0291029121318262,0.0614278918248698,0.10737564956382,0.17472323991559,0.0826534888185154,0.0807383794475454,0.231314651466386,0.0911265518125511,0.0730112923352583,0.107802153818633,0.208159989912142,0.165036273644001,0.0699843082917192,0.0762379490139453
"R3388_YZ_19",0.269836677890053,0.0935711321378483,0.00723762144045277,0.045886951174759,0.138831613993734,0.0450604713001988,0.0315536658234852,0.0722338921035088,0.200878606221547,0.112054762858847,0.335175348116783,0.296479979450415,0.0859561468020625,0.0827283493967372,0.10234576967277,0.210722702000506,0.0749679303980612,0.0483710844110305,0.0630005287576269
"R3388_YZ_20",0.243207000361748,0.113126832496452,0.0338997799724244,0.0132332644363738,0.186066738313178,0.0191907599041744,0.0855729800914961,0.115482079717799,0.1965438068218,0.0549436370932122,0.512113240323707,0.290536456413614,0.0395668681498118,0.0678761352368034,0.0817483644928023,0.282593079022251,0.0279833140944741,0.0382913059589981,0.0755546364345301
"R3388_YZ_21",0.268573179310509,0.165440367148001,0.021492474661378,0.0593800623135479,0.0863928769098048,0.056135174114502,0.0144713190333081,0.111250042332276,0.15845967693861,0.0166603344607864,0.0698703095102555,0.322341775463827,0.0992287316186535,0.0622718921611938,0.162788873550446,0.163457536896166,0.0978654263538967,0.0827204356273202,0.0800839161677413
"R3388_YZ_24",0.291714385404429,0.158838558435387,0.0590865689810507,0.053792388779477,0.157335335985607,0.0848724129735409,0.0287069933891419,0.0727785909578107,0.17320428808832,0.0148373324348039,0.0780652576461196,0.319836385431647,0.07393086657573,0.0726560085349424,0.0979377784061022,0.19764254568538,0.0554556614786381,0.0856362895913273,0.0946824840930219
"R3388_YZ_25",0.318574708117399,0.111799432765724,0.00490144220814497,0.0771003694508489,0.203086699417557,0.128483456513627,0.0823466481375666,0.073114844138266,0.149906494394768,0.0167864868967186,0.0309009176543044,0.251338012687949,0.0414787533222383,0.0450740855649107,0.0622372475018401,0.256474708444113,0.0772607979666134,0.0716952160219623,0.143211593887951
"R3388_YZ_26",0.284410032538999,0.0796152647376864,0.028428429171412,0.101533292550004,0.188663249839866,0.0430845812231249,0.0328517362221611,0.0420148695605602,0.146090105539075,0.142495730553594,0.0178657347346876,0.330003590410858,0.0924577895413381,0.0409535406211861,0.0680804389144672,0.33351177322387,0.0466527619580435,0.0592405554579021,0.083721457787707
"R3388_YZ_27",0.279815061896692,0.136409179772144,0.105087875616498,0.074497072287259,0.129683376050872,0.117755581896949,0.0580909187289003,0.0854657116674676,0.14548556821122,0.0168139647155336,0.0694872996814118,0.320294426068643,0.106084430975541,0.0629348880726587,0.0933754007588018,0.130396541794782,0.0873100723332175,0.128423143309995,0.106994496620984
"R3388_YZ_28",0.224803509624658,0.101727141009105,0.0737077304469746,0.0500405505128809,0.110410531040798,0.0104372361888714,0.0055218242339332,0.0702908861539357,0.202435853161556,0.11522280055888,0.262565318992023,0.222513241277782,0.122413227707643,0.0782754041623686,0.108000666366774,0.267900630404459,0.164009765205963,0.0582886716760746,0.0411653611174651
"R3388_YZ_29",0.226243120789392,0.188353305154115,0.159196077532326,0.0377738433315109,0.219838907037982,0.0524361948637293,0.0451688422020632,0.108967091714248,0.147364534006474,0.128013043194951,0.222907512157187,0.133701997514482,0.0696266244108693,0.077142831961793,0.0738693539496584,0.165480504357621,0.162955233493454,0.0633920727369764,0.100190624558688
"R3388_YZ_31",0.24924285408298,0.16771455195142,0.167925402718127,0.0189981176253143,0.221576994266837,0.0349104259708555,0.0721431308847553,0.160078296609457,0.17889851155268,0.141867635345456,0.152406397407721,0.145274945006719,0.0733055307394028,0.0820764260582195,0.0987062998879812,0.259771821745236,0.0657824964196686,0.0630843135605737,0.079565539338105
"R3388_YZ_32",0.249349094600549,0.127907187938002,0.0248120881774411,0.0354107453809524,0.178990409166735,0.0423505393511315,0.0695901582793228,0.0964223547349815,0.168263030946174,0.106251148176958,0.118848443408903,0.321979190094007,0.0321682273740029,0.0564102213315998,0.0964999977046406,0.311067665301999,0.0384370349484629,0.0450820001608543,0.13102702638013
"R3388_YZ_33",0.269488649525676,0.170358433610053,0.140515568592127,0.0200439976719618,0.198273302974713,0.0781433312844481,0.0775192252814851,0.128525901957722,0.167430868718802,0.0267691542657054,0.141988374053062,0.139003173722298,0.0340502026357903,0.0734905464535775,0.0878518972076586,0.211924349529052,0.0501325052592097,0.0517879799532395,0.169571103570356
"R3388_YZ_34",0.272779195338107,0.177322378788503,0.0200618473803456,0.0355054311508514,0.0971620305636242,0.0598083332347318,0.0324865332082225,0.165218360271455,0.175775257357239,0.0666783240714015,0.0848148109349436,0.328996544989403,0.0553951994765257,0.0626737432841245,0.125449231012663,0.169669592582249,0.0699777065749898,0.0993706596812146,0.0925504522223335
"R3388_YZ_35",0.194352833389805,0.18320069511196,0.114101938880734,0.0708860993607658,0.171026768821014,0.0379792435554344,0.0256369573793168,0.075946184268465,0.169040800245797,0.0979199426875055,0.026519433497476,0.2014258439499,0.0879894982011883,0.0584192687850324,0.120124376878334,0.191949924188796,0.182293071091996,0.0799186387681804,0.0751154492501881
"R3388_YZ_36",0.248704480052315,0.145039761575418,0.0554407522249864,0.0142002274273622,0.211400113349145,0.0425894802844383,0.0763202731259589,0.144449847993089,0.202891820729581,0.0285268877654219,0.111751268823089,0.27941094030022,0.0351469976959057,0.0631186028007587,0.0767646936818449,0.271150157095662,0.0339518194256699,0.0523689421269273,0.105313174027345
"R3388_YZ_37",0.315718696530436,0.0945392211494463,0.0452619737365734,0.0578261172221028,0.189608758940364,0.0787317827714501,0.0565113457919166,0.0902034325339659,0.173138182152923,0.0209817738677775,0.0830393379702312,0.232160381408195,0.0885991136513718,0.0567695248219171,0.0647836525820345,0.361269653477132,0.0457889923306225,0.072585214810938,0.0531031209103427
"R3388_YZ_38",0.236847599644548,0.157679482310941,0.0696777527807059,0.0652679279827008,0.112698614217352,0.0473214506236498,0.0233353102969216,0.0946301089177061,0.151836282549917,0.0595403511201943,0.090514953013523,0.234044918975924,0.102122381758691,0.0627747323993641,0.11896339862866,0.176921361991893,0.172457315168397,0.0864278915091884,0.0643864279566859
"R3388_YZ_39",0.267493712048264,0.171188217447305,0.0433903207627462,0.0589120175972925,0.133843621352835,0.0879940147836247,0.0628199222706136,0.0842530762892393,0.158411921800653,0.0826094620932901,0.131376319267376,0.285128559167302,0.0784531402354103,0.0382078022731243,0.0900544135343576,0.167944316986678,0.0943682929803721,0.101090920699455,0.109451834964925
"R3388_YZ_40",0.231181783158221,0.0712690626592061,0.0729458967465511,0.0517848222988586,0.0860651898729334,0.023008430749127,0.00845292772037827,0.0849201960560754,0.168484388771843,0.0832337435749076,0.584099681275724,0.281746627641744,0.0797054220174889,0.112559484942079,0.15904733596878,0.126360252064647,0.169724568302926,0.064289265562641,0.0338264553244762
"R3388_YZ_41",0.284343228662289,0.160154377946798,0.00663328432381922,0.0710981956663329,0.121495885965519,0.082185590277235,0.0485334474090634,0.0749872543727179,0.144118019554599,0.0683666910900405,0.0408132734767056,0.3252973629636,0.135333942995432,0.0494964688737565,0.103796203541637,0.132517726253502,0.104474005160416,0.0721638036288654,0.0953408048500632
"R3388_YZ_42",0.29329686988793,0.157577569090178,0.0620407530694088,0.0261008978299103,0.193876765707075,0.0600525603624002,0.111124931156163,0.154686402250788,0.166109571285687,0.1335348238618,0.30312021023504,0.273653141301525,0.0213006093718108,0.0449331929567339,0.0843674562997874,0.137102326555496,0.0634798451316536,0.0794899463557196,0.138105218809526
"R3388_YZ_43",0.269924291952323,0.132359115269103,0.00635801416083834,0.0509653696480488,0.185662069583859,0.0584024027124505,0.0754704613157271,0.092546707794922,0.163985719481874,0.0224565843624139,0.143045902195571,0.311401314573151,0.0564946238743777,0.0580320061336568,0.0771037653064857,0.238378837235059,0.0494973774590864,0.048842556663144,0.143699936131994
"R3388_YZ_44",0.253263762361644,0.0792838898950945,0.0535663869542432,0.047932694839867,0.107730803120509,0.0184377545185855,0.0275453487580653,0.133668581093113,0.179031231490494,0.0849820912571967,0.360342102966853,0.324612019985081,0.0698295749209126,0.0687357236718387,0.124067636726943,0.219846758524676,0.109498662987226,0.0489344490242429,0.0635953324433217
"R3388_YZ_47",0.345548548161899,0.154126478528045,0.125535614071574,0.0348813885671079,0.18269754616532,0.0334725616884903,0.0830949137036445,0.179971437535862,0.159298151508676,0.119969487960545,0.222471082694703,0.14961022176638,0.0308225892619069,0.0551020983180132,0.114331061350403,0.168150884913946,0.0637424283098884,0.0580934399063971,0.108401991479277
"R3388_YZ_48",0.290446361624533,0.102129456427537,0.0195642628794688,0.0279133437558867,0.226367060105504,0.0438984297721496,0.085857918062907,0.105325032760788,0.202297069898994,0.0333174127431006,0.236075865441895,0.251367162186973,0.045730455449229,0.070364375157633,0.0599969101832644,0.345005950481872,0.0389627052012127,0.0357548982787022,0.0837176774210724
"R3388_YZ_49",0.240312093303219,0.147327283384635,0.121345138090927,0.047493281546137,0.144101545199809,0.0687341278498634,0.0589563965318774,0.123218286129189,0.167478124324992,0.0235371170516214,0.160069377329773,0.230135224934327,0.115554299191009,0.0760148785251598,0.176831859456014,0.140831342248622,0.149028770378743,0.123815767420356,0.077267687127417
"R3388_YZ_50",0.197207691737369,0.172305403401917,0.127867070157377,0.0641167949812906,0.0923652515736143,0.0504698060085042,0.0400594524125439,0.125476874612911,0.157201469132564,0.0550769268534681,0.0731455858325246,0.251301985909041,0.0832515871882908,0.0661094782654321,0.147290857823009,0.106716793245815,0.1764256166524,0.114553272270884,0.0869550683254016
"R3388_YZ_51",0.248317442558415,0.102622744137458,0.0953936720405931,0.042932232688164,0.102359452640084,0.0571681919702286,0.0537384401602806,0.168968664816806,0.157888456480179,0.120213554083472,0.528157420904878,0.260882412480997,0.0459735266179818,0.0734795088178443,0.123210720559683,0.130061907853825,0.10898653219906,0.0904417954871145,0.0814449883783808
"R3388_YZ_52",0.27830697134918,0.090795474078616,0.0221593941351239,0.063768833551056,0.152432471086808,0.0522998197333122,0.0273451687019959,0.0576108943033272,0.16705885689053,0.0217873321118285,0.0307292407978626,0.288186406763465,0.0736567248252689,0.0603779307664908,0.0899058790532536,0.310981964075041,0.0510167617619914,0.0703877481667591,0.0801935069975651
"R3388_YZ_54",0.305689303815242,0.112196237542143,0.0183749591497359,0.0400018327420719,0.169337224295291,0.0312338615936044,0.0541524441449724,0.0788580051096772,0.177077336515225,0.0328861421996168,0.0529588321086374,0.270690621711254,0.0725408549046456,0.0694359402856116,0.0848993607205783,0.276803297944104,0.0864047316631701,0.05255853443973,0.0711567074845225
"R3388_YZ_55",0.225558880854757,0.0830388535490341,0.0531895393214276,0.0314686617508015,0.156405754137431,0.0222768126820199,0.0388990623740142,0.0882748714853591,0.193240989163432,0.147383839018325,0.343913941106262,0.277708728406667,0.0694611909033811,0.108490436862385,0.101108939925506,0.280193091802095,0.143698820875982,0.0411382703902386,0.0470487539305713
"R3388_YZ_57",0.169382040579695,0.120773087725764,0.0907372838419046,0.0409561452366459,0.144668792768025,0.0602159439384873,0.0598722854243984,0.135739601169015,0.173703350714006,0.0190520603715772,0.0771992485568028,0.256413555437756,0.0267462777981718,0.0647398360169365,0.0786390570964113,0.32725859079065,0.0453343024286222,0.0690042107848565,0.0763704811384674
"R3388_YZ_58",0.290057099653895,0.117313062360586,0.0852042264864656,0.0314665610870424,0.133802432023914,0.0483146016275276,0.060507694064857,0.127984741324192,0.180094626593915,0.168245348019323,0.206836875877731,0.2981156600753,0.0416263260922792,0.0724855769732282,0.123469791366579,0.203879969193913,0.0696762810284489,0.0521947658771218,0.0770666543416777
"R3388_YZ_60",0.297662014365072,0.144129518865427,0.0479334357759779,0.0465223808020961,0.162861489355406,0.0843580055233157,0.0826436549598555,0.129042077056662,0.133639640135898,0.0457862467694701,0.0440812517662894,0.260009515683703,0.0719931311228949,0.0668760041476266,0.132960492316643,0.13449325040928,0.107137306217541,0.0994436857546941,0.105086060819826
"R3388_YZ_61",0.292963679863748,0.100372160969119,0.0551480176966356,0.041378707355264,0.206928149545862,0.0293979160234121,0.0569621134836749,0.0690797643549802,0.178436609187341,0.0636375887492821,0.0977730292991955,0.296306351684457,0.0826318404634049,0.0625204420196477,0.0953651242590429,0.351251225154636,0.0373961550563807,0.0416572867167864,0.0903723403887744
