"","LP.01.17","LP.01.29","LP.01.37","LP.01.38","LP.01.43","LP.01.44","LP.01.45","LP.01.48","LP.01.52","LP.01.53","LP.01.56A","LP.01.59","LP.01.60","LP.01.62","LP.01.63","LP.01.70","LP.01.71","LP.01.72","Test.FFPE.07","IP.108b","IP.115b","IP.124b","IP.127","IP.138b","IP.140b","IP.197","IP.214","IP.28","IP.31b","IP.36","IP.38b","IP.52","IP.57","IP.58b","IP.67b","IP.73","IP.82b","IP.89b"
"ATF3",-6.02376409211409,-6.63469636914104,-6.2759692835076,-5.47527958373841,-6.25951337149329,-6.26994967655354,-6.85025874452793,-5.96868007465787,-5.826095349932,-6.50477242410724,-6.64746332567008,-6.24736627982473,-5.43618784969303,-6.26659431269365,-6.44581027496817,-5.79855058808782,-5.62580478432283,-5.92724352993733,-6.89717690264098,-7.28466323987139,-6.54322491202378,-6.65726267041164,-5.02751714371894,-6.76704660094243,-7.29896568893671,-5.62065947520351,-5.29639897583568,-5.16139913036613,-6.98447983500777,-6.38495262718547,-5.38928775503613,-6.830489956144,-5.82622918854777,-7.02733004645156,-5.31720573599677,-6.22673035117172,-6.33944947923128,-6.86501434914913
"ATF4",-0.105998802814555,0.705690243434705,1.35462464987093,0.480377779402912,0.00556493794279356,0.718384794452545,0.126706012568094,0.718930879188214,0.825650485661305,1.84381483980851,0.596000446008607,1.06515760403264,0.903267927904486,0.408254265273788,0.0732360611643505,1.0942710961092,1.03453396859795,1.1586289149851,0.958106785910312,1.46628806846355,0.419508156188802,0.376720163965294,0.279461297261779,0.645961201660366,0.585144468751888,0.930531230152193,0.588677538383179,2.12614056032004,0.889240693099251,1.08751812133675,0.610927901343541,1.01877817938421,0.901355718278853,0.602455276888031,0.851854110590321,0.635495833162788,0.132864148128837,0.810916278306549
"ATF6",4.07729697996141,4.99851625864312,5.14931883009823,4.52509155953175,4.83930791705588,4.8221106021858,4.84013006006246,4.7873129337984,4.58392391744016,4.60534098022526,4.3769873368462,4.59088146699041,4.82144830048576,4.4166199928054,4.54283630600318,5.17310931334419,5.2958850492623,4.83608752067992,4.70729159500908,2.90016583598321,3.81653542407529,3.72348238114159,2.92943716718725,3.60580770357607,3.29454397953179,4.58280731882798,5.00770202118857,4.85619448273095,3.95047576325845,5.2399394060941,4.7215061117313,4.8605985357503,3.89062611369422,3.87295546155584,4.13087196928902,4.4247582450344,3.60223122303435,2.95222435382634
"ATF7",6.51758772661944,6.49294184407326,5.74045671032111,5.23619063685227,5.9049350644961,6.00211285276467,5.97032064698938,5.42277940562957,5.61910621217326,5.76376318288179,5.52963674819497,5.5371058060669,5.82560387211525,6.32776900167821,5.61560112109693,5.54903827137288,5.92883325260907,4.71108874994101,6.12703719030062,6.40189827047734,6.02501379311899,7.05770879510342,6.1886609184303,6.67915918975659,6.64618915913174,5.16687800979404,5.82588285133314,6.17353964800688,7.12873632919649,6.28167190171179,5.7979727402912,6.82596737610069,6.36315474560042,6.46406015100816,6.46454142672851,6.46337459360635,6.5094545491837,6.76614200071232
"BACH1",3.03164300092727,3.7393685432731,2.79796838761606,3.21022720172704,3.3301760450918,3.57327822732758,2.62536781951572,3.53360105796515,2.17883526255081,3.13970691510331,2.64842939102674,3.51324058730717,3.64325380522699,2.42155738093256,3.51067134384058,2.58111678407265,2.8238669773581,4.19633076987912,3.07459563088873,3.13039774690987,5.00764545463824,2.57517627843682,2.10224745101231,2.69136805512244,2.96995869987237,2.61908115734235,3.57561237350868,3.46408470361463,2.61316855952031,4.49447758034967,2.42091624159511,3.69889959319421,3.44570159544779,1.99759965068674,2.96378648716937,3.47971067375489,2.95461671918154,2.67523169339677
"BACH2",4.17544300249074,4.06820023218468,3.58829345648401,3.84103429978264,4.81662221073799,4.31519043599409,3.25869984919377,3.34236505835408,3.80898423043403,3.67313888015078,3.80959085457264,4.0943244547775,3.39922044336709,4.53241866231267,3.14136614812522,2.73895276703435,4.43867833756231,3.49654807201596,3.87851184760792,4.24544418302104,3.89961353607804,4.26181265982407,2.84933410922205,4.04747754103393,4.28464811375084,3.41198693643389,3.6788366790512,3.67463951777425,4.03141025876396,3.14614253021263,3.59924821273092,4.46715229473702,3.11411972348014,3.40677685518892,2.66135188362257,3.39381192120878,3.40582916463657,3.77167544594394
"BATF",4.64326827558027,3.6905056864115,3.04956557367869,2.11731074320597,5.30832703119681,3.58617302287615,2.67355718349895,2.57429433374907,4.28582443956111,2.81551606180242,3.62116334621131,4.19470137920781,2.39637414616853,4.92774586443493,3.38457343542661,2.81042084891232,4.13694581713763,2.92106431073281,4.4355069474687,3.24189214149113,2.86013958874896,4.42791064062877,2.27046459725916,3.16447273470016,4.5312441767555,2.4339154957831,2.86868281036121,1.57786328527312,3.67679303550113,1.49212128025953,2.99440623535457,4.05491440067763,1.47536064502366,2.81695731083396,2.76557792569971,1.67994692766763,2.95836296302103,2.69670595066508
"BCL11A",3.34609126507119,3.2424893552291,1.88073441811341,1.57926427018441,3.41980310278427,2.55730450123634,2.33309965421283,1.41072914518382,2.39593545812541,1.89943754997458,1.98607018084196,2.61651558064672,1.20558510775102,3.17279157154668,1.80830652257013,1.17382842904859,2.98713320731131,1.88910221006468,2.75241223468934,2.67545839135415,1.29054569562873,3.0751860490227,0.57550998927972,2.76682852205353,2.76151350702861,1.1115902508098,2.38866644235662,1.65383946043414,1.92296147043186,0.929037707306152,2.09809171917825,2.62409991665358,1.39591586372284,2.50575478775521,1.87669495525646,1.74112645253919,2.79942133497494,2.27020386944643
"BCL6",-5.36360297340569,-5.765406443875,-4.94839161418119,-3.48066933772987,-5.58386784406418,-5.08141389471225,-4.65413513728968,-3.63326775086564,-5.25486090557895,-4.91705465803751,-4.82625391713443,-5.5082908745795,-4.74025668427536,-4.99566713133716,-4.8431158133645,-3.74051948916233,-5.51495638977258,-5.06865926524507,-5.48994487060426,-5.63449927266805,-4.66127838542027,-5.75105953225085,-3.85936442002632,-6.02681952517842,-5.83201217187722,-5.01825806442045,-4.27949932984706,-4.12588375525963,-5.28978876397406,-4.01158653563866,-3.93948386195296,-6.26117131557671,-4.00960511713616,-5.40818725692247,-4.10085938029494,-4.05100874687401,-5.19690032174145,-4.99403094214301
"BHLHE22",-4.07491530762711,-2.71604821281066,-3.17095157609221,-1.55406608588887,-3.65800523109162,-4.19359688836802,-2.81320210759405,-1.73709343710938,-2.64924103287842,-3.43137046974255,-3.10740041503398,-2.90769239770586,-1.21736780370009,-4.21969501026995,-2.34401660598595,-1.97285018992897,-3.48050424042692,-1.53481168145392,-2.84064481206018,-3.06075699943003,-1.98242870598724,-3.67548379178958,-1.71252284231287,-3.88436427856587,-3.64913727752291,-0.991380217931582,-1.22111753477706,-1.68996077306025,-3.40092889497382,-1.88781106417624,-2.767904838556,-2.66392504516961,-2.48202712093712,-3.68271513109902,-1.77217850686595,-3.2235773431555,-3.25052585862994,-4.53307024571369
"BHLHE40",-4.46336224129371,-5.64609259031504,-5.57679043725288,-3.73588620788703,-4.38164184776401,-5.34099664128154,-4.50664728956579,-4.6953052535233,-4.58711833496063,-5.72203644736937,-5.23220359570209,-4.14048402727179,-4.18406563922354,-4.36649052808517,-4.95670154110398,-3.86429844163503,-4.44888362497662,-4.79800305525117,-5.04702423304492,-5.94877594626014,-4.87807208313509,-5.63522064490172,-3.94765893395495,-6.34807913307488,-5.92166326306036,-4.12597901192254,-4.28182694239893,-4.92129842132815,-4.96709956765477,-5.38034939169289,-3.81281061388332,-5.84133865344043,-4.9528527468832,-6.85531833849541,-4.9269930362898,-4.4968429900156,-5.84557416126625,-6.48044844977092
"BPTF",-1.04276030007685,-1.4437980297749,-1.68020987450193,-1.45110875070317,-0.3113270692552,-1.08532161560432,-1.00277434071006,-1.08005679568238,-1.24395356670414,-1.56777098240326,-1.4862579493302,-1.00891058106841,-1.31175927470475,-1.30521229386425,-0.628977599429184,-1.07599761882649,-1.68322458991081,-0.934795091964801,-1.50919104189856,-1.13281761633317,-1.64353307700284,-0.442820182063788,-0.0382148514407715,-1.69191634636307,-1.75010711046986,-1.93852024788838,-1.92833255036115,-1.90942730789437,-0.787798460275358,-0.693590091883517,-1.34774552481693,-1.29427801608988,-0.283623588972214,-1.63805969099889,-0.496555204090064,-0.724874852487607,-1.15299819564737,-1.02307976000536
"BRF2",2.58444680619916,2.16980447252316,1.98499054303761,3.97176033865189,2.59898643884446,1.94661628088641,2.57992870880769,3.4378493437845,2.38122521019395,2.22257732108788,2.25387415019026,2.79814905594786,3.43621455040438,2.67155172276392,2.45016836619846,2.34188773148894,2.50511627680833,2.76389238879294,2.55430184788588,2.70037773287061,3.72212803455667,3.26353985875219,4.35455872740045,1.8298238839697,2.00830084405017,3.54793838132873,3.83625817382928,3.34798140489388,3.55211984863236,3.05977002777718,3.41513261029176,2.54619640013586,3.55958552420629,1.57480071112953,2.20477642225295,3.73365414683376,1.46821552651202,1.83755642812565
"CBX2",-5.30258797106331,-5.05326086867644,-5.49319801793129,-5.54487033005352,-5.88732238098004,-4.99679238274554,-4.88334358112007,-7.79070006560836,-5.06104916616968,-5.43209189915846,-5.87128682351973,-5.92560190018508,-5.83486716506807,-5.19176273432624,-6.40256738540455,-6.12195079800385,-5.22678145250197,-7.1923322098164,-5.71539364504767,-3.81216907262858,-5.12600140135718,-4.15965623314921,-4.06192415525613,-3.39003760353918,-3.41061906316494,-5.79752780384473,-4.03755412995272,-4.25452399477286,-4.34519396496949,-5.01318375243795,-4.37848114760366,-4.59765111848071,-5.98433096019966,-3.60485394563361,-5.73848181405528,-4.97980013858945,-3.35613024518066,-3.05445295055489
"CDX1",0.58962327639293,0.0824736359310192,0.394091623174607,0.387762239986766,0.536821732874743,0.0486685026797853,1.19803608423979,0.592406253650261,0.811515713411529,1.03281358577148,0.795200096538975,1.34805953625703,-0.213125770020676,0.924414068039081,0.687758177974021,1.75518539376267,0.794535798588565,0.921439214230411,0.622399674820097,0.606266909239527,0.742187859860953,0.517463326025724,0.388935770485372,-0.0963931235398595,-0.823806214232889,0.42500601181227,-0.599360893371475,0.200872244303649,0.661784912794562,0.183144773803827,1.19191880007625,0.0992996278985257,1.52471716591135,-0.325081713332098,0.495385446597197,1.03220484162998,-0.413986845374243,0.361165800421807
"CDX2",-3.40957352369311,-3.66882309146544,-2.50006911345384,-2.95372048099564,-3.94367386978444,-3.71393632801739,-3.22327724101494,-3.95110800680181,-3.33903866150801,-3.08208840679067,-3.33127830278212,-3.12012031569302,-2.8258950753633,-3.65732658743794,-3.36488027586963,-2.66153017270652,-3.26930227714733,-2.33058005040461,-3.59864708358291,-3.51522630676801,-3.23703634715846,-2.78092125750446,-2.67156937071757,-2.76996704189999,-4.12234192160704,-2.97610091483193,-3.47516044228821,-2.47943795170288,-3.53914206900855,-2.68222940837167,-2.67659498067865,-3.71486632167116,-1.8966548803493,-3.52639792646134,-1.18947623211584,-2.76697442898579,-3.72470124928714,-2.90597116153845
"CEBPA",0.747485026125135,1.41696173890607,0.820940778020167,-0.397642139621722,-0.0854809364646096,0.529036882105559,-0.409258529893179,-0.160346092003148,2.08720039754429,0.9067295757417,0.806781906829667,2.07443648467283,0.461489734372899,0.183727222616081,0.654048679713009,1.36776748070845,0.790296025352656,1.30085301976625,0.991702617671568,0.866022530163063,-0.63363973419032,-0.282754159115711,-1.2944951974292,0.711628519931405,0.606013849027757,0.445179219231162,-0.841892105288702,0.600601310829872,0.546937925028274,0.273467555004301,0.17598295036471,0.249021640140585,0.276413193379077,0.726841980490749,3.00282524874012,0.267686098098824,-0.159811380891714,0.041137708391827
"CEBPB",-1.26974974459105,-0.824898769876595,-0.574838052162724,-2.27277830749016,-1.59800438465892,-1.10999188668019,-1.63786794215963,-1.60096551271928,-0.79642863833807,-0.907135755230538,-1.6357676789496,-1.08894916809352,-1.73822446590983,-1.28919904670744,-1.11464651077922,-0.455512814477168,-0.740252812040267,-0.756101623021281,-1.27522235135347,-0.931504231745534,-2.18385003853321,-1.11915671115102,-1.88227504214684,-1.40059263325384,-1.32439466534758,-1.61350360682951,-2.18998945743531,-0.91771436445574,-1.15693389704909,-1.93497570550087,-1.58724814726343,-0.991763727258318,-2.15381250822332,-0.747365386640909,-0.325429913953853,-2.50734794788715,-1.4327719569125,-1.60629293098689
"CEBPD",0.695374062614141,1.36739137854944,1.43320509151813,0.672033275093019,0.703616818802673,1.45173345477658,0.441338027685398,1.03408563870091,1.73984935092289,1.34293059593572,1.09131979124185,1.2389227813821,0.987837053562243,0.975946743084799,0.894221489902292,1.8942012340471,1.42937057213676,1.52181760858399,1.33949211381342,0.748522258285721,-0.206609632377815,0.252425116144564,0.540559783459843,0.73423042063156,1.20613610024385,1.15980299520425,0.68834972467401,1.35590328821028,0.273163292810656,1.4175321501369,-0.556370286224611,0.999641690724534,0.838430636526907,1.60366928559479,1.32592947550045,0.690654758751765,0.733889198843828,0.689677858290079
"CEBPE",-0.0860794136085935,-0.148162432533939,-0.0712371996289597,-0.952689949539203,-0.232149186353389,-0.0230485682694886,-0.247132010641557,-0.74067609653465,0.363081458794964,0.474827183249659,-0.0792262289288739,-0.475309822477102,-0.672781025425261,-0.131120824508502,-0.844071986305976,0.123706869759779,0.440761904826591,-0.434851369578015,0.144463206748888,-0.975846057814925,-1.29197129842079,-0.477817862844603,-1.28730165660409,0.586823720039554,-0.167579225755143,-0.496970932652903,-0.746474811598534,-0.766194385682741,-0.221987429137919,0.479410682695145,-0.670317781202089,-0.353257614112853,-0.574987224754075,-0.0477495506680487,0.34703719028855,0.0594046630772429,-0.534687430320422,-0.15900652666982
"CEBPG",4.41146125570121,4.357900764651,4.02701115327169,4.45041222617073,4.69103579764739,4.29073200167745,4.70358897491752,3.98626346969858,4.44830506810024,4.89338698219306,4.42102702888365,4.41486487087954,4.38215170429653,4.60606705882881,4.08821074417425,4.57881218281144,4.54752309187963,4.25691087057229,4.85679261350239,4.60040102801066,4.65834681586804,4.55772195853696,3.96209803322784,4.17596230647002,3.82003354877269,3.91653840853738,4.06383662952333,4.64188221226091,4.75013418108171,3.82970733292377,4.95960592956618,4.45927549661007,3.70285865584862,3.5548901773153,4.16729120122613,4.01350289779025,3.42457814034166,3.30038578026118
"CEBPZ",5.45436755387533,6.7528929423513,7.08025836863695,7.16380663968339,5.713014336723,5.92984674932352,6.56538888156789,7.0852028919031,5.7037841318297,6.71422932253139,6.07823069547695,5.51181060539328,6.76748782870337,5.43499030155616,6.53408982670812,6.47706244098156,5.68899152847234,6.47806158143564,6.91456018373805,5.3793495353831,7.05214609627365,5.73475492511435,5.81819147094236,6.45660595778226,6.92958015091687,8.09995662419578,6.11132167510285,7.70871180384569,5.07994012881945,8.39384247304491,7.46280023755736,6.97247802641877,6.67513363905403,7.80570518246359,7.26916505053688,6.43045199719397,7.9682601659198,6.57407265058412
"CLOCK",3.90485599083669,2.91736640827178,2.80737952786762,1.58982410429486,2.98665200872562,3.48846600916045,2.65764719798713,2.0373385396744,3.25415718793727,3.2816737982849,3.16008272907311,3.50883379755675,2.16431821251295,3.45148733277848,2.5630877519194,2.54373918610885,2.92308127651195,1.75817557251244,3.03382014810228,4.21503448449151,2.85328505394124,4.20307448036666,2.28615202732318,4.55018131233512,4.64432727633385,2.12839552261366,2.74210101159542,2.52778789288204,3.65316147532566,2.89252971167262,3.11421992324112,2.80553614015218,2.31509253472407,3.75127384556427,3.21894098714121,3.55720388314275,4.41155016141075,4.61009326492395
"CREB1",-1.12729167016027,-0.655038134671648,-0.998140567711218,-2.16765259571737,-1.49629790017944,-1.27207235186965,-1.53553253508081,-1.04148643830809,-1.41960323835899,-1.39760689807756,-0.992211699002672,-0.676202400052758,0.0475965051559967,-1.55058252562068,-1.09302991167274,-0.700770346292834,-1.36991910153195,-0.636118047082864,-1.50595617942631,-0.324003444124152,-1.82947118095568,-0.362241335142962,-1.83451111965426,0.120034509118801,-1.72398131689985,-0.864475843692696,-0.529084061505442,0.347196282189419,0.124308509999936,-1.68694039799244,-1.22396403297646,-0.633795017753964,-0.720373137698148,-0.485620419013388,-2.43156217845091,-1.62538005725207,-0.503776734375455,-1.59939985618412
"CREB3",2.93633147267262,3.41233451863746,3.43378018785082,3.47069241946967,3.53739559273139,3.58390344862744,3.41069779561465,3.93452488602468,3.18142032574838,3.45653753183581,3.70408515779037,3.85963010545855,4.09946629458088,3.3628953522933,4.05321106440717,3.96354302019217,3.41204821263178,3.67103949507905,3.59229232743915,2.96129322988894,2.9315213811228,2.98312878210104,2.41608397879723,2.8718558684896,2.7695901073751,3.67996460490825,2.92004996503096,2.9466566587898,2.93777585586354,2.8168292760747,3.79992472957767,3.67514818717101,2.8901842811683,3.43303583410275,2.85143189178653,3.3105748261285,2.56675412241719,2.79740489809863
"CREB3L1",4.45640551679432,4.27403066598481,4.84380741329816,4.28476684362788,4.39675752041275,4.83927964680577,4.23380302895011,4.33833489110777,4.12799188278581,4.14459092890096,4.80707275376427,4.1281288711689,3.57841251079495,4.43832102331824,4.13180381639252,3.86656046483206,4.32636529631109,4.02279026263413,4.42278696330003,4.69416568512716,4.55842004178383,4.38860573004725,3.57128676760197,4.34573564973633,4.56347797312311,4.45195579927243,3.38445261844729,4.14038603524888,3.78121289202872,4.16520950313459,3.32233022500499,4.93368113488909,4.31323131263222,4.680036283619,4.39739284697789,5.06169132573993,4.40813961590213,5.05295226716288
"CREB5",-0.752083266173979,-0.959667807133795,-1.04724607521509,-0.671520809702297,-1.02124649015655,-0.864482818557717,-1.0942382768734,-0.653979100233496,-0.98537965849276,-0.582327861249496,-1.02193658464453,-0.994558043436926,-1.12378533091989,-0.698483976032982,-1.17275254859898,-0.368955777249204,-0.963823935510245,-0.748984542432287,-0.594745259762307,-1.27771066418388,-0.219293269353331,-0.95819596244936,-0.725895937308294,-0.697734854004872,-0.867918894840449,-0.894973816241467,-1.08740600342189,-0.268473323602794,-0.587172337714633,-0.506529749084647,-0.775056338024541,-0.697428484863413,-0.958531746070559,-0.50724176805745,-0.554992056011711,-1.23448554728319,-1.90115072450277,-0.780456974737148
"CREM",4.71100187737461,5.51731831367209,5.56395070919892,4.35973787897757,4.67694513930234,4.70738904604698,4.71155881988065,4.69237888036888,5.19270334514309,4.7455984613577,4.68654174237165,5.05768181316398,4.72726768842977,4.56085435073817,5.02479711498043,4.65511718128824,5.09878546218637,4.37491636384634,5.63422357582078,5.49540696797154,4.71924895981526,4.93513348936065,4.63440372272068,5.84079974889143,5.22355880745223,4.87463550094895,4.41354343295699,5.33543740517998,5.82615159157665,4.24837451573574,5.00972212381947,5.81886674346558,5.05841271126693,5.90228455230862,4.5540310100606,4.88941570681501,5.37022009438595,5.15978726851215
"CTCF",1.60536220961135,1.47203348447025,1.56130851861041,0.334273050664231,1.40834711715861,1.87111711964202,1.47685023852503,1.19774123178096,1.23893110221044,1.19662671979125,1.07821537914615,1.19782197351255,1.07228155317666,1.74341215251382,1.04848056605282,1.71450846439827,1.29478410534152,0.419611754513631,1.17091482990881,1.30845328055095,1.75905487813659,1.55914021863028,0.174525374004988,1.89830010776265,1.73047412142762,0.520239009826022,0.734514746763189,1.38141120575963,1.54241184566225,2.27383410696336,1.70865450348375,1.19268121163369,1.55839253426312,2.18728950549344,1.73321433898268,1.46296005676594,1.94425663486648,1.85712421866531
"CTCFL",1.98816273880409,1.56948939874803,1.89245124037747,0.280797719331947,1.62825606372016,2.00909543358078,1.66230847830149,1.33785694182135,0.895751390175464,2.26517532709944,1.76382589002374,0.930032863332035,0.357023948574986,1.70049220742127,1.07274480304936,0.914398786827283,1.28216886497421,0.922179901428155,1.44965303325279,2.79176891104551,1.89900930812356,2.20788226025555,-0.0460262417790231,3.37946914150101,3.73075696423337,0.478674714453349,0.522022477691199,1.3090897309612,1.63742378273386,1.89214425528875,1.17397220419401,1.77963491326983,1.80768875344407,3.78050209044452,1.38621269026096,2.04550704090102,3.60189872329323,4.61748975054702
"CUX1",3.97515290133453,4.35523084441802,3.89609545522063,3.60660044625089,3.55798661349107,4.04098351434687,3.41847635009081,3.9413129468016,3.85161917959539,4.28460634749224,3.86698080039934,3.81477909726762,3.68803372694408,3.82840490480854,3.8005101459435,4.14192964969116,3.29946527684708,3.53333051569354,3.79141530032239,3.98177806930719,3.65803577117323,4.12090889360038,3.44044617284413,4.67760856023324,4.54739512859559,3.41610694511113,3.01781004426419,3.61517737430101,3.57433422814279,4.94784923356279,3.54403607053616,4.22706494170593,4.39424451746422,4.69885892179392,4.29517461014995,4.07754650676443,4.52377348858964,5.16249456486591
