"","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_CAFs","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_CAF","CBSX__scRNA.melanoma__CAF","CBSX__HNSCC__CAFs"
"LP.01.66",0.414425765985531,0.424007511846798,0.423542719965438,0.268310231579658,0.414425765985531,0.424007511846798,0.429512653917098,0.443595199391294
"LP.01.67",0.460650759627372,0.341907104985731,0.502786517247384,0.259683799944429,0.460650759627372,0.341907104985731,0.46696551184276,0.539242047199641
"LP.01.68",0.231559367380778,0.2790623468213,0.351976125825269,0.202851269343012,0.231559367380778,0.2790623468213,0.201000942327736,0.357695981491503
"LP.01.70",0.825069060758765,0.489005750390605,0.778353122487963,0.270428299077561,0.825069060758765,0.489005750390605,0.850466072544379,0.758508095445358
"LP.01.71",0.71352380498669,0.530339512227487,0.669514743717128,0.282465301964852,0.71352380498669,0.530339512227487,0.706213308301014,0.688961914248012
"LP.01.72",0.762945229179323,0.288789398437914,0.146085103901724,0.133275345143364,0.762945229179323,0.288789398437914,0.698077907929603,0.189577530407669
"Test.FFPE.01",0.664959873977122,0.362605556658962,0.502337732339609,0.220625827115494,0.664959873977122,0.362605556658962,0.737020413891026,0.510702766759907
"Test.FFPE.02",0.564916044037484,0.430577725488763,0.482586894617037,0.235393020387311,0.564916044037484,0.430577725488763,0.571667414428144,0.539857509136717
"Test.FFPE.03",0.337853679405388,0.169540653766338,0.357505442480955,0.211479349086358,0.337853679405388,0.169540653766338,0.332817747933483,0.339648397350325
"Test.FFPE.04",0.670747238839131,0.411876235299935,0.521176933283008,0.245537262971957,0.670747238839131,0.411876235299935,0.660569735805483,0.573956867665686
"Test.FFPE.05",0.571735330580258,0.480969532338296,0.442364753195195,0.244641003027396,0.571735330580258,0.480969532338296,0.568753978871164,0.467885636641542
"Test.FFPE.06",0.752467456531527,0.385127724129412,0.647056617656102,0.222734405028558,0.752467456531527,0.385127724129412,0.742669786586341,0.697606384000211
"Test.FFPE.07",0.529213098031829,0.418033713670685,0.344544115800816,0.226623727700959,0.529213098031829,0.418033713670685,0.548803688132059,0.299023555986567
"Test.FFPE.08",0.716575611797512,0.441681140120795,0.690649832923541,0.244551902997565,0.716575611797512,0.441681140120795,0.712976653749672,0.698849931854309
"Test.FFPE.09",0.875740554291416,0.51531660164483,0.598514615992124,0.240928703063647,0.875740554291416,0.51531660164483,0.85553061061341,0.58853659188566
"Test.FFPE.10",0.504659751654349,0.443250480484405,0.411337346779429,0.232890133155109,0.504659751654349,0.443250480484405,0.473927831774179,0.406814370063917
