"","Epidish_CBSX_LM22_Dendritic.cells.activated","DeconRNASeq_CBSX_LM22_Dendritic.cells.resting","DeconRNASeq_CBSX_LM22_Dendritic.cells.activated","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_Dendritic.cells","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_Dendritic.cells","Epidish_CCLE_TIL10_Dendritic.cells","DeconRNASeq_CCLE_TIL10_Dendritic.cells","Epidish_LM22_Dendritic.cells.activated","DeconRNASeq_LM22_Dendritic.cells.resting","DeconRNASeq_LM22_Dendritic.cells.activated","Epidish_TIL10_Dendritic.cells","DeconRNASeq_TIL10_Dendritic.cells","CBSX__LM22__Dendritic_cells_activated","CBSX__HNSCC__Dendritic_cells","CBSX__TIL10__Dendritic.cells","CBSX__CCLE.TIL10__Dendritic.cells"
"LP.01.28",0.04231742484563,0.00357696919099227,0.0582615945096619,0.0140620876096118,0.00808494044292333,-0.00583764910114311,0.012796120118305,0.04231742484563,0.00357696919099227,0.0582615945096619,-0.0200216550349893,0.0411693289685103,0.0305514228207509,0.00799322130333947,0.000885398813355153,0.000388313986063289
"LP.01.29",0.0376834891080291,-0.00200601219985767,0.045504858466865,0.0740059495241362,0.0407432218222846,0.000869436341415794,-0.00243104288329817,0.0376834891080291,-0.00200601219985767,0.045504858466865,0.0263622398426513,0.0293167417657343,0.0360811738440233,0.0780438198946044,0.000885398813355153,0.0555415937664629
"LP.01.31",0.0883588204049636,0.0235996966813777,0.117238276028562,0.0834391973021975,0.0414266102532178,-0.00583764910114311,-0.00243104288329817,0.0883588204049636,0.0235996966813777,0.117238276028562,-0.0200216550349893,0.0262767389704707,0.0429760848995638,0.112084055391691,0.106934758993704,0.000388313986063289
"LP.01.32",0.066151766285936,0.00582285654826299,0.0812526777595016,0.112303318587074,0.0467957202090317,-0.00583764910114311,-0.00243104288329817,0.066151766285936,0.00582285654826299,0.0812526777595016,-0.0200216550349893,0.0193935826118476,0.0586621548319357,0.123646523161162,0.000885398813355153,0.000388313986063289
"LP.01.34",0.0465474863632046,0.00771136061737164,0.0528953880303688,0.0560720800959897,0.0482744359049928,-0.00583764910114311,-0.00243104288329817,0.0465474863632046,0.00771136061737164,0.0528953880303688,0.017422423516927,-0.00699071999634743,0.0422304910011564,0.0527364527843655,0.0675356423172592,0.000388313986063289
"LP.01.35",0.00674497452647115,0.00294562245767436,0.0371152582683992,0.021380793033687,0.0377445256392761,0.0099796321535808,-0.00243104288329817,0.00674497452647115,0.00294562245767436,0.0371152582683992,-0.0132982304176505,-0.000388504708480603,0.0099772421412659,0.022109699553073,0.000885398813355153,0.0170962546264534
"LP.01.37",-0.00217612602895064,0.00380072624534233,0.0159749348548989,0.152404241793941,0.0695564432982181,0.0080010719888514,-0.00243104288329817,-0.00217612602895064,0.00380072624534233,0.0159749348548989,0.0496564516794302,0.0137438346031503,0.00132369229151272,0.136578850349632,0.056508869005932,0.0213876527208311
"LP.01.38",0.0402347782441828,0.0350487826217706,0.0965687861938319,0.451481166827672,0.0964016084742892,-0.00583764910114311,0.0100865920232167,0.0402347782441828,0.0350487826217706,0.0965687861938319,0.0378973164475103,0.0403251367187547,0.064711063320794,0.410242406145147,0.140697061987552,0.000388313986063289
"LP.01.40",0.101380330003342,0.0441365698846892,0.144767156261993,0.288809533043696,0.0507907668148472,-0.00583764910114311,-0.00243104288329817,0.101380330003342,0.0441365698846892,0.144767156261993,-0.0200216550349893,0.00227941481254011,0.112689919311068,0.314520688613561,0.119194754040582,0.0291166973040804
"LP.01.42",0.0568005125703338,0.0201209840680783,0.0428038250468343,0.174532775628057,0.0530595207946311,-0.00583764910114311,-0.00243104288329817,0.0568005125703338,0.0201209840680783,0.0428038250468343,-0.0200216550349893,-0.00699071999634743,0.0445390646318944,0.169908702617058,0.197526506676761,0.0180240794727644
"LP.01.43",0.0436948538438423,0.0107993423766578,0.0206251857436722,-0.0208689571676295,0.0110548384567931,0.0343855423253096,-0.00243104288329817,0.0436948538438423,0.0107993423766578,0.0206251857436722,0.0918870796961417,-0.00699071999634743,0.0436726852676723,-0.00733352491084694,0.218155199543304,0.0152847653566195
"LP.01.44",-0.00217612602895064,0.0222345464456077,0.00185028589143374,-0.0208689571676295,0.0304410327693573,-0.00583764910114311,-0.00243104288329817,-0.00217612602895064,0.0222345464456077,0.00185028589143374,-0.0200216550349893,-0.00699071999634743,0.00132369229151272,-0.0135097164418385,0.192233397876147,0.0540242144797579
"LP.01.45",0.0107294287391718,-0.00200601219985767,0.0839794920739041,0.221256183871065,0.0790368099975374,-0.00559496295227377,0.00114787008742312,0.0107294287391718,-0.00200601219985767,0.0839794920739041,0.0198256265450016,0.0388018892430778,0.0180007124744589,0.219868654542049,0.000885398813355153,0.0250968112545157
"LP.01.46",0.0474715489771553,-0.00554057931620717,0.145790747162811,0.0957138725937117,0.04877302764527,0.0691659511925813,-0.00258464906151807,0.0474715489771553,-0.00554057931620717,0.145790747162811,0.140520105246222,0.0183380998959457,0.0820172331287181,0.111935383575737,0.2374047615784,0.0750934121336606
"LP.01.47",0.0843669804540676,-0.00554057931620717,0.169157516796036,0.180398763902034,0.0705431092278066,0.0106326399251851,-0.00258464906151807,0.0843669804540676,-0.00554057931620717,0.169157516796036,0.00601697665883953,-0.00239173159556106,0.106071410496254,0.202871896717865,0.137070497438525,0.0205353956208182
"LP.01.48",-0.000633676208680906,0.011331428265974,0.102894751514126,0.0798521016268926,0.0467312233324356,0.0106326399251851,-0.00258464906151807,-0.000633676208680906,0.011331428265974,0.102894751514126,0.00601697665883953,-0.00239173159556106,0.0165151164331308,0.0696481030706144,0.02959073672001,0.0205353956208182
"LP.01.52",0.0185754653632712,0.0604859626566149,0.0210186779795176,0.0261014632154408,0.0293289091797247,0.0106326399251851,-0.00258464906151807,0.0185754653632712,0.0604859626566149,0.0210186779795176,0.0197132157295487,0.0156932168764053,0.023490383079155,0.0595765468811414,0.02959073672001,0.105116578388539
"LP.01.53",0.0481239704450366,0.0214338640944627,0.0452707044078143,0.0214453751428312,0.0365687574936862,0.0106326399251851,-0.00258464906151807,0.0481239704450366,0.0214338640944627,0.0452707044078143,0.00601697665883953,0.0301961879099857,0.02454076899834,0.0202940021908189,0.357845516628016,0.12358305839989
"LP.01.56A",-0.00241234044827384,0.0389961685386102,-0.030612430198444,-0.027764270500316,0.0243187433600061,0.0106326399251851,-0.00258464906151807,-0.00241234044827384,0.0389961685386102,-0.030612430198444,0.0163961361558851,-0.00239173159556106,0.00928022779832098,-0.00741911832078841,0.02959073672001,0.0942045374555055
"LP.01.57",0.0358271675827861,0.00817465560376423,0.0305481403540884,0.159114791228286,0.0571568027135198,0.0106326399251851,0.00169743798207238,0.0358271675827861,0.00817465560376423,0.0305481403540884,0.00601697665883953,0.0248747769265548,0.0196559969762154,0.154252269259311,0.0679133423915581,0.0846890730936089
"LP.01.58",0.0766035787814288,0.00318814046323529,0.0366809653482666,0.0654394572085497,0.032848692092243,0.0106326399251851,-0.00258464906151807,0.0766035787814288,0.00318814046323529,0.0366809653482666,0.00601697665883953,-0.00239173159556106,0.0394087279797381,0.0584021901945874,0.02959073672001,0.0205353956208182
"LP.01.59",-0.000327675485057756,0.00248277366446152,0.172525151823591,0.0121897294656722,0.0378022305603146,0.0106326399251851,-0.00258464906151807,-0.000327675485057756,0.00248277366446152,0.172525151823591,0.00601697665883953,0.015204166979928,-0.00746448995949032,0.0065980310511017,0.02959073672001,0.0205353956208182
"LP.01.60",0.0640686465426964,0.0103836355443474,0.133015296175813,0.309590383111378,0.0674486769818931,0.0214821433795487,0.0851884844507641,0.0640686465426964,0.0103836355443474,0.133015296175813,0.00601697665883953,0.129480177294542,0.0442026800852349,0.213359582460929,0.112385950777528,0.114666686621956
"LP.01.61",0.116938704617081,-0.00554057931620717,0.090002294513828,0.248218632678794,0.0606586425832943,0.0106326399251851,-0.00258464906151807,0.116938704617081,-0.00554057931620717,0.090002294513828,0.00601697665883953,0.0473014843236272,0.162443325057894,0.239183821865009,0.0664794780950104,0.0205353956208182
"LP.01.62",0.0634252808505515,-0.00554057931620717,0.071161661969307,-0.0468835429091796,0.0228593353082021,0.0301370859346226,-0.00258464906151807,0.0634252808505515,-0.00554057931620717,0.071161661969307,0.00601697665883953,-0.00239173159556106,0.0635531193140425,-0.0208232398263993,0.111836495954372,0.0205353956208182
"LP.01.63",-0.00279961528768332,0.0364496855303254,0.096824679248847,0.290741008782196,0.0603480879287082,0.0106326399251851,0.0437455719296415,-0.00279961528768332,0.0364496855303254,0.096824679248847,0.00601697665883953,0.0603273816901027,0.0113332692999834,0.288513799459192,0.02959073672001,0.0205353956208182
"LP.01.64",0.0899869376595403,-0.00554057931620717,0.101778575482162,0.206455277912038,0.0530080753529877,0.0106326399251851,-0.00258464906151807,0.0899869376595403,-0.00554057931620717,0.101778575482162,0.00601697665883953,-0.00239173159556106,0.0918823592137357,0.242548262545819,0.02959073672001,0.0205353956208182
"LP.01.66",0.0268428162382544,0.00322426519322913,0.0154719855472128,0.016342531191717,0.0227934750223965,0.0391684216003656,-0.00258464906151807,0.0268428162382544,0.00322426519322913,0.0154719855472128,0.128007345742979,0.0179046771607682,0.0177395588494141,0.0463080228966307,0.02959073672001,0.0205353956208182
"LP.01.67",0.036335255343077,-0.00554057931620717,0.102012278843398,0.0920096139186036,0.0565713094896112,0.0106326399251851,-0.00258464906151807,0.036335255343077,-0.00554057931620717,0.102012278843398,0.00601697665883953,0.0107338958326347,0.0255259592752376,0.0970511884725044,0.02959073672001,0.0205353956208182
"LP.01.68",0.0170992011039795,0.00674234603955043,0.197307412280539,-0.0514204419030223,0.00666176684238947,0.0106326399251851,0.0336644412577953,0.0170992011039795,0.00674234603955043,0.197307412280539,0.00601697665883953,0.0614861808830521,0.00696387622285368,-0.0461215296433956,0.191143111551452,0.0205353956208182
"LP.01.70",0.0837783266157571,0.032222836222074,0.0378946109665124,0.00818356880843645,0.0292168017722064,0.0106326399251851,-0.00258464906151807,0.0837783266157571,0.032222836222074,0.0378946109665124,0.00601697665883953,-0.00239173159556106,0.0839309813807789,0.000661875775668501,0.02959073672001,0.0205353956208182
"LP.01.71",0.00786987451841798,0.0186309254710683,0.00512579271225662,-0.0108916929310022,0.0239014690948404,0.021946087728666,-0.00258464906151807,0.00786987451841798,0.0186309254710683,0.00512579271225662,0.051758687244011,-0.00239173159556106,-0.00626363837405193,-0.0147672227547031,0.02959073672001,0.125692974636507
"LP.01.72",0.00769381544004308,0.0250598899857612,0.135961389085923,0.233512580529049,0.0776703099219348,0.0106326399251851,-0.00258464906151807,0.00769381544004308,0.0250598899857612,0.135961389085923,0.00601697665883953,-0.00239173159556106,0.0199603367907244,0.174932006721502,0.02959073672001,0.0205353956208182
"Test.FFPE.01",0.0618898981013076,0.00755951339457235,0.101922753595988,0.167455150097342,0.0718836107785214,0.0128525908319769,0.00595551917394348,0.0618898981013076,0.00755951339457235,0.101922753595988,0.0152279234180954,0.0163615470178808,0.0466352433454239,0.156789535119887,0.119758750949713,0.0257170243313506
"Test.FFPE.02",0.0283510734277845,0.0163529106061671,0.0640520093688529,0.0523183441360787,0.0398832928002935,0.0128525908319769,0.00595551917394348,0.0283510734277845,0.0163529106061671,0.0640520093688529,0.0152279234180954,0.016408439940302,0.0366792188785758,0.0391068546381323,0.00382660997803903,-0.0175103519748692
"Test.FFPE.03",0.0152020874674748,0.0106611464190212,0.0575198765989524,0.0495014796172602,0.00917230142074607,0.0177779861815004,0.00595551917394348,0.0152020874674748,0.0106611464190212,0.0575198765989524,0.0152279234180954,0.0163615470178808,0.0231062568084904,0.0391068546381323,0.00382660997803903,0.0486397079641769
"Test.FFPE.04",0.0228211657482371,0.0216137730087519,0.0687806800065237,0.0495014796172602,0.0341212565319857,0.0374005645972932,0.00595551917394348,0.0228211657482371,0.0216137730087519,0.0687806800065237,0.0152279234180954,0.0189482953141511,0.0220957025688392,0.0391068546381323,0.0950254520449566,-0.0175103519748692
"Test.FFPE.05",0.0111733603836258,0.0170753767101689,0.0684090603904111,0.114628846325263,0.0451114717721334,0.0128525908319769,0.00595551917394348,0.0111733603836258,0.0170753767101689,0.0684090603904111,0.0152279234180954,0.0163615470178808,0.0122185800230977,0.105820021881417,0.0205580602616818,-0.00809773383128355
"Test.FFPE.06",0.0382229479610472,0.0101169474966337,0.0748709719279657,0.101515225597327,0.0381770991161078,0.0128525908319769,0.00595551917394348,0.0382229479610472,0.0101169474966337,0.0748709719279657,0.0152279234180954,0.0163615470178808,0.0145427275078595,0.106323592942,0.247398841463279,0.0438246983568919
"Test.FFPE.07",0.108446649028394,0.00306094413347524,0.123822159968461,0.104978730519993,0.047087459361945,0.0128525908319769,0.00595551917394348,0.108446649028394,0.00306094413347524,0.123822159968461,0.0152279234180954,0.0163615470178808,0.114105710055721,0.147243984302955,0.00382660997803903,0.064619074152101
"Test.FFPE.08",0.0282029590315952,0.0302190506523771,0.0587157865299438,0.118349346154906,0.0507137618551971,0.0255479577541493,0.00595551917394348,0.0282029590315952,0.0302190506523771,0.0587157865299438,0.0862737592377606,0.018681637843126,0.0554064390495437,0.137872247241722,0.00382660997803903,0.184073266942054
"Test.FFPE.09",0.0582751902002859,0.00306094413347524,0.106108186949536,0.141996883717343,0.0548109236070689,0.0128525908319769,0.00595551917394348,0.0582751902002859,0.00306094413347524,0.106108186949536,0.0152279234180954,0.0163615470178808,0.0727273357490725,0.119453208035998,0.00382660997803903,-0.0175103519748692
"Test.FFPE.10",0.0368318002019717,0.00306094413347524,0.115713615670168,0.0539291157532817,0.041643545707736,0.0128525908319769,0.00787110275250091,0.0368318002019717,0.00306094413347524,0.115713615670168,0.0152279234180954,0.0527996755018851,0.01987638703649,0.0576797828581977,0.316709842917665,0.18875824990947
