"","Epidish_BPRNACan_CD4","Epidish_BPRNACanProMet_CD4","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","Epidish_CBSX_LM22_T.cells.CD4.memory.resting","Epidish_CBSX_LM22_T.cells.CD4.memory.activated","DeconRNASeq_CBSX_LM22_T.cells.CD4.memory.resting","DeconRNASeq_CBSX_LM22_T.cells.CD4.memory.activated","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","Epidish_CCLE_TIL10_T.cells.CD4","Epidish_CD226_CD4","DeconRNASeq_CD226_CD4","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_T.cells.CD4","Epidish_LM22_T.cells.CD4.memory.resting","Epidish_LM22_T.cells.CD4.memory.activated","DeconRNASeq_LM22_T.cells.CD4.memory.resting","DeconRNASeq_LM22_T.cells.CD4.memory.activated","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_TIL10_T.cells.CD4","CBSX__LM22__T_cells_CD4_memory_resting","CBSX__LM22__T_cells_CD4_memory_activated","CBSX__NSCLC.scRNAseq__T_cells_CD4","CBSX__scRNA.melanoma__T_cells_CD4","CBSX__HNSCC__T_cells_CD4","CBSX__TIL10__T.cells.CD4","CBSX__CCLE.TIL10__T.cells.CD4","CBSX__CD226__CD4"
"LP.01.17",0.0347106530716312,0.0534476718641576,0.087851512727783,0.054726135295981,0.314429180294578,0.000522403767760384,0.141097932275589,-0.0016423337876458,0.100892702882292,0.039075993166603,0.132218779080285,0.0219235868958251,0.47413326604744,-0.0109179263294928,-0.00625180338686824,0.087851512727783,0.054726135295981,0.314429180294578,0.000522403767760384,0.141097932275589,-0.0016423337876458,0.100892702882292,0.039075993166603,0.737641359545479,0.298232439267306,0.00782462360236785,0.201747741031197,0.109168070121642,0.132505945543983,0.518915150715859,0.316955144029696,0.271683284734112
"LP.01.18",0.00871847516894073,0.00865005047222237,-0.00370115226176207,-0.00399056548873709,0.251619041878183,0.0435300743993641,0.00835235199750892,0.0428617313214368,0.0221254069002688,0.0129241868504653,0.138338432728604,0.0135889525763218,0.0139161109187402,0.00196963747829759,-0.00625180338686824,-0.00370115226176207,-0.00399056548873709,0.251619041878183,0.0435300743993641,0.00835235199750892,0.0428617313214368,0.0221254069002688,0.0129241868504653,0.0427910927772799,0.23668851148039,0.0411771142855479,-0.0012238159811521,0.0353338981629205,0.103774839412193,0.155159588230344,0.0246860888519433,0.323337343623946
"LP.01.19",0.0238925447718254,0.0351490435926389,-0.00370115226176207,-0.00399056548873709,0.438125905491212,0.0121912415310341,0.20116730906907,0.000231930048959129,0.0985636911847352,0.0545534812703494,0.251150772253192,0.0429086308817755,0.177674729967031,0.00477856856943519,-0.00625180338686824,-0.00370115226176207,-0.00399056548873709,0.438125905491212,0.0121912415310341,0.20116730906907,0.000231930048959129,0.0985636911847352,0.0545534812703494,0.0542972530238878,0.434720956576772,0.0111709532793684,-0.0012238159811521,0.0809128286376005,0.23194726439239,0.259440487659023,0.454144321123778,0.216768608522531
"LP.01.20",-0.000685722915025459,0.00636034042151824,-0.00370115226176207,0.0439685222023337,0.328456501689137,-0.000725676478769576,-0.0219187609208476,-0.000701260102206442,-0.000984991647973437,0.0314751174057079,0.0524772426323371,0.0118680109835758,0.142690341982612,-0.0109179263294928,-0.00625180338686824,-0.00370115226176207,0.0439685222023337,0.328456501689137,-0.000725676478769576,-0.0219187609208476,-0.000701260102206442,-0.000984991647973437,0.0314751174057079,0.060668649988503,0.265477660293878,6.77342439898267e-05,-0.0012238159811521,-0.0114356309688013,0.0392362459914208,0.322264384190985,0.368426657394762,0.201708115774735
"LP.01.22",-0.000685722915025459,0.00021789068111408,-0.00370115226176207,0.057996426012733,0.360278101634236,-0.000725676478769576,0.0327845832797042,0.00600482747699509,-0.000984991647973437,0.040577083057907,-0.00786175372994567,0.00239479420360702,0.179881334757242,0.110349210724681,0.0105035085314233,-0.00370115226176207,0.057996426012733,0.360278101634236,-0.000725676478769576,0.0327845832797042,0.00600482747699509,-0.000984991647973437,0.040577083057907,0.314970506749629,0.207660745813019,1.98687770635667e-05,-0.0012238159811521,-0.0114356309688013,0.0388344809852634,0.248275264299558,-0.0350744670225864,0.309291272096784
"LP.01.23",0.00602213063005806,0.0126701194619218,-0.00370115226176207,-0.00399056548873709,0.408555332192598,-0.000725676478769576,0.0406529253860309,0.0181902394842693,-0.000984991647973437,0.0235809889601339,0.132076111212976,0.0194918286198198,0.0815647933809808,-0.0109179263294928,-0.00625180338686824,-0.00370115226176207,-0.00399056548873709,0.408555332192598,-0.000725676478769576,0.0406529253860309,0.0181902394842693,-0.000984991647973437,0.0235809889601339,0.0427910927772799,0.346582557973151,1.98687770635667e-05,-0.0012238159811521,-0.0114356309688013,0.10554006160854,0.265718186883513,0.0885809910255136,0.248863718284047
"LP.01.24",0.00814180454823987,0.00967723204595517,-0.00370115226176207,-0.00399056548873709,0.277720765687435,0.0060273383175382,0.0147604405319353,-0.0016423337876458,0.185542958687808,0.0804005359596856,0.240458952439222,0.0555227455281857,0.231787451939684,-0.0109179263294928,-0.00625180338686824,-0.00370115226176207,-0.00399056548873709,0.277720765687435,0.0060273383175382,0.0147604405319353,-0.0016423337876458,0.185542958687808,0.0804005359596856,0.0427910927772799,0.212785044109575,1.98687770635667e-05,-0.0012238159811521,0.208368507614582,0.247753965503093,0.5547013817779,0.22379562520554,0.175750042153744
"LP.01.25",0.0133794407789777,0.0190955614325592,-0.00370115226176207,-0.00399056548873709,0.334891825297429,0.0100728711396061,-0.0219187609208476,-0.000776778402940765,0.08333474947583,0.0333893726348914,0.154395957606723,0.0295007347789024,0.0636504484326313,-0.0109179263294928,-0.00625180338686824,-0.00370115226176207,-0.00399056548873709,0.334891825297429,0.0100728711396061,-0.0219187609208476,-0.000776778402940765,0.08333474947583,0.0333893726348914,0.0427910927772799,0.304530729781447,0.0164132513359373,-0.0012238159811521,0.100693331492401,0.0833291489339758,0.268997928315327,0.247339389297112,0.247222918959152
"LP.01.28",0.00167190141792368,0.00537260964017575,-0.00370115226176207,-0.00399056548873709,0.269544831826029,-0.000725676478769576,-0.0219187609208476,-0.0016423337876458,0.0618892433215743,0.0516124261508439,0.102484964388985,0.0191286990576743,0.13210991722338,-0.0109179263294928,-0.00625180338686824,-0.00370115226176207,-0.00399056548873709,0.269544831826029,-0.000725676478769576,-0.0219187609208476,-0.0016423337876458,0.0618892433215743,0.0516124261508439,0.0427910927772799,0.22579010636181,1.98687770635667e-05,-0.0012238159811521,0.0156495515709636,0.0845438488131824,0.203867804226953,0.10370639235398,0.206619197526503
"LP.01.29",0.00265124837781612,0.0140895696524214,-0.00370115226176207,0.00581123191936597,0.217843750093325,-0.000725676478769576,-0.0219187609208476,-0.0016423337876458,0.0914076182282033,0.0436638136993334,0.152939152138669,0.0294267942832733,0.0139161109187402,-0.0109179263294928,-0.00625180338686824,-0.00370115226176207,0.00581123191936597,0.217843750093325,-0.000725676478769576,-0.0219187609208476,-0.0016423337876458,0.0914076182282033,0.0436638136993334,0.0427910927772799,0.155823717910563,1.98687770635667e-05,-0.0012238159811521,0.125774056457447,0.147426031421567,0.179817522540203,0.00606899837221205,0.186018187316449
"LP.01.31",-0.000685722915025459,0.0010441250306512,-0.00370115226176207,0.0337000420477542,0.270390479646984,-0.000725676478769576,0.0302443956461451,0.000320695417909919,0.00368340212284031,0.0240604902331979,0.0307779802797944,0.00603194070828739,0.0649368319475687,-0.0109179263294928,-0.00625180338686824,-0.00370115226176207,0.0337000420477542,0.270390479646984,-0.000725676478769576,0.0302443956461451,0.000320695417909919,0.00368340212284031,0.0240604902331979,0.0427910927772799,0.201305464851576,0.00231269815197068,-0.0012238159811521,-0.00749188879123973,0.0369055283412864,0.0964000986014521,-0.0350744670225864,0.291503456814611
"LP.01.32",-0.000685722915025459,0.00037288848756783,-0.00370115226176207,0.0412730390751129,0.217743725327821,0.00448542472130665,-0.0219187609208476,0.0091781900219447,0.0106862991082137,0.0399783071809276,0.0545134980276153,0.00952938434729264,0.0801247404664891,0.0995355962609352,0.0907216023100992,-0.00370115226176207,0.0412730390751129,0.217743725327821,0.00448542472130665,-0.0219187609208476,0.0091781900219447,0.0106862991082137,0.0399783071809276,0.0427910927772799,0.196114417195497,1.98687770635667e-05,-0.0012238159811521,0.0534067773486296,0.0552322386098164,0.298268393381147,-0.00131039154355164,0.323018956868725
"LP.01.34",0.0188409725557512,0.0278464691570136,-0.00370115226176207,0.0189152317765032,0.434136696603579,0.0378560381870566,-0.0219187609208476,0.00266781322044851,0.098835181986401,0.0535010835035114,0.226359506821068,0.0329603543437224,0.0139161109187402,-0.0109179263294928,-0.00625180338686824,-0.00370115226176207,0.0189152317765032,0.434136696603579,0.0378560381870566,-0.0219187609208476,0.00266781322044851,0.098835181986401,0.0535010835035114,0.0427910927772799,0.427099467267643,0.0268032757850062,-0.0012238159811521,0.0984513753010967,0.21903653479345,0.0511993632226079,-0.0350744670225864,0.204763983242276
"LP.01.35",0.0452217111438568,0.0539729577617904,0.037709789969847,-0.00194297513685408,0.36577748298913,0.0266322532152237,-0.0219187609208476,-0.0016423337876458,0.157341465009957,0.056021779204862,0.242670438752507,0.0380888608558271,0.100480644926084,-0.0109179263294928,-0.00625180338686824,0.037709789969847,-0.00194297513685408,0.36577748298913,0.0266322532152237,-0.0219187609208476,-0.0016423337876458,0.157341465009957,0.056021779204862,0.0427910927772799,0.348875318608966,0.00187983671862716,0.112432823142787,0.164372576801245,0.242317573927269,0.151973783525165,0.214704079520826,0.178503974559475
"LP.01.37",-0.000685722915025459,-0.00225352536032603,-0.00370115226176207,0.026411407679422,0.259492960843388,-0.000725676478769576,-0.0219187609208476,0.0189426100529255,-0.000984991647973437,0.0346577691915053,-0.00786175372994567,0.00916839443517083,0.087971333671969,-0.0109179263294928,-0.00625180338686824,-0.00370115226176207,0.026411407679422,0.259492960843388,-0.000725676478769576,-0.0219187609208476,0.0189426100529255,-0.000984991647973437,0.0346577691915053,0.172386411111868,0.173731057283398,0.00505932758497045,-0.0012238159811521,-0.00123460163044967,0.0237236469396998,0.0445862775987551,0.0164561923774115,0.229643258991399
"LP.01.38",-0.000685722915025459,0.00379581755033604,-0.00370115226176207,0.070155281203822,0.455945194692579,-0.000725676478769576,0.0518586504356673,0.0319803579762536,-0.000984991647973437,0.0496832098742402,-0.00786175372994567,0.00746929471405915,0.0139161109187402,0.275579231629044,0.190177950757648,-0.00370115226176207,0.070155281203822,0.455945194692579,-0.000725676478769576,0.0518586504356673,0.0319803579762536,-0.000984991647973437,0.0496832098742402,0.0427910927772799,0.295110988478838,1.98687770635667e-05,-0.0012238159811521,-0.0114356309688013,-0.0096939530546958,0.22372921455077,-0.00455781687508125,0.337491690498124
"LP.01.40",0.0218461517964282,0.0276939780952118,-0.00370115226176207,0.0316241309214968,0.291500097249932,0.0422712726081645,0.00115520728849572,0.0443012534294206,0.0522060383965688,0.0612722374187102,0.0991552150491233,0.028206560666894,0.0139161109187402,0.0471663339439817,-0.00625180338686824,-0.00370115226176207,0.0316241309214968,0.291500097249932,0.0422712726081645,0.00115520728849572,0.0443012534294206,0.0522060383965688,0.0612722374187102,0.0427910927772799,0.250315893080569,0.0407242122276382,-0.0012238159811521,0.0199162163574418,0.0988692194583562,0.0301264149265416,-0.0171944282634817,0.300325877985919
"LP.01.42",0.00455824150435785,0.013655932790569,-0.00370115226176207,0.0530135849611569,0.327960668050022,0.0322882267261685,-0.0219187609208476,0.00234786583112237,0.0929446525927528,0.0518876417544472,0.162462150989431,0.0261281034658009,0.0139161109187402,0.249454058668983,0.175081217935819,-0.00370115226176207,0.0530135849611569,0.327960668050022,0.0322882267261685,-0.0219187609208476,0.00234786583112237,0.0929446525927528,0.0518876417544472,0.0427910927772799,0.307066937106889,0.0273803670824907,-0.0012238159811521,0.107977176737883,0.176237376885346,-0.0173572341238809,0.0754434568743956,0.329288475717144
"LP.01.43",0.0187814672201219,0.0327040888847647,-0.00370115226176207,-0.00399056548873709,0.27440020288922,0.0169518228619983,-0.0219187609208476,-0.0016423337876458,0.0540428784417099,0.02646923117395,0.191510586148266,0.0284705020941217,0.114802395776997,-0.0109179263294928,-0.00625180338686824,-0.00370115226176207,-0.00399056548873709,0.27440020288922,0.0169518228619983,-0.0219187609208476,-0.0016423337876458,0.0540428784417099,0.02646923117395,0.147749620348915,0.261368511620179,0.0178719377747463,-0.0012238159811521,0.0469819337180422,0.162715183802226,0.138280106884309,-0.0183342292643606,0.297981050798974
"LP.01.44",-0.000685722915025459,-0.00104213778427958,-0.00370115226176207,0.0273148288126803,0.210122373437903,-0.000725676478769576,-0.0219187609208476,-0.0016423337876458,-0.000984991647973437,0.0310791421149329,0.0206079061792211,0.0119365981378969,0.112546465093829,-0.0109179263294928,-0.00625180338686824,-0.00370115226176207,0.0273148288126803,0.210122373437903,-0.000725676478769576,-0.0219187609208476,-0.0016423337876458,-0.000984991647973437,0.0310791421149329,0.110567792108874,0.153314313261057,1.98687770635667e-05,-0.0012238159811521,-0.00217653393973226,0.0116122927831923,-0.0173572341238809,0.00316544077675236,0.205833244403547
"LP.01.45",-0.000662259190307031,0.00323277054524038,-0.00370115226176207,0.0723920996528325,0.235788645591634,-0.000725676478769576,-0.0219187609208476,0.0229786016988883,-0.000984991647973437,0.0369870831642694,-0.00786175372994567,0.00239479420360702,0.037405590400773,0.0331969174939343,-0.00625180338686824,-0.00370115226176207,0.0723920996528325,0.235788645591634,-0.000725676478769576,-0.0219187609208476,0.0229786016988883,-0.000984991647973437,0.0369870831642694,0.0427910927772799,0.16789573683505,1.98687770635667e-05,-0.0012238159811521,-0.0114356309688013,0.02450309130142,0.207474009905741,0.00174951375469926,0.25916546331533
"LP.01.46",0.0220786633571745,0.0280234893375171,0.00046636820759391,-0.00555583112838024,0.47354584303892,-0.00145375980579533,0.0827687253327702,0.0244929166723486,0.133021486505162,0.0431293493498445,0.15462158341614,0.0162503814977994,0.226793809855967,0.10195228194063,-0.0109636369832448,0.00046636820759391,-0.00555583112838024,0.47354584303892,-0.00145375980579533,0.0827687253327702,0.0244929166723486,0.133021486505162,0.0431293493498445,0.260669035886689,0.386501679694854,0.00693599993756741,0.00370164495624996,0.0585916662707206,0.0743890871206054,0.30794225174055,0.122703174898819,0.339367369787315
"LP.01.47",0.0212576479032429,0.0324104731796362,0.00046636820759391,0.00197899362069437,0.361235956966327,0.0119009007081456,0.159207066484945,0.0266281312017706,0.114118884115795,0.0503552653875283,0.219183907008099,0.035656458688297,0.122145968332352,0.0267292905668779,-0.0109636369832448,0.00046636820759391,0.00197899362069437,0.361235956966327,0.0119009007081456,0.159207066484945,0.0266281312017706,0.114118884115795,0.0503552653875283,0.00500088570378708,0.31390603097515,-0.000363691727257358,0.00370164495624996,0.121354322197382,0.141200765298798,0.198853909653462,0.127530036481348,0.286131860269323
"LP.01.48",0.00221054941811719,0.0040451601290688,0.00046636820759391,0.0410358535234944,0.122532327927103,-0.00145375980579533,-0.0180595398212278,-0.00488452784391075,0.0211551215581605,0.0474252656449936,0.0302100324066323,0.0222366800790997,0.0808129200230755,0.132530370292787,0.0690971359654511,0.00046636820759391,0.0410358535234944,0.122532327927103,-0.00145375980579533,-0.0180595398212278,-0.00488452784391075,0.0211551215581605,0.0474252656449936,0.130549667931358,0.235428710357618,-0.000363691727257358,0.00370164495624996,0.09103085417787,0.144814619676211,0.121350714231292,0.0668210597233504,0.246025067033873
"LP.01.52",0.00221054941811719,0.0040451601290688,0.00046636820759391,-0.00555583112838024,0.200376694470056,-0.00145375980579533,0.00283500344088921,-0.00269273818695591,0.0211551215581605,0.0363345061161028,0.0632028558444136,0.0290630457010877,0.117989413895517,-0.0174113906418244,-0.0109636369832448,0.00046636820759391,-0.00555583112838024,0.200376694470056,-0.00145375980579533,0.00283500344088921,-0.00269273818695591,0.0211551215581605,0.0363345061161028,0.00500088570378708,0.146497814887833,-0.000363691727257358,0.00370164495624996,0.0148045815502676,0.0827668338637561,-0.0118564115816827,0.095913957428835,0.20948073116537
"LP.01.53",0.00221054941811719,0.0040451601290688,0.00046636820759391,0.0528682065621873,0.328591136533131,-0.00145375980579533,0.0440123708172342,-0.00488452784391075,0.0211551215581605,0.0281456684189591,0.0302100324066323,0.00690307792182437,0.125604636485976,-0.0185870020474821,-0.0109636369832448,0.00046636820759391,0.0528682065621873,0.328591136533131,-0.00145375980579533,0.0440123708172342,-0.00488452784391075,0.0211551215581605,0.0281456684189591,0.236622346898972,0.293906741509053,-0.000363691727257358,0.00370164495624996,0.0148045815502676,0.0280268561505007,-0.0118564115816827,0.022227631698302,0.27969724219381
"LP.01.56A",0.00221054941811719,0.00800978588165197,0.00046636820759391,-0.00555583112838024,0.257341679318507,0.0061988663470005,-0.011728100772401,0.000573793078765463,0.0416137841491213,0.0199289476539851,0.102557753357005,0.0201820269595003,0.0840682105373397,-0.0267375965730576,-0.0109636369832448,0.00046636820759391,-0.00555583112838024,0.257341679318507,0.0061988663470005,-0.011728100772401,0.000573793078765463,0.0416137841491213,0.0199289476539851,0.00500088570378708,0.214263102353248,0.00398113279578205,0.00370164495624996,0.0360947726080592,0.121324920816341,0.227487046695622,0.0293196114171455,0.215429867546048
"LP.01.57",0.00330219268926466,0.0101992871320947,0.00046636820759391,-0.00555583112838024,0.323094342952105,0.0264607271835527,-0.0180595398212278,-0.00197395531909189,0.0779849223684246,0.0356101852653667,0.180829990052299,0.0240693420613081,0.0699376610130713,0.0127394985531832,-0.0109636369832448,0.00046636820759391,-0.00555583112838024,0.323094342952105,0.0264607271835527,-0.0180595398212278,-0.00197395531909189,0.0779849223684246,0.0356101852653667,0.00500088570378708,0.307476330175038,0.0351469156562653,0.00370164495624996,0.0963458441184798,0.132350124437817,0.296953380291924,0.139191744824927,0.193627225239147
"LP.01.58",0.00264501805901918,0.00689870326654883,0.00046636820759391,0.0240248763323834,0.272835528149134,0.0173171459469459,-0.0180595398212278,-0.00137091483733158,0.0439612673226404,0.0491670420663974,0.205930518139752,0.0228480407289055,0.0288968456008387,-0.0267375965730576,-0.0109636369832448,0.00046636820759391,0.0240248763323834,0.272835528149134,0.0173171459469459,-0.0180595398212278,-0.00137091483733158,0.0439612673226404,0.0491670420663974,0.00500088570378708,0.195918403056783,0.00480169498930462,0.00370164495624996,0.0266631135664198,0.174685711112975,0.196703583651016,0.185671512630558,0.222812332844416
"LP.01.59",0.00221054941811719,0.0040451601290688,0.00046636820759391,0.0381015437413475,0.140961524159148,-0.00145375980579533,-0.0149801337406231,0.0406342782348305,0.0364720282313274,0.0432831541971454,0.0880582162585981,0.0185387058297971,0.0741806149368486,-0.0267375965730576,-0.0109636369832448,0.00046636820759391,0.0381015437413475,0.140961524159148,-0.00145375980579533,-0.0149801337406231,0.0406342782348305,0.0364720282313274,0.0432831541971454,0.095099105431242,0.0733072857292964,-0.000363691727257358,0.00370164495624996,0.0625621908398673,0.142984399821075,0.132278764794873,0.0341953201293085,0.227155492946501
