"","Quantiseq_B_cell","Epidish_BPRNACan_B","DeconRNASeq_BPRNACan_B","Epidish_BPRNACan3DProMet_B","DeconRNASeq_BPRNACan3DProMet_B","Epidish_BPRNACanProMet_B","DeconRNASeq_BPRNACanProMet_B","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_B.cells","Epidish_CCLE_TIL10_B.cells","DeconRNASeq_CCLE_TIL10_B.cells","Epidish_CD226_B","DeconRNASeq_CD226_B","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_B.cells","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_B.cells","DeconRNASeq_TIL10_B.cells","CBSX__NSCLC.scRNAseq__B_cells","CBSX__scRNA.melanoma__B_cells","CBSX__TIL10__B.cells","CBSX__CD226__B"
"LP.01.72",0.0527836415595659,0.0108181803062209,0.0917710615923554,0.00841008692317225,0.0800815876844695,0.0157031419918795,0.085004928263259,0.459718602477172,0.31777048680555,0.013094397498894,0.102905139942057,0.101873449058114,0.00398471538060311,0.062131007543685,0.308354412542794,0.177231581376521,0.459718602477172,0.31777048680555,0.013094397498894,0.102905139942057,0.125478143198499,0.450485159850603,0.0122373556934319,0.00418280394094881,0.210846754811297
"Test.FFPE.01",0.0302369865332376,0.0195419904009891,0.0862723461708099,0.0140087684582068,0.0768346570595317,0.022491173669206,0.0785488571019384,0.910093774184955,0.408466554422138,0.0231560941878742,0.0791438426404252,0.111155291338102,0.000912646817321108,0.0439420831843888,0.220082992796739,0.203843938753961,0.910093774184955,0.408466554422138,0.0231560941878742,0.0791438426404252,0.0687601514369504,0.762055171551647,0.0144564208916931,0.00418280394094881,0.158995620084949
"Test.FFPE.02",0.0911451026402374,0.0418752530108598,0.0894134078011256,0.045078820875689,0.0799711928386908,0.0553679917059278,0.083048670446427,0.885078627657839,0.614785164861587,0.0551824495871678,0.125104207395058,0.120821552550464,0.0183741535835978,0.110569773848291,0.289138944740949,0.417545086645655,0.885078627657839,0.614785164861587,0.0551824495871678,0.125104207395058,0.158232463052457,0.85237155778246,0.0467507696324271,0.00418280394094881,0.20756260379598
"Test.FFPE.03",0.0675453866469538,0.0218925686602575,0.0923232445143,0.0196594154579352,0.0801612630464219,0.0315328224159274,0.0721590564039793,0.913582136242911,0.720151302556225,0.0502403887047522,0.161852673156507,0.100258892720939,0.0316288162090881,0.0762368213034795,0.139953023076326,0.450099321790084,0.913582136242911,0.720151302556225,0.0502403887047522,0.161852673156507,0.0929149598135385,0.924652360148104,0.0444160694522892,0.00418280394094881,0.170137031397905
"Test.FFPE.04",0.0582974874180104,0.0381095951586219,0.103825702453198,0.0343417518521502,0.0929265370672864,0.0372264305141285,0.0937277593464199,0.933090105033015,0.480074650608174,0.0717521526029742,0.0991469312287177,0.121494075093815,0.000912646817321108,0.103569245049785,0.291260807472545,0.219484831106471,0.933090105033015,0.480074650608174,0.0717521526029742,0.0991469312287177,0.130259889621213,0.773218025524024,0.0788598427559875,0.00418280394094881,0.208252263865584
"Test.FFPE.05",0.0925542862419848,0.0400228379351071,0.0966900531587313,0.0366134217502019,0.0844226739972004,0.0457535470008877,0.0724078483107748,0.895584259310941,0.560558961252359,0.10872416733029,0.0998417961208637,0.11836218316991,0.0152484514217554,0.126568305856357,0.276951604383502,0.326464133679184,0.895584259310941,0.560558961252359,0.10872416733029,0.0998417961208637,0.150624678357473,0.794624913836142,0.112345523133225,0.00418280394094881,0.208073047439456
"Test.FFPE.06",0.0443727170460473,0.00722748871917687,0.0759035037201816,0.00305032210676082,0.0614765666286625,0.00796766007463909,0.0527615635840266,0.815821129124896,0.422532111221075,0.0102249201948256,0.0836802412581615,0.112786044915849,0.000912646817321108,0.0840837093199884,0.203124592036121,0.110309285202939,0.815821129124896,0.422532111221075,0.0102249201948256,0.0836802412581615,0.141453981627254,0.83190573973403,0.00594630566002189,0.00418280394094881,0.164159667863306
"Test.FFPE.07",0.043174930897128,0.0207780412897455,0.0833192393008216,0.0189094860051173,0.0720254508459914,0.0272932275614091,0.0752033146182321,0.912304572909163,0.567871885084172,-0.0125825398603759,0.0809373879002164,0.0950822633556445,0.000912646817321108,0.0404134585641715,0.10931131071212,0.290319717883423,0.912304572909163,0.567871885084172,-0.0125825398603759,0.0809373879002164,0.0670230252355451,0.882197352082562,-0.0123402823718352,0.00418280394094881,0.171434596805803
"Test.FFPE.08",0.0628812001075496,0.039991422344987,0.108566023708817,0.0372064322026701,0.0976590739041784,0.0520374150403642,0.0928900856804581,0.89087563683523,0.476870462754365,0.00681183246076826,0.0828131577173401,0.121577168647868,0.000912646817321108,0.0796478528074417,0.163401055875147,0.247617259093474,0.89087563683523,0.476870462754365,0.00681183246076826,0.0828131577173401,0.136170944918157,0.845922370336442,0.00628500372838519,0.00418280394094881,0.184802827712468
"Test.FFPE.09",0.0252645714646814,0.0104899360353435,0.0908203228277789,0.00927524852564396,0.0799719317405702,0.017055028009625,0.0678177821075073,0.862702674041418,0.397045496815743,-0.022893100060391,0.0554740209202082,0.113833607558225,0.000912646817321108,0.041588204822287,0.0961781010116476,0.118122756996078,0.862702674041418,0.397045496815743,-0.022893100060391,0.0554740209202082,0.0812894508444708,0.777483047537064,-0.0192171943330955,0.00418280394094881,0.18870768724834
"Test.FFPE.10",0.0379675890333191,0.0235244825261165,0.0957283206147396,0.0232875796585549,0.0872525921443868,0.0299191570644543,0.0799005544661441,0.958654446257778,0.565217503214861,0.0185948176239144,0.0866915595426697,0.101454254626284,0.000912646817321108,0.0495716325764024,0.233590182845664,0.345181900543705,0.958654446257778,0.565217503214861,0.0185948176239144,0.0866915595426697,0.0816601852004221,0.898053801015275,0.0171680766092883,0.00418280394094881,0.182686921089779
