"Pt1_Pre_AD101148.6" "Pt1_On_AD174047.6" "Pt2_Pre_AD101150.6" "Pt2_On_AD174046.6" "Pt39_Pre_AD485899.5" "Pt58_On_AE045812.10" "Pt59_Pre_AD823915.5" "Pt82_Pre_AD823914.8" "Pt82_On_AD125218.6" "Pt49_Pre_AD667851.6" "Pt49_On_AD681976.5" "Pt66_Pre_AD667850.6" "Pt81_On_AD681973.5" "Pt85_Pre_AD486329.5" "Pt85_On_AE070989.10" "Pt89_Pre_AE070951.5" "Pt89_On_AE070987.5" "Pt93_On_AE070988.5" "Pt101_Pre_AD486328.5" "Pt101_On_AD681975.5" "Pt47_Pre_AD506073.6" "Pt47_On_AD530367.6" "Pt52_On_AD530365.6" "Pt52_Pre_AD506075.6" "Pt67_Pre_AD506074.6" "Pt67_On_AD530366.6" "Pt94_On_AE373242.6" "Pt94_Pre_AD732850.6" "Pt105_On_AE373241.6" "Pt108_On_AE373243.6" "Pt77_Pre_AD733591.7" "Pt77_On_AD733629.8" "Pt79_On_AD733628.6" "Pt79_Pre_AD733587.5" "Pt84_Pre_AD486532.5" "Pt84_On_AD495199.6" "Pt87_On_AD495198.6" "Pt98_Pre_AD733586.8" "Pt98_On_AE086717.6" "Pt62_On_AD635728.5" "Pt62_Pre_AD608303.5" "Pt65_Pre_AD793919.6" "Pt65_On_AD796996.5" "Pt68_On_AD635729.6" "Pt69_On_AD635730.6" "Pt72_Pre_AD793922.5" "Pt78_On_AE148748.6" "Pt78_Pre_AD467018.5" "Pt80_On_AD467874.5" "Pt90_Pre_AD467873.6" "Pt92_Pre_AE134060.5" "Pt92_On_AE148750.5" "Pt103_On_AE134059.6" "Pt103_Pre_AE134058.2" "Pt109_On_AE527955.6" "Pt109_On_AE527955.5" "Pt3_On_E9047638.6" "Pt3_Pre_E9024733.3" "Pt4_On_E9047643.7" "Pt4_Pre_E9021023.6" "Pt5_On_E9047635.6" "Pt5_Pre_E9021022.6" "Pt9_Pre_E9021024.6" "Pt9_On_E9047644.7" "Pt10_Pre_E9047565.6" "Pt10_On_E9047632.6" "Pt17_On_E9261162.5" "Pt17_Pre_E9047563.6" "Pt18_Pre_E9024732.6" "Pt18_On_E9261163.5" "Pt32_On_E9414883.5" "Pt38_On_E9414881.5" "Pt38_Pre_E9200719.6" "Pt48_On_E9047631.6" "Pt48_Pre_E9047561.7" "Pt36_Pre_AD467095.6" "Pt36_On_AD495182.6" "Pt37_Pre_AD502452.5" "Pt37_On_AD495183.5" "Pt46_Pre_AD467096.6" "Pt46_On_AD781834.6" "Pt24_Pre_AD436687.5" "Pt27_On_AD467934.5" "Pt27_Pre_AD453873.5" "Pt29_Pre_AD497504.5" "Pt30_On_AD505620.6" "Pt30_Pre_AD497503.5" "Pt31_On_AD467932.6" "Pt31_Pre_AD453872.5" "Pt8_Pre_AD153354.6" "Pt8_On_AD167380.7" "Pt11_Pre_AD153352.6" "Pt11_On_AD314068.6" "Pt13_On_AD314067.6" "Pt26_Pre_AD467789.6" "Pt26_On_AD467915.5" "Pt28_Pre_AD297619.6" "Pt28_On_AD167375.7" "Pt44_Pre_AD467790.6" "Pt44_On_AD167376.6" "Pt106_Pre_AD502250.5" "Pt106_On_AD513626.6" "Pt34_On_AD485757.6" "Pt34_Pre_AD466985.6" "Pt35_On_AD485758.6"
"PAX3" 0.435142707212843 -0.30179483500846 0.182516749721503 -0.289537733922454 -0.771254126916986 0.479632212694191 -1.07467658713334 0.0699557819949748 -0.322486642254853 0.466596820002414 0.856551892064826 -1.65504993405264 -1.55216421498621 -0.0743965019413119 -0.0644501696353458 -2.0986959081546 -0.749573884756925 -0.62037630742038 -0.833766671957229 -0.5159710389512 0.831283415489929 0.756606092179143 -1.20549334297657 -1.13724086556338 -0.381099929570436 -0.486972825080735 -1.25944394236138 -1.62329469204215 0.13454551477768 -1.01938380198079 -1.61401881283791 -0.617410683133007 0.273734574206256 0.557143494334725 0.852483975830665 0.946149023695884 0.173655924056397 -0.161150531751133 0.247976598432546 1.9677879439354 0.618678338950326 1.09221266386028 1.07436165219541 0.501277846518143 0.871438748638488 -1.26324616990095 -0.427404796424057 -0.887212407979502 -1.62992051861264 0.867110174993454 -0.999359827660579 -0.838973144101653 -0.910584498614545 -0.840821057028472 -0.0885194897791125 0.162737150431467 -0.698084380940687 -1.01732186168438 -0.164974439586256 0.366875038333807 1.73831620355624 0.534997148787743 -0.749926429863825 -1.02035274217979 -0.461906906147167 -0.0293516407258658 0.785946506584985 1.07433323689842 -0.465151766533844 -0.917165825130162 0.0605352351719902 2.50092151348222 2.80663706667436 -0.825132193486261 -0.2798500973571 -0.212884796332458 -0.313003199260076 -0.755471957001055 -1.5386393321886 0.968865284568977 0.832032359069556 1.27250046624012 0.144687071469494 0.155698723582755 -0.443796216157472 1.53837932433402 -0.638146816601586 1.80404376949808 0.664489783354651 0.0619484214594045 -0.473433974793329 -2.37112447920514 -1.44332483271444 -0.0941961464598052 1.41442059722238 1.79865024982457 -0.440385198127481 0.149117386947479 -0.344371471670496 -0.22061780616122 -0.557184923133418 -0.252613729613019 1.28557155584794 1.20636075677326 0.281927868044641
"PAX5" -0.10578015880934 -0.74796027933692 2.51089983041112 1.12473939951464 -1.35015024376728 -2.06685374086063 1.36256205857456 -1.58854132496402 0.674410578023011 0.662977739808194 1.55608816247521 -3.68376546953194 -2.18436046762958 -2.35620714322422 -1.58783640626569 -1.08322389582219 -0.473780177595235 0.781476129992343 5.12107544265909 5.74930359329763 -0.0495989249977267 0.0715846283046186 -2.22004391767183 -2.55991420802724 -0.722542872735545 -1.38052840700876 0.782229837372647 0.961868786667467 3.50633075346654 -2.22785507768147 1.908001808878 3.90841577385478 -1.61365079005938 -1.39138145381294 1.86592183697531 2.16196472291414 0.873853002292086 1.24597255028971 1.16451601575425 -1.13249701368052 -2.18349112868229 -0.166891584522043 -0.932528271319932 -0.0951779971192633 3.71213006907666 -2.35221676057399 -1.53601238935997 -2.32305180160851 -2.21829969433366 -0.997126754923527 1.78548902614334 2.01511487543771 0.345013431067948 0.0557706584122329 1.1524387623263 2.20142636894264 -4.31266218471099 -2.12564536007302 1.27500678789424 1.06466593639843 0.610736671390156 1.82586573619051 -3.14872255477315 -2.76651637865746 -2.72110584479041 -2.94482709765322 1.24053942200932 0.801535973722503 1.8953970302082 4.22225239559195 0.642593385320382 0.0378314306936788 -0.150891476910087 -1.49462267977404 -1.83648331278741 -0.662531424439811 2.5279922497348 0.965105855832603 -3.73934442921945 1.05861184178607 -0.0948000627998099 -0.359527717031598 -0.952384072855124 -2.2019598416238 0.202144904107091 2.93747693161428 -2.46819586804418 -1.0017577695364 -1.83453464860396 1.47976796528899 0.0200127512167448 -1.58792544909619 -2.28397404556219 -1.1114839230557 0.0109648563658888 0.203052848730706 -0.657336814143328 1.54898934440394 -3.0141613585797 -0.377429441196372 -0.610834117624123 -0.817738520015864 2.21182766355684 2.62591202718687 5.3814164114998
"PAX6" -0.552906669439679 -1.32924794424365 0.716015327705669 -0.308995823141685 0.34033493588055 0.535533938746027 0.0413867655918652 0.329937854525291 -0.467246835869355 1.61596237785533 0.385311321089137 -1.18622891358267 -0.717559751088209 -0.407061722571342 -0.719839669296656 -0.345226088850406 0.625067000066458 -1.84214497302042 -0.938532764516856 -0.951518802850176 1.08965193960681 0.962954642259979 -0.741176181899109 0.423140265243249 2.01034970409167 1.68572364252281 1.78328459243931 1.58955963014719 -2.23838284094312 0.747079494104831 -0.364584171694333 -0.000455572795602857 -0.570362057942791 0.0524660211070504 0.669394157305693 0.888516389107488 -1.02434149159373 0.362021762277696 -0.25767493234848 0.300861865286108 -0.897824798746903 0.431981395361384 1.10232471304355 -0.791825343931956 2.62540787619038 -0.495834011817181 1.30940297589981 0.519411994312241 -2.02808622359543 0.744366293661584 0.960815444794266 -0.437567617741748 0.695083680308136 0.866827402116485 -0.499221179381602 0.0492458162010506 0.512960206987168 -1.14329225607704 0.537080121817224 0.304454867449019 -0.723916520098537 -0.438736361225268 1.3008999695208 0.703184742366936 -1.34677634956763 0.249423797554954 0.222661793532633 0.36027858992698 -0.754525637710964 -0.0657691652907807 2.50024021598355 -0.6146407427329 -0.21798276260816 1.6901857307087 1.97682434774594 1.69073807110834 -0.126654078848085 -1.41626250757345 -0.972716423516649 1.31835245830474 1.97375881407546 1.31569130465658 0.601346349136136 -0.0943961276100439 -0.753784258257806 1.11988433952937 0.21764720834118 -1.96907923519015 -0.875283356489588 0.951488663558719 0.233648059914275 -0.393684119299843 0.0961218165328071 0.10587826415177 -0.478779362185906 0.348147814163019 1.3879741273945 0.531443674852707 0.377084811511106 3.37315228959417 -0.867065827200376 -0.92039348194874 2.44205305297285 1.255695382731 -1.26048156698348
"PAX8" 0.901949441335064 0.96287608591495 0.934753489116513 0.59713731197179 0.347054105406732 -0.335761426331413 -0.887266128881976 -0.467252045048024 -0.843543037221233 -0.0742466776306464 -0.118962334046106 -0.504176111247111 0.368128371457395 -0.322953861213411 -0.379544505549159 -0.442441489522633 0.0637201019588571 0.323898214012256 -0.574297360667536 -0.681827879017005 -0.705953900855231 -0.0585569860403817 -0.560275929789293 -0.13589570721662 1.95640075032471 1.41666789708413 0.552611612793851 0.930228271387866 -0.0716090179609991 0.554550824936954 -0.414605573662678 -0.713881461060985 0.373907655592611 0.455009798002268 0.0949507297503393 0.343663831578444 -0.625650846371455 -0.07385530286361 -0.190807716220125 -0.495033431029142 -0.585267414720657 0.834183024705607 0.987666516364526 -0.431785079418016 -0.746395313901053 0.70068068422876 0.993814515728453 0.749895586101697 0.270830774379288 -0.577185800286214 1.68248559626732 0.0243998178746531 0.78913109139114 0.230568409298279 -0.837766900146768 -0.0264258327434261 0.657420645897244 1.11693531530244 -2.31371863281629 -0.592252888298078 0.537181790117356 0.682459811806218 -0.113477326953943 0.0478576265449272 -0.432799192526171 0.59299524539904 -0.721119425173335 -0.663746452497224 0.150620201789282 0.193693566678513 -0.0188374099353303 -0.682217614080413 -0.374463671304642 -0.352095542395379 -0.0963558681331576 0.402482312677311 0.142430417868391 -0.314145592871039 -0.475311633448627 0.279254291137528 1.38559365531441 0.427428618302572 0.444391390229565 1.18149883908564 0.636902506832702 0.170003106278518 0.924697113950709 -0.87595257894416 -0.971774479149298 0.0679893721052349 -1.13394350852101 -0.736689545894614 -0.618446691730324 -0.317695528829569 -0.642521522839127 -0.435937007610018 -0.0999815635077751 -0.0776839481190709 0.898536345336383 -0.275629955389516 -1.08703667300634 -0.640056998095945 0.323876543243879 0.626441284885827 0.566929017335963
"PBX2" -1.85090052989839 -0.443583059012649 0.594005871067739 0.0373895652174522 0.0632173292370004 1.70566439016137 -1.01539608825148 -1.68103960961342 -1.11670656308575 2.39947928252958 2.48108494353429 -2.98815432656134 -2.70879280018177 -2.87041434708196 -1.83742453743977 -0.35541223985218 -2.64791685314371 1.21941281240246 0.883526794069785 2.41259206631431 0.779322027860071 -0.00946188410008354 -2.0647077042673 -2.09000543027351 -2.19593528897006 -1.83177839936131 -0.365305661960115 1.27438114744972 1.02295069319319 -0.78331493900076 0.822099206583859 2.18613678606933 0.375165422795958 -1.03870624107467 -0.443497877240934 -0.320609850905251 2.29572350744407 -1.29869228049641 -0.556649647992347 -1.87042582463598 -4.87923850487933 2.4813470165817 1.66662113435907 0.771166477383222 0.626342481721746 -0.616049274917343 -0.410940204311669 -1.90067849754396 -2.14833792460529 -0.0109734939274497 0.337638619314727 -0.341780225242439 -1.19426881667786 -4.80940465858185 -2.10282232167029 -1.78463461299331 -3.34513999444338 1.41327523044541 3.45943478646038 0.84743638008382 -0.598828914482503 -2.04790654293386 1.80655173297906 1.7101038665173 1.97469243199828 1.51924957519161 0.893402642188748 1.04375240809841 1.35087630255982 2.03157721381088 0.865302298561664 2.82212816477477 1.90129333761173 -1.85537274956536 -1.58604700552862 0.500078882523433 0.145974342996136 0.166859007588236 -5.15689087996482 -1.71403268044686 -2.72742609560436 -2.68005584117156 -1.70636317155218 -2.82386874141762 1.08631999766243 2.01599147050811 -2.09971147622406 2.43758417278753 2.24744569766558 1.40822399516638 -1.30101326350964 1.33050596740488 0.384975384424014 0.665899736761313 -0.419217594794748 -0.584367197377436 -0.138920406315487 2.0716247062786 0.823609807655013 1.79949597273237 1.53888257299502 -1.03623878970334 -0.686434822144812 0.19859807613279 0.657900802169454
"PBX3" -2.6507033734032 -1.5149295087514 0.580828087387275 -0.554529382596235 -0.688308490295633 2.03402638030274 -1.27177849411021 -1.26144013583415 -0.650804017212872 4.26091639391801 1.86869962738049 -4.97628111048787 -3.06519869357577 0.167853274177638 0.445136546138928 1.90451032261757 0.988588079942752 0.569073047410973 -3.15265132441515 -0.522502252904259 3.02205155658753 2.2086870177481 2.32089898273924 2.34096877361905 -0.458924462429463 0.415295728634725 -0.363277043150746 0.369821766620167 0.0826124817949758 -0.32635238998161 0.530772824388356 1.93082172697223 0.872721395545898 -0.564066753773508 -1.10124455261471 -0.840403642348599 1.82207419253688 -1.25357423919012 -1.0141348205121 -1.98358862195749 -5.48926135165826 3.09602778948795 2.63939954850035 -0.376445780141128 0.208646376522037 0.176746598331939 3.80819236617313 -1.52243765854227 -3.74098926577692 -0.712637054742906 -0.797609746568536 -2.00388503557566 -2.49285112673765 -4.39463219973462 -4.61681264384826 -4.18361283898681 -3.16374510674844 -1.7083371477801 2.38490638722258 -1.16742467995469 -2.9230789796749 -4.87814923591296 2.07573257626597 1.5251899432746 1.51979212855122 2.62211212360018 -2.20350049299843 -1.73415854381562 1.935208668171 -0.493172890495734 -0.210216907344369 0.940437205689931 0.586202580243401 0.230689559389914 0.774501767416861 4.12118624234061 0.244129622854575 -1.23301624209064 -5.77142287188901 -0.937192673110067 -1.63524080097585 -1.80737942902068 -1.794187925629 -2.81019990582457 2.26661106476631 1.43062125192756 -3.18433860045529 1.1313780351675 0.531033440903526 2.73667295479726 -1.44864986760436 0.572951776892682 -0.17408288587173 1.78036943352825 -2.26330285196101 -2.35446697525493 -0.924538533020103 -0.432968024231471 4.54260819286833 5.35619899607112 0.26993048767065 -2.29885704616565 -1.04850843559533 0.461855776619828 -0.6256359843475
"PCGF2" -3.04261123262142 -4.12459758988723 1.76342334408276 1.5596613411482 3.07630894996245 2.39703642453012 0.622572561161781 1.12186074818839 0.957889777264237 4.25175874388687 1.59811122435469 -1.93975332977184 2.43664738792453 -5.5832114773641 -5.11029127555806 -1.29347988802828 1.03120399435203 -3.53582054118178 -3.2960480001788 -4.4583624649517 -1.94696796313952 -2.57628766822696 2.45403857585577 6.48168733644398 8.49552920520487 9.30095030129564 5.7381837193638 3.99302950100197 -0.0874511934992072 0.953904429540369 2.56198801451617 -0.53842191702216 -3.06363664357101 -3.5421458183514 -1.52211492753696 -2.70393367604963 0.0757252521713161 -3.15522906238427 -4.03472049408312 -0.764143296448116 -1.98479039335194 -3.86571048246398 -0.340818736585754 -3.36355707158691 3.27770493712708 3.3155370281082 8.02361732672555 4.03918884231074 -5.70112932087881 0.539917909066052 1.67695997206235 0.163642778742986 3.24715673699848 3.15695005853757 -5.05426274600305 -2.98338337090039 0.788738673772546 -4.0792790460501 0.144056600046603 -3.78890066286918 0.749695819142133 3.26373855493529 4.19542869941427 2.4902195078742 -5.81636001487128 -0.876941718896738 -7.80720544514184 -7.5969460681834 2.09042593984688 -1.13858147215458 5.36737848840071 -5.22474538954608 -3.58373935713247 4.83117697105457 6.80450967110236 4.40526674392433 0.267311326851593 0.167191899228316 2.24594932459011 1.83994274518767 5.32565911538518 3.70015928056009 1.12198133644839 5.4257563726523 1.28183209350989 0.94521612762612 5.01591198026519 2.73261058653629 5.97592876634162 -1.61433071398626 -3.60478274171222 2.03735700020024 3.82886732517162 -1.91003532827885 -3.9578273668827 -3.71516960750927 2.03889366091014 0.933113379207301 2.9176395426988 6.37085777472456 -6.9981203617452 -3.40751193004467 3.81652892320236 5.81926407980945 -1.92616419612064
"PDX1" -1.08559397653398 -0.857953749978037 0.778048814615505 0.0594111750723716 -2.29671354822699 2.80988830689736 -2.07366620477955 -0.274357289546199 1.28801382254036 3.87379418689418 0.569170161420691 -4.58598183798597 -1.5831735412794 -1.73687671577369 -1.43929425495571 -1.1180132128189 -1.92392932517146 0.0602519410466144 -0.0494067221583599 1.40842644797827 3.90240001607612 3.21037206599567 -0.0710508673571629 1.08619463413412 0.941362056503066 1.39481882095918 0.453505540525695 0.229044070955904 0.0413712347521758 -0.81803345686838 1.31047771165846 1.98427117305276 1.20617825547459 -0.226683783527758 -1.20525371599068 -0.842457003163947 2.09314159978635 -2.78854735987117 -2.19280792478324 -0.939534248134554 -3.91686522894275 0.768836732790462 0.829197998972046 -0.284687991576449 1.1414208979779 0.0604752993846789 1.54021221039164 -3.10945263587149 -5.16166949334974 -3.05379848098032 -2.7331692210575 -1.09519592519793 -2.15426596734737 -2.62324532457496 -3.1198162109242 -2.39411157634392 -1.56217205547665 -0.661678847671332 3.32193929079205 -1.38229821055424 -2.49892852914362 -3.65175245586424 0.520584753082325 -0.102457721219178 -2.8786305977003 -1.46317414269525 -2.05789496332326 -1.25645507481667 1.56751373508976 1.81792751066539 -0.0322050554211066 -1.29610018887846 -1.40978808043348 0.511227909935746 1.69345947815104 3.37694198353441 -0.795250872276477 -2.36316699016384 -3.44860839185683 0.021588455658271 0.27413820631213 0.835819548771453 -0.87112359329848 -0.649111867202151 0.655038182621556 2.04981721695485 -1.42111697528395 2.04639042286022 1.4957698231973 0.827322169963275 -2.66876020815567 1.80673941892686 1.37737534947915 2.6689055118075 -0.527255144229887 -0.545482084171187 0.571276518888194 2.34031830923503 2.57828425258102 4.28251098202319 -1.59225647997542 -3.38260049256007 0.710058912630796 2.02861279612694 0.74343747274706
"PGR" 2.00778606454086 2.62286193108806 -0.228195032313386 0.255366271632219 0.816240487242511 -0.722575586142037 -1.12799774567705 0.691192270196637 1.71402586379772 -0.512623970702951 -0.594496934397504 1.88086889077743 -0.254477296411402 0.811380050209172 0.404562284628153 -1.99204469706547 -1.16519691940502 0.432472674702833 0.548158160015011 -0.0539065426612452 -0.246570502326779 -0.372895234838565 -0.28944079212413 0.465528519108353 0.597514544350572 0.335978230445593 1.57575593245674 0.822931404610704 0.599995633488659 1.88507083388978 0.909924965080443 -0.156046260567511 -0.569570694441044 0.585941585159686 2.25820698435424 2.10154236525202 -0.558121334079832 0.848153057187038 0.34585634922168 2.02330191439024 0.992791324549685 0.60626261612158 0.779014302177003 -0.276237574392185 -0.311953877611231 0.181370400357754 0.664146889868575 0.323063491845822 -2.00344373701072 -1.09199744061406 -0.0770903498605426 -0.770992146511662 -0.411830094422905 -0.0934530488766031 -0.70521140294533 0.161469977102732 -0.118901197033263 0.569046161986322 -0.00691394598981063 0.0422530914371433 1.08500412742907 0.291691847568633 -1.10192786689407 -1.02802999525149 0.435515662644491 0.235476809577937 0.138275903737896 0.544744911925773 0.449904655239354 0.396072227305371 0.962943213139817 0.553251356190343 0.955996381371185 0.921125803812409 1.18011089605948 -0.849767309467964 0.645077009534194 -0.856777666487266 -0.955663307746751 -1.39804903239339 -0.185821405038435 0.401727678568643 0.949957832886071 1.1929296324744 0.552801010896388 -0.251780641263666 -0.417942377951493 -0.173537566437044 0.152745948062615 -0.778716303025875 -0.521893110648127 -0.883536371113332 0.0331691718648715 -0.346193963856201 1.28480716710072 1.79685243789521 0.276190861591884 -0.367641296319483 -0.264587088277533 -0.738723774211724 -2.93922916140138 -1.81996679223813 -0.0495345277640467 0.443689824813269 -0.15025184928337
"PIN1" 1.5956606663372 2.71693542064525 0.932867034835931 1.62938240632569 2.46994485490895 0.0575007404200341 2.31981625428001 2.1276813974581 -1.42137397931311 -5.29054117360753 -3.64682591493647 0.223708918509941 -0.288581688504761 1.19347519186031 0.112336662929999 -1.14528452208754 1.02386270902939 3.96476949004352 0.121196181690949 -0.366801230442924 -2.26041410340804 -2.14928434873547 -2.02710269176949 -2.53809049539495 -2.83536795622948 -3.23127921958145 -1.50738617872275 -0.390216866526751 -4.10428844655847 -2.61062596077208 -2.50587111891579 -3.22628566704045 0.574982759982618 1.59025808861525 0.0280241322068855 1.8066186669026 -0.940049801414909 -2.05123259162325 -2.76854293456526 -1.32719645297028 -0.623494060638531 0.272813940781721 -1.38950693732539 2.50848321890703 -3.40491465628363 3.59123154988682 -2.06805353747508 3.31755153487239 2.00760243027697 3.03066097909907 0.218475204593457 0.206787234913569 -1.60007068798684 -1.90827132196524 2.38534267233998 1.29398864552169 1.61140443527066 3.42751810482219 -2.12913683663093 1.49454180513605 2.30602182368817 0.303190659405804 -0.335376595112702 0.488122469712073 1.69548620017759 1.1406160337223 0.284579004392149 1.30962464165385 1.92361720005575 0.494855636313394 -1.9124998216045 1.94605842612147 2.64521262410313 -4.15902869913594 -3.60095413411009 -4.07517855432368 0.968350136577033 -2.58204620190276 -0.945969612737222 -3.93763732925675 -3.06423760033293 -1.13790256159957 2.06751566043071 1.50266115674533 3.23967871851769 -3.9752768074767 2.66498142151425 0.372073957576583 -3.95083545868472 -0.205060117246728 1.68622051311429 1.23003260279919 0.833862298987475 1.91589654753617 -1.04587941153005 -1.19515378276305 1.44831950595021 1.78964852963864 1.49889826708067 -4.94574389289336 2.31563598646274 1.58531062462993 -3.77871819086644 -2.90798590480599 -2.40650579016269
"PITX1" -0.925941392096124 -0.329928054933115 0.0108100370156666 -0.907444458412193 3.05860326164947 -2.20004721690232 2.23084316665757 2.46318821203821 1.23836931610256 -0.759838589762818 -1.42441478492535 0.134346702222368 -0.676892964180656 -0.236392496293525 -0.914973561926232 -0.200230276853732 -0.255510313080935 0.437980683982255 -0.386272551396351 -0.966945821364033 -1.23659686999881 -0.986436147666003 0.692071234077132 1.00101696334816 0.0266769631916555 -0.623593680194502 0.274884824158545 0.338330022859629 0.670903075965783 -0.340396930966735 -0.91076035465741 -1.18067924023512 0.657581060021671 0.356464510122779 1.90427856411031 2.18316757804005 -1.89324055237609 3.36478564837913 2.50280354059777 1.89300258780904 1.35803514130781 1.63260631986748 0.367232157403279 0.749024359232746 -0.988777178791047 -0.422935804315066 1.32016945221562 0.782946853959054 0.0219309803559218 -1.18784392251651 -0.394962585036198 0.0101164837653412 0.818396915992415 -0.160316456864658 2.36843186158799 2.5475618228519 -1.94257701398269 -0.519226848618049 -0.790943478411137 0.321467424687842 1.71969074507979 0.144936703057191 -0.321702896423549 -1.05917788836413 2.12549058164456 0.646878335498989 4.20967869615423 3.99459747323818 0.464629249586296 -0.762097709331266 -1.08446711952284 0.323241771976637 0.73943485959431 0.338989664048767 0.253486171949723 0.0694778967725179 0.329830466624525 0.217385772266532 0.518579356874462 -0.269462287107904 -0.839910234974366 -0.420442833756154 -1.89430968228773 -0.605289184705615 0.80227919998862 -0.984438008937891 2.33542566911753 -0.673680665058918 -1.11877656722948 -0.954076170219316 -0.0956774425034776 -0.146166876499002 -0.670900780298923 -0.128613751376969 -0.319502331738826 -0.713923251466863 -0.307295870478103 -0.594114232378964 -1.15110692186638 -0.0301777862783786 1.40820792107538 1.43792523946909 -0.566105230281016 -0.649681931784117 0.284598365679725
"PITX2" -0.523585122819115 -0.78282977294471 1.56073963894689 0.59703022767522 1.2101024635838 0.558843377898274 1.17975308917446 0.130652133481132 0.438651298266068 2.65583766047493 1.06605210619551 0.955925401610476 -0.282724947215615 -0.518422399444908 -1.05673706458351 1.3218201336565 2.00836641718373 2.04828756703234 -1.02368417002603 -1.09398074898398 0.575748572122132 0.234650084540896 -0.0425510329525508 1.16748913483353 1.10923622233367 1.21576893497734 1.32450837201404 1.51458971488543 0.514228258722399 0.0892685986675107 0.0318957112325161 -0.251624114900289 -1.56062390897185 -1.65825398261325 -0.0716823449779924 0.558937892766643 -0.0806509605452431 -1.14283559275436 -1.29951420380913 0.35042707792349 -0.00740471605320052 0.198171398251444 -0.0613754667394696 -0.882935022116127 1.53482951947078 2.35277435980475 1.47524216801598 1.6657091336982 -1.38837671669129 0.423536588743106 0.534201641359184 -0.22235987080698 0.147370966569552 0.519712753395614 -0.738703713563587 0.461140025683076 0.126381883015109 0.440334477204116 -0.466290678580466 0.586958511099511 -0.681473816926945 -0.929336390999802 -0.348373957979896 -1.06773165210269 -1.04240658300339 -0.411511171206024 -0.333236532497223 -0.384478721982861 0.463586758189656 -1.06648995578643 0.707140573795901 -0.717461980476149 -0.108949128879987 0.837564262337507 1.08598555158794 2.05836324971383 1.65708446072351 -0.294075754667236 0.895556425586857 1.91592548318813 1.94391211832986 1.43506151236911 0.263175848666568 0.653871237678482 0.543958860735592 0.0291018812369881 -1.06509144619844 -0.547067719240631 0.45636293598388 1.89359955927982 1.6029727016454 -0.359613435409778 0.136917479073677 0.457574107110833 -2.01199674996431 -1.639809701669 -0.588293877179002 0.205449724095357 0.47694278116121 2.72168977735715 -0.449223781205983 -0.0769549383094014 1.53117376272671 2.57600485686944 1.02705517747724
"PKNOX1" 0.504144899312944 1.00660807715426 1.20661280781669 0.300444648709396 0.907461696830393 0.918638709117363 0.00492409737395514 -0.229462322955728 0.433729931507872 0.724941605142468 1.22618621892752 -2.07151274075428 -0.692506781138564 -0.834576860223898 -0.808306045904776 1.25250524755093 -0.413572110721634 -1.13455250264269 -0.257160117749896 0.952005943331957 -0.182168345675974 -0.45288179174074 -0.7502280774675 -1.06579223341789 -1.50465665005101 -1.3939493949383 0.0898592532671517 0.659565409147139 -0.418747771864689 0.291904999761645 1.10697509748678 0.277746956265421 0.0855399923449598 -0.441091280406988 -0.387844362932798 -0.0721727855883302 0.602502200255258 0.0167070900580038 0.357603813779409 -1.60253735867907 -3.26412286513747 1.5057706682133 1.58770473764889 -1.48705145154183 0.58959591112309 -0.796003436190725 0.971580608560661 -1.17724089140282 -1.16913636682535 -0.0819591414977967 -0.245476433297444 -0.0664662628753386 -0.166784310157814 -2.3443959902112 -0.538027177866449 -0.215507440408606 -2.1059611305416 -0.618849596838388 -0.0485406505952655 -0.903820615049207 -0.94795990393021 -0.903858350649085 -0.857244386306519 -0.159057587060024 1.1708727906713 0.881882588312315 2.1106940274407 2.00435953916793 0.565015989463605 0.115095778998925 -0.333972398653359 1.69735272593828 0.929535189116237 -0.417850159339505 -1.08186744017457 0.463569897462464 1.6183056102695 0.0741844034790253 -3.56132656743321 0.0153584373302336 -0.61382709558848 -0.91425408033489 -1.29889036579174 -1.80384621244339 1.06557608393812 1.11990385510461 -1.11796263537424 0.537375588217566 -0.553018282547285 -0.840566290786697 -1.21031900190145 0.582230840179201 -0.43660054914201 -0.0887204374068087 -1.06993745340589 -1.53415504691846 -1.0832285012477 0.536124860488371 0.334944398929798 1.06189206843446 0.28602297400572 -0.654589565445141 -0.747168283596557 0.445969793427666 0.607975346419725
